41bb558d6b23c09697d61b1341b13b63ce7f54202c1cec670f1cf1ab80d2b636,558e49239de4a81db4603082887add69735e737a782f8ae9bb4e888388786467,b89479d41045fb29682d4ed470037b3120ff8976e13943883026c1e2c54a4cda,91aba0e2a161e19cc9b735b481a325931f4da7281ce99ed5bb4b9799e6e4eb33,68799f373e7fe42948a91a336e5b1ab2c7844b36c1d69b75f9892fdec4fe1b59,68469cc240b970e4a9ad6c7fe94f89a4c6cd5f88273df43fe31320bca8793662,2d1155fdeca4fc1f484d0862d9f121e82a10116a8715c4cc46785a804a86b703,8fa5c7f97f2e4fb441329b71940dc7bb6b68c5fef58fb3dc8f0f72ec06f103ef,de7d806b5420cba305c830ea9e821c5d292da7988526c5c3daacde1850eefff9,07071e72c99a4ccbd7bfc47a9470af4be69f3ddf911a25f00f8a511f083d157f,c9b189583f6545eca83eaad2fc2212ffcd380bbee501bc1787cf526293984146,7fa56852bd70bbddbbeb42217d4f7e82e676878e5ed6852836673c64128d3b5a,c98ccb9603d41e2f4d3ff831ca6405652756238daef964b372edd91513ac3fe0,4ac678e5d5d2693e52c05f1d637e5fae14eb6d63450cac3ef2a2fa07b38ad0de,368361268c6e953f34e7ad733d44bd65f539ad7da5665f6488160333d1c61e95,e21ad4b10155acbd6dcfb000ba353932f8320312960f84ef0ef6deaa1f658e4e,6ee589719d59c44d4c59381f28c574fc0babe81e6549ec7e853b8db12458ecbe,9de50e8bc22d019c1912e20d8581f1ac6ec0eb094eb8cbf2dbde8058c7288765,502bccc8b8c753490440fe9f89212b4c26f4fd5eb68f44f295b32fb195888f5e
"123001","90","2","102601","104801","0","3","-100","100003","1","104801","113401","112201","1","100232","2","2","3","1002"
"106001","90","3","114701","106001","0","3","-100","100003","1","100701","100501","110301","2","100233","2","1","7","1002"
"125101","90","1","122801","102901","0","1","-100","100003","6","102901","103401","123001","6","100311","6","6","6","1003"
"111001","90","2","106601","180301","0","1","-100","100003","6","105401","180301","110301","6","100312","6","6","6","1003"
"118501","90","3","121401","121401","0","1","-100","100003","6","101401","123001","118001","6","100313","6","6","6","1003"
"123001","90","1","106601","114701","0","2","-100","100003","4","114701","103401","110301","4","100321","4","4","5","1003"
"180201","90","2","117301","106901","0","2","-100","100003","4","100701","110301","106901","4","100322","5","4","4","1003"
"124501","90","3","117501","124501","0","2","-100","100003","4","103401","105101","113401","4","100323","4","4","5","1003"
"123001","90","1","108101","108101","0","3","-100","100003","1","103401","117301","102601","8","100331","1","2","3","1003"
"108201","90","2","103401","108201","0","3","-100","100003","1","100701","112701","123501","1","100332","2","2","8","1003"
"108301","90","3","123001","108301","0","3","-100","100003","1","101401","101001","100801","3","100333","1","1","8","1003"
"110301","90","1","106601","106601","0","1","-100","100003","6","114701","103401","100901","6","100411","6","6","6","1004"
"106901","90","2","100501","180401","0","1","-100","100003","6","180401","105401","103401","6","100412","6","6","6","1004"
"100801","90","3","105501","100801","0","1","-100","100003","6","103401","101401","123001","6","100413","6","6","6","1004"
"118001","90","1","106601","105401","0","2","-100","100003","4","105401","180301","110301","4","100421","4","4","4","1004"
"101801","90","2","113401","101801","0","2","-100","100003","4","105301","110301","124501","4","100422","5","4","4","1004"
"123001","90","3","123301","123301","0","2","-100","100003","4","105201","103401","105501","4","100423","4","4","5","1004"
"108301","90","1","125801","126101","0","3","-100","100003","3","126001","126101","110301","3","100431","2","3","8","1004"
"108301","90","2","103401","103301","0","3","-100","100003","7","103301","121101","123001","1","100432","3","2","8","1004"
"106001","90","3","117301","105801","0","3","-100","100003","7","105801","180501","123001","2","100433","3","2","7","1004"
"123001","90","1","103401","105501","0","1","-100","100003","6","100701","105501","112201","6","100511","6","6","6","1005"
"123001","90","2","103401","100901","0","1","-100","100003","6","106601","100901","105101","6","100512","6","6","6","1005"
"101801","90","3","113401","112701","0","1","-100","100003","6","112701","110301","106901","6","100513","6","6","6","1005"
"110301","90","1","106601","100101","0","2","-100","100003","4","114701","100101","123801","4","100521","4","4","4","1005"
"112201","90","2","103401","102601","0","2","-100","100003","4","105201","105501","102601","4","100522","4","4","4","1005"
"121401","90","3","119201","119201","0","2","-100","100003","4","105401","105501","110301","4","100523","4","4","4","1005"
"108301","90","1","106601","106601","0","3","-100","100003","1","105201","103401","107701","1","100531","8","1","8","1005"
"108301","90","2","103401","127901","0","3","-100","100003","3","127901","126101","123001","1","100532","3","3","8","1005"
"108401","90","3","123301","108401","0","3","-100","100003","7","105801","102601","123001","2","100533","3","1","8","1005"
"111401","90","1","103401","111401","0","1","-100","100003","6","106601","117301","105001","6","100611","6","6","6","1006"
"100801","90","2","105401","113401","0","1","-100","100003","6","105201","113401","123001","6","100612","6","6","6","1006"
"107701","90","3","103401","107701","0","1","-100","100003","6","100501","105501","123001","6","100613","6","6","6","1006"
"111401","90","1","103401","112201","0","2","-100","100003","4","106601","112201","105001","4","100621","4","4","4","1006"
"123001","90","2","105401","123001","0","2","-100","100003","4","102901","105301","105501","4","100622","4","4","5","1006"
"123001","90","3","117301","117301","0","2","-100","100003","4","100701","101401","112201","4","100623","4","4","5","1006"
"108301","90","1","103401","128301","0","3","-100","100003","3","128301","105501","106001","1","100631","7","1","8","1006"
"108301","90","2","106601","106501","0","3","-100","100003","1","106501","123301","123001","1","100632","3","2","8","1006"
"107701","90","3","102601","109001","0","3","-100","100003","8","109001","110301","123001","1","100633","3","2","8","1006"
"125101","90","1","122801","125101","1001","1","-100","100003","6","102901","103401","123001","6","100711","6","6","6","1007"
"111001","90","2","106601","111001","1001","1","-100","100003","6","105401","180301","110301","6","100712","6","6","6","1007"
"118501","90","3","121401","118001","1001","1","-100","100003","6","101401","123001","118001","6","100713","6","6","6","1007"
"100201","90","1","103401","100201","1001","2","-100","100003","4","102901","117301","123001","4","100721","5","4","4","1007"
"104001","90","2","117301","105101","1001","2","-100","100003","4","104801","105101","110301","4","100722","4","4","4","1007"
"111001","90","3","118001","100801","1001","2","-100","100003","4","101401","118501","100801","4","100723","4","4","4","1007"
"118501","90","1","123301","128801","1001","3","-100","100003","3","128801","102601","123001","2","100731","3","1","3","1007"
"108301","90","2","103401","128901","1001","3","-100","100003","1","104501","105501","128901","1","100732","3","1","8","1007"
"108301","90","3","128701","128701","1001","3","-100","100003","3","128301","117301","123001","3","100733","3","2","8","1007"
"123001","90","1","103401","100701","1002","1","-100","100003","6","100701","105501","112201","6","100811","6","6","6","1008"
"111401","90","2","103401","111401","1002","1","-100","100003","6","106601","117301","105001","6","100812","6","6","6","1008"
"125101","90","3","122801","102901","1002","1","-100","100003","6","102901","103401","123001","6","100813","6","6","6","1008"
"111401","90","1","103401","110301","1002","2","-100","100003","4","104601","110301","101201","4","100821","4","4","4","1008"
"123001","90","2","106601","106601","1002","2","-100","100003","4","105201","113401","106901","4","100822","5","4","5","1008"
"100801","90","3","105501","123001","1002","2","-100","100003","4","103401","101401","123001","4","100823","5","4","4","1008"
"108301","90","1","103401","108801","1002","3","-100","100003","1","108901","112201","108801","1","100831","1","2","8","1008"
"129001","90","2","108901","129001","1002","3","-100","100003","1","100701","126101","107701","1","100832","8","3","3","1008"
"100201","90","3","126101","100201","1002","3","-100","100003","1","103401","101401","123001","3","100833","3","1","1","1008"
"110301","90","1","106601","100901","1003","1","-100","100003","6","114701","103401","100901","6","100911","6","6","6","1009"
"106901","90","2","100501","106901","1003","1","-100","100003","6","180401","105401","103401","6","100912","6","6","6","1009"
"100801","90","3","105501","101401","1003","1","-100","100003","6","103401","101401","123001","6","100913","6","6","6","1009"
"119001","90","1","103401","122801","1003","2","-100","100003","4","122801","124101","100901","4","100921","4","4","4","1009"
"123001","90","2","100501","100501","1003","2","-100","100003","4","105201","103401","121101","4","100922","4","4","5","1009"
"118501","90","3","103401","103401","1003","2","-100","100003","4","100701","105501","123001","4","100923","5","4","5","1009"
"108301","90","1","104901","120001","1003","3","-100","100003","2","120001","103401","101601","7","100931","7","1","8","1009"
"129001","90","2","100501","112201","1003","3","-100","100003","1","108901","101801","112201","1","100932","2","1","3","1009"
"129001","90","3","128801","123001","1003","3","-100","100003","1","100701","126101","123001","3","100933","3","3","3","1009"
