962efc0c6909c5884d918d8191568b70542526e62f684cff7a4d95abe318dd8c,182c4c7bd6a5ea420aa3ad37232bea929b535e94f62a295d7f9cd94bfb3374bf,b6c1189d4f1229b8f47e9b5d8d2a30a319d0d561b3a33ff766031f6ea75f66d2,a74c88d412046016d4aa426757e80a5b547e3b4316ca08b3d85a4db40547f27d,9c3ab16df7a1bd95ea8ad19a46349066854d1a6cc72d6b38cf2439030196d6d6,6197d73e48c5efb283a803302a52bbd8541bca4405cc3ec35581974ce1346e9a,fa31626b699ce1f9d1a81dc85ff0664550f53732fcc95a42b923a3a34f25c0e1,7b18f699991e2c68fe19af693ed5c8c1b6712acd63075bf2546dad3998e5da3b,b10b260f337f85893ca9fdeef61a49455c366fa2056a1bdd31d4b603ac568464,e8f97a7941720e71369bc6876333faaae6a75f5fb92edac992c5859b4aea364c,319d9aa2e6076585e125d8bbf9cca378051bc62da1c6fa9a9a881e1fb9660898,4f05798d8fb8537f86de767590cf862c92330f701167ba0e7fd757c11d9bc727,82842308103ddbaaea9a892e8de900430a71d0747dfa33c26db33d7bdaaa06ad
"0","4","難度真高……","11130302","1303","0","0","1","vo_minigame_1012_incorrect_119","0","4","0","1"
"0","2","不能忘記喔！","11130401","1304","0","0","1","vo_minigame_1012_incorrect_123","0","2","0","1"
"0","1","不是全錯呢！","11130501","1305","0","0","1","vo_minigame_1012_incorrect_126","0","1","0","1"
"1","7","呵呵，全都答對囉！\n你好像努力地學習了呢，\n真佩服♪","11300101","3001","10","10","1","vo_minigame_1012_result_1000","3.18","8","4","1"
"1","8","太厲害了……全部答對囉！\n不過，這也是當然的吧～\n因為是我教你的嘛♪","11300102","3001","10","10","1","vo_minigame_1012_result_1001","3.33","7","10","1"
"1","8","全對！拍手拍手拍手～♪\n這個難度已經很完美了吧？\n下次挑戰更難的題目吧！\n你一定可以的！","11300103","3001","10","10","1","vo_minigame_1012_result_1002","5.41","1","10","1"
"2","5","喔……選了很難的題目，\n但還能全對，很厲害嘛！！\n你實在太厲害了……！\n比完美還完美！","11300104","3001","10","10","1","vo_minigame_1012_result_1003","8.11","8","10","1"
"2","10","答對……答對……全部答對！\n題目這麼難還全對……！\n好驚訝……\n你是什麼時候讀了這麼多東西的！","11300105","3001","10","10","1","vo_minigame_1012_result_1004","1.31","5","0","1"
"2","9","看你完美地答對了這麼多題，\n讓我有點不甘心呢……！\n但我還是要坦率地讚美你！\n了不起，了不起，了不起～！","11300106","3001","10","10","1","vo_minigame_1012_result_1005","4.93","8","0","1"
"3","5","好厲害……你答得太完美了！\n保持這樣到下次考試，\n你拿學年第一可能也不是夢了！\n真令人期待～♪","11300107","3001","10","10","1","vo_minigame_1012_result_1006","2.99","8","4","1"
"3","8","滿分喔！呵呵。\n我已經沒東西能教你了……！\n反而希望你能教我呢！\n……好嗎，老師♪","11300108","3001","10","10","1","vo_minigame_1012_result_1007","8.37","7","4","1"
"3","7","全、部、答、對！\n裡面有超多難題耶，你好厲害……！\n難不成……\n你是天才！？","11300109","3001","10","10","1","vo_minigame_1012_result_1008","5.32","5","8","1"
"1","7","喔！分數很好看呢～！\n這下教你也有價值了♪\n好了，還要繼續學習喔！","11300110","3001","9","7","1","vo_minigame_1012_result_1009","4.77","1","4","1"
"1","8","嗯，拿到的分數很不錯！\n保持這個狀態，\n下次想看你拿滿分呢！","11300111","3001","9","7","1","vo_minigame_1012_result_1010","2.97","7","4","1"
"1","5","啊～好可惜！\n差一點就滿分了！\n下次一定可以很完美的！\n加油吧！","11300112","3001","9","7","1","vo_minigame_1012_result_1011","3.47","1","0","1"
"2","8","好厲害，你答對了很多喔！\n題目這麼難，你很行嘛！\n之後就以滿分為目標吧！","11300113","3001","9","7","1","vo_minigame_1012_result_1012","5.32","7","4","1"
"2","8","嗯，很不錯喔！\n看來完～全不用擔心你會不及格呢♪\n但還是不會讓你停止學習的！","11300114","3001","9","7","1","vo_minigame_1012_result_1013","6.49","7","10","1"
"2","5","啊～\n只差一點點就能全部答對的說！\n雖然題目很難但你沒問題的，\n下次可以以滿分為目標！","11300115","3001","9","7","1","vo_minigame_1012_result_1014","3.56","1","0","1"
"3","8","嗯，幾乎都答對囉！\n裡面這麼多困難的題目，\n你很厲害嘛！\n你果然不是個普通人！","11300116","3001","9","7","1","vo_minigame_1012_result_1015","5.67","1","10","1"
"3","7","感覺你很紮實地在進步嘛？\n如果是你的話，即使面對難題，\n總有一天搞不好也能拿滿分…………！","11300117","3001","9","7","1","vo_minigame_1012_result_1016","2.85","1","10","1"
"3","5","哇啊～好可惜！\n差一點就滿分了！\n不過連我也有不會的難題，\n你拿這個分數已經可以抬頭挺胸了！","11300118","3001","9","7","1","vo_minigame_1012_result_1017","3.88","1","0","1"
"1","3","答對率一半左右啊～\n是不差啦，\n不過是你的話，應該不只這樣吧？","11300119","3001","6","4","1","vo_minigame_1012_result_1018","4.12","1","0","1"
"1","9","嗯～我就老實說了，\n這分數很不上不下呢……\n不過沒關係！\n接下來要咻咻咻地提高分數喔！","11300120","3001","6","4","1","vo_minigame_1012_result_1019","4.34","1","0","1"
"1","3","嗯～老實說這分數有點讓人不滿意呢！\n我對你抱有很大的期待，\n再更加油一些吧！","11300121","3001","6","4","1","vo_minigame_1012_result_1020","3.15","1","0","1"
"2","9","答對率一半左右啊……\n題目很難所以也沒辦法呢……\n不過你一定能更進步的！\n因為有我陪著你！","11300122","3001","6","4","1","vo_minigame_1012_result_1021","5.3","1","0","1"
"2","8","嗯，答得還行嘛！\n繼續努力學習，\n以更高的分數為目標吧！","11300123","3001","6","4","1","vo_minigame_1012_result_1022","2.55","1","0","1"
"2","1","題目很難，\n但看這個答對率，\n算是有在讀書的吧！\n不過可不能滿足於這種程度喔！？","11300124","3001","6","4","1","vo_minigame_1012_result_1023","4.19","7","0","1"
"3","7","題目這麼難卻答對了一半左右，\n你很厲害嘛♪\n保持這個步調，\n繼續提升實力吧！","11300125","3001","6","4","1","vo_minigame_1012_result_1024","3.43","1","0","1"
"3","1","好，拿到了平均分數！\n看你好像有好好學習，\n那我就安心了～♪","11300126","3001","6","4","1","vo_minigame_1012_result_1025","0","1","0","1"
"3","8","裡面都是難題，\n這個答對率很不得了喔！\n不過，如果你還想拿更高的分數，\n那我可以陪你讀書！","11300127","3001","6","4","1","vo_minigame_1012_result_1026","3.72","7","0","1"
"1","3","原來如此……\n看來很值得教你呢，\n我會徹底鞭策你的，\n做好覺悟吧！","11300128","3001","3","1","1","vo_minigame_1012_result_1027","3.5","2","1","1"
"1","4","喂，\n你完全不行嘛！\n……你不會要跟我說\n你已經拿出真本事了吧～？","11300129","3001","3","1","1","vo_minigame_1012_result_1028","3.25","2","1","1"
"1","3","唔嗯……\n即使隨便回答，\n答對率也差不多是這樣吧？\n看來我得認真教你了……！","11300130","3001","3","1","1","vo_minigame_1012_result_1029","4.62","2","0","1"
"2","9","……也、也對啦，\n這題目對你來說可能太難了，\n慢慢來就行了，\n一起提升實力吧！","11300131","3001","3","1","1","vo_minigame_1012_result_1030","4.5","1","0","1"
"2","3","嗯……蠻多答錯的呢……\n要繼續作答也可以，\n但從簡單的題目重新來過，\n也是種選項喔～？","11300132","3001","3","1","1","vo_minigame_1012_result_1031","0.01","3","9","1"
"2","9","唉呀呀，這對你來說，\n有點太難了嗎……？\n再重來一次吧！","11300133","3001","3","1","1","vo_minigame_1012_result_1032","0.01","9","9","1"
"3","3","唔嗯……真是遺憾的結果……\n題目超難也無可奈何，\n不要勉強，從簡單的題目開始挑戰\n搞不好也不錯喔？","11300134","3001","3","1","1","vo_minigame_1012_result_1033","0.01","3","6","1"
"3","3","答對率很低呢……\n畢竟題目很難嘛……！\n我很欣賞你的挑戰精神喔！","11300135","3001","3","1","1","vo_minigame_1012_result_1034","2.97","9","0","1"
"3","3","總算是避免拿到0分了……\n不過裡面都是難題就是了，\n繼續加油吧！","11300136","3001","3","1","1","vo_minigame_1012_result_1035","3.1","1","0","1"
"1","6","……你啊，換個角度來想，\n要考0分也是很難的喔！？\n你應該不是\n故意考這樣的對吧～！？","11300137","3001","0","0","1","vo_minigame_1012_result_1036","4.31","2","1","1"
"1","2","0分是……\n你是來鬧的嗎！？\n不好好作答的話，\n就用電擊魔法伺候喔！？","11300138","3001","0","0","1","vo_minigame_1012_result_1037","0.1","2","1","1"
"1","9","搞不好你其實\n不適合讀書呢……\n……學習不是一切，\n就在其他方面努力吧！","11300139","3001","0","0","1","vo_minigame_1012_result_1038","4.23","3","9","1"
"2","3","我不會生氣，你說實話吧？\n……你是亂回答的對吧？\n快點，老實地……\n說、出、來、吧？","11300140","3001","0","0","1","vo_minigame_1012_result_1039","4.38","2","0","1"
"2","8","你的分數是～～\n……好！0分！！\n……呃，開什麼玩笑──！！！","11300141","3001","0","0","1","vo_minigame_1012_result_1040","3.58","2","0","1"
"2","4","0分是怎麼回事！？\n不是，從反面來看你很厲害喔！？\n畢竟閉著眼睛考，\n也能拿個1分啊！","11300142","3001","0","0","1","vo_minigame_1012_result_1041","2.02","2","1","1"
"3","9","唉呀……很遺憾，是0分喔。\n可能有點太難了吧……\n……不過也是會有這種事的！\n別太喪氣！","11300143","3001","0","0","1","vo_minigame_1012_result_1042","5.53","1","9","1"
"3","3","雖說題目相當難，\n但0分還是讓人有點落寞呢……\n不過要反向思考！\n你以後只會更加成長的！","11300144","3001","0","0","1","vo_minigame_1012_result_1043","4.4","1","9","1"
"3","3","0分啊……嗯，抱歉……\n我想不到要怎麼安慰你！\n……算了，還有下一次，\n來轉換心情吧！","11300145","3001","0","0","1","vo_minigame_1012_result_1044","5.35","1","0","1"
"0","8","OK！","12120101","1201","0","0","1","vo_minigame_1012_correct_132","0","8","0","2"
"0","7","對了！","12120102","1201","0","0","1","vo_minigame_1012_correct_133","0","7","0","2"
"0","7","很好！","12120103","1201","0","0","1","vo_minigame_1012_correct_134","0","7","0","2"
"0","5","真的假的！？","12120201","1202","3000","0","1","vo_minigame_1012_correct_135","0","5","0","2"
"0","10","哦～！","12120202","1202","3000","0","1","vo_minigame_1012_correct_136","0","10","0","2"
"0","7","就是這樣！","12120203","1202","6000","3001","1","vo_minigame_1012_correct_137","0","7","0","2"
"0","1","要趕快囉！","12120204","1202","-1","13333","1","vo_minigame_1012_correct_138","0","1","0","2"
"0","5","太厲害了！","12120301","1203","0","0","1","vo_minigame_1012_correct_139","0","5","0","2"
"0","7","輕鬆！","12120401","1204","0","0","1","vo_minigame_1012_correct_141","0","7","0","2"
"0","7","雪恥吧！","12120501","1205","0","0","1","vo_minigame_1012_correct_140","0","7","0","2"
"0","1","很好喔！","12120601","1206","-1","3","1","vo_minigame_1012_correct_142","0","1","0","2"
"0","2","還早得很！","12120701","1207","-1","3","1","vo_minigame_1012_correct_143","0","2","0","2"
"0","2","噗～！","12130101","1301","0","0","1","vo_minigame_1012_incorrect_127","0","2","0","2"
"0","2","不行～！","12130102","1301","0","0","1","vo_minigame_1012_incorrect_128","0","2","0","2"
"0","9","唉呀呀……！","12130103","1301","0","0","1","vo_minigame_1012_incorrect_129","0","9","0","2"
"0","3","不要急！","12130201","1302","3000","0","1","vo_minigame_1012_incorrect_130","0","3","0","2"
"0","5","慢慢來！","12130202","1302","3000","0","1","vo_minigame_1012_incorrect_131","0","5","0","2"
"0","2","深呼吸！","12130203","1302","6000","3001","1","vo_minigame_1012_incorrect_132","0","2","0","2"
"0","3","好慢喔……！","12130204","1302","-1","20000","1","vo_minigame_1012_incorrect_133","0","3","0","2"
"0","5","好難！","12130301","1303","0","0","1","vo_minigame_1012_incorrect_134","0","5","0","2"
"0","6","你忘了嗎？","12130401","1304","0","0","1","vo_minigame_1012_incorrect_135","0","6","0","2"
"0","2","下一題一定行！","12130501","1305","0","0","1","vo_minigame_1012_incorrect_136","0","2","0","2"
"0","2","最後衝刺！","12170101","1701","30000","20000","1","vo_minigame_1012_time_100","0.01","2","3","2"
"0","1","馬上要結束了！","12170102","1701","30000","20000","1","vo_minigame_1012_time_101","0.01","1","3","2"
"1","7","好，做得很好！\n你的基礎打得很完美了！\n下次也挑戰看看\n更難的題目吧！","12300101","3001","-1","20","1","vo_minigame_1012_result_1045","3.74","1","10","2"
"1","1","什麼嘛，\n你這是回答得欲罷不能嗎？\n簡單來說，你很厲害嘛！\n給你個獎勵小花！","12300102","3001","-1","20","1","vo_minigame_1012_result_1046","3.85","9","0","2"
"1","5","好厲害的分數……！\n你就是那種說自己沒讀書，\n其實偷偷拼命複習的類型吧！？","12300103","3001","-1","20","1","vo_minigame_1012_result_1047","0.01","5","8","2"
"2","8","讀書的成果，\n確實展現出來了嘛！\n身為你的老師，\n我也好驕傲呢～♪","12300104","3001","-1","20","1","vo_minigame_1012_result_1048","2.86","7","4","2"
"2","5","OK！已經很夠了！\n要是你再更加苦讀的話，\n我就沒必要教你了！","12300105","3001","-1","20","1","vo_minigame_1012_result_1049","2.02","3","9","2"
"2","5","你選了困難的題目，\n沒想到答對率這麼高……！\n不過還有更難的……\n下次就挑戰最難的吧！","12300106","3001","-1","20","1","vo_minigame_1012_result_1050","4.46","1","0","2"
"3","5","本來就覺得你很厲害了，\n沒想到你連學習都這麼完美……？\n難怪大家都對你著迷……\n不，什、什麼都沒有！！","12300107","3001","-1","20","1","vo_minigame_1012_result_1051","6.85","4","7","2"
"3","5","這個題目，\n是連我也要思考很久的超級難題……\n呵呵，那也只能稱讚你了！\n你做得很好喔！","12300108","3001","-1","20","1","vo_minigame_1012_result_1052","3.79","9","0","2"
"3","4","我才沒有臉紅！\n喜歡頭腦好的人……\n或覺得你很帥之類的……\n……我都沒這樣想喔！","12300109","3001","-1","20","1","vo_minigame_1012_result_1053","0.01","4","7","2"
"1","5","速度和答對率都很完美……\n無可挑剔的滿分！\n你未來會變成\n很不得了的人物吧！？","12300110","3001","-1","20","1","vo_minigame_1012_result_1054","0","5","0","2"
"2","5","速度和答對率都很完美……\n無可挑剔的滿分！\n你未來會變成\n很不得了的人物吧！？","12300112","3001","-1","20","1","vo_minigame_1012_result_1054","0","5","0","2"
"3","5","速度和答對率都很完美……\n無可挑剔的滿分！\n你未來會變成\n很不得了的人物吧！？","12300114","3001","-1","20","1","vo_minigame_1012_result_1054","0","5","0","2"
"1","5","喔喔～答對了很多呢！\n保持這個步調，\n以更好的分數為目標！","12300116","3001","19","15","1","vo_minigame_1012_result_1056","3","7","10","2"
"1","8","嗯，感覺很完美喔！\n看來你很認真讀書了，\n佩服佩服♪","12300117","3001","19","15","1","vo_minigame_1012_result_1057","0.01","8","10","2"
"1","5","咦？都拿這麼高分了，\n你還不滿足？\n那股上進心是怎麼回事……\n很好嘛！","12300118","3001","19","15","1","vo_minigame_1012_result_1058","4.01","8","0","2"
"2","8","速度和答對題數都很理想喔！\n喂喂，趁狀態這麼好，\n要不要以頂點為目標？","12300119","3001","19","15","1","vo_minigame_1012_result_1059","2.83","7","10","2"
"2","10","這種難度也能\n毫無阻礙地回答出來……\n你喔，\n真的是個狠角色……！","12300120","3001","19","15","1","vo_minigame_1012_result_1060","0","10","0","2"
"2","8","能回答出這麼多題目，\n讀書也變得很有趣吧♪\n來吧，還要繼續下去喔～！","12300121","3001","19","15","1","vo_minigame_1012_result_1061","3.66","7","4","2"
"3","5","你啊，考這個成績\n並不是僥倖吧……！\n能學會這麼多，\n真是不得了！","12300122","3001","19","15","1","vo_minigame_1012_result_1062","3.28","8","0","2"
"3","8","好厲害！成績非常好喔！\n對你來說，\n即使是這種難題也是輕而易舉？","12300123","3001","19","15","1","vo_minigame_1012_result_1063","2.7","1","0","2"
"3","5","你……\n該不會分數比我還高？\n我、我也得向你學習，\n好好讀書呢……！","12300124","3001","19","15","1","vo_minigame_1012_result_1064","3.98","9","9","2"
"1","7","嗯，分數很不錯喔！\n不過還能繼續努力吧？\n來，接著繼續吧！","12300131","3001","14","10","1","vo_minigame_1012_result_1067","2.51","1","0","2"
"1","1","雖然成績已經十分優秀了，\n但你一定能拿到更高分！\n來，努力念書吧！","12300132","3001","14","10","1","vo_minigame_1012_result_1068","4.16","7","0","2"
"1","8","嗯，不錯喔！\n保持這個步調，\n慢慢地增加答對題數吧！","12300133","3001","14","10","1","vo_minigame_1012_result_1069","2.07","7","0","2"
"2","8","裡面都是困難的題目，\n但成績還蠻不錯的嘛！\n你一定能達成目標的，\n可以對自己更有自信！","12300134","3001","14","10","1","vo_minigame_1012_result_1070","3.51","1","0","2"
"2","1","即使面對難題，基礎也很重要！\n保持這個狀態，\n繼續提升分數吧！","12300135","3001","14","10","1","vo_minigame_1012_result_1071","0","1","0","2"
"2","1","答對10題以上呢！\n咦？還不夠？\n呵呵，\n那要以更高分為目標嗎？","12300136","3001","14","10","1","vo_minigame_1012_result_1072","4.3","7","0","2"
"3","8","嗯，在這些難題下，\n拿到這個分數已經十分出色了！\n不過你的話，\n一定是以更高分為目標吧♪","12300137","3001","14","10","1","vo_minigame_1012_result_1073","4.47","7","0","2"
"3","8","好，辛苦了～\n分數還蠻不錯的嘛？\n……我也得多讀書了！","12300138","3001","14","10","1","vo_minigame_1012_result_1074","3.68","9","0","2"
"3","5","喔喔～\n答對了10題以上嘛！\n你果然不是等閒之輩～","12300139","3001","14","10","1","vo_minigame_1012_result_1075","3.34","1","0","2"
"1","1","嗯，答對率無懈可擊！\n只要再回答得更快，\n就能更提高分數喔！\n保持好狀態繼續加油吧！","12300141","3001","14","10","1","vo_minigame_1012_result_1077","6.58","8","0","2"
"2","1","嗯，答對率無懈可擊！\n只要再回答得更快，\n就能更提高分數喔！\n保持好狀態繼續加油吧！","12300143","3001","14","10","1","vo_minigame_1012_result_1077","6.58","8","0","2"
"3","1","嗯，答對率無懈可擊！\n只要再回答得更快，\n就能更提高分數喔！\n保持好狀態繼續加油吧！","12300145","3001","14","10","1","vo_minigame_1012_result_1077","6.58","8","0","2"
"1","1","喔～成績還不錯嘛。\n雖然不差……但我對你\n還抱有更多更多期待～","12300146","3001","9","5","1","vo_minigame_1012_result_1078","4.24","7","0","2"
"1","7","嗯，雖然很努力了……\n但說實話你能答對更多吧～？\n這分數對你來說只是及格！\n要不要以更高分為目標？","12300147","3001","9","5","1","vo_minigame_1012_result_1079","4.74","1","0","2"
"1","1","分數普普通通，\n對你來說這很棘手嗎？\n如果你覺得這樣不行的話，\n就表示還有成長空間呢！","12300148","3001","9","5","1","vo_minigame_1012_result_1080","0","1","0","2"
"2","8","嗯，還不錯的結果吧！\n但你應該能拿到更好的成績的！\n繼續努力吧！","12300149","3001","9","5","1","vo_minigame_1012_result_1081","2.21","1","0","2"
"2","3","嗯～說實話有點尷尬呢！\n算了，畢竟題目很難。\n只要繼續學習，\n分數一定會更提升的！","12300150","3001","9","5","1","vo_minigame_1012_result_1082","2.46","1","0","2"
"2","3","嗯～\n沒拿到10分啊～\n下次要不要以超過10分為目標，\n努力學習看看？","12300151","3001","9","5","1","vo_minigame_1012_result_1083","2.94","1","0","2"
"3","7","好，辛苦了～\n分數還馬馬虎虎吧！\n畢竟題目超難，你很努力了！","12300152","3001","9","5","1","vo_minigame_1012_result_1084","4.19","1","0","2"
"3","1","嗯，題目相當難，\n但你還是作答到最後了。\n要不要以更好的分數為目標？","12300153","3001","9","5","1","vo_minigame_1012_result_1085","0","1","0","2"
"3","3","失誤有點多呢～\n但把錯的地方好好複習，\n下次就會答對了～！","12300154","3001","9","5","1","vo_minigame_1012_result_1086","2.63","1","0","2"
"1","3","唉呀……分數不太好看呢～\n怎麼了，狀況不好嗎？\n下次再更努力一點吧！","12300155","3001","4","1","1","vo_minigame_1012_result_1087","5.53","1","0","2"
"1","3","嗯～\n答對題數讓人不滿意呢～\n再多增加點讀書的時間吧？","12300156","3001","4","1","1","vo_minigame_1012_result_1088","0.01","3","9","2"
"1","3","嗯……若是你的話，\n能拿到更高分吧～？\n再多努力點啊，\n我可是對你很期待的！","12300157","3001","4","1","1","vo_minigame_1012_result_1089","4.15","1","3","2"
"2","9","嗯～對現在的你而言，\n這個題目太難了嗎……\n挑戰較低的難度，\n也許是個好選擇喔～？","12300158","3001","4","1","1","vo_minigame_1012_result_1090","0.01","9","9","2"
"2","3","成績不太好看呢～\n畢竟是很難的題目也沒辦法。\n希望你下次更努力！","12300159","3001","4","1","1","vo_minigame_1012_result_1091","5.37","1","0","2"
"2","3","原來如此……\n不擅長的題型很多嗎？\n再挑戰一次\n試試看吧～","12300160","3001","4","1","1","vo_minigame_1012_result_1092","1.44","1","0","2"
"3","3","嗯嗯～題目太難了嗎？\n比起硬要繼續回答難題，\n降低難易度的話，\n搞不好讀書效率會更好喔～？","12300161","3001","4","1","1","vo_minigame_1012_result_1093","0","3","0","2"
"3","3","……拿到的分數很少呢。\n但這對我來說也很難，\n別那麼垂頭喪氣也沒問題！\n接著繼續加油吧！","12300162","3001","4","1","1","vo_minigame_1012_result_1094","2.91","9","3","2"
"3","5","抱歉，有點太難了嗎？\n再挑戰一次也行，\n降低難度也行，\n只要你有幹勁我就會陪你！","12300163","3001","4","1","1","vo_minigame_1012_result_1095","2.61","1","0","2"
"1","4","喂……\n你沒有幹勁吧～！？\n下次再考這種分數，\n我就要生氣囉！","12300164","3001","0","0","1","vo_minigame_1012_result_1096","3.63","2","1","2"
"1","6","唉……你知道自己\n考了幾分吧……？\n是0分喔，0分！你在小看考試嗎？","12300165","3001","0","0","1","vo_minigame_1012_result_1097","4.16","2","1","2"
"1","3","嗚嗚～頭好痛……\n都是你的錯！\n0分是什麼鬼啦！\n唉，這樣下去就要被當了……","12300166","3001","0","0","1","vo_minigame_1012_result_1098","0.01","3","6","2"
"2","6","喂，你是認真應考的嗎？\n不會是隨便回答的吧？\n……我明白了，\n再挑戰一次吧！","12300167","3001","0","0","1","vo_minigame_1012_result_1099","5.75","2","0","2"
"2","4","你……你啊，考了0分喔，0分……！\n我的教法不好嗎……？\n……我燃起鬥志了！\n我絕對要拉高你的實力！","12300168","3001","0","0","1","vo_minigame_1012_result_1100","5.64","2","1","2"
"2","8","等一下，可能是算錯分了……\n……不，是對的呢。好，0分。\n……呃，0分！？\n開什麼玩笑──！","12300169","3001","0","0","1","vo_minigame_1012_result_1101","5.73","4","8","2"
"3","5","唉呀呀……是0分喔。\n畢竟題目很難啦……\n……不過0分也太扯！\n至少答對一題吧！","12300170","3001","0","0","1","vo_minigame_1012_result_1102","5.32","3","1","2"
"3","3","很遺憾，是0分喔。\n但如果以積極的態度來看，\n你現在就是在底層喔！最底層！\n往後只會一直往上了！","12300171","3001","0","0","1","vo_minigame_1012_result_1103","2.37","9","9","2"
"3","9","……分數很不理想呢，\n稍微休息一下吧？\n讓自己重新振作，改變一下心情，\n再次努力吧！","12300172","3001","0","0","1","vo_minigame_1012_result_1104","4.25","1","3","2"
"0","7","好了，開始學習吧。","13100101","1001","0","0","1","vo_minigame_1012_gamestart_100","0","7","0","3"
"0","1","好，讓大家看看學習的成果吧！","13100102","1001","0","0","1","vo_minigame_1012_gamestart_101","0","1","0","3"
"0","1","那就開始考試吧，來，把課本闔上！","13100103","1001","0","0","1","vo_minigame_1012_gamestart_102","1.82","7","0","3"
"0","8","你很有幹勁嘛！","13100201","1002","-1","3","1","vo_minigame_1012_gamestart_103","0.01","8","4","3"
"0","1","好，那就再來一次囉！","13100202","1002","-1","3","1","vo_minigame_1012_gamestart_104","0","1","0","3"
"0","0","這只是普通的難度喔！","13100301","1003","1","1","1","vo_minigame_1012_gamestart_105","0","0","0","3"
"0","7","首先從基礎開始！","13100302","1003","1","1","1","vo_minigame_1012_gamestart_106","0","7","0","3"
"0","10","要挑戰困難的題目吧！","13100303","1003","2","2","1","vo_minigame_1012_gamestart_107","0","10","0","3"
"0","1","好，你的話一定辦得到的！","13100304","1003","2","2","1","vo_minigame_1012_gamestart_108","0.67","8","0","3"
"0","5","都是些我也覺得很棘手的題目喔……！","13100305","1003","3","3","1","vo_minigame_1012_gamestart_109","0","5","0","3"
"0","2","雖然超難的但是加油吧！","13100306","1003","3","3","1","vo_minigame_1012_gamestart_110","0","2","0","3"
"0","7","俗話說打鐵趁熱\n……對吧♪","13100401","1004","0","0","1","vo_minigame_1012_gamestart_111","0","7","0","3"
"0","1","好，再來一次喔！","13100402","1004","0","0","1","vo_minigame_1012_gamestart_112","0","1","0","3"
"0","9","鈴奈好像也很認真在讀書呢～","13100501","1005","0","0","1","vo_minigame_1012_gamestart_113","0","9","0","3"
"0","3","你要當鈴奈的老師？\n嗯──","13100502","1005","0","0","1","vo_minigame_1012_gamestart_114","0","3","0","3"
"0","1","題目！","13110101","1101","0","0","1","vo_minigame_1012_start_100","0","1","0","3"
"0","1","要上囉！","13110102","1101","0","0","1","vo_minigame_1012_start_101","0","1","0","3"
"0","7","答得出來嗎？","13110103","1101","0","0","1","vo_minigame_1012_start_102","0","7","0","3"
"0","2","下一題一定行！","13110201","1102","0","0","1","vo_minigame_1012_start_103","0","2","0","3"
