007c8d0a953cf2ded05cb24a3c0285b859ad7adbc2c845f225e773d78d44a9d2,cc4806d0644c2d026a67eff0db8bf31fb1a60cfefe48d23303a71a20b0e44adc,6096778aa774cd342a09f813de0df26ea16cd629086ce8e1e03b016fffd13c06,c87065e533ce44a2fcdea35dbe993b1eb8b99b71f0e88004033466c722a68f1c,f3934d9db7a2f0025e23919563a1214a5116a76adea05886533f730497826a64,f0b89ecb8a3bb220dc0b4f8001a38cfdd49aad54ab89c41cb06b4e140745ab45,c8d2b448e041eac052a1fd4e8745a488cc58765ace73bb4df40794510eebfc5f,d0e7c30585e4faf199d68bfa45f30a588625f5cb44b66f4c134edbf5962ecb7a,c1b94bc2132ce5c57eb2b9d080f1f6bcb4dbd4e87666f525476020a9511cb930,d31a6c163b7ad9794c573cd706b44cdda5705fd23d935c5b2c17fdf0dd7ad1c4,67b6cbf379d3917063db12b0ea841c585db180a0af15351fe5e326cebe623690
"14","1","10301","","","","35","","","","1103010034"
"14","1","10301","","","","32","","","","1103010035"
"16","1","10301","","","","32","","","","1103010036"
"19","0","10301","","","","32","","","","1103010037"
"18","1","10301","","","","35","","","","1103010038"
"0.4","0","10301","","","","93","","","","1103010039"
"","","10301","","","","92","","","","1103010040"
"17","1","10301","","","","35","","","","1103010041"
"17","1","10301","","","","32","","","","1103010042"
"0.2","0","10301","","","","93","","","","1103010043"
"1","0","10301","0","0","","6","0.01","0","0","1103010044"
"2","0","10301","0","0","","6","0.01","0","0","1103010045"
"3","0","10301","0","0","","6","0.01","0","0","1103010046"
"4","0","10301","0","0","","6","0.01","0","0","1103010047"
"10","0","10301","","","","32","","","","1103010048"
"11","0","10301","","","","32","","","","1103010049"
"12","0","10301","","","","32","","","","1103010050"
"13","0","10301","","","","32","","","","1103010051"
"14","0","10301","","","","32","","","","1103010052"
"15","0","10301","","","","32","","","","1103010053"
"16","0","10301","","","","32","","","","1103010054"
"18","0","10301","","","","32","","","","1103010055"
"0.3","0","10301","","","","93","","","","1103010056"
"4","1","10302","0","0","magicitem_1","5","1","0","20","1103020001"
"3","2","10302","0","0","magicitem_2","5","1","0","19","1103020002"
"1","3","10302","0","0","magicitem_3","5","1","0","18","1103020003"
"103000","4","10302","0","0","magicitem_pekorine","5","1","0","21","1103020004"
"103000","10","10302","1","","","31","0","0","0","1103020005"
"103001","11","10302","1","","","31","0","0","0","1103020006"
"103002","12","10302","1","","","31","0","0","0","1103020007"
"103004","13","10302","1","","","31","0","9","-25","1103020008"
"103008","14","10302","1","","","31","0","0","0","1103020009"
"103011","19","10302","1","","","31","0","0","0","1103020010"
"1","15","10302","1","","","31","1","0","0","1103020011"
"2","16","10302","1","","","31","0","0","0","1103020012"
"3","17","10302","1","","","31","0","0","0","1103020013"
"4","18","10302","1","","","31","0","0","0","1103020014"
"18","0","10302","1","","","35","1","0","0","1103020015"
"18","1","10302","","","","32","","","","1103020016"
"0","0","10302","","","","91","","","","1103020017"
"10","1","10302","","","","32","","","","1103020018"
"11","1","10302","","","","32","","","","1103020019"
"12","1","10302","","","","32","","","","1103020020"
"13","1","10302","","","","32","","","","1103020021"
"19","1","10302","","","","32","","","","1103020022"
"1","magicitem_1","10302","","","","3","0","","0","1103020023"
"2","magicitem_2","10302","","","","3","0","","0","1103020024"
"3","magicitem_3","10302","","","","3","0","","0","1103020025"
"4","magicitem_pekorine","10302","","","","3","0","","0","1103020026"
"vo_caravan","vo_caravan_event_006_000","10302","","","","21","","2.17","0","1103020027"
"vo_caravan","vo_caravan_event_006_001","10302","","","","21","","3.2","1","1103020028"
"vo_caravan","vo_caravan_event_006_002","10302","","","","21","","4.9","2","1103020029"
"7","0","10302","","","","93","","","","1103020030"
"18","0","10302","","","","32","","","","1103020031"
"0.67","0","10302","","","","93","","","","1103020032"
"1103020034","1","10302","","","","101","","","","1103020033"
"14","1","10302","","","","35","","","","1103020034"
"14","1","10302","","","","32","","","","1103020035"
"16","1","10302","","","","32","","","","1103020036"
"19","0","10302","","","","32","","","","1103020037"
"18","1","10302","","","","35","","","","1103020038"
"0.4","0","10302","","","","93","","","","1103020039"
"","","10302","","","","92","","","","1103020040"
"17","1","10302","","","","35","","","","1103020041"
"17","1","10302","","","","32","","","","1103020042"
"0.2","0","10302","","","","93","","","","1103020043"
"1","0","10302","0","0","","6","0.01","0","0","1103020044"
"2","0","10302","0","0","","6","0.01","0","0","1103020045"
"3","0","10302","0","0","","6","0.01","0","0","1103020046"
"4","0","10302","0","0","","6","0.01","0","0","1103020047"
"10","0","10302","","","","32","","","","1103020048"
"11","0","10302","","","","32","","","","1103020049"
"12","0","10302","","","","32","","","","1103020050"
"13","0","10302","","","","32","","","","1103020051"
"14","0","10302","","","","32","","","","1103020052"
"15","0","10302","","","","32","","","","1103020053"
"16","0","10302","","","","32","","","","1103020054"
"18","0","10302","","","","32","","","","1103020055"
"0.3","0","10302","","","","93","","","","1103020056"
"3","1","10303","0","0","magicitem_1","5","1","0","20","1103030001"
"1","2","10303","0","0","magicitem_2","5","1","0","19","1103030002"
"2","3","10303","0","0","magicitem_3","5","1","0","18","1103030003"
"103000","4","10303","0","0","magicitem_kokkoro","5","1","0","21","1103030004"
"103000","10","10303","1","","","31","0","0","0","1103030005"
"103001","11","10303","1","","","31","0","0","0","1103030006"
"103002","12","10303","1","","","31","0","0","0","1103030007"
"103005","13","10303","1","","","31","0","-35","8","1103030008"
"103009","14","10303","1","","","31","0","0","0","1103030009"
"103012","19","10303","1","","","31","0","0","0","1103030010"
"1","15","10303","1","","","31","1","0","0","1103030011"
"2","16","10303","1","","","31","0","0","0","1103030012"
"3","17","10303","1","","","31","0","0","0","1103030013"
"4","18","10303","1","","","31","0","0","0","1103030014"
"18","0","10303","1","","","35","1","0","0","1103030015"
"18","1","10303","","","","32","","","","1103030016"
"0","0","10303","","","","91","","","","1103030017"
"10","1","10303","","","","32","","","","1103030018"
"11","1","10303","","","","32","","","","1103030019"
"12","1","10303","","","","32","","","","1103030020"
"13","1","10303","","","","32","","","","1103030021"
"19","1","10303","","","","32","","","","1103030022"
"1","magicitem_1","10303","","","","3","0","","0","1103030023"
"2","magicitem_2","10303","","","","3","0","","0","1103030024"
"3","magicitem_3","10303","","","","3","0","","0","1103030025"
"4","magicitem_kokkoro","10303","","","","3","0","","0","1103030026"
"vo_caravan","vo_caravan_event_005_000","10303","","","","21","","2.17","0","1103030027"
"vo_caravan","vo_caravan_event_005_001","10303","","","","21","","3.2","1","1103030028"
"vo_caravan","vo_caravan_event_005_002","10303","","","","21","","4.9","2","1103030029"
"7","0","10303","","","","93","","","","1103030030"
"18","0","10303","","","","32","","","","1103030031"
"0.67","0","10303","","","","93","","","","1103030032"
"1103030034","1","10303","","","","101","","","","1103030033"
"14","1","10303","","","","35","","","","1103030034"
"14","1","10303","","","","32","","","","1103030035"
"16","1","10303","","","","32","","","","1103030036"
"19","0","10303","","","","32","","","","1103030037"
"18","1","10303","","","","35","","","","1103030038"
"0.4","0","10303","","","","93","","","","1103030039"
"","","10303","","","","92","","","","1103030040"
"17","1","10303","","","","35","","","","1103030041"
"17","1","10303","","","","32","","","","1103030042"
"0.2","0","10303","","","","93","","","","1103030043"
"1","0","10303","0","0","","6","0.01","0","0","1103030044"
"2","0","10303","0","0","","6","0.01","0","0","1103030045"
"3","0","10303","0","0","","6","0.01","0","0","1103030046"
"4","0","10303","0","0","","6","0.01","0","0","1103030047"
"10","0","10303","","","","32","","","","1103030048"
"11","0","10303","","","","32","","","","1103030049"
"12","0","10303","","","","32","","","","1103030050"
"13","0","10303","","","","32","","","","1103030051"
"14","0","10303","","","","32","","","","1103030052"
"15","0","10303","","","","32","","","","1103030053"
"16","0","10303","","","","32","","","","1103030054"
"18","0","10303","","","","32","","","","1103030055"
"0.3","0","10303","","","","93","","","","1103030056"
"1","1","10304","0","0","magicitem_1","5","1","0","20","1103040001"
"2","2","10304","0","0","magicitem_2","5","1","0","19","1103040002"
"4","3","10304","0","0","magicitem_3","5","1","0","18","1103040003"
"103000","4","10304","0","0","magicitem_kyaru","5","1","0","21","1103040004"
"103000","10","10304","1","","","31","0","0","0","1103040005"
"103001","11","10304","1","","","31","0","0","0","1103040006"
"103002","12","10304","1","","","31","0","0","0","1103040007"
"103006","13","10304","1","","","31","0","0","0","1103040008"
"103010","14","10304","1","","","31","0","0","0","1103040009"
"103011","19","10304","1","","","31","0","0","0","1103040010"
"1","15","10304","1","","","31","1","0","0","1103040011"
"2","16","10304","1","","","31","0","0","0","1103040012"
"3","17","10304","1","","","31","0","0","0","1103040013"
"4","18","10304","1","","","31","0","0","0","1103040014"
"18","0","10304","1","","","35","1","0","0","1103040015"
"18","1","10304","","","","32","","","","1103040016"
"0","0","10304","","","","91","","","","1103040017"
"10","1","10304","","","","32","","","","1103040018"
"11","1","10304","","","","32","","","","1103040019"
"12","1","10304","","","","32","","","","1103040020"
"13","1","10304","","","","32","","","","1103040021"
"19","1","10304","","","","32","","","","1103040022"
"1","magicitem_1","10304","","","","3","0","","0","1103040023"
"2","magicitem_2","10304","","","","3","0","","0","1103040024"
"3","magicitem_3","10304","","","","3","0","","0","1103040025"
"4","magicitem_kyaru2","10304","","","","3","0","","0","1103040026"
"vo_caravan","vo_caravan_event_007_000","10304","","","","21","","2.17","0","1103040027"
"vo_caravan","vo_caravan_event_007_001","10304","","","","21","","3.2","1","1103040028"
"vo_caravan","vo_caravan_event_007_002","10304","","","","21","","4.9","2","1103040029"
"7","0","10304","","","","93","","","","1103040030"
"18","0","10304","","","","32","","","","1103040031"
"0.67","0","10304","","","","93","","","","1103040032"
"1103040034","1","10304","","","","101","","","","1103040033"
"14","1","10304","","","","35","","","","1103040034"
"14","1","10304","","","","32","","","","1103040035"
"16","1","10304","","","","32","","","","1103040036"
"19","0","10304","","","","32","","","","1103040037"
"18","1","10304","","","","35","","","","1103040038"
"0.4","0","10304","","","","93","","","","1103040039"
"","","10304","","","","92","","","","1103040040"
"17","1","10304","","","","35","","","","1103040041"
"17","1","10304","","","","32","","","","1103040042"
"0.2","0","10304","","","","93","","","","1103040043"
"1","0","10304","0","0","","6","0.01","0","0","1103040044"
"2","0","10304","0","0","","6","0.01","0","0","1103040045"
"3","0","10304","0","0","","6","0.01","0","0","1103040046"
"4","0","10304","0","0","","6","0.01","0","0","1103040047"
"10","0","10304","","","","32","","","","1103040048"
"11","0","10304","","","","32","","","","1103040049"
"12","0","10304","","","","32","","","","1103040050"
"13","0","10304","","","","32","","","","1103040051"
"14","0","10304","","","","32","","","","1103040052"
"15","0","10304","","","","32","","","","1103040053"
"16","0","10304","","","","32","","","","1103040054"
"18","0","10304","","","","32","","","","1103040055"
"0.3","0","10304","","","","93","","","","1103040056"
"3","1","10401","-270","0","empty","5","0.95","-250","55","1104010001"
"104000","2","10401","-270","0","empty","5","0.95","-250","57","1104010002"
"5","3","10401","-260","0","empty","5","0.95","150","50","1104010003"
"5","4","10401","-260","0","empty","5","0.95","150","52","1104010004"
"104000","0","10401","1","","","31","0","0","220","1104010005"
"104001","1","10401","1","","","31","0","0","0","1104010006"
"104002","2","10401","1","","","31","0","-235","-225","1104010007"
"104003","3","10401","1","","","31","0","0","0","1104010008"
"104004","4","10401","1","","","31","0","0","0","1104010009"
"104006","6","10401","1","","","31","0","0","400","1104010010"
"1","10","10401","1","","","31","0","0","0","1104010011"
"2","20","10401","1","","","31","0","0","0","1104010012"
"3","30","10401","1","","","31","0","0","0","1104010013"
"5","50","10401","1","","","31","0","0","0","1104010014"
"0","0","10401","","","","91","","","","1104010015"
"50","1","10401","","","","32","","","","1104010016"
"0","1","10401","","","","32","","","","1104010017"
"10","1","10401","","","","32","","","","1104010018"
"0.5","0","10401","","","","93","","","","1104010019"
"se_caravan","se_caravan_event_kyaru_A","10401","","","","23","","","0","1104010020"
"vo_caravan","vo_caravan_event_98011_000","10401","","","","21","","0.2","0","1104010021"
"6","1","10401","","","","32","","","","1104010022"
"3","turnSkip_1_karin","10401","","0","","3","0","","0","1104010023"
"4","turnSkip_1_pen","10401","","0","","3","0","","0","1104010024"
"1","turnSkip_1","10401","","0","","3","0","","0","1104010025"
"2","turnSkip_1","10401","","0","","3","0","","0","1104010026"
"0","0","10401","8","","","33","","0.7","0","1104010027"
"3","-250","10401","8","","","2","","0.7","-260","1104010028"
"4","-250","10401","8","","","2","","0.7","-260","1104010029"
"6","0","10401","8","","","33","","0.7","0","1104010030"
"4.3","0","10401","","","","93","","","","1104010031"
"se_caravan","se_caravan_event_kyaru_1turn_B","10401","","","","23","","","0","1104010032"
"vo_caravan","vo_caravan_event_98011_001","10401","","","","21","","0.533","0","1104010033"
"0.833","0","10401","","","","93","","","","1104010034"
"3","1","10401","","","","32","","","","1104010035"
"0.3003","0","10401","","","","93","","","","1104010036"
"1","1","10401","","","","32","","","","1104010037"
"1.0337","0","10401","","","","93","","","","1104010038"
"vo_caravan","vo_caravan_event_98011_002","10401","","","","21","","","0","1104010039"
"2","1","10401","","","","32","","","","1104010040"
"0.833","0","10401","","","","93","","","","1104010041"
"1104010043","0","10401","","","","101","","","","1104010042"
"4","1","10401","","","","35","","","","1104010043"
"4","1","10401","","","","32","","","","1104010044"
"20","1","10401","","","","32","","","","1104010045"
"0.4","0","10401","","","","93","","","","1104010046"
"","","10401","","","","92","","","","1104010047"
"30","1","10401","","","","35","","","","1104010048"
"30","1","10401","","","","32","","","","1104010049"
"0.2","0","10401","","","","93","","","","1104010050"
"1","1","10401","0","0","","6","0","1","1","1104010051"
"2","1","10401","0","0","","6","0","1","1","1104010052"
"3","1","10401","0","0","","6","0","1","1","1104010053"
"4","1","10401","0","0","","6","0","1","1","1104010054"
"0","0","10401","","","","32","","","","1104010055"
"1","0","10401","","","","32","","","","1104010056"
"2","0","10401","","","","32","","","","1104010057"
"3","0","10401","","","","32","","","","1104010058"
"4","0","10401","","","","32","","","","1104010059"
"6","0","10401","","","","32","","","","1104010060"
"10","0","10401","","","","32","","","","1104010061"
"20","0","10401","","","","32","","","","1104010062"
"50","0","10401","","","","32","","","","1104010063"
"0.3","0","10401","","","","93","","","","1104010064"
"3","1","10402","-270","0","empty","5","0.95","-250","55","1104020001"
"104000","2","10402","-270","0","empty","5","0.95","-250","57","1104020002"
"5","3","10402","-260","0","empty","5","0.95","100","50","1104020003"
"5","4","10402","-260","0","empty","5","0.95","100","52","1104020004"
"104000","0","10402","1","","","31","0","0","220","1104020005"
"104001","1","10402","1","","","31","0","0","0","1104020006"
"104002","2","10402","1","","","31","0","-245","-205","1104020007"
"104003","3","10402","1","","","31","0","0","0","1104020008"
"104005","5","10402","1","","","31","0","0","0","1104020009"
"104006","6","10402","1","","","31","0","0","265","1104020010"
"1","10","10402","1","","","31","0","0","0","1104020011"
"2","20","10402","1","","","31","0","0","0","1104020012"
"3","30","10402","1","","","31","0","0","0","1104020013"
"5","50","10402","1","","","31","0","0","0","1104020014"
"0","0","10402","","","","91","","","","1104020015"
"50","1","10402","","","","32","","","","1104020016"
"0","1","10402","","","","32","","","","1104020017"
"10","1","10402","","","","32","","","","1104020018"
"0.5","0","10402","","","","93","","","","1104020019"
"se_caravan","se_caravan_event_kyaru_A","10402","","","","23","","","0","1104020020"
"vo_caravan","vo_caravan_event_98012_000","10402","","","","21","","0.2","0","1104020021"
"6","1","10402","","","","32","","","","1104020022"
"3","turnSkip_2_karin","10402","","0","","3","0","","0","1104020023"
"4","turnSkip_2_pen","10402","","0","","3","0","","0","1104020024"
"1","turnSkip_2","10402","","0","","3","0","","0","1104020025"
"2","turnSkip_2","10402","","0","","3","0","","0","1104020026"
"0","0","10402","8","","","33","","0.7","0","1104020027"
"3","-250","10402","8","","","2","","0.7","-260","1104020028"
"4","-250","10402","8","","","2","","0.7","-260","1104020029"
"6","0","10402","8","","","33","","0.7","0","1104020030"
"4.3","0","10402","","","","93","","","","1104020031"
"se_caravan","se_caravan_event_kyaru_2turn_B","10402","","","","23","","","0","1104020032"
"vo_caravan","vo_caravan_event_98012_001","10402","","","","21","","0.63","0","1104020033"
"vo_caravan","vo_caravan_event_98012_002","10402","","","","21","","2.2","0","1104020034"
"2.5","0","10402","","","","93","","","","1104020035"
"3","1","10402","","","","32","","","","1104020036"
"0.3","0","10402","","","","93","","","","1104020037"
"1","1","10402","","","","32","","","","1104020038"
"1.067","0","10402","","","","93","","","","1104020039"
"vo_caravan","vo_caravan_event_98012_003","10402","","","","21","","","0","1104020040"
"2","1","10402","","","","32","","","","1104020041"
"0.933","0","10402","","","","93","","","","1104020042"
"1104020044","0","10402","","","","101","","","","1104020043"
"5","1","10402","","","","35","","","","1104020044"
"5","1","10402","","","","32","","","","1104020045"
"20","1","10402","","","","32","","","","1104020046"
"0.4","0","10402","","","","93","","","","1104020047"
"","","10402","","","","92","","","","1104020048"
