ddf409dfe8f8bbbac930efd054264f62ef1ca8760cee73ea3716c6928c04c9b0,0b2273f55ebba0f5a0be67f136a2055284756d273c31640393b2b5816f6d0cb4,41515366949154b8cef18d941b7f33b35c1f847f518429466e0c40169b4c33da,708b8584dc9b9bb4ac69560e4358b92a48f24d3a1a0b5b5bbe14715f98b7ea1b,0fd5db4060e361bdcf6e3ad3adbe7e8502adf335baa2d12267057f654c013bc8,4738557477e9d011e2b11f7a9671518b6b39b1008955b766ab534bd16a3f8168,4a760e4c1cbbbf2375774f5831580c6a0b9661e43b6c409c2df9c7a75276d4c1,a4fb3a50f5c7c925b01bd712bc903a42ad95f3a53fdd0e2fea9b27a9c0139b7b,bed101aa078b47d9546fdf25c96747186badcf3cd360dbc35d37b77163a2c7c1,98c0d586e21ad2e5b91e1dbe020d72444cc6bbc2395bacba467ce46649a1bc90,bbada4fffb8f1dc5fd747805daf9f1cfe8b5ca5444a63b5721559731c5224f2d,9dc1fb3fff407291a7977a3b6189b0101682b49e8f64533116fb6abd93ba0671,cbcf5bee6139959ac40fb715cde1e8c03d632bc5e1c2dadae3a6eb0bbaf8e6ba,159ee0f0ec1c61e866241721197f38972dbe25cf81791c263251c5f45b6ed1a1,9da976204bf62aa8f63fd24df9b0df1a386725bd63441a14a0c61fb0c64af94a,38e97ddc6d574a72cdfc0119da8e5e5f714e0412adb08af686cc56137d132f8f,e1b3ca1fad1d160b4cde30773b434d4f8d522bdc76a86e74715a0edb4db27f23,ce846447ff43ddecece74ad09e393ca2ce426c42d9ae829eb37616c9b1b30885,aa9fbd04514fa97479d4c5c395d6d4e89848ab66b20bea7f5171e759b29d6e25,bd785612f829433426eb0baceba493493b87d4a3ef8d0c6958a9f544eedec7b1,1615bb4e12017538cc232f60c9e2339de634ac4edead1263e12c5c179de3d363,41bb4b287b4b8d81c2321ecf158c231955258be2227a0536a10a28d4b6a024c4,c3f303ccf50f255ea573925c27603d5800b1e32c318d0fbbd2b91436904e85e2,fba8e85d874967f33f6a924a706dc15c578c540cdc9c90b280fe936269b86365,b1acb663f6b91fda18e3a4003cbbb26719fd092347226b419fd6c99e9d433a3c,09316da2d8533a9c66fab1f88bff9b9a0eea837d4435db68c8da50e92940fc3d
"281001014","182100","50","25021","0","紅焰的深域2-4","81001014","0","0","100160","181001014","810010141","20","2550","0","90","25011","10","2024/06/14 16:00:00","10","81001","215","0","381001014","10","2030/12/17 14:59:59"
"281001015","182100","125","25021","0","紅焰的深域2-5","81001015","0","0","100160","181001015","810010151","20","2750","0","90","25011","10","2024/06/14 16:00:00","10","81001","215","0","381001015","10","2030/12/17 14:59:59"
"281001016","182100","200","25021","0","紅焰的深域2-6","81001016","0","0","100170","181001016","810010161","20","2950","0","90","25011","10","2024/06/14 16:00:00","10","81001","215","0","381001016","10","2030/12/17 14:59:59"
"281001017","182100","25","25021","0","紅焰的深域2-7","81001017","0","0","100160","181001017","810010171","20","3100","0","90","25011","10","2024/06/14 16:00:00","10","81001","215","0","381001017","10","2030/12/17 14:59:59"
"281001018","182100","100","25021","0","紅焰的深域2-8","81001018","0","0","100160","181001018","810010181","20","3300","0","90","25011","10","2024/06/14 16:00:00","10","81001","215","0","381001018","10","2030/12/17 14:59:59"
"281001019","182100","175","25021","0","紅焰的深域2-9","81001019","0","0","100160","181001019","810010191","20","3500","0","90","25011","10","2024/06/14 16:00:00","10","81001","215","0","381001019","10","2030/12/17 14:59:59"
"281001020","182100","50","25021","0","紅焰的深域2-10","81001020","0","0","81001","181001020","810010201","20","3750","0","90","25011","10","2024/06/14 16:00:00","10","81001","215","0","381001020","10","2030/12/17 14:59:59"
"281001021","182100","25","25021","0","紅焰的深域3-1","81001021","0","0","100160","181001021","810010211","30","4000","0","90","25011","10","2024/06/14 16:00:00","10","81001","215","0","381001021","10","2030/12/17 14:59:59"
"281001022","182100","100","25021","0","紅焰的深域3-2","81001022","0","0","100160","181001022","810010221","30","4200","0","90","25011","10","2024/06/14 16:00:00","10","81001","215","0","381001022","10","2030/12/17 14:59:59"
"281001023","182100","175","25021","0","紅焰的深域3-3","81001023","0","0","100160","181001023","810010231","30","4400","0","90","25011","10","2024/06/14 16:00:00","10","81001","215","0","381001023","10","2030/12/17 14:59:59"
"281001024","182100","50","25021","0","紅焰的深域3-4","81001024","0","0","100160","181001024","810010241","30","4550","0","90","25011","10","2024/06/14 16:00:00","10","81001","215","0","381001024","10","2030/12/17 14:59:59"
"281001025","182100","125","25021","0","紅焰的深域3-5","81001025","0","0","100160","181001025","810010251","30","4750","0","90","25011","10","2024/06/14 16:00:00","10","81001","215","0","381001025","10","2030/12/17 14:59:59"
"281001026","182100","200","25021","0","紅焰的深域3-6","81001026","0","0","100170","181001026","810010261","30","4950","0","90","25011","10","2024/06/14 16:00:00","10","81001","215","0","381001026","10","2030/12/17 14:59:59"
"281001027","182100","25","25021","0","紅焰的深域3-7","81001027","0","0","100160","181001027","810010271","30","5100","0","90","25011","10","2024/06/14 16:00:00","10","81001","215","0","381001027","10","2030/12/17 14:59:59"
"281001028","182100","100","25021","0","紅焰的深域3-8","81001028","0","0","100160","181001028","810010281","30","5300","0","90","25011","10","2024/06/14 16:00:00","10","81001","215","0","381001028","10","2030/12/17 14:59:59"
"281001029","182100","175","25021","0","紅焰的深域3-9","81001029","0","0","100160","181001029","810010291","30","5500","0","90","25011","10","2024/06/14 16:00:00","10","81001","215","0","381001029","10","2030/12/17 14:59:59"
"281001030","182100","50","25021","0","紅焰的深域3-10","81001030","0","0","81001","181001030","810010301","30","5750","0","90","25011","10","2024/06/14 16:00:00","10","81001","215","0","381001030","10","2030/12/17 14:59:59"
"281001031","182100","25","25021","0","紅焰的深域4-1","81001031","0","0","100160","181001031","810010311","60","6000","0","90","25011","10","2024/06/14 16:00:00","10","81001","215","0","381001031","10","2030/12/17 14:59:59"
"281001032","182100","100","25021","0","紅焰的深域4-2","81001032","0","0","100160","181001032","810010321","60","6200","0","90","25011","10","2024/06/14 16:00:00","10","81001","215","0","381001032","10","2030/12/17 14:59:59"
"281001033","182100","175","25021","0","紅焰的深域4-3","81001033","0","0","100160","181001033","810010331","60","6400","0","90","25011","10","2024/06/14 16:00:00","10","81001","215","0","381001033","10","2030/12/17 14:59:59"
"281001034","182100","50","25021","0","紅焰的深域4-4","81001034","0","0","100160","181001034","810010341","60","6550","0","90","25011","10","2024/06/14 16:00:00","10","81001","215","0","381001034","10","2030/12/17 14:59:59"
"281001035","182100","125","25021","0","紅焰的深域4-5","81001035","0","0","100160","181001035","810010351","60","6750","0","90","25011","10","2024/06/14 16:00:00","10","81001","215","0","381001035","10","2030/12/17 14:59:59"
"281001036","182100","200","25021","0","紅焰的深域4-6","81001036","0","0","100170","181001036","810010361","60","6950","0","90","25011","10","2024/06/14 16:00:00","10","81001","215","0","381001036","10","2030/12/17 14:59:59"
"281001037","182100","25","25021","0","紅焰的深域4-7","81001037","0","0","100160","181001037","810010371","60","7100","0","90","25011","10","2024/06/14 16:00:00","10","81001","215","0","381001037","10","2030/12/17 14:59:59"
"281001038","182100","100","25021","0","紅焰的深域4-8","81001038","0","0","100160","181001038","810010381","60","7300","0","90","25011","10","2024/06/14 16:00:00","10","81001","215","0","381001038","10","2030/12/17 14:59:59"
"281001039","182100","175","25021","0","紅焰的深域4-9","81001039","0","0","100160","181001039","810010391","60","7500","0","90","25011","10","2024/06/14 16:00:00","10","81001","215","0","381001039","10","2030/12/17 14:59:59"
"281001040","182100","50","25021","0","紅焰的深域4-10","81001040","0","0","81001","181001040","810010401","60","7750","0","90","25011","10","2024/06/14 16:00:00","10","81001","215","0","381001040","10","2030/12/17 14:59:59"
"281001041","182100","25","25021","0","紅焰的深域5-1","81001041","0","0","100160","181001041","810010411","90","8000","0","90","25011","10","2024/06/14 16:00:00","10","81001","215","0","381001041","10","2030/12/17 14:59:59"
"281001042","182100","100","25021","0","紅焰的深域5-2","81001042","0","0","100160","181001042","810010421","90","8200","0","90","25011","10","2024/06/14 16:00:00","10","81001","215","0","381001042","10","2030/12/17 14:59:59"
"281001043","182100","175","25021","0","紅焰的深域5-3","81001043","0","0","100160","181001043","810010431","90","8400","0","90","25011","10","2024/06/14 16:00:00","10","81001","215","0","381001043","10","2030/12/17 14:59:59"
"281001044","182100","50","25021","0","紅焰的深域5-4","81001044","0","0","100160","181001044","810010441","90","8550","0","90","25011","10","2024/06/14 16:00:00","10","81001","215","0","381001044","10","2030/12/17 14:59:59"
"281001045","182100","125","25021","0","紅焰的深域5-5","81001045","0","0","100160","181001045","810010451","90","8750","0","90","25011","10","2024/06/14 16:00:00","10","81001","215","0","381001045","10","2030/12/17 14:59:59"
"281001046","182100","200","25021","0","紅焰的深域5-6","81001046","0","0","100170","181001046","810010461","90","8950","0","90","25011","10","2024/06/14 16:00:00","10","81001","215","0","381001046","10","2030/12/17 14:59:59"
"281001047","182100","25","25021","0","紅焰的深域5-7","81001047","0","0","100160","181001047","810010471","90","9100","0","90","25011","10","2024/06/14 16:00:00","10","81001","215","0","381001047","10","2030/12/17 14:59:59"
"281001048","182100","100","25021","0","紅焰的深域5-8","81001048","0","0","100160","181001048","810010481","90","9300","0","90","25011","10","2024/06/14 16:00:00","10","81001","215","0","381001048","10","2030/12/17 14:59:59"
"281001049","182100","175","25021","0","紅焰的深域5-9","81001049","0","0","100160","181001049","810010491","90","9500","0","90","25011","10","2024/06/14 16:00:00","10","81001","215","0","381001049","10","2030/12/17 14:59:59"
"281001050","182100","50","25021","0","紅焰的深域5-10","81001050","0","0","81001","181001050","810010501","90","9750","0","90","25011","10","2024/06/14 16:00:00","10","81001","215","0","381001050","10","2030/12/17 14:59:59"
"281001051","182100","25","25021","0","紅焰的深域6-1","81001051","0","0","100160","181001051","810010511","230","10000","0","90","25011","10","2025/03/15 16:00:00","10","81001","215","0","381001051","10","2030/12/17 14:59:00"
"281001052","182100","100","25021","0","紅焰的深域6-2","81001052","0","0","100160","181001052","810010521","230","10200","0","90","25011","10","2025/03/15 16:00:00","10","81001","215","0","381001052","10","2030/12/17 14:59:00"
"281001053","182100","175","25021","0","紅焰的深域6-3","81001053","0","0","100160","181001053","810010531","230","10400","0","90","25011","10","2025/03/15 16:00:00","10","81001","215","0","381001053","10","2030/12/17 14:59:00"
"281001054","182100","50","25021","0","紅焰的深域6-4","81001054","0","0","100160","181001054","810010541","230","10550","0","90","25011","10","2025/03/15 16:00:00","10","81001","215","0","381001054","10","2030/12/17 14:59:00"
"281001055","182100","125","25021","0","紅焰的深域6-5","81001055","0","0","100160","181001055","810010551","230","10750","0","90","25011","10","2025/03/15 16:00:00","10","81001","215","0","381001055","10","2030/12/17 14:59:00"
"281001056","182100","200","25021","0","紅焰的深域6-6","81001056","0","0","100170","181001056","810010561","230","10950","0","90","25011","10","2025/03/15 16:00:00","10","81001","215","0","381001056","10","2030/12/17 14:59:00"
"281001057","182100","25","25021","0","紅焰的深域6-7","81001057","0","0","100160","181001057","810010571","230","11100","0","90","25011","10","2025/03/15 16:00:00","10","81001","215","0","381001057","10","2030/12/17 14:59:00"
"281001058","182100","100","25021","0","紅焰的深域6-8","81001058","0","0","100160","181001058","810010581","230","11300","0","90","25011","10","2025/03/15 16:00:00","10","81001","215","0","381001058","10","2030/12/17 14:59:00"
"281001059","182100","175","25021","0","紅焰的深域6-9","81001059","0","0","100160","181001059","810010591","230","11500","0","90","25011","10","2025/03/15 16:00:00","10","81001","215","0","381001059","10","2030/12/17 14:59:00"
"281001060","182100","50","25021","0","紅焰的深域6-10","81001060","0","0","81001","181001060","810010601","230","11750","0","90","25011","10","2025/03/15 16:00:00","10","81001","215","0","381001060","10","2030/12/17 14:59:00"
"281001061","182100","25","25021","0","紅焰的深域7-1","81001061","0","0","100160","181001061","810010611","260","12000","0","90","25011","10","2025/03/15 16:00:00","10","81001","215","0","381001061","10","2030/12/17 14:59:00"
"281001062","182100","100","25021","0","紅焰的深域7-2","81001062","0","0","100160","181001062","810010621","260","12200","0","90","25011","10","2025/03/15 16:00:00","10","81001","215","0","381001062","10","2030/12/17 14:59:00"
"281001063","182100","175","25021","0","紅焰的深域7-3","81001063","0","0","100160","181001063","810010631","260","12400","0","90","25011","10","2025/03/15 16:00:00","10","81001","215","0","381001063","10","2030/12/17 14:59:00"
"281001064","182100","50","25021","0","紅焰的深域7-4","81001064","0","0","100160","181001064","810010641","260","12550","0","90","25011","10","2025/03/15 16:00:00","10","81001","215","0","381001064","10","2030/12/17 14:59:00"
"281001065","182100","125","25021","0","紅焰的深域7-5","81001065","0","0","100160","181001065","810010651","260","12750","0","90","25011","10","2025/03/15 16:00:00","10","81001","215","0","381001065","10","2030/12/17 14:59:00"
"281001066","182100","200","25021","0","紅焰的深域7-6","81001066","0","0","100170","181001066","810010661","260","12950","0","90","25011","10","2025/03/15 16:00:00","10","81001","215","0","381001066","10","2030/12/17 14:59:00"
"281001067","182100","25","25021","0","紅焰的深域7-7","81001067","0","0","100160","181001067","810010671","260","13100","0","90","25011","10","2025/03/15 16:00:00","10","81001","215","0","381001067","10","2030/12/17 14:59:00"
"281001068","182100","100","25021","0","紅焰的深域7-8","81001068","0","0","100160","181001068","810010681","260","13300","0","90","25011","10","2025/03/15 16:00:00","10","81001","215","0","381001068","10","2030/12/17 14:59:00"
"281001069","182100","175","25021","0","紅焰的深域7-9","81001069","0","0","100160","181001069","810010691","260","13500","0","90","25011","10","2025/03/15 16:00:00","10","81001","215","0","381001069","10","2030/12/17 14:59:00"
"281001070","182100","50","25021","0","紅焰的深域7-10","81001070","0","0","81001","181001070","810010701","260","13750","0","90","25011","10","2025/03/15 16:00:00","10","81001","215","0","381001070","10","2030/12/17 14:59:00"
"282001001","182100","25","25021","0","蒼波的深域1-1","82001001","0","0","100501","182001001","820010011","10","0","0","90","25012","10","2024/06/14 16:00:00","10","82001","215","0","382001001","10","2030/12/17 14:59:59"
"282001002","182100","100","25021","0","蒼波的深域1-2","82001002","0","0","100501","182001002","820010021","10","200","0","90","25012","10","2024/06/14 16:00:00","10","82001","215","0","382001002","10","2030/12/17 14:59:59"
"282001003","182100","175","25021","0","蒼波的深域1-3","82001003","0","0","100501","182001003","820010031","10","400","0","90","25012","10","2024/06/14 16:00:00","10","82001","215","0","382001003","10","2030/12/17 14:59:59"
"282001004","182100","50","25021","0","蒼波的深域1-4","82001004","0","0","100501","182001004","820010041","10","550","0","90","25012","10","2024/06/14 16:00:00","10","82001","215","0","382001004","10","2030/12/17 14:59:59"
"282001005","182100","125","25021","0","蒼波的深域1-5","82001005","0","0","100501","182001005","820010051","10","750","0","90","25012","10","2024/06/14 16:00:00","10","82001","215","0","382001005","10","2030/12/17 14:59:59"
"282001006","182100","200","25021","0","蒼波的深域1-6","82001006","0","0","100461","182001006","820010061","10","950","0","90","25012","10","2024/06/14 16:00:00","10","82001","215","0","382001006","10","2030/12/17 14:59:59"
"282001007","182100","25","25021","0","蒼波的深域1-7","82001007","0","0","100501","182001007","820010071","10","1100","0","90","25012","10","2024/06/14 16:00:00","10","82001","215","0","382001007","10","2030/12/17 14:59:59"
"282001008","182100","100","25021","0","蒼波的深域1-8","82001008","0","0","100501","182001008","820010081","10","1300","0","90","25012","10","2024/06/14 16:00:00","10","82001","215","0","382001008","10","2030/12/17 14:59:59"
"282001009","182100","175","25021","0","蒼波的深域1-9","82001009","0","0","100501","182001009","820010091","10","1500","0","90","25012","10","2024/06/14 16:00:00","10","82001","215","0","382001009","10","2030/12/17 14:59:59"
"282001010","182100","50","25021","0","蒼波的深域1-10","82001010","0","0","82001","182001010","820010101","10","1750","0","90","25012","10","2024/06/14 16:00:00","10","82001","215","0","382001010","10","2030/12/17 14:59:59"
"282001011","182100","25","25021","0","蒼波的深域2-1","82001011","0","0","100501","182001011","820010111","20","2000","0","90","25012","10","2024/06/14 16:00:00","10","82001","215","0","382001011","10","2030/12/17 14:59:59"
"282001012","182100","100","25021","0","蒼波的深域2-2","82001012","0","0","100501","182001012","820010121","20","2200","0","90","25012","10","2024/06/14 16:00:00","10","82001","215","0","382001012","10","2030/12/17 14:59:59"
"282001013","182100","175","25021","0","蒼波的深域2-3","82001013","0","0","100501","182001013","820010131","20","2400","0","90","25012","10","2024/06/14 16:00:00","10","82001","215","0","382001013","10","2030/12/17 14:59:59"
"282001014","182100","50","25021","0","蒼波的深域2-4","82001014","0","0","100501","182001014","820010141","20","2550","0","90","25012","10","2024/06/14 16:00:00","10","82001","215","0","382001014","10","2030/12/17 14:59:59"
"282001015","182100","125","25021","0","蒼波的深域2-5","82001015","0","0","100501","182001015","820010151","20","2750","0","90","25012","10","2024/06/14 16:00:00","10","82001","215","0","382001015","10","2030/12/17 14:59:59"
"282001016","182100","200","25021","0","蒼波的深域2-6","82001016","0","0","100461","182001016","820010161","20","2950","0","90","25012","10","2024/06/14 16:00:00","10","82001","215","0","382001016","10","2030/12/17 14:59:59"
"282001017","182100","25","25021","0","蒼波的深域2-7","82001017","0","0","100501","182001017","820010171","20","3100","0","90","25012","10","2024/06/14 16:00:00","10","82001","215","0","382001017","10","2030/12/17 14:59:59"
"282001018","182100","100","25021","0","蒼波的深域2-8","82001018","0","0","100501","182001018","820010181","20","3300","0","90","25012","10","2024/06/14 16:00:00","10","82001","215","0","382001018","10","2030/12/17 14:59:59"
"282001019","182100","175","25021","0","蒼波的深域2-9","82001019","0","0","100501","182001019","820010191","20","3500","0","90","25012","10","2024/06/14 16:00:00","10","82001","215","0","382001019","10","2030/12/17 14:59:59"
"282001020","182100","50","25021","0","蒼波的深域2-10","82001020","0","0","82001","182001020","820010201","20","3750","0","90","25012","10","2024/06/14 16:00:00","10","82001","215","0","382001020","10","2030/12/17 14:59:59"
"282001021","182100","25","25021","0","蒼波的深域3-1","82001021","0","0","100501","182001021","820010211","30","4000","0","90","25012","10","2024/06/14 16:00:00","10","82001","215","0","382001021","10","2030/12/17 14:59:59"
"282001022","182100","100","25021","0","蒼波的深域3-2","82001022","0","0","100501","182001022","820010221","30","4200","0","90","25012","10","2024/06/14 16:00:00","10","82001","215","0","382001022","10","2030/12/17 14:59:59"
"282001023","182100","175","25021","0","蒼波的深域3-3","82001023","0","0","100501","182001023","820010231","30","4400","0","90","25012","10","2024/06/14 16:00:00","10","82001","215","0","382001023","10","2030/12/17 14:59:59"
"282001024","182100","50","25021","0","蒼波的深域3-4","82001024","0","0","100501","182001024","820010241","30","4550","0","90","25012","10","2024/06/14 16:00:00","10","82001","215","0","382001024","10","2030/12/17 14:59:59"
"282001025","182100","125","25021","0","蒼波的深域3-5","82001025","0","0","100501","182001025","820010251","30","4750","0","90","25012","10","2024/06/14 16:00:00","10","82001","215","0","382001025","10","2030/12/17 14:59:59"
"282001026","182100","200","25021","0","蒼波的深域3-6","82001026","0","0","100461","182001026","820010261","30","4950","0","90","25012","10","2024/06/14 16:00:00","10","82001","215","0","382001026","10","2030/12/17 14:59:59"
"282001027","182100","25","25021","0","蒼波的深域3-7","82001027","0","0","100501","182001027","820010271","30","5100","0","90","25012","10","2024/06/14 16:00:00","10","82001","215","0","382001027","10","2030/12/17 14:59:59"
"282001028","182100","100","25021","0","蒼波的深域3-8","82001028","0","0","100501","182001028","820010281","30","5300","0","90","25012","10","2024/06/14 16:00:00","10","82001","215","0","382001028","10","2030/12/17 14:59:59"
"282001029","182100","175","25021","0","蒼波的深域3-9","82001029","0","0","100501","182001029","820010291","30","5500","0","90","25012","10","2024/06/14 16:00:00","10","82001","215","0","382001029","10","2030/12/17 14:59:59"
"282001030","182100","50","25021","0","蒼波的深域3-10","82001030","0","0","82001","182001030","820010301","30","5750","0","90","25012","10","2024/06/14 16:00:00","10","82001","215","0","382001030","10","2030/12/17 14:59:59"
"282001031","182100","25","25021","0","蒼波的深域4-1","82001031","0","0","100501","182001031","820010311","60","6000","0","90","25012","10","2024/06/14 16:00:00","10","82001","215","0","382001031","10","2030/12/17 14:59:59"
"282001032","182100","100","25021","0","蒼波的深域4-2","82001032","0","0","100501","182001032","820010321","60","6200","0","90","25012","10","2024/06/14 16:00:00","10","82001","215","0","382001032","10","2030/12/17 14:59:59"
"282001033","182100","175","25021","0","蒼波的深域4-3","82001033","0","0","100501","182001033","820010331","60","6400","0","90","25012","10","2024/06/14 16:00:00","10","82001","215","0","382001033","10","2030/12/17 14:59:59"
"282001034","182100","50","25021","0","蒼波的深域4-4","82001034","0","0","100501","182001034","820010341","60","6550","0","90","25012","10","2024/06/14 16:00:00","10","82001","215","0","382001034","10","2030/12/17 14:59:59"
"282001035","182100","125","25021","0","蒼波的深域4-5","82001035","0","0","100501","182001035","820010351","60","6750","0","90","25012","10","2024/06/14 16:00:00","10","82001","215","0","382001035","10","2030/12/17 14:59:59"
"282001036","182100","200","25021","0","蒼波的深域4-6","82001036","0","0","100461","182001036","820010361","60","6950","0","90","25012","10","2024/06/14 16:00:00","10","82001","215","0","382001036","10","2030/12/17 14:59:59"
"282001037","182100","25","25021","0","蒼波的深域4-7","82001037","0","0","100501","182001037","820010371","60","7100","0","90","25012","10","2024/06/14 16:00:00","10","82001","215","0","382001037","10","2030/12/17 14:59:59"
"282001038","182100","100","25021","0","蒼波的深域4-8","82001038","0","0","100501","182001038","820010381","60","7300","0","90","25012","10","2024/06/14 16:00:00","10","82001","215","0","382001038","10","2030/12/17 14:59:59"
"282001039","182100","175","25021","0","蒼波的深域4-9","82001039","0","0","100501","182001039","820010391","60","7500","0","90","25012","10","2024/06/14 16:00:00","10","82001","215","0","382001039","10","2030/12/17 14:59:59"
"282001040","182100","50","25021","0","蒼波的深域4-10","82001040","0","0","82001","182001040","820010401","60","7750","0","90","25012","10","2024/06/14 16:00:00","10","82001","215","0","382001040","10","2030/12/17 14:59:59"
"282001041","182100","25","25021","0","蒼波的深域5-1","82001041","0","0","100501","182001041","820010411","90","8000","0","90","25012","10","2024/06/14 16:00:00","10","82001","215","0","382001041","10","2030/12/17 14:59:59"
"282001042","182100","100","25021","0","蒼波的深域5-2","82001042","0","0","100501","182001042","820010421","90","8200","0","90","25012","10","2024/06/14 16:00:00","10","82001","215","0","382001042","10","2030/12/17 14:59:59"
"282001043","182100","175","25021","0","蒼波的深域5-3","82001043","0","0","100501","182001043","820010431","90","8400","0","90","25012","10","2024/06/14 16:00:00","10","82001","215","0","382001043","10","2030/12/17 14:59:59"
"282001044","182100","50","25021","0","蒼波的深域5-4","82001044","0","0","100501","182001044","820010441","90","8550","0","90","25012","10","2024/06/14 16:00:00","10","82001","215","0","382001044","10","2030/12/17 14:59:59"
"282001045","182100","125","25021","0","蒼波的深域5-5","82001045","0","0","100501","182001045","820010451","90","8750","0","90","25012","10","2024/06/14 16:00:00","10","82001","215","0","382001045","10","2030/12/17 14:59:59"
"282001046","182100","200","25021","0","蒼波的深域5-6","82001046","0","0","100461","182001046","820010461","90","8950","0","90","25012","10","2024/06/14 16:00:00","10","82001","215","0","382001046","10","2030/12/17 14:59:59"
