664620793952983834537ba0942be210aacd45657814496ef4046bab56f3cc32,16ceeb69af6954c46970f3b5fe4f0ad5b7e041ea54fb43fa4702f3a31d324989,7498a59ef381b522015c2a30e5cd961293a90f0556125ece0167038a414a4f34,9d1f3eeb83981094e0c0bd7e089d75d65c85893888a4169768c7fa616021a10f,d9f143864eafaed2047b167c04e1ad1de4dd0cc964d215a4388f42669b001832,61c4e4b36ce720c33e42583fa3b69d714046f249ac6da7d095f1fa709da0b20e,c7ca2069cdbe7358c8a04c7b7255a548dab29f0b06ced723c940968a41544267,e20943d03cd60d6d60415bb3fa2204cf7ffc4c504b854dcf82114150e7db5cc8,2e0d1dc9c2bffb0c36fafe560750975ac79f606cb1fd7e6920ac1f4febd18221,c51ec9ab8288178d9a5352af9e946eb75ae5f33f4d176b7bd8910a1c094dac70,9c234d9c268129a5c7fff5f49aad8fa144b5b997526e4ef0d79af8031e0fc78e,893ff4fbac00f88a594a4e21c61c3c10fdb22d528c448b684afa7ea0a20aad26
"0","0","99","0","0","104","4","99","98","3","9901","11041"
"0","0","100","0","0","102","1","100","99","1","10001","11021"
"0","0","101","0","0","103","3","101","100","3","10101","11031"
"0","0","102","0","0","104","4","102","101","4","10201","11041"
"0","0","103","0","0","50","3","103","102","2","10301","10501"
"0","0","104","0","0","100","1","104","103","3","10401","11001"
"0","0","105","0","0","104","4","105","104","4","10501","11041"
"0","0","106","0","0","103","2","106","105","2","10601","11031"
"0","0","107","0","0","104","4","107","106","1","10701","11041"
"0","0","108","0","0","103","2","108","107","3","10801","11031"
"0","0","109","0","0","100","3","109","108","3","10901","11001"
"0","0","110","0","0","104","4","110","109","1","11001","11041"
"0","0","111","0","0","101","3","111","110","2","11101","11011"
"0","0","112","0","0","104","4","112","111","4","11201","11041"
"0","0","113","0","0","102","1","113","112","3","11301","11021"
"0","0","114","0","0","104","4","114","113","2","11401","11041"
"0","0","115","0","0","103","2","115","114","4","11501","11031"
"0","0","116","0","0","104","4","116","115","3","11601","11041"
"0","0","117","0","0","102","2","117","116","2","11701","11021"
"0","0","118","0","0","104","4","118","117","2","11801","11041"
"0","0","119","0","0","52","3","119","118","1","11901","10521"
"0","0","120","0","0","104","4","120","119","3","12001","11041"
"0","0","121","0","0","102","1","121","120","3","12101","11021"
"0","0","122","0","0","103","3","122","121","4","12201","11031"
"0","0","123","0","0","100","2","123","122","2","12301","11001"
"0","0","124","0","0","102","1","124","123","1","12401","11021"
"0","0","125","0","0","104","4","125","124","3","12501","11041"
"0","0","126","0","0","101","2","126","125","2","12601","11011"
