f2be95bddb5a8eddb3a59b32baa93f6031a9242adf51d035d15f18f5a3115044,2382cda98bdecfcf389565806065de3874d710a4eab1f9fa9e1a281ecebf4513,878367eabda990d5adbcf95f9a651c4758955c9378ea4b751de817474f5d92a5,79934ff31c1c33b6004b3b3ba5ab08950e73d7eee18fdde9cf3a99d7db8422eb
"【掩護者】魔法防禦力提升Lv3","87303","10703","3"
"【掩護者】魔法防禦力提升Lv4","87304","10703","4"
"【掩護者】魔法防禦力提升Lv5","87305","10703","5"
"【掩護者】魔法防禦力提升Lv6","87306","10703","6"
"【掩護者】魔法防禦力提升Lv7","87307","10703","7"
"【掩護者】魔法防禦力提升Lv8","87308","10703","8"
"【掩護者】魔法防禦力提升Lv9","87309","10703","9"
"【掩護者】魔法防禦力提升Lv10","87310","10703","10"
"【掩護者】狀態異常抵抗Lv1","87401","10704","1"
"【掩護者】狀態異常抵抗Lv2","87402","10704","2"
"【掩護者】狀態異常抵抗Lv3","87403","10704","3"
"【掩護者】狀態異常抵抗Lv4","87404","10704","4"
"【掩護者】狀態異常抵抗Lv5","87405","10704","5"
"【掩護者】狀態異常抵抗Lv6","87406","10704","6"
"【掩護者】狀態異常抵抗Lv7","87407","10704","7"
"【掩護者】狀態異常抵抗Lv8","87408","10704","8"
"【掩護者】狀態異常抵抗Lv9","87409","10704","9"
"【掩護者】狀態異常抵抗Lv10","87410","10704","10"
"【妨礙者】ＨＰ提升Lv1","88101","10801","1"
"【妨礙者】ＨＰ提升Lv2","88102","10801","2"
"【妨礙者】ＨＰ提升Lv3","88103","10801","3"
"【妨礙者】ＨＰ提升Lv4","88104","10801","4"
"【妨礙者】ＨＰ提升Lv5","88105","10801","5"
"【妨礙者】ＨＰ提升Lv6","88106","10801","6"
"【妨礙者】ＨＰ提升Lv7","88107","10801","7"
"【妨礙者】ＨＰ提升Lv8","88108","10801","8"
"【妨礙者】ＨＰ提升Lv9","88109","10801","9"
"【妨礙者】ＨＰ提升Lv10","88110","10801","10"
"【妨礙者】攻擊力提升Lv1","88201","10802","1"
"【妨礙者】攻擊力提升Lv2","88202","10802","2"
"【妨礙者】攻擊力提升Lv3","88203","10802","3"
"【妨礙者】攻擊力提升Lv4","88204","10802","4"
"【妨礙者】攻擊力提升Lv5","88205","10802","5"
"【妨礙者】攻擊力提升Lv6","88206","10802","6"
"【妨礙者】攻擊力提升Lv7","88207","10802","7"
"【妨礙者】攻擊力提升Lv8","88208","10802","8"
"【妨礙者】攻擊力提升Lv9","88209","10802","9"
"【妨礙者】攻擊力提升Lv10","88210","10802","10"
"【妨礙者】狀態異常命中Lv1","88301","10803","1"
"【妨礙者】狀態異常命中Lv2","88302","10803","2"
"【妨礙者】狀態異常命中Lv3","88303","10803","3"
"【妨礙者】狀態異常命中Lv4","88304","10803","4"
"【妨礙者】狀態異常命中Lv5","88305","10803","5"
"【妨礙者】狀態異常命中Lv6","88306","10803","6"
"【妨礙者】狀態異常命中Lv7","88307","10803","7"
"【妨礙者】狀態異常命中Lv8","88308","10803","8"
"【妨礙者】狀態異常命中Lv9","88309","10803","9"
"【妨礙者】狀態異常命中Lv10","88310","10803","10"
"【妨礙者】狀態異常抵抗Lv1","88401","10804","1"
"【妨礙者】狀態異常抵抗Lv2","88402","10804","2"
"【妨礙者】狀態異常抵抗Lv3","88403","10804","3"
"【妨礙者】狀態異常抵抗Lv4","88404","10804","4"
"【妨礙者】狀態異常抵抗Lv5","88405","10804","5"
"【妨礙者】狀態異常抵抗Lv6","88406","10804","6"
"【妨礙者】狀態異常抵抗Lv7","88407","10804","7"
"【妨礙者】狀態異常抵抗Lv8","88408","10804","8"
"【妨礙者】狀態異常抵抗Lv9","88409","10804","9"
"【妨礙者】狀態異常抵抗Lv10","88410","10804","10"
