4430158acf660c45de6752b4735eb9294b0e89f720e9926badccd30624e8b2f1,1eb28b62d5d2d936885027c281be731f5c87532a1d53332dd4a9192cbfbd5c5f,812a32dbe51f5df893c8840f05f426ca20744dab4fe1b111d1501ed140188faa,fe7ace9052205641774d52435547d2a309ee32ad9705b8bd2483db31926e9add,4ea6f3a661532f8c8c24792e72b04c00268550f66a1e4d4d412b461af89c3a6f,00dc6799f1dbff883c1b87205e241bb4970c11485c3f0f0a1e7f91026643a360
"1014006","10140007","3002","111001","2024/07/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理防禦力。"
"1014006","10140008","3005","111001","2024/07/01 16:00:00","戰鬥開始90秒內，賦予持續恢復HP\n的狀態"
"1014006","10140009","3010","111001","2024/07/01 16:00:00","戰鬥開始90秒內，\n特大幅度提升TP上升。"
"1014006","10140010","3001","116201","2024/07/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。"
"1014006","10140011","3002","116201","2024/07/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理防禦力。"
"1014006","10140012","3005","116201","2024/07/01 16:00:00","戰鬥開始90秒內，賦予持續恢復HP\n的狀態"
"1014006","10140013","3010","116201","2024/07/01 16:00:00","戰鬥開始90秒內，\n特大幅度提升TP上升。"
"1014006","10140014","3001","116301","2024/07/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。"
"1014006","10140015","3010","116301","2024/07/01 16:00:00","戰鬥開始90秒內，極大幅度提升HP\n吸收，並賦予40【切嚕】"
"1014006","10140016","3002","116401","2024/07/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理防禦力。"
"1014006","10140017","3005","116401","2024/07/01 16:00:00","戰鬥開始90秒內，賦予持續恢復HP\n的狀態"
"1014006","10140018","3010","116401","2024/07/01 16:00:00","戰鬥開始90秒內，\n特大幅度提升TP上升。"
"1014006","10140019","3002","129301","2024/07/04 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理防禦力。"
"1014006","10140020","3005","129301","2024/07/04 16:00:00","戰鬥開始90秒內，賦予持續恢復HP\n的狀態"
"1014006","10140021","3010","129301","2024/07/04 16:00:00","戰鬥開始90秒內，\n特大幅度提升TP上升。"
"1014206","10142001","3001","102701","2024/08/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。"
"1014206","10142002","3002","102701","2024/08/01 16:00:00","戰鬥開始90秒內，極大幅度提升\n物理防禦力與魔法防禦力。"
"1014206","10142003","3010","102701","2024/08/01 16:00:00","戰鬥開始90秒內，大幅度提升TP上升。"
"1014206","10142004","3001","104301","2024/08/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。"
"1014206","10142005","3002","104301","2024/08/01 16:00:00","戰鬥開始90秒內，極大幅度提升\n物理防禦力與魔法防禦力。"
"1014206","10142006","3013","104301","2024/08/01 16:00:00","賦予【狼牙的咆哮】"
"1014206","10142007","3001","109001","2024/08/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。"
"1014206","10142008","3002","109001","2024/08/01 16:00:00","戰鬥開始90秒內，極大幅度提升\n物理防禦力與魔法防禦力。"
"1014206","10142009","3006","109001","2024/08/01 16:00:00","戰鬥開始90秒內，極大幅度提升物理\n暴擊時的傷害"
"1014206","10142010","3001","117001","2024/08/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。"
"1014206","10142011","3002","117001","2024/08/01 16:00:00","戰鬥開始90秒內，極大幅度提升\n物理防禦力與魔法防禦力。"
"1014206","10142012","3001","110401","2024/08/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。"
"1014206","10142013","3002","110401","2024/08/01 16:00:00","戰鬥開始90秒內，極大幅度提升\n物理防禦力與魔法防禦力。"
"1014206","10142014","3001","115901","2024/08/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。"
"1014206","10142015","3002","115901","2024/08/01 16:00:00","戰鬥開始90秒內，極大幅度提升\n物理防禦力與魔法防禦力。"
"1014206","10142016","3001","129801","2024/08/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。"
"1014206","10142017","3002","129801","2024/08/01 16:00:00","戰鬥開始90秒內，極大幅度提升\n物理防禦力與魔法防禦力。"
"1014406","10144001","3003","103601","2024/09/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升魔法攻擊力。"
"1014406","10144002","3004","103601","2024/09/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升魔法防禦力。"
"1014406","10144003","3010","103601","2024/09/01 16:00:00","戰鬥開始90秒內，大幅度提升TP上升。"
"1014406","10144004","3003","102501","2024/09/01 16:00:00","戰鬥開始90秒內，\n超大幅度提升魔法攻擊力。"
"1014406","10144005","3004","102501","2024/09/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升魔法防禦力。"
"1014406","10144006","3014","102501","2024/09/01 16:00:00","戰鬥開始90秒內，賦予持續恢復TP\n的狀態"
"1014406","10144007","3003","111101","2024/09/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升魔法攻擊力。"
"1014406","10144008","3004","111101","2024/09/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升魔法防禦力。"
"1014406","10144009","3010","111101","2024/09/01 16:00:00","戰鬥開始90秒內，大幅度提升TP上升。"
"1014406","10144010","3003","122701","2024/09/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升魔法攻擊力。"
"1014406","10144011","3004","122701","2024/09/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升魔法防禦力。"
"1014406","10144012","3010","122701","2024/09/01 16:00:00","戰鬥開始90秒內，大幅度提升TP上升。"
"1014406","10144013","3003","130701","2024/09/04 16:00:00","戰鬥開始90秒內，\n極大幅度提升魔法攻擊力。"
"1014406","10144014","3004","130701","2024/09/04 16:00:00","戰鬥開始90秒內，\n極大幅度提升魔法防禦力。"
"1014406","10144015","3010","130701","2024/09/04 16:00:00","戰鬥開始90秒內，大幅度提升TP上升。"
"1014406","10144016","3001","180801","2024/09/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。"
"1014406","10144017","3002","180801","2024/09/01 16:00:00","戰鬥開始90秒內，極大幅度提升\n物理防禦力與魔法防禦力。"
"1014406","10144018","3003","107701","2024/09/01 16:00:00","戰鬥開始90秒內，\n超大幅度提升魔法攻擊力。"
"1014406","10144019","3004","107701","2024/09/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升魔法防禦力。"
"1014406","10144020","3014","107701","2024/09/01 16:00:00","戰鬥開始90秒內，賦予持續恢復TP\n的狀態"
"1014406","10144021","3003","112101","2024/09/01 16:00:00","戰鬥開始90秒內，\n超大幅度提升魔法攻擊力。"
"1014406","10144022","3004","112101","2024/09/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升魔法防禦力。"
"1014406","10144023","3014","112101","2024/09/01 16:00:00","戰鬥開始90秒內，賦予持續恢復TP\n的狀態"
"1014606","10146001","3003","101001","2024/10/01 16:00:00","戰鬥開始90秒內，\n超大幅度提升魔法攻擊力。"
"1014606","10146002","3002","101001","2024/10/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理防禦力。"
"1014606","10146003","3013","101001","2024/10/01 16:00:00","Boss的中毒無效"
"1014606","10146004","3003","110601","2024/10/01 16:00:00","戰鬥開始90秒內，\n超大幅度提升魔法攻擊力。"
"1014606","10146005","3002","110601","2024/10/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理防禦力。"
"1014606","10146006","3010","110601","2024/10/01 16:00:00","戰鬥開始90秒內，特大幅度提升TP上升。"
"1014606","10146007","3013","110601","2024/10/01 16:00:00","Boss的中毒無效"
"1014606","10146008","3002","116001","2024/10/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理防禦力。"
"1014606","10146009","3013","116001","2024/10/01 16:00:00","Boss的中毒無效"
"1014606","10146010","3003","123101","2024/10/01 16:00:00","戰鬥開始90秒內，\n超大幅度提升魔法攻擊力。"
"1014606","10146011","3002","123101","2024/10/01 16:00:00","戰鬥開始90秒內，極大幅度提升\n物理防禦力與魔法防禦力。"
"1014606","10146012","3010","123101","2024/10/01 16:00:00","戰鬥開始90秒內，特大幅度提升TP上升。"
"1014606","10146013","3003","131001","2024/10/01 16:00:00","戰鬥開始90秒內，\n超大幅度提升魔法攻擊力。"
"1014606","10146014","3002","131001","2024/10/01 16:00:00","戰鬥開始90秒內，極大幅度提升\n物理防禦力與魔法防禦力。"
"1014606","10146015","3010","131001","2024/10/01 16:00:00","戰鬥開始90秒內，特大幅度提升TP上升。"
"1014606","10146016","3013","131001","2024/10/01 16:00:00","Boss的中毒無效"
"1014606","10146017","3001","102301","2024/10/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。"
"1014606","10146018","3002","102301","2024/10/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理防禦力。"
"1014606","10146019","3001","106601","2024/10/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。"
"1014606","10146020","3002","106601","2024/10/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理防禦力。"
"1014606","10146021","3001","102101","2024/10/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。"
"1014606","10146022","3002","102101","2024/10/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理防禦力。"
"1014606","10146023","3001","126401","2024/10/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。"
"1014606","10146024","3002","126401","2024/10/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理防禦力。"
"1014606","10146025","3003","126101","2024/10/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升魔法攻擊力。"
"1014606","10146026","3002","126101","2024/10/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理防禦力。"
"1014806","10148001","3001","123301","2024/11/01 16:00:00","戰鬥開始90秒內，\n超大幅度提升物理攻擊力。"
"1014806","10148002","3002","123301","2024/11/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理防禦力。"
"1014806","10148003","3014","123301","2024/11/01 16:00:00","戰鬥開始90秒內，賦予持續恢復TP\n的狀態"
"1014806","10148004","3013","123301","2024/11/01 16:00:00","Boss的領域效果無效"
"1014806","10148005","3003","118201","2024/11/01 16:00:00","戰鬥開始90秒內，\n超大幅度提升魔法攻擊力。"
"1014806","10148006","3002","118201","2024/11/01 16:00:00","戰鬥開始90秒內，極大幅度提升\n物理防禦力與魔法防禦力。"
"1014806","10148007","3003","118101","2024/11/01 16:00:00","戰鬥開始90秒內，\n超大幅度提升魔法攻擊力。"
"1014806","10148008","3002","118101","2024/11/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理防禦力。"
"1014806","10148009","3013","118101","2024/11/01 16:00:00","Boss的領域效果無效"
"1014806","10148010","3001","125801","2024/11/01 16:00:00","戰鬥開始90秒內，\n超大幅度提升物理攻擊力。"
"1014806","10148011","3002","125801","2024/11/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理防禦力。"
"1014806","10148012","3013","125801","2024/11/01 16:00:00","Boss的領域效果無效"
"1014806","10148013","3001","131101","2024/11/01 16:00:00","戰鬥開始90秒內，\n超大幅度提升物理攻擊力。"
"1014806","10148014","3002","131101","2024/11/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理防禦力。"
"1014806","10148015","3014","131101","2024/11/01 16:00:00","戰鬥開始90秒內，賦予持續恢復TP\n的狀態"
"1014806","10148016","3013","131101","2024/11/01 16:00:00","Boss的領域效果無效"
"1014806","10148017","3003","131201","2024/11/04 16:00:00","戰鬥開始90秒內，\n超大幅度提升魔法攻擊力。"
"1014806","10148018","3002","131201","2024/11/04 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理防禦力。"
"1014806","10148019","3003","126901","2024/11/01 16:00:00","戰鬥開始90秒內，\n超大幅度提升魔法攻擊力。"
"1014806","10148020","3002","126901","2024/11/01 16:00:00","戰鬥開始90秒內，極大幅度提升\n物理防禦力與魔法防禦力。"
"1015006","10150001","3002","123001","2024/12/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理防禦力。"
"1015006","10150002","3010","123001","2024/12/01 16:00:00","戰鬥開始90秒內，\n特大幅度提升TP上升。"
"1015006","10150003","3013","123001","2024/12/01 16:00:00","Boss的環境效果無效"
"1015006","10150004","3003","106701","2024/12/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升魔法攻擊力。"
"1015006","10150005","3002","106701","2024/12/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理防禦力。"
"1015006","10150006","3010","106701","2024/12/01 16:00:00","戰鬥開始90秒內，\n特大幅度提升TP上升。"
"1015006","10150007","3013","106701","2024/12/01 16:00:00","Boss的環境效果無效"
"1015006","10150008","3003","131701","2024/12/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升魔法攻擊力。"
"1015006","10150009","3002","131701","2024/12/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理防禦力。"
"1015006","10150010","3010","131701","2024/12/01 16:00:00","戰鬥開始90秒內，\n特大幅度提升TP上升。"
"1015006","10150011","3013","131701","2024/12/01 16:00:00","Boss的環境效果無效"
"1015006","10150012","3001","127001","2024/12/01 16:00:00","戰鬥開始90秒內，\n超大幅度提升物理攻擊力。"
"1015006","10150013","3013","127001","2024/12/01 16:00:00","Boss的環境效果無效"
"1015006","10150014","3001","113601","2024/12/01 16:00:00","戰鬥開始90秒內，\n超大幅度提升物理攻擊力。"
