006fb82ebff786a761caefbc6b949a3c95cb927c958f52b393b2967551aafbf4,c971d7cd6923ba013ed5f7d582c30385cdf91438032ce25396aff973aa320e4f,7a7075ea4c04c35efb375fe95494d6ad2f9d92c322c97e8f050d136f2569d356,39c556dccfb5e0dd036a5165cdc4b835e26f35705c89565bd3c47bcf53a5272e,d988096e28cf18d1da73570b5858241d8459a9bb9ede3e93b6219cb0734b381a,4fc17c1bc632d0a17fda73719828b468eb8dfcbee77013235af6d377c8bc9307,d1763208e1e40e4dab153e7fac8a5480fd4b07d6544549f18cbfa6370b87f43d,33294b66c305e03978e9dbd6f36b4160fede96040d26d7cb74f6ec39152f909c,cfdc7f796580dbb3f2d3c4bf96151e9e33145289407cb7db6674c985aaa582a8,0fb7f83e53824a78ccc9fc8c87db6337666d1c68073ff3da4c7397b366d3aad7,4da9ba9bf0087d9c0d604ad470ba962158a3f6d4ede97afe16ccad0bca9b8162
"151","11510001","","se_fpc_water_random","","","23","","","","se_10053800"
"151","11510002","1.75","<unit_id>","-180","-850","1","cmn_swm_flutterKick","0","22","1"
"151","11510003","1","1","1","-180","31","","","-850","1"
"151","11510004","","0","","","91","","","","0"
"151","11510005","","1050","","10","2","","","-180","<unit_id>"
"151","11510006","","1050","","10","33","","","-180","1"
"201","12010001","","se_fpc_water_random","","","23","","","","se_10053800"
"201","12010002","1.75","<unit_id>","-180","-850","1","cmn_swm_breastStroke","0","22","1"
"201","12010003","1","2","1","-180","31","","","-850","2"
"201","12010004","","0","","","91","","","","0"
"201","12010005","","850","","10","2","","","-180","<unit_id>"
"201","12010006","","850","","10","33","","","-180","2"
"251","12510001","","se_fpc_water_random","","","23","","","","se_10053800"
"251","12510002","1.75","<unit_id>","-180","-850","1","cmn_swm_diving","0","22","1"
"251","12510003","1","9","1","-180","31","","","-850","9"
"251","12510004","","0","","","91","","","","0"
"251","12510005","","850","","10","2","","","-180","<unit_id>"
"251","12510006","","850","","10","33","","","-180","9"
"301","13010001","","se_fpc_water_random","","","23","","","","se_10053800"
"301","13010002","1.75","<unit_id>","-180","-850","1","cmn_swm_flutterKick_floatRing","0","23","1"
"301","13010003","1.75","1","-180","-850","5","cmn_swm_flutterKick_floatRing_pink","0","22","1"
"301","13010004","1","1","1","-180","31","","","-850","1"
"301","13010005","","0","","","91","","","","0"
"301","13010006","","1050","","10","2","","","-180","<unit_id>"
"301","13010007","","1050","","10","2","","","-180","1"
"301","13010008","","1050","","10","33","","","-180","1"
"302","13020001","","se_fpc_water_random","","","23","","","","se_10053800"
"302","13020002","1.75","<unit_id>","-180","-850","1","cmn_swm_flutterKick_floatRing","0","23","1"
"302","13020003","1.75","1","-180","-850","5","cmn_swm_flutterKick_floatRing_blue","0","22","1"
"302","13020004","1","1","1","-180","31","","","-850","1"
"302","13020005","","0","","","91","","","","0"
"302","13020006","","1050","","10","2","","","-180","<unit_id>"
"302","13020007","","1050","","10","2","","","-180","1"
"302","13020008","","1050","","10","33","","","-180","1"
"303","13030001","","se_fpc_water_random","","","23","","","","se_10053800"
"303","13030002","1.75","<unit_id>","-180","-850","1","cmn_swm_flutterKick_floatRing","0","23","1"
"303","13030003","1.75","1","-180","-850","5","cmn_swm_flutterKick_floatRing","0","22","1"
"303","13030004","1","1","1","-180","31","","","-850","1"
"303","13030005","","0","","","91","","","","0"
"303","13030006","","1050","","10","2","","","-180","<unit_id>"
"303","13030007","","1050","","10","2","","","-180","1"
"303","13030008","","1050","","10","33","","","-180","1"
"351","13510001","","se_fpc_water_random","","","23","","","","se_10053800"
"351","13510002","1.75","<unit_id>","-180","-850","1","cmn_swm_flutterKick_floatRing","0","23","1"
"351","13510003","1.75","1","-180","-850","5","cmn_swm_flutterKick_floatBoad","0","22","1"
"351","13510004","1","1","1","-180","31","","","-850","1"
"351","13510005","","0","","","91","","","","0"
"351","13510006","","1050","","10","2","","","-180","<unit_id>"
"351","13510007","","1050","","10","2","","","-180","1"
"351","13510008","","1050","","10","33","","","-180","1"
"352","13520001","","se_fpc_water_random","","","23","","","","se_10053800"
"352","13520002","1.75","<unit_id>","-180","-850","1","cmn_swm_flutterKick_floatRing","0","23","1"
"352","13520003","1.75","1","-180","-850","5","cmn_swm_flutterKick_floatBoad_blue","0","22","1"
"352","13520004","1","1","1","-180","31","","","-850","1"
"352","13520005","","0","","","91","","","","0"
"352","13520006","","1050","","10","2","","","-180","<unit_id>"
"352","13520007","","1050","","10","2","","","-180","1"
"352","13520008","","1050","","10","33","","","-180","1"
"401","14010001","","se_fpc_water_random","","","23","","","","se_10053800"
"401","14010002","1.75","<unit_id>","-180","-850","1","cmn_float","0","22","1"
"401","14010003","1","6","1","-180","31","","","-850","6"
"401","14010004","","0","","","91","","","","0"
"401","14010005","","1050","","10","2","","","-180","<unit_id>"
"401","14010006","","1050","","10","33","","","-180","6"
"402","14020001","","se_fpc_water_random","","","23","","","","se_10053800"
"402","14020002","1.75","<unit_id>","-180","-850","1","cmn_float_4","0","22","1"
"402","14020003","1","6","1","-180","31","","","-850","6"
"402","14020004","","0","","","91","","","","0"
"402","14020005","","1050","","10","2","","","-180","<unit_id>"
"402","14020006","","1050","","10","33","","","-180","6"
"451","14510001","","se_fpc_water_random","","","23","","","","se_10053800"
"451","14510002","1.75","<unit_id>","-180","-850","1","cmn_crawl","0","22","1"
"451","14510003","1","1","1","-180","31","","","-850","1"
"451","14510004","","0","","","91","","","","0"
"451","14510005","","1050","","10","2","","","-180","<unit_id>"
"451","14510006","","1050","","10","33","","","-180","1"
"501","15010001","","se_fpc_water_random","","","23","","","","se_10053800"
"501","15010002","1.75","<unit_id>","-250","-850","1","cmn_surfing","0","45","1"
"501","15010003","1.75","6","-250","-850","5","cmn_surfing","0","44","6"
"501","15010004","1","11","1","-250","31","","","-850","11"
"501","15010005","","0","","","91","","","","0"
"501","15010006","","1800","","6","2","","","-250","<unit_id>"
"501","15010007","","1800","","6","2","","","-250","6"
"501","15010008","","1800","","6","33","","","-250","11"
"501","15010009","","se_10053800_surfing_wave","","","23","","","","se_10053800"
"851","18510001","","se_fpc_water_random","","","23","","","","se_10053800"
"851","18510002","1.75","107511","-125","-850","1","cmn_surfing","0","45","1"
"851","18510003","1.75","107611","-250","-1100","1","cmn_surfing","0","45","1"
"851","18510004","1.75","107811","-125","-1350","1","cmn_surfing","0","45","1"
"851","18510005","1.75","1","-125","-850","5","cmn_surfing","0","44","6"
"851","18510006","1.75","2","-250","-1100","5","cmn_surfing","0","44","6"
"851","18510007","1.75","3","-125","-1350","5","cmn_surfing","0","44","6"
"851","18510008","1","1","1","-125","31","","","-850","11"
"851","18510009","1","2","1","-250","31","","","-1100","11"
"851","18510010","1","3","1","-125","31","","","-1350","11"
"851","18510011","","2350","","6","2","","","-125","107511"
"851","18510012","","2100","","6","2","","","-250","107611"
"851","18510013","","1850","","6","2","","","-125","107811"
"851","18510014","","2350","","6","2","","","-125","1"
"851","18510015","","2100","","6","2","","","-250","2"
"851","18510016","","1850","","6","2","","","-125","3"
"851","18510017","","2350","","6","33","","","-125","1"
"851","18510018","","2100","","6","33","","","-250","2"
"851","18510019","","1850","","6","33","","","-125","3"
"851","18510020","","se_10053800_surfing_wave","","","23","","","","se_10053800"
"851","18510021","","","","","93","","","","0.3"
"851","18510022","","vo_fpc_85101","","0","21","","","","vo_fpc"
"852","18520001","","se_fpc_water_random","","","23","","","","se_10053800"
"852","18520002","1.75","122411","-125","-850","1","cmn_swm_flutterKick_floatRing","0","13","1"
"852","18520003","1.75","122511","-250","-1100","1","cmn_swm_flutterKick_floatRing","0","33","1"
"852","18520004","1.75","122611","-125","-1350","1","cmn_swm_flutterKick_floatRing","0","13","1"
"852","18520005","1.75","1","-125","-850","5","cmn_swm_flutterKick_floatRing","0","12","1"
"852","18520006","1.75","2","-250","-1100","5","cmn_swm_flutterKick_floatRing_blue","0","32","1"
"852","18520007","1.75","3","-125","-1350","5","cmn_swm_flutterKick_floatRing_pink","0","12","1"
"852","18520008","1","1","1","-125","31","","","-850","7"
"852","18520009","1","2","1","-250","31","","","-1100","1"
"852","18520010","1","3","1","-125","31","","","-1350","7"
"852","18520011","","1750","","10","2","","","-125","122411"
"852","18520012","","1500","","10","2","","","-250","122511"
"852","18520013","","1250","","10","2","","","-125","122611"
"852","18520014","","1750","","10","2","","","-125","1"
"852","18520015","","1500","","10","2","","","-250","2"
"852","18520016","","1250","","10","2","","","-125","3"
"852","18520017","","1750","","10","33","","","-125","1"
"852","18520018","","1500","","10","33","","","-250","2"
"852","18520019","","1250","","10","33","","","-125","3"
"853","18530001","","se_fpc_water_random","","","23","","","","se_10053800"
"853","18530002","1.75","117211","-125","-850","1","cmn_swm_breastStroke","0","12","1"
"853","18530003","1.75","117311","-250","-1100","1","cmn_swm_breastStroke","0","32","1"
"853","18530004","1.75","117411","-125","-1350","1","cmn_swm_breastStroke","0","12","1"
"853","18530005","1","1","1","-125","31","","","-850","2"
"853","18530006","1","2","1","-250","31","","","-1100","2"
"853","18530007","1","3","1","-125","31","","","-1350","2"
"853","18530008","","1750","","10","2","","","-125","117211"
"853","18530009","","1500","","10","2","","","-250","117311"
"853","18530010","","1250","","10","2","","","-125","117411"
"853","18530011","","1750","","10","33","","","-125","1"
"853","18530012","","1500","","10","33","","","-250","2"
"853","18530013","","1250","","10","33","","","-125","3"
"854","18540001","","se_fpc_water_random","","","23","","","","se_10053800"
"854","18540002","1.75","122711","-125","-850","1","cmn_swm_flutterKick_floatRing","0","13","1"
"854","18540003","1.75","122811","-250","-1100","1","cmn_swm_flutterKick_floatRing","0","33","1"
"854","18540004","1.75","122911","-125","-1350","1","cmn_swm_flutterKick_floatRing","0","13","1"
"854","18540005","1.75","1","-125","-850","5","cmn_swm_flutterKick_floatBoad","0","12","1"
"854","18540006","1.75","2","-250","-1100","5","cmn_swm_flutterKick_floatBoad_blue","0","32","1"
"854","18540007","1.75","3","-125","-1350","5","cmn_swm_flutterKick_floatBoad","0","12","1"
"854","18540008","1","1","1","-125","31","","","-850","7"
"854","18540009","1","2","1","-250","31","","","-1100","1"
"854","18540010","1","3","1","-125","31","","","-1350","7"
"854","18540011","","1750","","10","2","","","-125","122711"
"854","18540012","","1500","","10","2","","","-250","122811"
"854","18540013","","1250","","10","2","","","-125","122911"
"854","18540014","","1750","","10","2","","","-125","1"
"854","18540015","","1500","","10","2","","","-250","2"
"854","18540016","","1250","","10","2","","","-125","3"
"854","18540017","","1750","","10","33","","","-125","1"
"854","18540018","","1500","","10","33","","","-250","2"
"854","18540019","","1250","","10","33","","","-125","3"
"855","18550001","","se_fpc_water_random","","","23","","","","se_10053800"
"855","18550002","1.75","113411","-125","-850","1","cmn_swm_flutterKick_floatRing","0","13","1"
"855","18550003","1.75","113511","-250","-1100","1","cmn_swm_flutterKick_floatRing","0","33","1"
"855","18550004","1.75","1","-125","-850","5","cmn_swm_flutterKick_floatBoad","0","12","1"
"855","18550005","1.75","2","-250","-1100","5","cmn_swm_flutterKick_floatBoad_blue","0","32","1"
"855","18550006","1","1","1","-125","31","","","-850","7"
"855","18550007","1","2","1","-250","31","","","-1100","1"
"855","18550008","","1750","","10","2","","","-125","113411"
"855","18550009","","1500","","10","2","","","-250","113511"
"855","18550010","","1750","","10","2","","","-125","1"
"855","18550011","","1500","","10","2","","","-250","2"
"855","18550012","","1750","","10","33","","","-125","1"
"855","18550013","","1500","","10","33","","","-250","2"
"856","18560001","","se_fpc_water_random","","","23","","","","se_10053800"
"856","18560002","1.75","110311","-125","-850","1","cmn_swm_tread","0","13","1"
"856","18560003","1.75","107711","-250","-1100","1","cmn_swm_tread","0","33","1"
"856","18560004","1.75","1","-125","-850","5","cmn_swm_tread_pink","0","12","1"
"856","18560005","1.75","2","-250","-1100","5","cmn_swm_tread","0","32","1"
"856","18560006","1","1","1","-125","31","","","-850","13"
"856","18560007","1","2","1","-250","31","","","-1100","3"
"856","18560008","","1750","","13.5","2","","","-125","110311"
"856","18560009","","1500","","13.5","2","","","-250","107711"
"856","18560010","","1750","","13.5","2","","","-125","1"
"856","18560011","","1500","","13.5","2","","","-250","2"
"856","18560012","","1750","","13.5","33","","","-125","1"
"856","18560013","","1500","","13.5","33","","","-250","2"
"857","18570001","","se_fpc_water_random","","","23","","","","se_10053800"
"857","18570002","1.75","110411","-125","-850","1","cmn_swm_tread","0","13","1"
"857","18570003","1.75","110511","-250","-1100","1","cmn_swm_tread","0","33","1"
"857","18570004","1.75","115711","-125","-1350","1","cmn_swm_tread","0","13","1"
"857","18570005","1.75","110611","-250","-1600","1","cmn_boat_relax","0","33","1"
"857","18570006","1.75","1","-125","-850","5","cmn_swm_tread_blue","0","12","1"
"857","18570007","1.75","2","-250","-1100","5","cmn_swm_tread","0","32","1"
"857","18570008","1.75","3","-125","-1350","5","cmn_swm_tread_pink","0","12","1"
"857","18570009","1.75","4","-250","-1600","5","cmn_boat_idle_l","0","32","2"
"857","18570010","1","1","1","-125","31","","","-850","13"
"857","18570011","1","2","1","-250","31","","","-1100","3"
"857","18570012","1","3","1","-125","31","","","-1350","13"
"857","18570013","1","4","1","-250","31","","","-1600","116"
"857","18570014","","1750","","13.5","2","","","-125","110411"
"857","18570015","","1500","","13.5","2","","","-250","110511"
"857","18570016","","1250","","13.5","2","","","-125","115711"
"857","18570017","","1000","","13.5","2","","","-250","110611"
"857","18570018","","1750","","13.5","2","","","-125","1"
"857","18570019","","1500","","13.5","2","","","-250","2"
"857","18570020","","1250","","13.5","2","","","-125","3"
"857","18570021","","1000","","13.5","2","","","-250","4"
"857","18570022","","1750","","13.5","33","","","-125","1"
"857","18570023","","1500","","13.5","33","","","-250","2"
"857","18570024","","1250","","13.5","33","","","-125","3"
"857","18570025","","1000","","13.5","33","","","-250","4"
"858","18580001","","se_fpc_water_random","","","23","","","","se_10053800"
"858","18580002","1.75","126711","-125","-850","1","cmn_swm_tread","0","13","1"
"858","18580003","1.75","126711","-125","-850","1","cmn_swm_tread","0","13","1"
"858","18580004","1.75","126811","-250","-1100","1","cmn_swm_tread","0","33","1"
"858","18580005","1.75","108011","-125","-1350","1","cmn_swm_tread","0","13","1"
"858","18580006","1.75","107911","-250","-1600","1","cmn_boat_cat","0","33","1"
"858","18580007","1.75","1","-125","-850","5","cmn_swm_tread_pink","0","12","1"
"858","18580008","1.75","2","-250","-1100","5","cmn_swm_tread","0","32","1"
"858","18580009","1.75","3","-125","-1350","5","cmn_swm_tread_blue","0","12","1"
"858","18580010","1.75","4","-250","-1600","5","cmn_boat_idle_l","0","32","2"
"858","18580011","1","1","1","-125","31","","","-850","13"
"858","18580012","1","2","1","-250","31","","","-1100","3"
"858","18580013","1","3","1","-125","31","","","-1350","13"
"858","18580014","1","4","1","-250","31","","","-1600","116"
"858","18580015","","1750","","13.5","2","","","-125","126711"
"858","18580016","","1500","","13.5","2","","","-250","126811"
"858","18580017","","1250","","13.5","2","","","-125","108011"
"858","18580018","","1000","","13.5","2","","","-250","107911"
"858","18580019","","1750","","13.5","2","","","-125","1"
"858","18580020","","1500","","13.5","2","","","-250","2"
"858","18580021","","1250","","13.5","2","","","-125","3"
"858","18580022","","1000","","13.5","2","","","-250","4"
"858","18580023","","1750","","13.5","33","","","-125","1"
"858","18580024","","1500","","13.5","33","","","-250","2"
"858","18580025","","1250","","13.5","33","","","-125","3"
"858","18580026","","1000","","13.5","33","","","-250","4"
"859","18590001","","se_fpc_water_random","","","23","","","","se_10053800"
"859","18590002","1.75","113111","-125","-850","1","cmn_surfing","0","45","1"
"859","18590003","1.75","113211","-250","-1100","1","cmn_surfing","0","45","1"
"859","18590004","1.75","113311","-125","-1350","1","cmn_surfing","0","45","1"
"859","18590005","1.75","117011","-250","-1600","1","cmn_surfing","0","45","1"
"859","18590006","1.75","1","-125","-850","5","cmn_surfing","0","44","6"
"859","18590007","1.75","2","-250","-1100","5","cmn_surfing","0","44","6"
"859","18590008","1.75","3","-125","-1350","5","cmn_surfing","0","44","6"
"859","18590009","1.75","4","-250","-1600","5","cmn_surfing","0","44","6"
"859","18590010","1","1","1","-125","31","","","-850","11"
"859","18590011","1","2","1","-250","31","","","-1100","11"
"859","18590012","1","3","1","-125","31","","","-1350","11"
"859","18590013","1","4","1","-250","31","","","-1600","11"
"859","18590014","","2350","","6","2","","","-125","113111"
"859","18590015","","2100","","6","2","","","-250","113211"
"859","18590016","","1850","","6","2","","","-125","113311"
"859","18590017","","1600","","6","2","","","-250","117011"
"859","18590018","","2350","","6","2","","","-125","1"
"859","18590019","","2100","","6","2","","","-250","2"
"859","18590020","","1850","","6","2","","","-125","3"
"859","18590021","","1600","","6","2","","","-250","4"
"859","18590022","","2350","","6","33","","","-125","1"
"859","18590023","","2100","","6","33","","","-250","2"
"859","18590024","","1850","","6","33","","","-125","3"
"859","18590025","","1600","","6","33","","","-250","4"
"859","18590026","","se_10053800_surfing_wave","","","23","","","","se_10053800"
"859","18590027","","","","","93","","","","0.3"
"859","18590028","","vo_fpc_85901","","0","21","","","","vo_fpc"
"860","18600001","","se_fpc_water_random","","","23","","","","se_10053800"
"860","18600002","1.75","110011","-180","-850","1","cmn_boat_relax_l","0","23","1"
"860","18600003","1.75","110111","-180","-1200","1","cmn_boat_relax","0","23","1"
"860","18600004","1.75","1","-180","-850","5","cmn_boat_idle_blue","0","22","2"
"860","18600005","1.75","2","-180","-1200","5","cmn_boat_idle_l","0","22","2"
"860","18600006","1","1","1","-180","31","","","-850","116"
"860","18600007","1","2","1","-180","31","","","-1200","116"
"860","18600008","","1750","","13.5","2","","","-180","110011"
"860","18600009","","1400","","13.5","2","","","-180","110111"
"860","18600010","","1750","","13.5","2","","","-180","1"
"860","18600011","","1400","","13.5","2","","","-180","2"
"860","18600012","","1750","","13.5","33","","","-180","1"
"860","18600013","","1400","","13.5","33","","","-180","2"
"860","18600014","","","","","93","","","","2.7"
"860","18600015","","vo_fpc_86001","","0","21","","","","vo_fpc"
"861","18610001","","se_fpc_water_random","","","23","","","","se_10053800"
"861","18610002","1.75","129511","-125","-850","1","cmn_swm_tread","0","13","1"
"861","18610003","1.75","129411","-250","-1100","1","cmn_swm_tread","0","33","1"
"861","18610004","1.75","129311","-125","-1350","1","cmn_swm_tread","0","13","1"
"861","18610005","1.75","1","-125","-850","5","cmn_swm_tread_pink","0","12","1"
"861","18610006","1.75","2","-250","-1100","5","cmn_swm_tread_blue","0","32","1"
"861","18610007","1.75","3","-125","-1350","5","cmn_swm_tread","0","12","1"
"861","18610008","1","1","1","-125","31","","","-850","13"
"861","18610009","1","2","1","-250","31","","","-1100","3"
"861","18610010","1","3","1","-125","31","","","-1350","13"
"861","18610011","","1750","","13.5","2","","","-125","129511"
"861","18610012","","1500","","13.5","2","","","-250","129411"
"861","18610013","","1250","","13.5","2","","","-125","129311"
"861","18610014","","1750","","13.5","2","","","-125","1"
"861","18610015","","1500","","13.5","2","","","-250","2"
"861","18610016","","1250","","13.5","2","","","-125","3"
"861","18610017","","1750","","13.5","33","","","-125","1"
"861","18610018","","1500","","13.5","33","","","-250","2"
"861","18610019","","1250","","13.5","33","","","-125","3"
"862","18620001","","se_fpc_water_random","","","23","","","","se_10053800"
"862","18620002","1.75","126711","-125","-850","1","cmn_swm_tread","0","13","1"
"862","18620003","1.75","126811","-250","-1100","1","cmn_swm_tread","0","33","1"
"862","18620004","1.66","21","-180","-1350","5","02_neneka_floatRing","0","22","21"
"862","18620005","1.75","1","-125","-850","5","cmn_swm_tread","0","12","1"
"862","18620006","1.75","2","-250","-1100","5","cmn_swm_tread_blue","0","32","1"
"862","18620007","1","1","1","-125","31","","","-850","13"
"862","18620008","1","2","1","-250","31","","","-1100","3"
"862","18620009","1","3","1","-180","31","","","-1350","102"
"862","18620010","","1750","","13.5","2","","","-125","126711"
"862","18620011","","1500","","13.5","2","","","-250","126811"
"862","18620012","","1250","","13.5","2","","","-180","21"
"862","18620013","","1750","","13.5","2","","","-125","1"
"862","18620014","","1500","","13.5","2","","","-250","2"
"862","18620015","","1750","","13.5","33","","","-125","1"
"862","18620016","","1500","","13.5","33","","","-250","2"
"862","18620017","","1250","","13.5","33","","","-180","3"
"863","18630001","","se_fpc_water_random","","","23","","","","se_10053800"
"863","18630002","1.75","126911","-180","-1100","1","cmn_float","1","22","1"
"863","18630003","1.75","127011","-125","-1350","1","cmn_float","0","12","1"
"863","18630004","1.75","127111","-180","-1600","1","cmn_float","0","22","1"
"863","18630005","1","2","1","-180","31","","","-1070","6"
"863","18630006","1","3","1","-125","31","","","-1350","6"
"863","18630007","1","4","1","-180","31","","","-1600","6"
"863","18630008","","1500","","13.5","2","","","-180","126911"
"863","18630009","","1250","","13.5","2","","","-125","127011"
"863","18630010","","1000","","13.5","2","","","-180","127111"
"863","18630011","","1530","","13.5","33","","","-180","2"
"863","18630012","","1250","","13.5","33","","","-125","3"
"863","18630013","","1000","","13.5","33","","","-180","4"
"863","18630014","","","","","93","","","","2.3"
"863","18630015","","vo_fpc_86301","","0","21","","","","vo_fpc"
"864","18640001","","se_fpc_water_random","","","23","","","","se_10053800"
"864","18640002","1.75","107811","-125","-850","1","cmn_surfing","0","45","1"
"864","18640003","1.75","110011","-250","-1100","1","cmn_surfing","0","45","1"
"864","18640004","1.75","1","-125","-850","5","cmn_surfing","0","44","6"
"864","18640005","1.75","2","-250","-1100","5","cmn_surfing","0","44","6"
"864","18640006","1","1","1","-125","31","","","-850","11"
"864","18640007","1","2","1","-250","31","","","-1100","11"
"864","18640008","","2350","","6","2","","","-125","107811"
"864","18640009","","2100","","6","2","","","-250","110011"
"864","18640010","","2350","","6","2","","","-125","1"
"864","18640011","","2100","","6","2","","","-250","2"
"864","18640012","","2350","","6","33","","","-125","1"
"864","18640013","","2100","","6","33","","","-250","2"
"864","18640014","","se_10053800_surfing_wave","","","23","","","","se_10053800"
"864","18640015","","","","","93","","","","0.2"
"864","18640016","","vo_fpc_86401","","0","21","","","","vo_fpc"
"865","18650001","","se_fpc_water_random","","","23","","","","se_10053800"
"865","18650002","1.75","110311","-125","-850","1","cmn_swm_flutterKick_floatRing","0","13","1"
"865","18650003","1.75","113111","-250","-1100","1","cmn_swm_flutterKick_floatRing","0","33","1"
"865","18650004","1.75","1","-125","-850","5","cmn_swm_flutterKick_floatRing_pink","0","12","1"
"865","18650005","1.75","2","-250","-1100","5","cmn_swm_flutterKick_floatRing_blue","0","32","1"
"865","18650006","1","1","1","-125","31","","","-850","7"
"865","18650007","1","2","1","-250","31","","","-1100","1"
"865","18650008","","1750","","10","2","","","-125","110311"
"865","18650009","","1500","","10","2","","","-250","113111"
"865","18650010","","1750","","10","2","","","-125","1"
"865","18650011","","1500","","10","2","","","-250","2"
"865","18650012","","1750","","10","33","","","-125","1"
"865","18650013","","1500","","10","33","","","-250","2"
"866","18660001","","se_fpc_water_random","","","23","","","","se_10053800"
"866","18660002","1.75","113411","-125","-850","1","cmn_swm_flutterKick_floatRing","0","13","1"
"866","18660003","1.75","115711","-250","-1100","1","cmn_swm_flutterKick_floatRing","0","33","1"
"866","18660004","1.75","1","-125","-850","5","cmn_swm_flutterKick_floatRing_pink","0","12","1"
"866","18660005","1.75","2","-250","-1100","5","cmn_swm_flutterKick_floatRing_blue","0","32","1"
"866","18660006","1","1","1","-125","31","","","-850","7"
"866","18660007","1","2","1","-250","31","","","-1100","1"
"866","18660008","","1750","","10","2","","","-125","113411"
"866","18660009","","1500","","10","2","","","-250","115711"
"866","18660010","","1750","","10","2","","","-125","1"
"866","18660011","","1500","","10","2","","","-250","2"
"866","18660012","","1750","","10","33","","","-125","1"
"866","18660013","","1500","","10","33","","","-250","2"
"867","18670001","","se_fpc_water_random","","","23","","","","se_10053800"
"867","18670002","1.75","113211","-125","-850","1","cmn_swm_tread","0","13","1"
"867","18670003","1.75","127111","-250","-1100","1","cmn_swm_tread","0","33","1"
"867","18670004","1.75","1","-125","-850","5","cmn_swm_tread_pink","0","12","1"
"867","18670005","1.75","2","-250","-1100","5","cmn_swm_tread_blue","0","32","1"
"867","18670006","1","1","1","-125","31","","","-850","13"
"867","18670007","1","2","1","-250","31","","","-1100","3"
"867","18670008","","1750","","13.5","2","","","-125","113211"
"867","18670009","","1500","","13.5","2","","","-250","127111"
"867","18670010","","1750","","13.5","2","","","-125","1"
"867","18670011","","1500","","13.5","2","","","-250","2"
"867","18670012","","1750","","13.5","33","","","-125","1"
"867","18670013","","1500","","13.5","33","","","-250","2"
"868","18680001","","se_fpc_water_random","","","23","","","","se_10053800"
"868","18680002","1.75","117011","-125","-850","1","cmn_swm_diving","0","12","1"
"868","18680003","1.75","117111","-180","-1100","1","cmn_swm_diving","0","22","1"
"868","18680004","1","1","1","-125","31","","","-850","9"
"868","18680005","1","2","1","-180","31","","","-1100","9"
"868","18680006","","1750","","13.5","2","","","-125","117011"
"868","18680007","","1500","","13.5","2","","","-180","117111"
"868","18680008","","1750","","13.5","33","","","-125","1"
"868","18680009","","1500","","13.5","33","","","-180","2"
"869","18690001","","se_fpc_water_random","","","23","","","","se_10053800"
"869","18690002","1.75","110511","-125","-850","1","cmn_swm_flutterKick_floatRing","0","13","1"
"869","18690003","1.75","110011","-250","-1100","1","cmn_swm_flutterKick_floatRing","0","33","1"
"869","18690004","1.75","1","-125","-850","5","cmn_swm_flutterKick_floatBoad","0","12","1"
"869","18690005","1.75","2","-250","-1100","5","cmn_swm_flutterKick_floatBoad_blue","0","32","1"
"869","18690006","1","1","1","-125","31","","","-850","7"
