23e594a92fea073730c247d119943109a340cf18d7da96c0d6828ec0cf2f960e,10e9fcb44b81e7334e2109562b6d7aa55fa63c01af86b6af8cc0adf90361e28f,be5fa1d304f4888dcbf82b6b1a81a9e005cc9584daf605d41cc9fa574bf89403,d9fd81142010322ed8c409ff5172965862e622b32982174dbcc7b9bd9551b170,ca8fce910db6dbfa3da212bf15ddc05822f2479f6ffc79e3266ce6ae7630b7b9,76b3e64944d565e026cd488fbceac439f9c8b0dad7a1f89ba4aee8006e128052,edcc8a05bfc50f0c3ec379a6e964464956381e3ce8207d790e847c27225b4f3e,6d8d0a64ec2168a487dcf355cfa65d13d3f67991d7cde7db5c267e8162d536e0,5c8d389997cfc1689449a340dc618f9960ef02e4a8dc09c29703255ca2531b79,fa2d59ff68d1ce34673ae4dcbfe22a8f5a672f9d97fcccbf25e7add4380c12b6,7e2501a55ea57a5757d4147d28dd825af1d09eb11d2d83a13fd8f844717a9149,9dbde25786bbcba88c3e2ab4de88e2e2b0484897c0dcf224fb89cf1249770f6e,b512b16d6e9253f56ced4fb8e58564f4b1fe6ce651f996510cbdf8dbbc299056,dda6bd2ac48eb6c772f146d2f50908c446f29dd2d6117c42075ddcfc1a956cf7,0abd8fb6086e8ebbb840224e0d8cdfc4b5fb1c49a786ff6a3bd5f7eb08b1be5e,c43d50744bea5a6a87fef9275d987af2507223e817d02c62e66e36541d4c1edf,5d0979ab0b2bf3be34b8bd8590b6de26cb1090f57ad9836dd97f19aad8bed4a6,860dafbfd98f85896da58f7c13c9c92644b165a811a8de09f6e0e6214c0f7f11,3a0fb6539897dbbd9382195644e11c84529d919dfff21f05da35ddeca118af45,80952539e540c288bc2efaaa49763d581fba51278aa21d66b3d7207775e4b572,aeb876cf96c23aa45bbdb0f2950da8efab64c91b15ae6fc7b38d4562cec1bf6b,fd4ffca3b0aacb480ef0fc190bdfd427524396de2db7077d65983642e9359c2e
"-10","200","0","-30","bgm_M64","101161","-15","65","0.8","1","-10","1","1007","10070103","1.1","3","100","101201","1","0","1","3"
"0","200","0","-30","bgm_M64","101161","0","-110","0.9","1","190","1","1007","10070104","1.2","4","100","101201","1","0","1","4"
"-45","250","-50","-30","bgm_M55","101162","-20","-30","1","1","475","1","1007","10070105","1.45","5","270","101202","1","10","1","5"
"-30","210","0","-30","bgm_M64","101161","0","-120","0.6","1","-480","0.7","1008","10080101","0.8","1","250","101291","1","10","1","1"
"0","240","0","-30","bgm_M64","101161","0","-120","0.9","1","-260","1","1008","10080102","1.2","2","120","101291","1","10","1","2"
"-10","200","0","-30","bgm_M64","101161","-15","65","0.8","1","-40","1","1008","10080103","1.1","3","100","101291","1","0","1","3"
"0","200","0","-30","bgm_M64","101161","0","-110","0.9","1","150","1.3","1008","10080104","1.3","4","100","101291","1","0","1","4"
"30","230","15","-30","bgm_M55","101162","-20","-15","1.1","1","490","1.3","1008","10080105","1.45","5","45","101292","1","30","1","5"
"-30","210","0","-30","bgm_M64","101161","0","-120","0.6","1","-480","0.7","1009","10090101","0.8","1","250","101301","1","10","1","1"
"0","200","0","-30","bgm_M64","101161","0","-120","0.75","1","-260","1","1009","10090102","1.2","2","120","101301","1","10","1","2"
"-10","200","0","-30","bgm_M64","101161","-15","100","1.55","1","-50","2.2","1009","10090103","2.3","3","100","101301","1","0","1","3"
"0","200","15","-30","bgm_M64","101161","0","-100","1","1","180","1.3","1009","10090104","1.3","4","100","101301","1","0","1","4"
"-30","270","-15","-30","bgm_M55","101162","-20","-55","1","1","470","1.1","1009","10090105","1.2","5","200","101302","1","10","1","5"
"-30","210","-25","-30","bgm_M64","101161","0","-130","0.575","1","-450","0.9","1010","10100101","1","1","170","101441","1","10","1","1"
"0","200","0","-30","bgm_M64","101161","0","-120","0.75","1","-250","1","1010","10100102","1.2","2","120","101441","1","10","1","2"
"-10","200","0","-30","bgm_M64","101161","-15","50","0.8","1","-10","1","1010","10100103","1.1","3","100","101441","1","0","1","3"
"0","200","-30","-30","bgm_M64","101161","0","-100","0.9","1","180","1","1010","10100104","1.3","4","0","101441","1","0","1","4"
"-30","270","-35","-30","bgm_M55","101162","-20","-70","0.95","1","470","1.1","1010","10100105","1.2","5","200","101442","1","10","1","5"
"-30","210","-25","-30","bgm_M64","101451","0","-130","0.575","1","-450","0.9","1011","10110101","1","1","170","101451","1","10","1","1"
"0","200","0","-30","bgm_M64","101451","0","-120","0.75","1","-250","1","1011","10110102","1.2","2","120","101451","1","10","1","2"
"-10","200","-30","-30","bgm_M64","101451","-15","50","0.9","1","-20","1","1011","10110103","1.4","3","100","101451","1","0","1","3"
"0","220","20","-30","bgm_M64","101451","0","-100","0.65","1","200","0.8","1011","10110104","0.9","4","100","101451","1","0","1","4"
"-50","290","-35","-30","bgm_M55","101452","0","-70","1.25","1","510","1.4","1011","10110105","1.55","5","200","101452","1","0","1","5"
"-30","210","-25","-30","bgm_M64","101451","0","-130","0.575","1","-450","0.9","1012","10120101","1","1","170","101561","1","10","1","1"
"0","240","0","-30","bgm_M64","101451","0","-120","0.9","1","-240","1","1012","10120102","1.2","2","120","101561","1","0","1","2"
"-10","200","0","-30","bgm_M64","101451","-5","60","0.6","1","-30","0.8","1012","10120103","0.9","3","100","101561","1","5","1","3"
"0","200","-30","-30","bgm_M64","101451","0","-100","0.9","1","180","1.2","1012","10120104","1.5","4","100","101561","1","0","1","4"
"-50","290","-60","-30","bgm_M55","101452","0","-70","1.25","1","460","1.35","1012","10120105","1.55","5","400","101562","1","0","1","5"
"-30","210","0","-30","bgm_M64","101001","0","-120","0.6","1","-480","0.7","1013","10130101","0.8","1","250","101001","1","10","1","1"
"0","200","0","-30","bgm_M64","101001","0","-120","0.75","1","-260","1","1013","10130102","1.2","2","0","101001","1","10","1","2"
"-10","200","0","-30","bgm_M64","101001","-13","0","0.7","1","-40","1","1013","10130103","1.1","3","100","101001","1","0","1","3"
"0","200","0","-30","bgm_M64","101001","0","-50","0.7","1","240","1","1013","10130104","1.2","4","0","101001","1","0","1","4"
"0","250","0","-30","bgm_M55","101011","0","-40","1.2","1","480","1","1013","10130105","1.3","5","200","101011","1","0","1","5"
"-30","210","-25","-30","bgm_M64","101041","0","-130","0.575","1","-450","0.9","1014","10140101","1","1","170","101041","1","10","1","1"
"0","200","0","-30","bgm_M64","101041","0","-120","0.75","1","-250","1","1014","10140102","1.2","2","120","101041","1","10","1","2"
"-10","200","0","-30","bgm_M64","101041","-15","100","1.55","1","-50","2.2","1014","10140103","2.3","3","100","101041","1","0","1","3"
"0","200","0","-30","bgm_M64","101041","0","-70","0.7","1","190","1","1014","10140104","1","4","0","101041","1","0","1","4"
"0","250","0","-30","bgm_M55","101042","0","0","1.4","1","440","1.6","1014","10140105","1.8","5","200","101042","1","0","1","5"
"-30","210","0","-30","bgm_M64","101161","0","-125","0.6","1","-470","0.7","1015","10150101","0.8","1","250","101041","1","10","1","1"
"0","200","0","-30","bgm_M64","101161","0","-95","0.75","1","-210","1","1015","10150102","1.2","2","120","101041","1","10","1","2"
"-10","200","-30","-30","bgm_M64","101161","-15","-120","0.9","1","50","1","1015","10150103","1.4","3","100","101041","1","0","1","3"
"0","200","43","-30","bgm_M64","101162","0","35","0.7","1","195","1","1015","10150104","1","4","150","101041","1","0","1","4"
"0","210","-50","-30","bgm_M55","101161","0","-55","1.1","1","450","1.35","1015","10150105","1.8","5","150","101042","1","0","1","5"
"0","210","0","-30","bgm_M64","101451","0","-120","0.6","1","-480","0.85","1016","10160101","0.8","1","250","101161","1","10","1","1"
"0","200","0","-30","bgm_M64","101451","0","-100","0.75","1","-260","1.1","1016","10160102","1.2","2","0","101161","1","10","1","2"
"-10","200","0","-30","bgm_M64","101451","-15","65","0.8","1","-10","1","1016","10160103","1.1","3","100","101161","1","0","1","3"
"0","200","0","-30","bgm_M64","101451","0","-110","0.8","1","190","0.85","1016","10160104","1","4","0","101161","1","0","1","4"
"-45","280","-50","-30","bgm_M55","101452","0","-70","0.9","1","485","1","1016","10160105","1.15","5","270","101162","1","-10","1","5"
"-30","210","0","-30","bgm_M64","101171","0","-120","0.6","1","-480","0.7","1017","10170101","0.8","1","200","101171","1","10","1","1"
"0","240","0","-30","bgm_M64","101171","0","-120","0.6","1","-260","0.7","1017","10170102","1","2","200","101171","1","10","1","2"
"-10","200","-30","-30","bgm_M64","101171","-15","65","0.9","1","-10","1","1017","10170103","1.4","3","200","101171","1","0","1","3"
"0","200","-30","-30","bgm_M64","101171","0","-110","0.9","1","190","1","1017","10170104","1.3","4","200","101171","1","0","1","4"
"0","250","-50","-30","bgm_M55","101172","-20","-30","1","1","475","1","1017","10170105","1.45","5","200","101172","1","10","1","5"
"-30","210","0","-30","bgm_M64","101171","0","-120","0.6","1","-480","0.7","1018","10180101","0.8","1","100","101191","1","10","1","1"
"0","200","0","-30","bgm_M64","101171","0","-100","0.8","1","-260","1","1018","10180102","1.2","2","100","101191","1","10","1","2"
"-10","200","0","-30","bgm_M64","101171","-5","65","0.6","1","-10","0.8","1018","10180103","0.9","3","100","101191","1","5","1","3"
"0","200","0","-30","bgm_M64","101171","-30","-110","0.9","1","190","1","1018","10180104","1.2","4","100","101191","1","0","1","4"
"-45","280","-50","-30","bgm_M55","101172","0","-70","1.1","1","485","1","1018","10180105","1.3","5","100","101192","1","-10","1","5"
"0","210","0","-30","bgm_M64","101161","0","-120","0.6","1","-480","0.85","1019","10190101","0.8","1","100","101201","1","10","1","1"
"0","240","0","-30","bgm_M64","101161","0","-120","0.75","1","-260","1.1","1019","10190102","1.2","2","100","101201","1","10","1","2"
"-10","200","0","-30","bgm_M64","101161","-15","65","0.8","1","-10","1","1019","10190103","1.1","3","100","101201","1","0","1","3"
"0","200","43","-30","bgm_M64","101161","0","-110","0.7","1","190","1","1019","10190104","1","4","100","101201","1","0","1","4"
"-45","250","-50","-30","bgm_M55","101162","-20","-30","1","1","475","1","1019","10190105","1.45","5","100","101202","1","10","1","5"
"0","210","0","-30","bgm_M64","101161","0","-120","0.6","1","-480","0.85","1020","10200101","0.8","1","100","101291","1","10","1","1"
"0","240","0","-30","bgm_M64","101161","0","-120","0.75","1","-260","1.1","1020","10200102","1.2","2","100","101291","1","10","1","2"
"-10","200","0","-30","bgm_M64","101161","-15","65","0.8","1","-40","1","1020","10200103","1.1","3","100","101291","1","0","1","3"
"0","200","-30","-30","bgm_M64","101161","0","-110","0.8","1","150","1","1020","10200104","1.5","4","100","101291","1","0","1","4"
"30","230","15","-30","bgm_M55","101162","-20","-15","1.1","1","490","1","1020","10200105","1.45","5","100","101292","1","30","1","5"
"-30","210","0","-30","bgm_M64","101161","0","-120","0.58","1","-480","0.7","1021","10210101","0.8","1","100","101301","1","10","1","1"
"0","200","0","-30","bgm_M64","101161","0","-120","0.9","1","-260","1","1021","10210102","1.2","2","100","101301","1","10","1","2"
"-10","200","-30","-30","bgm_M64","101161","0","100","0.93","1","-50","1","1021","10210103","1.4","3","200","101301","1","-10","1","3"
"0","200","15","-30","bgm_M64","101161","0","-100","0.9","1","180","1.3","1021","10210104","1.3","4","100","101301","1","0","1","4"
"-30","270","-15","-30","bgm_M55","101162","-20","-55","1","1","470","1.1","1021","10210105","1.2","5","100","101302","1","10","1","5"
"0","210","0","-30","bgm_M64","101161","0","-130","0.575","1","-450","0.85","1022","10220101","0.8","1","100","101441","1","10","1","1"
"0","200","0","-30","bgm_M64","101161","0","-120","0.75","1","-250","1.1","1022","10220102","1.2","2","100","101441","1","10","1","2"
"-10","200","0","-30","bgm_M64","101161","-15","50","0.8","1","-10","1.1","1022","10220103","1.2","3","100","101441","1","0","1","3"
"0","200","15","-30","bgm_M64","101161","0","-100","0.9","1","180","1.3","1022","10220104","1.3","4","100","101441","1","0","1","4"
"-30","230","-35","-30","bgm_M55","101162","-20","-70","0.95","1","470","1.1","1022","10220105","1.2","5","100","101442","1","10","1","5"
"-30","210","0","-30","bgm_M64","101451","0","-130","0.58","1","-450","0.7","1023","10230101","0.8","1","100","101451","1","10","1","1"
"0","200","0","-30","bgm_M64","101451","0","-120","0.9","1","-250","1","1023","10230102","1.2","2","100","101451","1","10","1","2"
"-10","200","-30","-30","bgm_M64","101451","-15","50","0.9","1","-20","1","1023","10230103","1.4","3","100","101451","1","0","1","3"
"0","200","0","-30","bgm_M64","101451","0","-100","0.8","1","200","0.85","1023","10230104","1","4","100","101451","1","0","1","4"
"-50","290","-35","-30","bgm_M55","101452","0","-70","1.25","1","510","1.4","1023","10230105","1.55","5","100","101452","1","0","1","5"
"-30","210","0","-30","bgm_M64","101451","0","-130","0.58","1","-450","0.7","1024","10240101","0.8","1","100","101561","1","10","1","1"
"0","240","0","-30","bgm_M64","101451","0","-120","0.75","1","-240","1.1","1024","10240102","1.2","2","100","101561","1","0","1","2"
"-10","200","0","-30","bgm_M64","101451","-5","60","0.65","1","-30","1","1024","10240103","1.1","3","100","101561","1","5","1","3"
"0","200","0","-30","bgm_M64","101451","0","-100","0.7","1","180","1","1024","10240104","1.2","4","100","101561","1","0","1","4"
"-50","290","-60","-30","bgm_M55","101452","0","-70","1.25","1","460","1.35","1024","10240105","1.55","5","400","101562","1","0","1","5"
"-30","210","0","-30","bgm_M64","101451","0","-120","0.58","1","-480","0.7","1025","10250101","0.8","1","100","101001","1","10","1","1"
"0","200","0","-30","bgm_M64","101451","0","-120","0.75","1","-260","1.1","1025","10250102","1.2","2","100","101001","1","10","1","2"
"-10","200","0","-30","bgm_M64","101451","-13","0","0.6","1","-40","0.8","1025","10250103","0.9","3","100","101001","1","0","1","3"
"0","200","-30","-30","bgm_M64","101451","0","-50","0.8","1","240","1","1025","10250104","1.5","4","100","101001","1","0","1","4"
"0","250","0","-30","bgm_M55","101452","0","-40","1.2","1","480","1","1025","10250105","1.3","5","100","101011","1","0","1","5"
"-30","210","-25","-30","bgm_M64","101021","0","-130","0.575","1","-450","0.9","1026","10260101","1","1","170","101021","1","10","1","1"
"0","200","0","-30","bgm_M64","101021","0","-120","0.75","1","-250","1","1026","10260102","1.2","2","120","101021","1","10","1","2"
"-10","200","0","-30","bgm_M64","101021","-15","100","1.55","1","-50","2.2","1026","10260103","2.3","3","100","101021","1","0","1","3"
"0","200","43","-30","bgm_M64","101021","0","-70","0.7","1","190","1","1026","10260104","1","4","150","101021","1","0","1","4"
"0","220","0","-30","bgm_M55","101031","0","0","1.4","1","440","1.6","1026","10260105","1.8","5","200","101031","1","0","1","5"
"-30","210","0","-30","bgm_M64","101161","0","-125","0.6","1","-470","0.7","1027","10270101","0.8","1","250","101041","1","10","1","1"
"0","200","0","-30","bgm_M64","101161","0","-95","0.75","1","-210","1","1027","10270102","1.2","2","120","101041","1","10","1","2"
"-10","200","-10","-30","bgm_M64","101161","-15","-120","0.75","1","50","1","1027","10270103","1.2","3","100","101041","1","10","1","3"
"0","200","20","-30","bgm_M64","101162","0","35","0.7","1","195","1","1027","10270104","1.1","4","100","101041","1","0","1","4"
"0","210","-50","-30","bgm_M55","101161","0","-55","1.1","1.3","450","1.35","1027","10270105","1.8","5","150","101042","1","0","1","5"
"0","210","0","-30","bgm_M64","101161","0","-120","0.6","1","-480","0.85","1028","10280101","0.8","1","250","101161","1","10","1","1"
"0","200","0","-30","bgm_M64","101161","0","-100","0.75","1","-260","1.1","1028","10280102","1.2","2","0","101161","1","10","1","2"
"-10","200","0","-30","bgm_M64","101161","-5","65","0.65","1","-10","1","1028","10280103","1.1","3","100","101161","1","5","1","3"
"0","200","0","-30","bgm_M64","101161","0","-110","0.9","1","190","1.3","1028","10280104","1.35","4","100","101161","1","0","1","4"
"-45","280","-50","-30","bgm_M55","101162","-40","-70","0.9","1.3","485","1","1028","10280105","1.15","5","270","101162","1","-10","1","5"
"-30","210","0","-30","bgm_M64","101171","0","-120","0.6","1","-480","0.7","1029","10290101","0.8","1","200","101171","1","10","1","1"
"0","240","0","-30","bgm_M64","101171","0","-120","0.6","1","-260","0.7","1029","10290102","1","2","200","101171","1","10","1","2"
"-10","200","-30","-30","bgm_M64","101171","-15","65","0.9","1","-10","1","1029","10290103","1.4","3","200","101171","1","0","1","3"
"0","200","-30","-30","bgm_M64","101171","0","-110","0.9","1","190","1","1029","10290104","1.3","4","200","101171","1","0","1","4"
"0","250","-50","-30","bgm_M55","101172","-20","-30","1","1","475","1","1029","10290105","1.45","5","200","101172","1","10","1","5"
"-30","210","0","-30","bgm_M64","101171","0","-120","0.6","1","-480","0.7","1030","10300101","0.8","1","100","101191","1","10","1","1"
"0","200","0","-30","bgm_M64","101171","0","-100","0.8","1","-260","1","1030","10300102","1.2","2","100","101191","1","10","1","2"
"-10","200","0","-30","bgm_M64","101171","-5","65","0.6","1","-10","0.8","1030","10300103","0.9","3","100","101191","1","5","1","3"
"0","200","0","-30","bgm_M64","101171","0","-110","0.9","1","190","1","1030","10300104","1.2","4","100","101191","1","0","1","4"
"-45","280","-50","-30","bgm_M55","101172","0","-70","1.1","1","485","1","1030","10300105","1.3","5","200","101192","1","-10","1.2","5"
"0","210","0","-30","bgm_M64","101161","0","-120","0.6","1","-480","0.85","1031","10310101","0.8","1","100","101201","1","10","1","1"
"0","240","0","-30","bgm_M64","101161","0","-120","0.75","1","-260","1.1","1031","10310102","1.2","2","100","101201","1","10","1","2"
"-10","200","0","-30","bgm_M64","101161","-15","65","0.8","1","-10","1","1031","10310103","1.1","3","100","101201","1","0","1","3"
"0","200","43","-30","bgm_M64","101161","0","-110","0.7","1","190","1","1031","10310104","1","4","100","101201","1","0","1","4"
"-45","250","-50","-30","bgm_M55","101162","-20","-30","1","1","475","1","1031","10310105","1.45","5","100","101202","1","10","1","5"
"0","210","0","-30","bgm_M64","101291","0","-120","0.6","1","-480","0.85","1032","10320101","0.8","1","100","101291","1","10","1","1"
"0","240","0","-30","bgm_M64","101291","0","-120","0.75","1","-260","1.1","1032","10320102","1.2","2","100","101291","1","10","1","2"
"-10","200","0","-30","bgm_M64","101291","-15","65","0.9","1","-40","1","1032","10320103","1.3","3","100","101291","1","0","1","3"
"0","200","-30","-30","bgm_M64","101291","0","-110","0.8","1","150","1","1032","10320104","1.3","4","100","101291","1","0","1","4"
"30","230","15","-30","bgm_M55","101292","-20","-15","1.1","1","490","1","1032","10320105","1.45","5","100","101292","1","30","1","5"
"-30","210","0","-30","bgm_M64","101301","0","-120","0.58","1","-480","0.7","1033","10330101","0.8","1","100","101301","1","10","1","1"
"0","200","0","-30","bgm_M64","101301","0","-120","0.9","1","-260","1","1033","10330102","1.2","2","100","101301","1","10","1","2"
"-10","200","-30","-30","bgm_M64","101301","0","100","0.93","1","-50","1","1033","10330103","1.4","3","200","101301","1","-10","1","3"
"0","200","15","-30","bgm_M64","101301","0","-100","0.9","1","100","1","1033","10330104","1.3","4","100","101301","1","0","1","4"
"-30","270","-15","-30","bgm_M55","101302","-20","-55","1","1","470","1.1","1033","10330105","1.2","5","100","101302","1","10","1","5"
"0","210","0","-30","bgm_M64","101161","0","-130","0.575","1","-450","0.85","1034","10340101","0.8","1","100","101441","1","10","1","1"
"0","200","0","-30","bgm_M64","101161","0","-120","0.75","1","-250","0.7","1034","10340102","1","2","200","101441","1","10","1","2"
"-10","200","0","-30","bgm_M64","101161","-15","50","0.8","1","-10","1.1","1034","10340103","1.2","3","100","101441","1","0","1","3"
"0","200","43","-30","bgm_M64","101161","0","-100","0.9","1","180","1","1034","10340104","1","4","150","101441","1","0","1","4"
"-30","230","-35","-30","bgm_M55","101162","-20","-70","0.95","1","470","1.1","1034","10340105","1.2","5","100","101442","1","10","1","5"
"-30","210","0","-30","bgm_M64","101451","0","-130","0.58","1","-450","0.7","1035","10350101","0.8","1","100","101451","1","10","1","1"
"0","200","0","-30","bgm_M64","101451","0","-120","0.9","1","-250","1","1035","10350102","1.2","2","100","101451","1","10","1","2"
"-10","200","-30","-30","bgm_M64","101451","-15","50","0.9","1","-20","1","1035","10350103","1.4","3","100","101451","1","0","1","3"
"0","200","0","-30","bgm_M64","101451","0","-100","0.8","1","200","0.85","1035","10350104","1","4","100","101451","1","0","1","4"
"-50","290","-35","-30","bgm_M55","101452","0","-70","1.25","1","510","1.4","1035","10350105","1.55","5","100","101452","1","0","1.2","5"
"-30","210","0","-30","bgm_M64","101451","0","-130","0.58","1","-450","0.7","1036","10360101","0.8","1","100","101561","1","10","1","1"
"0","240","0","-30","bgm_M64","101451","0","-120","0.75","1","-240","1.1","1036","10360102","1.2","2","100","101561","1","0","1","2"
"-10","200","0","-30","bgm_M64","101451","-5","60","0.65","1","-30","1","1036","10360103","1.1","3","100","101561","1","5","1","3"
"0","200","0","-30","bgm_M64","101451","0","-100","1.1","1","180","1","1036","10360104","1.2","4","100","101561","1","0","1","4"
"-50","290","-60","-30","bgm_M55","101452","0","-70","1.25","1","460","1.35","1036","10360105","1.55","5","400","101562","1","0","1.4","5"
"-30","210","0","-30","bgm_M64","101451","0","-120","0.58","1","-480","0.7","1037","10370101","0.8","1","100","101001","1","10","1","1"
"0","200","0","-30","bgm_M64","101451","0","-120","0.75","1","-260","1.1","1037","10370102","1.2","2","100","101001","1","10","1","2"
"-60","200","-50","-30","bgm_M64","101451","-13","0","0.6","1","-40","0.55","1037","10370103","0.9","3","150","101001","1","0","1.4","3"
"0","200","-30","-30","bgm_M64","101451","0","-50","0.8","1","240","1","1037","10370104","1.3","4","100","101001","1","0","1","4"
"0","250","0","-30","bgm_M55","101452","0","-40","1.2","1","480","1","1037","10370105","1.3","5","100","101011","1","0","1.2","5"
"-30","210","-25","-30","bgm_M64","101021","0","-110","0.575","1","-450","0.9","1038","10380101","1","1","170","101021","1","10","1","1"
"0","200","0","-30","bgm_M64","101021","0","-120","0.75","1","-250","1","1038","10380102","1.2","2","120","101021","1","10","1","2"
