982f32f4d61a923665397c145e8d3b9418c0697e257c107a403d016a2b2b1822,3522536b289834c53e2466b12f2a95f85dc24c1912746330d0c6603a8d886ceb,6205611e7f5ec1ce122e8c5dc64f83f19fe7dd10abd3173102776867b33afc44,e7a406e29a49aa2f82082676dc6424038f1b66eb07a1d10981640d7d9152a634,2c476e7ab70e01fde189aeea1eeef4cd072ae1034d14d8d6e390a66ec684313d,ecdd50a08ec97296565bec115c612e8d233f73757472afed1932e4932a4d465f,07bf0e4202c6470f1b3dada4133befe1008e01c370374b0e33fa5eedba5872ea,18db39efd16eac0f66beac9c009279985d5e9d147858e4ec58602359151306ea,463d17c677c31a1915a38b58d4d1aa7b1554276247f260e5e7cbd6d6f40b4450,ad75e8c80f707c2acb332a791b22f7704d9dde6dfc8f88165239a2986e2272d5,88d1b0763b488312ef1868e8e4da26e107286251bbd47376c1273fece843843c,e0101663aad10c553597f12e74216b39b5642cc1978c1630d5e2a992ebcb36b1,02581098d18b089915bbd4cb16e86d096c2255a7cdec1c0df8d72870ddcd945b,f2f6a0155f7c41336f9c1d9f1cfc12c66060ba5ac6ff8a64653f3069f15a3273,6747db0de413839a4a1f8b6b5c8169259228dd884de2dd6c06c5350c3d08aa24,4688632222b8dedb1911973880c37a381755bd04ed883d3ff37f286dac95426c,3ea59a620ab8a17529b4c0393ab16aa5e861c0398641149d40c00591b74b90ab,6dfe25fec3ec3c288c372a701b81a8680f024bc5be34112d99e8b89698e86f18,a0f5b76b2ece388af64580a8debeed491ecaea29aed2234d17af9aea7943eab3,64581f3c9bda6b32e8c057ddb6ae1c995818931b26ebb68e3bcb788a8ede36fe,42678670a949e17df008e931cc6eb6383aef7f2696ede8a733401dd880178bd9
"130812","1308120","0","0","10","500","0","0","0","0","0","0","0","0","0","-1","600","10","0","0","1"
"130821","1308210","0.5","0","0.15","0","0","0","0","0","0","0","0","0","0","-1","3.3","0.15","0","0","2"
"130822","1308220","50","0","0","0","0","0","0","0","0","0","0","0","0","-1","750","0","0","0","1"
"130831","1308310","0","0","0.25","0","0","0","3","0.05","0.05","0","0","0","0","260","0","0","0","0","2"
"130831","1308311","0","0","0.25","0","0","0","3.4","0","0.05","0","0","0","0","-1","0","0","0","0","261"
"130832","1308320","0","0","15","1000","0","0","500","0","0","0","0","0","0","-1","0","15","0","0","1"
"130841","1308410","0","0","0.25","4","0","0","2.3","0","0","0","0","0","0","-1","0","0.25","0","0","2"
"130842","1308420","0","0","0","700","0","0","700","0","0","0","0","0","0","-1","0","0","0","0","1"
"130851","1308510","0","0","0.4","6.25","0","0","0","0","0","0","0","0","0","-1","0","0.5","0","0","2"
"130852","1308520","0","0","50","1500","0","0","0","0","0","0","0","0","0","-1","0","50","0","0","1"
"130861","1308610","0","0","0","2.5","0","0","0","0","0.05","0","0","0","0","-1","4","0.15","0","0","2"
"130862","1308620","125","0","0","1000","0","0","0","0","0","0","0","0","0","-1","500","0","0","0","1"
"130871","1308710","1","0","0","0","0","0","0","0.05","0","0","0","0","0","260","4.3","0","0","0","2"
"130871","1308711","1","0","0","0","0","0","0","0","0","0","0","0","0","-1","4.7","0","0","0","261"
"130881","1308810","0","0","0.25","0","1.5","0","2.5","0","0","0","0.05","0","0","260","0","0","0","0","2"
"130881","1308811","0","0","0.25","0","1.5","0","2.75","0","0","0","0","0","0","-1","0","0","0","0","261"
"130891","1308910","0","0","0.65","0","0","0","0","0","0","0","0","0","0","-1","1.2","0.15","0","0","2"
"130901","1309010","1.25","0","0","0","0","0","0","0","0","0","0.1","0","0","260","4","0","0","0","2"
"130901","1309011","1.25","0","0","0","0","0","0","0","0","0","0","0","0","-1","4.5","0","0","0","261"
"130902","1309020","0","0","0","2000","0","0","0","0","0","0","0","0","0","-1","500","0","0","0","1"
"130911","1309110","0","0","0","5","0","0","0","0","0","0.25","0","0","0","-1","4","0","0","0","2"
"130912","1309120","0","0","20","1000","0","0","0","0","0","0","2","0","0","-1","0","20","0","0","1"
"130921","1309210","0","0","0","0","0","0","4.4","0.05","0","0","0.1","0","0","260","0","0","0","0","2"
"130921","1309211","0","0","0","0","0","0","5.3","0","0","0","0","0","0","-1","0","0","0","0","261"
"130931","1309310","0","0","0","0","0","0","3.5","0","0","0","0","0","0","-1","0","0","0","1.75","2"
"130941","1309410","0","0","0","0","0","0","4.6","0","0","0","0.15","0","0","260","0","0","0","0","2"
"130941","1309411","0","0","0","0","0","0","5.35","0","0","0","0","0","0","-1","0","0","0","0","261"
"130951","1309510","0","0","0.6","0","0","0","0","0","0","0.25","0","0","0","-1","0","0.35","0","0","2"
"130952","1309520","0","0","40","1600","0","0","0","0","0","0","0","0","0","-1","0","40","0","0","1"
"130961","1309610","2","0","0","0","0","0","0","0","0","0","0","0","0","-1","4.25","0","0","0","2"
"130962","1309620","0","0","0","0","0","0","0","0","0","0","2","0","0","-1","600","0","0","0","1"
"130971","1309710","2","0","0","0","0","0","0","0","0","0.25","0","0","0","-1","1.65","0","0","0","2"
"130981","1309810","0","0","0.1","0","0","0","2.6","0","0","0","0.05","0","0","260","0","0.4","0","0","2"
"130981","1309811","0","0","0.1","0","0","0","2.85","0","0","0","0","0","0","-1","0","0.4","0","0","261"
"130991","1309910","0","0","0","0","0","0","4.8","0","0","0.3","0.05","0","0","260","0","0","0","0","2"
"130991","1309911","0","0","0","0","0","0","5.05","0","0","0.3","0","0","0","-1","0","0","0","0","261"
"131001","1310010","0","0","0","0","0","0","0","0.05","0","0","0","0","0","260","4.8","0","0","0","2"
"131001","1310011","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","5.2","0","0","0","261"
"131002","1310020","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","1200","0","0","0","1"
"131011","1310110","0","0","0.05","0","0","0","4","0","0","0.3","0","0","0","-1","0","0.05","0","0","2"
"131012","1310120","0","0","0","0","0","0","350","0","0","0","0","0","0","-1","0","0","0","150","1"
"131031","1310310","0","0","0","0","1.5","0","0","0","0","0","0","0","0","-1","4","0","0","0","2"
"131032","1310320","0","0","0","900","0","0","0","0","0","0","2","0","0","-1","0","0","0","0","1"
"131041","1310410","1","0","0","0","0","0","0","0","0","0","0.05","0","0","260","4.4","0","0","0","2"
"131041","1310411","1","0","0","0","0","0","0","0","0","0","0","0","0","-1","4.65","0","0","0","261"
"131042","1310420","0","0","30","500","0","0","0","0","0","0","0","0","0","-1","500","30","0","0","1"
"131051","1310510","1.4","0","0","0","0","0","0","0","0","0","0","0","0","-1","4.5","0","0","0","2"
"131052","1310520","0","0","10","0","0","0","0","0","0","0","0","0","0","-1","900","30","0","0","1"
"131061","1310610","0","0","0","0","0","0","3.9","0.05","0","0","0","0","0","260","0","0","0","0.9","2"
"131061","1310611","0","0","0","0","0","0","4.3","0","0","0","0","0","0","-1","0","0","0","0.9","261"
"131062","1310620","0","0","10","0","0","0","900","0","0","0","0","0","0","-1","0","30","0","0","1"
"131071","1310710","1.2","0","0","0","0","0","0","0","0","0","0","0","0","-1","4.55","0","0","0","2"
"131072","1310720","80","0","30","500","0","0","0","0","0","0","0","0","0","-1","0","30","0","0","1"
"131081","1310810","1.75","0","0","0","0","0","0","0","0","0","0.1","0","0","260","3.85","0","0","0","2"
"131081","1310811","1.75","0","0","0","0","0","0","0","0","0","0","0","0","-1","4.35","0","0","0","261"
"131091","1310910","2","0","0","0","0","0","0","0","0","0","0.05","0","0","260","3.95","0","0","0","2"
"131091","1310911","2","0","0","0","0","0","0","0","0","0","0","0","0","-1","4.2","0","0","0","261"
"131101","1311010","0","10","0","0","1.5","0","2.8","0.05","0","0","0","0","0","260","0","0","0","0","2"
"131101","1311011","0","10","0","0","1.5","0","3.2","0","0","0","0","0","0","-1","0","0","0","0","261"
"131111","1311110","0","0","0","0","0","0","4.8","0.05","0","0","0","0","0","260","0","0","0","0","2"
"131111","1311111","0","0","0","0","0","0","5.2","0","0","0","0","0","0","-1","0","0","0","0","261"
"131112","1311120","0","0","20","0","0","0","500","0","0","0","0","0","0","-1","0","20","0","0","1"
"131121","1311210","0","0","0","0","0","0.05","0","0","0","0","0","0","0","300","2.5","0.2","0","0","2"
"131121","1311211","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","2.5","0.3","0","0","301"
"131122","1311220","0","0","30","1000","0","0","0","0","0","0","0","0","0","-1","500","30","0","0","1"
"131131","1311310","0","0","0.6","0","0","0","0","0","0","0","0.1","0","0","260","1.65","0","0","0","2"
"131131","1311311","0","0","0.6","0","0","0","0","0","0","0","0","0","0","-1","2.15","0","0","0","261"
"131132","1311320","100","0","0","0","0","0","0","0","0","0","0","0","0","-1","500","0","0","0","1"
"131141","1311410","0","0","0","0","1.5","0","3.75","0.05","0","0","0","0","0","260","0","0","0","0","2"
"131141","1311411","0","0","0","0","1.5","0","4.15","0","0","0","0","0","0","-1","0","0","0","0","261"
"131151","1311510","1","0","0","0","0","0","0","0.05","0","0","0","0","0","260","4.3","0","0","0","2"
"131151","1311511","1","0","0","0","0","0","0","0","0","0","0","0","0","-1","4.7","0","0","0","261"
"131152","1311520","0","0","0","0","0","0","0","0","0","0","2","0","0","-1","1200","0","0","0","1"
"131161","1311610","0","0","0","14.5","0","0","0","0","0","0.2","0","0","0","-1","0","0.6","0","0","2"
"131162","1311620","0","0","20","1000","0","0","0","0","0","0","0","0","0","-1","0","20","0","0","1"
"131171","1311710","0","0","0","5","0","0","3.75","0","0","0","0.1","0","0","260","0","0","0","0.4","2"
"131171","1311711","0","0","0","5","0","0","4.25","0","0","0","0","0","0","-1","0","0","0","0.4","261"
"131172","1311720","0","0","0","4000","0","0","0","0","0","0","0","0","0","-1","0","0","0","0","1"
"131181","1311810","0.75","0","0","10","0","0","0","0","0","0","0.05","0","0","260","3.5","0","0","0","2"
"131181","1311811","0.75","0","0","10","0","0","0","0","0","0","0","0","0","-1","3.75","0","0","0","261"
"131191","1311910","0","0","0.5","1.5","0","0","0","0","0","0","0.05","0","0","260","0","0.45","0","0","2"
"131191","1311911","0","0","0.5","3.6","0","0","0","0","0","0","0","0","0","-1","0","0.45","0","0","261"
"131201","1312010","0","0","0","0","1.25","0","3.7","0","0","0","0","0","0","-1","0","0","0","0.5","2"
"131211","1312110","0","0","0","0","0","0","3.35","0","0","0.5","0.15","0","0","260","0","0","0","0","2"
"131211","1312111","0","0","0","0","0","0","4.1","0","0","0.5","0","0","0","-1","0","0","0","0","261"
"131212","1312120","0","0","10","800","0","0","700","0","0","0","0","0","0","-1","0","10","0","0","1"
"131221","1312210","0","0","0.3","0","0","0","2.6","0","0","0","0","0","0","-1","0","0.2","0","0","2"
"131222","1312220","0","0","15","300","0","0","0","0","0","0","0","0","0","-1","0","15","0","150","1"
"131231","1312310","2","0","0","0","0","0","0","0","0","0","0","0","0","-1","4.2","0","0","0","2"
"131232","1312320","0","0","15","500","0","0","0","0","0","0","0","0","0","-1","600","18","0","0","1"
"131241","1312410","1.7","0","0","0","0","0","0","0","0","0","0.05","0","0","260","4.1","0","0","0","2"
"131241","1312411","1.7","0","0","0","0","0","0","0","0","0","0","0","0","-1","4.35","0","0","0","261"
"131251","1312510","0","0","0.4","11","0","0","0","0","0","0","0","0","0","-1","0","0.4","0","0","2"
"131261","1312610","0","0","0","0","0","0","4.5","0","0","0","0","0","0","-1","0","0","0","0.8","2"
"131271","1312710","1.25","0","0","0","0","0","0","0","0","0","0.1","0","0","260","3.9","0","0","0","2"
"131271","1312711","1.25","0","0","0","0","0","0","0","0","0","0","0","0","-1","4.4","0","0","0","261"
"131281","1312810","1.3","0","0","0","0","0","0","0","0","0","0","0","0","-1","4.35","0","0","0","2"
"131291","1312910","1.5","0","0","0","0","0","0","0","0","0","0.05","0","0","260","4","0","0","0","2"
"131291","1312911","1.5","0","0","0","0","0","0","0","0","0","0","0","0","-1","4.25","0","0","0","261"
"131301","1313010","0","0","0","10.5","0","0.15","0","0.05","0","0","0","0","0","260","0","0.5","0","0","2"
"131301","1313011","0","0","0","13.85","0","0.15","0","0","0","0","0","0","0","300","0","0.5","0","0","261"
"131301","1313012","0","0","0","13.85","0","0","0","0","0","0","0","0","0","-1","0","0.7","0","0","301"
"131311","1313110","0.65","0","0","0","0","0","0","0","0","0","0","0","0","-1","4.7","0","0","0","2"
"131312","1313120","0","0","30","1000","0","0","0","0","0","0","0","0","0","-1","500","30","0","0","1"
"131321","1313210","0","0","0","0","0","0","4.1","0","0","0","0.1","0","0","260","0","0","0","0.4","2"
"131321","1313211","0","0","0","0","0","0","4.6","0","0","0","0","0","0","-1","0","0","0","0.4","261"
"131331","1313310","0","0","0","0","0","0","4.55","0","0","0","0.1","0","0","260","0","0","0","0","2"
"131331","1313311","0","0","0","0","0","0","5.05","0","0","0","0","0","0","-1","0","0","0","0","261"
"131332","1313320","0","0","15","1000","0","0","750","0","0","0","0","0","0","-1","0","15","0","0","1"
"131341","1313410","0","0","0","0","0","0","4.4","0","0","0","0","0","0","-1","0","0","0","0.65","2"
"131342","1313420","0","0","0","0","0","0","1200","0","0","0","0","0","0","-1","0","0","0","0","1"
"131351","1313510","0","0","0.6","0","0","0","1.5","0","0","0","0.1","0","0","260","0","0","0","0","2"
"131351","1313511","0","0","0.6","0","0","0","2","0","0","0","0","0","0","-1","0","0","0","0","261"
"131361","1313610","0","0","0","5","0","0","0","0","0","0","0","0","0","-1","4.45","0","0","0","2"
"131362","1313620","50","0","60","0","0","0","0","0","0","0","0","0","0","-1","475","60","0","0","1"
"131371","1313710","0","0","0","0","0","0","4","0","0","0","0.1","0","0","260","0","0","0","0.65","2"
"131371","1313711","0","0","0","0","0","0","4.5","0","0","0","0","0","0","-1","0","0","0","0.65","261"
"131381","1313810","0","0","0","15","0","0","3.2","0","0","0","0.05","0","0","260","0","0","0","0","2"
"131381","1313811","0","0","0","15","0","0","3.45","0","0","0","0","0","0","-1","0","0","0","0","261"
"131391","1313910","0","0","0.45","3.75","0","0","0","0","0","0","0.05","0","0","260","0","0.45","0","0","2"
"131391","1313911","0","0","0.45","5.85","0","0","0","0","0","0","0","0","0","-1","0","0.45","0","0","261"
"131401","1314010","0.6","0","0","0","0","0","0","0","0","0","0.05","0","0","260","4.75","0","0","0","2"
"131401","1314011","0.6","0","0","0","0","0","0","0","0","0","0","0","0","-1","5","0","0","0","261"
"131411","1314110","1","0","0","0","0","0","0","0","0","0","0","0","0","-1","4.7","0","0","0","2"
"131421","1314210","0.6","0","0","0","0","0","0","0","0","0","0","0","0","-1","4.9","0","0","0","2"
"131431","1314310","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","3.5","0","0","3.75","2"
"131441","1314410","0.75","0","0","0","0","0","0","0","0","0","0","0","0","-1","4.6","0","0","0","2"
"131451","1314510","0.75","0","0","0","0","0","0","0","0","0.3","0","0","0","-1","4.25","0","0","0","2"
"131461","1314610","0","0","0","5","0","0","0","0","0","0","0.05","0","0","260","4.2","0","0","0","2"
"131461","1314611","0","0","0","5","0","0","0","0","0","0","0","0","0","-1","4.45","0","0","0","261"
"131471","1314710","0","0","0.2","0","0","0","0","0","0","0","0","0","0","-1","3.05","0.2","0","0","2"
"131501","1315010","0","0","0","0","0","0","4.25","0","0","0.3","0.05","0","0","260","0","0","0","0","2"
"131501","1315011","0","0","0","0","0","0","4.5","0","0","0.3","0","0","0","-1","0","0","0","0","261"
