e557a927119a2fb6ba04574aff19567c7290e7c4a7dcaeec803a939377078857,acf0bbeb0ed41ab23f4f9eb32e70d6c4f060ef4921ebab6562e3acf8860271cd,68a9cf43ab5a1664044ed6137c043c002daca4747f0650d831fdf71ac862c7f7,6db7a9ac51a6f9b3c642062d8936d78afd800bebe5551961fb3b7aa38c1b3881,859d901806e59dbf52af3460d8f938e7ce4f6bf2e603e53d2a2c79f8c1f92731,9e671dd3b04800aec2f88d11b2ca0ec8b203a4de04377adf6e2218dd25c557d5,37defc4c95ad9f818f9ae58945e6a68223e548d9f1d7daabdf078c05e96a9644,daeaf77639c56956e64b1f60c67e746abb05dddf0f3273f120ca6636ee0f4bd8,706c83a75bd745b3ca2a807bd4f36b75b520fe662a9fda71231cb52fa8226fbd,dab500fff279defccbf313d8466e2f5ac4694dddfbe43df101d060e13555a0d1,0023a1f07a62df94c39a53677847aea87f8ae66e11f011f447fd4853c3ff947f,664e19a4de48c60a814eabcff60968a41185da5b49e19968d5f625d606f0d1e6,8327a8cc11c9185144be49d598c8649e3f090d9c78857d5bc9d219884fe472ce,9426f08e5fb7fc3f150db6c74def6ea2975ce6aabe698a86a63cef1f6010991e
"0","20006201","王城蘭德索爾","0","0","0","201","bgm_M128","0","20006","bgm_M128","0","0","1"
"1","20007101","蘭德索爾郊外","0","0","0","201","bgm_M135","0","20007","bgm_M135","0","0","1"
"2","20007102","靈界","0","208","202","201","bgm_M29","0","20007","bgm_M29","1","80","1"
"3","20007103","蘭德索爾中央地區","1","209","202","201","bgm_M135","0","20007","bgm_M135","1","0","1"
"1","20007201","蘭德索爾郊外","31","0","0","201","bgm_M135","0","20007","bgm_M135","0","0","1"
"0","20008101","蘭德索爾近郊","0","0","0","201","bgm_M162","35","20008","bgm_M162","0","0","1"
"0","20008201","蘭德索爾近郊","0","0","0","201","bgm_M162","0","20008","bgm_M162","0","0","1"
"1","20009101","咲戀育幼院","11","0","0","201","bgm_M171","110","20009","bgm_M171","0","0","1"
"1","20009201","王城蘭德索爾","0","0","0","201","bgm_M171","0","20009","bgm_M171","0","0","1"
"1","20010101","往神殿的參道","0","0","0","201","bgm_M182","1","20010","bgm_M182","0","180","1"
"1","20010201","往神殿的參道","0","0","0","201","bgm_M182","0","20010","bgm_M182","0","0","1"
"1","20011101","王城蘭德索爾","0","0","0","201","bgm_M189","0","20011","bgm_M189","0","0","1"
"2","20011102","廚房競技場","0","0","0","201","bgm_M189","110","20011","bgm_M189","0","0","1"
"1","20011201","廚房競技場","0","0","0","201","bgm_M189","0","20011","bgm_M189","0","0","1"
"1","20012101","王城蘭德索爾","0","0","0","201","bgm_M206","115","20012","bgm_M206","0","0","1"
"1","20012201","王城蘭德索爾","0","0","0","201","bgm_M206","0","20012","bgm_M206","0","0","1"
"1","20013101","加托羅斯山","0","0","0","201","bgm_M215","100","20013","bgm_M215","0","0","1"
"2","20013102","光之裂縫","11","208","202","201","bgm_M215","0","20013","bgm_M215","1","0","1"
"1","20013201","光之裂縫","0","0","0","201","bgm_M215","0","20013","bgm_M215","0","0","1"
"1","20014101","大江戶町","0","0","0","201","bgm_M223","120","20014","bgm_M223","0","0","1"
"1","20014201","大江戶町","0","0","0","201","bgm_M223","0","20014","bgm_M223","0","0","1"
"1","20015101","晴雨海灘","12","0","0","201","bgm_M237","98","20015","bgm_M237","0","0","1"
"0","20015201","晴雨海灘","0","0","0","201","bgm_M237","0","20015","bgm_M237","0","0","1"
"0","20016101","真步真步王國避暑聖地？","0","0","0","201","bgm_M245_02","150","20016","bgm_M245","0","0","1"
"0","20016201","真步真步王國避暑聖地？","0","0","0","201","bgm_M245_02","0","20016","bgm_M245","0","0","1"
"1","20017101","聖德蕾莎女子學院","0","0","0","201","bgm_M254","70","20017","bgm_M254","0","0","1"
"0","20017201","聖德蕾莎女子學院","0","0","0","201","bgm_M254","0","20017","bgm_M254","0","0","1"
"1","20018101","鬼屋附近地區","0","0","0","201","bgm_M265_Top","0","20018","bgm_M265","0","0","1"
"2","20018102","鬼魂墓地","0","0","202","201","bgm_M265_Top","0","20018","bgm_M265","1","0","1"
"1","20018201","鬼魂墓地","0","0","0","201","bgm_M265_Top","0","20018","bgm_M265","0","0","1"
"0","20019101","艾爾皮斯島 開墾營地一帶","0","0","0","201","bgm_M273","90","20019","bgm_M273","0","0","1"
"0","20019201","艾爾皮斯島 開墾營地一帶","0","0","0","201","bgm_M273","0","20019","bgm_M273","0","0","1"
"1","20020101","王都蘭德索爾 郊外","0","0","0","201","bgm_M281","0","20020","bgm_M281","0","0","1"
"2","20020102","王都蘭德索爾 中央廣場","11","0","0","201","bgm_M281","0","20020","bgm_M281","0","0","1"
"1","20020201","王都蘭德索爾 中央廣場","0","0","0","201","bgm_M281","0","20020","bgm_M281","0","0","1"
"1","20021101","公會競速賽　1區→2區","0","0","0","201","bgm_M294","30","20021","bgm_M294","0","0","1"
"2","20021102","公會競速賽　3區→4區","0","0","0","201","bgm_M294","30","20021","bgm_M294","0","0","1"
"1","20021201","公會競速賽　3區→4區","0","0","0","201","bgm_M294","0","20021","bgm_M294","0","0","1"
"1","20022101","王城蘭德索爾","0","0","0","201","bgm_M316","87","20022","bgm_M316","0","0","1"
"1","20022201","王城蘭德索爾","0","0","0","201","bgm_M316","0","20022","bgm_M316","0","0","1"
"1","20023101","聖德蕾莎女子學院","0","0","0","201","bgm_M343","45","20023","bgm_M343","0","0","1"
"0","20023201","聖德蕾莎女子學院","0","0","0","201","bgm_M343","0","20023","bgm_M343","0","0","1"
"1","20024101","伊麗莎白牧場","0","0","0","201","bgm_M351","0","20024","bgm_M351","0","0","1"
"2","20024102","王城蘭德索爾","0","0","0","201","bgm_M351","0","20024","bgm_M351","0","0","1"
"3","20024103","伊麗莎白牧場","0","0","0","201","bgm_M351","0","20024","bgm_M351","0","0","1"
"1","20024201","伊麗莎白牧場","0","0","0","201","bgm_M351","0","20024","bgm_M351","0","0","1"
"0","20025101","不可思議之國","0","0","0","201","bgm_M375","200","20025","bgm_M375","0","0","1"
"0","20025201","不可思議之國","0","0","0","201","bgm_M375","100","20025","bgm_M375","0","0","1"
"1","20026101","祈願海岸周圍","0","0","0","201","bgm_M380A","90","20026","bgm_M380A","0","0","1"
"2","20026102","繁星降臨的銀河","0","0","0","201","bgm_M380B_02","0","20026","bgm_M380B","0","0","1"
"0","20026201","繁星降臨的銀河","0","0","0","201","bgm_M380B_02","0","20026","bgm_M380B","0","0","1"
"0","20027101","海灘運動公園","0","0","0","201","bgm_M393","115","20027","bgm_M393","0","0","1"
"0","20027201","海灘運動公園","0","0","0","201","bgm_M393","0","20027","bgm_M393","0","0","1"
"1","20028101","王城蘭德索爾","0","0","0","201","bgm_M403","80","20028","bgm_M403","0","0","1"
"1","20028201","王城蘭德索爾","0","0","0","201","bgm_M403","0","20028","bgm_M403","0","0","1"
"0","20029101","萬聖節樂園","0","0","0","201","bgm_M413","128","20029","bgm_M413","0","0","1"
"0","20029201","萬聖節樂園","0","0","0","201","bgm_M413","0","20029","bgm_M413","0","0","1"
"1","20030101","王城蘭德索爾","0","0","0","201","bgm_M421","80","20030","bgm_M421","0","0","1"
"1","20030201","王城蘭德索爾","0","0","0","201","bgm_M421","0","20030","bgm_M421","0","0","1"
"1","20031101","名媛初登夢想秘境會場","0","0","0","201","bgm_M426","60","20031","bgm_M426","0","0","1"
"1","20031201","名媛初登夢想秘境會場","0","0","0","201","bgm_M426","0","20031","bgm_M426","0","0","1"
"1","20032101","港小鎮‧大間","0","0","0","201","bgm_M435","100","20032","bgm_M435","0","0","1"
"1","20032201","港小鎮‧大間","0","0","0","201","bgm_M435","0","20032","bgm_M435","0","0","1"
"1","20033101","蘭德索爾近郊","0","0","0","201","bgm_M442A","70","20033","bgm_M442A","0","0","1"
"0","20033201","蘭德索爾近郊","0","0","0","201","bgm_M442A","0","20033","bgm_M442A","0","0","1"
"0","20034101","精靈族之村　純淨的森林","0","0","0","201","bgm_M442B","25","20034","bgm_M442B","0","0","1"
"0","20034201","精靈族之村　純淨的森林","0","0","0","201","bgm_M442B","0","20034","bgm_M442B","0","0","1"
"1","20035101","蘭德索爾近郊","0","0","0","201","bgm_M451","0","20035","bgm_M451","0","0","1"
"2","20035102","邊境之地","0","0","0","201","bgm_M451","0","20035","bgm_M451","0","0","1"
"0","20035201","邊境之地","0","0","0","201","bgm_M451","0","20035","bgm_M451","0","0","1"
"1","20036101","聖德蕾莎女子學院 聖學祭會場","0","0","0","201","bgm_M457","91","20036","bgm_M457","0","0","1"
"0","20036201","聖德蕾莎女子學院 聖學祭會場","0","0","0","201","bgm_M457","0","20036","bgm_M457","0","0","1"
"1","20037101","不同時間軸的蘭德索爾","0","0","0","201","bgm_M467","90","20037","bgm_M467","0","0","1"
"2","20037102","時光隧道","0","0","0","201","bgm_M467","0","20037","bgm_M467","0","0","1"
"0","20037201","時光隧道","0","0","0","201","bgm_M467","0","20037","bgm_M467","0","0","1"
"1","20038101","玩具工廠","0","0","0","201","bgm_M478_Lofi","0","20038","bgm_M478","0","40","1"
"2","20038102","王城蘭德索爾","0","0","0","201","bgm_M478_Lofi","0","20038","bgm_M478","0","0","1"
"0","20038201","王城蘭德索爾","0","0","0","201","bgm_M478_Lofi","0","20038","bgm_M478","0","0","1"
"1","20039101","王城蘭德索爾","0","0","0","201","bgm_M486","0","20039","bgm_M486","0","0","1"
"2","20039102","某座無人島","0","0","0","201","bgm_M486","58","20039","bgm_M486","0","0","1"
"3","20039103","王城蘭德索爾","0","0","0","201","bgm_M486","0","20039","bgm_M486","0","0","1"
"0","20039201","王城蘭德索爾","0","0","0","201","bgm_M486","0","20039","bgm_M486","0","0","1"
"1","20040101","慈樂之音夏日演唱會會場","0","0","0","201","bgm_M496","100","20040","bgm_M496","0","0","1"
"0","20040201","慈樂之音夏日演唱會會場","0","0","0","201","bgm_M496","0","20040","bgm_M496","0","0","1"
"1","20041101","王城蘭德索爾","0","0","0","201","bgm_M508","0","20041","bgm_M508","0","0","1"
"2","20041102","大江戶町","0","0","0","201","bgm_M508","45","20041","bgm_M508","0","0","1"
"0","20041201","大江戶町","0","0","0","201","bgm_M508","0","20041","bgm_M508","0","0","1"
"1","20042101","王城蘭德索爾","0","0","0","201","bgm_M520","128","20042","bgm_M520","0","0","1"
"2","20042102","王城蘭德索爾","0","0","0","201","bgm_M520","0","20042","bgm_M520","0","0","1"
"1","20042201","王城蘭德索爾","31","0","0","201","bgm_M520","0","20042","bgm_M520","0","0","1"
"1","20043101","王城蘭德索爾","0","0","0","201","bgm_M527","40","20043","bgm_M527","0","0","1"
"2","20043102","蘭德索爾近郊","0","0","0","201","bgm_M527","0","20043","bgm_M527","0","0","1"
"0","20043201","蘭德索爾近郊","0","0","0","201","bgm_M527","0","20043","bgm_M527","0","0","1"
"1","20044101","甜點大賽會場","0","0","0","201","bgm_M536","70","20044","bgm_M536","0","0","1"
"0","20044201","甜點大賽會場","0","0","0","201","bgm_M536","0","20044","bgm_M536","0","0","1"
"1","20045101","蘭德索爾近郊","0","0","0","201","bgm_M543","0","20045","bgm_M543","0","0","1"
"2","20045102","港小鎮‧大間","0","0","0","201","bgm_M543","0","20045","bgm_M543","0","0","1"
"3","20045103","塔帕斯海灘 周邊","0","0","0","201","bgm_M543","0","20045","bgm_M543","0","0","1"
"4","20045104","加托羅斯山","0","0","0","201","bgm_M543","0","20045","bgm_M543","0","0","1"
"0","20045201","加托羅斯山","0","0","0","201","bgm_M543","0","20045","bgm_M543","0","0","1"
"1","20046101","王城蘭德索爾","0","0","0","201","bgm_M552_03","0","20046","bgm_M552","0","0","1"
"2","20046102","蘭德索爾近郊","0","0","0","201","bgm_M552_03","0","20046","bgm_M552","0","0","1"
"3","20046103","伊麗絲樹海","0","0","0","201","bgm_M552_03","0","20046","bgm_M552","0","0","1"
"4","20046104","佛洛拉湖畔","0","0","0","201","bgm_M552_03","0","20046","bgm_M552","0","0","1"
"0","20046201","佛洛拉湖畔","0","0","0","201","bgm_M552_03","0","20046","bgm_M552","0","0","1"
"1","20047101","王城蘭德索爾","0","0","0","201","bgm_M553","40","20047","bgm_M553","0","0","1"
"2","20047102","世界之間的夾縫","0","0","0","201","bgm_M553","0","20047","bgm_M553","0","0","1"
"0","20047201","世界之間的夾縫","0","0","0","201","bgm_M553","0","20047","bgm_M553","0","0","1"
"1","20048101","咲戀育幼院內","0","0","0","201","bgm_M565","0","20048","bgm_M565","0","0","1"
"2","20048102","伊麗莎白牧場　牧場溫泉","0","0","0","201","bgm_M565","0","20048","bgm_M565","0","0","1"
"0","20048201","伊麗莎白牧場　牧場溫泉","0","0","0","201","bgm_M565","0","20048","bgm_M565","0","0","1"
"1","20049101","蘭德索爾郊外","0","0","0","201","bgm_M574","0","20049","bgm_M574","0","0","1"
"2","20049102","賭場大廳","0","0","0","201","bgm_M574","0","20049","bgm_M574","0","0","1"
"0","20049201","賭場大廳","0","0","0","201","bgm_M574","0","20049","bgm_M574","0","0","1"
"1","20050101","遭詛咒的海盜島","0","0","0","201","bgm_M582","0","20050","bgm_M582","0","0","1"
"0","20050201","遭詛咒的海盜島","0","0","0","201","bgm_M582","0","20050","bgm_M582","0","0","1"
"1","20051101","露營領域","0","0","0","201","bgm_M595","128","20051","bgm_M595","0","0","1"
"0","20051201","露營領域","0","0","0","201","bgm_M595","0","20051","bgm_M595","0","0","1"
"1","20052101","王城蘭德索爾","0","0","0","201","bgm_M601","0","20052","bgm_M601","0","0","1"
"2","20052102","夏日遊戲度假村","0","0","0","201","bgm_M601","80","20052","bgm_M601","0","0","1"
"0","20052201","夏日遊戲度假村","0","0","0","201","bgm_M601","0","20052","bgm_M601","0","0","1"
"1","20053101","小小邂逅的海岸","0","0","0","201","bgm_M608","0","20053","bgm_M608","0","0","1"
"2","20053102","小小甜心秘密基地附近","0","0","0","201","bgm_M608","0","20053","bgm_M608","0","0","1"
"3","20053103","小小邂逅的海岸","0","0","0","201","bgm_M608","0","20053","bgm_M608","0","0","1"
"0","20053201","小小邂逅的海岸","0","0","0","201","bgm_M608","0","20053","bgm_M608","0","0","1"
"1","20054101","邁向邊境的旅程","0","0","0","201","bgm_M618","0","20054","bgm_M618","0","0","1"
"2","20054102","世界盡頭森林","0","0","0","201","bgm_M618","30","20054","bgm_M618","0","0","1"
"0","20054201","世界盡頭森林","0","0","0","201","bgm_M618","0","20054","bgm_M618","0","0","1"
"1","20055101","蘭祭會場","0","0","0","201","bgm_M623","115","20055","bgm_M623","0","0","1"
"1","20055201","蘭祭會場","0","0","0","201","bgm_M623","0","20055","bgm_M623","0","0","1"
"1","20056101","王城蘭德索爾","0","0","0","201","bgm_M630","0","20056","bgm_M630","0","0","1"
"2","20056102","和平活動之路","0","0","0","201","bgm_M630","30","20056","bgm_M630","0","0","1"
"0","20056201","和平活動之路","0","0","0","201","bgm_M630","0","20056","bgm_M630","0","0","1"
