962a6581dce25cb7a5be5c458ff8c0a17e109f47560a83c5f7148b19d06daf2d,b1cfb16fd4831668276f0c960bbc67eb8758ffff3d403a0a60e2e23ca185f49e,d42747b3d9a37437d5ecbeef298103da88b31aa174d7d7d68cfceff14017ef97,85cee415daff6fdedff7052c60fb97b1ea4ecc81bd63896eb6defc89b8f6fd57,c560e343854e9d21c5a2a48ffdfc42052969e199c1de0157bca8064b0402c8e7,7f4c2b1829cf162f1d5bd6a202e2904a853ec962510255f9dd7f6ea194796201,2ba7e4508d48e5c382d782dad3d57fb38c1356e8c59e4846dc89de1ddbc90b6c,26dc470ce1b9ad129d7235d993b9c66881cdc5f00ff621c067d57c1aea23ebfb,c8da5298467221f08eec71f6c699416dd55cd5e3bb80ff984cdd1add9aa9b8ae,2e1e177a65fe6242561bfad3e9df8321194facac9013e4d1a8365f7d1ba2ea2c,0ff6d4daf2d854e600d412fc14856692fb3da1948840ef14185ae3291077e40a,1aa6f861efa8fdc209637490eea41c1ce35406680da74f916de44eb2458ba384
"0","100700201","0","1007002","0","0","4","0.8","1","0","1","0"
"vo_svd_0201","100700202","0","1007002","0","0","2","0","0","vo_svd","2","0"
"0","100700203","237","1007002","0","0.865","1","0","0","0","3","1"
"0","100700204","0","1007002","0","0","4","1.516","1","0","4","0"
"0","100700205","314","1007002","0","1.013","1","0","0","0","5","2"
"0","100700206","0","1007002","0","0","4","0.973","1","0","6","0"
"0","100700207","314","1007002","314","0.755","1","0","0","0","7","2"
"0","100700208","0","1007002","0","0","4","2.018","1","0","8","0"
"vo_svd_0202","100700209","0","1007002","0","0","2","0","0","vo_svd","9","0"
"0","100700210","76","1007002","0","0.541","1","0","0","0","10","3"
"0","100700211","0","1007002","0","0","4","0.517","1","0","11","0"
"0","100700212","330","1007002","76","0.992","1","0","0","0","12","3"
"0","100700213","0","1007002","0","0","4","0.792","1","0","13","0"
"0","100700214","0","1007002","0","0.751","1","0","0","0","14","4"
"0","100700215","0","1007002","0","0","4","1.887","1","0","15","0"
"vo_svd_0203","100700216","0","1007002","0","0","2","0","0","vo_svd","16","0"
"0","100700217","160","1007002","0","1.482","1","0","0","0","17","4"
"0","100700218","0","1007002","0","0","4","0.858","1","0","18","0"
"0","100700219","268","1007002","160","1.255","1","0","0","0","19","4"
"0","100700220","0","1007002","0","0","4","2.752","1","0","20","0"
"vo_svd_0204","100700221","0","1007002","0","0","2","0","0","vo_svd","21","0"
"0","100700222","336","1007002","0","1.827","1","0","0","0","22","5"
"0","100700223","0","1007002","0","0","4","1.654","1","0","23","0"
"0","100700224","364","1007002","0","1.773","1","0","0","0","24","6"
"0","100700225","0","1007002","0","0","4","2.5","1","0","25","0"
"0","100700301","0","1007003","0","0","4","0.8","1","0","1","0"
"vo_svd_0301","100700302","0","1007003","0","0","2","0","0","vo_svd","2","0"
"0","100700303","232","1007003","0","1.205","1","0","0","0","3","1"
"0","100700304","0","1007003","0","0","4","1.739","1","0","4","0"
"0","100700305","355","1007003","232","1.278","1","0","0","0","5","1"
"0","100700306","0","1007003","0","0","4","0.687","1","0","6","0"
"0","100700307","0","1007003","0","0.735","1","0","0","0","7","2"
"0","100700308","0","1007003","0","0","4","2.357","1","0","8","0"
"vo_svd_0302","100700309","0","1007003","0","0","2","0","0","vo_svd","9","0"
"0","100700310","364","1007003","0","1.542","1","0","0","0","10","2"
"0","100700311","0","1007003","0","0","4","1.9","1","0","11","0"
"0","100700312","336","1007003","0","1.82","1","0","0","0","12","3"
"0","100700313","0","1007003","0","0","4","1.754","1","0","13","0"
"0","100700314","255","1007003","0","1.133","1","0","0","0","14","4"
"0","100700315","0","1007003","0","0","4","2.697","1","0","15","0"
"vo_svd_0303","100700316","0","1007003","0","0","2","0","0","vo_svd","16","0"
"0","100700317","336","1007003","0","1.827","1","0","0","0","17","5"
"0","100700318","0","1007003","0","0","4","2.182","1","0","18","0"
"0","100700319","275","1007003","0","1.186","1","0","0","0","19","6"
"0","100700320","0","1007003","0","0","4","2.842","1","0","20","0"
"vo_svd_0304","100700321","0","1007003","0","0","2","0","0","vo_svd","21","0"
"0","100700322","336","1007003","0","2.067","1","0","0","0","22","7"
"0","100700323","0","1007003","0","0","4","1.844","1","0","23","0"
"0","100700324","364","1007003","0","2.068","1","0","0","0","24","8"
"0","100700325","0","1007003","0","0","4","2.5","1","0","25","0"
"0","100700401","0","1007004","0","0","4","0.8","1","0","1","0"
"vo_svd_0401","100700402","0","1007004","0","0","2","0","0","vo_svd","2","0"
"0","100700403","180","1007004","0","1.105","1","0","0","0","3","1"
"0","100700404","0","1007004","0","0","4","1.504","1","0","4","0"
"0","100700405","313","1007004","180","0.62","1","0","0","0","5","1"
"0","100700406","0","1007004","0","0","4","0.554","1","0","6","0"
"0","100700407","122","1007004","0","0.728","1","0","0","0","7","2"
"0","100700408","0","1007004","0","0","4","2.154","1","0","8","0"
"vo_svd_0402","100700409","0","1007004","0","0","2","0","0","vo_svd","9","0"
"0","100700410","334","1007004","122","1.051","1","0","0","0","10","2"
"0","100700411","0","1007004","0","0","4","0.915","1","0","11","0"
"0","100700412","91","1007004","0","0.927","1","0","0","0","12","3"
"0","100700413","0","1007004","0","0","4","1.701","1","0","13","0"
"0","100700414","360","1007004","91","0.905","1","0","0","0","14","3"
"0","100700415","0","1007004","0","0","4","0.816","1","0","15","0"
"0","100700416","329","1007004","0","1.249","1","0","0","0","16","4"
"0","100700417","0","1007004","0","0","4","1.252","1","0","17","0"
"0","100700418","268","1007004","0","0.987","1","0","0","0","18","5"
"0","100700419","0","1007004","0","0","4","2.864","1","0","19","0"
"vo_svd_0403","100700420","0","1007004","0","0","2","0","0","vo_svd","20","0"
"0","100700421","336","1007004","0","2.056","1","0","0","0","21","6"
"0","100700422","0","1007004","0","0","4","1.844","1","0","22","0"
"0","100700423","364","1007004","0","1.963","1","0","0","0","23","7"
"0","100700424","0","1007004","0","0","4","2.5","1","0","24","0"
"0","100700501","0","1007005","0","0","4","0.8","1","0","1","0"
"vo_svd_0501","100700502","0","1007005","0","0","2","0","0","vo_svd","2","0"
"0","100700503","329","1007005","0","1.741","1","0","0","0","3","1"
"0","100700504","0","1007005","0","0","4","2.972","1","0","4","0"
"vo_svd_0502","100700505","0","1007005","0","0","2","0","0","vo_svd","5","0"
"0","100700506","320","1007005","0","1.539","1","0","0","0","6","2"
"0","100700507","0","1007005","0","0","4","1.258","1","0","7","0"
"0","100700508","320","1007005","320","0.762","1","0","0","0","8","2"
"0","100700509","0","1007005","0","0","4","2.583","1","0","9","0"
"vo_svd_0503","100700510","0","1007005","0","0","2","0","0","vo_svd","10","0"
"0","100700511","336","1007005","0","1.131","1","0","0","0","11","3"
"0","100700512","0","1007005","0","0","4","1.924","1","0","12","0"
"0","100700513","336","1007005","0","1.131","1","0","0","0","13","4"
"0","100700514","0","1007005","0","0","4","1.924","1","0","14","0"
"0","100700515","329","1007005","0","1.868","1","0","0","0","15","5"
"0","100700516","0","1007005","0","0","4","3.266","1","0","16","0"
"vo_svd_0504","100700517","0","1007005","0","0","2","0","0","vo_svd","17","0"
"0","100700518","275","1007005","0","1.269","1","0","0","0","18","6"
"0","100700519","0","1007005","0","0","4","2.653","1","0","19","0"
"vo_svd_0505","100700520","0","1007005","0","0","2","0","0","vo_svd","20","0"
"0","100700521","336","1007005","0","2.056","1","0","0","0","21","7"
"0","100700522","0","1007005","0","0","4","1.844","1","0","22","0"
"0","100700523","364","1007005","0","1.965","1","0","0","0","23","8"
"0","100700524","0","1007005","0","0","4","2.5","1","0","24","0"
"0","100700601","0","1007006","0","0","4","0.8","1","0","1","0"
"vo_svd_0601","100700602","0","1007006","0","0","2","0","0","vo_svd","2","0"
"0","100700603","336","1007006","0","1.875","1","0","0","0","3","1"
"0","100700604","0","1007006","0","0","4","3.353","1","0","4","0"
"vo_svd_0602","100700605","0","1007006","0","0","2","0","0","vo_svd","5","0"
"0","100700606","336","1007006","0","1.734","1","0","0","0","6","2"
"0","100700607","0","1007006","0","0","4","1.665","1","0","7","0"
"0","100700608","201","1007006","0","1.035","1","0","0","0","8","3"
"0","100700609","0","1007006","0","0","4","1.893","1","0","9","0"
"0","100700610","354","1007006","201","0.821","1","0","0","0","10","3"
"0","100700611","0","1007006","0","0","4","0.664","1","0","11","0"
"0","100700612","367","1007006","0","1.361","1","0","0","0","12","4"
"0","100700613","0","1007006","0","0","4","1.108","1","0","13","0"
"0","100700614","259","1007006","0","1.269","1","0","0","0","14","5"
"0","100700615","0","1007006","0","0","4","3.112","1","0","15","0"
"vo_svd_0603","100700616","0","1007006","0","0","2","0","0","vo_svd","16","0"
"0","100700617","336","1007006","0","2.056","1","0","0","0","17","6"
"0","100700618","0","1007006","0","0","4","1.844","1","0","18","0"
"0","100700619","364","1007006","0","1.965","1","0","0","0","19","7"
"0","100700620","0","1007006","0","0","4","2.5","1","0","20","0"
"0","100700701","0","1007007","0","0","4","0.8","1","0","1","0"
"vo_svd_0701","100700702","0","1007007","0","0","2","0","0","vo_svd","2","0"
"0","100700703","147","1007007","0","0.926","1","0","0","0","3","1"
"0","100700704","0","1007007","0","0","4","1.549","1","0","4","0"
"0","100700705","345","1007007","147","1.457","1","0","0","0","5","1"
"0","100700706","0","1007007","0","0","4","1.228","1","0","6","0"
"0","100700707","0","1007007","0","0.762","1","0","0","0","7","2"
"0","100700708","0","1007007","0","0","4","2.221","1","0","8","0"
"vo_svd_0702","100700709","0","1007007","0","0","2","0","0","vo_svd","9","0"
"0","100700710","120","1007007","0","0.969","1","0","0","0","10","2"
"0","100700711","0","1007007","0","0","4","0.747","1","0","11","0"
"0","100700712","336","1007007","120","1.785","1","0","0","0","12","2"
"0","100700713","0","1007007","0","0","4","1.932","1","0","13","0"
"0","100700714","35","1007007","0","0.385","1","0","0","0","14","3"
"0","100700715","0","1007007","0","0","4","0.5","1","0","15","0"
"0","100700716","336","1007007","35","1.436","1","0","0","0","16","3"
"0","100700717","0","1007007","0","0","4","2.164","1","0","17","0"
"0","100700718","356","1007007","0","1.928","1","0","0","0","18","4"
"0","100700719","0","1007007","0","0","4","1.673","1","0","19","0"
"0","100700720","259","1007007","0","1.269","1","0","0","0","20","5"
"0","100700721","0","1007007","0","0","4","3.156","1","0","21","0"
"vo_svd_0703","100700722","0","1007007","0","0","2","0","0","vo_svd","22","0"
"0","100700723","336","1007007","0","2.077","1","0","0","0","23","6"
"0","100700724","0","1007007","0","0","4","1.841","1","0","24","0"
"0","100700725","364","1007007","0","1.965","1","0","0","0","25","7"
"0","100700726","0","1007007","0","0","4","2.5","0","0","26","0"
"0","100700801","0","1007008","0","0","4","0.8","1","0","1","0"
"vo_svd_0801","100700802","0","1007008","0","0","2","0","0","vo_svd","2","0"
"0","100700803","356","1007008","0","2.027","1","0","0","0","3","1"
"0","100700804","0","1007008","0","0","4","3.309","1","0","4","0"
"vo_svd_0802","100700805","0","1007008","0","0","2","0","0","vo_svd","5","0"
"0","100700806","336","1007008","0","1.879","1","0","0","0","6","2"
"0","100700807","0","1007008","0","0","4","3.041","1","0","7","0"
"vo_svd_0803","100700808","0","1007008","0","0","2","0","0","vo_svd","8","0"
"0","100700809","336","1007008","0","1.848","1","0","0","0","9","3"
"0","100700810","0","1007008","0","0","4","1.437","1","0","10","0"
"0","100700811","168","1007008","0","0.796","1","0","0","0","11","4"
"","100700812","0","1007008","0","0","4","2.532","1","","12","0"
"vo_svd_0804","100700813","0","1007008","0","0","2","0","0","vo_svd","13","0"
"0","100700814","299","1007008","0","1.002","1","0","0","0","14","5"
"0","100700815","0","1007008","0","0","4","2.164","1","0","15","0"
"0","100700816","115","1007008","0","1.574","1","0","0","0","16","6"
"0","100700817","0","1007008","0","0","4","2.164","1","0","17","0"
"0","100700818","280","1007008","115","1.269","1","0","0","0","18","6"
"0","100700819","0","1007008","0","0","4","2.5","1","0","19","0"
"0","100700901","0","1007009","0","0","4","0.8","1","0","1","0"
"vo_svd_0901","100700902","0","1007009","0","0","2","0","0","vo_svd","2","0"
"0","100700903","356","1007009","0","2.285","1","0","0","0","3","1"
"0","100700904","0","1007009","0","0","4","2.031","1","0","4","0"
"0","100700905","215","1007009","0","1.362","1","0","0","0","5","2"
"0","100700906","0","1007009","0","0","4","2.479","1","0","6","0"
"vo_svd_0902","100700907","0","1007009","0","0","2","0","0","vo_svd","7","0"
"0","100700908","356","1007009","0","2.004","1","0","0","0","8","3"
"0","100700909","0","1007009","0","0","4","1.804","1","0","9","0"
"0","100700910","185","1007009","0","2.026","1","0","0","0","10","4"
"0","100700911","0","1007009","0","0","4","2.473","1","0","11","0"
"0","100700912","338","1007009","185","0.518","1","0","0","0","12","4"
"0","100700913","0","1007009","0","0","4","0.556","1","0","13","0"
"0","100700914","336","1007009","0","2.021","1","0","0","0","14","5"
"0","100700915","0","1007009","0","0","4","1.713","1","0","15","0"
"0","100700916","250","1007009","0","1.513","1","0","0","0","16","6"
"0","100700917","0","1007009","0","0","4","1.981","1","0","17","0"
"vo_svd_0903","100700918","0","1007009","0","0","2","0","0","vo_svd","18","0"
"0","100700919","220","1007009","0","1.672","1","0","0","0","19","7"
"0","100700920","0","1007009","0","0","4","1.924","1","0","20","0"
"0","100700921","338","1007009","220","0.796","1","0","0","0","21","7"
"","100700922","0","1007009","0","0","4","1.832","1","","22","0"
"vo_svd_0904","100700923","0","1007009","0","0","2","0","0","vo_svd","23","0"
"0","100700924","77","1007009","0","0.703","1","0","0","0","24","8"
"0","100700925","0","1007009","0","0","4","1.523","1","0","25","0"
"vo_svd_0905","100700926","0","1007009","0","0","2","0","0","vo_svd","26","0"
"0","100700927","218","1007009","77","1.198","1","0","0","0","27","8"
"0","100700928","0","1007009","0","0","4","1.764","1","0","28","0"
"vo_svd_0906","100700929","0","1007009","0","0","2","0","0","vo_svd","29","0"
"0","100700930","336","1007009","0","2.335","1","0","0","0","30","9"
"0","100700931","0","1007009","0","0","4","3.423","1","0","31","0"
"vo_svd_0907","100700932","0","1007009","0","0","2","0","0","vo_svd","32","0"
"0","100700933","61","1007009","0","0.682","1","0","0","0","33","10"
"0","100700934","0","1007009","0","0","4","1.357","1","0","34","0"
"0","100700935","336","1007009","61","2.106","1","0","0","0","35","10"
"0","100700936","0","1007009","0","0","4","1.43","1","0","36","0"
"0","100700937","336","1007009","0","2.283","1","0","0","0","37","11"
"0","100700938","0","1007009","0","0","4","2.989","1","0","38","0"
"vo_svd_0908","100700939","0","1007009","0","0","2","0","0","vo_svd","39","0"
"0","100700940","322","1007009","0","1.978","1","0","0","0","40","12"
"0","100700941","0","1007009","0","0","4","1","1","0","41","0"
"0","100701001","0","1007010","0","0","4","0.8","1","0","1","0"
"vo_svd_1001","100701002","0","1007010","0","0","2","0","0","vo_svd","2","0"
"0","100701003","356","1007010","0","2.705","1","0","0","0","3","1"
"0","100701004","0","1007010","0","0","4","3.154","1","0","4","0"
"0","100701005","49","1007010","0","0.918","1","0","0","0","5","2"
"0","100701006","0","1007010","0","0","4","1.231","1","0","6","0"
"0","100701007","356","1007010","49","1.672","1","0","0","0","7","2"
"0","100701008","0","1007010","0","0","4","3.307","1","0","8","0"
"vo_svd_1002","100701009","0","1007010","0","0","2","0","0","vo_svd","9","0"
"0","100701010","336","1007010","0","0.835","1","0","0","0","10","3"
"0","100701011","0","1007010","0","0","4","1.164","1","0","11","0"
"0","100701012","336","1007010","336","1.623","1","0","0","0","12","3"
"0","100701013","0","1007010","0","0","4","1.712","1","0","13","0"
"0","100701014","356","1007010","0","2.294","1","0","0","0","14","4"
"0","100701015","0","1007010","0","0","4","2.186","1","0","15","0"
"0","100701016","0","1007010","0","2.184","1","0","0","0","16","5"
"0","100701017","0","1007010","0","0","4","3.034","1","0","17","0"
"vo_svd_1003","100701018","0","1007010","0","0","2","0","0","vo_svd","18","0"
"0","100701019","356","1007010","0","2.704","1","0","0","0","19","5"
"0","100701020","0","1007010","0","0","4","2.522","1","0","20","0"
"0","100701021","162","1007010","0","1.005","1","0","0","0","21","6"
"0","100701022","0","1007010","0","0","4","2.617","1","0","22","0"
"vo_svd_1004","100701023","0","1007010","0","0","2","0","0","vo_svd","23","0"
"0","100701024","223","1007010","0","0.975","1","0","0","0","24","7"
"0","100701025","0","1007010","0","0","4","1.202","1","0","25","0"
"0","100701026","340","1007010","223","1.214","1","0","0","0","26","7"
"0","100701027","0","1007010","0","0","4","1.187","1","0","27","0"
"0","100701028","345","1007010","0","2.043","1","0","0","0","28","8"
"0","100701029","0","1007010","0","0","4","3.356","1","0","29","0"
"vo_svd_1005","100701030","0","1007010","0","0","2","0","0","vo_svd","30","0"
"0","100701031","155","1007010","0","1.862","1","0","0","0","31","9"
"0","100701032","0","1007010","0","0","4","2.285","1","0","32","0"
"vo_svd_1006","100701033","0","1007010","0","0","2","0","0","vo_svd","33","0"
"0","100701034","128","1007010","0","0.682","1","0","0","0","34","10"
"0","100701035","0","1007010","0","0","4","1.529","1","0","35","0"
"0","100701036","240","1007010","128","1.042","1","0","0","0","36","10"
"0","100701037","0","1007010","0","0","4","2.384","1","0","37","0"
"vo_svd_1007","100701038","0","1007010","0","0","2","0","0","vo_svd","38","0"
"0","100701039","181","1007010","0","1.106","1","0","0","0","39","11"
"0","100701040","0","1007010","0","0","4","1.891","1","0","40","0"
"0","100701041","290","1007010","181","1.322","1","0","0","0","41","11"
"0","100701042","0","1007010","0","0","4","1","1","0","42","0"
