9c86a245d833e7fc0d5cbf3e0ae7cdaf1f0f8cff9b243f1e936884f5289959a7,40f96a6d3df874fec20d42c8467eec946bf8a8f54208d3ab388a03df79ed7ee0,758f10ed33fc7c5b8b9cc5621c821b8b1b91e64e181e2bee31bd168f51f907e8,63b8f6b24dc28710c70510ee6fc4bcac256310f3b018d03b5bfa3e29b5dc8ba9,140204f269b6a4a283727858f8ebc599d091d200c68c8e32d5800cf5815621a0,132fead58d86cd6e5879fd2ae2aba5e0ffbeeff8e2dce016c1444c06a9d7d397,628efc75680adf65141906ec7b475d38649f69df0b0909fd6274a3e0f31b387d,a2b8544cba7ad0febe8a67ba8f75e31d444b879b9784dc15a75d15b036c59680,bd93cd43eb4a2ee4d20c6cc1556b0c7ad2c53ed4fc7b1f4b1eec6d655a36b45f,4b4735e9eccdb292fe8e8c2cb90c661035d270a9974d81b37d78e1cb1843efc4,64b96a7f16de060f19fa522958364e6e2e9a61b7be8b7e71748188d1c438c6fe,3229de6002bee8129f8868fbe22d793d3052690a5553918459c5562ec0cd838b,6aa24e1b56b1f82cf54fc8e61e490c4d9c3cdf0795fab43089cb9c78e7d60e10
"1","批准","0","反對","0","0","討伐","0","0","0","制裁","3120006","1"
"0","Dam","0","Salt Water","0","0","Distilled Water","1","0","0","Sea","3120007","1"
"0","豪華的","0","性感的","0","0","悠閒的","1","0","0","美味多汁的","3120008","1"
"1","提神物","0","茶點","0","0","重新再來","1","0","0","精力恢復","3120010","1"
"1","古怪的","0","大量的","0","0","熟悉的","0","0","0","古樸的","3120011","1"
"1","見異思遷","0","三心二意","0","0","七上八下","1","0","0","見獵心喜","3120012","0"
"0","滄海桑田","0","百折不撓","0","1","精衛填海","1","0","0","滴水穿石","3120013","1"
"0","灰身滅智","0","愁山悶海","0","0","豆重榆瞑","1","0","0","眉頭不伸","3120014","1"
"1","心花怒放","0","大喜若狂","0","0","幸災樂禍","1","0","0","樂嗟苦咄","3120015","0"
"1","孜孜不倦","0","宵衣旰食","0","1","夙興夜寐","1","0","0","席不暇暖","3120016","0"
"0","混帳精靈族","0","羅莉老太婆","0","0","該死眼鏡女","1","0","0","垃圾貓","3121001","1"
"0","鏡子","0","物件","0","0","阿瓦隆","1","0","0","創造","3121002","1"
"0","沈腰潘鬢","0","秀色可餐","0","0","龐眉皓髮","1","0","0","仙姿玉色","3130001","1"
"1","袖手旁觀","0","視若無睹","0","0","視如草芥","1","0","0","視如敝屣","3130002","0"
"0","五里夢中","0","前所未聞","0","0","嫌妻良母","1","0","0","四面受敵","3130004","1"
"0","自炊自擂","0","專心一意","0","0","一期一繪","1","0","0","光明正大","3130005","1"
"1","千鈞一髮","0","眉開眼笑","0","0","單刀直人","1","0","0","山明水秀","3130006","1"
"1","垂頭喪氣","0","三人成虎","0","0","惺味盎然","1","0","0","三位一體","3130007","1"
"0","如箭在弦","0","一髮千鈞","0","1","當風秉燭","1","0","0","間不容髮","3130010","1"
"1","下坂走丸","0","順水推舟","0","1","洪爐燎髮","0","0","0","如魚得水","3130011","1"
"0","漏泄春光","0","連枝比翼","0","1","伉儷情深","1","0","0","山盟海誓","3130013","0"
"1","老馬識途","0","事不師古","0","1","身經百戰","0","0","0","見多識廣","3130014","1"
"1","水火不容","0","針鋒相對","0","1","龍爭虎鬥","1","0","0","白眉赤眼","3130016","0"
"0","戰記","0","煉獄","0","0","真空","1","0","0","血盟","3131001","1"
"0","旅行","0","絕頂","0","0","妄想","1","0","0","銷魂","3131002","1"
"1","黃瓜","0","番茄","0","0","白蘿蔔","1","0","0","茄子","3210001","1"
"0","肝臟","0","肺","0","0","心臟","1","0","0","腎臟","3210002","1"
"1","循環系統","0","呼吸系統","0","0","排泄系統","1","0","0","消化系統","3210003","1"
"0","海參","0","烏賊","0","0","海葵","1","0","0","章魚","3210005","1"
"0","山豬","0","袋鼠","0","0","樹懶","1","0","0","無尾熊","3210006","1"
"0","臭蟲","0","火金姑","0","0","月娘","1","0","0","丹鳥","3210008","1"
"0","斑緣點藍蝶","0","斑緣點粉蝶","0","0","斑緣點赤蝶","1","0","0","白粉蝶","3210009","1"
"0","食指","0","小指","0","0","拇指","1","0","0","中指","3210010","1"
"0","C型","0","A型","0","0","D型","1","0","0","B型","3210011","1"
"0","寄居蟹","0","蜆","0","0","蝦子","1","0","0","蛤蜊","3210013","1"
"0","獅子","0","兔子","0","0","狼","1","0","0","馬","3210014","1"
"0","熊","0","犀牛","0","0","無尾熊","1","0","0","鹿","3210015","1"
"0","禊","0","鈴奈","0","0","咲戀","1","0","0","初音","3211001","1"
"1","祈梨","0","帆稀","0","0","美冬","1","0","0","嘉夜","3211002","1"
"0","螞蟻","0","蜈蚣","0","0","水黽","1","0","0","蜘蛛","3220001","1"
"0","青蛙","0","蝗蟲","0","0","人類","1","0","0","蚯蚓","3220002","1"
"0","飛魚","0","鹿角魚","0","0","鮟鱇魚","1","0","0","岩魚","3220003","1"
"0","金魚","0","孔雀魚","0","0","青鱂魚","1","0","0","鬥魚","3220006","1"
"0","向日葵","0","鬱金香","0","0","蒲公英","1","0","0","風信子","3220007","1"
"1","藍鯨","0","露脊鯨","0","0","鯨鯊","1","0","0","抹香鯨","3220009","1"
"1","日本松雀鷹","0","台灣黑熊","0","0","亞洲錦蛙","1","0","0","穿山甲","3220011","1"
"1","草莓","0","西瓜","0","0","香蕉","1","0","0","哈密瓜","3220012","1"
"1","二氧化碳","0","水","0","0","氧氣","1","0","0","光照","3220013","1"
"1","團藻","0","水綿","0","0","寬翅紡織娘","1","0","0","蚤狀溞","3220014","1"
"1","西施","0","吉娃娃","0","0","索馬利","1","0","0","巴哥","3220015","1"
"0","海蟑螂","0","綠介殼蟲","0","0","眼蟲","1","0","0","毛毛蟲","3220016","1"
"0","優花梨","0","莫妮卡","0","0","鏡華","1","0","0","美美","3221001","1"
"1","莫妮卡","0","智","0","0","初音","1","0","0","栞","3221002","1"
"0","老鼠","0","牛","0","0","獅子","1","0","0","羊","3230001","1"
"1","獅子","0","海鷗","0","1","老虎","0","0","0","山貓","3230004","1"
"1","牙骨質","0","象牙質","0","0","牙齦","1","0","0","琺瑯質","3230005","1"
"1","台灣藍鵲","0","帝雉","0","0","黑面琵鷺","1","0","0","藍腹鷴","3230006","1"
"1","單瓣型","0","白頭翁開","0","0","羅塞塔型","1","0","0","仙人掌型","3230007","1"
"0","海豚","0","鱷魚","0","0","日本獼猴","1","0","0","山椒魚","3230008","1"
"0","兀鷲","0","飛鼠","0","0","雕鴞","1","0","0","蝙蝠","3230010","1"
"0","企鵝","0","鼯鼠","0","0","鴕鳥","1","0","0","海豚","3230011","1"
"1","蝙蝠","0","壁虎","0","1","蝸牛","0","0","0","蠑螈","3230012","1"
"1","腹","0","頭","0","0","屁股","1","0","0","胸","3230013","1"
"1","白枕鶴","0","燕子","0","0","麻雀","1","0","0","大天鵝","3230014","1"
"0","蝙蝠","0","蛇","0","0","人類","1","0","0","烏龜","3230016","1"
"0","貪吃佩可","0","可可蘿","0","0","凱留","1","0","0","雪菲","3231001","1"
"1","帆稀","0","可可蘿","0","0","拉比林斯達","1","0","0","怜","3231002","1"
"0","1","0","2","0","0","3","1","0","0","4","3310001","1"
"0","銅","0","銀","0","0","金","1","0","0","鋁","3310003","1"
"1","英吋","0","公尺","0","0","法拉","1","0","0","尺","3310005","1"
"1","正切","0","正弦","0","0","多切","1","0","0","餘弦","3310006","1"
"1","長方形","0","正方形","0","0","扇形","1","0","0","菱形","3310007","1"
"0","827","0","405","0","0","112","1","0","0","215","3310008","1"
"1","D","0","L","0","0","A","1","0","0","E","3310009","1"
"1","金","0","鐵","0","1","銀","0","0","0","鋁","3310010","1"
"0","蒸餾水","0","肥皂水","0","0","硝酸","1","0","0","氫氧化鈉水溶液","3310012","1"
"1","綠色","0","紅色","0","0","桃色","1","0","0","深藍色","3310013","1"
"0","4","0","6","0","0","3","1","0","0","5","3310014","1"
"1","15:9","0","10:6","0","0","12:8","1","0","0","4:1","3310015","0"
"1","蘭德索爾","0","索爾之塔","0","0","帕菲之城城鎮","1","0","0","大間","3311001","1"
"0","索爾之塔","0","FUN FUN農場","0","0","大間","1","0","0","帕菲之城城鎮","3311002","1"
"1","捲積雲","0","魚鱗雲","0","0","蜘蛛雲","1","0","0","積雨雲","3320001","1"
"1","織女星","0","天津四","0","0","心宿二","1","0","0","牛郎星","3320002","1"
"1","抗力點","0","支點","0","0","交點","1","0","0","施力點","3320003","1"
"1","輻射","0","傳導","0","0","反射","1","0","0","對流","3320004","1"
"1","111111","0","111","0","0","1111","1","0","0","11111","3320005","0"
"1","綠色","0","紅色","0","0","黃色","1","0","0","藍色","3320007","1"
"1","海王星","0","地球","0","0","冥王星","1","0","0","天王星","3320008","1"
"0","小犬座","0","天鵝座","0","0","大犬座","1","0","0","天鷹座","3320010","1"
"0","鹽水","0","檸檬果汁","0","0","氨水溶液","1","0","0","鹽酸","3320011","1"
"0","氧氣","0","氯","0","0","二氧化碳","1","0","0","溴","3320014","1"
"0","顏色為水藍色","0","與氧混合燃燒會發出聲響","0","0","會發出刺鼻味道","1","0","0","為最輕的氣體","3320015","1"
"0","1","0","3","0","0","0","1","0","0","2","3320016","1"
"0","墨丘利財團","0","小小甜心","0","0","王宮騎士團","1","0","0","月光學院","3321001","1"
"0","美膚效果","0","清涼效果","0","0","保溫效果","1","0","0","鼻喉保濕效果","3321002","1"
"1","大熊座","0","大犬座","0","0","綿羊座","1","0","0","豺狼座","3330001","1"
"0","牛郎星","0","參宿四","0","0","天狼星","1","0","0","參宿七","3330002","1"
"1","安山岩","0","流紋岩","0","0","閃長岩","1","0","0","玄武岩","3330003","1"
"0","鋁","0","鈣","0","0","鉀","1","0","0","鎂","3330004","1"
"0","氮","0","氧","0","0","氫","1","0","0","碳","3330007","1"
"0","根號1000","0","10的二次方","0","0","6!","1","0","0","2×2×5×5","3330010","1"
"0","2×3×4","0","4+5+6","0","0","112÷7","1","0","0","根號225","3330011","1"
"1","氧","0","碳","0","0","氮","1","0","0","氫","3330012","1"
"0","硫酸","0","鹽酸","0","0","氫氧化鈉","1","0","0","硝酸","3330013","1"
"0","熱力","0","強核力","0","1","電磁力","1","0","0","弱核力","3330014","1"
"0","矽","0","氟","0","0","氮","1","0","0","氯","3330015","1"
"1","富勒烯","0","石墨","0","0","臭氧","1","0","0","鑽石","3330016","1"
"0","刻瑞斯森林","0","卡斯塔利亞樹林","0","0","伊麗絲樹海","1","0","0","佩特羅大森林","3331001","1"
"1","柔卡絲塔岩山","0","席歐涅樹林","0","0","阿爾巴岸堤","1","0","0","赫里克巨木","3331002","1"
"1","廚房","0","浴室","0","0","玄關","1","0","0","廁所","3410001","1"
"0","移民署","0","國防部","0","0","警政署","1","0","0","教育部","3410002","1"
"1","報紙","0","雜誌","0","0","螢光燈","1","0","0","瓦楞紙","3410003","1"
"1","藍色","0","金色","0","0","銀色","1","0","0","綠色","3410004","1"
"1","蘇伊士運河","0","巴拿馬運河","0","1","基爾運河","1","0","0","塞馬運河","3410005","0"
"1","黃色","0","紅色","0","0","紫色","1","0","0","藍色","3410006","1"
"1","回收","0","減少使用","0","0","重新開始","1","0","0","廢物利用","3410007","1"
"1","孫","0","妻","0","0","摯友","1","0","0","祖父","3410008","1"
"1","切片","0","切末","0","0","切手","1","0","0","切絲","3410010","1"
"1","豆漿","0","納豆","0","0","豆瓣醬","1","0","0","豆腐","3410011","1"
"1","粉紅胡椒","0","黑胡椒","0","0","紅胡椒","1","0","0","白胡椒","3410013","1"
"1","茉莉","0","烏龍","0","0","藍山","1","0","0","普洱","3410015","1"
"1","日和","0","優衣","0","0","香織","1","0","0","怜","3411001","1"
"1","鏡華","0","美美","0","0","優妮","1","0","0","禊","3411002","1"
"1","天然氣","0","石油","0","0","木柴","1","0","0","煤","3420001","1"
"1","行政","0","司法","0","0","憲法","1","0","0","立法","3420002","1"
"0","電車車費","0","電費","0","0","報紙費","1","0","0","水費","3420003","1"
"1","富貴有餘","0","闔家平安","0","0","黃道吉日","1","0","0","財源廣進","3420004","1"
"1","晴時多雲","0","陰時多雲","0","0","多霧時陰","1","0","0","多雲時陰","3420005","1"
"1","４號電池","0","１號電池","0","0","７號電池","1","0","0","３號電池","3420007","1"
"1","電動螺絲起子","0","組合型螺絲起子","0","0","心型起子","1","0","0","鐘錶起子","3420009","1"
"1","凍豆腐","0","嫩豆腐","0","0","吞豆腐","1","0","0","老豆腐","3420010","1"
"1","優格","0","起司","0","0","美乃滋","1","0","0","奶油","3420011","1"
"1","火腿蛋鬆餅","0","歐姆蛋","0","0","薄切生肉","1","0","0","炒蛋","3420012","1"
"0","口米","0","粳米","0","0","酢米","1","0","0","糯米","3420014","1"
"1","冷麥麵","0","烏龍麵","0","0","蕎麥麵","1","0","0","義大利直麵","3420015","1"
"1","鏡華","0","美美","0","0","碧","1","0","0","禊","3421001","1"
"0","巡遊轉蛋","0","珍稀轉蛋","0","0","飯糰轉蛋","1","0","0","稀有轉蛋","3421002","1"
"0","G","0","E","0","0","P","1","0","0","Z","3430001","1"
"0","加拿大","0","希臘","0","1","土耳其","1","0","0","法國","3430002","1"
"1","高血脂","0","高血壓","0","0","高血栓","1","0","0","高血糖","3430004","1"
"1","布袋","0","惠比壽","0","0","達摩","1","0","0","大黑天","3430005","1"
"1","震動","0","地層下陷","0","0","流感","1","0","0","噪音","3430007","1"
"1","輪椅坡道","0","輪椅","0","0","電扶梯","1","0","0","助行器","3430008","1"
"0","小學三年級生","0","剛出生半年","0","0","國中三年級生","1","0","0","幼稚園兒童","3430009","1"
"1","蛋","0","醋","0","0","牛奶","1","0","0","油","3430010","1"
"1","啤酒","0","燒酎","0","0","紅酒","1","0","0","威士忌","3430011","1"
"1","V","0","C","0","1","D","1","0","0","F","3430012","0"
"1","白蘿蔔","0","芹菜","0","0","香菜","1","0","0","鼠田草","3430013","1"
"1","燕麥片","0","玉米片","0","0","莎樂美腸","1","0","0","穀麥","3430015","1"
"0","旗子不能讓出","0","絕不退讓的夏日遊戲","0","0","沙灘的公主殿下","1","0","0","夏日遊戲的霸者","3431001","1"
"1","海岸屹立不搖的4號","0","海岸的4號見習隊員","0","0","噗吉好球","1","0","0","海岸的強棒","3431002","1"
"1","西洋棋","0","黑白棋","0","0","將棋","1","0","0","圍棋","3510001","1"
"1","直笛","0","尺八","0","0","小提琴","1","0","0","長笛","3510002","1"
"1","尺八","0","太鼓","0","0","網路","1","0","0","單簧管","3510003","1"
"1","主教","0","兵","0","0","大將","1","0","0","皇后","3510004","1"
"1","砲","0","將","0","0","槍","1","0","0","車","3510005","1"
"1","飛鏢","0","大富翁","0","0","撲克牌","1","0","0","扭扭遊戲","3510006","1"
"1","１","0","３","0","0","２","1","0","0","４","3510007","1"
"1","槓","0","碰","0","0","自摸","1","0","0","吃","3510008","1"
"0","Ti","0","Fa","0","0","Mi","1","0","0","La","3510009","1"
"0","管風琴","0","小提琴","0","0","長笛","1","0","0","低音提琴","3510013","1"
"1","三角鐵","0","鈴鼓","0","0","貝斯","1","0","0","定音鼓","3510014","1"
"0","小號","0","長笛","0","0","低音號","1","0","0","低音管","3510015","1"
"0","","1","","2","0","","1","3","4","","3511001","1"
"1","記憶碎片","0","公主寶珠","0","0","公主之心","1","0","0","純淨記憶碎片","3511002","1"
"0","演員","0","欠行","0","0","順子","1","0","0","將軍","3520001","1"
"1","麻將","0","骰寶","0","0","花牌","1","0","0","雙六","3520002","1"
"0","螺絲起子","0","血腥瑪麗","0","0","琴通寧","1","0","0","紅眼啤酒","3520003","1"
"1","大提琴","0","中提琴","0","0","吉他","1","0","0","小提琴","3520004","1"
"1","用筷子刺食物","0","舉筷不定","0","0","蓋筷","1","0","0","吃到一半把筷子平放在碗上","3520005","1"
"1","漫才","0","相聲","0","1","歌舞伎","0","0","0","落語","3520006","1"
"1","小麥","0","馬鈴薯","0","0","燕麥","1","0","0","玉米","3520009","1"
"1","Electric","0","Upright","0","0","Great","1","0","0","Grand","3520010","1"
"0","桃","0","櫻","0","0","椿","1","0","0","梅","3520011","1"
"0","K","0","C","0","0","Q","1","0","0","D","3520012","1"
"1","灰色","0","黑色","0","0","紅色","1","0","0","白色","3520015","1"
"1","V","0","S","0","0","E","1","0","0","U","3520016","1"
"0","巧克力","0","香草","0","0","草莓","1","0","0","薄荷","3521001","1"
"1","奇異果","0","草莓","0","0","哈密瓜","1","0","0","葡萄","3521002","1"
"1","1～12","0","奇數","0","0","40","1","0","0","紅色","3530001","1"
"0","母乳","0","果泥","0","1","堅果","0","0","0","蜂蜜","3530002","1"
"0","吉他","0","三味線","0","0","貝斯","1","0","0","巴拉萊卡琴","3530003","1"
"0","９","0","J","0","0","２","1","0","0","A","3530005","1"
"0","Creative","0","Carbon","0","0","Call","1","0","0","Copy","3530006","1"
"0","靜","0","生","0","0","妞","1","0","0","旦","3530007","1"
"1","Carat","0","Cut","0","0","Cabon","1","0","0","Color","3530008","1"
"1","1000","0","10000","0","0","2500","1","0","0","5000","3530010","1"
"0","雙簧管","0","長笛","0","0","單簧管","1","0","0","短笛","3530011","1"
"1","葫蘆","0","順子","0","0","三對","1","0","0","同花","3530012","1"
"1","大富豪","0","21點","0","0","遊艇","1","0","0","吹牛","3530013","1"
"0","鯉","0","豬","0","0","銀杏","1","0","0","蝶","3530016","1"
"1","鏡華","0","智","0","1","栞","0","0","0","七七香","3531001","1"
"0","彩虹鯛魚燒","0","包果凍紅豆鯛魚燒","0","0","白金鯛魚燒","1","0","0","奢侈鯛魚燒","3531002","1"
"1","平衡木","0","舞蹈","0","1","吊環","0","0","0","單槓","3610003","1"
"0","球棒","0","連指手套","0","0","棒球手套","1","0","0","球拍","3610004","1"
"0","足球","0","網球","0","0","籃球","1","0","0","棒球","3610005","1"
"0","劍道","0","射箭","0","0","袋棍球","1","0","0","弓道","3610006","1"
"0","摔角","0","游泳","0","0","柔道","1","0","0","滑雪","3610007","1"
"1","網球","0","排球","0","0","籃球","1","0","0","羽球","3610008","1"
"0","網球","0","滑雪","0","0","衝浪","1","0","0","溜冰","3610010","1"
"1","中場","0","守門員","0","1","後衛","0","0","0","前鋒","3610011","1"
"0","網球","0","冰上曲棍球","0","0","棒球","1","0","0","足球","3610012","1"
"0","摔角","0","劍道","0","0","跳傘","1","0","0","擊劍","3610013","1"
"1","拳擊","0","摔角","0","0","劍道","1","0","0","柔道","3610014","1"
"0","跳傘","0","衝浪","0","0","拳擊","1","0","0","浮潛","3610015","1"
"1","波賽頓‧嵐擊之槍","0","狂怒綠龍","0","0","賈巴沃克","1","0","0","黑月守護像","3611001","1"
"0","莉瑪","0","望","0","0","宮子","1","0","0","空花","3611002","1"
"0","100m","0","25m","0","0","15m","1","0","0","50m","3620001","1"
"0","掃堂腿","0","雙刀流","0","0","出到場外","1","0","0","刺","3620002","1"
"1","小手","0","面","0","0","小腿","1","0","0","胴","3620003","1"
"1","剪式","0","背越式","0","0","三段式","1","0","0","腹滾式","3620006","1"
"1","Zero One","0","板球","0","0","倒數","1","0","0","Count-up","3620007","1"
"1","正五角形","0","正三角形","0","1","正六角形","0","0","0","正四角形","3620008","0"
"0","黑色","0","紅色","0","0","藍色","1","0","0","白色","3620009","1"
"1","長跑","0","游泳","0","0","鉛球","1","0","0","腳踏車","3620010","1"
"0","５號球","0","９號球","0","0","11號球","1","0","0","７號球","3620013","1"
"1","深蹲","0","引體向上","0","1","臥推","0","0","0","硬舉","3620014","1"
"0","Left Fielder","0","First Baseman","0","0","Right Fielder","1","0","0","Second Baseman","3620015","1"
"0","組隊","0","希羅式角力","0","0","全方位","1","0","0","自由式","3620016","1"
"0","石像鬼‧炸裂","0","石像鬼‧魔幻","0","0","石像鬼","1","0","0","法師石像鬼","3621001","1"
"1","花凜","0","莫妮卡","0","0","愛梅斯","1","0","0","咲戀（夏日）","3621002","1"
"1","７號","0","１號","0","1","10號","0","0","0","５號","3630001","0"
"0","釣魚","0","板球","0","0","火箭","1","0","0","極限運動","3630003","1"
"1","回力球","0","排球","0","1","網球","0","0","0","羽毛球","3630004","1"
"0","吊臂式發球","0","平擊式發球","0","1","側旋式發球","1","0","0","下旋式發球","3630005","0"
"0","准將","0","大將","0","0","將軍","1","0","0","副將","3630006","1"
"0","投手","0","捕手","0","0","游擊手","1","0","0","打者","3630007","1"
"1","小結","0","大關","0","0","橫綱","1","0","0","關脇","3630008","1"
"0","單槓","0","地板","0","0","雙槓","1","0","0","跳馬","3630010","1"
"0","側拍","0","直拍","0","0","斜拍","1","0","0","橫拍","3630012","1"
"0","進攻後衛","0","得分後衛","0","0","中場","1","0","0","大前鋒","3630013","1"
"1","線衛","0","跑衛","0","0","得分後衛","1","0","0","中衛","3630014","1"
"0","扣球員","0","自由球員","0","0","中央阻擋","1","0","0","舉球員","3630016","1"
"0","湛藍之血","0","蒼海之斧‧諾亞","0","0","蓋亞戰斧","1","0","0","水靈破壞者","3631001","1"
"1","利維坦之槍","0","延展愛意","0","0","霸海姬‧龍征冥風裂波斬","1","0","0","颶風‧愛與夢","3631002","1"
