9bc193f557832d8128f21120789f581a84e9b57d8f8bc772167172749c6d1a1e,ee956f8a6645fb47677d6e50f433c6f3e4309292c7eaf8ee667a677dd54e879a,4c4bcf821177dc368829a57c0a28f0eac23bd8a27f8a00181d5b5b16a17150ba,59e3be2dc4233968c70260a8d45163de9e39b6cbf3b625828af72729f7ef2f5e,164f3113ce14b5caf967269afb92da208ef79ec4a5454326e116744cbdb6717a,0720949ed30de1bbbe05037ce5b702b044f9e4301ec18b298eb81818190de353
"3010","1013606","122601","2024/06/01 16:00:00","戰鬥開始90秒內，\n特大幅度提升TP上升。","71"
"3004","1013606","128901","2024/06/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升魔法防禦力。","72"
"3010","1013606","128901","2024/06/01 16:00:00","戰鬥開始90秒內，\n特大幅度提升TP上升。","73"
"3001","1013606","108901","2024/06/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。","74"
"3002","1013606","108901","2024/06/01 16:00:00","戰鬥開始90秒內，極大幅度提升\n物理防禦力與魔法防禦力。","75"
"3013","1013606","108901","2024/06/01 16:00:00","攻擊力吸收無效","76"
"3001","1013606","114001","2024/06/01 16:00:00","戰鬥開始90秒內，\n超大幅度提升物理攻擊力。","77"
"3004","1013606","114001","2024/06/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升魔法防禦力。","78"
"3001","1013606","180301","2024/06/01 16:00:00","戰鬥開始90秒內，\n超大幅度提升物理攻擊力。","79"
"3004","1013606","180301","2024/06/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升魔法防禦力。","80"
"3001","1013606","122501","2024/06/01 16:00:00","戰鬥開始90秒內，\n超大幅度提升物理攻擊力。","81"
"3004","1013606","122501","2024/06/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升魔法防禦力。","82"
"3001","1013606","128801","2024/06/01 16:00:00","戰鬥開始90秒內，\n超大幅度提升物理攻擊力。","83"
"3004","1013606","128801","2024/06/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升魔法防禦力。","84"
"3001","1013706","100101","2024/06/08 16:00:00","戰鬥開始90秒內，\n超大幅度提升物理攻擊力。","85"
"3002","1013706","100101","2024/06/08 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理防禦力。","86"
"3003","1013706","100201","2024/06/08 16:00:00","戰鬥開始90秒內，\n超大幅度提升魔法攻擊力。","87"
"3002","1013706","100201","2024/06/08 16:00:00","戰鬥開始90秒內，極大幅度提升\n物理防禦力，並使無法行動效果無效。","88"
"3001","1013706","100301","2024/06/08 16:00:00","戰鬥開始90秒內，\n超大幅度提升物理攻擊力。","89"
"3002","1013706","100301","2024/06/08 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理防禦力。","90"
"3001","1013706","108701","2024/06/08 16:00:00","戰鬥開始90秒內，\n超大幅度提升物理攻擊力。","91"
"3002","1013706","108701","2024/06/08 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理防禦力。","92"
"3001","1013706","180101","2024/06/08 16:00:00","戰鬥開始90秒內，\n超大幅度提升物理攻擊力。","93"
"3002","1013706","180101","2024/06/08 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理防禦力。","94"
"3001","1013706","122401","2024/06/08 16:00:00","戰鬥開始90秒內，\n超大幅度提升物理攻擊力。","95"
"3002","1013706","122401","2024/06/08 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理防禦力。","96"
"3001","1013706","128701","2024/06/17 16:00:00","戰鬥開始90秒內，\n超大幅度提升物理攻擊力。","97"
"3002","1013706","128701","2024/06/17 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理防禦力。","98"
"3003","1013706","108801","2024/06/08 16:00:00","戰鬥開始90秒內，\n超大幅度提升魔法攻擊力。","99"
"3002","1013706","108801","2024/06/08 16:00:00","戰鬥開始90秒內，極大幅度提升\n物理防禦力，並使無法行動效果無效。","100"
"3003","1013706","115601","2024/06/08 16:00:00","戰鬥開始90秒內，\n超大幅度提升魔法攻擊力。","101"
"3002","1013706","115601","2024/06/08 16:00:00","戰鬥開始90秒內，極大幅度提升\n物理防禦力，並使無法行動效果無效。","102"
"3003","1013706","180201","2024/06/08 16:00:00","戰鬥開始90秒內，\n超大幅度提升魔法攻擊力。","103"
"3002","1013706","180201","2024/06/08 16:00:00","戰鬥開始90秒內，極大幅度提升\n物理防禦力，並使無法行動效果無效。","104"
"3003","1013706","122601","2024/06/08 16:00:00","戰鬥開始90秒內，\n超大幅度提升魔法攻擊力。","105"
"3002","1013706","122601","2024/06/08 16:00:00","戰鬥開始90秒內，極大幅度提升\n物理防禦力，並使無法行動效果無效。","106"
"3003","1013706","128901","2024/06/08 16:00:00","戰鬥開始90秒內，\n超大幅度提升魔法攻擊力。","107"
"3002","1013706","128901","2024/06/08 16:00:00","戰鬥開始90秒內，極大幅度提升\n物理防禦力，並使無法行動效果無效。","108"
"3001","1013706","108901","2024/06/08 16:00:00","戰鬥開始90秒內，\n超大幅度提升物理攻擊力。","109"
"3002","1013706","108901","2024/06/08 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理防禦力。","110"
"3001","1013706","114001","2024/06/08 16:00:00","戰鬥開始90秒內，\n超大幅度提升物理攻擊力。","111"
"3002","1013706","114001","2024/06/08 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理防禦力。","112"
"3001","1013706","180301","2024/06/08 16:00:00","戰鬥開始90秒內，\n超大幅度提升物理攻擊力。","113"
"3002","1013706","180301","2024/06/08 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理防禦力。","114"
"3001","1013706","122501","2024/06/08 16:00:00","戰鬥開始90秒內，\n超大幅度提升物理攻擊力。","115"
"3002","1013706","122501","2024/06/08 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理防禦力。","116"
"3001","1013706","128801","2024/06/08 16:00:00","戰鬥開始90秒內，\n超大幅度提升物理攻擊力。","117"
"3002","1013706","128801","2024/06/08 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理防禦力。","118"
"3001","1014006","110801","2024/07/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。","10140001"
"3002","1014006","110801","2024/07/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理防禦力。","10140002"
"3005","1014006","110801","2024/07/01 16:00:00","戰鬥開始90秒內，賦予持續恢復HP\n的狀態","10140003"
"3010","1014006","110801","2024/07/01 16:00:00","戰鬥開始90秒內，\n特大幅度提升TP上升。","10140004"
"3001","1014006","110901","2024/07/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。","10140005"
"3010","1014006","110901","2024/07/01 16:00:00","戰鬥開始90秒內，極大幅度提升HP\n吸收，並賦予77【切嚕】","10140006"
"3002","1014006","111001","2024/07/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理防禦力。","10140007"
"3005","1014006","111001","2024/07/01 16:00:00","戰鬥開始90秒內，賦予持續恢復HP\n的狀態","10140008"
"3010","1014006","111001","2024/07/01 16:00:00","戰鬥開始90秒內，\n特大幅度提升TP上升。","10140009"
"3001","1014006","116201","2024/07/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。","10140010"
"3002","1014006","116201","2024/07/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理防禦力。","10140011"
"3005","1014006","116201","2024/07/01 16:00:00","戰鬥開始90秒內，賦予持續恢復HP\n的狀態","10140012"
"3010","1014006","116201","2024/07/01 16:00:00","戰鬥開始90秒內，\n特大幅度提升TP上升。","10140013"
"3001","1014006","116301","2024/07/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。","10140014"
"3010","1014006","116301","2024/07/01 16:00:00","戰鬥開始90秒內，極大幅度提升HP\n吸收，並賦予40【切嚕】","10140015"
"3002","1014006","116401","2024/07/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理防禦力。","10140016"
"3005","1014006","116401","2024/07/01 16:00:00","戰鬥開始90秒內，賦予持續恢復HP\n的狀態","10140017"
"3010","1014006","116401","2024/07/01 16:00:00","戰鬥開始90秒內，\n特大幅度提升TP上升。","10140018"
"3002","1014006","129301","2024/07/04 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理防禦力。","10140019"
"3005","1014006","129301","2024/07/04 16:00:00","戰鬥開始90秒內，賦予持續恢復HP\n的狀態","10140020"
"3010","1014006","129301","2024/07/04 16:00:00","戰鬥開始90秒內，\n特大幅度提升TP上升。","10140021"
"3001","1014206","102701","2024/08/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。","10142001"
"3002","1014206","102701","2024/08/01 16:00:00","戰鬥開始90秒內，極大幅度提升\n物理防禦力與魔法防禦力。","10142002"
"3010","1014206","102701","2024/08/01 16:00:00","戰鬥開始90秒內，大幅度提升TP上升。","10142003"
"3001","1014206","104301","2024/08/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。","10142004"
"3002","1014206","104301","2024/08/01 16:00:00","戰鬥開始90秒內，極大幅度提升\n物理防禦力與魔法防禦力。","10142005"
"3013","1014206","104301","2024/08/01 16:00:00","賦予【狼牙的咆哮】","10142006"
"3001","1014206","109001","2024/08/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。","10142007"
"3002","1014206","109001","2024/08/01 16:00:00","戰鬥開始90秒內，極大幅度提升\n物理防禦力與魔法防禦力。","10142008"
"3006","1014206","109001","2024/08/01 16:00:00","戰鬥開始90秒內，極大幅度提升物理\n暴擊時的傷害","10142009"
"3001","1014206","117001","2024/08/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。","10142010"
"3002","1014206","117001","2024/08/01 16:00:00","戰鬥開始90秒內，極大幅度提升\n物理防禦力與魔法防禦力。","10142011"
"3001","1014206","110401","2024/08/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。","10142012"
"3002","1014206","110401","2024/08/01 16:00:00","戰鬥開始90秒內，極大幅度提升\n物理防禦力與魔法防禦力。","10142013"
"3001","1014206","115901","2024/08/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。","10142014"
"3002","1014206","115901","2024/08/01 16:00:00","戰鬥開始90秒內，極大幅度提升\n物理防禦力與魔法防禦力。","10142015"
"3001","1014206","129801","2024/08/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。","10142016"
"3002","1014206","129801","2024/08/01 16:00:00","戰鬥開始90秒內，極大幅度提升\n物理防禦力與魔法防禦力。","10142017"
"3003","1014406","103601","2024/09/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升魔法攻擊力。","10144001"
"3004","1014406","103601","2024/09/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升魔法防禦力。","10144002"
"3010","1014406","103601","2024/09/01 16:00:00","戰鬥開始90秒內，大幅度提升TP上升。","10144003"
"3003","1014406","102501","2024/09/01 16:00:00","戰鬥開始90秒內，\n超大幅度提升魔法攻擊力。","10144004"
"3004","1014406","102501","2024/09/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升魔法防禦力。","10144005"
"3014","1014406","102501","2024/09/01 16:00:00","戰鬥開始90秒內，賦予持續恢復TP\n的狀態","10144006"
"3003","1014406","111101","2024/09/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升魔法攻擊力。","10144007"
"3004","1014406","111101","2024/09/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升魔法防禦力。","10144008"
"3010","1014406","111101","2024/09/01 16:00:00","戰鬥開始90秒內，大幅度提升TP上升。","10144009"
"3003","1014406","122701","2024/09/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升魔法攻擊力。","10144010"
"3004","1014406","122701","2024/09/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升魔法防禦力。","10144011"
"3010","1014406","122701","2024/09/01 16:00:00","戰鬥開始90秒內，大幅度提升TP上升。","10144012"
"3003","1014406","130701","2024/09/04 16:00:00","戰鬥開始90秒內，\n極大幅度提升魔法攻擊力。","10144013"
"3004","1014406","130701","2024/09/04 16:00:00","戰鬥開始90秒內，\n極大幅度提升魔法防禦力。","10144014"
"3010","1014406","130701","2024/09/04 16:00:00","戰鬥開始90秒內，大幅度提升TP上升。","10144015"
"3001","1014406","180801","2024/09/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。","10144016"
"3002","1014406","180801","2024/09/01 16:00:00","戰鬥開始90秒內，極大幅度提升\n物理防禦力與魔法防禦力。","10144017"
"3003","1014406","107701","2024/09/01 16:00:00","戰鬥開始90秒內，\n超大幅度提升魔法攻擊力。","10144018"
"3004","1014406","107701","2024/09/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升魔法防禦力。","10144019"
"3014","1014406","107701","2024/09/01 16:00:00","戰鬥開始90秒內，賦予持續恢復TP\n的狀態","10144020"
"3003","1014406","112101","2024/09/01 16:00:00","戰鬥開始90秒內，\n超大幅度提升魔法攻擊力。","10144021"
"3004","1014406","112101","2024/09/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升魔法防禦力。","10144022"
"3014","1014406","112101","2024/09/01 16:00:00","戰鬥開始90秒內，賦予持續恢復TP\n的狀態","10144023"
"3003","1014606","101001","2024/10/01 16:00:00","戰鬥開始90秒內，\n超大幅度提升魔法攻擊力。","10146001"
"3002","1014606","101001","2024/10/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理防禦力。","10146002"
"3013","1014606","101001","2024/10/01 16:00:00","Boss的中毒無效","10146003"
"3003","1014606","110601","2024/10/01 16:00:00","戰鬥開始90秒內，\n超大幅度提升魔法攻擊力。","10146004"
"3002","1014606","110601","2024/10/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理防禦力。","10146005"
"3010","1014606","110601","2024/10/01 16:00:00","戰鬥開始90秒內，特大幅度提升TP上升。","10146006"
"3013","1014606","110601","2024/10/01 16:00:00","Boss的中毒無效","10146007"
"3002","1014606","116001","2024/10/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理防禦力。","10146008"
"3013","1014606","116001","2024/10/01 16:00:00","Boss的中毒無效","10146009"
"3003","1014606","123101","2024/10/01 16:00:00","戰鬥開始90秒內，\n超大幅度提升魔法攻擊力。","10146010"
"3002","1014606","123101","2024/10/01 16:00:00","戰鬥開始90秒內，極大幅度提升\n物理防禦力與魔法防禦力。","10146011"
"3010","1014606","123101","2024/10/01 16:00:00","戰鬥開始90秒內，特大幅度提升TP上升。","10146012"
"3003","1014606","131001","2024/10/01 16:00:00","戰鬥開始90秒內，\n超大幅度提升魔法攻擊力。","10146013"
"3002","1014606","131001","2024/10/01 16:00:00","戰鬥開始90秒內，極大幅度提升\n物理防禦力與魔法防禦力。","10146014"
"3010","1014606","131001","2024/10/01 16:00:00","戰鬥開始90秒內，特大幅度提升TP上升。","10146015"
"3013","1014606","131001","2024/10/01 16:00:00","Boss的中毒無效","10146016"
"3001","1014606","102301","2024/10/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。","10146017"
"3002","1014606","102301","2024/10/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理防禦力。","10146018"
"3001","1014606","106601","2024/10/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。","10146019"
"3002","1014606","106601","2024/10/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理防禦力。","10146020"
"3001","1014606","102101","2024/10/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。","10146021"
"3002","1014606","102101","2024/10/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理防禦力。","10146022"
"3001","1014606","126401","2024/10/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。","10146023"
"3002","1014606","126401","2024/10/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理防禦力。","10146024"
"3003","1014606","126101","2024/10/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升魔法攻擊力。","10146025"
"3002","1014606","126101","2024/10/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理防禦力。","10146026"
"3001","1014806","123301","2024/11/01 16:00:00","戰鬥開始90秒內，\n超大幅度提升物理攻擊力。","10148001"
"3002","1014806","123301","2024/11/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理防禦力。","10148002"
"3014","1014806","123301","2024/11/01 16:00:00","戰鬥開始90秒內，賦予持續恢復TP\n的狀態","10148003"
"3013","1014806","123301","2024/11/01 16:00:00","Boss的領域效果無效","10148004"
"3003","1014806","118201","2024/11/01 16:00:00","戰鬥開始90秒內，\n超大幅度提升魔法攻擊力。","10148005"
"3002","1014806","118201","2024/11/01 16:00:00","戰鬥開始90秒內，極大幅度提升\n物理防禦力與魔法防禦力。","10148006"
"3003","1014806","118101","2024/11/01 16:00:00","戰鬥開始90秒內，\n超大幅度提升魔法攻擊力。","10148007"
"3002","1014806","118101","2024/11/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理防禦力。","10148008"
"3013","1014806","118101","2024/11/01 16:00:00","Boss的領域效果無效","10148009"
"3001","1014806","125801","2024/11/01 16:00:00","戰鬥開始90秒內，\n超大幅度提升物理攻擊力。","10148010"
"3002","1014806","125801","2024/11/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理防禦力。","10148011"
"3013","1014806","125801","2024/11/01 16:00:00","Boss的領域效果無效","10148012"
"3001","1014806","131101","2024/11/01 16:00:00","戰鬥開始90秒內，\n超大幅度提升物理攻擊力。","10148013"
"3002","1014806","131101","2024/11/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理防禦力。","10148014"
"3014","1014806","131101","2024/11/01 16:00:00","戰鬥開始90秒內，賦予持續恢復TP\n的狀態","10148015"
"3013","1014806","131101","2024/11/01 16:00:00","Boss的領域效果無效","10148016"
"3003","1014806","131201","2024/11/04 16:00:00","戰鬥開始90秒內，\n超大幅度提升魔法攻擊力。","10148017"
"3002","1014806","131201","2024/11/04 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理防禦力。","10148018"
"3003","1014806","126901","2024/11/01 16:00:00","戰鬥開始90秒內，\n超大幅度提升魔法攻擊力。","10148019"
"3002","1014806","126901","2024/11/01 16:00:00","戰鬥開始90秒內，極大幅度提升\n物理防禦力與魔法防禦力。","10148020"
"3002","1015006","123001","2024/12/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理防禦力。","10150001"
"3010","1015006","123001","2024/12/01 16:00:00","戰鬥開始90秒內，\n特大幅度提升TP上升。","10150002"
"3013","1015006","123001","2024/12/01 16:00:00","Boss的環境效果無效","10150003"
"3003","1015006","106701","2024/12/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升魔法攻擊力。","10150004"
"3002","1015006","106701","2024/12/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理防禦力。","10150005"
"3010","1015006","106701","2024/12/01 16:00:00","戰鬥開始90秒內，\n特大幅度提升TP上升。","10150006"
"3013","1015006","106701","2024/12/01 16:00:00","Boss的環境效果無效","10150007"
"3003","1015006","131701","2024/12/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升魔法攻擊力。","10150008"
"3002","1015006","131701","2024/12/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理防禦力。","10150009"
"3010","1015006","131701","2024/12/01 16:00:00","戰鬥開始90秒內，\n特大幅度提升TP上升。","10150010"
"3013","1015006","131701","2024/12/01 16:00:00","Boss的環境效果無效","10150011"
"3001","1015006","127001","2024/12/01 16:00:00","戰鬥開始90秒內，\n超大幅度提升物理攻擊力。","10150012"
"3013","1015006","127001","2024/12/01 16:00:00","Boss的環境效果無效","10150013"
"3001","1015006","113601","2024/12/01 16:00:00","戰鬥開始90秒內，\n超大幅度提升物理攻擊力。","10150014"
