e137b7ca8640b39b1c459c5b032306bf4c17227b60cf81aaede4bfd5aefbd19d,d3eaefbd1663ce2158cbbec739711849ff659e3e1c71772a3287bedd904b040a,a5a9c165daf9e64639e38c104888f6e6efe55e8ab9260b1fb6d1c01cc9804f5b,6ad225ea9a804fb242d80c445de34484f6fd3ff373aaa3e9ead9cc8c69d51946,a30d2bed30c642c9eea42de9518bc812300acc383e8c6662afb97273b0e319df,6796ed0074b511285d4e8b42718c5a0ba24e47ce3ee33c33eda00354bc18324e,ca5816510e51909f4ce6412cb726434f80da74ae0a1ffe083915d4445e25f70a,7273deb95972ed780f4104f3f81931661e3378308240f26f3dad765516d076da,bac7f5665e4a32fbc5d443c5f18b25e723defd53bce88fb6a38f5367ff10c3ba,8d857ee81e8e14bf3589415e344266badc166a6fac539f9fa6de1b3bcf62ad4f,01543b3745d487fae8f8f7340b49f8066fcee4f488cd97cbcd7e5911c5c2fc9f
"1","0","2","0","3020101","7","112","30201","刨刀","1","3"
"1","0","2","0","3020102","8","135","30201","刨刀","1","3"
"1","0","2","0","3020200","6","120","30202","刨刀","2","3"
"1","0","2","0","3020201","7","180","30202","刨刀","2","3"
"1","0","2","0","3020202","8","216","30202","刨刀","2","3"
"1","0","2","0","3020300","6","192","30203","刨刀","3","3"
"1","0","2","0","3020301","7","288","30203","刨刀","3","3"
"1","0","2","0","3020302","8","345","30203","刨刀","3","3"
"1","0","3","0","3030100","5","72","30301","鑽頭","1","3"
"1","0","3","0","3030101","6","108","30301","鑽頭","1","3"
"1","0","3","0","3030102","7","129","30301","鑽頭","1","3"
"1","0","3","0","3030200","5","115","30302","鑽頭","2","3"
"1","0","3","0","3030201","6","172","30302","鑽頭","2","3"
"1","0","3","0","3030202","7","207","30302","鑽頭","2","3"
"1","0","3","0","3030300","5","184","30303","鑽頭","3","3"
"1","0","3","0","3030301","6","276","30303","鑽頭","3","3"
"1","0","3","0","3030302","7","331","30303","鑽頭","3","3"
"1","0","4","0","3040100","6","101","30401","槌子","1","3"
"1","0","4","0","3040101","7","139","30401","槌子","1","3"
"1","0","4","0","3040102","8","177","30401","槌子","1","3"
"1","0","4","0","3040200","6","162","30402","槌子","2","3"
"1","0","4","0","3040201","7","222","30402","槌子","2","3"
"1","0","4","0","3040202","8","283","30402","槌子","2","3"
"1","0","4","0","3040300","6","259","30403","槌子","3","3"
"1","0","4","0","3040301","7","356","30403","槌子","3","3"
"1","0","4","0","3040302","8","453","30403","槌子","3","3"
"1","0","5","0","3050100","5","157","30501","霰彈槍","1","3"
"1","0","5","0","3050101","6","216","30501","霰彈槍","1","3"
"1","0","5","0","3050102","7","275","30501","霰彈槍","1","3"
"1","0","5","0","3050200","5","252","30502","霰彈槍","2","3"
"1","0","5","0","3050201","6","346","30502","霰彈槍","2","3"
"1","0","5","0","3050202","7","441","30502","霰彈槍","2","3"
"1","0","5","0","3050300","5","403","30503","霰彈槍","3","3"
"1","0","5","0","3050301","6","554","30503","霰彈槍","3","3"
"1","0","5","0","3050302","7","705","30503","霰彈槍","3","3"
"1","100","1","0","4010100","3","0","40101","升降機","1","4"
"1","125","1","0","4010101","4","0","40101","升降機","1","4"
"1","150","1","0","4010102","5","0","40101","升降機","1","4"
"1","160","1","0","4010200","3","0","40102","升降機","2","4"
"1","200","1","0","4010201","4","0","40102","升降機","2","4"
"1","240","1","0","4010202","5","0","40102","升降機","2","4"
"1","256","1","0","4010300","3","0","40103","升降機","3","4"
"1","320","1","0","4010301","4","0","40103","升降機","3","4"
"1","384","1","0","4010302","5","0","40103","升降機","3","4"
"1","125","2","0","4020100","2","0","40201","鉤子","1","4"
"1","156","2","0","4020101","3","0","40201","鉤子","1","4"
"1","188","2","0","4020102","4","0","40201","鉤子","1","4"
"1","200","2","0","4020200","2","0","40202","鉤子","2","4"
"1","250","2","0","4020201","3","0","40202","鉤子","2","4"
"1","300","2","0","4020202","4","0","40202","鉤子","2","4"
"1","320","2","0","4020300","2","0","40203","鉤子","3","4"
"1","400","2","0","4020301","3","0","40203","鉤子","3","4"
"1","480","2","0","4020302","4","0","40203","鉤子","3","4"
"1","150","3","0","4030100","1","0","40301","推進器","1","4"
"1","188","3","0","4030101","2","0","40301","推進器","1","4"
"1","225","3","0","4030102","3","0","40301","推進器","1","4"
"1","240","3","0","4030200","1","0","40302","推進器","2","4"
"1","300","3","0","4030201","2","0","40302","推進器","2","4"
"1","360","3","0","4030202","3","0","40302","推進器","2","4"
"1","384","3","0","4030300","1","0","40303","推進器","3","4"
"1","480","3","0","4030301","2","0","40303","推進器","3","4"
"1","576","3","0","4030302","3","0","40303","推進器","3","4"
