07dddeb16f81861b65087b06c535fa25c59c45b2b9bb534fa0c6abc40004a78d,99c3fe015e429a8c761b444d4367291d7c35eb329dc29c27e40c4615af5280ad,150896196dc5a80ca6abac1fcd882d48a7c0a0415e4284576dee4bf7083784a8,926498173fefd2b730d6f965cdb1c3237dbe62d81777806b56d21a4744bb58ff,6c0b2c49e1e735e4b826fae86324e56ce62eb508df8bb065cdb99dd7878aa61a,f004000422a3dc0fa6c8e8709a931495639317d8c045ede27642e9361ca4972c,2b0cac3db8b82e8a42202e0e8adba86fc97bc9620ba53b568407ec46e8aeda1a,c5e11991775edfb7f2a55bbb3d22885d9f099e8ebb0c17eb71bc05ba9b93afc3,a75a690720ca545385d298bbecbea481851a2a1a5be4ca39effbd1e8476f5afd,3d753194563b388c3e1f4e20213fee037f1b45621dec0f7bd5c556908bd87ad2,429dc02e5e215877ec6eb003fdc75ae3686667201692664d17c29b062d69c4a9,26cf3dd14e1dd43dbbb8b77c580faf981bee47d318883ce2bedca1c83988ed1b,22f8d8681bfb8e29df679da493c99078b76162e303261abd573351be856e981a
"1","1","4.31","0","1","11300137","6","2","vo_minigame_1012_result_1036","……你啊，換個角度來想，\n要考0分也是很難的喔！？\n你應該不是\n故意考這樣的對吧～！？","3001","0","1"
"1","1","0.1","0","1","11300138","2","2","vo_minigame_1012_result_1037","0分是……\n你是來鬧的嗎！？\n不好好作答的話，\n就用電擊魔法伺候喔！？","3001","0","1"
"1","1","4.23","0","1","11300139","9","3","vo_minigame_1012_result_1038","搞不好你其實\n不適合讀書呢……\n……學習不是一切，\n就在其他方面努力吧！","3001","0","9"
"1","2","4.38","0","1","11300140","3","2","vo_minigame_1012_result_1039","我不會生氣，你說實話吧？\n……你是亂回答的對吧？\n快點，老實地……\n說、出、來、吧？","3001","0","0"
"1","2","3.58","0","1","11300141","8","2","vo_minigame_1012_result_1040","你的分數是～～\n……好！0分！！\n……呃，開什麼玩笑──！！！","3001","0","0"
"1","2","2.02","0","1","11300142","4","2","vo_minigame_1012_result_1041","0分是怎麼回事！？\n不是，從反面來看你很厲害喔！？\n畢竟閉著眼睛考，\n也能拿個1分啊！","3001","0","1"
"1","3","5.53","0","1","11300143","9","1","vo_minigame_1012_result_1042","唉呀……很遺憾，是0分喔。\n可能有點太難了吧……\n……不過也是會有這種事的！\n別太喪氣！","3001","0","9"
"1","3","4.4","0","1","11300144","3","1","vo_minigame_1012_result_1043","雖說題目相當難，\n但0分還是讓人有點落寞呢……\n不過要反向思考！\n你以後只會更加成長的！","3001","0","9"
"1","3","5.35","0","1","11300145","3","1","vo_minigame_1012_result_1044","0分啊……嗯，抱歉……\n我想不到要怎麼安慰你！\n……算了，還有下一次，\n來轉換心情吧！","3001","0","0"
"2","0","0","0","1","12120101","8","8","vo_minigame_1012_correct_132","OK！","1201","0","0"
"2","0","0","0","1","12120102","7","7","vo_minigame_1012_correct_133","對了！","1201","0","0"
"2","0","0","0","1","12120103","7","7","vo_minigame_1012_correct_134","很好！","1201","0","0"
"2","0","0","0","1","12120201","5","5","vo_minigame_1012_correct_135","真的假的！？","1202","3000","0"
"2","0","0","0","1","12120202","10","10","vo_minigame_1012_correct_136","哦～！","1202","3000","0"
"2","0","0","3001","1","12120203","7","7","vo_minigame_1012_correct_137","就是這樣！","1202","6000","0"
"2","0","0","13333","1","12120204","1","1","vo_minigame_1012_correct_138","要趕快囉！","1202","-1","0"
"2","0","0","0","1","12120301","5","5","vo_minigame_1012_correct_139","太厲害了！","1203","0","0"
"2","0","0","0","1","12120401","7","7","vo_minigame_1012_correct_141","輕鬆！","1204","0","0"
"2","0","0","0","1","12120501","7","7","vo_minigame_1012_correct_140","雪恥吧！","1205","0","0"
"2","0","0","3","1","12120601","1","1","vo_minigame_1012_correct_142","很好喔！","1206","-1","0"
"2","0","0","3","1","12120701","2","2","vo_minigame_1012_correct_143","還早得很！","1207","-1","0"
"2","0","0","0","1","12130101","2","2","vo_minigame_1012_incorrect_127","噗～！","1301","0","0"
"2","0","0","0","1","12130102","2","2","vo_minigame_1012_incorrect_128","不行～！","1301","0","0"
"2","0","0","0","1","12130103","9","9","vo_minigame_1012_incorrect_129","唉呀呀……！","1301","0","0"
"2","0","0","0","1","12130201","3","3","vo_minigame_1012_incorrect_130","不要急！","1302","3000","0"
"2","0","0","0","1","12130202","5","5","vo_minigame_1012_incorrect_131","慢慢來！","1302","3000","0"
"2","0","0","3001","1","12130203","2","2","vo_minigame_1012_incorrect_132","深呼吸！","1302","6000","0"
"2","0","0","20000","1","12130204","3","3","vo_minigame_1012_incorrect_133","好慢喔……！","1302","-1","0"
"2","0","0","0","1","12130301","5","5","vo_minigame_1012_incorrect_134","好難！","1303","0","0"
"2","0","0","0","1","12130401","6","6","vo_minigame_1012_incorrect_135","你忘了嗎？","1304","0","0"
"2","0","0","0","1","12130501","2","2","vo_minigame_1012_incorrect_136","下一題一定行！","1305","0","0"
"2","0","0.01","20000","1","12170101","2","2","vo_minigame_1012_time_100","最後衝刺！","1701","30000","3"
"2","0","0.01","20000","1","12170102","1","1","vo_minigame_1012_time_101","馬上要結束了！","1701","30000","3"
"2","1","3.74","20","1","12300101","7","1","vo_minigame_1012_result_1045","好，做得很好！\n你的基礎打得很完美了！\n下次也挑戰看看\n更難的題目吧！","3001","-1","10"
"2","1","3.85","20","1","12300102","1","9","vo_minigame_1012_result_1046","什麼嘛，\n你這是回答得欲罷不能嗎？\n簡單來說，你很厲害嘛！\n給你個獎勵小花！","3001","-1","0"
"2","1","0.01","20","1","12300103","5","5","vo_minigame_1012_result_1047","好厲害的分數……！\n你就是那種說自己沒讀書，\n其實偷偷拼命複習的類型吧！？","3001","-1","8"
"2","2","2.86","20","1","12300104","8","7","vo_minigame_1012_result_1048","讀書的成果，\n確實展現出來了嘛！\n身為你的老師，\n我也好驕傲呢～♪","3001","-1","4"
"2","2","2.02","20","1","12300105","5","3","vo_minigame_1012_result_1049","OK！已經很夠了！\n要是你再更加苦讀的話，\n我就沒必要教你了！","3001","-1","9"
"2","2","4.46","20","1","12300106","5","1","vo_minigame_1012_result_1050","你選了困難的題目，\n沒想到答對率這麼高……！\n不過還有更難的……\n下次就挑戰最難的吧！","3001","-1","0"
"2","3","6.85","20","1","12300107","5","4","vo_minigame_1012_result_1051","本來就覺得你很厲害了，\n沒想到你連學習都這麼完美……？\n難怪大家都對你著迷……\n不，什、什麼都沒有！！","3001","-1","7"
"2","3","3.79","20","1","12300108","5","9","vo_minigame_1012_result_1052","這個題目，\n是連我也要思考很久的超級難題……\n呵呵，那也只能稱讚你了！\n你做得很好喔！","3001","-1","0"
"2","3","0.01","20","1","12300109","4","4","vo_minigame_1012_result_1053","我才沒有臉紅！\n喜歡頭腦好的人……\n或覺得你很帥之類的……\n……我都沒這樣想喔！","3001","-1","7"
"2","1","0","20","1","12300110","5","5","vo_minigame_1012_result_1054","速度和答對率都很完美……\n無可挑剔的滿分！\n你未來會變成\n很不得了的人物吧！？","3001","-1","0"
"2","2","0","20","1","12300112","5","5","vo_minigame_1012_result_1054","速度和答對率都很完美……\n無可挑剔的滿分！\n你未來會變成\n很不得了的人物吧！？","3001","-1","0"
"2","3","0","20","1","12300114","5","5","vo_minigame_1012_result_1054","速度和答對率都很完美……\n無可挑剔的滿分！\n你未來會變成\n很不得了的人物吧！？","3001","-1","0"
"2","1","3","15","1","12300116","5","7","vo_minigame_1012_result_1056","喔喔～答對了很多呢！\n保持這個步調，\n以更好的分數為目標！","3001","19","10"
"2","1","0.01","15","1","12300117","8","8","vo_minigame_1012_result_1057","嗯，感覺很完美喔！\n看來你很認真讀書了，\n佩服佩服♪","3001","19","10"
"2","1","4.01","15","1","12300118","5","8","vo_minigame_1012_result_1058","咦？都拿這麼高分了，\n你還不滿足？\n那股上進心是怎麼回事……\n很好嘛！","3001","19","0"
"2","2","2.83","15","1","12300119","8","7","vo_minigame_1012_result_1059","速度和答對題數都很理想喔！\n喂喂，趁狀態這麼好，\n要不要以頂點為目標？","3001","19","10"
"2","2","0","15","1","12300120","10","10","vo_minigame_1012_result_1060","這種難度也能\n毫無阻礙地回答出來……\n你喔，\n真的是個狠角色……！","3001","19","0"
"2","2","3.66","15","1","12300121","8","7","vo_minigame_1012_result_1061","能回答出這麼多題目，\n讀書也變得很有趣吧♪\n來吧，還要繼續下去喔～！","3001","19","4"
"2","3","3.28","15","1","12300122","5","8","vo_minigame_1012_result_1062","你啊，考這個成績\n並不是僥倖吧……！\n能學會這麼多，\n真是不得了！","3001","19","0"
"2","3","2.7","15","1","12300123","8","1","vo_minigame_1012_result_1063","好厲害！成績非常好喔！\n對你來說，\n即使是這種難題也是輕而易舉？","3001","19","0"
"2","3","3.98","15","1","12300124","5","9","vo_minigame_1012_result_1064","你……\n該不會分數比我還高？\n我、我也得向你學習，\n好好讀書呢……！","3001","19","9"
"2","1","2.51","10","1","12300131","7","1","vo_minigame_1012_result_1067","嗯，分數很不錯喔！\n不過還能繼續努力吧？\n來，接著繼續吧！","3001","14","0"
"2","1","4.16","10","1","12300132","1","7","vo_minigame_1012_result_1068","雖然成績已經十分優秀了，\n但你一定能拿到更高分！\n來，努力念書吧！","3001","14","0"
"2","1","2.07","10","1","12300133","8","7","vo_minigame_1012_result_1069","嗯，不錯喔！\n保持這個步調，\n慢慢地增加答對題數吧！","3001","14","0"
"2","2","3.51","10","1","12300134","8","1","vo_minigame_1012_result_1070","裡面都是困難的題目，\n但成績還蠻不錯的嘛！\n你一定能達成目標的，\n可以對自己更有自信！","3001","14","0"
"2","2","0","10","1","12300135","1","1","vo_minigame_1012_result_1071","即使面對難題，基礎也很重要！\n保持這個狀態，\n繼續提升分數吧！","3001","14","0"
"2","2","4.3","10","1","12300136","1","7","vo_minigame_1012_result_1072","答對10題以上呢！\n咦？還不夠？\n呵呵，\n那要以更高分為目標嗎？","3001","14","0"
"2","3","4.47","10","1","12300137","8","7","vo_minigame_1012_result_1073","嗯，在這些難題下，\n拿到這個分數已經十分出色了！\n不過你的話，\n一定是以更高分為目標吧♪","3001","14","0"
"2","3","3.68","10","1","12300138","8","9","vo_minigame_1012_result_1074","好，辛苦了～\n分數還蠻不錯的嘛？\n……我也得多讀書了！","3001","14","0"
"2","3","3.34","10","1","12300139","5","1","vo_minigame_1012_result_1075","喔喔～\n答對了10題以上嘛！\n你果然不是等閒之輩～","3001","14","0"
"2","1","6.58","10","1","12300141","1","8","vo_minigame_1012_result_1077","嗯，答對率無懈可擊！\n只要再回答得更快，\n就能更提高分數喔！\n保持好狀態繼續加油吧！","3001","14","0"
"2","2","6.58","10","1","12300143","1","8","vo_minigame_1012_result_1077","嗯，答對率無懈可擊！\n只要再回答得更快，\n就能更提高分數喔！\n保持好狀態繼續加油吧！","3001","14","0"
"2","3","6.58","10","1","12300145","1","8","vo_minigame_1012_result_1077","嗯，答對率無懈可擊！\n只要再回答得更快，\n就能更提高分數喔！\n保持好狀態繼續加油吧！","3001","14","0"
"2","1","4.24","5","1","12300146","1","7","vo_minigame_1012_result_1078","喔～成績還不錯嘛。\n雖然不差……但我對你\n還抱有更多更多期待～","3001","9","0"
"2","1","4.74","5","1","12300147","7","1","vo_minigame_1012_result_1079","嗯，雖然很努力了……\n但說實話你能答對更多吧～？\n這分數對你來說只是及格！\n要不要以更高分為目標？","3001","9","0"
"2","1","0","5","1","12300148","1","1","vo_minigame_1012_result_1080","分數普普通通，\n對你來說這很棘手嗎？\n如果你覺得這樣不行的話，\n就表示還有成長空間呢！","3001","9","0"
"2","2","2.21","5","1","12300149","8","1","vo_minigame_1012_result_1081","嗯，還不錯的結果吧！\n但你應該能拿到更好的成績的！\n繼續努力吧！","3001","9","0"
"2","2","2.46","5","1","12300150","3","1","vo_minigame_1012_result_1082","嗯～說實話有點尷尬呢！\n算了，畢竟題目很難。\n只要繼續學習，\n分數一定會更提升的！","3001","9","0"
"2","2","2.94","5","1","12300151","3","1","vo_minigame_1012_result_1083","嗯～\n沒拿到10分啊～\n下次要不要以超過10分為目標，\n努力學習看看？","3001","9","0"
"2","3","4.19","5","1","12300152","7","1","vo_minigame_1012_result_1084","好，辛苦了～\n分數還馬馬虎虎吧！\n畢竟題目超難，你很努力了！","3001","9","0"
"2","3","0","5","1","12300153","1","1","vo_minigame_1012_result_1085","嗯，題目相當難，\n但你還是作答到最後了。\n要不要以更好的分數為目標？","3001","9","0"
"2","3","2.63","5","1","12300154","3","1","vo_minigame_1012_result_1086","失誤有點多呢～\n但把錯的地方好好複習，\n下次就會答對了～！","3001","9","0"
"2","1","5.53","1","1","12300155","3","1","vo_minigame_1012_result_1087","唉呀……分數不太好看呢～\n怎麼了，狀況不好嗎？\n下次再更努力一點吧！","3001","4","0"
"2","1","0.01","1","1","12300156","3","3","vo_minigame_1012_result_1088","嗯～\n答對題數讓人不滿意呢～\n再多增加點讀書的時間吧？","3001","4","9"
"2","1","4.15","1","1","12300157","3","1","vo_minigame_1012_result_1089","嗯……若是你的話，\n能拿到更高分吧～？\n再多努力點啊，\n我可是對你很期待的！","3001","4","3"
"2","2","0.01","1","1","12300158","9","9","vo_minigame_1012_result_1090","嗯～對現在的你而言，\n這個題目太難了嗎……\n挑戰較低的難度，\n也許是個好選擇喔～？","3001","4","9"
"2","2","5.37","1","1","12300159","3","1","vo_minigame_1012_result_1091","成績不太好看呢～\n畢竟是很難的題目也沒辦法。\n希望你下次更努力！","3001","4","0"
"2","2","1.44","1","1","12300160","3","1","vo_minigame_1012_result_1092","原來如此……\n不擅長的題型很多嗎？\n再挑戰一次\n試試看吧～","3001","4","0"
"2","3","0","1","1","12300161","3","3","vo_minigame_1012_result_1093","嗯嗯～題目太難了嗎？\n比起硬要繼續回答難題，\n降低難易度的話，\n搞不好讀書效率會更好喔～？","3001","4","0"
"2","3","2.91","1","1","12300162","3","9","vo_minigame_1012_result_1094","……拿到的分數很少呢。\n但這對我來說也很難，\n別那麼垂頭喪氣也沒問題！\n接著繼續加油吧！","3001","4","3"
"2","3","2.61","1","1","12300163","5","1","vo_minigame_1012_result_1095","抱歉，有點太難了嗎？\n再挑戰一次也行，\n降低難度也行，\n只要你有幹勁我就會陪你！","3001","4","0"
"2","1","3.63","0","1","12300164","4","2","vo_minigame_1012_result_1096","喂……\n你沒有幹勁吧～！？\n下次再考這種分數，\n我就要生氣囉！","3001","0","1"
"2","1","4.16","0","1","12300165","6","2","vo_minigame_1012_result_1097","唉……你知道自己\n考了幾分吧……？\n是0分喔，0分！你在小看考試嗎？","3001","0","1"
"2","1","0.01","0","1","12300166","3","3","vo_minigame_1012_result_1098","嗚嗚～頭好痛……\n都是你的錯！\n0分是什麼鬼啦！\n唉，這樣下去就要被當了……","3001","0","6"
"2","2","5.75","0","1","12300167","6","2","vo_minigame_1012_result_1099","喂，你是認真應考的嗎？\n不會是隨便回答的吧？\n……我明白了，\n再挑戰一次吧！","3001","0","0"
"2","2","5.64","0","1","12300168","4","2","vo_minigame_1012_result_1100","你……你啊，考了0分喔，0分……！\n我的教法不好嗎……？\n……我燃起鬥志了！\n我絕對要拉高你的實力！","3001","0","1"
"2","2","5.73","0","1","12300169","8","4","vo_minigame_1012_result_1101","等一下，可能是算錯分了……\n……不，是對的呢。好，0分。\n……呃，0分！？\n開什麼玩笑──！","3001","0","8"
"2","3","5.32","0","1","12300170","5","3","vo_minigame_1012_result_1102","唉呀呀……是0分喔。\n畢竟題目很難啦……\n……不過0分也太扯！\n至少答對一題吧！","3001","0","1"
"2","3","2.37","0","1","12300171","3","9","vo_minigame_1012_result_1103","很遺憾，是0分喔。\n但如果以積極的態度來看，\n你現在就是在底層喔！最底層！\n往後只會一直往上了！","3001","0","9"
"2","3","4.25","0","1","12300172","9","1","vo_minigame_1012_result_1104","……分數很不理想呢，\n稍微休息一下吧？\n讓自己重新振作，改變一下心情，\n再次努力吧！","3001","0","3"
"3","0","0","0","1","13100101","7","7","vo_minigame_1012_gamestart_100","好了，開始學習吧。","1001","0","0"
"3","0","0","0","1","13100102","1","1","vo_minigame_1012_gamestart_101","好，讓大家看看學習的成果吧！","1001","0","0"
"3","0","1.82","0","1","13100103","1","7","vo_minigame_1012_gamestart_102","那就開始考試吧，來，把課本闔上！","1001","0","0"
"3","0","0.01","3","1","13100201","8","8","vo_minigame_1012_gamestart_103","你很有幹勁嘛！","1002","-1","4"
"3","0","0","3","1","13100202","1","1","vo_minigame_1012_gamestart_104","好，那就再來一次囉！","1002","-1","0"
"3","0","0","1","1","13100301","0","0","vo_minigame_1012_gamestart_105","這只是普通的難度喔！","1003","1","0"
"3","0","0","1","1","13100302","7","7","vo_minigame_1012_gamestart_106","首先從基礎開始！","1003","1","0"
"3","0","0","2","1","13100303","10","10","vo_minigame_1012_gamestart_107","要挑戰困難的題目吧！","1003","2","0"
"3","0","0.67","2","1","13100304","1","8","vo_minigame_1012_gamestart_108","好，你的話一定辦得到的！","1003","2","0"
"3","0","0","3","1","13100305","5","5","vo_minigame_1012_gamestart_109","都是些我也覺得很棘手的題目喔……！","1003","3","0"
"3","0","0","3","1","13100306","2","2","vo_minigame_1012_gamestart_110","雖然超難的但是加油吧！","1003","3","0"
"3","0","0","0","1","13100401","7","7","vo_minigame_1012_gamestart_111","俗話說打鐵趁熱\n……對吧♪","1004","0","0"
"3","0","0","0","1","13100402","1","1","vo_minigame_1012_gamestart_112","好，再來一次喔！","1004","0","0"
"3","0","0","0","1","13100501","9","9","vo_minigame_1012_gamestart_113","鈴奈好像也很認真在讀書呢～","1005","0","0"
"3","0","0","0","1","13100502","3","3","vo_minigame_1012_gamestart_114","你要當鈴奈的老師？\n嗯──","1005","0","0"
"3","0","0","0","1","13110101","1","1","vo_minigame_1012_start_100","題目！","1101","0","0"
"3","0","0","0","1","13110102","1","1","vo_minigame_1012_start_101","要上囉！","1101","0","0"
"3","0","0","0","1","13110103","7","7","vo_minigame_1012_start_102","答得出來嗎？","1101","0","0"
"3","0","0","0","1","13110201","2","2","vo_minigame_1012_start_103","下一題一定行！","1102","0","0"
"3","0","0","0","1","13110202","1","1","vo_minigame_1012_start_104","別放棄！","1102","0","0"
