4441558122aa4686f0f53591bdf573e10355b795af4c826c887b712322794550,399d5fd8d2cc2d84f0598405afd0b258f337650ef4b85b36c58979637aca395d,78da649c247ef059a16ff3b42ea643489712f6f09f77fb6bbb0a5657474c1c01,c5eae9c32a07abaf4fdf7a2f6164e2607e36acbf7ec9b3e8eb5f01c1394454bb,d9a7304ff3eaa624e2ac63b2a467a09d41001e0fef7bec37bff76f68c0f84240,62b202fd27a0fe368939e2db3d1d006a1586bfc1979fcc76e3880b17585c8129,f37d0359c8999a4d835c3a155ea3bf0bc0fa27096faba6eaa3020d3255be8de2,5bc38438189bef83b214b014f8827e2acbeff4b1f8b31e062c6fd72163d8e8a7,cd16da876b8e168ac35e4e4279bc0addbd18d3a98f47ead581b8312e01aa92b5,a290679704ce5dbb4c23a0d61ce34a9b518348bc36599c8f91922d18d1bfdd57,277a2a632fc804169015ceeeeb145c670a9ff49f6e66aa062dc750eda9fa262a,82fa89d04a639371cd116e01dd080c96d22748e89b12be74e8b73207a8e9c5b5,435a985fbd128b7547c1462eb8221b0543f5fbf5507f7df4a50cf42e88abe12f,431f7bc9cd07d442701c5e0ca833b4488f2bb97a8dc853ce3c8395a8a8ca722a,9d0d552c092ec82d1ec6a22e49fe8ba94acc0de971791ab60cedda52d34c5572,8389baf4ab385556ad5ba7443731e84719ee43916485b44fbe189906d749b497
"5803","0","0","5804","5801","1","58","55","22","2","2","0","10022","0","5802","5805"
"5903","0","0","5904","5901","1","59","56","22","1","5","0","10013","0","5902","5905"
"0","0","0","0","6001","1","60","57","22","101","8","0","11015","0","6002","0"
"6103","0","0","6104","6101","1","61","58","23","2","2","0","10021","0","6102","6105"
"6203","0","0","6204","6201","1","62","59","23","3","5","0","10032","0","6202","6205"
"6303","0","0","6304","6301","1","63","60","23","2","8","0","10023","0","6302","6305"
"6403","0","0","6404","6401","1","64","61","24","2","2","0","10024","0","6402","6405"
"6503","0","0","6504","6501","1","65","62","24","7","5","0","10071","0","6502","6505"
"0","0","0","0","6601","1","66","63","24","100","8","0","11004","0","0","0"
"6703","0","0","6704","6701","1","67","64","25","5","2","0","10055","0","6702","6705"
"6803","0","0","6804","6801","1","68","65","25","5","5","0","10051","0","6802","6805"
"6903","0","0","6904","6901","1","69","66","25","4","8","0","10042","0","6902","6905"
"7003","0","0","7004","7001","1","70","67","26","6","2","0","10064","0","7002","7005"
"7103","0","0","7104","7101","1","71","68","26","6","5","0","10061","0","7102","7105"
"0","0","0","0","7201","1","72","69","26","101","8","0","11013","0","0","0"
"7303","0","0","7304","7301","1","73","70","27","3","2","0","10033","0","7302","7305"
"7403","0","0","7404","7401","1","74","71","27","1","5","0","10014","0","7402","7405"
"7503","0","0","7504","7501","1","75","72","27","5","8","0","10052","0","7502","7505"
"7603","0","0","7604","7601","1","76","73","28","4","2","0","10044","0","7602","7605"
"0","0","0","0","7701","1","77","74","28","100","5","0","11005","0","0","0"
"0","0","0","0","7801","1","78","75","28","101","8","0","11011","0","7802","0"
"7903","0","0","7904","7901","1","79","76","29","3","2","0","10034","0","7902","7905"
"8003","0","0","8004","8001","1","80","77","29","7","5","0","10073","0","8002","8005"
"8103","0","0","8104","8101","1","81","78","29","3","8","0","10035","0","8102","8105"
"8203","0","80","8204","8201","1","82","79","30","6","5","0","10066","81","8202","8205"
"8303","0","0","8304","8301","1","83","82","31","6","2","0","10062","0","8302","8305"
"8403","0","0","8404","8401","1","84","82","31","1","5","0","10014","0","8402","8405"
"8503","0","0","8504","8501","1","85","82","31","2","8","0","10021","0","8502","8505"
"8603","0","0","8604","8601","1","86","83","32","5","2","0","10053","0","8602","8605"
"8703","0","0","8704","8701","1","87","84","32","1","5","0","10011","0","8702","8705"
"8803","0","0","8804","8801","1","88","85","32","7","8","0","10072","0","8802","8805"
"8903","0","0","8904","8901","1","89","86","33","4","2","0","10045","0","8902","8905"
"9003","0","0","9004","9001","1","90","87","33","4","5","0","10042","0","9002","9005"
"9103","0","0","9104","9101","1","91","88","33","5","8","0","10053","0","9102","9105"
"9203","0","0","9204","9201","1","92","89","34","6","2","0","10064","0","9202","9205"
"9303","0","0","9304","9301","1","93","90","34","3","5","0","10035","0","9302","9305"
"9403","0","0","9404","9401","1","94","91","34","5","8","0","10051","0","9402","9405"
"9503","0","0","9504","9501","1","95","92","35","3","2","0","10033","0","9502","9505"
"9603","0","0","9604","9601","1","96","93","35","4","5","0","10044","0","9602","9605"
"9703","0","0","9704","9701","1","97","94","35","7","8","0","10075","0","9702","9705"
"9803","0","0","9804","9801","1","98","95","36","3","2","0","10032","0","9802","9805"
"9903","0","0","9904","9901","1","99","96","36","2","5","0","10023","0","9902","9905"
"10003","0","0","10004","10001","1","100","97","36","2","8","0","10024","0","10002","10005"
"10103","0","0","10104","10101","1","101","98","37","5","2","0","10051","0","10102","10105"
"10203","0","0","10204","10201","1","102","99","37","1","5","0","10012","0","10202","10205"
"10303","0","0","10304","10301","1","103","100","37","3","8","0","10035","0","10302","10305"
"10403","0","0","10404","10401","1","104","101","38","6","2","0","10063","0","10402","10405"
"10503","0","0","10504","10501","1","105","102","38","5","5","0","10055","0","10502","10505"
"10603","0","0","10604","10601","1","106","103","38","7","8","0","10071","0","10602","10605"
"10703","0","0","10704","10701","1","107","104","39","5","2","0","10052","0","10702","10705"
"10803","0","0","10804","10801","1","108","105","39","4","5","0","10043","0","10802","10805"
"10903","0","0","10904","10901","1","109","106","39","2","8","0","10025","0","10902","10905"
"11003","0","108","11004","11001","1","110","107","40","7","5","0","10076","109","11002","11005"
"11103","0","0","11104","11101","2","111","0","1","6","2","0","10062","0","11102","11105"
"11203","0","0","11204","11201","2","112","0","1","2","5","0","10024","0","11202","11205"
"11303","0","0","11304","11301","2","113","0","1","4","8","0","10045","0","11302","11305"
"11403","0","0","11404","11401","2","114","111","2","2","2","0","10022","0","11402","11405"
"11503","0","0","11504","11501","2","115","112","2","4","5","0","10043","0","11502","11505"
"11603","0","0","11604","11601","2","116","113","2","7","8","0","10074","0","11602","11605"
"11703","0","0","11704","11701","2","117","114","3","1","2","0","10012","0","11702","11705"
"11803","0","0","11804","11801","2","118","115","3","6","5","0","10063","0","11802","11805"
"11903","0","0","11904","11901","2","119","116","3","3","8","0","10035","0","11902","11905"
"12003","0","0","12004","12001","2","120","117","4","5","2","0","10051","0","12002","12005"
"12103","0","0","12104","12101","2","121","118","4","2","5","0","10023","0","12102","12105"
"0","0","0","0","12201","2","122","119","4","100","8","0","11004","0","12202","0"
"12303","0","0","12304","12301","2","123","120","5","6","2","0","10061","0","12302","12305"
"12403","0","0","12404","12401","2","124","121","5","4","5","0","10042","0","12402","12405"
"12503","0","0","12504","12501","2","125","122","5","7","8","0","10073","0","12502","12505"
"12603","0","0","0","12601","2","126","123","6","101","2","0","11015","0","12602","0"
"12703","0","0","12704","12701","2","127","124","6","3","5","0","10033","0","12702","12705"
"12803","0","0","12804","12801","2","128","125","6","5","8","0","10054","0","12802","12805"
"12903","0","0","12904","12901","2","129","126","7","1","2","0","10011","0","12902","12905"
"13003","0","0","13004","13001","2","130","127","7","5","5","0","10052","0","13002","13005"
"13103","0","0","13104","13101","2","131","128","7","6","8","0","10064","0","13102","13105"
"13203","0","0","13204","13201","2","132","129","8","2","2","0","10025","0","13202","13205"
"13303","0","0","0","13301","2","133","130","8","101","5","0","11011","0","13302","0"
"0","0","0","0","13401","2","134","131","8","101","8","0","11014","0","0","0"
"13503","0","0","13504","13501","2","135","132","9","1","2","0","10015","0","13502","13505"
"13603","0","0","13604","13601","2","136","133","9","4","5","0","10041","0","13602","13605"
"13703","0","0","13704","13701","2","137","134","9","5","8","0","10055","0","13702","13705"
"13803","0","136","13804","13801","2","138","135","10","5","5","0","10056","137","13802","13805"
"13903","0","0","13904","13901","2","139","138","11","6","2","0","10063","0","13902","13905"
"14003","0","0","14004","14001","2","140","138","11","5","5","0","10054","0","14002","14005"
"14103","0","0","14104","14101","2","141","138","11","3","8","0","10031","0","14102","14105"
"14203","0","0","14204","14201","2","142","139","12","2","2","0","10022","0","14202","14205"
"14303","0","0","14304","14301","2","143","140","12","1","5","0","10014","0","14302","14305"
"14403","0","0","14404","14401","2","144","141","12","2","8","0","10025","0","14402","14405"
"14503","0","0","14504","14501","2","145","142","13","7","2","0","10071","0","14502","14505"
"14603","0","0","14604","14601","2","146","143","13","5","5","0","10052","0","14602","14605"
"0","0","0","0","14701","2","147","144","13","101","8","0","11013","0","14702","0"
"0","0","0","0","14801","2","148","145","14","101","2","0","11014","0","14802","0"
"14903","0","0","14904","14901","2","149","146","14","1","5","0","10013","0","14902","14905"
"15003","0","0","15004","15001","2","150","147","14","5","8","0","10055","0","15002","15005"
"15103","0","0","15104","15101","2","151","148","15","5","2","0","10051","0","15102","15105"
"0","0","0","0","15201","2","152","149","15","100","5","0","11001","0","0","0"
"0","0","0","0","15301","2","153","150","15","101","8","0","11012","0","15302","0"
"15403","0","0","15404","15401","2","154","151","16","2","2","0","10023","0","15402","15405"
"15503","0","0","15504","15501","2","155","152","16","5","5","0","10054","0","15502","15505"
"15603","0","0","15604","15601","2","156","153","16","2","8","0","10021","0","15602","15605"
"15703","0","0","15704","15701","2","157","154","17","3","2","0","10034","0","15702","15705"
"15803","0","0","15804","15801","2","158","155","17","6","5","0","10065","0","15802","15805"
"15903","0","0","15904","15901","2","159","156","17","7","8","0","10072","0","15902","15905"
"16003","0","0","16004","16001","2","160","157","18","3","2","0","10033","0","16002","16005"
"16103","0","0","0","16101","2","161","158","18","100","5","0","11004","0","16102","0"
"16203","0","0","16204","16201","2","162","159","18","1","8","0","10015","0","16202","16205"
"16303","0","0","16304","16301","2","163","160","19","3","2","0","10032","0","16302","16305"
"16403","0","0","16404","16401","2","164","161","19","5","5","0","10053","0","16402","16405"
"16503","0","0","16504","16501","2","165","162","19","5","8","0","10055","0","16502","16505"
"16603","0","164","16604","16601","2","166","163","20","3","5","0","10036","165","16602","16605"
"16703","0","0","16704","16701","2","167","166","21","6","2","0","10061","0","16702","16705"
"16803","0","0","16804","16801","2","168","166","21","5","5","0","10053","0","16802","16805"
"16903","0","0","16904","16901","2","169","166","21","4","8","0","10044","0","16902","16905"
"17003","0","0","17004","17001","2","170","167","22","6","2","0","10065","0","17002","17005"
"17103","0","0","17104","17101","2","171","168","22","5","5","0","10051","0","17102","17105"
"17203","0","0","17204","17201","2","172","169","22","4","8","0","10041","0","17202","17205"
"17303","0","0","17304","17301","2","173","170","23","1","2","0","10012","0","17302","17305"
"17403","0","0","17404","17401","2","174","171","23","7","5","0","10075","0","17402","17405"
"17503","0","0","17504","17501","2","175","172","23","3","8","0","10031","0","17502","17505"
"0","0","0","0","17601","2","176","173","24","100","2","0","11003","0","17602","0"
"17703","0","0","0","17701","2","177","174","24","101","5","0","11014","0","17702","0"
"17803","0","0","17804","17801","2","178","175","24","1","8","0","10011","0","17802","17805"
"17903","0","0","17904","17901","2","179","176","25","1","2","0","10013","0","17902","17905"
"18003","0","0","18004","18001","2","180","177","25","3","5","0","10034","0","18002","18005"
"0","0","0","0","18101","2","181","178","25","100","8","0","11005","0","18102","0"
"18203","0","0","18204","18201","2","182","179","26","6","2","0","10062","0","18202","18205"
"18303","0","0","18304","18301","2","183","180","26","4","5","0","10043","0","18302","18305"
"18403","0","0","18404","18401","2","184","181","26","5","8","0","10054","0","18402","18405"
"18503","0","0","18504","18501","2","185","182","27","1","2","0","10011","0","18502","18505"
"18603","0","0","18604","18601","2","186","183","27","1","5","0","10014","0","18602","18605"
"18703","0","0","18704","18701","2","187","184","27","4","8","0","10045","0","18702","18705"
"18803","0","0","18804","18801","2","188","185","28","1","2","0","10012","0","18802","18805"
"18903","0","0","0","18901","2","189","186","28","101","5","0","11013","0","18902","0"
"0","0","0","0","19001","2","190","187","28","100","8","0","11001","0","19002","0"
"19103","0","0","19104","19101","2","191","188","29","4","2","0","10042","0","19102","19105"
"19203","0","0","19204","19201","2","192","189","29","7","5","0","10073","0","19202","19205"
"19303","0","0","19304","19301","2","193","190","29","3","8","0","10035","0","19302","19305"
"19403","0","192","19404","19401","2","194","191","30","2","5","0","10026","193","19402","19405"
"19503","0","0","0","19501","2","195","194","31","100","2","0","11001","0","19502","0"
"19603","0","0","19604","19601","2","196","194","31","3","5","0","10033","0","19602","19605"
"19703","0","0","19704","19701","2","197","194","31","2","8","0","10024","0","19702","19705"
"19803","0","0","19804","19801","2","198","195","32","5","2","0","10055","0","19802","19805"
"19903","0","0","0","19901","2","199","196","32","101","5","0","11012","0","19902","0"
"20003","0","0","20004","20001","2","200","197","32","4","8","0","10043","0","20002","20005"
"20103","0","0","20104","20101","2","201","198","33","4","2","0","10045","0","20102","20105"
"20203","0","0","20204","20201","2","202","199","33","2","5","0","10021","0","20202","20205"
"20303","0","0","20304","20301","2","203","200","33","4","8","0","10042","0","20302","20305"
"20403","0","0","0","20401","2","204","201","34","100","2","0","11005","0","20402","0"
"20503","0","0","20504","20501","2","205","202","34","4","5","0","10042","0","20502","20505"
"20603","0","0","20604","20601","2","206","203","34","2","8","0","10024","0","20602","20605"
"20703","0","0","20704","20701","2","207","204","35","3","2","0","10031","0","20702","20705"
"20803","0","0","20804","20801","2","208","205","35","3","5","0","10032","0","20802","20805"
"20903","0","0","0","20901","2","209","206","35","100","8","0","11003","0","20902","0"
"21003","0","0","21004","21001","2","210","207","36","4","2","0","10044","0","21002","21005"
"21103","0","0","21104","21101","2","211","208","36","4","5","0","10041","0","21102","21105"
"21203","0","0","21204","21201","2","212","209","36","4","8","0","10043","0","21202","21205"
"21303","0","0","21304","21301","2","213","210","37","2","2","0","10025","0","21302","21305"
"21403","0","0","21404","21401","2","214","211","37","3","5","0","10032","0","21402","21405"
"21503","0","0","21504","21501","2","215","212","37","5","8","0","10054","0","21502","21505"
"21603","0","0","21604","21601","2","216","213","38","2","2","0","10025","0","21602","21605"
"21703","0","0","0","21701","2","217","214","38","100","5","0","11002","0","21702","0"
"21803","0","0","21804","21801","2","218","215","38","2","8","0","10023","0","21802","21805"
"21903","0","0","21904","21901","2","219","216","39","3","2","0","10034","0","21902","21905"
"22003","0","0","22004","22001","2","220","217","39","3","5","0","10031","0","22002","22005"
"22103","0","0","22104","22101","2","221","218","39","2","8","0","10022","0","22102","22105"
"22203","0","220","22204","22201","2","222","219","40","4","5","0","10046","221","22202","22205"
"0","0","0","0","22301","3","223","0","1","101","2","0","11012","0","0","0"
"22403","0","0","22404","22401","3","224","0","1","2","5","0","10021","0","22402","22405"
"22503","0","0","22504","22501","3","225","0","1","6","8","0","10063","0","22502","22505"
"22603","0","0","22604","22601","3","226","223","2","2","2","0","10025","0","22602","22605"
"22703","0","0","22704","22701","3","227","224","2","2","5","0","10024","0","22702","22705"
"22803","0","0","22804","22801","3","228","225","2","4","8","0","10045","0","22802","22805"
"0","0","0","0","22901","3","229","226","3","101","2","0","11013","0","0","0"
"23003","0","0","23004","23001","3","230","227","3","4","5","0","10044","0","23002","23005"
"23103","0","0","23104","23101","3","231","228","3","7","8","0","10072","0","23102","23105"
"0","0","0","0","23201","3","232","229","4","101","2","0","11015","0","0","0"
"0","0","0","0","23301","3","233","230","4","100","5","0","11003","0","0","0"
"23403","0","0","23404","23401","3","234","231","4","4","8","0","10041","0","23402","23405"
"23503","0","233","23504","23501","3","235","232","5","1","5","0","10016","234","23502","23505"
"23603","0","0","23604","23601","3","236","235","6","6","2","0","10064","0","23602","23605"
"23703","0","0","23704","23701","3","237","235","6","7","5","0","10071","0","23702","23705"
"23803","0","0","23804","23801","3","238","235","6","2","8","0","10023","0","23802","23805"
"23903","0","0","23904","23901","3","239","236","7","6","2","0","10065","0","23902","23905"
"0","0","0","0","24001","3","240","237","7","101","5","0","11013","0","0","0"
"0","0","0","0","24101","3","241","238","7","101","8","0","11011","0","0","0"
"24203","0","0","24204","24201","3","242","239","8","7","2","0","10074","0","24202","24205"
"0","0","0","0","24301","3","243","240","8","100","5","0","11002","0","0","0"
"24403","0","0","24404","24401","3","244","241","8","2","8","0","10024","0","24402","24405"
"24503","0","0","24504","24501","3","245","242","9","6","2","0","10062","0","24502","24505"
"0","0","0","0","24601","3","246","243","9","100","5","0","11005","0","0","0"
"24703","0","0","24704","24701","3","247","244","9","6","8","0","10061","0","24702","24705"
"24803","0","246","24804","24801","3","248","245","10","5","5","0","10056","247","24802","24805"
"24903","0","0","24904","24901","3","249","248","11","2","2","0","10022","0","24902","24905"
"25003","0","0","25004","25001","3","250","248","11","7","5","0","10075","0","25002","25005"
"25103","0","0","25104","25101","3","251","248","11","4","8","0","10044","0","25102","25105"
"0","0","0","0","25201","3","252","249","12","100","2","0","11003","0","0","0"
"25303","0","0","25304","25301","3","253","250","12","2","5","0","10025","0","25302","25305"
"25403","0","0","25404","25401","3","254","251","12","7","8","0","10073","0","25402","25405"
"0","0","0","0","25501","3","255","252","13","101","2","0","11014","0","0","0"
"25603","0","0","25604","25601","3","256","253","13","6","5","0","10064","0","25602","25605"
"25703","0","0","25704","25701","3","257","254","13","4","8","0","10042","0","25702","25705"
"0","0","0","0","25801","3","258","255","14","100","2","0","11002","0","0","0"
"25903","0","0","25904","25901","3","259","256","14","7","5","0","10071","0","25902","25905"
"0","0","0","0","26001","3","260","257","14","100","8","0","11004","0","0","0"
"26103","0","259","26104","26101","3","261","258","15","3","5","0","10036","260","26102","26105"
"26203","0","0","26204","26201","3","262","261","16","4","2","0","10041","0","26202","26205"
"26303","0","0","26304","26301","3","263","261","16","6","5","0","10065","0","26302","26305"
"0","0","0","0","26401","3","264","261","16","101","8","0","11012","0","0","0"
"26503","0","0","26504","26501","3","265","262","17","2","2","0","10025","0","26502","26505"
"0","0","0","0","26601","3","266","263","17","100","5","0","11001","0","0","0"
"26703","0","0","26704","26701","3","267","264","17","7","8","0","10075","0","26702","26705"
"26803","0","0","26804","26801","3","268","265","18","2","2","0","10023","0","26802","26805"
"0","0","0","0","26901","3","269","266","18","101","5","0","11014","0","0","0"
"27003","0","0","27004","27001","3","270","267","18","2","8","0","10021","0","27002","27005"
"0","0","0","0","27101","3","271","268","19","101","2","0","11011","0","0","0"
"27203","0","0","27204","27201","3","272","269","19","7","5","0","10073","0","27202","27205"
"27303","0","0","27304","27301","3","273","270","19","4","8","0","10042","0","27302","27305"
"27403","0","272","27404","27401","3","274","271","20","5","5","0","10056","273","27402","27405"
"0","0","0","0","27501","3","275","274","21","100","2","0","11005","0","0","0"
"27603","0","0","27604","27601","3","276","274","21","7","5","0","10074","0","27602","27605"
"27703","0","0","27704","27701","3","277","274","21","4","8","0","10043","0","27702","27705"
"0","0","0","0","27801","3","278","275","22","100","2","0","11001","0","0","0"
"27903","0","0","27904","27901","3","279","276","22","6","5","0","10063","0","27902","27905"
"28003","0","0","28004","28001","3","280","277","22","4","8","0","10045","0","28002","28005"
"28103","0","0","28104","28101","3","281","278","23","2","2","0","10022","0","28102","28105"
"0","0","0","0","28201","3","282","279","23","100","5","0","11004","0","0","0"
"0","0","0","0","28301","3","283","280","23","101","8","0","11015","0","0","0"
"28403","0","0","28404","28401","3","284","281","24","6","2","0","10061","0","28402","28405"
"0","0","0","0","28501","3","285","282","24","100","5","0","11005","0","0","0"
"28603","0","0","28604","28601","3","286","283","24","7","8","0","10071","0","28602","28605"
"28703","0","285","28704","28701","3","287","284","25","3","5","0","10036","286","28702","28705"
"28803","0","0","28804","28801","3","288","287","26","6","2","0","10065","0","28802","28805"
"0","0","0","0","28901","3","289","287","26","101","5","0","11011","0","0","0"
"29003","0","0","29004","29001","3","290","287","26","2","8","0","10023","0","29002","29005"
"29103","0","0","29104","29101","3","291","288","27","7","2","0","10072","0","29102","29105"
"0","0","0","0","29201","3","292","289","27","100","5","0","11003","0","0","0"
"29303","0","0","29304","29301","3","293","290","27","4","8","0","10044","0","29302","29305"
"29403","0","0","29404","29401","3","294","291","28","6","2","0","10062","0","29402","29405"
"29503","0","0","29504","29501","3","295","292","28","4","5","0","10043","0","29502","29505"
"29603","0","0","29604","29601","3","296","293","28","6","8","0","10063","0","29602","29605"
"29703","0","0","29704","29701","3","297","294","29","2","2","0","10021","0","29702","29705"
"29803","0","0","29804","29801","3","298","295","29","6","5","0","10062","0","29802","29805"
"0","0","0","0","29901","3","299","296","29","100","8","0","11004","0","0","0"
"30003","0","298","30004","30001","3","300","297","30","1","5","0","10016","299","30002","30005"
"30103","0","0","30104","30101","3","301","300","31","4","2","0","10042","0","30102","30105"
"0","0","0","0","30201","3","302","300","31","101","5","0","11013","0","0","0"
"30303","0","0","30304","30301","3","303","300","31","4","8","0","10045","0","30302","30305"
"30403","0","0","30404","30401","3","304","301","32","2","2","0","10023","0","30402","30405"
"30503","0","0","30504","30501","3","305","302","32","4","5","0","10041","0","30502","30505"
"30603","0","0","30604","30601","3","306","303","32","7","8","0","10075","0","30602","30605"
"0","0","0","0","30701","3","307","304","33","101","2","0","11012","0","0","0"
"30803","0","0","30804","30801","3","308","305","33","2","5","0","10024","0","30802","30805"
"30903","0","0","30904","30901","3","309","306","33","2","8","0","10021","0","30902","30905"
"31003","0","0","31004","31001","3","310","307","34","4","2","0","10043","0","31002","31005"
"31103","0","0","31104","31101","3","311","308","34","6","5","0","10061","0","31102","31105"
"0","0","0","0","31201","3","312","309","34","100","8","0","11002","0","0","0"
"31303","0","311","31304","31301","3","313","310","35","3","5","0","10036","312","31302","31305"
"31403","0","0","31404","31401","3","314","313","36","7","2","0","10073","0","31402","31405"
"31503","0","0","31504","31501","3","315","313","36","4","5","0","10041","0","31502","31505"
"0","0","0","0","31601","3","316","313","36","101","8","0","11014","0","0","0"
"31703","0","0","31704","31701","3","317","314","37","2","2","0","10025","0","31702","31705"
"31803","0","0","31804","31801","3","318","315","37","4","5","0","10043","0","31802","31805"
"0","0","0","0","31901","3","319","316","37","100","8","0","11001","0","0","0"
"32003","0","0","32004","32001","3","320","317","38","2","2","0","10022","0","32002","32005"
"32103","0","0","32104","32101","3","321","318","38","6","5","0","10064","0","32102","32105"
