a0582e69356d557807743b153e7a62008a406e334def9b30a8f43bbd9f10615e,dc3d627653b9f510d8151b107625759d7dda985638591ef1e71f4675211fd3cf,554c4dd1312aa65b238459234dfb5986bfb5e63c0c32d23e1aa287496da577d3,aa7ad53db97f8e42e730976311a9aba5e90ca16469da3927aa2d08a94c410dd7,446890f16dc2a1b4d53bbdc6a8a7bf7a9e0172e38ea56a02185cff4396b9b79e,6c435e6daff3921d634f698d48cf1191dd52b8561ba17f5646a6cf6978699dfa
"10201070","15","56011070","1","1001","96"
"10201071","15","56011071","1","1002","97"
"10201072","15","56011072","1","1003","98"
"91002","8","56011072","50","0","99"
"10201073","15","56011073","1","1001","100"
"10201074","15","56011074","1","1002","101"
"10201075","15","56011075","1","1003","102"
"91002","8","56011075","50","0","103"
"10201076","15","56011076","1","1001","104"
"10201077","15","56011077","1","1002","105"
"10201078","15","56011078","1","1003","106"
"91002","8","56011078","50","0","107"
"10201079","15","56011079","1","1001","108"
"10201080","15","56011080","1","1002","109"
"10201081","15","56011081","1","1003","110"
"91002","8","56011081","50","0","111"
"10201082","15","56011082","1","1001","112"
"10201083","15","56011083","1","1002","113"
"10201084","15","56011084","1","1003","114"
"91002","8","56011084","50","0","115"
"10201085","15","56011085","1","1001","116"
"10201086","15","56011086","1","1002","117"
"10201087","15","56011087","1","1003","118"
"91002","8","56011087","50","0","119"
"10201088","15","56011088","1","1001","120"
"10201089","15","56011089","1","1002","121"
"10201090","15","56011090","1","1003","122"
"91002","8","56011090","50","0","123"
"10201091","15","56011091","1","1001","124"
"10201092","15","56011092","1","1002","125"
"10201093","15","56011093","1","1003","126"
"91002","8","56011093","50","0","127"
"10201094","15","56011094","1","1001","128"
"10201095","15","56011095","1","1002","129"
"10201096","15","56011096","1","1003","130"
"91002","8","56011096","50","0","131"
"10201097","15","56011097","1","1001","132"
"10201098","15","56011098","1","1002","133"
"10201099","15","56011099","1","1003","134"
"91002","8","56011099","50","0","135"
"10201100","15","56011100","1","1001","136"
"10201101","15","56011101","1","1002","137"
"10201102","15","56011102","1","1003","138"
"91002","8","56011102","50","0","139"
"10201103","15","56011103","1","1001","140"
"10201104","15","56011104","1","1002","141"
"10201105","15","56011105","1","1003","142"
"91002","8","56011105","50","0","143"
"10201106","15","56011106","1","1001","144"
"10201107","15","56011107","1","1002","145"
"10201108","15","56011108","1","1003","146"
"91002","8","56011108","50","0","147"
"10201109","15","56011109","1","1001","148"
"10201110","15","56011110","1","1002","149"
"10201111","15","56011111","1","1003","150"
"91002","8","56011111","50","0","151"
"10201112","15","56011112","1","1001","152"
"10201113","15","56011113","1","1002","153"
"10201114","15","56011114","1","1003","154"
"91002","8","56011114","50","0","155"
"10201115","15","56011115","1","1001","156"
"10201116","15","56011116","1","1002","157"
"10201117","15","56011117","1","1003","158"
"91002","8","56011117","50","0","159"
"10201118","15","56011118","1","1001","160"
"10201119","15","56011119","1","1002","161"
"10201120","15","56011120","1","1003","162"
"91002","8","56011120","50","0","163"
"10201121","15","56011121","1","1001","164"
"10201122","15","56011122","1","1002","165"
"10201123","15","56011123","1","1003","166"
"91002","8","56011123","50","0","167"
"10201124","15","56011124","1","1001","168"
"10201125","15","56011125","1","1002","169"
"10201126","15","56011126","1","1003","170"
"91002","8","56011126","50","0","171"
"10201127","15","56011127","1","1001","172"
"10201128","15","56011128","1","1002","173"
"10201129","15","56011129","1","1003","174"
"91002","8","56011129","50","0","175"
"10201130","15","56011130","1","1001","176"
"10201131","15","56011131","1","1002","177"
"10201132","15","56011132","1","1003","178"
"91002","8","56011132","50","0","179"
"10201133","15","56011133","1","1001","180"
"10201134","15","56011134","1","1002","181"
"10201135","15","56011135","1","1003","182"
"91002","8","56011135","50","0","183"
"10201136","15","56011136","1","1001","184"
"10201137","15","56011137","1","1002","185"
"10201138","15","56011138","1","1003","186"
"91002","8","56011138","50","0","187"
"10201139","15","56011139","1","1001","188"
"10201140","15","56011140","1","1002","189"
"10201141","15","56011141","1","1003","190"
"91002","8","56011141","50","0","191"
"10201142","15","56011142","1","1001","192"
"10201143","15","56011143","1","1002","193"
"10201144","15","56011144","1","1003","194"
"91002","8","56011144","50","0","195"
"10201145","15","56011145","1","1001","196"
"10201146","15","56011146","1","1002","197"
"10201147","15","56011147","1","1003","198"
"91002","8","56011147","50","0","199"
"10201148","15","56011148","1","1001","200"
"10201149","15","56011149","1","1002","201"
"10201150","15","56011150","1","1003","202"
"91002","8","56011150","50","0","203"
"10201151","15","56011151","1","1001","204"
"10201152","15","56011152","1","1002","205"
"10201153","15","56011153","1","1003","206"
"91002","8","56011153","50","0","207"
"10201154","15","56011154","1","1001","208"
"10201155","15","56011155","1","1002","209"
"10201156","15","56011156","1","1003","210"
"91002","8","56011156","50","0","211"
"10201157","15","56011157","1","1001","212"
"10201158","15","56011158","1","1002","213"
"10201159","15","56011159","1","1003","214"
"91002","8","56011159","50","0","215"
"10201160","15","56011160","1","1001","216"
"10201161","15","56011161","1","1002","217"
"10201162","15","56011162","1","1003","218"
"91002","8","56011162","50","0","219"
"10201163","15","56011163","1","1001","220"
"10201164","15","56011164","1","1002","221"
"10201165","15","56011165","1","1003","222"
"91002","8","56011165","50","0","223"
"10201166","15","56011166","1","1001","224"
"10201167","15","56011167","1","1002","225"
"10201168","15","56011168","1","1003","226"
"91002","8","56011168","50","0","227"
"10201169","15","56011169","1","1001","228"
"10201170","15","56011170","1","1002","229"
"10201171","15","56011171","1","1003","230"
"91002","8","56011171","50","0","231"
"10201172","15","56011172","1","1001","232"
"10201173","15","56011173","1","1002","233"
"10201174","15","56011174","1","1003","234"
"91002","8","56011174","50","0","235"
"10201175","15","56011175","1","1001","236"
"10201176","15","56011176","1","1002","237"
"10201177","15","56011177","1","1003","238"
"91002","8","56011177","50","0","239"
"10201178","15","56011178","1","1001","240"
"10201179","15","56011179","1","1002","241"
"10201180","15","56011180","1","1003","242"
"91002","8","56011180","50","0","243"
"10201181","15","56011181","1","1001","244"
"10201182","15","56011182","1","1002","245"
"10201183","15","56011183","1","1003","246"
"91002","8","56011183","50","0","247"
"10201184","15","56011184","1","1001","248"
"10201185","15","56011185","1","1002","249"
"10201186","15","56011186","1","1003","250"
"91002","8","56011186","50","0","251"
"10201187","15","56011187","1","1001","252"
"10201188","15","56011188","1","1002","253"
"10201189","15","56011189","1","1003","254"
"91002","8","56011189","50","0","255"
"10201190","15","56011190","1","1001","256"
"10201191","15","56011191","1","1002","257"
"10201192","15","56011192","1","1003","258"
"91002","8","56011192","50","0","259"
"10201193","15","56011193","1","1001","260"
"10201194","15","56011194","1","1002","261"
"10201195","15","56011195","1","1003","262"
"91002","8","56011195","50","0","263"
"10201196","15","56011196","1","1001","264"
"10201197","15","56011197","1","1002","265"
"10201198","15","56011198","1","1003","266"
"91002","8","56011198","50","0","267"
"10201199","15","56011199","1","1001","268"
"10201200","15","56011200","1","1002","269"
"10201201","15","56011201","1","1003","270"
"91002","8","56011201","50","0","271"
"10201202","15","56011202","1","1001","272"
"10201203","15","56011203","1","1002","273"
"10201204","15","56011204","1","1003","274"
"91002","8","56011204","50","0","275"
"10201205","15","56011205","1","1001","276"
"10201206","15","56011206","1","1002","277"
"10201207","15","56011207","1","1003","278"
"91002","8","56011207","50","0","279"
"10201208","15","56011208","1","1001","280"
"10201209","15","56011209","1","1002","281"
"10201210","15","56011210","1","1003","282"
"91002","8","56011210","50","0","283"
"10201211","15","56011211","1","1001","284"
"10201212","15","56011212","1","1002","285"
"10201213","15","56011213","1","1003","286"
"91002","8","56011213","50","0","287"
"10201214","15","56011214","1","1001","288"
"10201215","15","56011215","1","1002","289"
"10201216","15","56011216","1","1003","290"
"91002","8","56011216","50","0","291"
"10201217","15","56011217","1","1001","292"
"10201218","15","56011218","1","1002","293"
"10201219","15","56011219","1","1003","294"
"91002","8","56011219","50","0","295"
"10201220","15","56011220","1","1001","296"
"10201221","15","56011221","1","1002","297"
"10201222","15","56011222","1","1003","298"
"91002","8","56011222","50","0","299"
"10201223","15","56011223","1","1001","300"
"10201224","15","56011224","1","1002","301"
"10201225","15","56011225","1","1003","302"
"91002","8","56011225","50","0","303"
"10201226","15","56011226","1","1001","304"
"10201227","15","56011227","1","1002","305"
"10201228","15","56011228","1","1003","306"
"91002","8","56011228","50","0","307"
"10201229","15","56011229","1","1001","308"
"10201230","15","56011230","1","1002","309"
"10201231","15","56011231","1","1003","310"
"91002","8","56011231","50","0","311"
"10201232","15","56011232","1","1001","312"
"10201233","15","56011233","1","1002","313"
"10201234","15","56011234","1","1003","314"
"91002","8","56011234","50","0","315"
"10202001","15","56012001","1","1003","316"
"10202002","15","56012002","1","1003","317"
"10202003","15","56012003","1","1003","318"
"10202004","15","56012004","1","1003","319"
"10202005","15","56012005","1","1003","320"
"10202006","15","56012006","1","1003","321"
"10202007","15","56012007","1","1003","322"
"10202008","15","56012008","1","1003","323"
"10202009","15","56012009","1","1003","324"
"10202010","15","56012010","1","1003","325"
"10202011","15","56012011","1","1003","326"
"10202012","15","56012012","1","1003","327"
"10202013","15","56012013","1","1003","328"
"10202014","15","56012014","1","1003","329"
"10202015","15","56012015","1","1003","330"
"10501001","15","54002001","1","1001","447"
"91002","8","54002001","50","0","448"
"10501002","15","54002002","1","1002","449"
"91002","8","54002002","50","0","450"
"10501003","15","54002003","1","1003","451"
"91002","8","54002003","50","0","452"
"10502001","15","54004001","1","1001","453"
"91002","8","54004001","50","0","454"
"10502002","15","54004002","1","1002","455"
"91002","8","54004002","50","0","456"
"10502003","15","54004003","1","1003","457"
"91002","8","54004003","50","0","458"
"10601001","15","55006001","1","1001","459"
"91002","8","55006001","10","0","460"
"10601002","15","55006002","1","1002","461"
"91002","8","55006002","30","0","462"
"10601003","15","55006003","1","1003","463"
"91002","8","55006003","50","0","464"
"10201235","15","56011235","1","1001","465"
"10201236","15","56011236","1","1002","466"
"10201237","15","56011237","1","1003","467"
"91002","8","56011237","50","0","468"
"10201238","15","56011238","1","1001","469"
"10201239","15","56011239","1","1002","470"
"10201240","15","56011240","1","1003","471"
"91002","8","56011240","50","0","472"
"10201241","15","56011241","1","1001","473"
"10201242","15","56011242","1","1002","474"
"10201243","15","56011243","1","1003","475"
"91002","8","56011243","50","0","476"
"10201244","15","56011244","1","1001","477"
"10201245","15","56011245","1","1002","478"
"10201246","15","56011246","1","1003","479"
"91002","8","56011246","50","0","480"
"10201247","15","56011247","1","1001","481"
"10201248","15","56011248","1","1002","482"
"10201249","15","56011249","1","1003","483"
"91002","8","56011249","50","0","484"
"10201250","15","56011250","1","1001","485"
"10201251","15","56011251","1","1002","486"
"10201252","15","56011252","1","1003","487"
"91002","8","56011252","50","0","488"
"10201253","15","56011253","1","1001","489"
"10201254","15","56011254","1","1002","490"
"10201255","15","56011255","1","1003","491"
"91002","8","56011255","50","0","492"
"10201256","15","56011256","1","1001","493"
"10201257","15","56011257","1","1002","494"
"10201258","15","56011258","1","1003","495"
"91002","8","56011258","50","0","496"
"10201259","15","56011259","1","1001","497"
"10201260","15","56011260","1","1002","498"
"10201261","15","56011261","1","1003","499"
"91002","8","56011261","50","0","500"
"10201262","15","56011262","1","1001","501"
"10201263","15","56011263","1","1002","502"
"10201264","15","56011264","1","1003","503"
"91002","8","56011264","50","0","504"
"10201265","15","56011265","1","1001","505"
"10201266","15","56011266","1","1002","506"
"10201267","15","56011267","1","1003","507"
"91002","8","56011267","50","0","508"
"10201268","15","56011268","1","1001","509"
"10201269","15","56011269","1","1002","510"
"10201270","15","56011270","1","1003","511"
"91002","8","56011270","50","0","512"
"10201271","15","56011271","1","1003","513"
"91002","8","56011271","100","0","514"
"10201272","15","56011272","1","1003","515"
"91002","8","56011272","100","0","516"
"10201273","15","56011273","1","1003","517"
"91002","8","56011273","100","0","518"
"10201274","15","56011274","1","1001","519"
"10201275","15","56011275","1","1002","520"
"10201276","15","56011276","1","1003","521"
"91002","8","56011276","50","0","522"
"10201277","15","56011277","1","1001","523"
"10201278","15","56011278","1","1002","524"
"10201279","15","56011279","1","1003","525"
"91002","8","56011279","50","0","526"
"10201280","15","56011280","1","1001","527"
"10201281","15","56011281","1","1002","528"
"10201282","15","56011282","1","1003","529"
"91002","8","56011282","50","0","530"
"10201283","15","56011283","1","1001","531"
"10201284","15","56011284","1","1002","532"
"10201285","15","56011285","1","1003","533"
"91002","8","56011285","50","0","534"
"10201286","15","56011286","1","1003","535"
"91002","8","56011286","100","0","536"
"11101001","15","56014001","1","1001","537"
"91002","8","56014001","10","0","538"
"11101002","15","56014002","1","1002","539"
"91002","8","56014002","20","0","540"
"11101003","15","56014003","1","1003","541"
"91002","8","56014003","50","0","542"
"11201001","15","56015001","1","1001","543"
"91002","8","56015001","50","0","544"
"11201002","15","56015002","1","1002","545"
"91002","8","56015002","50","0","546"
"11201003","15","56015003","1","1003","547"
"91002","8","56015003","50","0","548"
"10201287","15","56011287","1","1001","549"
"10201288","15","56011288","1","1002","550"
"10201289","15","56011289","1","1003","551"
"91002","8","56011289","50","0","552"
"10201290","15","56011290","1","1001","553"
"10201291","15","56011291","1","1002","554"
"10201292","15","56011292","1","1003","555"
"91002","8","56011292","50","0","556"
"10201293","15","56011293","1","1003","557"
"91002","8","56011293","100","0","558"
"10201294","15","56011294","1","1001","559"
"10201295","15","56011295","1","1002","560"
"10201296","15","56011296","1","1003","561"
"91002","8","56011296","50","0","562"
"10201297","15","56011297","1","1001","563"
"10201298","15","56011298","1","1002","564"
"10201299","15","56011299","1","1003","565"
"91002","8","56011299","50","0","566"
"10201300","15","56011300","1","1001","567"
"10201301","15","56011301","1","1002","568"
"10201302","15","56011302","1","1003","569"
"91002","8","56011302","50","0","570"
"10201303","15","56011303","1","1003","571"
"91002","8","56011303","100","0","572"
"10201304","15","56011304","1","1001","573"
"10201305","15","56011305","1","1002","574"
"10201306","15","56011306","1","1003","575"
"91002","8","56011306","50","0","576"
"10301015","15","58008015","1","1003","577"
"91002","8","58008015","50","0","578"
"10201307","15","56011307","1","1001","579"
"10201308","15","56011308","1","1002","580"
"10201309","15","56011309","1","1003","581"
"91002","8","56011309","50","0","582"
"10201310","15","56011310","1","1001","583"
"10201311","15","56011311","1","1002","584"
"10201312","15","56011312","1","1003","585"
"91002","8","56011312","50","0","586"
"10201313","15","56011313","1","1003","587"
"91002","8","56011313","100","0","588"
"10201314","15","56011314","1","1001","589"
"10201315","15","56011315","1","1002","590"
"10201316","15","56011316","1","1003","591"
"91002","8","56011316","50","0","592"
"10201317","15","56011317","1","1001","593"
"10201318","15","56011318","1","1002","594"
"10201319","15","56011319","1","1003","595"
"91002","8","56011319","50","0","596"
"10201320","15","56011320","1","1001","597"
"10201321","15","56011321","1","1002","598"
"10201322","15","56011322","1","1003","599"
"91002","8","56011322","50","0","600"
"10201323","15","56011323","1","1003","601"
"91002","8","56011323","100","0","602"
"10201324","15","56011324","1","1001","603"
"10201325","15","56011325","1","1002","604"
"10201326","15","56011326","1","1003","605"
"91002","8","56011326","50","0","606"
"10201327","15","56011327","1","1001","607"
"10201328","15","56011328","1","1002","608"
"10201329","15","56011329","1","1003","609"
"91002","8","56011329","50","0","610"
"10201330","15","56011330","1","1001","611"
"10201331","15","56011331","1","1002","612"
"10201332","15","56011332","1","1003","613"
"91002","8","56011332","50","0","614"
"10201333","15","56011333","1","1003","615"
"91002","8","56011333","100","0","616"
"10201334","15","56011334","1","1003","617"
"91002","8","56011334","100","0","618"
"10201335","15","56011335","1","1003","619"
"91002","8","56011335","100","0","620"
"10202100","15","56012100","1","1003","621"
"10201336","15","56011336","1","1001","622"
"10201337","15","56011337","1","1002","623"
"10201338","15","56011338","1","1003","624"
"91002","8","56011338","50","0","625"
"10201339","15","56011339","1","1001","626"
"10201340","15","56011340","1","1002","627"
"10201341","15","56011341","1","1003","628"
"91002","8","56011341","50","0","629"
"10202016","15","56012016","1","1003","630"
"10201342","15","56011342","1","1003","631"
"91002","8","56011342","100","0","632"
"10201343","15","56011343","1","1001","633"
"10201344","15","56011344","1","1002","634"
"10201345","15","56011345","1","1003","635"
"91002","8","56011345","50","0","636"
"10201346","15","56011346","1","1001","637"
"10201347","15","56011347","1","1002","638"
"10201348","15","56011348","1","1003","639"
"91002","8","56011348","50","0","640"
"10201349","15","56011349","1","1003","641"
"91002","8","56011349","100","0","642"
"10603001","15","55008001","1","1001","643"
"91002","8","55008001","50","0","644"
"10603002","15","55008002","1","1001","645"
"91002","8","55008002","50","0","646"
"10603003","15","55008003","1","1002","647"
"91002","8","55008003","50","0","648"
"10603004","15","55008004","1","1002","649"
"91002","8","55008004","50","0","650"
"10603005","15","55008005","1","1003","651"
"91002","8","55008005","50","0","652"
"10603006","15","55008006","1","1003","653"
"91002","8","55008006","50","0","654"
"10201350","15","56011350","1","1001","655"
"10201351","15","56011351","1","1002","656"
"10201352","15","56011352","1","1003","657"
"91002","8","56011352","50","0","658"
"10201353","15","56011353","1","1001","659"
"10201354","15","56011354","1","1002","660"
"10201355","15","56011355","1","1003","661"
"91002","8","56011355","50","0","662"
"10201356","15","56011356","1","1001","663"
"10201357","15","56011357","1","1002","664"
"10201358","15","56011358","1","1003","665"
"91002","8","56011358","50","0","666"
"10201359","15","56011359","1","1003","667"
"91002","8","56011359","100","0","668"
"10201360","15","56011360","1","1001","669"
"10201361","15","56011361","1","1002","670"
"10201362","15","56011362","1","1003","671"
"91002","8","56011362","50","0","672"
"10201363","15","56011363","1","1001","673"
"10201364","15","56011364","1","1002","674"
"10201365","15","56011365","1","1003","675"
"91002","8","56011365","50","0","676"
"10202017","15","56012017","1","1003","677"
"10201366","15","56011366","1","1001","678"
"10201367","15","56011367","1","1002","679"
"10201368","15","56011368","1","1003","680"
"91002","8","56011368","50","0","681"
"10201369","15","56011369","1","1001","682"
"10201370","15","56011370","1","1002","683"
"10201371","15","56011371","1","1003","684"
"91002","8","56011371","50","0","685"
"10201372","15","56011372","1","1003","686"
"91002","8","56011372","100","0","687"
"10201373","15","56011373","1","1001","688"
"10201374","15","56011374","1","1002","689"
"10201375","15","56011375","1","1003","690"
"91002","8","56011375","50","0","691"
"10201376","15","56011376","1","1001","692"
"10201377","15","56011377","1","1002","693"
"10201378","15","56011378","1","1003","694"
"91002","8","56011378","50","0","695"
"10201379","15","56011379","1","1001","696"
"10201380","15","56011380","1","1002","697"
"10201381","15","56011381","1","1003","698"
"91002","8","56011381","50","0","699"
"10201382","15","56011382","1","1001","700"
"10201383","15","56011383","1","1002","701"
"10201384","15","56011384","1","1003","702"
"91002","8","56011384","50","0","703"
"10201385","15","56011385","1","1003","704"
"91002","8","56011385","100","0","705"
"10201386","15","56011386","1","1001","706"
"10201387","15","56011387","1","1002","707"
"10201388","15","56011388","1","1003","708"
"91002","8","56011388","50","0","709"
"10201389","15","56011389","1","1001","710"
"10201390","15","56011390","1","1002","711"
"10201391","15","56011391","1","1003","712"
"91002","8","56011391","50","0","713"
"10201392","15","56011392","1","1001","714"
"10201393","15","56011393","1","1002","715"
"10201394","15","56011394","1","1003","716"
"91002","8","56011394","50","0","717"
"10201395","15","56011395","1","1003","718"
"91002","8","56011395","100","0","719"
"10201396","15","56011396","1","1003","720"
"91002","8","56011396","100","0","721"
"10201397","15","56011397","1","1001","722"
"10201398","15","56011398","1","1002","723"
"10201399","15","56011399","1","1003","724"
"91002","8","56011399","50","0","725"
"10201400","15","56011400","1","1001","726"
"10201401","15","56011401","1","1002","727"
"10201402","15","56011402","1","1003","728"
"91002","8","56011402","50","0","729"
"10201403","15","56011403","1","1001","730"
"10201404","15","56011404","1","1002","731"
"10201405","15","56011405","1","1003","732"
"91002","8","56011405","50","0","733"
"10201406","15","56011406","1","1003","734"
"91002","8","56011406","100","0","735"
"10201407","15","56011407","1","1001","736"
"10201408","15","56011408","1","1002","737"
"10201409","15","56011409","1","1003","738"
"91002","8","56011409","50","0","739"
"10201410","15","56011410","1","1001","740"
"10201411","15","56011411","1","1002","741"
"10201412","15","56011412","1","1003","742"
"91002","8","56011412","50","0","743"
"10201413","15","56011413","1","1003","744"
"91002","8","56011413","100","0","745"
"10201414","15","56011414","1","1001","746"
"10201415","15","56011415","1","1002","747"
"10201416","15","56011416","1","1003","748"
"91002","8","56011416","50","0","749"
"10201417","15","56011417","1","1001","750"
"10201418","15","56011418","1","1002","751"
"10201419","15","56011419","1","1003","752"
"91002","8","56011419","50","0","753"
"10201420","15","56011420","1","1001","754"
"10201421","15","56011421","1","1002","755"
"10201422","15","56011422","1","1003","756"
"91002","8","56011422","50","0","757"
"10201423","15","56011423","1","1003","758"
"91002","8","56011423","100","0","759"
"10201424","15","56011424","1","1001","760"
"10201425","15","56011425","1","1002","761"
"10201426","15","56011426","1","1003","762"
"91002","8","56011426","50","0","763"
"10201427","15","56011427","1","1001","764"
"10201428","15","56011428","1","1002","765"
"10201429","15","56011429","1","1003","766"
"91002","8","56011429","50","0","767"
"10201430","15","56011430","1","1001","768"
"10201431","15","56011431","1","1002","769"
"10201432","15","56011432","1","1003","770"
"91002","8","56011432","50","0","771"
"10201433","15","56011433","1","1001","772"
"10201434","15","56011434","1","1002","773"
"10201435","15","56011435","1","1003","774"
"91002","8","56011435","50","0","775"
"10201436","15","56011436","1","1003","776"
"91002","8","56011436","100","0","777"
"10201437","15","56011437","1","1001","778"
"10201438","15","56011438","1","1002","779"
"10201439","15","56011439","1","1003","780"
"91002","8","56011439","50","0","781"
"10201440","15","56011440","1","1001","782"
"10201441","15","56011441","1","1002","783"
"10201442","15","56011442","1","1003","784"
"91002","8","56011442","50","0","785"
"10201443","15","56011443","1","1001","786"
"10201444","15","56011444","1","1002","787"
"10201445","15","56011445","1","1003","788"
"91002","8","56011445","50","0","789"
"10201446","15","56011446","1","1003","790"
"91002","8","56011446","100","0","791"
"10201447","15","56011447","1","1001","792"
"10201448","15","56011448","1","1002","793"
"10201449","15","56011449","1","1003","794"
"91002","8","56011449","50","0","795"
"10201450","15","56011450","1","1001","796"
"10201451","15","56011451","1","1002","797"
"10201452","15","56011452","1","1003","798"
"91002","8","56011452","50","0","799"
"10201453","15","56011453","1","1001","800"
"10201454","15","56011454","1","1002","801"
"10201455","15","56011455","1","1003","802"
"91002","8","56011455","50","0","803"
"10201456","15","56011456","1","1001","804"
"10201457","15","56011457","1","1002","805"
"10201458","15","56011458","1","1003","806"
"91002","8","56011458","50","0","807"
"10201459","15","56011459","1","1001","808"
"10201460","15","56011460","1","1002","809"
"10201461","15","56011461","1","1003","810"
"91002","8","56011461","50","0","811"
"10201462","15","56011462","1","1003","812"
"91002","8","56011462","100","0","813"
"10201463","15","56011463","1","1003","814"
"91002","8","56011463","100","0","815"
"10201464","15","56011464","1","1003","816"
"91002","8","56011464","100","0","817"
"10201465","15","56011465","1","1001","818"
"10201466","15","56011466","1","1002","819"
"10201467","15","56011467","1","1003","820"
"91002","8","56011467","50","0","821"
"10201468","15","56011468","1","1001","822"
"10201469","15","56011469","1","1002","823"
"10201470","15","56011470","1","1003","824"
"91002","8","56011470","50","0","825"
"10201471","15","56011471","1","1003","826"
"91002","8","56011471","100","0","827"
"10201472","15","56011472","1","1001","828"
"10201473","15","56011473","1","1002","829"
"10201474","15","56011474","1","1003","830"
"91002","8","56011474","50","0","831"
"10201475","15","56011475","1","1001","832"
"10201476","15","56011476","1","1002","833"
"10201477","15","56011477","1","1003","834"
"91002","8","56011477","50","0","835"
"10201484","15","56011484","1","1003","836"
"91002","8","56011484","100","0","837"
"10201485","15","56011485","1","1001","838"
"10201486","15","56011486","1","1002","839"
"10201487","15","56011487","1","1003","840"
"91002","8","56011487","50","0","841"
"10201488","15","56011488","1","1001","842"
"10201489","15","56011489","1","1002","843"
"10201490","15","56011490","1","1003","844"
"91002","8","56011490","50","0","845"
"10201491","15","56011491","1","1001","846"
"10201492","15","56011492","1","1002","847"
