095d817c4734483a05a4558c406da000333d669e3c9d86cbc7aa60f9c2da8d29,b4a7de63af766431bce4a2d3ae8e684fe20c00d799a6a9cefc9840cb10f8479e,283340f9a4f7cea23fa8f0e7f9b762b375a6fc2ff15fff69cde1e53794884507,8d103d909c525e402eb185d54d99bfb2a0354f961d878280c00565d13210e988,907fad2ee87327e1f7b3b6946cfde839d3b33398f7c3ec9c9ca2a02d73315a57,0e1994da694e78c30f092af857ca7ff4b8002329dc442c920fb4d740b62bda19,6e77b7b0065464bc73f1df3db3abaad602de53da4818bd9d53719de72444c085,3f28a1e7294ea408ec5d382e579969636499f96a11996a2295b3f7e6bf68e572,15dc1b739e7a6b5a36000f0f2bb36e5b10b0272b77050b6b41bde064fa6377bb,866f3ab18c31960fac3098bd4bcbc53ea6ddb955931f95cf9f7771dde83c298e,44ef8a92a4caa5f424170ab93a465eb75d9e114db712bc2c2d860942a11b510a,a058c07aa678a4e6c67062f2bfd667265af3476bfe45a7303dfc3b8a56f61f88
"0","1007002","0","vo_svd","100700216","16","vo_svd_0203","2","0","0","0","0"
"4","1007002","0","0","100700217","17","0","1","0","160","1.482","0"
"0","1007002","1","0","100700218","18","0","4","0","0","0","0.858"
"4","1007002","0","0","100700219","19","0","1","160","268","1.255","0"
"0","1007002","1","0","100700220","20","0","4","0","0","0","2.752"
"0","1007002","0","vo_svd","100700221","21","vo_svd_0204","2","0","0","0","0"
"5","1007002","0","0","100700222","22","0","1","0","336","1.827","0"
"0","1007002","1","0","100700223","23","0","4","0","0","0","1.654"
"6","1007002","0","0","100700224","24","0","1","0","364","1.773","0"
"0","1007002","1","0","100700225","25","0","4","0","0","0","2.5"
"0","1007003","1","0","100700301","1","0","4","0","0","0","0.8"
"0","1007003","0","vo_svd","100700302","2","vo_svd_0301","2","0","0","0","0"
"1","1007003","0","0","100700303","3","0","1","0","232","1.205","0"
"0","1007003","1","0","100700304","4","0","4","0","0","0","1.739"
"1","1007003","0","0","100700305","5","0","1","232","355","1.278","0"
"0","1007003","1","0","100700306","6","0","4","0","0","0","0.687"
"2","1007003","0","0","100700307","7","0","1","0","0","0.735","0"
"0","1007003","1","0","100700308","8","0","4","0","0","0","2.357"
"0","1007003","0","vo_svd","100700309","9","vo_svd_0302","2","0","0","0","0"
"2","1007003","0","0","100700310","10","0","1","0","364","1.542","0"
"0","1007003","1","0","100700311","11","0","4","0","0","0","1.9"
"3","1007003","0","0","100700312","12","0","1","0","336","1.82","0"
"0","1007003","1","0","100700313","13","0","4","0","0","0","1.754"
"4","1007003","0","0","100700314","14","0","1","0","255","1.133","0"
"0","1007003","1","0","100700315","15","0","4","0","0","0","2.697"
"0","1007003","0","vo_svd","100700316","16","vo_svd_0303","2","0","0","0","0"
"5","1007003","0","0","100700317","17","0","1","0","336","1.827","0"
"0","1007003","1","0","100700318","18","0","4","0","0","0","2.182"
"6","1007003","0","0","100700319","19","0","1","0","275","1.186","0"
"0","1007003","1","0","100700320","20","0","4","0","0","0","2.842"
"0","1007003","0","vo_svd","100700321","21","vo_svd_0304","2","0","0","0","0"
"7","1007003","0","0","100700322","22","0","1","0","336","2.067","0"
"0","1007003","1","0","100700323","23","0","4","0","0","0","1.844"
"8","1007003","0","0","100700324","24","0","1","0","364","2.068","0"
"0","1007003","1","0","100700325","25","0","4","0","0","0","2.5"
"0","1007004","1","0","100700401","1","0","4","0","0","0","0.8"
"0","1007004","0","vo_svd","100700402","2","vo_svd_0401","2","0","0","0","0"
"1","1007004","0","0","100700403","3","0","1","0","180","1.105","0"
"0","1007004","1","0","100700404","4","0","4","0","0","0","1.504"
"1","1007004","0","0","100700405","5","0","1","180","313","0.62","0"
"0","1007004","1","0","100700406","6","0","4","0","0","0","0.554"
"2","1007004","0","0","100700407","7","0","1","0","122","0.728","0"
"0","1007004","1","0","100700408","8","0","4","0","0","0","2.154"
"0","1007004","0","vo_svd","100700409","9","vo_svd_0402","2","0","0","0","0"
"2","1007004","0","0","100700410","10","0","1","122","334","1.051","0"
"0","1007004","1","0","100700411","11","0","4","0","0","0","0.915"
"3","1007004","0","0","100700412","12","0","1","0","91","0.927","0"
"0","1007004","1","0","100700413","13","0","4","0","0","0","1.701"
"3","1007004","0","0","100700414","14","0","1","91","360","0.905","0"
"0","1007004","1","0","100700415","15","0","4","0","0","0","0.816"
"4","1007004","0","0","100700416","16","0","1","0","329","1.249","0"
"0","1007004","1","0","100700417","17","0","4","0","0","0","1.252"
"5","1007004","0","0","100700418","18","0","1","0","268","0.987","0"
"0","1007004","1","0","100700419","19","0","4","0","0","0","2.864"
"0","1007004","0","vo_svd","100700420","20","vo_svd_0403","2","0","0","0","0"
"6","1007004","0","0","100700421","21","0","1","0","336","2.056","0"
"0","1007004","1","0","100700422","22","0","4","0","0","0","1.844"
"7","1007004","0","0","100700423","23","0","1","0","364","1.963","0"
"0","1007004","1","0","100700424","24","0","4","0","0","0","2.5"
"0","1007005","1","0","100700501","1","0","4","0","0","0","0.8"
"0","1007005","0","vo_svd","100700502","2","vo_svd_0501","2","0","0","0","0"
"1","1007005","0","0","100700503","3","0","1","0","329","1.741","0"
"0","1007005","1","0","100700504","4","0","4","0","0","0","2.972"
"0","1007005","0","vo_svd","100700505","5","vo_svd_0502","2","0","0","0","0"
"2","1007005","0","0","100700506","6","0","1","0","320","1.539","0"
"0","1007005","1","0","100700507","7","0","4","0","0","0","1.258"
"2","1007005","0","0","100700508","8","0","1","320","320","0.762","0"
"0","1007005","1","0","100700509","9","0","4","0","0","0","2.583"
"0","1007005","0","vo_svd","100700510","10","vo_svd_0503","2","0","0","0","0"
"3","1007005","0","0","100700511","11","0","1","0","336","1.131","0"
"0","1007005","1","0","100700512","12","0","4","0","0","0","1.924"
"4","1007005","0","0","100700513","13","0","1","0","336","1.131","0"
"0","1007005","1","0","100700514","14","0","4","0","0","0","1.924"
"5","1007005","0","0","100700515","15","0","1","0","329","1.868","0"
"0","1007005","1","0","100700516","16","0","4","0","0","0","3.266"
"0","1007005","0","vo_svd","100700517","17","vo_svd_0504","2","0","0","0","0"
"6","1007005","0","0","100700518","18","0","1","0","275","1.269","0"
"0","1007005","1","0","100700519","19","0","4","0","0","0","2.653"
"0","1007005","0","vo_svd","100700520","20","vo_svd_0505","2","0","0","0","0"
"7","1007005","0","0","100700521","21","0","1","0","336","2.056","0"
"0","1007005","1","0","100700522","22","0","4","0","0","0","1.844"
"8","1007005","0","0","100700523","23","0","1","0","364","1.965","0"
"0","1007005","1","0","100700524","24","0","4","0","0","0","2.5"
"0","1007006","1","0","100700601","1","0","4","0","0","0","0.8"
"0","1007006","0","vo_svd","100700602","2","vo_svd_0601","2","0","0","0","0"
"1","1007006","0","0","100700603","3","0","1","0","336","1.875","0"
"0","1007006","1","0","100700604","4","0","4","0","0","0","3.353"
"0","1007006","0","vo_svd","100700605","5","vo_svd_0602","2","0","0","0","0"
"2","1007006","0","0","100700606","6","0","1","0","336","1.734","0"
"0","1007006","1","0","100700607","7","0","4","0","0","0","1.665"
"3","1007006","0","0","100700608","8","0","1","0","201","1.035","0"
"0","1007006","1","0","100700609","9","0","4","0","0","0","1.893"
"3","1007006","0","0","100700610","10","0","1","201","354","0.821","0"
"0","1007006","1","0","100700611","11","0","4","0","0","0","0.664"
"4","1007006","0","0","100700612","12","0","1","0","367","1.361","0"
"0","1007006","1","0","100700613","13","0","4","0","0","0","1.108"
"5","1007006","0","0","100700614","14","0","1","0","259","1.269","0"
"0","1007006","1","0","100700615","15","0","4","0","0","0","3.112"
"0","1007006","0","vo_svd","100700616","16","vo_svd_0603","2","0","0","0","0"
"6","1007006","0","0","100700617","17","0","1","0","336","2.056","0"
"0","1007006","1","0","100700618","18","0","4","0","0","0","1.844"
"7","1007006","0","0","100700619","19","0","1","0","364","1.965","0"
"0","1007006","1","0","100700620","20","0","4","0","0","0","2.5"
"0","1007007","1","0","100700701","1","0","4","0","0","0","0.8"
"0","1007007","0","vo_svd","100700702","2","vo_svd_0701","2","0","0","0","0"
"1","1007007","0","0","100700703","3","0","1","0","147","0.926","0"
"0","1007007","1","0","100700704","4","0","4","0","0","0","1.549"
"1","1007007","0","0","100700705","5","0","1","147","345","1.457","0"
"0","1007007","1","0","100700706","6","0","4","0","0","0","1.228"
"2","1007007","0","0","100700707","7","0","1","0","0","0.762","0"
"0","1007007","1","0","100700708","8","0","4","0","0","0","2.221"
"0","1007007","0","vo_svd","100700709","9","vo_svd_0702","2","0","0","0","0"
"2","1007007","0","0","100700710","10","0","1","0","120","0.969","0"
"0","1007007","1","0","100700711","11","0","4","0","0","0","0.747"
"2","1007007","0","0","100700712","12","0","1","120","336","1.785","0"
"0","1007007","1","0","100700713","13","0","4","0","0","0","1.932"
"3","1007007","0","0","100700714","14","0","1","0","35","0.385","0"
"0","1007007","1","0","100700715","15","0","4","0","0","0","0.5"
"3","1007007","0","0","100700716","16","0","1","35","336","1.436","0"
"0","1007007","1","0","100700717","17","0","4","0","0","0","2.164"
"4","1007007","0","0","100700718","18","0","1","0","356","1.928","0"
"0","1007007","1","0","100700719","19","0","4","0","0","0","1.673"
"5","1007007","0","0","100700720","20","0","1","0","259","1.269","0"
"0","1007007","1","0","100700721","21","0","4","0","0","0","3.156"
"0","1007007","0","vo_svd","100700722","22","vo_svd_0703","2","0","0","0","0"
"6","1007007","0","0","100700723","23","0","1","0","336","2.077","0"
"0","1007007","1","0","100700724","24","0","4","0","0","0","1.841"
"7","1007007","0","0","100700725","25","0","1","0","364","1.965","0"
"0","1007007","0","0","100700726","26","0","4","0","0","0","2.5"
"0","1007008","1","0","100700801","1","0","4","0","0","0","0.8"
"0","1007008","0","vo_svd","100700802","2","vo_svd_0801","2","0","0","0","0"
"1","1007008","0","0","100700803","3","0","1","0","356","2.027","0"
"0","1007008","1","0","100700804","4","0","4","0","0","0","3.309"
"0","1007008","0","vo_svd","100700805","5","vo_svd_0802","2","0","0","0","0"
"2","1007008","0","0","100700806","6","0","1","0","336","1.879","0"
"0","1007008","1","0","100700807","7","0","4","0","0","0","3.041"
"0","1007008","0","vo_svd","100700808","8","vo_svd_0803","2","0","0","0","0"
"3","1007008","0","0","100700809","9","0","1","0","336","1.848","0"
"0","1007008","1","0","100700810","10","0","4","0","0","0","1.437"
"4","1007008","0","0","100700811","11","0","1","0","168","0.796","0"
"0","1007008","1","","100700812","12","","4","0","0","0","2.532"
"0","1007008","0","vo_svd","100700813","13","vo_svd_0804","2","0","0","0","0"
"5","1007008","0","0","100700814","14","0","1","0","299","1.002","0"
"0","1007008","1","0","100700815","15","0","4","0","0","0","2.164"
"6","1007008","0","0","100700816","16","0","1","0","115","1.574","0"
"0","1007008","1","0","100700817","17","0","4","0","0","0","2.164"
"6","1007008","0","0","100700818","18","0","1","115","280","1.269","0"
"0","1007008","1","0","100700819","19","0","4","0","0","0","2.5"
"0","1007009","1","0","100700901","1","0","4","0","0","0","0.8"
"0","1007009","0","vo_svd","100700902","2","vo_svd_0901","2","0","0","0","0"
"1","1007009","0","0","100700903","3","0","1","0","356","2.285","0"
"0","1007009","1","0","100700904","4","0","4","0","0","0","2.031"
"2","1007009","0","0","100700905","5","0","1","0","215","1.362","0"
"0","1007009","1","0","100700906","6","0","4","0","0","0","2.479"
"0","1007009","0","vo_svd","100700907","7","vo_svd_0902","2","0","0","0","0"
"3","1007009","0","0","100700908","8","0","1","0","356","2.004","0"
"0","1007009","1","0","100700909","9","0","4","0","0","0","1.804"
"4","1007009","0","0","100700910","10","0","1","0","185","2.026","0"
"0","1007009","1","0","100700911","11","0","4","0","0","0","2.473"
"4","1007009","0","0","100700912","12","0","1","185","338","0.518","0"
"0","1007009","1","0","100700913","13","0","4","0","0","0","0.556"
"5","1007009","0","0","100700914","14","0","1","0","336","2.021","0"
"0","1007009","1","0","100700915","15","0","4","0","0","0","1.713"
"6","1007009","0","0","100700916","16","0","1","0","250","1.513","0"
"0","1007009","1","0","100700917","17","0","4","0","0","0","1.981"
"0","1007009","0","vo_svd","100700918","18","vo_svd_0903","2","0","0","0","0"
"7","1007009","0","0","100700919","19","0","1","0","220","1.672","0"
"0","1007009","1","0","100700920","20","0","4","0","0","0","1.924"
"7","1007009","0","0","100700921","21","0","1","220","338","0.796","0"
"0","1007009","1","","100700922","22","","4","0","0","0","1.832"
"0","1007009","0","vo_svd","100700923","23","vo_svd_0904","2","0","0","0","0"
"8","1007009","0","0","100700924","24","0","1","0","77","0.703","0"
"0","1007009","1","0","100700925","25","0","4","0","0","0","1.523"
"0","1007009","0","vo_svd","100700926","26","vo_svd_0905","2","0","0","0","0"
"8","1007009","0","0","100700927","27","0","1","77","218","1.198","0"
"0","1007009","1","0","100700928","28","0","4","0","0","0","1.764"
"0","1007009","0","vo_svd","100700929","29","vo_svd_0906","2","0","0","0","0"
"9","1007009","0","0","100700930","30","0","1","0","336","2.335","0"
"0","1007009","1","0","100700931","31","0","4","0","0","0","3.423"
"0","1007009","0","vo_svd","100700932","32","vo_svd_0907","2","0","0","0","0"
"10","1007009","0","0","100700933","33","0","1","0","61","0.682","0"
"0","1007009","1","0","100700934","34","0","4","0","0","0","1.357"
"10","1007009","0","0","100700935","35","0","1","61","336","2.106","0"
"0","1007009","1","0","100700936","36","0","4","0","0","0","1.43"
"11","1007009","0","0","100700937","37","0","1","0","336","2.283","0"
"0","1007009","1","0","100700938","38","0","4","0","0","0","2.989"
"0","1007009","0","vo_svd","100700939","39","vo_svd_0908","2","0","0","0","0"
"12","1007009","0","0","100700940","40","0","1","0","322","1.978","0"
"0","1007009","1","0","100700941","41","0","4","0","0","0","1"
"0","1007010","1","0","100701001","1","0","4","0","0","0","0.8"
"0","1007010","0","vo_svd","100701002","2","vo_svd_1001","2","0","0","0","0"
"1","1007010","0","0","100701003","3","0","1","0","356","2.705","0"
"0","1007010","1","0","100701004","4","0","4","0","0","0","3.154"
"2","1007010","0","0","100701005","5","0","1","0","49","0.918","0"
"0","1007010","1","0","100701006","6","0","4","0","0","0","1.231"
"2","1007010","0","0","100701007","7","0","1","49","356","1.672","0"
"0","1007010","1","0","100701008","8","0","4","0","0","0","3.307"
"0","1007010","0","vo_svd","100701009","9","vo_svd_1002","2","0","0","0","0"
"3","1007010","0","0","100701010","10","0","1","0","336","0.835","0"
"0","1007010","1","0","100701011","11","0","4","0","0","0","1.164"
"3","1007010","0","0","100701012","12","0","1","336","336","1.623","0"
"0","1007010","1","0","100701013","13","0","4","0","0","0","1.712"
"4","1007010","0","0","100701014","14","0","1","0","356","2.294","0"
"0","1007010","1","0","100701015","15","0","4","0","0","0","2.186"
"5","1007010","0","0","100701016","16","0","1","0","0","2.184","0"
"0","1007010","1","0","100701017","17","0","4","0","0","0","3.034"
"0","1007010","0","vo_svd","100701018","18","vo_svd_1003","2","0","0","0","0"
"5","1007010","0","0","100701019","19","0","1","0","356","2.704","0"
"0","1007010","1","0","100701020","20","0","4","0","0","0","2.522"
"6","1007010","0","0","100701021","21","0","1","0","162","1.005","0"
"0","1007010","1","0","100701022","22","0","4","0","0","0","2.617"
"0","1007010","0","vo_svd","100701023","23","vo_svd_1004","2","0","0","0","0"
"7","1007010","0","0","100701024","24","0","1","0","223","0.975","0"
"0","1007010","1","0","100701025","25","0","4","0","0","0","1.202"
"7","1007010","0","0","100701026","26","0","1","223","340","1.214","0"
"0","1007010","1","0","100701027","27","0","4","0","0","0","1.187"
"8","1007010","0","0","100701028","28","0","1","0","345","2.043","0"
"0","1007010","1","0","100701029","29","0","4","0","0","0","3.356"
"0","1007010","0","vo_svd","100701030","30","vo_svd_1005","2","0","0","0","0"
"9","1007010","0","0","100701031","31","0","1","0","155","1.862","0"
"0","1007010","1","0","100701032","32","0","4","0","0","0","2.285"
"0","1007010","0","vo_svd","100701033","33","vo_svd_1006","2","0","0","0","0"
"10","1007010","0","0","100701034","34","0","1","0","128","0.682","0"
"0","1007010","1","0","100701035","35","0","4","0","0","0","1.529"
"10","1007010","0","0","100701036","36","0","1","128","240","1.042","0"
"0","1007010","1","0","100701037","37","0","4","0","0","0","2.384"
"0","1007010","0","vo_svd","100701038","38","vo_svd_1007","2","0","0","0","0"
"11","1007010","0","0","100701039","39","0","1","0","181","1.106","0"
"0","1007010","1","0","100701040","40","0","4","0","0","0","1.891"
"11","1007010","0","0","100701041","41","0","1","181","290","1.322","0"
"0","1007010","1","0","100701042","42","0","4","0","0","0","1"
