d472adfe1e5717b18c55ec65bdd3db25c29695dbbe6f5b18f45b6bd2776ccfd9,9c1c564723ec7d27e3a02fe87a370d9a26a5017d4ecdb473c32e55a26df1c77a,c7eb11b45bc0be8b28b0e2760eaf0e9c45e137c88867f7b3dabb49cf28f1424b,fb31d5daa8d7617053329b4db0970fb7de27ed4f5e8c5eed10ec5be38d16bc83,ce0ec4c9ed59083584f5cd78958358fa35df0effe9dbcf2979ff78105e129645,4c7530a554d968a7b0c7cccf37a82b805fd4e84660a22bb2a711f9836b6afce3,c61eaed45cd6a2fe69fd8e8abe1af8fbbde2a27952a34051dfea7c9766dfd0f4,a41d33deeaa4bfda27176a76a4f64f96b5880aa711123736d7c16b066bab00cd,99a74f3f8045de2c1687da2c374ba1b2159770d8eef345dbd217b84f5482022e,8037557a2b99469b0fd5969b5ca1d047b8c97b35d1f2639119d235d5c57f9b5e,fe69ba532194a49abf6de76d837aaf04b7afe9f7272fb252bfaa734fc6b3db0a,aa07491b489b566f9e7c01cbbae6f923e078be0882bbbd51315d04d7fa1a99a8,045af46b6b142f04850e974e211fdcf4e683194a4b859ab435293a68e78c336c,543930046645c7d7339a7867515443aa1a3a8785dcfcba1aa4487f2a0ca802a1,d339e9e103180e4a40555d2d79d9520f198a81fe301fe162fa58175c52c1b3e7,154af6d66869fc8e53122b3fb6f68f554233a6e297cbd65e7d687ade694d0e4a,e560be91365105b5eae26eb53614cd768bfdd61470f9617d7ed65f43930762ab,a82216d53f75ba69699779d6c764e648a752692d3f46d1544d094f5016691442,6467ef7f3eb4ba5c29f1881f206f9ccda10925fcc6968d30763d54c126d63a97,e0be20b135c906e4b40b1bd4e79d34efb82033dfae10d1f1d6c2ad1e710cab8f,f4e0440be79135e3b0bd067464739948e5d44d057560bea87318c639fa27b9f9,d89879be2393a42cf94e9ab8a6d2e131617e6b777e70f839269e6e2e688fda3b,1a32650f37bf790e9e28c95cefdb9ba15693465b3de86f5a32bcd7d14191fb63,2df93d83ab3edd7b7ef5d61eaa7a6ed217b2bf4e4636ef0b29d8bab099c2a8ff,4d82f972c83d016390cd03828be0b42aa9b36b392c243767265861b534d776e0,cd8c5e285dd1f090814589636bb87c07c85b651d2967a70b69a36aa8ed4f811d,7742f07a28f0ff572fd84f44512c6895ed937bafc328a0fba426ca409d6ea9de,e19da6910935a0f794a381f0bb29ab23a9437ef5e03f24c66060958e905388c6,d52a5d77f4cbb43e8d74a9d3e9bf169723bae16fc9cf63f704fab989a952087b
"3100205","0","0","99002","100258","0","0","1","90","0.8","40001","94002","100258","0","0","0","31002","8","0","0","0","31002008","0","bgm_M06","0","1.2","bgm_M06","0","0"
"3100206","0","0","90002","100259","0","200","1","90","0.8","40004","94002","100259","0","0","0","31002","9","99002","0","0","31002009","0","bgm_M06","0","1.2","bgm_M06","0","90005"
"3100207","501010021","0","90002","100261","0","200","3","90","1","40004","94002","100261","0","0","0","31002","10","99002","0","0","31002010","0","bgm_M63","0","1.2","bgm_M63","0","0"
"3100301","0","0","99002","100291","0","0","1","90","0.4","40001","94002","100291","0","0","0","31003","1","0","0","0","31003001","0","bgm_M06","-50","1.2","bgm_M06","0","0"
"3100302","0","0","99002","100292","0","0","1","90","0.4","40001","94002","100292","0","0","0","31003","2","0","0","0","31003002","0","bgm_M06","-50","1.2","bgm_M06","0","0"
"3100302","0","0","90002","100293","0","300","1","90","0.6","40004","94002","100293","0","0","0","31003","3","99002","0","0","31003003","0","bgm_M06","-50","1.2","bgm_M06","0","0"
"3100303","0","0","99002","100291","0","0","1","90","0.65","40001","94002","100291","0","0","0","31003","4","0","0","0","31003004","0","bgm_M06","-50","1.2","bgm_M06","0","0"
"3100303","0","0","90002","100292","0","300","1","90","0.75","40004","94002","100292","0","0","0","31003","5","99002","0","0","31003005","0","bgm_M06","-50","1.2","bgm_M06","0","0"
"3100304","0","0","99002","100294","0","0","1","90","0.75","40001","94002","100294","0","0","0","31003","6","0","0","0","31003006","0","bgm_M06","-50","1.2","bgm_M06","0","0"
"3100304","0","0","90002","100295","0","300","1","90","0.8","40004","94002","100295","0","0","0","31003","7","99002","0","0","31003007","0","bgm_M06","-50","1.2","bgm_M06","0","0"
"3100305","0","0","99002","100296","0","0","1","90","0.85","40001","94002","100296","0","0","0","31003","8","0","0","0","31003008","0","bgm_M06","-50","1.2","bgm_M06","0","0"
"3100307","0","0","90002","100297","0","300","1","90","0.85","40004","94002","100297","0","0","0","31003","9","99002","0","0","31003009","0","bgm_M06","-50","1.2","bgm_M06","0","90005"
"3100306","501010031","0","90002","100313","0","300","3","90","1","40004","94002","100313","0","0","0","31003","10","99002","0","0","31003010","0","bgm_M63","-50","1.2","bgm_M63","0","0"
"3100401","0","0","90002","100271","0","400","1","90","0.7","40004","94002","100271","0","0","0","31004","1","99002","0","0","31004001","0","bgm_M06","-50","1.2","bgm_M06","0","0"
"3100401","0","0","90002","100273","0","400","1","90","0.85","40004","94002","100273","0","0","0","31004","2","99002","0","0","31004002","0","bgm_M06","-50","1.2","bgm_M06","0","0"
"3100401","0","0","90002","100274","0","400","1","90","0.9","40004","94002","100274","0","0","0","31004","3","99002","0","0","31004003","0","bgm_M06","-50","1.2","bgm_M06","0","0"
"3100403","0","0","90002","100277","0","400","1","90","1","40004","94002","100277","0","0","0","31004","4","99002","0","0","31004004","0","bgm_M06","-50","1.2","bgm_M06","0","90005"
"3100402","501010041","0","90002","100283","0","400","3","90","1","40004","94002","100283","0","0","0","31004","5","99002","0","0","31004005","0","bgm_M63","-50","1.2","bgm_M63","0","0"
"3100501","0","0","90002","101601","0","500","1","90","0.7","40004","94002","101601","0","0","0","31005","1","99002","0","0","31005001","0","bgm_M06","-50","1.2","bgm_M06","0","140001"
"3100501","0","0","90002","101601","0","500","1","90","0.85","40004","94002","101601","0","0","0","31005","2","99002","0","0","31005002","0","bgm_M06","-50","1.2","bgm_M06","0","140001"
"3100501","0","0","90002","101602","0","600","1","90","0.9","40004","94002","101602","0","0","0","31005","3","99002","0","0","31005003","0","bgm_M06","-50","1.2","bgm_M06","0","140001"
"3100502","0","0","90002","101602","90005","600","1","90","1","40004","94002","101602","0","0","0","31005","4","99002","0","0","31005004","0","bgm_M06","-50","1.2","bgm_M06","0","140001"
"3100503","501010051","0","90002","101611","0","300","3","90","1","40004","94002","101611","0","0","0","31005","5","99002","0","0","31005005","0","bgm_M63","-50","1.6","bgm_M63","0","140001"
"3100601","0","0","99002","102171","25001","600","1","90","0.7","40004","90002","102171","0","0","0","31006","1","20000","94002","0","31006001","0","bgm_M06","-50","1.2","bgm_M06","0","140001"
"3100601","0","0","99002","102172","25001","600","1","90","0.85","40004","90002","102172","0","0","0","31006","2","20000","94002","0","31006002","0","bgm_M06","-50","1.2","bgm_M06","0","140001"
"3100601","0","0","99002","102173","25001","800","1","90","0.9","40004","90002","102173","0","0","0","31006","3","20000","94002","0","31006003","0","bgm_M06","-50","1.2","bgm_M06","0","140001"
"3100602","0","0","99002","102172","25001","800","1","90","1","40004","90002","102172","0","0","0","31006","4","20000","90005","0","31006004","0","bgm_M06","-50","1.2","bgm_M06","0","140001"
"3100603","501010061","0","99002","102174","25001","400","3","90","1","40004","90002","102174","0","0","0","31006","5","20000","94002","0","31006005","0","bgm_M63","-50","1.3","bgm_M63","0","140001"
"3100701","0","0","99002","102741","25001","700","1","90","0.7","40004","90002","102741","0","0","0","31007","1","20000","94002","0","31007001","0","bgm_M06","-50","1.2","bgm_M06","0","140001"
"3100701","0","0","99002","102742","25001","700","1","90","0.85","40004","90002","102742","0","0","0","31007","2","20000","94002","0","31007002","0","bgm_M06","-50","1.2","bgm_M06","0","140001"
"3100701","0","0","99002","102743","25001","1000","1","90","0.9","40004","90002","102743","0","0","0","31007","3","20000","94002","0","31007003","0","bgm_M06","-50","1.2","bgm_M06","0","140001"
"3100702","0","0","99002","102742","25001","1000","1","90","1","40004","90002","102742","0","0","0","31007","4","20000","90005","0","31007004","0","bgm_M06","-50","1.2","bgm_M06","0","140001"
"3100703","501010071","0","99002","102751","25001","500","3","90","1","40004","90002","102751","1","0","5.1","31007","5","20000","94002","0","31007005","0","bgm_M63","-50","0.5","bgm_M63","1","140001"
"3100801","0","0","99002","103002","25001","800","1","90","0.7","40004","90002","103002","0","0","0","31008","1","20000","94002","0","31008001","0","bgm_M06","-50","1.2","bgm_M06","0","140001"
"3100801","0","0","99002","103002","25001","800","1","90","0.85","40004","90002","103002","0","0","0","31008","2","20000","94002","0","31008002","0","bgm_M06","-50","1.2","bgm_M06","0","140001"
"3100801","0","0","99002","103002","25001","1200","1","90","0.9","40004","90002","103002","0","0","0","31008","3","20000","94002","0","31008003","0","bgm_M06","-50","1.2","bgm_M06","0","140001"
"3100802","0","0","99002","103002","25001","1200","1","90","1","40004","90002","103002","0","0","0","31008","4","20000","90005","0","31008004","0","bgm_M06","-50","1.2","bgm_M06","0","140001"
"3100803","0","0","99002","103001","25001","600","4","90","1","40004","90002","103001","1","0","2.9","31008","5","20000","94002","0","31008005","0","bgm_M63","-50","1.3","bgm_M63","1","140001"
"3100901","0","0","99002","103222","25001","900","1","90","0.7","40004","90002","103222","0","0","0","31009","1","20000","94002","0","31009001","0","bgm_M06","-50","1.2","bgm_M06","0","140001"
"3100901","0","0","99002","103221","25001","900","1","90","0.85","40004","90002","103221","0","0","0","31009","2","20000","94002","0","31009002","0","bgm_M06","-50","1.2","bgm_M06","0","140001"
"3100901","0","0","99002","103213","25001","1400","1","90","0.9","40004","90002","103213","0","0","0","31009","3","20000","94002","0","31009003","0","bgm_M06","-50","1.2","bgm_M06","0","140001"
"3100902","0","0","99002","103211","25001","1400","1","90","1","40004","90002","103211","0","0","0","31009","4","20000","90005","0","31009004","0","bgm_M06","-50","1.2","bgm_M06","0","140001"
"3100903","0","0","99002","103232","25001","700","6","90","1","40004","90002","103232","0","1","2.9","31009","5","20000","94002","0","31009005","0","bgm_M63","-50","1.3","bgm_M63","1","140001"
"3101001","501010105","0","99002","103371","25001","1400","3","90","1","40004","90002","103371","0","1","0","31010","1","20000","94002","0","31010001","0","bgm_M06","-50","1.1","bgm_M06","1","140001"
"3101001","501010106","0","99002","103372","25001","1400","3","90","1","40004","90002","103372","0","1","0","31010","2","20000","94002","0","31010002","0","bgm_M06","-50","1.2","bgm_M06","1","140001"
"3101001","501010107","0","99002","103373","25001","1400","3","90","1","40004","90002","103373","0","1","0","31010","3","20000","94002","0","31010003","0","bgm_M06","-50","1.6","bgm_M06","1","140001"
"3101002","501010108","0","99002","103374","25001","1400","3","90","1","40004","90002","103374","0","1","0","31010","4","20000","90005","0","31010004","0","bgm_M06","-50","1.1","bgm_M06","1","140001"
"3101003","0","0","99002","103371","25001","800","6","90","1","40004","90002","103371","0","1","0","31010","5","20000","94002","0","31010005","0","bgm_M63","-50","1.3","bgm_M63","1","140001"
