b8ccafca9e904ccea0a026a823d210ebc08730f7dee3badb72beeba2c9dbc601,ad0a4e59ddce1d8dbfcbc70583ef779faf42bd93abb5f3a403d02cbe654be795,299f8af98ad8c1ad94246a5f23d46f2138176948b00f22d81157a061b3eb15ca,4bce50b1d00bd7ab0ef84e606db6b8fdd6f6195c9c059082e42946adb1335323,181532d76d66455e7d543cc82afdbb1ad349ce9114cb910d74da8a78a454496b,802def4c7292fdb47b249d05ddd1dca855309712890a7dfba0af9f488fd78dde,6836f6f4fe4b3783b00b5fca082e9f64ff41140d2b1a2f2b8b2f68fd4f808bd3,e1811f24f3e99e5590d48d8e97735536755a60557bdfe972b2a641d68a4b454c,c9b2ae9a78e2a2ec35eacceb0a35ddad8fd7cb095999b17efd70b52e8d390f3a,1e9ce1087e3eb0b8a409cac0055186112ff20146b33c242036a5535e69d02bf6,55497ce3c25c3fb7343e6214732f27c1665018edc1371c67e94ae215c4dc3472,ec358c6bba2cc07c12cd79f7f7805b1962ba43375b38b2b609ea91bcb2e970f9,1f794dcc2c4bc8e83eea81766bdbb6b5b16c8093d8771cb5c2f134a50c680e0c,2a037131ba6ddad1154c2773315690f71d6e0713183a5d338640251c1c5987e8,7520bf9e3646ea8f6eba6d4fd702c922d574341ad843a959ad7714849ea0324c,8a919000b953926a8e1c926a16b8020289aad0b7888c40895cf6d638a7f7f9bf,53032cef2af43a2fb0c893d62a78324fa8bbb392ee939381f0e486df75891d8a,52bf47807c568b3c8d4c5abced95c9c965f421d20024ba62b50bd8ee221aea1d,8bdaae91c31f091088fb1e49054cc1d5b197e5cb7c567f91b10ce40ec449de56,70044415175b1ae5f1f18e35b7e23791eae559390cb8067cd3afeeda954e2ebd,aa1627714a583bdaa6bc524220d26ce5f3d98def5b7c32c0aa6bc3b46fadf38d
"10","5000","1002","1","0","0","8","2","5000","2","91002","0","30","0","90006","31022","0","-1","0","19","0"
"1","500","1003","1","0","0","8","2","500","2","91002","0","5","0","90006","31042","0","1","0","20","0"
"2","1000","1003","1","0","0","8","2","1000","2","91002","0","8","0","90006","31042","0","2","0","21","0"
"3","1500","1003","1","0","0","8","2","1500","2","91002","0","10","0","90006","31042","0","3","0","22","0"
"4","2000","1003","1","0","0","8","2","2000","2","91002","0","12","0","90006","31042","0","4","0","23","0"
"5","2500","1003","1","0","0","8","2","2500","2","91002","0","14","0","90006","31042","0","5","0","24","0"
"6","3000","1003","1","0","0","8","2","3000","2","91002","0","16","0","90006","31042","0","6","0","25","0"
"7","3500","1003","1","0","0","8","2","3500","2","91002","0","18","0","90006","31042","0","7","0","26","0"
"8","4000","1003","1","0","0","8","2","4000","2","91002","0","20","0","90006","31042","0","8","0","27","0"
"9","4500","1003","1","0","0","8","2","4500","2","91002","0","25","0","90006","31042","0","9","0","28","0"
"10","5000","1003","1","0","0","8","2","5000","2","91002","0","30","0","90006","31042","0","-1","0","29","0"
"1","500","1004","1","0","0","8","2","500","2","91002","0","5","0","90006","31018","0","1","0","30","0"
"2","1000","1004","1","0","0","8","2","1000","2","91002","0","8","0","90006","31018","0","2","0","31","0"
"3","1500","1004","1","0","0","8","2","1500","2","91002","0","10","0","90006","31018","0","3","0","32","0"
"4","2000","1004","1","0","0","8","2","2000","2","91002","0","12","0","90006","31018","0","4","0","33","0"
"5","2500","1004","1","0","0","8","2","2500","2","91002","0","14","0","90006","31018","0","5","0","34","0"
"6","3000","1004","1","0","0","8","2","3000","2","91002","0","16","0","90006","31018","0","6","0","35","0"
"7","3500","1004","1","0","0","8","2","3500","2","91002","0","18","0","90006","31018","0","7","0","36","0"
"8","4000","1004","1","0","0","8","2","4000","2","91002","0","20","0","90006","31018","0","8","0","37","0"
"9","4500","1004","1","0","0","8","2","4500","2","91002","0","25","0","90006","31018","0","9","0","38","0"
"10","5000","1004","1","0","0","8","2","5000","2","91002","0","30","0","90006","31018","0","-1","0","39","0"
"1","500","1005","1","0","0","8","2","500","2","91002","0","5","0","90006","31025","0","1","0","40","0"
"2","1000","1005","1","0","0","8","2","1000","2","91002","0","8","0","90006","31025","0","2","0","41","0"
"3","1500","1005","1","0","0","8","2","1500","2","91002","0","10","0","90006","31025","0","3","0","42","0"
"4","2000","1005","1","0","0","8","2","2000","2","91002","0","12","0","90006","31025","0","4","0","43","0"
"5","2500","1005","1","0","0","8","2","2500","2","91002","0","14","0","90006","31025","0","5","0","44","0"
"6","3000","1005","1","0","0","8","2","3000","2","91002","0","16","0","90006","31025","0","6","0","45","0"
"7","3500","1005","1","0","0","8","2","3500","2","91002","0","18","0","90006","31025","0","7","0","46","0"
"8","4000","1005","1","0","0","8","2","4000","2","91002","0","20","0","90006","31025","0","8","0","47","0"
"9","4500","1005","1","0","0","8","2","4500","2","91002","0","25","0","90006","31025","0","9","0","48","0"
"10","5000","1005","1","0","0","8","2","5000","2","91002","0","30","0","90006","31025","0","-1","0","49","0"
"1","500","1006","1","0","0","8","2","500","2","91002","0","5","0","90006","31043","0","1","0","50","0"
"2","1000","1006","1","0","0","8","2","1000","2","91002","0","8","0","90006","31043","0","2","0","51","0"
"3","1500","1006","1","0","0","8","2","1500","2","91002","0","10","0","90006","31043","0","3","0","52","0"
"4","2000","1006","1","0","0","8","2","2000","2","91002","0","12","0","90006","31043","0","4","0","53","0"
"5","2500","1006","1","0","0","8","2","2500","2","91002","0","14","0","90006","31043","0","5","0","54","0"
"6","3000","1006","1","0","0","8","2","3000","2","91002","0","16","0","90006","31043","0","6","0","55","0"
"7","3500","1006","1","0","0","8","2","3500","2","91002","0","18","0","90006","31043","0","7","0","56","0"
"8","4000","1006","1","0","0","8","2","4000","2","91002","0","20","0","90006","31043","0","8","0","57","0"
"9","4500","1006","1","0","0","8","2","4500","2","91002","0","25","0","90006","31043","0","9","0","58","0"
"10","5000","1006","1","0","0","8","2","5000","2","91002","0","30","0","90006","31043","0","-1","0","59","0"
"1","500","1007","1","0","0","8","2","500","2","91002","0","5","0","90006","31022","0","1","0","60","0"
"2","1000","1007","1","0","0","8","2","1000","2","91002","0","8","0","90006","31022","0","2","0","61","0"
"3","1500","1007","1","0","0","8","2","1500","2","91002","0","10","0","90006","31022","0","3","0","62","0"
"4","2000","1007","1","0","0","8","2","2000","2","91002","0","12","0","90006","31022","0","4","0","63","0"
"5","2500","1007","1","0","0","8","2","2500","2","91002","0","14","0","90006","31022","0","5","0","64","0"
"6","3000","1007","1","0","0","8","2","3000","2","91002","0","16","0","90006","31022","0","6","0","65","0"
"7","3500","1007","1","0","0","8","2","3500","2","91002","0","18","0","90006","31022","0","7","0","66","0"
"8","4000","1007","1","0","0","8","2","4000","2","91002","0","20","0","90006","31022","0","8","0","67","0"
"9","4500","1007","1","0","0","8","2","4500","2","91002","0","25","0","90006","31022","0","9","0","68","0"
"10","5000","1007","1","0","0","8","2","5000","2","91002","0","30","0","90006","31022","0","-1","0","69","0"
"1","500","1008","1","0","0","8","2","500","2","91002","0","5","0","90006","31042","0","1","0","70","0"
"2","1000","1008","1","0","0","8","2","1000","2","91002","0","8","0","90006","31042","0","2","0","71","0"
"3","1500","1008","1","0","0","8","2","1500","2","91002","0","10","0","90006","31042","0","3","0","72","0"
"4","2000","1008","1","0","0","8","2","2000","2","91002","0","12","0","90006","31042","0","4","0","73","0"
"5","2500","1008","1","0","0","8","2","2500","2","91002","0","14","0","90006","31042","0","5","0","74","0"
"6","3000","1008","1","0","0","8","2","3000","2","91002","0","16","0","90006","31042","0","6","0","75","0"
"7","3500","1008","1","0","0","8","2","3500","2","91002","0","18","0","90006","31042","0","7","0","76","0"
"8","4000","1008","1","0","0","8","2","4000","2","91002","0","20","0","90006","31042","0","8","0","77","0"
"9","4500","1008","1","0","0","8","2","4500","2","91002","0","25","0","90006","31042","0","9","0","78","0"
"10","5000","1008","1","0","0","8","2","5000","2","91002","0","30","0","90006","31042","0","-1","0","79","0"
"1","500","1009","1","0","0","8","2","500","2","91002","0","5","0","90006","31018","0","1","0","80","0"
"2","1000","1009","1","0","0","8","2","1000","2","91002","0","8","0","90006","31018","0","2","0","81","0"
"3","1500","1009","1","0","0","8","2","1500","2","91002","0","10","0","90006","31018","0","3","0","82","0"
"4","2000","1009","1","0","0","8","2","2000","2","91002","0","12","0","90006","31018","0","4","0","83","0"
"5","2500","1009","1","0","0","8","2","2500","2","91002","0","14","0","90006","31018","0","5","0","84","0"
"6","3000","1009","1","0","0","8","2","3000","2","91002","0","16","0","90006","31018","0","6","0","85","0"
"7","3500","1009","1","0","0","8","2","3500","2","91002","0","18","0","90006","31018","0","7","0","86","0"
"8","4000","1009","1","0","0","8","2","4000","2","91002","0","20","0","90006","31018","0","8","0","87","0"
"9","4500","1009","1","0","0","8","2","4500","2","91002","0","25","0","90006","31018","0","9","0","88","0"
"10","5000","1009","1","0","0","8","2","5000","2","91002","0","30","0","90006","31018","0","-1","0","89","0"
"1","500","1010","1","0","0","8","2","500","2","91002","0","5","0","90006","31025","0","1","0","90","0"
"2","1000","1010","1","0","0","8","2","1000","2","91002","0","8","0","90006","31025","0","2","0","91","0"
"3","1500","1010","1","0","0","8","2","1500","2","91002","0","10","0","90006","31025","0","3","0","92","0"
"4","2000","1010","1","0","0","8","2","2000","2","91002","0","12","0","90006","31025","0","4","0","93","0"
"5","2500","1010","1","0","0","8","2","2500","2","91002","0","14","0","90006","31025","0","5","0","94","0"
"6","3000","1010","1","0","0","8","2","3000","2","91002","0","16","0","90006","31025","0","6","0","95","0"
"7","3500","1010","1","0","0","8","2","3500","2","91002","0","18","0","90006","31025","0","7","0","96","0"
"8","4000","1010","1","0","0","8","2","4000","2","91002","0","20","0","90006","31025","0","8","0","97","0"
"9","4500","1010","1","0","0","8","2","4500","2","91002","0","25","0","90006","31025","0","9","0","98","0"
"10","5000","1010","1","0","0","8","2","5000","2","91002","0","30","0","90006","31025","0","-1","0","99","0"
"1","500","1011","1","0","0","8","2","500","2","91002","0","5","0","90006","31043","0","1","0","100","0"
"2","1000","1011","1","0","0","8","2","1000","2","91002","0","8","0","90006","31043","0","2","0","101","0"
"3","1500","1011","1","0","0","8","2","1500","2","91002","0","10","0","90006","31043","0","3","0","102","0"
"4","2000","1011","1","0","0","8","2","2000","2","91002","0","12","0","90006","31043","0","4","0","103","0"
"5","2500","1011","1","0","0","8","2","2500","2","91002","0","14","0","90006","31043","0","5","0","104","0"
"6","3000","1011","1","0","0","8","2","3000","2","91002","0","16","0","90006","31043","0","6","0","105","0"
"7","3500","1011","1","0","0","8","2","3500","2","91002","0","18","0","90006","31043","0","7","0","106","0"
"8","4000","1011","1","0","0","8","2","4000","2","91002","0","20","0","90006","31043","0","8","0","107","0"
"9","4500","1011","1","0","0","8","2","4500","2","91002","0","25","0","90006","31043","0","9","0","108","0"
"10","5000","1011","1","0","0","8","2","5000","2","91002","0","30","0","90006","31043","0","-1","0","109","0"
"1","500","1012","1","0","0","8","2","500","2","91002","0","5","0","90006","31022","0","1","0","110","0"
"2","1000","1012","1","0","0","8","2","1000","2","91002","0","8","0","90006","31022","0","2","0","111","0"
"3","1500","1012","1","0","0","8","2","1500","2","91002","0","10","0","90006","31022","0","3","0","112","0"
"4","2000","1012","1","0","0","8","2","2000","2","91002","0","12","0","90006","31022","0","4","0","113","0"
"5","2500","1012","1","0","0","8","2","2500","2","91002","0","14","0","90006","31022","0","5","0","114","0"
"6","3000","1012","1","0","0","8","2","3000","2","91002","0","16","0","90006","31022","0","6","0","115","0"
"7","3500","1012","1","0","0","8","2","3500","2","91002","0","18","0","90006","31022","0","7","0","116","0"
"8","4000","1012","1","0","0","8","2","4000","2","91002","0","20","0","90006","31022","0","8","0","117","0"
"9","4500","1012","1","0","0","8","2","4500","2","91002","0","25","0","90006","31022","0","9","0","118","0"
"10","5000","1012","1","0","0","8","2","5000","2","91002","0","30","0","90006","31022","0","-1","0","119","0"
"1","500","1013","1","0","0","8","2","500","2","91002","0","5","0","90006","31042","0","1","0","120","0"
"2","1000","1013","1","0","0","8","2","1000","2","91002","0","8","0","90006","31042","0","2","0","121","0"
"3","1500","1013","1","0","0","8","2","1500","2","91002","0","10","0","90006","31042","0","3","0","122","0"
"4","2000","1013","1","0","0","8","2","2000","2","91002","0","12","0","90006","31042","0","4","0","123","0"
"5","2500","1013","1","0","0","8","2","2500","2","91002","0","14","0","90006","31042","0","5","0","124","0"
"6","3000","1013","1","0","0","8","2","3000","2","91002","0","16","0","90006","31042","0","6","0","125","0"
"7","3500","1013","1","0","0","8","2","3500","2","91002","0","18","0","90006","31042","0","7","0","126","0"
"8","4000","1013","1","0","0","8","2","4000","2","91002","0","20","0","90006","31042","0","8","0","127","0"
"9","4500","1013","1","0","0","8","2","4500","2","91002","0","25","0","90006","31042","0","9","0","128","0"
"10","5000","1013","1","0","0","8","2","5000","2","91002","0","30","0","90006","31042","0","-1","0","129","0"
"1","500","1014","1","0","0","8","2","500","2","91002","0","5","0","90006","31018","0","1","0","130","0"
"2","1000","1014","1","0","0","8","2","1000","2","91002","0","8","0","90006","31018","0","2","0","131","0"
"3","1500","1014","1","0","0","8","2","1500","2","91002","0","10","0","90006","31018","0","3","0","132","0"
"4","2000","1014","1","0","0","8","2","2000","2","91002","0","12","0","90006","31018","0","4","0","133","0"
"5","2500","1014","1","0","0","8","2","2500","2","91002","0","14","0","90006","31018","0","5","0","134","0"
"6","3000","1014","1","0","0","8","2","3000","2","91002","0","16","0","90006","31018","0","6","0","135","0"
"7","3500","1014","1","0","0","8","2","3500","2","91002","0","18","0","90006","31018","0","7","0","136","0"
"8","4000","1014","1","0","0","8","2","4000","2","91002","0","20","0","90006","31018","0","8","0","137","0"
"9","4500","1014","1","0","0","8","2","4500","2","91002","0","25","0","90006","31018","0","9","0","138","0"
"10","5000","1014","1","0","0","8","2","5000","2","91002","0","30","0","90006","31018","0","-1","0","139","0"
"1","0","1016","1","0","0","12","0","10000","0","94002","0","0","0","0","0","0","1","0","150","0"
"2","20","1016","1","0","0","12","2","250000","2","94002","0","4","0","22002","22003","0","2","0","151","0"
"3","40","1016","1","0","0","12","2","500000","2","94002","0","8","0","22002","22003","0","3","0","152","0"
"4","60","1016","1","0","0","12","2","750000","2","94002","0","12","0","22002","22003","0","4","0","153","0"
"5","80","1016","1","0","0","12","2","1000000","2","94002","0","16","0","22002","22003","0","-1","0","154","0"
"1","0","1019","1","0","0","12","0","10000","0","94002","0","0","0","0","0","0","1","0","157","0"
"2","20","1019","1","0","0","12","2","250000","2","94002","0","4","0","22002","22003","0","2","0","158","0"
"3","40","1019","1","0","0","12","2","500000","2","94002","0","8","0","22002","22003","0","3","0","159","0"
"4","60","1019","1","0","0","12","2","750000","2","94002","0","12","0","22002","22003","0","4","0","160","0"
"5","80","1019","1","0","0","12","2","1000000","2","94002","0","16","0","22002","22003","0","-1","0","161","0"
"1","0","1020","1","0","0","12","0","10000","0","94002","0","0","0","0","0","0","1","0","162","0"
"2","20","1020","1","0","0","12","2","250000","2","94002","0","4","0","22002","22003","0","2","0","163","0"
"3","40","1020","1","0","0","12","2","500000","2","94002","0","8","0","22002","22003","0","3","0","164","0"
"4","60","1020","1","0","0","12","2","750000","2","94002","0","12","0","22002","22003","0","4","0","165","0"
"5","80","1020","1","0","0","12","2","1000000","2","94002","0","16","0","22002","22003","0","-1","0","166","0"
"1","0","1021","1","0","0","12","0","10000","0","94002","0","0","0","0","0","0","1","0","167","0"
"2","20","1021","1","0","0","12","2","250000","2","94002","0","4","0","22002","22003","0","2","0","168","0"
"3","40","1021","1","0","0","12","2","500000","2","94002","0","8","0","22002","22003","0","3","0","169","0"
"4","60","1021","1","0","0","12","2","750000","2","94002","0","12","0","22002","22003","0","4","0","170","0"
"5","80","1021","1","0","0","12","2","1000000","2","94002","0","16","0","22002","22003","0","-1","0","171","0"
"1","0","1022","1","0","0","12","0","10000","0","94002","0","0","0","0","0","0","1","0","172","0"
"2","20","1022","1","0","0","12","2","250000","2","94002","0","4","0","22002","22003","0","2","0","173","0"
"3","40","1022","1","0","0","12","2","500000","2","94002","0","8","0","22002","22003","0","3","0","174","0"
"4","60","1022","1","0","0","12","2","750000","2","94002","0","12","0","22002","22003","0","4","0","175","0"
"5","80","1022","1","0","0","12","2","1000000","2","94002","0","16","0","22002","22003","0","-1","0","176","0"
"1","0","1023","1","0","0","12","0","10000","0","94002","0","0","0","0","0","0","1","0","177","0"
"2","20","1023","1","0","0","12","2","250000","2","94002","0","4","0","22002","22003","0","2","0","178","0"
"3","40","1023","1","0","0","12","2","500000","2","94002","0","8","0","22002","22003","0","3","0","179","0"
"4","60","1023","1","0","0","12","2","750000","2","94002","0","12","0","22002","22003","0","4","0","180","0"
"5","80","1023","1","0","0","12","2","1000000","2","94002","0","16","0","22002","22003","0","-1","0","181","0"
"1","0","1024","1","0","0","12","0","10000","0","94002","0","0","0","0","0","0","1","0","182","0"
"2","20","1024","1","0","0","12","2","250000","2","94002","0","4","0","22002","22003","0","2","0","183","0"
"3","40","1024","1","0","0","12","2","500000","2","94002","0","8","0","22002","22003","0","3","0","184","0"
"4","60","1024","1","0","0","12","2","750000","2","94002","0","12","0","22002","22003","0","4","0","185","0"
"5","80","1024","1","0","0","12","2","1000000","2","94002","0","16","0","22002","22003","0","-1","0","186","0"
"1","0","1025","1","0","0","12","0","10000","0","94002","0","0","0","0","0","0","1","0","187","0"
"2","20","1025","1","0","0","12","2","250000","2","94002","0","4","0","22002","22003","0","2","0","188","0"
"3","40","1025","1","0","0","12","2","500000","2","94002","0","8","0","22002","22003","0","3","0","189","0"
"4","60","1025","1","0","0","12","2","750000","2","94002","0","12","0","22002","22003","0","4","0","190","0"
"5","80","1025","1","0","0","12","2","1000000","2","94002","0","16","0","22002","22003","0","-1","0","191","0"
"1","0","1026","1","0","0","12","0","10000","0","94002","0","0","0","0","0","0","1","0","192","0"
"2","20","1026","1","0","0","12","2","250000","2","94002","0","4","0","22002","22003","0","2","0","193","0"
"3","40","1026","1","0","0","12","2","500000","2","94002","0","8","0","22002","22003","0","3","0","194","0"
"4","60","1026","1","0","0","12","2","750000","2","94002","0","12","0","22002","22003","0","4","0","195","0"
"5","80","1026","1","0","0","12","2","1000000","2","94002","0","16","0","22002","22003","0","-1","0","196","0"
"1","0","1027","1","0","0","12","0","10000","0","94002","0","0","0","0","0","0","1","0","197","0"
"2","20","1027","1","0","0","12","2","250000","2","94002","0","4","0","22002","22003","0","2","0","198","0"
"3","40","1027","1","0","0","12","2","500000","2","94002","0","8","0","22002","22003","0","3","0","199","0"
"4","60","1027","1","0","0","12","2","750000","2","94002","0","12","0","22002","22003","0","4","0","200","0"
"5","80","1027","1","0","0","12","2","1000000","2","94002","0","16","0","22002","22003","0","-1","0","201","0"
"1","0","1028","1","0","0","12","0","10000","0","94002","0","0","0","0","0","0","1","0","202","0"
"2","20","1028","1","0","0","12","2","250000","2","94002","0","4","0","22002","22003","0","2","0","203","0"
"3","40","1028","1","0","0","12","2","500000","2","94002","0","8","0","22002","22003","0","3","0","204","0"
"4","60","1028","1","0","0","12","2","750000","2","94002","0","12","0","22002","22003","0","4","0","205","0"
"5","80","1028","1","0","0","12","2","1000000","2","94002","0","16","0","22002","22003","0","-1","0","206","0"
"1","0","1029","1","0","0","12","0","10000","0","94002","0","0","0","0","0","0","1","0","207","0"
"2","20","1029","1","0","0","12","2","250000","2","94002","0","4","0","22002","22003","0","2","0","208","0"
"3","40","1029","1","0","0","12","2","500000","2","94002","0","8","0","22002","22003","0","3","0","209","0"
"4","60","1029","1","0","0","12","2","750000","2","94002","0","12","0","22002","22003","0","4","0","210","0"
"5","80","1029","1","0","0","12","2","1000000","2","94002","0","16","0","22002","22003","0","-1","0","211","0"
"1","0","1030","1","0","0","12","0","10000","0","94002","0","0","0","0","0","0","1","0","212","0"
"2","20","1030","1","0","0","12","2","250000","2","94002","0","4","0","22002","22003","0","2","0","213","0"
"3","40","1030","1","0","0","12","2","500000","2","94002","0","8","0","22002","22003","0","3","0","214","0"
"4","60","1030","1","0","0","12","2","750000","2","94002","0","12","0","22002","22003","0","4","0","215","0"
"5","80","1030","1","0","0","12","2","1000000","2","94002","0","16","0","22002","22003","0","-1","0","216","0"
"1","0","1031","1","0","0","12","0","10000","0","94002","0","0","0","0","0","0","1","0","217","0"
"2","20","1031","1","0","0","12","2","250000","2","94002","0","4","0","22002","22003","0","2","0","218","0"
"3","40","1031","1","0","0","12","2","500000","2","94002","0","8","0","22002","22003","0","3","0","219","0"
"4","60","1031","1","0","0","12","2","750000","2","94002","0","12","0","22002","22003","0","4","0","220","0"
"5","80","1031","1","0","0","12","2","1000000","2","94002","0","16","0","22002","22003","0","-1","0","221","0"
"1","0","1032","1","0","0","12","0","10000","0","94002","0","0","0","0","0","0","1","0","222","0"
"2","20","1032","1","0","0","12","2","250000","2","94002","0","4","0","22002","22003","0","2","0","223","0"
"3","40","1032","1","0","0","12","2","500000","2","94002","0","8","0","22002","22003","0","3","0","224","0"
"4","60","1032","1","0","0","12","2","750000","2","94002","0","12","0","22002","22003","0","4","0","225","0"
"5","80","1032","1","0","0","12","2","1000000","2","94002","0","16","0","22002","22003","0","-1","0","226","0"
"1","0","1033","1","0","0","12","0","10000","0","94002","0","0","0","0","0","0","1","0","227","0"
"2","20","1033","1","0","0","12","2","250000","2","94002","0","4","0","22002","22003","0","2","0","228","0"
"3","40","1033","1","0","0","12","2","500000","2","94002","0","8","0","22002","22003","0","3","0","229","0"
"4","60","1033","1","0","0","12","2","750000","2","94002","0","12","0","22002","22003","0","4","0","230","0"
"5","80","1033","1","0","0","12","2","1000000","2","94002","0","16","0","22002","22003","0","-1","0","231","0"
"1","0","1034","1","0","0","12","0","10000","0","94002","0","0","0","0","0","0","1","0","232","0"
"2","20","1034","1","0","0","12","2","250000","2","94002","0","4","0","22002","22003","0","2","0","233","0"
"3","40","1034","1","0","0","12","2","500000","2","94002","0","8","0","22002","22003","0","3","0","234","0"
"4","60","1034","1","0","0","12","2","750000","2","94002","0","12","0","22002","22003","0","4","0","235","0"
"5","80","1034","1","0","0","12","2","1000000","2","94002","0","16","0","22002","22003","0","-1","0","236","0"
"1","0","1035","1","0","0","12","0","10000","0","94002","0","0","0","0","0","0","1","0","237","0"
"2","20","1035","1","0","0","12","2","250000","2","94002","0","4","0","22002","22003","0","2","0","238","0"
"3","40","1035","1","0","0","12","2","500000","2","94002","0","8","0","22002","22003","0","3","0","239","0"
"4","60","1035","1","0","0","12","2","750000","2","94002","0","12","0","22002","22003","0","4","0","240","0"
"5","80","1035","1","0","0","12","2","1000000","2","94002","0","16","0","22002","22003","0","-1","0","241","0"
"1","0","1036","1","0","0","12","0","10000","0","94002","0","0","0","0","0","0","1","0","242","0"
"2","20","1036","1","0","0","12","2","250000","2","94002","0","4","0","22002","22003","0","2","0","243","0"
"3","40","1036","1","0","0","12","2","500000","2","94002","0","8","0","22002","22003","0","3","0","244","0"
"4","60","1036","1","0","0","12","2","750000","2","94002","0","12","0","22002","22003","0","4","0","245","0"
"5","80","1036","1","0","0","12","2","1000000","2","94002","0","16","0","22002","22003","0","-1","0","246","0"
"1","0","1037","1","0","0","12","0","10000","0","94002","0","0","0","0","0","0","1","0","247","0"
"2","20","1037","1","0","0","12","2","250000","2","94002","0","4","0","22002","22003","0","2","0","248","0"
"3","40","1037","1","0","0","12","2","500000","2","94002","0","8","0","22002","22003","0","3","0","249","0"
"4","60","1037","1","0","0","12","2","750000","2","94002","0","12","0","22002","22003","0","4","0","250","0"
"5","80","1037","1","0","0","12","2","1000000","2","94002","0","16","0","22002","22003","0","-1","0","251","0"
"1","0","1038","1","0","0","12","0","10000","0","94002","0","0","0","0","0","0","1","0","252","0"
"2","20","1038","1","0","0","12","2","250000","2","94002","0","4","0","22002","22003","0","2","0","253","0"
"3","40","1038","1","0","0","12","2","500000","2","94002","0","8","0","22002","22003","0","3","0","254","0"
"4","60","1038","1","0","0","12","2","750000","2","94002","0","12","0","22002","22003","0","4","0","255","0"
"5","80","1038","1","0","0","12","2","1000000","2","94002","0","16","0","22002","22003","0","-1","0","256","0"
"1","0","1039","1","0","0","12","0","10000","0","94002","0","0","0","0","0","0","1","0","257","0"
