07341151af95182124ac0585451608bab5c81f7abd8f70a62230700c7e842ca2,92ec7ec1dc29d8f9127333007f807d3a7fb46446d1fbafe964975e36f6aa1551,cf46fc5a8b2fa4e591ea2afddd974ebeedd0f20908153d47aa6608ef4c2bcc43,2b401bd19264eb7bb11cb8a8425326590bd71837e8b12c9bc3a22b9a40489757,99dcddad127e9547c45e6f955fa4a2315c99b00e1e0166bd8fad4892c598f5f7,9a2e71fe264b740b17de933ebd6973a8a5d72b7671d835f037093569a118ab0e,596b6700fde9f1ff641c3aa33f1647ebcdfd1d30c6cf875821dd191ffaca9f4b,ff3f833ea356084f6d5371686234619382851a8e1be65c2743d0e42d7dd04046,443d6e2b968c88b7ea0f7cc923ab0890a323411a34016f405ce1f9981921830e,a4323fc13996d7719e43f23d5bcd4623a6635e8a4946cc4ca379ac97e4b10c30,a0ccc45d3349625507f49b9a915d712c8b975ef726d57588f8eb0bb4e05d60dd,9f5d8442db00cea330e04e40bfc7b9e44ee69cc25efea9602a110437650ccb90,b605c56724e682982d98a995583dce3d9a97184cee4b4336b03f2b396eca1f5a,f786e7a3e22dadd243b8f2dff31145840b5b4fdd202967f5b48ed97ddffb72c2,17a1a5a423de42f3cb24f4fe82eddca7e5ff06fded993ed831f356aa1151c657,1993928c92ab1ba4afc37a232596c3604e1c6f0834c9baa05632424ebd0c72f3,327fd6b868af5828932a1bc3be348fa6f506c0790088cc1921208d60af076c4e,d3554bbff18d834b0e881aca12202e18174799ef64bef494cb1cc85f6becd755,b653186b5fa4f3c8385ad58dbde3e9c89fc14194e188eec736541c72c959318c,cd919cacd98e2be84274fa2cdc78e62dafdfd1701252d112dc1982c67e23a4fb,e3c880d4067b7ba2ce5c36c2166a1ac9eb0c709f129a96301a241c06857f7c10,bc8f88b6185d8aeb8958e062d838cdebe11cd718861d6d638c7c6660590bd985,e04d90050f50e29ff329cddac81c84efdc5c6871f3a168731ef62354f6e858d0,015d19906dba819db8fa48390bae18007af10ecb0643c51e9ba11297532baf51,c1decc1ce443253df5ecc39ac72550093a6d7704e1fe3268c289256a308c0936,dec86cdf62eaa855e8205930b821a4a113a3a026623abaebf4555659985d99a0,7fa66ae15a4ffa6122dca9eadc1d1e02848f9be65674b531c9f80dbbf080f1f5,c56f4e7d380641c2ffab442d8a0a4e3ffba666d5914cb07ba3abcdc561f84a0b,68c75dd8f1ae23935d95fee377c83a7fd36d82ba603a4ac13cb1678042264f32,238e57b0c6add8136f2f5f5f771f32df1643753298d2beb5625456d997f26242,0cc6495ccd0dc50003d7c2745b1a1884c8720cbcd301b7a2ff02580a58c17def
"0","1001110103","100","33","100","0","1001110103","1","1","34","0","100","1","1001110101","0","1","0","1","1001110102","0","0","0","0","0","0","0","0","0","0","1001110103","10011101"
"33","1001120103","3","100","100","1001120105","1001120105","6","6","100","1","3","1","1001120101","100","1","100","1","1001120105","1","34","100","1001120104","1","1001120105","1","1001120105","1001120105","1","1001120102","10011201"
"100","1001130104","100","100","100","1001130104","1001130104","6","1","100","1","100","1","1001130101","100","1","0","1","1001130104","1","33","34","0","1","1001130104","0","1001130104","1001130103","1","1001130102","10011301"
"100","1001140103","100","100","100","1001140108","1001140104","6","1","100","1","100","1","1001140101","100","1","100","1","1001140105","1","100","100","1001140110","1","1001140107","1","1001140106","1001140109","1","1001140102","10011401"
"0","1001210103","100","33","100","0","1001210103","1","1","34","0","100","1","1001210101","0","1","0","1","1001210102","0","0","0","0","0","0","0","0","0","0","1001210103","10012101"
"33","1001220103","3","100","100","1001220105","1001220105","6","6","100","1","3","1","1001220101","100","1","100","1","1001220105","1","34","100","1001220104","1","1001220105","1","1001220105","1001220105","1","1001220102","10012201"
"100","1001230104","100","100","100","1001230104","1001230104","6","1","100","1","100","1","1001230101","100","1","0","1","1001230104","1","33","34","0","1","1001030104","0","1001230104","1001230103","1","1001230102","10012301"
"100","1001240103","100","100","100","1001240108","1001240104","6","1","100","1","100","1","1001240101","100","1","100","1","1001240105","1","100","100","1001240110","1","1001040107","1","1001240106","1001240109","1","1001240102","10012401"
"0","1001310103","100","33","100","0","1001310103","1","1","34","0","100","1","1001310101","0","1","0","1","1001310102","0","0","0","0","0","0","0","0","0","0","1001310103","10013101"
"33","1001320103","3","100","100","1001320105","1001320105","6","6","100","1","3","1","1001320101","100","1","100","1","1001320105","1","34","100","1001320104","1","1001320105","1","1001320105","1001320105","1","1001320102","10013201"
"100","1001330104","100","100","100","1001330104","1001330104","6","1","100","1","100","1","1001330101","100","1","0","1","1001330104","1","33","34","0","1","1001330104","0","1001330104","1001330103","1","1001330102","10013301"
"100","1001340103","100","100","100","1001340108","1001340104","6","1","100","1","100","1","1001340101","100","1","100","1","1001340105","1","100","100","1001340110","1","1001340107","1","1001340106","1001340109","1","1001340102","10013401"
"0","1001410103","100","33","100","0","1001410103","1","1","34","0","100","1","1001410101","0","1","0","1","1001410102","0","0","0","0","0","0","0","0","0","0","1001410103","10014101"
"33","1001420103","3","100","100","1001420105","1001420105","6","6","100","1","3","1","1001420101","100","1","100","1","1001420105","1","34","100","1001420104","1","1001420105","1","1001420105","1001420105","1","1001420102","10014201"
"100","1001430104","100","100","100","1001430104","1001430104","6","1","100","1","100","1","1001430101","100","1","0","1","1001430104","1","33","34","0","1","1001430104","0","1001430104","1001430103","1","1001430102","10014301"
"0","1001510103","100","33","100","0","1001510103","1","1","34","0","100","1","1001510101","0","1","0","1","1001510102","0","0","0","0","0","0","0","0","0","0","1001510103","10015101"
"33","1001520103","3","100","100","1001520105","1001520105","6","6","100","1","3","1","1001520101","100","1","100","1","1001520105","1","34","100","1001520104","1","1001520105","1","1001520105","1001520105","1","1001520102","10015201"
"100","1001530104","100","100","100","1001530104","1001530104","6","1","100","1","100","1","1001530101","100","1","0","1","1001530104","1","33","34","0","1","1001530104","0","1001530104","1001530103","1","1001530102","10015301"
"100","1001540103","100","100","100","1001540108","1001540104","6","1","100","1","100","1","1001540101","100","1","100","1","1001540105","1","100","100","1001540110","1","1001540107","1","1001540106","1001540109","1","1001540102","10015401"
"0","1001610103","100","33","100","0","1001610103","1","1","34","0","100","1","1001610101","0","1","0","1","1001610102","0","0","0","0","0","0","0","0","0","0","1001610103","10016101"
"33","1001620103","3","100","100","1001620105","1001620105","6","6","100","1","3","1","1001620101","100","1","100","1","1001620105","1","34","100","1001620104","1","1001620105","1","1001620105","1001620105","1","1001620102","10016201"
"100","1001630104","100","100","100","1001630104","1001630104","6","1","100","1","100","1","1001630101","100","1","0","1","1001630104","1","33","34","0","1","1001630104","0","1001630104","1001630103","1","1001630102","10016301"
"0","1001710103","100","33","100","0","1001710103","1","1","34","0","100","1","1001710101","0","1","0","1","1001710102","0","0","0","0","0","0","0","0","0","0","1001710103","10017101"
"33","1001720103","3","100","100","1001720105","1001720105","6","6","100","1","3","1","1001720101","100","1","100","1","1001720105","1","34","100","1001720104","1","1001720105","1","1001720105","1001720105","1","1001720102","10017201"
"100","1001730104","100","100","100","1001730104","1001730104","6","1","100","1","100","1","1001730101","100","1","0","1","1001730104","1","33","34","0","1","1001730104","0","1001730104","1001730103","1","1001730102","10017301"
"100","1001740103","100","100","100","1001740108","1001740104","6","1","100","1","100","1","1001740101","100","1","100","1","1001740105","1","100","100","1001740110","1","1001740107","1","1001740106","1001740109","1","1001740102","10017401"
"0","1001810103","100","33","100","0","1001810103","1","1","34","0","100","1","1001810101","0","1","0","1","1001810102","0","0","0","0","0","0","0","0","0","0","1001810103","10018101"
"33","1001820103","3","100","100","1001820105","1001820105","6","6","100","1","3","1","1001820101","100","1","100","1","1001820105","1","34","100","1001820104","1","1001820105","1","1001820105","1001820105","1","1001820102","10018201"
"100","1001830104","100","100","100","1001830104","1001830104","6","1","100","1","100","1","1001830101","100","1","0","1","1001830104","1","33","34","0","1","1001830104","0","1001830104","1001830103","1","1001830102","10018301"
"0","1001910103","100","33","100","0","1001910103","1","1","34","0","100","1","1001910101","0","1","0","1","1001910102","0","0","0","0","0","0","0","0","0","0","1001910103","10019101"
"33","1001920103","3","100","100","1001920105","1001920105","6","6","100","1","3","1","1001920101","100","1","100","1","1001920105","1","34","100","1001920104","1","1001920105","1","1001920105","1001920105","1","1001920102","10019201"
"100","1001930104","100","100","100","1001930104","1001930104","6","1","100","1","100","1","1001930101","100","1","0","1","1001930104","1","33","34","0","1","1001930104","0","1001930104","1001930103","1","1001930102","10019301"
"100","1001940103","100","100","100","1001940108","1001940104","6","1","100","1","100","1","1001940101","100","1","100","1","1001940105","1","100","100","1001940110","1","1001940107","1","1001940106","1001940109","1","1001940102","10019401"
"0","1002010103","100","33","100","0","1002010103","1","1","34","0","100","1","1002010101","0","1","0","1","1002010102","0","0","0","0","0","0","0","0","0","0","1002010103","10020101"
"33","1002020103","3","100","100","1002020105","1002020105","6","6","100","1","3","1","1002020101","100","1","100","1","1002020105","1","34","100","1002020104","1","1002020105","1","1002020105","1002020105","1","1002020102","10020201"
"100","1002030104","100","100","100","1002030104","1002030104","6","1","100","1","100","1","1002030101","100","1","0","1","1002030104","1","33","34","0","1","1002030104","0","1002030104","1002030103","1","1002030102","10020301"
"0","1002110103","100","33","100","0","1002110103","1","1","34","0","100","1","1002110101","0","1","0","1","1002110102","0","0","0","0","0","0","0","0","0","0","1002110103","10021101"
"33","1002120103","3","100","100","1002120105","1002120105","6","6","100","1","3","1","1002120101","100","1","100","1","1002120105","1","34","100","1002120104","1","1002120105","1","1002120105","1002120105","1","1002120102","10021201"
"100","1002130104","100","100","100","1002130104","1002130104","6","1","100","1","100","1","1002130101","100","1","0","1","1002130104","1","33","34","0","1","1002130104","0","1002130104","1002130103","1","1002130102","10021301"
"100","1002140103","100","100","100","1002140108","1002140104","6","1","100","1","100","1","1002140101","100","1","100","1","1002140105","1","100","100","1002140110","1","1002140107","1","1002140106","1002140109","1","1002140102","10021401"
"0","1002210103","100","33","100","0","1002210103","1","1","34","0","100","1","1002210101","0","1","0","1","1002210102","0","0","0","0","0","0","0","0","0","0","1002210103","10022101"
"33","1002220103","3","100","100","1002220105","1002220105","6","6","100","1","3","1","1002220101","100","1","100","1","1002220105","1","34","100","1002220104","1","1002220105","1","1002220105","1002220105","1","1002220102","10022201"
"100","1002230104","100","100","100","1002230104","1002230104","6","1","100","1","100","1","1002230101","100","1","0","1","1002230104","1","33","34","0","1","1002230104","0","1002230104","1002230103","1","1002230102","10022301"
"0","1002310103","100","33","100","0","1002310103","1","1","34","0","100","1","1002310101","0","1","0","1","1002310102","0","0","0","0","0","0","0","0","0","0","1002310103","10023101"
"33","1002320103","3","100","100","1002320105","1002320105","6","6","100","1","3","1","1002320101","100","1","100","1","1002320105","1","34","100","1002320104","1","1002320105","1","1002320105","1002320105","1","1002320102","10023201"
"100","1002330104","100","100","100","1002330104","1002330104","6","1","100","1","100","1","1002330101","100","1","0","1","1002330104","1","33","34","0","1","1002330104","0","1002330104","1002330103","1","1002330102","10023301"
"100","1002340103","100","100","100","1002340108","1002340104","6","1","100","1","100","1","1002340101","100","1","100","1","1002340105","1","100","100","1002340110","1","1002340107","1","1002340106","1002340109","1","1002340102","10023401"
"0","1002410103","100","33","100","0","1002410103","1","1","34","0","100","1","1002410101","0","1","0","1","1002410102","0","0","0","0","0","0","0","0","0","0","1002410103","10024101"
"33","1002420103","3","100","100","1002420105","1002420105","6","6","100","1","3","1","1002420101","100","1","100","1","1002420105","1","34","100","1002420104","1","1002420105","1","1002420105","1002420105","1","1002420102","10024201"
"100","1002430104","100","100","100","1002430104","1002430104","6","1","100","1","100","1","1002430101","100","1","0","1","1002430104","1","33","34","0","1","1002430104","0","1002430104","1002430103","1","1002430102","10024301"
"0","1002510103","100","33","100","0","1002510103","1","1","34","0","100","1","1002510101","0","1","0","1","1002510102","0","0","0","0","0","0","0","0","0","0","1002510103","10025101"
"33","1002520103","3","100","100","1002520105","1002520105","6","6","100","1","3","1","1002520101","100","1","100","1","1002520105","1","34","100","1002520104","1","1002520105","1","1002520105","1002520105","1","1002520102","10025201"
"100","1002530104","100","100","100","1002530104","1002530104","6","1","100","1","100","1","1002530101","100","1","0","1","1002530104","1","33","34","0","1","1002530104","0","1002530104","1002530103","1","1002530102","10025301"
"100","1002540103","100","100","100","1002540108","1002540104","6","1","100","1","100","1","1002540101","100","1","100","1","1002540105","1","100","100","1002540110","1","1002540107","1","1002540106","1002540109","1","1002540102","10025401"
"0","1002610103","100","33","100","0","1002610103","1","1","34","0","100","1","1002610101","0","1","0","1","1002610102","0","0","0","0","0","0","0","0","0","0","1002610103","10026101"
"33","1002620103","3","100","100","1002620105","1002620105","6","6","100","1","3","1","1002620101","100","1","100","1","1002620105","1","34","100","1002620104","1","1002620105","1","1002620105","1002620105","1","1002620102","10026201"
"100","1002630104","100","100","100","1002630104","1002630104","6","1","100","1","100","1","1002630101","100","1","0","1","1002630104","1","33","34","0","1","1002630104","0","1002630104","1002630103","1","1002630102","10026301"
"0","1002710103","100","33","100","0","1002710103","1","1","34","0","100","1","1002710101","0","1","0","1","1002710102","0","0","0","0","0","0","0","0","0","0","1002710103","10027101"
"33","1002720103","3","100","100","1002720105","1002720105","6","6","100","1","3","1","1002720101","100","1","100","1","1002720105","1","34","100","1002720104","1","1002720105","1","1002720105","1002720105","1","1002720102","10027201"
"100","1002730104","100","100","100","1002730104","1002730104","6","1","100","1","100","1","1002730101","100","1","0","1","1002730104","1","33","34","0","1","1002730104","0","1002730104","1002730103","1","1002730102","10027301"
"100","1002740103","100","100","100","1002740108","1002740104","6","1","100","1","100","1","1002740101","100","1","100","1","1002740105","1","100","100","1002740110","1","1002740107","1","1002740106","1002740109","1","1002740102","10027401"
"0","1002810103","100","33","100","0","1002810103","1","1","34","0","100","1","1002810101","0","1","0","1","1002810102","0","0","0","0","0","0","0","0","0","0","1002810103","10028101"
"33","1002820103","3","100","100","1002820105","1002820105","6","6","100","1","3","1","1002820101","100","1","100","1","1002820105","1","34","100","1002820104","1","1002820105","1","1002820105","1002820105","1","1002820102","10028201"
"100","1002830104","100","100","100","1002830104","1002830104","6","1","100","1","100","1","1002830101","100","1","0","1","1002830104","1","33","34","0","1","1002830104","0","1002830104","1002830103","1","1002830102","10028301"
"0","1002910103","100","33","100","0","1002910103","1","1","34","0","100","1","1002910101","0","1","0","1","1002910102","0","0","0","0","0","0","0","0","0","0","1002910103","10029101"
"33","1002920103","3","100","100","1002920105","1002920105","6","6","100","1","3","1","1002920101","100","1","100","1","1002920105","1","34","100","1002920104","1","1002920105","1","1002920105","1002920105","1","1002920102","10029201"
"100","1002930104","100","100","100","1002930104","1002930104","6","1","100","1","100","1","1002930101","100","1","0","1","1002930104","1","33","34","0","1","1002930104","0","1002930104","1002930103","1","1002930102","10029301"
"100","1002940103","100","100","100","1002940108","1002940104","6","1","100","1","100","1","1002940101","100","1","100","1","1002940105","1","100","100","1002940110","1","1002940107","1","1002940106","1002940109","1","1002940102","10029401"
"0","1003010103","100","33","100","0","1003010103","1","1","34","0","100","1","1003010101","0","1","0","1","1003010102","0","0","0","0","0","0","0","0","0","0","1003010103","10030101"
"33","1003020103","3","100","100","1003020105","1003020105","6","6","100","1","3","1","1003020101","100","1","100","1","1003020105","1","34","100","1003020104","1","1003020105","1","1003020105","1003020105","1","1003020102","10030201"
"100","1003030104","100","100","100","1003030104","1003030104","6","1","100","1","100","1","1003030101","100","1","0","1","1003030104","1","33","34","0","1","1003030104","0","1003030104","1003030103","1","1003030102","10030301"
"0","1003110103","100","33","100","0","1003110103","1","1","34","0","100","1","1003110101","0","1","0","1","1003110102","0","0","0","0","0","0","0","0","0","0","1003110103","10031101"
"33","1003120103","3","100","100","1003120105","1003120105","6","6","100","1","3","1","1003120101","100","1","100","1","1003120105","1","34","100","1003120104","1","1003120105","1","1003120105","1003120105","1","1003120102","10031201"
"100","1003130104","100","100","100","1003130104","1003130104","6","1","100","1","100","1","1003130101","100","1","0","1","1003130104","1","33","34","0","1","1003130104","0","1003130104","1003130103","1","1003130102","10031301"
"100","1003140103","100","100","100","1003140108","1003140104","6","1","100","1","100","1","1003140101","100","1","100","1","1003140105","1","100","100","1003140110","1","1003140107","1","1003140106","1003140109","1","1003140102","10031401"
"0","1003210103","100","33","100","0","1003210103","1","1","34","0","100","1","1003210101","0","1","0","1","1003210102","0","0","0","0","0","0","0","0","0","0","1003210103","10032101"
"33","1003220103","3","100","100","1003220105","1003220105","6","6","100","1","3","1","1003220101","100","1","100","1","1003220105","1","34","100","1003220104","1","1003220105","1","1003220105","1003220105","1","1003220102","10032201"
"100","1003230104","100","100","100","1003230104","1003230104","6","1","100","1","100","1","1003230101","100","1","0","1","1003230104","1","33","34","0","1","1003230104","0","1003230104","1003230103","1","1003230102","10032301"
"0","1003310103","100","33","100","0","1003310103","1","1","34","0","100","1","1003310101","0","1","0","1","1003310102","0","0","0","0","0","0","0","0","0","0","1003310103","10033101"
"33","1003320103","3","100","100","1003320105","1003320105","6","6","100","1","3","1","1003320101","100","1","100","1","1003320105","1","34","100","1003320104","1","1003320105","1","1003320105","1003320105","1","1003320102","10033201"
"100","1003330104","100","100","100","1003330104","1003330104","6","1","100","1","100","1","1003330101","100","1","0","1","1003330104","1","33","34","0","1","1003330104","0","1003330104","1003330103","1","1003330102","10033301"
"100","1003340103","100","100","100","1003340108","1003340104","6","1","100","1","100","1","1003340101","100","1","100","1","1003340105","1","100","100","1003340110","1","1003340107","1","1003340106","1003340109","1","1003340102","10033401"
"0","1003410103","100","33","100","0","1003410103","1","1","34","0","100","1","1003410101","0","1","0","1","1003410102","0","0","0","0","0","0","0","0","0","0","1003410103","10034101"
"33","1003420103","3","100","100","1003420105","1003420105","6","6","100","1","3","1","1003420101","100","1","100","1","1003420105","1","34","100","1003420104","1","1003420105","1","1003420105","1003420105","1","1003420102","10034201"
"100","1003430104","100","100","100","1003430104","1003430104","6","1","100","1","100","1","1003430101","100","1","0","1","1003430104","1","33","34","0","1","1003430104","0","1003430104","1003430103","1","1003430102","10034301"
"100","1003440103","100","100","100","1003440108","1003440104","6","1","100","1","100","1","1003440101","100","1","100","1","1003440105","1","100","100","1003440110","1","1003440107","1","1003440106","1003440109","1","1003440102","10034401"
"0","1003510103","100","33","100","0","1003510103","1","1","34","0","100","1","1003510101","0","1","0","1","1003510102","0","0","0","0","0","0","0","0","0","0","1003510103","10035101"
"33","1003520103","3","100","100","1003520105","1003520105","6","6","100","1","3","1","1003520101","100","1","100","1","1003520105","1","34","100","1003520104","1","1003520105","1","1003520105","1003520105","1","1003520102","10035201"
"100","1003530104","100","100","100","1003530104","1003530104","6","1","100","1","100","1","1003530101","100","1","0","1","1003530104","1","33","34","0","1","1003530104","0","1003530104","1003530103","1","1003530102","10035301"
"100","1003540103","100","100","100","1003540108","1003540104","6","1","100","1","100","1","1003540101","100","1","100","1","1003540105","1","100","100","1003540110","1","1003540107","1","1003540106","1003540109","1","1003540102","10035401"
"0","1003610103","100","33","100","0","1003610103","1","1","34","0","100","1","1003610101","0","1","0","1","1003610102","0","0","0","0","0","0","0","0","0","0","1003610103","10036101"
"33","1003620103","3","100","100","1003620105","1003620105","6","6","100","1","3","1","1003620101","100","1","100","1","1003620105","1","34","100","1003620104","1","1003620105","1","1003620105","1003620105","1","1003620102","10036201"
"100","1003630104","100","100","100","1003630104","1003630104","6","1","100","1","100","1","1003630101","100","1","0","1","1003630104","1","33","34","0","1","1003630104","0","1003630104","1003630103","1","1003630102","10036301"
"100","1003640103","100","100","100","1003640108","1003640104","6","1","100","1","100","1","1003640101","100","1","100","1","1003640105","1","100","100","1003640110","1","1003640107","1","1003640106","1003640109","1","1003640102","10036401"
"0","1003710103","100","33","100","0","1003710103","1","1","34","0","100","1","1003710101","0","1","0","1","1003710102","0","0","0","0","0","0","0","0","0","0","1003710103","10037101"
"33","1003720103","3","100","100","1003720105","1003720105","6","6","100","1","3","1","1003720101","100","1","100","1","1003720105","1","34","100","1003720104","1","1003720105","1","1003720105","1003720105","1","1003720102","10037201"
"100","1003730104","100","100","100","1003730104","1003730104","6","1","100","1","100","1","1003730101","100","1","0","1","1003730104","1","33","34","0","1","1003730104","0","1003730104","1003730103","1","1003730102","10037301"
