e07fb443e2cca0bd44c4a1a19a2840c58f779dfd56dba2dd355860d2c51bd217,d90dc916394388e331146cd624eb84f342bf5dab9f25fdb180bb9f5095aa40c8,02e8dc09f81d0abadaf9019db22abf43b188b864e7f8b49fc2e748979db58b23,0087e60eed01f94ec2652225b726432d2ac952ffdfc99659f8c75a9a0ebe47c7,74e49fc3cc20b55f632c94b7d2f6b128cf6bacd880c0e549f3b4b06baf8af6f6,4ffb5f915a2afa35065e6dc294af032bc3d153cacd4d28ea523d1fbcbd2fc4c3
"99","對歐姆蛋附加<1>HP+99%","1","1","10101099","1"
"100","對歐姆蛋附加<1>HP+100%","1","1","10101100","1"
"10","對餃子附加<1>HP+10%","1","1","10201010","2"
"11","對餃子附加<1>HP+11%","1","1","10201011","2"
"12","對餃子附加<1>HP+12%","1","1","10201012","2"
"13","對餃子附加<1>HP+13%","1","1","10201013","2"
"14","對餃子附加<1>HP+14%","1","1","10201014","2"
"15","對餃子附加<1>HP+15%","1","1","10201015","2"
"16","對餃子附加<1>HP+16%","1","1","10201016","2"
"17","對餃子附加<1>HP+17%","1","1","10201017","2"
"18","對餃子附加<1>HP+18%","1","1","10201018","2"
"19","對餃子附加<1>HP+19%","1","1","10201019","2"
"20","對餃子附加<1>HP+20%","1","1","10201020","2"
"21","對餃子附加<1>HP+21%","1","1","10201021","2"
"22","對餃子附加<1>HP+22%","1","1","10201022","2"
"23","對餃子附加<1>HP+23%","1","1","10201023","2"
"24","對餃子附加<1>HP+24%","1","1","10201024","2"
"25","對餃子附加<1>HP+25%","1","1","10201025","2"
"26","對餃子附加<1>HP+26%","1","1","10201026","2"
"27","對餃子附加<1>HP+27%","1","1","10201027","2"
"28","對餃子附加<1>HP+28%","1","1","10201028","2"
"29","對餃子附加<1>HP+29%","1","1","10201029","2"
"30","對餃子附加<1>HP+30%","1","1","10201030","2"
"31","對餃子附加<1>HP+31%","1","1","10201031","2"
"32","對餃子附加<1>HP+32%","1","1","10201032","2"
"33","對餃子附加<1>HP+33%","1","1","10201033","2"
"34","對餃子附加<1>HP+34%","1","1","10201034","2"
"35","對餃子附加<1>HP+35%","1","1","10201035","2"
"36","對餃子附加<1>HP+36%","1","1","10201036","2"
"37","對餃子附加<1>HP+37%","1","1","10201037","2"
"38","對餃子附加<1>HP+38%","1","1","10201038","2"
"39","對餃子附加<1>HP+39%","1","1","10201039","2"
"40","對餃子附加<1>HP+40%","1","1","10201040","2"
"41","對餃子附加<1>HP+41%","1","1","10201041","2"
"42","對餃子附加<1>HP+42%","1","1","10201042","2"
"43","對餃子附加<1>HP+43%","1","1","10201043","2"
"44","對餃子附加<1>HP+44%","1","1","10201044","2"
"45","對餃子附加<1>HP+45%","1","1","10201045","2"
"46","對餃子附加<1>HP+46%","1","1","10201046","2"
"47","對餃子附加<1>HP+47%","1","1","10201047","2"
"48","對餃子附加<1>HP+48%","1","1","10201048","2"
"49","對餃子附加<1>HP+49%","1","1","10201049","2"
"50","對餃子附加<1>HP+50%","1","1","10201050","2"
"51","對餃子附加<1>HP+51%","1","1","10201051","2"
"52","對餃子附加<1>HP+52%","1","1","10201052","2"
"53","對餃子附加<1>HP+53%","1","1","10201053","2"
"54","對餃子附加<1>HP+54%","1","1","10201054","2"
"55","對餃子附加<1>HP+55%","1","1","10201055","2"
"56","對餃子附加<1>HP+56%","1","1","10201056","2"
"57","對餃子附加<1>HP+57%","1","1","10201057","2"
"58","對餃子附加<1>HP+58%","1","1","10201058","2"
"59","對餃子附加<1>HP+59%","1","1","10201059","2"
"60","對餃子附加<1>HP+60%","1","1","10201060","2"
"61","對餃子附加<1>HP+61%","1","1","10201061","2"
"62","對餃子附加<1>HP+62%","1","1","10201062","2"
"63","對餃子附加<1>HP+63%","1","1","10201063","2"
"64","對餃子附加<1>HP+64%","1","1","10201064","2"
"65","對餃子附加<1>HP+65%","1","1","10201065","2"
"66","對餃子附加<1>HP+66%","1","1","10201066","2"
"67","對餃子附加<1>HP+67%","1","1","10201067","2"
"68","對餃子附加<1>HP+68%","1","1","10201068","2"
"69","對餃子附加<1>HP+69%","1","1","10201069","2"
"70","對餃子附加<1>HP+70%","1","1","10201070","2"
"71","對餃子附加<1>HP+71%","1","1","10201071","2"
"72","對餃子附加<1>HP+72%","1","1","10201072","2"
"73","對餃子附加<1>HP+73%","1","1","10201073","2"
"74","對餃子附加<1>HP+74%","1","1","10201074","2"
"75","對餃子附加<1>HP+75%","1","1","10201075","2"
"76","對餃子附加<1>HP+76%","1","1","10201076","2"
"77","對餃子附加<1>HP+77%","1","1","10201077","2"
"78","對餃子附加<1>HP+78%","1","1","10201078","2"
"79","對餃子附加<1>HP+79%","1","1","10201079","2"
"80","對餃子附加<1>HP+80%","1","1","10201080","2"
"81","對餃子附加<1>HP+81%","1","1","10201081","2"
"82","對餃子附加<1>HP+82%","1","1","10201082","2"
"83","對餃子附加<1>HP+83%","1","1","10201083","2"
"84","對餃子附加<1>HP+84%","1","1","10201084","2"
"85","對餃子附加<1>HP+85%","1","1","10201085","2"
"86","對餃子附加<1>HP+86%","1","1","10201086","2"
"87","對餃子附加<1>HP+87%","1","1","10201087","2"
"88","對餃子附加<1>HP+88%","1","1","10201088","2"
"89","對餃子附加<1>HP+89%","1","1","10201089","2"
"90","對餃子附加<1>HP+90%","1","1","10201090","2"
"91","對餃子附加<1>HP+91%","1","1","10201091","2"
"92","對餃子附加<1>HP+92%","1","1","10201092","2"
"93","對餃子附加<1>HP+93%","1","1","10201093","2"
"94","對餃子附加<1>HP+94%","1","1","10201094","2"
"95","對餃子附加<1>HP+95%","1","1","10201095","2"
"96","對餃子附加<1>HP+96%","1","1","10201096","2"
"97","對餃子附加<1>HP+97%","1","1","10201097","2"
"98","對餃子附加<1>HP+98%","1","1","10201098","2"
"99","對餃子附加<1>HP+99%","1","1","10201099","2"
"100","對餃子附加<1>HP+100%","1","1","10201100","2"
"10","對章魚燒附加<1>HP+10%","1","1","10301010","3"
"11","對章魚燒附加<1>HP+11%","1","1","10301011","3"
"12","對章魚燒附加<1>HP+12%","1","1","10301012","3"
"13","對章魚燒附加<1>HP+13%","1","1","10301013","3"
"14","對章魚燒附加<1>HP+14%","1","1","10301014","3"
"15","對章魚燒附加<1>HP+15%","1","1","10301015","3"
"16","對章魚燒附加<1>HP+16%","1","1","10301016","3"
"17","對章魚燒附加<1>HP+17%","1","1","10301017","3"
"18","對章魚燒附加<1>HP+18%","1","1","10301018","3"
"19","對章魚燒附加<1>HP+19%","1","1","10301019","3"
"20","對章魚燒附加<1>HP+20%","1","1","10301020","3"
"21","對章魚燒附加<1>HP+21%","1","1","10301021","3"
"22","對章魚燒附加<1>HP+22%","1","1","10301022","3"
"23","對章魚燒附加<1>HP+23%","1","1","10301023","3"
"24","對章魚燒附加<1>HP+24%","1","1","10301024","3"
"25","對章魚燒附加<1>HP+25%","1","1","10301025","3"
"26","對章魚燒附加<1>HP+26%","1","1","10301026","3"
"27","對章魚燒附加<1>HP+27%","1","1","10301027","3"
"28","對章魚燒附加<1>HP+28%","1","1","10301028","3"
"29","對章魚燒附加<1>HP+29%","1","1","10301029","3"
"30","對章魚燒附加<1>HP+30%","1","1","10301030","3"
"31","對章魚燒附加<1>HP+31%","1","1","10301031","3"
"32","對章魚燒附加<1>HP+32%","1","1","10301032","3"
"33","對章魚燒附加<1>HP+33%","1","1","10301033","3"
"34","對章魚燒附加<1>HP+34%","1","1","10301034","3"
"35","對章魚燒附加<1>HP+35%","1","1","10301035","3"
"36","對章魚燒附加<1>HP+36%","1","1","10301036","3"
"37","對章魚燒附加<1>HP+37%","1","1","10301037","3"
"38","對章魚燒附加<1>HP+38%","1","1","10301038","3"
"39","對章魚燒附加<1>HP+39%","1","1","10301039","3"
"40","對章魚燒附加<1>HP+40%","1","1","10301040","3"
"41","對章魚燒附加<1>HP+41%","1","1","10301041","3"
"42","對章魚燒附加<1>HP+42%","1","1","10301042","3"
"43","對章魚燒附加<1>HP+43%","1","1","10301043","3"
"44","對章魚燒附加<1>HP+44%","1","1","10301044","3"
"45","對章魚燒附加<1>HP+45%","1","1","10301045","3"
"46","對章魚燒附加<1>HP+46%","1","1","10301046","3"
"47","對章魚燒附加<1>HP+47%","1","1","10301047","3"
"48","對章魚燒附加<1>HP+48%","1","1","10301048","3"
"49","對章魚燒附加<1>HP+49%","1","1","10301049","3"
"50","對章魚燒附加<1>HP+50%","1","1","10301050","3"
"51","對章魚燒附加<1>HP+51%","1","1","10301051","3"
"52","對章魚燒附加<1>HP+52%","1","1","10301052","3"
"53","對章魚燒附加<1>HP+53%","1","1","10301053","3"
"54","對章魚燒附加<1>HP+54%","1","1","10301054","3"
"55","對章魚燒附加<1>HP+55%","1","1","10301055","3"
"56","對章魚燒附加<1>HP+56%","1","1","10301056","3"
"57","對章魚燒附加<1>HP+57%","1","1","10301057","3"
"58","對章魚燒附加<1>HP+58%","1","1","10301058","3"
"59","對章魚燒附加<1>HP+59%","1","1","10301059","3"
"60","對章魚燒附加<1>HP+60%","1","1","10301060","3"
"61","對章魚燒附加<1>HP+61%","1","1","10301061","3"
"62","對章魚燒附加<1>HP+62%","1","1","10301062","3"
"63","對章魚燒附加<1>HP+63%","1","1","10301063","3"
"64","對章魚燒附加<1>HP+64%","1","1","10301064","3"
"65","對章魚燒附加<1>HP+65%","1","1","10301065","3"
"66","對章魚燒附加<1>HP+66%","1","1","10301066","3"
"67","對章魚燒附加<1>HP+67%","1","1","10301067","3"
"68","對章魚燒附加<1>HP+68%","1","1","10301068","3"
"69","對章魚燒附加<1>HP+69%","1","1","10301069","3"
"70","對章魚燒附加<1>HP+70%","1","1","10301070","3"
"71","對章魚燒附加<1>HP+71%","1","1","10301071","3"
"72","對章魚燒附加<1>HP+72%","1","1","10301072","3"
"73","對章魚燒附加<1>HP+73%","1","1","10301073","3"
"74","對章魚燒附加<1>HP+74%","1","1","10301074","3"
"75","對章魚燒附加<1>HP+75%","1","1","10301075","3"
"76","對章魚燒附加<1>HP+76%","1","1","10301076","3"
"77","對章魚燒附加<1>HP+77%","1","1","10301077","3"
"78","對章魚燒附加<1>HP+78%","1","1","10301078","3"
"79","對章魚燒附加<1>HP+79%","1","1","10301079","3"
"80","對章魚燒附加<1>HP+80%","1","1","10301080","3"
"81","對章魚燒附加<1>HP+81%","1","1","10301081","3"
"82","對章魚燒附加<1>HP+82%","1","1","10301082","3"
"83","對章魚燒附加<1>HP+83%","1","1","10301083","3"
"84","對章魚燒附加<1>HP+84%","1","1","10301084","3"
"85","對章魚燒附加<1>HP+85%","1","1","10301085","3"
"86","對章魚燒附加<1>HP+86%","1","1","10301086","3"
"87","對章魚燒附加<1>HP+87%","1","1","10301087","3"
"88","對章魚燒附加<1>HP+88%","1","1","10301088","3"
"89","對章魚燒附加<1>HP+89%","1","1","10301089","3"
"90","對章魚燒附加<1>HP+90%","1","1","10301090","3"
"91","對章魚燒附加<1>HP+91%","1","1","10301091","3"
"92","對章魚燒附加<1>HP+92%","1","1","10301092","3"
"93","對章魚燒附加<1>HP+93%","1","1","10301093","3"
"94","對章魚燒附加<1>HP+94%","1","1","10301094","3"
"95","對章魚燒附加<1>HP+95%","1","1","10301095","3"
"96","對章魚燒附加<1>HP+96%","1","1","10301096","3"
"97","對章魚燒附加<1>HP+97%","1","1","10301097","3"
"98","對章魚燒附加<1>HP+98%","1","1","10301098","3"
"99","對章魚燒附加<1>HP+99%","1","1","10301099","3"
"100","對章魚燒附加<1>HP+100%","1","1","10301100","3"
"10","對飯糰附加<1>HP+10%","1","1","10401010","4"
"11","對飯糰附加<1>HP+11%","1","1","10401011","4"
"12","對飯糰附加<1>HP+12%","1","1","10401012","4"
"13","對飯糰附加<1>HP+13%","1","1","10401013","4"
"14","對飯糰附加<1>HP+14%","1","1","10401014","4"
"15","對飯糰附加<1>HP+15%","1","1","10401015","4"
"16","對飯糰附加<1>HP+16%","1","1","10401016","4"
"17","對飯糰附加<1>HP+17%","1","1","10401017","4"
"18","對飯糰附加<1>HP+18%","1","1","10401018","4"
"19","對飯糰附加<1>HP+19%","1","1","10401019","4"
"20","對飯糰附加<1>HP+20%","1","1","10401020","4"
"21","對飯糰附加<1>HP+21%","1","1","10401021","4"
"22","對飯糰附加<1>HP+22%","1","1","10401022","4"
"23","對飯糰附加<1>HP+23%","1","1","10401023","4"
"24","對飯糰附加<1>HP+24%","1","1","10401024","4"
"25","對飯糰附加<1>HP+25%","1","1","10401025","4"
"26","對飯糰附加<1>HP+26%","1","1","10401026","4"
"27","對飯糰附加<1>HP+27%","1","1","10401027","4"
"28","對飯糰附加<1>HP+28%","1","1","10401028","4"
"29","對飯糰附加<1>HP+29%","1","1","10401029","4"
"30","對飯糰附加<1>HP+30%","1","1","10401030","4"
"31","對飯糰附加<1>HP+31%","1","1","10401031","4"
"32","對飯糰附加<1>HP+32%","1","1","10401032","4"
"33","對飯糰附加<1>HP+33%","1","1","10401033","4"
"34","對飯糰附加<1>HP+34%","1","1","10401034","4"
"35","對飯糰附加<1>HP+35%","1","1","10401035","4"
"36","對飯糰附加<1>HP+36%","1","1","10401036","4"
"37","對飯糰附加<1>HP+37%","1","1","10401037","4"
"38","對飯糰附加<1>HP+38%","1","1","10401038","4"
"39","對飯糰附加<1>HP+39%","1","1","10401039","4"
"40","對飯糰附加<1>HP+40%","1","1","10401040","4"
"41","對飯糰附加<1>HP+41%","1","1","10401041","4"
"42","對飯糰附加<1>HP+42%","1","1","10401042","4"
"43","對飯糰附加<1>HP+43%","1","1","10401043","4"
"44","對飯糰附加<1>HP+44%","1","1","10401044","4"
"45","對飯糰附加<1>HP+45%","1","1","10401045","4"
"46","對飯糰附加<1>HP+46%","1","1","10401046","4"
"47","對飯糰附加<1>HP+47%","1","1","10401047","4"
"48","對飯糰附加<1>HP+48%","1","1","10401048","4"
"49","對飯糰附加<1>HP+49%","1","1","10401049","4"
"50","對飯糰附加<1>HP+50%","1","1","10401050","4"
"51","對飯糰附加<1>HP+51%","1","1","10401051","4"
"52","對飯糰附加<1>HP+52%","1","1","10401052","4"
"53","對飯糰附加<1>HP+53%","1","1","10401053","4"
"54","對飯糰附加<1>HP+54%","1","1","10401054","4"
"55","對飯糰附加<1>HP+55%","1","1","10401055","4"
"56","對飯糰附加<1>HP+56%","1","1","10401056","4"
"57","對飯糰附加<1>HP+57%","1","1","10401057","4"
"58","對飯糰附加<1>HP+58%","1","1","10401058","4"
"59","對飯糰附加<1>HP+59%","1","1","10401059","4"
"60","對飯糰附加<1>HP+60%","1","1","10401060","4"
"61","對飯糰附加<1>HP+61%","1","1","10401061","4"
"62","對飯糰附加<1>HP+62%","1","1","10401062","4"
"63","對飯糰附加<1>HP+63%","1","1","10401063","4"
"64","對飯糰附加<1>HP+64%","1","1","10401064","4"
"65","對飯糰附加<1>HP+65%","1","1","10401065","4"
"66","對飯糰附加<1>HP+66%","1","1","10401066","4"
"67","對飯糰附加<1>HP+67%","1","1","10401067","4"
"68","對飯糰附加<1>HP+68%","1","1","10401068","4"
"69","對飯糰附加<1>HP+69%","1","1","10401069","4"
"70","對飯糰附加<1>HP+70%","1","1","10401070","4"
"71","對飯糰附加<1>HP+71%","1","1","10401071","4"
"72","對飯糰附加<1>HP+72%","1","1","10401072","4"
"73","對飯糰附加<1>HP+73%","1","1","10401073","4"
"74","對飯糰附加<1>HP+74%","1","1","10401074","4"
"75","對飯糰附加<1>HP+75%","1","1","10401075","4"
"76","對飯糰附加<1>HP+76%","1","1","10401076","4"
"77","對飯糰附加<1>HP+77%","1","1","10401077","4"
"78","對飯糰附加<1>HP+78%","1","1","10401078","4"
"79","對飯糰附加<1>HP+79%","1","1","10401079","4"
"80","對飯糰附加<1>HP+80%","1","1","10401080","4"
"81","對飯糰附加<1>HP+81%","1","1","10401081","4"
"82","對飯糰附加<1>HP+82%","1","1","10401082","4"
"83","對飯糰附加<1>HP+83%","1","1","10401083","4"
"84","對飯糰附加<1>HP+84%","1","1","10401084","4"
"85","對飯糰附加<1>HP+85%","1","1","10401085","4"
"86","對飯糰附加<1>HP+86%","1","1","10401086","4"
"87","對飯糰附加<1>HP+87%","1","1","10401087","4"
"88","對飯糰附加<1>HP+88%","1","1","10401088","4"
"89","對飯糰附加<1>HP+89%","1","1","10401089","4"
"90","對飯糰附加<1>HP+90%","1","1","10401090","4"
"91","對飯糰附加<1>HP+91%","1","1","10401091","4"
"92","對飯糰附加<1>HP+92%","1","1","10401092","4"
"93","對飯糰附加<1>HP+93%","1","1","10401093","4"
"94","對飯糰附加<1>HP+94%","1","1","10401094","4"
"95","對飯糰附加<1>HP+95%","1","1","10401095","4"
"96","對飯糰附加<1>HP+96%","1","1","10401096","4"
"97","對飯糰附加<1>HP+97%","1","1","10401097","4"
"98","對飯糰附加<1>HP+98%","1","1","10401098","4"
"99","對飯糰附加<1>HP+99%","1","1","10401099","4"
"100","對飯糰附加<1>HP+100%","1","1","10401100","4"
"10","對沙威瑪附加<1>HP+10%","1","1","10501010","5"
"11","對沙威瑪附加<1>HP+11%","1","1","10501011","5"
"12","對沙威瑪附加<1>HP+12%","1","1","10501012","5"
"13","對沙威瑪附加<1>HP+13%","1","1","10501013","5"
"14","對沙威瑪附加<1>HP+14%","1","1","10501014","5"
"15","對沙威瑪附加<1>HP+15%","1","1","10501015","5"
"16","對沙威瑪附加<1>HP+16%","1","1","10501016","5"
"17","對沙威瑪附加<1>HP+17%","1","1","10501017","5"
"18","對沙威瑪附加<1>HP+18%","1","1","10501018","5"
"19","對沙威瑪附加<1>HP+19%","1","1","10501019","5"
"20","對沙威瑪附加<1>HP+20%","1","1","10501020","5"
"21","對沙威瑪附加<1>HP+21%","1","1","10501021","5"
"22","對沙威瑪附加<1>HP+22%","1","1","10501022","5"
"23","對沙威瑪附加<1>HP+23%","1","1","10501023","5"
"24","對沙威瑪附加<1>HP+24%","1","1","10501024","5"
"25","對沙威瑪附加<1>HP+25%","1","1","10501025","5"
"26","對沙威瑪附加<1>HP+26%","1","1","10501026","5"
"27","對沙威瑪附加<1>HP+27%","1","1","10501027","5"
"28","對沙威瑪附加<1>HP+28%","1","1","10501028","5"
"29","對沙威瑪附加<1>HP+29%","1","1","10501029","5"
"30","對沙威瑪附加<1>HP+30%","1","1","10501030","5"
"31","對沙威瑪附加<1>HP+31%","1","1","10501031","5"
"32","對沙威瑪附加<1>HP+32%","1","1","10501032","5"
"33","對沙威瑪附加<1>HP+33%","1","1","10501033","5"
"34","對沙威瑪附加<1>HP+34%","1","1","10501034","5"
"35","對沙威瑪附加<1>HP+35%","1","1","10501035","5"
"36","對沙威瑪附加<1>HP+36%","1","1","10501036","5"
"37","對沙威瑪附加<1>HP+37%","1","1","10501037","5"
"38","對沙威瑪附加<1>HP+38%","1","1","10501038","5"
"39","對沙威瑪附加<1>HP+39%","1","1","10501039","5"
"40","對沙威瑪附加<1>HP+40%","1","1","10501040","5"
"41","對沙威瑪附加<1>HP+41%","1","1","10501041","5"
"42","對沙威瑪附加<1>HP+42%","1","1","10501042","5"
"43","對沙威瑪附加<1>HP+43%","1","1","10501043","5"
"44","對沙威瑪附加<1>HP+44%","1","1","10501044","5"
"45","對沙威瑪附加<1>HP+45%","1","1","10501045","5"
"46","對沙威瑪附加<1>HP+46%","1","1","10501046","5"
"47","對沙威瑪附加<1>HP+47%","1","1","10501047","5"
"48","對沙威瑪附加<1>HP+48%","1","1","10501048","5"
"49","對沙威瑪附加<1>HP+49%","1","1","10501049","5"
"50","對沙威瑪附加<1>HP+50%","1","1","10501050","5"
"51","對沙威瑪附加<1>HP+51%","1","1","10501051","5"
"52","對沙威瑪附加<1>HP+52%","1","1","10501052","5"
"53","對沙威瑪附加<1>HP+53%","1","1","10501053","5"
"54","對沙威瑪附加<1>HP+54%","1","1","10501054","5"
"55","對沙威瑪附加<1>HP+55%","1","1","10501055","5"
"56","對沙威瑪附加<1>HP+56%","1","1","10501056","5"
"57","對沙威瑪附加<1>HP+57%","1","1","10501057","5"
"58","對沙威瑪附加<1>HP+58%","1","1","10501058","5"
"59","對沙威瑪附加<1>HP+59%","1","1","10501059","5"
"60","對沙威瑪附加<1>HP+60%","1","1","10501060","5"
"61","對沙威瑪附加<1>HP+61%","1","1","10501061","5"
"62","對沙威瑪附加<1>HP+62%","1","1","10501062","5"
"63","對沙威瑪附加<1>HP+63%","1","1","10501063","5"
"64","對沙威瑪附加<1>HP+64%","1","1","10501064","5"
"65","對沙威瑪附加<1>HP+65%","1","1","10501065","5"
"66","對沙威瑪附加<1>HP+66%","1","1","10501066","5"
"67","對沙威瑪附加<1>HP+67%","1","1","10501067","5"
"68","對沙威瑪附加<1>HP+68%","1","1","10501068","5"
"69","對沙威瑪附加<1>HP+69%","1","1","10501069","5"
"70","對沙威瑪附加<1>HP+70%","1","1","10501070","5"
"71","對沙威瑪附加<1>HP+71%","1","1","10501071","5"
"72","對沙威瑪附加<1>HP+72%","1","1","10501072","5"
"73","對沙威瑪附加<1>HP+73%","1","1","10501073","5"
"74","對沙威瑪附加<1>HP+74%","1","1","10501074","5"
"75","對沙威瑪附加<1>HP+75%","1","1","10501075","5"
"76","對沙威瑪附加<1>HP+76%","1","1","10501076","5"
"77","對沙威瑪附加<1>HP+77%","1","1","10501077","5"
"78","對沙威瑪附加<1>HP+78%","1","1","10501078","5"
"79","對沙威瑪附加<1>HP+79%","1","1","10501079","5"
