964a2907e8345b2555f71307969b9d2370a0fc4eabced79d63ec7977c50a8453,a2e53506d6d07a6aaf3f5635f31768c09d8f37c532983fbbc910eed525cd795a,60563c2c941ee8736b3706ab3ba1dfa47b5a2383e8494fdf081b07abb0236fb2,614758004cfc4b3c987f89b4901396678992ffb6fc67baf56f2b58650773c039,56df11643e6aed42e9cfcd2a46906991e49ee23f0d44d0fa112aa2fd484374a3,dd463943497eb0f2e258269da91884688c03192b9bd76fd60cf00ff7290c7317,2b14015a0f290a5c2d6b47c9e4247d6ed9a679c5cab324bc66c1fc1135827901,6e39634e0419598b7f126b342fef8afcf3eab7f800b0a0fa0542dd9f0e4832d3,bd7e743782cb4cbb8409e907d4f7a415ac21aa6dcb47b8f10605cd7bbf8bd7e2,c36edb4c06250555aa219009dad064f40282bf674b1feb60cec08d29b9f0eda5,1ae97367b960f1b9773669aa088695029e8729993eaf8ecab2f914072a92bf0a,dca5de40aefd471e442793400e2c7200ddaf639140369d0808c9b8bbce4b8faa,d4d3c8eaf213858c0cdcca9b74554bd93ad241a02b5cd7b4d158f1cda67bca23,0ea29776e17aee15c8adad1f3db50c46650dbaf31a5d1ed4836926fd020562fb,78c9d6cb3c5a75836cf121e6412270099683b7aa1cf8c3c6344b92145892523e,5b1e8e2dc212bd6bc5720a6e3734d9cf993dbd8db79fb7b1772ba6789f10fd33,6953512fd3329f98c53d69dc30046fe091d95b590b0bc6d7261edceb977d72f7,2b4b9515fd6ab35480169213db1b1dbef585046494ffcc8823d9987855f232cd,01dd923d8974c29f60aa67171c2a36880577a2227a7a88d44d7816c161c2cf27,0f17cfdaed2afaaa13c257bc7f7d0388beaef5a90f72c7502201e67763a2c9b3,e57a05fc3fd896801446358f957c62191dfe25dfcd6b6c640499b3fed5684fed,b91df7253529783423f97aabbf1f27a76164a7f8c13ff5d204430c7017d7a6ed,999221158e02d09c65c5d22dad2007de6124c04ac85a6819484b8f9847b83d3e,8c7e695263401f0ae7fc4971814e19009155ab91fbfe103071b7754625e38c0d,cd5dce800ceec24c1d23d4ab643a230e3962c52a0ac6e195141473b9a1bdc751,567ac5197903286336e98e77288ab0284a634f34784e6ddb8df7af288b1d17bc,8c677bcad2d089d8f7e9e1fa9f2f17731aea524ed7d90bdb77e230b11f0d72f0,e30b828faef22c8e22b7ddb823fb2e615b2b8e69a005e0ae8ef30f6159d425d9,c020d051f724a145cedb3011aaa61c6164fd8de230c24d1a85139ca1f8ef2f90,a5628194717bdacd4b5d8fe1a5343fd415e25eeef96c123e0dbe78cb884f6554,393cec9574528709a68a1e9d6a67cb76ab7390fcbdad356d4e29b0342b49057a,1301548435086a864269f534e2d504edcb4a010486a8e1b94964aa8b49153607,5c18bf8a0b4ab2f8cc406cdb1ce054ada5ba9c95cb96d372c9de069592f8ce72,e004ec52299aaf8fc7357c33c6b638a05d4a81b2bed700e0371d23046d83902f,40e9eb65ef15e200758851940c6e342bea3462b21d0f60e0225e9160bcb1eb24,784f2fd45d17c99faaf742d8b8b41d79b6135d546fc4a3718623dc2ddd7d4408,f795a43fe2ae640487983265f227e3684fb4dd7bc9c9c3403ec9882bf1155e4d,9193f56d1d22b311cae571bb58a8cab02ff91993389f989435b7fae5cdfb99af,bfa0e252864fb6296373ac5f709ced819c0d4df3c69809bc20f19f70568424b0
"1","1.5","401040341","1004102","10070103","0.03","1004203","1004204","1004205","0","13","401040331","1","710071","1","1004101","10070102","401040321","1","100000","10070101","1","10070105","1.3","1004104","1","1001301","1.3","1004105","0","1004202","401040351","401040311","1004103","1007","10070104","1","1","1004201"
"-1","2","401040391","1004107","10070103","0.06","1004208","1004209","1004210","0","14","401040381","1","710071","1","1004106","10070102","401040371","2","100000","10070101","2","10070105","1.8","1004109","1","1001303","1.8","1004110","0","1004207","401040401","401040361","1004108","1007","10070104","1.3","1.3","1004206"
"1","1.5","401040441","1004102","10080103","0.03","1004203","1004204","1004205","0","15","401040431","1","710081","1","1004101","10080102","401040421","1","100000","10080101","1","10080105","1.3","1004104","1","1001301","1.3","1004105","0","1004202","401040451","401040411","1004103","1008","10080104","1","1","1004201"
"-1","2","401040491","1004107","10080103","0.06","1004208","1004209","1004210","0","16","401040481","1","710081","1","1004106","10080102","401040471","2","100000","10080101","2","10080105","1.8","1004109","1","1001303","1.8","1004110","0","1004207","401040501","401040461","1004108","1008","10080104","1.3","1.3","1004206"
"1","1.5","401040541","1004102","10090103","0.03","1004203","1004204","1004205","0","17","401040531","1","710091","1","1004101","10090102","401040521","1","100000","10090101","1","10090105","1.3","1004104","1","1001301","1.3","1004105","0","1004202","401040551","401040511","1004103","1009","10090104","1","1","1004201"
"5","2","401040591","1004107","10090103","0.06","1004208","1004209","1004210","0","18","401040581","1","710091","1","1004106","10090102","401040571","2","100000","10090101","2","10090105","1.8","1004109","1","1001303","1.8","1004110","0","1004207","401040601","401040561","1004108","1009","10090104","1.4","1.4","1004206"
"-1","3","401040641","1004102","10090103","0.06","1004203","1004204","1004205","0","19","401040631","1","710091","1","1004101","10090102","401040621","6","100000","10090101","2","10090105","2.5","1004104","1","1001303","2.5","1004105","0","1004202","401040651","401040611","1004103","1009","10090104","2","2","1004201"
"3","1.5","401011004","1004107","10100103","0.03","1004208","1004209","1004210","0","20","401011003","1","710101","1","1004106","10100102","401011002","1","100000","10100101","1","10100105","1.3","1004109","1","1001301","1.3","1004110","0","1004207","401011005","401011001","1004108","1010","10100104","1","1","1004206"
"10","2","401021004","1004102","10100103","0.06","1004203","1004204","1004205","0","21","401021003","1","710101","1","1004101","10100102","401021002","4","100000","10100101","2","10100105","1.8","1004104","1","1001303","1.8","1004105","0","1004202","401021005","401021001","1004103","1010","10100104","1.4","1.4","1004201"
"-1","3","401031004","1004107","10100103","0.06","1004208","1004209","1004210","0","22","401031003","1","710101","1","1004106","10100102","401031002","11","100000","10100101","2","10100105","2.5","1004109","1","1001303","2.5","1004110","0","1004207","401031005","401031001","1004108","1010","10100104","2","2","1004206"
"1","1.5","401040691","1004102","10110103","0.03","1004203","1004204","1004205","0","23","401040681","2","710111","1","1004101","10110102","401040671","1","100000","10110101","1","10110105","1.3","1004104","1","1001301","1.3","1004105","0","1004202","401040701","401040661","1004103","1011","10110104","1","1","1004201"
"3","1.5","401040691","1004107","10110103","0.03","1004208","1004209","1004210","0","24","401040681","2","710111","1","1004106","10110102","401040671","2","100000","10110101","1","10110105","1.3","1004109","1","1001303","1.3","1004110","0","1004207","401040701","401040661","1004108","1011","10110104","1","1","1004206"
"10","2","401040741","1004102","10110103","0.06","1004203","1004204","1004205","0","25","401040731","5","710111","2","1004101","10110102","401040721","4","100000","10110101","2","10110105","1.8","1004104","1","1001303","1.8","1004105","0","1004202","401040751","401040711","1004103","1011","10110104","1.4","1.4","1004201"
"-1","3","401040791","1004107","10110103","0.06","1004208","1004209","1004210","0","26","401040781","12","710111","3","1004106","10110102","401040771","11","100000","10110101","2","10110105","2.5","1004109","1","1001303","2.5","1004110","0","1004207","401040801","401040761","1004108","1011","10110104","2","2","1004206"
"1","1.5","401040841","1004102","10120103","0.03","1004203","1004204","1004205","0","27","401040831","2","710121","1","1004101","10120102","401040821","1","100000","10120101","1","10120105","1.3","1004104","1","1001301","1.3","1004105","0","1004202","401040851","401040811","1004103","1012","10120104","1","1","1004201"
"3","1.5","401040841","1004107","10120103","0.03","1004208","1004209","1004210","0","28","401040831","2","710121","1","1004106","10120102","401040821","2","100000","10120101","1","10120105","1.3","1004109","1","1001303","1.3","1004110","0","1004207","401040851","401040811","1004108","1012","10120104","1","1","1004206"
"10","2","401040891","1004102","10120103","0.06","1004203","1004204","1004205","0","29","401040881","5","710121","2","1004101","10120102","401040871","4","100000","10120101","2","10120105","1.8","1004104","1","1001303","1.8","1004105","0","1004202","401040901","401040861","1004103","1012","10120104","1.4","1.4","1004201"
"-1","3","401040941","1004107","10120103","0.06","1004208","1004209","1004210","0","30","401040931","12","710121","3","1004106","10120102","401040921","11","100000","10120101","2","10120105","2.5","1004109","1","1001303","2.5","1004110","0","1004207","401040951","401040911","1004108","1012","10120104","2","2","1004206"
"1","1.5","401040991","1004102","10130103","0.03","1004203","1004204","1004205","0","31","401040981","2","710011","1","1004101","10130102","401040971","1","100000","10130101","1","10130105","1.3","1004104","1","1001301","1.3","1004105","0","1004202","401041001","401040961","1004103","1013","10130104","1","1","1004201"
"3","1.5","401040991","1004107","10130103","0.03","1004208","1004209","1004210","0","32","401040981","2","710011","1","1004106","10130102","401040971","2","100000","10130101","1","10130105","1.3","1004109","1","1001303","1.3","1004110","0","1004207","401041001","401040961","1004108","1013","10130104","1","1","1004206"
"10","2","401041041","1004102","10130103","0.06","1004203","1004204","1004205","0","33","401041031","5","710011","2","1004101","10130102","401041021","4","100000","10130101","2","10130105","1.8","1004104","1","1001303","1.8","1004105","0","1004202","401041051","401041011","1004103","1013","10130104","1.4","1.4","1004201"
"-1","3","401041091","1004107","10130103","0.06","1004208","1004209","1004210","0","34","401041081","12","710011","3","1004106","10130102","401041071","11","100000","10130101","2","10130105","2.5","1004109","1","1001303","2.5","1004110","0","1004207","401041101","401041061","1004108","1013","10130104","2","2","1004206"
"1","1.5","401041141","1004102","10140103","0.03","1004203","1004204","1004205","0","35","401041131","2","710021","1","1004101","10140102","401041121","1","100000","10140101","1","10140105","1.3","1004104","1","1001301","1.3","1004105","0","1004202","401041151","401041111","1004103","1014","10140104","1","1","1004201"
"3","1.5","401041141","1004107","10140103","0.03","1004208","1004209","1004210","0","36","401041131","2","710021","1","1004106","10140102","401041121","2","100000","10140101","1","10140105","1.3","1004109","1","1001303","1.3","1004110","0","1004207","401041151","401041111","1004108","1014","10140104","1","1","1004206"
"10","2","401041191","1004102","10140103","0.06","1004203","1004204","1004205","0","37","401041181","5","710021","2","1004101","10140102","401041171","4","100000","10140101","2","10140105","1.8","1004104","1","1001303","1.8","1004105","0","1004202","401041201","401041161","1004103","1014","10140104","1.4","1.4","1004201"
"-1","3","401041241","1004107","10140103","0.06","1004208","1004209","1004210","0","38","401041231","12","710021","3","1004106","10140102","401041221","11","100000","10140101","2","10140105","2.5","1004109","1","1001303","2.5","1004110","0","1004207","401041251","401041211","1004108","1014","10140104","2","2","1004206"
"1","1.5","401041291","1004102","10150103","0.03","1004203","1004204","1004205","0","39","401041281","2","710031","1","1004101","10150102","401041271","1","100000","10150101","1","10150105","1.3","1004104","1","1001301","1.3","1004105","0","1004202","401041301","401041261","1004103","1015","10150104","1","1","1004201"
"3","1.5","401041291","1004107","10150103","0.03","1004208","1004209","1004210","0","40","401041281","2","710031","1","1004106","10150102","401041271","2","100000","10150101","1","10150105","1.3","1004109","1","1001303","1.3","1004110","0","1004207","401041301","401041261","1004108","1015","10150104","1","1","1004206"
"10","2","401041341","1004102","10150103","0.06","1004203","1004204","1004205","0","41","401041331","5","710031","2","1004101","10150102","401041321","4","100000","10150101","2","10150105","1.8","1004104","1","1001303","1.8","1004105","0","1004202","401041351","401041311","1004103","1015","10150104","1.4","1.4","1004201"
"-1","3","401041391","1004107","10150103","0.06","1004208","1004209","1004210","0","42","401041381","12","710031","3","1004106","10150102","401041371","11","100000","10150101","2","10150105","2.5","1004109","1","1001303","2.5","1004110","0","1004207","401041401","401041361","1004108","1015","10150104","2","2","1004206"
"1","1.5","401041441","1004102","10160103","0.03","1004203","1004204","1004205","0","43","401041431","2","710041","1","1004101","10160102","401041421","1","100000","10160101","1","10160105","1.3","1004104","1","1001301","1.3","1004105","0","1004202","401041451","401041411","1004103","1016","10160104","1","1","1004201"
"3","1.5","401041441","1004107","10160103","0.03","1004208","1004209","1004210","0","44","401041431","2","710041","1","1004106","10160102","401041421","2","100000","10160101","1","10160105","1.3","1004109","1","1001303","1.3","1004110","0","1004207","401041451","401041411","1004108","1016","10160104","1","1","1004206"
"10","2","401041491","1004107","10160103","0.06","1004208","1004209","1004210","0","45","401041481","5","710041","2","1004106","10160102","401041471","4","100000","10160101","2","10160105","1.8","1004109","1","1001303","1.8","1004110","0","1004207","401041501","401041461","1004108","1016","10160104","1.4","1.4","1004206"
"-1","3","401041541","1004107","10160103","0.06","1004208","1004209","1004210","0","46","401041531","12","710041","3","1004106","10160102","401041521","11","100000","10160101","2","10160105","2.5","1004109","1","1001303","2.5","1004110","0","1004207","401041551","401041511","1004108","1016","10160104","2","2","1004206"
"1","1.5","401041741","1004102","10170103","0.03","1004203","1004204","1004205","0","47","401041731","2","710051","1","1004101","10170102","401041721","1","100000","10170101","1","10170105","1.3","1004104","1","1001301","1.3","1004105","0","1004202","401041751","401041711","1004103","1017","10170104","1","1","1004201"
"3","1.5","401041741","1004107","10170103","0.03","1004208","1004209","1004210","0","48","401041731","2","710051","1","1004106","10170102","401041721","2","100000","10170101","1","10170105","1.3","1004109","1","1001303","1.3","1004110","0","1004207","401041751","401041711","1004108","1017","10170104","1","1","1004206"
"10","2","401041791","1004107","10170103","0.06","1004208","1004209","1004210","0","49","401041781","5","710051","2","1004106","10170102","401041771","4","100000","10170101","2","10170105","1.8","1004109","1","1001303","1.8","1004110","0","1004207","401041801","401041761","1004108","1017","10170104","1.4","1.4","1004206"
"-1","3","401041841","1004107","10170103","0.06","1004208","1004209","1004210","0","50","401041831","12","710051","3","1004106","10170102","401041821","11","100000","10170101","2","10170105","2.5","1004109","1","1001303","2.5","1004110","0","1004207","401041851","401041811","1004108","1017","10170104","2","2","1004206"
"1","1.5","401041891","1004102","10180103","0.03","1004203","1004204","1004205","0","51","401041881","2","710061","1","1004101","10180102","401041871","1","100000","10180101","1","10180105","1.3","1004104","1","1001301","1.3","1004105","0","1004202","401041901","401041861","1004103","1018","10180104","1","1","1004201"
"3","1.5","401041891","1004107","10180103","0.03","1004208","1004209","1004210","0","52","401041881","2","710061","1","1004106","10180102","401041871","2","100000","10180101","1","10180105","1.3","1004109","1","1001303","1.3","1004110","0","1004207","401041901","401041861","1004108","1018","10180104","1","1","1004206"
"10","2","401041941","1004107","10180103","0.06","1004208","1004209","1004210","0","53","401041931","5","710061","2","1004106","10180102","401041921","4","100000","10180101","2","10180105","1.8","1004109","1","1001303","1.8","1004110","0","1004207","401041951","401041911","1004108","1018","10180104","1.4","1.4","1004206"
"-1","3","401041991","1004107","10180103","0.06","1004208","1004209","1004210","0","54","401041981","12","710061","3","1004106","10180102","401041971","11","100000","10180101","2","10180105","2.5","1004109","1","1001303","2.5","1004110","0","1004207","401042001","401041961","1004108","1018","10180104","2","2","1004206"
"1","1.5","401042191","1004102","10190103","0.03","1004203","1004204","1004205","0","55","401042181","2","710071","1","1004101","10190102","401042171","1","1000000","10190101","1","10190105","1.3","1004104","1","1001301","1.3","1004105","0","1004202","401042201","401042161","1004103","1019","10190104","1","1","1004201"
"3","1.5","401042191","1004107","10190103","0.03","1004208","1004209","1004210","0","56","401042181","2","710071","1","1004106","10190102","401042171","2","1000000","10190101","1","10190105","1.3","1004109","1","1001303","1.3","1004110","0","1004207","401042201","401042161","1004108","1019","10190104","1","1","1004206"
"10","2","401042241","1004107","10190103","0.06","1004208","1004209","1004210","0","57","401042231","5","710071","2","1004106","10190102","401042221","4","1000000","10190101","2","10190105","1.8","1004109","1","1001303","1.8","1004110","0","1004207","401042251","401042211","1004108","1019","10190104","1.4","1.4","1004206"
"-1","3","401042291","1004107","10190103","0.06","1004208","1004209","1004210","0","58","401042281","12","710071","3","1004106","10190102","401042271","11","1000000","10190101","2","10190105","2.5","1004109","1","1001303","2.5","1004110","0","1004207","401042301","401042261","1004108","1019","10190104","2","2","1004206"
"1","1.5","401042491","1004102","10200103","0.03","1004203","1004204","1004205","0","59","401042481","2","710081","1","1004101","10200102","401042471","1","1000000","10200101","1","10200105","1.3","1004104","1","1001301","1.3","1004105","0","1004202","401042501","401042461","1004103","1020","10200104","1","1","1004201"
"3","1.5","401042491","1004107","10200103","0.03","1004208","1004209","1004210","0","60","401042481","2","710081","1","1004106","10200102","401042471","2","1000000","10200101","1","10200105","1.3","1004109","1","1001303","1.3","1004110","0","1004207","401042501","401042461","1004108","1020","10200104","1","1","1004206"
"10","2","401042541","1004107","10200103","0.06","1004208","1004209","1004210","0","61","401042531","5","710081","2","1004106","10200102","401042521","4","1000000","10200101","2","10200105","1.8","1004109","1","1001303","1.8","1004110","0","1004207","401042551","401042511","1004108","1020","10200104","1.4","1.4","1004206"
"-1","3","401042591","1004107","10200103","0.06","1004208","1004209","1004210","0","62","401042581","12","710081","3","1004106","10200102","401042571","11","1000000","10200101","2","10200105","2.5","1004109","1","1001303","2.5","1004110","0","1004207","401042601","401042561","1004108","1020","10200104","2","2","1004206"
"1","1.5","401042791","1004102","10210103","0.03","1004203","1004204","1004205","0","63","401042781","2","710091","1","1004101","10210102","401042771","1","1000000","10210101","1","10210105","1.3","1004104","1","1001301","1.4","1004105","0","1004202","401042801","401042761","1004103","1021","10210104","1.2","1.2","1004201"
"3","1.5","401042791","1004107","10210103","0.03","1004208","1004209","1004210","0","64","401042781","2","710091","1","1004106","10210102","401042771","2","1000000","10210101","1","10210105","1.3","1004109","1","1001303","1.4","1004110","0","1004207","401042801","401042761","1004108","1021","10210104","1.2","1.2","1004206"
"10","2","401042841","1004107","10210103","0.06","1004208","1004209","1004210","0","65","401042831","5","710091","2","1004106","10210102","401042821","4","1000000","10210101","2","10210105","1.8","1004109","1","1001303","1.9","1004110","0","1004207","401042851","401042811","1004108","1021","10210104","1.6","1.6","1004206"
"-1","2.6","401042891","1004107","10210103","0.06","1004208","1004209","1004210","0","66","401042881","12","710091","3","1004106","10210102","401042871","11","1000000","10210101","2","10210105","2.4","1004109","1","1001303","2.4","1004110","0","1004207","401042901","401042861","1004108","1021","10210104","2","2","1004206"
"1","1.5","401043141","1004102","10220103","0.03","1004203","1004204","1004205","0","67","401043131","2","710101","1","1004101","10220102","401043121","1","1000000","10220101","1","10220105","1.3","1004104","1","1001301","1.4","1004105","0","1004202","401043151","401043111","1004103","1022","10220104","1.2","1.2","1004201"
"3","1.5","401043141","1004107","10220103","0.03","1004208","1004209","1004210","0","68","401043131","2","710101","1","1004106","10220102","401043121","2","1000000","10220101","1","10220105","1.3","1004109","1","1001303","1.4","1004110","0","1004207","401043151","401043111","1004108","1022","10220104","1.2","1.2","1004206"
"10","2","401043191","1004107","10220103","0.06","1004208","1004209","1004210","0","69","401043181","5","710101","2","1004106","10220102","401043171","4","1000000","10220101","2","10220105","1.8","1004109","1","1001303","1.9","1004110","0","1004207","401043201","401043161","1004108","1022","10220104","1.6","1.6","1004206"
"-1","2.6","401043241","1004107","10220103","0.06","1004208","1004209","1004210","0","70","401043231","12","710101","3","1004106","10220102","401043221","11","1000000","10220101","2","10220105","2.4","1004109","1","1001303","2.4","1004110","0","1004207","401043251","401043211","1004108","1022","10220104","2","2","1004206"
"1","1.5","401043491","1004102","10230103","0.03","1004203","1004204","1004205","0","71","401043481","2","710111","1","1004101","10230102","401043471","1","1000000","10230101","1","10230105","1.3","1004104","1","1001301","1.4","1004105","0","1004202","401043501","401043461","1004103","1023","10230104","1.2","1.2","1004201"
"3","1.5","401043491","1004107","10230103","0.03","1004208","1004209","1004210","0","72","401043481","2","710111","1","1004106","10230102","401043471","2","1000000","10230101","1","10230105","1.3","1004109","1","1001303","1.4","1004110","0","1004207","401043501","401043461","1004108","1023","10230104","1.2","1.2","1004206"
"10","2","401043541","1004107","10230103","0.06","1004208","1004209","1004210","0","73","401043531","5","710111","2","1004106","10230102","401043521","4","1000000","10230101","2","10230105","1.8","1004109","1","1001303","1.9","1004110","0","1004207","401043551","401043511","1004108","1023","10230104","1.6","1.6","1004206"
"-1","2.6","401043591","1004107","10230103","0.06","1004208","1004209","1004210","0","74","401043581","12","710111","3","1004106","10230102","401043571","11","1000000","10230101","2","10230105","2.4","1004109","1","1001303","2.4","1004110","0","1004207","401043601","401043561","1004108","1023","10230104","2","2","1004206"
"1","1.5","401043791","1004102","10240103","0.03","1004203","1004204","1004205","0","75","401043781","1","710121","1","1004101","10240102","401043771","1","1000000","10240101","1","10240105","1.3","1004104","1","1001301","1.4","1004105","0","1004202","401043801","401043761","1004103","1024","10240104","1.2","1.2","1004201"
"3","1.5","401043791","1004107","10240103","0.03","1004208","1004209","1004210","0","76","401043781","1","710121","1","1004106","10240102","401043771","2","1000000","10240101","1","10240105","1.3","1004109","1","1001303","1.4","1004110","0","1004207","401043801","401043761","1004108","1024","10240104","1.2","1.2","1004206"
"10","2","401043841","1004107","10240103","0.06","1004208","1004209","1004210","0","77","401043831","4","710121","2","1004106","10240102","401043821","4","1000000","10240101","2","10240105","1.8","1004109","1","1001303","1.9","1004110","0","1004207","401043851","401043811","1004108","1024","10240104","1.6","1.6","1004206"
"34","2.6","401043891","1004107","10240103","0.06","1004208","1004209","1004210","0","78","401043881","11","710121","3","1004106","10240102","401043871","11","1000000","10240101","2","10240105","2.4","1004109","1","1001303","2.4","1004110","0","1004207","401043901","401043861","1004108","1024","10240104","2","2","1004206"
"-1","4","401043941","1004107","10240103","0.06","1004208","1004209","1004210","0","79","401043931","35","710121","4","1004106","10240102","401043921","35","1000000","10240101","2","10240105","3.7","1004109","1","1001303","3.8","1004110","0","1004207","401043951","401043911","1004108","1024","10240104","3.5","3.5","1004206"
