e0df6fadbaccae635c09da7232354c9dca69ff10b00ab18d785ba52ed5690385,cf8003f38bc81e1a8c851e7240d052fca24b69e5a209e0c19b8d49d6c4c5a823,a8314e903a712eb8a391eab5a3d7379760c58e896fcb09a47653e6efe403b61f,6e9f4cfc02b75da8584e7eece0f81859a5276ce61a8813a7e610499d70646177,567495a40fdeb3e4f465d55d8964dccc196460d72cb891c1ad95ad3bda81050e,c6ae868eaeceab8df3f51510bf05aa409538a9976a761d87d241a53f1c6607d2,f7e30a6aa30d144f0633c66da06382e7c88f4143ecdfc97c7d7914a635f7ba54,0e6619260c474cf5ee89823e71b6134c3d23a8b8ba74af03dffb6e84e3d3c5e3,42e4dc7b8067ba4c3cf57da11d91780912cc67f2356db891ddc08974400b8572,3c1e57aeabb17ccf4c7df67677b17498487e7f5ece84e648d4c607a0e261dd8e,c459f8a802d520685c21d2b047d88263c538546073f8ae8c29429370876470ec,c611a3f6c131ae3e00ee80baea12ca8aa12bc752ed363a82a5dd3741e0db5fe7,aca1d5471d05125f6a1d839bdf1d9db82c80184b93705cfbe5fa7ba1d4cad180,6eb847b2523cf8561a11928baba5b226bfffbb5c8768cc84c3a01cd49dd6c1d3,a149cedc54a04b156a5f8000a201f4948f6740ddc84f090bbde36c0e0616cf5f,5ad622ae064fc1d351bcfded080c4aaf975b47414b0a1a36fc927c099ef0fec9,c51ff0e4a9ded568cea1e95c7582a47227da40ad74fa5d6af0a1ba3edcf15c75,9c6fcdc9509ae52c22803a5b954bda2a1825df0c9b789e1cdac1877a6eab76d9,1e8ca3a646394c77c2924e31938df067f3315a7161803dd2098de93d269a1f6d,1cf987bb865605e41f2eb761b9fe4833e424970b8ade86c9ca8d8edc7686216d,d239eeb9a413e30c75c6ca88dbb62b7cda17d8f3ff7f33ac8b11139b13ef7bb3,9839d7b3914c87cc1bfc2fe48f919e352a579e1194ff638265860d675405972a,d69638161b2ef137b0c2063a5b130a11d3e46f39d2d44b5ef2ca7e8b76065f1c,7af32bce69885f702e87ac8ed9952675343afb20a3254aa839f58f2b5134ca42,bdfe40a38f67d7190d6ec3cd6aa872ac05759a88f1a170f1e67e30c4dc2d69ef,298bc0e2542a5f018d4d2895f16e04d02299236485906dbe03c1ff4896059e25,2703f40f5d3cb08cc83281c25aa9b2eb4a466ee8a2c200bcf69e5baf95ac0fbc,fc3d36554b4cfeb03ad780effbd1f462fe78d9f1777312a0c5311e876194934c,e8b24522f8cb23349360bbc4f38b7dc93e624392ae0a8f75afed246a6a052480,177e4ca1be0bf3715ab9c6b4d0dbe5bcd5d8eac205b75e676e17e3c8a2fc020c,090f53f996e5d23979e5b6741a11277b691650ec60e6027611c83b773fb9f2d3,46008659acbc6a005b0630af24d9aa2c5dce68a2d434e2eb89cb8f409143f9ab,66628f653bb315ef2d96665ac38f8ed024f92e1534f5f8db4304bdfe88190dd8,e1b5a1f56617da1c3b6023887bb4bfbe73262b1aabdb02aa3133e39308760a40,13ffc2b3457ba4c2c8b33a04df69570382fbcd1ba9cbc8c4a7b5d33676d88328,1f7e8637cddacef31041ba27abe9556f0194601d6719dc5d25f0622cbc02cc92,c1a1607418fb23e77c277e0e57619a39764acdc69675b8ed7ecac6af48b2b263,fd6df5a6e361f38b5922e92152bfaa8c0c51ed636117ac3ff0bf123c90c48f4f,8fb15a4ccbef079b7b9ccfa92bca24b853e04b88cf0104df576b58bf4c45fab5
"1004101","13","10070105","1004202","10070104","1004105","0.03","401040321","710071","401040331","10070103","1004104","1","401040341","1.3","0","1004201","10070101","1","1004102","1","1","1","1004203","1007","1004103","401040351","1","1","1","401040311","100000","1004205","1.3","1001301","1.5","0","10070102","1004204"
"1004106","14","10070105","1004207","10070104","1004110","0.06","401040371","710071","401040381","10070103","1004109","-1","401040391","1.8","0","1004206","10070101","1.3","1004107","2","1","2","1004208","1007","1004108","401040401","1","1.3","1","401040361","100000","1004210","1.8","1001303","2","0","10070102","1004209"
"1004101","15","10080105","1004202","10080104","1004105","0.03","401040421","710081","401040431","10080103","1004104","1","401040441","1.3","0","1004201","10080101","1","1004102","1","1","1","1004203","1008","1004103","401040451","1","1","1","401040411","100000","1004205","1.3","1001301","1.5","0","10080102","1004204"
"1004106","16","10080105","1004207","10080104","1004110","0.06","401040471","710081","401040481","10080103","1004109","-1","401040491","1.8","0","1004206","10080101","1.3","1004107","2","1","2","1004208","1008","1004108","401040501","1","1.3","1","401040461","100000","1004210","1.8","1001303","2","0","10080102","1004209"
"1004101","17","10090105","1004202","10090104","1004105","0.03","401040521","710091","401040531","10090103","1004104","1","401040541","1.3","0","1004201","10090101","1","1004102","1","1","1","1004203","1009","1004103","401040551","1","1","1","401040511","100000","1004205","1.3","1001301","1.5","0","10090102","1004204"
"1004106","18","10090105","1004207","10090104","1004110","0.06","401040571","710091","401040581","10090103","1004109","5","401040591","1.8","0","1004206","10090101","1.4","1004107","2","1","2","1004208","1009","1004108","401040601","1","1.4","1","401040561","100000","1004210","1.8","1001303","2","0","10090102","1004209"
"1004101","19","10090105","1004202","10090104","1004105","0.06","401040621","710091","401040631","10090103","1004104","-1","401040641","2.5","0","1004201","10090101","2","1004102","6","1","2","1004203","1009","1004103","401040651","1","2","1","401040611","100000","1004205","2.5","1001303","3","0","10090102","1004204"
"1004106","20","10100105","1004207","10100104","1004110","0.03","401011002","710101","401011003","10100103","1004109","3","401011004","1.3","0","1004206","10100101","1","1004107","1","1","1","1004208","1010","1004108","401011005","1","1","1","401011001","100000","1004210","1.3","1001301","1.5","0","10100102","1004209"
"1004101","21","10100105","1004202","10100104","1004105","0.06","401021002","710101","401021003","10100103","1004104","10","401021004","1.8","0","1004201","10100101","1.4","1004102","4","1","2","1004203","1010","1004103","401021005","1","1.4","1","401021001","100000","1004205","1.8","1001303","2","0","10100102","1004204"
"1004106","22","10100105","1004207","10100104","1004110","0.06","401031002","710101","401031003","10100103","1004109","-1","401031004","2.5","0","1004206","10100101","2","1004107","11","1","2","1004208","1010","1004108","401031005","1","2","1","401031001","100000","1004210","2.5","1001303","3","0","10100102","1004209"
"1004101","23","10110105","1004202","10110104","1004105","0.03","401040671","710111","401040681","10110103","1004104","1","401040691","1.3","0","1004201","10110101","1","1004102","1","2","1","1004203","1011","1004103","401040701","1","1","1","401040661","100000","1004205","1.3","1001301","1.5","0","10110102","1004204"
"1004106","24","10110105","1004207","10110104","1004110","0.03","401040671","710111","401040681","10110103","1004109","3","401040691","1.3","0","1004206","10110101","1","1004107","2","2","1","1004208","1011","1004108","401040701","1","1","1","401040661","100000","1004210","1.3","1001303","1.5","0","10110102","1004209"
"1004101","25","10110105","1004202","10110104","1004105","0.06","401040721","710111","401040731","10110103","1004104","10","401040741","1.8","0","1004201","10110101","1.4","1004102","4","5","2","1004203","1011","1004103","401040751","1","1.4","2","401040711","100000","1004205","1.8","1001303","2","0","10110102","1004204"
"1004106","26","10110105","1004207","10110104","1004110","0.06","401040771","710111","401040781","10110103","1004109","-1","401040791","2.5","0","1004206","10110101","2","1004107","11","12","2","1004208","1011","1004108","401040801","1","2","3","401040761","100000","1004210","2.5","1001303","3","0","10110102","1004209"
"1004101","27","10120105","1004202","10120104","1004105","0.03","401040821","710121","401040831","10120103","1004104","1","401040841","1.3","0","1004201","10120101","1","1004102","1","2","1","1004203","1012","1004103","401040851","1","1","1","401040811","100000","1004205","1.3","1001301","1.5","0","10120102","1004204"
"1004106","28","10120105","1004207","10120104","1004110","0.03","401040821","710121","401040831","10120103","1004109","3","401040841","1.3","0","1004206","10120101","1","1004107","2","2","1","1004208","1012","1004108","401040851","1","1","1","401040811","100000","1004210","1.3","1001303","1.5","0","10120102","1004209"
"1004101","29","10120105","1004202","10120104","1004105","0.06","401040871","710121","401040881","10120103","1004104","10","401040891","1.8","0","1004201","10120101","1.4","1004102","4","5","2","1004203","1012","1004103","401040901","1","1.4","2","401040861","100000","1004205","1.8","1001303","2","0","10120102","1004204"
"1004106","30","10120105","1004207","10120104","1004110","0.06","401040921","710121","401040931","10120103","1004109","-1","401040941","2.5","0","1004206","10120101","2","1004107","11","12","2","1004208","1012","1004108","401040951","1","2","3","401040911","100000","1004210","2.5","1001303","3","0","10120102","1004209"
"1004101","31","10130105","1004202","10130104","1004105","0.03","401040971","710011","401040981","10130103","1004104","1","401040991","1.3","0","1004201","10130101","1","1004102","1","2","1","1004203","1013","1004103","401041001","1","1","1","401040961","100000","1004205","1.3","1001301","1.5","0","10130102","1004204"
"1004106","32","10130105","1004207","10130104","1004110","0.03","401040971","710011","401040981","10130103","1004109","3","401040991","1.3","0","1004206","10130101","1","1004107","2","2","1","1004208","1013","1004108","401041001","1","1","1","401040961","100000","1004210","1.3","1001303","1.5","0","10130102","1004209"
"1004101","33","10130105","1004202","10130104","1004105","0.06","401041021","710011","401041031","10130103","1004104","10","401041041","1.8","0","1004201","10130101","1.4","1004102","4","5","2","1004203","1013","1004103","401041051","1","1.4","2","401041011","100000","1004205","1.8","1001303","2","0","10130102","1004204"
"1004106","34","10130105","1004207","10130104","1004110","0.06","401041071","710011","401041081","10130103","1004109","-1","401041091","2.5","0","1004206","10130101","2","1004107","11","12","2","1004208","1013","1004108","401041101","1","2","3","401041061","100000","1004210","2.5","1001303","3","0","10130102","1004209"
"1004101","35","10140105","1004202","10140104","1004105","0.03","401041121","710021","401041131","10140103","1004104","1","401041141","1.3","0","1004201","10140101","1","1004102","1","2","1","1004203","1014","1004103","401041151","1","1","1","401041111","100000","1004205","1.3","1001301","1.5","0","10140102","1004204"
"1004106","36","10140105","1004207","10140104","1004110","0.03","401041121","710021","401041131","10140103","1004109","3","401041141","1.3","0","1004206","10140101","1","1004107","2","2","1","1004208","1014","1004108","401041151","1","1","1","401041111","100000","1004210","1.3","1001303","1.5","0","10140102","1004209"
"1004101","37","10140105","1004202","10140104","1004105","0.06","401041171","710021","401041181","10140103","1004104","10","401041191","1.8","0","1004201","10140101","1.4","1004102","4","5","2","1004203","1014","1004103","401041201","1","1.4","2","401041161","100000","1004205","1.8","1001303","2","0","10140102","1004204"
"1004106","38","10140105","1004207","10140104","1004110","0.06","401041221","710021","401041231","10140103","1004109","-1","401041241","2.5","0","1004206","10140101","2","1004107","11","12","2","1004208","1014","1004108","401041251","1","2","3","401041211","100000","1004210","2.5","1001303","3","0","10140102","1004209"
"1004101","39","10150105","1004202","10150104","1004105","0.03","401041271","710031","401041281","10150103","1004104","1","401041291","1.3","0","1004201","10150101","1","1004102","1","2","1","1004203","1015","1004103","401041301","1","1","1","401041261","100000","1004205","1.3","1001301","1.5","0","10150102","1004204"
"1004106","40","10150105","1004207","10150104","1004110","0.03","401041271","710031","401041281","10150103","1004109","3","401041291","1.3","0","1004206","10150101","1","1004107","2","2","1","1004208","1015","1004108","401041301","1","1","1","401041261","100000","1004210","1.3","1001303","1.5","0","10150102","1004209"
"1004101","41","10150105","1004202","10150104","1004105","0.06","401041321","710031","401041331","10150103","1004104","10","401041341","1.8","0","1004201","10150101","1.4","1004102","4","5","2","1004203","1015","1004103","401041351","1","1.4","2","401041311","100000","1004205","1.8","1001303","2","0","10150102","1004204"
"1004106","42","10150105","1004207","10150104","1004110","0.06","401041371","710031","401041381","10150103","1004109","-1","401041391","2.5","0","1004206","10150101","2","1004107","11","12","2","1004208","1015","1004108","401041401","1","2","3","401041361","100000","1004210","2.5","1001303","3","0","10150102","1004209"
"1004101","43","10160105","1004202","10160104","1004105","0.03","401041421","710041","401041431","10160103","1004104","1","401041441","1.3","0","1004201","10160101","1","1004102","1","2","1","1004203","1016","1004103","401041451","1","1","1","401041411","100000","1004205","1.3","1001301","1.5","0","10160102","1004204"
"1004106","44","10160105","1004207","10160104","1004110","0.03","401041421","710041","401041431","10160103","1004109","3","401041441","1.3","0","1004206","10160101","1","1004107","2","2","1","1004208","1016","1004108","401041451","1","1","1","401041411","100000","1004210","1.3","1001303","1.5","0","10160102","1004209"
"1004106","45","10160105","1004207","10160104","1004110","0.06","401041471","710041","401041481","10160103","1004109","10","401041491","1.8","0","1004206","10160101","1.4","1004107","4","5","2","1004208","1016","1004108","401041501","1","1.4","2","401041461","100000","1004210","1.8","1001303","2","0","10160102","1004209"
"1004106","46","10160105","1004207","10160104","1004110","0.06","401041521","710041","401041531","10160103","1004109","-1","401041541","2.5","0","1004206","10160101","2","1004107","11","12","2","1004208","1016","1004108","401041551","1","2","3","401041511","100000","1004210","2.5","1001303","3","0","10160102","1004209"
"1004101","47","10170105","1004202","10170104","1004105","0.03","401041721","710051","401041731","10170103","1004104","1","401041741","1.3","0","1004201","10170101","1","1004102","1","2","1","1004203","1017","1004103","401041751","1","1","1","401041711","100000","1004205","1.3","1001301","1.5","0","10170102","1004204"
"1004106","48","10170105","1004207","10170104","1004110","0.03","401041721","710051","401041731","10170103","1004109","3","401041741","1.3","0","1004206","10170101","1","1004107","2","2","1","1004208","1017","1004108","401041751","1","1","1","401041711","100000","1004210","1.3","1001303","1.5","0","10170102","1004209"
"1004106","49","10170105","1004207","10170104","1004110","0.06","401041771","710051","401041781","10170103","1004109","10","401041791","1.8","0","1004206","10170101","1.4","1004107","4","5","2","1004208","1017","1004108","401041801","1","1.4","2","401041761","100000","1004210","1.8","1001303","2","0","10170102","1004209"
"1004106","50","10170105","1004207","10170104","1004110","0.06","401041821","710051","401041831","10170103","1004109","-1","401041841","2.5","0","1004206","10170101","2","1004107","11","12","2","1004208","1017","1004108","401041851","1","2","3","401041811","100000","1004210","2.5","1001303","3","0","10170102","1004209"
"1004101","51","10180105","1004202","10180104","1004105","0.03","401041871","710061","401041881","10180103","1004104","1","401041891","1.3","0","1004201","10180101","1","1004102","1","2","1","1004203","1018","1004103","401041901","1","1","1","401041861","100000","1004205","1.3","1001301","1.5","0","10180102","1004204"
"1004106","52","10180105","1004207","10180104","1004110","0.03","401041871","710061","401041881","10180103","1004109","3","401041891","1.3","0","1004206","10180101","1","1004107","2","2","1","1004208","1018","1004108","401041901","1","1","1","401041861","100000","1004210","1.3","1001303","1.5","0","10180102","1004209"
"1004106","53","10180105","1004207","10180104","1004110","0.06","401041921","710061","401041931","10180103","1004109","10","401041941","1.8","0","1004206","10180101","1.4","1004107","4","5","2","1004208","1018","1004108","401041951","1","1.4","2","401041911","100000","1004210","1.8","1001303","2","0","10180102","1004209"
"1004106","54","10180105","1004207","10180104","1004110","0.06","401041971","710061","401041981","10180103","1004109","-1","401041991","2.5","0","1004206","10180101","2","1004107","11","12","2","1004208","1018","1004108","401042001","1","2","3","401041961","100000","1004210","2.5","1001303","3","0","10180102","1004209"
"1004101","55","10190105","1004202","10190104","1004105","0.03","401042171","710071","401042181","10190103","1004104","1","401042191","1.3","0","1004201","10190101","1","1004102","1","2","1","1004203","1019","1004103","401042201","1","1","1","401042161","1000000","1004205","1.3","1001301","1.5","0","10190102","1004204"
"1004106","56","10190105","1004207","10190104","1004110","0.03","401042171","710071","401042181","10190103","1004109","3","401042191","1.3","0","1004206","10190101","1","1004107","2","2","1","1004208","1019","1004108","401042201","1","1","1","401042161","1000000","1004210","1.3","1001303","1.5","0","10190102","1004209"
"1004106","57","10190105","1004207","10190104","1004110","0.06","401042221","710071","401042231","10190103","1004109","10","401042241","1.8","0","1004206","10190101","1.4","1004107","4","5","2","1004208","1019","1004108","401042251","1","1.4","2","401042211","1000000","1004210","1.8","1001303","2","0","10190102","1004209"
"1004106","58","10190105","1004207","10190104","1004110","0.06","401042271","710071","401042281","10190103","1004109","-1","401042291","2.5","0","1004206","10190101","2","1004107","11","12","2","1004208","1019","1004108","401042301","1","2","3","401042261","1000000","1004210","2.5","1001303","3","0","10190102","1004209"
"1004101","59","10200105","1004202","10200104","1004105","0.03","401042471","710081","401042481","10200103","1004104","1","401042491","1.3","0","1004201","10200101","1","1004102","1","2","1","1004203","1020","1004103","401042501","1","1","1","401042461","1000000","1004205","1.3","1001301","1.5","0","10200102","1004204"
"1004106","60","10200105","1004207","10200104","1004110","0.03","401042471","710081","401042481","10200103","1004109","3","401042491","1.3","0","1004206","10200101","1","1004107","2","2","1","1004208","1020","1004108","401042501","1","1","1","401042461","1000000","1004210","1.3","1001303","1.5","0","10200102","1004209"
"1004106","61","10200105","1004207","10200104","1004110","0.06","401042521","710081","401042531","10200103","1004109","10","401042541","1.8","0","1004206","10200101","1.4","1004107","4","5","2","1004208","1020","1004108","401042551","1","1.4","2","401042511","1000000","1004210","1.8","1001303","2","0","10200102","1004209"
"1004106","62","10200105","1004207","10200104","1004110","0.06","401042571","710081","401042581","10200103","1004109","-1","401042591","2.5","0","1004206","10200101","2","1004107","11","12","2","1004208","1020","1004108","401042601","1","2","3","401042561","1000000","1004210","2.5","1001303","3","0","10200102","1004209"
"1004101","63","10210105","1004202","10210104","1004105","0.03","401042771","710091","401042781","10210103","1004104","1","401042791","1.4","0","1004201","10210101","1.2","1004102","1","2","1","1004203","1021","1004103","401042801","1","1.2","1","401042761","1000000","1004205","1.3","1001301","1.5","0","10210102","1004204"
"1004106","64","10210105","1004207","10210104","1004110","0.03","401042771","710091","401042781","10210103","1004109","3","401042791","1.4","0","1004206","10210101","1.2","1004107","2","2","1","1004208","1021","1004108","401042801","1","1.2","1","401042761","1000000","1004210","1.3","1001303","1.5","0","10210102","1004209"
"1004106","65","10210105","1004207","10210104","1004110","0.06","401042821","710091","401042831","10210103","1004109","10","401042841","1.9","0","1004206","10210101","1.6","1004107","4","5","2","1004208","1021","1004108","401042851","1","1.6","2","401042811","1000000","1004210","1.8","1001303","2","0","10210102","1004209"
"1004106","66","10210105","1004207","10210104","1004110","0.06","401042871","710091","401042881","10210103","1004109","-1","401042891","2.4","0","1004206","10210101","2","1004107","11","12","2","1004208","1021","1004108","401042901","1","2","3","401042861","1000000","1004210","2.4","1001303","2.6","0","10210102","1004209"
"1004101","67","10220105","1004202","10220104","1004105","0.03","401043121","710101","401043131","10220103","1004104","1","401043141","1.4","0","1004201","10220101","1.2","1004102","1","2","1","1004203","1022","1004103","401043151","1","1.2","1","401043111","1000000","1004205","1.3","1001301","1.5","0","10220102","1004204"
"1004106","68","10220105","1004207","10220104","1004110","0.03","401043121","710101","401043131","10220103","1004109","3","401043141","1.4","0","1004206","10220101","1.2","1004107","2","2","1","1004208","1022","1004108","401043151","1","1.2","1","401043111","1000000","1004210","1.3","1001303","1.5","0","10220102","1004209"
"1004106","69","10220105","1004207","10220104","1004110","0.06","401043171","710101","401043181","10220103","1004109","10","401043191","1.9","0","1004206","10220101","1.6","1004107","4","5","2","1004208","1022","1004108","401043201","1","1.6","2","401043161","1000000","1004210","1.8","1001303","2","0","10220102","1004209"
"1004106","70","10220105","1004207","10220104","1004110","0.06","401043221","710101","401043231","10220103","1004109","-1","401043241","2.4","0","1004206","10220101","2","1004107","11","12","2","1004208","1022","1004108","401043251","1","2","3","401043211","1000000","1004210","2.4","1001303","2.6","0","10220102","1004209"
"1004101","71","10230105","1004202","10230104","1004105","0.03","401043471","710111","401043481","10230103","1004104","1","401043491","1.4","0","1004201","10230101","1.2","1004102","1","2","1","1004203","1023","1004103","401043501","1","1.2","1","401043461","1000000","1004205","1.3","1001301","1.5","0","10230102","1004204"
"1004106","72","10230105","1004207","10230104","1004110","0.03","401043471","710111","401043481","10230103","1004109","3","401043491","1.4","0","1004206","10230101","1.2","1004107","2","2","1","1004208","1023","1004108","401043501","1","1.2","1","401043461","1000000","1004210","1.3","1001303","1.5","0","10230102","1004209"
"1004106","73","10230105","1004207","10230104","1004110","0.06","401043521","710111","401043531","10230103","1004109","10","401043541","1.9","0","1004206","10230101","1.6","1004107","4","5","2","1004208","1023","1004108","401043551","1","1.6","2","401043511","1000000","1004210","1.8","1001303","2","0","10230102","1004209"
"1004106","74","10230105","1004207","10230104","1004110","0.06","401043571","710111","401043581","10230103","1004109","-1","401043591","2.4","0","1004206","10230101","2","1004107","11","12","2","1004208","1023","1004108","401043601","1","2","3","401043561","1000000","1004210","2.4","1001303","2.6","0","10230102","1004209"
"1004101","75","10240105","1004202","10240104","1004105","0.03","401043771","710121","401043781","10240103","1004104","1","401043791","1.4","0","1004201","10240101","1.2","1004102","1","1","1","1004203","1024","1004103","401043801","1","1.2","1","401043761","1000000","1004205","1.3","1001301","1.5","0","10240102","1004204"
"1004106","76","10240105","1004207","10240104","1004110","0.03","401043771","710121","401043781","10240103","1004109","3","401043791","1.4","0","1004206","10240101","1.2","1004107","2","1","1","1004208","1024","1004108","401043801","1","1.2","1","401043761","1000000","1004210","1.3","1001303","1.5","0","10240102","1004209"
"1004106","77","10240105","1004207","10240104","1004110","0.06","401043821","710121","401043831","10240103","1004109","10","401043841","1.9","0","1004206","10240101","1.6","1004107","4","4","2","1004208","1024","1004108","401043851","1","1.6","2","401043811","1000000","1004210","1.8","1001303","2","0","10240102","1004209"
"1004106","78","10240105","1004207","10240104","1004110","0.06","401043871","710121","401043881","10240103","1004109","34","401043891","2.4","0","1004206","10240101","2","1004107","11","11","2","1004208","1024","1004108","401043901","1","2","3","401043861","1000000","1004210","2.4","1001303","2.6","0","10240102","1004209"
