233fddc4587be871fd8d40398051f9807c4452b7b5d416044772f2dc5339c382,894c0b0c1101202048507a0e735d6e9ec4eaad152ec5c3176b84bd92dba16141,baed17482238a7cbdb4a9ae4fc3f70a0f3d18e7addc6a9143464aaddc1e10c19,f837576282b15936495404b9ff09ba7a586147179d9dd09afec1b569296469ec,6a813f270f54e24ebb3f3faa15c0335b664a068c10c46a8fa0f1201292fd6415,7e89b82566e58b15ed96273ece2fc84b52084e3e575ad98be53a569f24570b1f
"550105310","550105309","74005203","550105307","550105311","550105308"
"550105410","550105409","74005204","550105407","550105411","550105408"
"550105510","550105509","74005205","550105507","550105511","550105508"
"0","0","74005301","550105111","0","0"
"0","550105213","74005302","550105211","0","550105212"
"0","550105315","74005303","550105313","0","550105314"
"550105415","550105416","74005304","550105413","0","550105414"
"550105515","550105516","74005305","550105513","0","550105514"
"0","0","74005401","550105116","0","0"
"0","550105220","74005402","550105218","0","550105219"
"0","550105322","74005403","550105320","0","550105321"
"550105423","550105424","74005404","550105421","0","550105422"
"550105523","550105524","74005405","550105521","0","550105522"
"0","0","74005501","550105118","0","0"
"0","550105224","74005502","550105222","0","550105223"
"0","550105326","74005503","550105324","0","550105325"
"550105428","550105429","74005504","550105426","0","550105427"
"550105528","550105529","74005505","550105526","0","550105527"
"550106104","550106103","74006101","550106101","550106105","550106102"
"550106204","550106203","74006102","550106201","550106205","550106202"
"550106304","550106303","74006103","550106301","550106305","550106302"
"550106404","550106403","74006104","550106401","550106405","550106402"
"550106504","550106503","74006105","550106501","550106505","550106502"
"550106109","550106108","74006201","550106106","550106110","550106107"
"550106209","550106208","74006202","550106206","550106210","550106207"
"550106309","550106308","74006203","550106306","550106310","550106307"
"550106410","550106409","74006204","550106407","550106411","550106408"
"550106510","550106509","74006205","550106507","550106511","550106508"
"550106115","550106114","74006301","550106112","550106111","550106113"
"550106215","550106214","74006302","550106212","550106211","550106213"
"550106315","550106314","74006303","550106312","550106311","550106313"
"0","0","74006304","550106413","0","0"
"0","0","74006305","550106513","0","0"
"0","0","74006401","550106116","0","0"
"0","0","74006402","550106217","0","0"
"0","0","74006403","550106317","0","0"
"550106419","550106418","74006404","550106416","550106415","550106417"
"0","0","74006405","550106515","0","0"
"0","0","74006501","550106118","0","0"
"0","0","74006502","550106220","0","0"
"0","0","74006503","550106320","0","0"
"0","0","74006504","550106422","0","0"
"0","0","74006505","550106518","0","0"
"550107114","550107113","74007101","550107111","550107115","550107112"
"550107214","550107213","74007102","550107211","550107215","550107212"
"550107314","550107313","74007103","550107311","550107315","550107312"
"550107414","550107413","74007104","550107411","550107415","550107412"
"550107514","550107513","74007105","550107511","550107515","550107512"
"550107124","550107123","74007201","550107121","550107125","550107122"
"550107224","550107223","74007202","550107221","550107225","550107222"
"550107324","550107323","74007203","550107321","550107325","550107322"
"550107424","550107423","74007204","550107421","550107425","550107422"
"550107524","550107523","74007205","550107521","550107525","550107522"
"550107134","550107133","74007301","550107131","550107135","550107132"
"550107234","550107233","74007302","550107231","550107235","550107232"
"550107334","550107333","74007303","550107331","550107335","550107332"
"550107434","550107433","74007304","550107431","550107435","550107432"
"550107534","550107533","74007305","550107531","550107535","550107532"
"0","0","74007401","550107141","0","0"
"0","0","74007402","550107241","0","0"
"0","0","74007403","550107341","0","0"
"0","0","74007404","550107441","0","0"
"0","0","74007405","550107541","0","0"
"0","0","74007501","550107151","0","0"
"0","0","74007502","550107251","0","0"
"0","0","74007503","550107351","0","0"
"0","0","74007504","550107451","0","550107452"
"0","550107552","74007505","550107553","0","550107551"
