728e8f14dbc88a66bf292222a69499b1e47a0e3c785f0d96ac70afc420a6a51b,a5a0d612ab16c07b19b3252ed92f9d4442eeeb41504bee2cbc6e4f76b48d2e95,8d5ac1dc4e594eb2d5fb58f49dfc07db867dc15d1bef11db38402d759cf05517,149160b70612f55e0ae77c69af5367b3d28f4d4f512103e01f2cf8368fdbdb24,50d51b738a7734721d8f022e43e4cc304d0f17168cf0fa5788534e779dce8175,c6efe9a4c87ae267df9172a4e0e368220aad31c64aed3815ab37a09f6a1187ee
"2","3","501683","183","5142001","10142"
"2","3","500837","184","5116004","10143"
"2","3","500133","185","5118002","10145"
"2","3","500810","186","5118003","10145"
"2","3","500133","187","5118007","10145"
"2","3","501593","188","5094001","20051"
"2","3","501613","189","5096002","20052"
"2","3","502283","1014601","5146001","10146"
"2","3","502003","1014901","5122000","10149"
"2","3","502015","1014902","5122002","10149"
"2","3","501614","1015101","5124003","10151"
"2","3","502373","1015401","5154007","10154"
"2","3","502074","1015601","5156001","10156"
"2","3","502394","1015602","5156002","10156"
"2","3","502063","1015701","5128001","10157"
"2","3","500880","1015801","5158003","10158"
"2","3","500016","1015901","5130001","10159"
"2","3","500133","1015902","5130007","10159"
"2","3","500553","1016301","5134007","10163"
"2","3","500143","1016401","5136002","10164"
"2","3","500175","1016402","5136004","10164"
"2","3","501622","1016501","5137002","10165"
"2","3","500133","1016502","5137005","10165"
"2","3","502224","1016601","5140002","10166"
"2","3","501031","2005301","5098000","20053"
"2","3","500837","2005401","5100003","20054"
"2","3","501873","2005501","5102002","20055"
"2","3","500133","2005601","5104003","20056"
"2","3","501911","2005801","5108002","20058"
"2","3","501931","2005901","5110005","20059"
"2","3","500013","2006001","5111005","20060"
"2","3","500016","2006101","5114000","20061"
"2","3","501952","2006102","5114003","20061"
"2","3","500837","2006201","5116004","20062"
"2","3","500133","2006301","5118002","20063"
"2","3","500810","2006302","5118003","20063"
"2","3","500133","2006303","5118007","20063"
