7a4fca4ed3b95115e648875d23edad10fc9c3dd10d5bbbc7aeeecd06f57aa502,c823eab7646031c113940a15f37dbb94413c08141b3ba51d8581049bc1782df3,c9f52f43a2af59edb68814986d4b5ab056c7abf0639c8651b4b1d138f35fcd6f,d0c53ec238f2aeec31f76157f84567bd95d8cf2cd1f31a5b6cd241c4bb3b2348,36c4602fdcac5e9595f41c2a45431ad71ffeb80d27b5c9f25bba3d1cc1cb69ad,1b554c74631101697e0fc9e68a465a528590fae9e34056839bf6a5ddd6232342,22a00d23c30e3247b5d7a0e0f5a33b318efcbbfd671eb76b6994f0576c08b1b8,2c6711833b608194b3654cda332d19e04e58927f031e726a75fbcee499cdfa74,40313044f09e64ab01cc8f4dfb925ed5c5a3921c70eae09bda16d793fa6ac63c,ae1ccc85bda05b608532bbbd0f236873ff467bf0bedaf5cf1f3eb9ea4bdfd5fa,6d00ccce31217b53ab57e753b93b413d5982ea77d363f398fc62993950273474,0a70427e08094f1aaf680f852ab54ea5cb32d9bdbea21a88a4cd06549b6ef93f,a83e994cafed0892ed660d4bf92c0afbdb9779ea0d541b8952efa26cf2577302,db32628681bfce688517a216426b494b6620e0c6209f55f006e1664430dc4b90,9178f092451688baaceb12a01c41d5c4b06ccbaba04f0e2f9972399e4182c37e,70685f52c7e00ad104e01654c49605816395d5482b121c573572682e0f202947,ff4be146da04611bb27a552afe526eea87bd9666383417e4287ecafc9cfdcb82,9c96eb285a33962a919636830a0b3515e26a697da386cf5aac466b1b0a261095,c770036a732c3248b9d76aebc46b2b281edafa3dafe35ace534fd95d58875956,31a2270a09e87a843b19d67a032917681b3f1bcf4888117efbb748c93f62c8ac,bb664b092dbfc88c2a1eace367a4388f949bac2ab3d5fcad4d687ae32ed4c084,8ec8bc4eab8784f9a9ae3bf21604dcf314abefec1fa3f2399d0232a1e20c3527,f73e7dcb2e6e2efef0b110229f6ac00384ea7d4b65f74eefef6565692bf6200b,54f66c8d640f4244def6046379108146fc451b73c92f9af7776f4446c741c87e,1adada0e98fac5329ebbbd7be74328a9d746e943a6067908e12a2fc16331383d
"4","0","0","0","25001","0","25","30","0","0","0","0","3","0","0","0","0","100301","0","15","400","0","500000","0","0"
"5","0","0","0","25001","0","30","40","0","1","0","2","3","0","0","0","2","100301","0","15","500","0","600000","0","0"
"1","0","0","0","32004","14","50","0","0","1","0","3","1","0","0","0","0","100401","0","18","60","0","100000","0","0"
"1","0","0","0","31004","7","50","0","0","1","0","2","2","0","0","0","0","100401","0","11","30","0","100000","0","0"
"1","0","0","0","25001","3","10","0","0","0","0","0","3","0","0","0","0","100401","0","15","50","0","100000","0","0"
"2","0","0","0","25001","6","15","0","0","0","0","0","3","0","0","0","0","100401","0","15","150","0","200000","0","0"
"3","0","0","0","25001","9","20","0","0","0","0","0","3","0","0","0","0","100401","0","15","225","0","400000","0","0"
"4","0","0","0","25001","12","25","0","0","0","0","0","3","0","0","0","0","100401","0","15","270","0","500000","0","0"
"5","0","0","0","25001","15","30","0","0","1","0","5","3","0","0","0","0","100401","0","15","320","0","600000","10","0"
"1","0","0","0","32005","0","50","0","1500","1","0","3","1","0","0","0","0","100501","0","18","0","0","100000","0","0"
"1","0","0","0","31005","0","50","0","1000","1","0","2","2","0","0","0","0","100501","0","11","0","0","100000","0","0"
"1","0","0","0","25001","2","10","0","0","0","0","0","3","2","0","0","0","100501","0","15","40","0","100000","0","0"
"2","0","0","0","25001","4","15","0","0","0","0","0","3","4","0","0","0","100501","0","15","80","0","200000","0","0"
"3","0","0","0","25001","6","20","0","0","0","0","0","3","6","0","0","0","100501","0","15","120","0","400000","0","0"
"4","0","0","0","25001","8","25","0","0","0","0","0","3","8","0","0","0","100501","0","15","160","0","500000","0","0"
"5","0","0","0","25001","10","30","0","0","1","0","5","3","10","0","0","0","100501","0","15","200","0","600000","0","0"
"1","10","0","0","32006","0","50","0","0","1","160","3","1","0","0","0","0","100601","0","18","0","0","100000","0","0"
"1","5","0","0","31006","0","50","0","0","1","80","2","2","0","0","0","0","100601","0","11","0","0","100000","0","0"
"1","0","0","0","25001","0","10","0","0","0","90","0","3","0","0","0","0","100601","0","15","0","0","100000","0","0"
"2","5","0","0","25001","0","15","0","0","0","180","0","3","0","0","0","0","100601","0","15","0","0","200000","0","0"
"3","10","0","0","25001","0","20","0","0","0","270","0","3","0","0","0","0","100601","0","15","0","0","400000","0","0"
"4","15","0","0","25001","0","25","0","0","0","360","0","3","0","0","0","0","100601","0","15","0","0","500000","0","0"
"5","20","0","0","25001","0","30","0","0","1","450","5","3","0","0","0","0","100601","0","15","0","0","600000","0","0"
"1","0","0","0","32007","10","50","0","1500","1","0","0","1","0","0","0","0","100701","0","18","0","0","100000","4","0"
"1","0","0","0","31007","15","50","0","1000","1","0","0","2","0","0","0","0","100701","0","11","0","0","100000","5","0"
"1","0","0","0","25001","6","10","0","0","0","0","0","3","0","0","0","0","100701","0","15","0","0","100000","2","0"
"2","0","0","0","25001","12","15","0","0","0","0","0","3","0","0","0","0","100701","0","15","0","0","200000","4","0"
"3","0","0","0","25001","18","20","0","0","0","0","0","3","0","0","0","0","100701","0","15","0","0","400000","6","0"
"4","0","0","0","25001","24","25","0","0","0","0","0","3","0","0","0","0","100701","0","15","0","0","500000","8","0"
"5","0","0","0","25001","30","30","0","0","1","0","0","3","0","0","0","0","100701","0","15","0","0","600000","10","0"
"1","0","0","0","32008","0","50","0","0","1","240","5","1","0","0","0","0","100801","0","18","0","0","100000","0","0"
"1","0","0","0","31008","0","50","0","0","1","120","3","2","0","0","0","0","100801","0","11","0","0","100000","0","0"
"1","5","0","0","25001","0","10","0","0","0","130","0","3","0","0","0","0","100801","0","15","0","0","100000","0","0"
"2","10","0","0","25001","0","15","0","0","0","260","0","3","0","0","0","0","100801","0","15","0","0","200000","0","0"
"3","15","0","0","25001","0","20","0","0","0","390","0","3","0","0","0","0","100801","0","15","0","0","400000","0","0"
"4","20","0","0","25001","0","25","0","0","0","520","0","3","0","0","0","0","100801","0","15","0","0","500000","0","0"
"5","25","0","0","25001","0","30","0","0","1","650","2","3","0","0","0","0","100801","1","15","0","0","600000","0","0"
"1","10","0","0","32009","0","50","0","0","1","360","5","1","0","0","0","0","100901","0","18","0","0","100000","0","0"
"1","10","0","0","31009","0","50","0","0","1","180","3","2","0","0","0","0","100901","0","11","0","0","100000","0","0"
"1","10","0","0","25001","0","10","0","0","0","180","0","3","0","0","0","0","100901","0","15","0","0","100000","0","0"
"2","20","0","0","25001","0","15","0","0","0","360","0","3","0","0","0","0","100901","0","15","0","0","200000","0","0"
"3","20","0","0","25001","0","20","0","0","0","540","0","3","0","0","0","0","100901","0","15","0","0","400000","0","0"
"4","30","0","0","25001","0","25","0","0","0","720","0","3","0","0","0","0","100901","0","15","0","0","500000","0","0"
"5","50","0","0","25001","0","30","0","0","1","900","2","3","0","0","0","0","100901","0","15","0","0","600000","0","0"
"1","0","0","0","32010","0","50","0","0","1","100","0","1","0","0","0","0","101001","0","18","0","10","100000","0","0"
"1","0","0","0","31010","0","50","0","0","1","60","0","2","0","0","0","0","101001","0","11","0","10","100000","0","0"
"1","0","0","0","25001","2","10","0","0","0","20","0","3","0","0","0","0","101001","0","15","0","0","100000","0","0"
"2","0","0","0","25001","4","15","0","0","0","40","0","3","0","0","0","0","101001","0","15","0","0","200000","0","0"
"3","0","0","0","25001","6","20","0","0","0","60","0","3","0","0","0","0","101001","0","15","0","0","400000","0","0"
"4","0","0","0","25001","8","25","0","0","0","80","0","3","0","0","0","0","101001","0","15","0","0","500000","0","0"
"5","0","0","0","25001","10","30","0","0","1","100","0","3","0","0","0","0","101001","0","15","0","10","600000","0","0"
"1","0","0","0","32011","0","50","0","0","1","0","5","1","0","0","0","0","101101","0","18","160","0","100000","0","0"
"1","0","0","0","31011","0","50","0","0","1","0","3","2","0","0","0","0","101101","0","11","80","0","100000","0","0"
"1","0","0","0","25001","0","10","0","0","0","0","0","3","0","0","0","0","101101","0","15","100","0","100000","0","0"
"2","0","0","0","25001","0","15","10","0","0","0","0","3","0","0","0","0","101101","0","15","200","0","200000","0","0"
"3","0","0","0","25001","0","20","20","0","0","0","0","3","0","0","0","0","101101","0","15","300","0","400000","0","0"
"4","0","0","0","25001","0","25","30","0","0","0","0","3","0","0","0","0","101101","0","15","400","0","500000","0","0"
"5","0","0","0","25001","0","30","40","0","1","0","2","3","0","0","0","2","101101","0","15","500","0","600000","0","0"
"1","10","0","0","32012","0","50","0","0","1","160","3","1","0","0","0","0","101201","0","18","0","0","100000","0","0"
"1","5","0","0","31012","0","50","0","0","1","80","2","2","0","0","0","0","101201","0","11","0","0","100000","0","0"
"1","5","0","0","25001","0","10","0","0","0","100","0","3","0","0","0","0","101201","0","15","0","0","100000","0","0"
"2","10","0","0","25001","0","15","0","0","0","200","0","3","0","0","0","0","101201","0","15","0","0","200000","0","0"
"3","15","0","0","25001","0","20","0","0","0","300","0","3","0","0","0","0","101201","0","15","0","0","400000","0","0"
"4","20","0","0","25001","0","25","0","0","0","400","0","3","0","0","0","0","101201","0","15","0","0","500000","0","0"
"5","25","0","0","25001","0","30","0","0","1","500","0","3","0","0","0","2","101201","0","15","0","0","600000","0","0"
"1","10","0","0","32013","0","50","0","0","1","160","3","1","0","0","0","0","101301","0","18","0","0","100000","0","0"
"1","5","0","0","31013","0","50","0","0","1","80","2","2","0","0","0","0","101301","0","11","0","0","100000","0","0"
"1","5","0","0","25001","0","10","0","0","0","85","0","3","0","0","0","0","101301","0","15","0","0","100000","0","0"
"2","10","0","0","25001","0","15","0","0","0","170","0","3","0","0","0","0","101301","0","15","0","0","200000","0","0"
"3","15","0","0","25001","0","20","0","0","0","255","0","3","0","0","0","0","101301","0","15","0","0","400000","0","0"
"4","20","0","0","25001","0","25","0","0","0","340","0","3","0","0","0","0","101301","0","15","0","0","500000","0","0"
"5","25","0","0","25001","0","30","0","0","1","425","5","3","0","0","0","2","101301","0","15","0","0","600000","0","0"
"1","0","0","0","32014","25","50","0","0","1","240","0","1","0","0","0","0","101401","0","18","0","0","100000","0","0"
"1","0","0","0","31014","0","50","0","0","1","120","0","2","25","0","0","0","101401","0","11","0","0","100000","0","0"
"1","0","0","0","25001","4","10","0","0","0","130","0","3","4","0","0","0","101401","0","15","0","0","100000","0","0"
"2","0","0","0","25001","8","15","0","0","0","260","0","3","8","0","0","0","101401","0","15","0","0","200000","0","0"
"3","0","0","0","25001","12","20","0","0","0","390","0","3","12","0","0","0","101401","0","15","0","0","400000","0","0"
"4","0","0","0","25001","16","25","0","0","0","520","0","3","16","0","0","0","101401","0","15","0","0","500000","0","0"
"5","0","0","0","25001","18","30","0","0","1","650","0","3","18","0","0","0","101401","0","15","0","0","600000","0","0"
"1","0","0","0","32015","0","50","0","0","1","160","5","1","0","0","0","0","101501","0","18","0","0","100000","0","0"
"1","0","0","0","31015","0","50","0","0","1","80","3","2","0","0","0","0","101501","0","11","0","0","100000","0","0"
"1","0","0","0","25001","0","10","0","0","0","100","0","3","0","0","0","0","101501","0","15","0","0","100000","0","0"
"2","0","0","0","25001","0","15","0","0","0","220","0","3","0","0","0","0","101501","0","15","0","0","200000","0","0"
"3","0","0","0","25001","0","20","0","0","0","330","0","3","0","0","0","0","101501","0","15","0","0","400000","0","0"
"4","0","0","0","25001","0","25","0","0","0","440","0","3","0","0","0","0","101501","0","15","0","0","500000","0","0"
"5","0","0","0","25001","0","30","0","0","1","550","2","3","0","0","0","0","101501","0","15","0","0","600000","0","0"
"1","0","0","0","32016","0","50","0","0","1","0","5","1","0","0","0","0","101601","0","18","160","0","100000","0","0"
"1","0","0","0","31016","0","50","0","0","1","0","3","2","0","0","0","0","101601","0","11","80","0","100000","0","0"
"1","0","0","0","25001","0","10","0","0","0","0","0","3","0","0","0","0","101601","0","15","100","0","100000","0","0"
"2","0","0","0","25001","0","15","0","0","0","0","0","3","0","0","0","0","101601","0","15","220","0","200000","0","0"
"3","0","0","0","25001","0","20","0","0","0","0","0","3","0","0","0","0","101601","0","15","330","0","400000","0","0"
"4","0","0","0","25001","0","25","0","0","0","0","0","3","0","0","0","0","101601","0","15","440","0","500000","0","0"
"5","0","0","0","25001","0","30","0","0","1","0","2","3","0","0","0","0","101601","0","15","550","0","600000","0","0"
"1","0","0","0","32017","0","50","0","0","1","0","5","1","0","0","0","0","101701","0","18","160","0","100000","0","0"
"1","0","0","0","31017","0","50","0","0","1","0","3","2","0","0","0","0","101701","0","11","80","0","100000","0","0"
"1","0","0","0","25001","0","10","0","0","0","0","0","3","0","0","0","0","101701","0","15","100","0","100000","0","0"
"2","0","0","0","25001","0","15","0","0","0","0","0","3","0","0","0","0","101701","0","15","220","0","200000","0","0"
"3","0","0","0","25001","0","20","0","0","0","0","0","3","0","0","0","0","101701","0","15","330","0","400000","0","0"
"4","0","0","0","25001","0","25","0","0","0","0","0","3","0","0","0","0","101701","0","15","440","0","500000","0","0"
"5","0","0","0","25001","0","30","0","0","1","0","2","3","0","0","0","2","101701","0","15","500","0","600000","0","0"
"1","0","0","0","32018","5","50","0","0","1","100","0","1","5","0","0","0","101801","0","18","0","0","100000","0","0"
"1","0","0","0","31018","1","50","0","170","1","60","0","2","2","0","0","0","101801","0","11","0","0","100000","0","0"
"1","0","0","0","25001","1","10","0","0","0","20","0","3","1","0","0","0","101801","0","15","0","0","100000","0","0"
"2","0","0","0","25001","2","15","0","0","0","40","0","3","2","0","0","0","101801","0","15","0","0","200000","0","0"
"3","0","0","0","25001","3","20","0","0","0","60","0","3","3","0","0","0","101801","0","15","0","0","400000","0","0"
"4","0","0","0","25001","4","25","0","0","0","80","0","3","4","0","0","0","101801","0","15","0","0","500000","0","0"
"5","0","0","0","25001","6","30","0","0","1","100","2","3","7","0","0","0","101801","0","15","0","0","600000","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","101901","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","101901","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","101901","0","0","0","0","0","0","0"
"1","0","0","0","32020","0","50","30","0","1","0","5","1","0","0","0","0","102001","0","18","160","0","100000","0","0"
"1","0","0","0","31020","0","50","15","0","1","0","3","2","0","0","0","0","102001","0","11","120","0","100000","0","0"
"1","0","0","0","25001","0","10","0","0","0","0","0","3","0","0","0","0","102001","0","15","100","0","100000","0","0"
"2","0","0","0","25001","0","15","10","0","0","0","0","3","0","0","0","0","102001","0","15","200","0","200000","0","0"
"3","0","0","0","25001","0","20","20","0","0","0","0","3","0","0","0","0","102001","0","15","300","0","400000","0","0"
"4","0","0","0","25001","0","25","30","0","0","0","0","3","0","0","0","0","102001","0","15","400","0","500000","0","0"
"5","0","10","0","25001","0","30","50","0","1","0","2","3","0","0","0","0","102001","0","15","450","0","600000","0","0"
"1","0","0","0","32021","0","50","0","0","1","0","5","1","0","0","0","0","102101","0","18","95","0","100000","0","0"
"1","0","0","0","31021","0","50","0","0","1","0","5","2","0","0","0","0","102101","0","11","55","0","100000","0","0"
"1","0","0","0","25001","4","10","0","0","0","0","0","3","3","0","0","0","102101","0","15","0","0","100000","0","0"
"2","0","0","0","25001","8","15","0","0","0","0","0","3","6","0","0","0","102101","0","15","10","0","200000","0","0"
"3","0","0","0","25001","12","20","0","0","0","0","0","3","9","0","0","0","102101","0","15","20","0","400000","0","0"
"4","0","0","0","25001","16","25","0","0","0","0","0","3","12","0","0","0","102101","0","15","30","0","500000","0","0"
"5","0","15","0","25001","20","30","0","0","1","0","0","3","15","0","0","0","102101","0","15","40","0","600000","0","0"
"1","10","0","0","32022","0","50","0","0","1","160","3","1","0","0","0","0","102201","0","18","0","0","100000","0","0"
"1","5","0","0","31022","0","50","0","0","1","80","2","2","0","0","0","0","102201","0","11","0","0","100000","0","0"
"1","0","0","0","25001","0","10","0","0","0","90","0","3","0","0","0","0","102201","0","15","0","0","100000","0","0"
"2","5","0","0","25001","0","15","0","0","0","180","0","3","0","0","0","0","102201","0","15","0","0","200000","0","0"
"3","10","0","0","25001","0","20","0","0","0","270","0","3","0","0","0","0","102201","0","15","0","0","400000","0","0"
"4","15","0","0","25001","0","25","0","0","0","360","0","3","0","0","0","0","102201","0","15","0","0","500000","0","0"
"5","20","0","0","25001","0","30","0","0","1","450","5","3","0","0","0","0","102201","0","15","0","0","600000","0","0"
"1","0","0","0","32023","0","50","0","0","1","0","5","1","5","0","0","0","102301","0","18","100","0","100000","0","0"
"1","0","0","0","31023","5","50","0","0","1","0","5","2","0","0","0","0","102301","0","11","0","0","100000","0","0"
"1","0","0","0","25001","5","10","0","0","0","0","0","3","5","0","0","0","102301","0","15","0","0","100000","0","0"
"2","0","0","0","25001","10","15","0","0","0","0","0","3","10","0","0","0","102301","0","15","0","0","200000","0","0"
"3","0","0","0","25001","15","20","0","0","0","0","0","3","15","0","0","0","102301","0","15","0","0","400000","0","0"
"4","0","0","0","25001","20","25","0","0","0","0","0","3","20","0","0","0","102301","0","15","0","0","500000","0","0"
"5","0","0","0","25001","25","30","0","0","1","0","0","3","25","0","0","0","102301","0","15","0","0","600000","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","102401","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","102401","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","102401","0","0","0","0","0","0","0"
"1","10","0","0","32025","0","50","0","0","1","160","3","1","0","0","0","0","102501","0","18","0","0","100000","0","0"
"1","5","0","0","31025","0","50","0","0","1","80","2","2","0","0","0","0","102501","0","11","0","0","100000","0","0"
"1","5","0","0","25001","0","10","0","0","0","100","0","3","0","0","0","0","102501","0","15","0","0","100000","0","0"
"2","10","0","0","25001","0","15","0","0","0","200","0","3","0","0","0","0","102501","0","15","0","0","200000","0","0"
"3","15","0","0","25001","0","20","0","0","0","300","0","3","0","0","0","0","102501","0","15","0","0","400000","0","0"
"4","20","0","0","25001","0","25","0","0","0","400","0","3","0","0","0","0","102501","0","15","0","0","500000","0","0"
"5","25","0","0","25001","0","30","0","0","1","500","0","3","0","0","0","2","102501","0","15","0","0","600000","0","0"
"1","0","0","0","32026","0","50","0","0","1","0","5","1","0","0","0","0","102601","0","18","200","10","100000","0","0"
"1","0","0","0","31026","0","50","0","0","1","0","3","2","0","0","0","0","102601","0","11","100","10","100000","0","0"
"1","0","0","0","25001","0","10","0","0","0","0","0","3","2","0","0","0","102601","0","15","50","0","100000","0","0"
"2","0","0","0","25001","0","15","0","0","0","0","0","3","4","0","0","0","102601","0","15","100","0","200000","0","0"
"3","0","0","0","25001","0","20","0","0","0","0","0","3","6","0","0","0","102601","0","15","150","0","400000","0","0"
"4","0","0","0","25001","0","25","0","0","0","0","0","3","8","0","0","0","102601","0","15","200","0","500000","0","0"
"5","0","0","0","25001","0","30","0","0","1","0","2","3","10","0","0","0","102601","0","15","250","10","600000","0","0"
"1","0","0","0","32027","0","50","100","0","1","0","0","1","0","0","0","0","102701","0","18","200","0","100000","0","0"
"1","0","0","0","31027","0","50","0","0","1","0","3","2","0","0","0","0","102701","0","11","80","0","100000","0","0"
"1","0","0","0","25001","0","10","0","0","0","0","0","3","0","0","0","0","102701","0","15","100","0","100000","0","0"
"2","0","0","0","25001","0","15","10","0","0","0","0","3","0","0","0","0","102701","0","15","200","0","200000","0","0"
"3","0","0","0","25001","0","20","20","0","0","0","0","3","0","0","0","0","102701","0","15","300","0","400000","0","0"
"4","0","0","0","25001","0","25","30","0","0","0","0","3","0","0","0","0","102701","0","15","400","0","500000","0","0"
"5","0","0","0","25001","0","30","40","0","1","0","2","3","0","0","0","2","102701","0","15","500","0","600000","0","0"
"1","0","0","0","32028","5","50","0","1500","1","0","5","1","5","0","0","0","102801","0","18","0","0","100000","0","0"
"1","0","0","0","31028","10","50","0","1000","1","0","0","2","10","0","0","0","102801","0","11","0","0","100000","0","0"
"1","0","0","0","25001","0","10","0","0","0","0","0","3","0","0","0","0","102801","0","15","100","0","100000","0","0"
"2","0","0","0","25001","0","15","0","0","0","0","0","3","0","0","0","0","102801","0","15","200","0","200000","0","0"
"3","0","0","0","25001","0","20","0","0","0","0","0","3","0","0","0","0","102801","0","15","300","0","400000","0","0"
"4","0","0","0","25001","0","25","0","0","0","0","0","3","0","0","0","0","102801","0","15","400","0","500000","0","0"
"5","0","0","0","25001","0","30","0","0","1","0","5","3","0","0","0","2","102801","0","15","500","0","600000","0","0"
"1","0","0","0","32029","7","50","0","1500","1","0","0","1","7","0","0","0","102901","0","18","0","0","100000","0","0"
"1","0","0","0","31029","10","50","0","1000","1","0","0","2","10","0","0","0","102901","0","11","0","0","100000","0","0"
"1","0","0","0","25001","4","10","0","0","0","0","0","3","4","0","0","0","102901","0","15","0","0","100000","0","0"
"2","0","0","0","25001","8","15","0","0","0","0","0","3","8","0","0","0","102901","0","15","0","0","200000","0","0"
"3","0","0","0","25001","12","20","0","0","0","0","0","3","12","0","0","0","102901","0","15","0","0","400000","0","0"
"4","0","0","0","25001","16","25","0","0","0","0","0","3","16","0","0","0","102901","0","15","0","0","500000","0","0"
"5","0","20","0","25001","20","30","0","0","1","0","5","3","20","0","0","0","102901","0","15","0","0","600000","0","0"
"1","0","0","0","32030","0","50","30","0","1","0","5","1","0","0","0","0","103001","0","18","160","0","100000","0","0"
"1","0","0","0","31030","0","50","15","0","1","0","3","2","0","0","0","0","103001","0","11","120","0","100000","0","0"
"1","0","0","0","25001","0","10","0","0","0","0","0","3","0","0","0","0","103001","0","15","100","0","100000","0","0"
"2","0","0","0","25001","0","15","10","0","0","0","0","3","0","0","0","0","103001","0","15","200","0","200000","0","0"
"3","0","0","0","25001","0","20","20","0","0","0","0","3","0","0","0","0","103001","0","15","300","0","400000","0","0"
"4","0","0","0","25001","0","25","30","0","0","0","0","3","0","0","0","0","103001","0","15","400","0","500000","0","0"
"5","0","15","0","25001","0","30","40","0","1","0","2","3","0","0","0","0","103001","0","15","450","0","600000","0","0"
"1","0","0","0","32031","5","50","0","1500","1","0","5","1","5","0","0","0","103101","0","18","0","0","100000","0","0"
"1","0","0","0","31031","10","50","0","1000","1","0","0","2","10","0","0","0","103101","0","11","0","0","100000","0","0"
"1","0","0","0","25001","0","10","0","0","0","0","0","3","0","0","0","0","103101","0","15","100","0","100000","0","0"
"2","0","0","0","25001","0","15","0","0","0","0","0","3","0","0","0","0","103101","0","15","200","0","200000","0","0"
"3","0","0","0","25001","0","20","0","0","0","0","0","3","0","0","0","0","103101","0","15","300","0","400000","0","0"
"4","0","0","0","25001","0","25","0","0","0","0","0","3","0","0","0","0","103101","0","15","400","0","500000","0","0"
"5","0","0","0","25001","0","30","0","0","1","0","5","3","0","0","0","2","103101","0","15","500","0","600000","0","0"
"1","0","0","0","32032","15","50","0","0","1","0","0","1","15","0","0","0","103201","0","18","160","0","100000","0","0"
"1","0","0","0","31032","10","50","0","0","1","0","3","2","10","0","0","0","103201","0","11","80","0","100000","0","0"
"1","0","0","0","25001","0","10","0","0","0","0","0","3","0","0","0","0","103201","0","15","110","0","100000","0","0"
"2","0","0","0","25001","0","15","0","0","0","0","0","3","0","0","0","0","103201","0","15","220","0","200000","0","0"
"3","0","0","0","25001","0","20","0","0","0","0","0","3","0","0","0","0","103201","0","15","330","0","400000","0","0"
"4","0","0","0","25001","0","25","0","0","0","0","0","3","0","0","0","0","103201","0","15","440","0","500000","0","0"
"5","0","0","0","25001","0","30","0","0","1","0","2","3","0","0","0","2","103201","0","15","550","0","600000","0","0"
