563b9c678bbb67d918ab518ea81efd2af0a2bdf4f5afb59d8a8f108dd1be45bb,3537932083ea19eda1ea7e2791c0707dc8fc4dedf86af446731957cd0c2ed035,8651dae61fda31173cab00cd75e2f2b8f285313283b2b03ebf0730f801ccaf98,283821a723aa27a6a612e496d4476978b2f99a515a9d6684d14440e7c887e4b9,4686b49e08a35f26d46335b247b35568305422bd213b4c0ce14de9a66dba68b5,b38528bed76c82986e553d8190a718a670afe60cdc099fbda693c7b5e2c2e9b7,118f318daa8c01fe6d53dbce7e5de3bb240735949a4d62333ef9b48462fb9d69,858fd329ea36aaf197f23e9f6bd561cfec1944275214be1b7070f3441bf002df,c88468a327efc12c9c297822c4ecca95741701a0d539745a2bb21d8f1ac5ebc3,8cd24556dfddb8ca0caf28bd4ac41b5e2a8d6eebbc49cbda79ad146d095dc630,d6d2419f11f9fd5b4332d768f65537e7a9b94a1299b565f66a662458e7d0aa55,a55f6ac2e5df4784053e7ba9ba08a25f11f0d4d530a267acac6743e253e104d5,765688db015b533bb18dbb97e105657dc7fba9f8556455d68f51b2eecfe1c1dd,440b376618ac40292338fe9de9a19b1d6f3bd1a06beeaeab02213ed4c53fa105,dbc6a2d3b6e7bfd725bb48e5fc3701bea8432fada2ccfcb3399226e55e5bff23
"0","0","0","0","我是風宮依里。\n啊啊啊啊啊！","1022","總之先謝謝你！","1","1","風宮 依里","0","2","為了我，\n浪費那麼寶貴的時間，","1","1.4"
"0","0","0","0","我是綾音！\n我跟噗吉一起跟著你吧！","1023","我想要去這裡ー\n快一點、快一點ー","1","1","北條 綾音","0","2","哥哥要去哪裡呢？\n什麼？","1","1.5"
"0","0","0","0","哇…哇…，\n我叫做天野鈴莓！","1025","不對，好像怪怪的…\n啊啊啊，對不起！","1","1","天野 鈴莓","0","2","雖然我還不夠成熟，\n接下來還請您多多…，","1","1.4"
"0","0","0","0","……呵呵…我是\n…倉石惠理子……","1027","我絕對不會………\n鬆開手的…!!","1","1","倉石 惠理子","0","2","你是我…命中注定的……\n另一半……","1","1.4"
"0","0","0","0","我是佐佐木咲戀。\n你不覺得在這個世界上，\n無謂的事情太多了嗎？","1028","…你不覺得嗎？？","1","1","佐佐木 咲戀","0","2","如果能節省那些事情的話，\n應該可以過得更悠閒一點！","1","1.4"
"0","0","0","0","我是櫻井望！\n請多指教","1029","哈哈哈，\n看來我還得努力呢～","1","1","櫻井 望","0","2","那個…\n你不認識我嗎?!","1","1.4"
"0","0","0","0","鏘鏘！","1030","將軍，\n跟著我一起統一天下吧！","1","1","妮諾‧珠貝爾","0","2","初次見面，\n我叫做妮諾‧珠貝爾！","1","1.4"
"0","0","0","0","我是上喜忍。\n手上拿的骷髏，是我的父親。","1031","真是奇怪呢……","1","1","上喜 忍","0","2","然後在我隔壁的，是……\n什麼，看不到嗎？","1","1.4"
"0","0","0","0","我的目標\n是成為有名的搞笑藝人！","1033","沒錯，\n那就是會吐槽我的對象…！","1","1","野戶 真陽","0","2","但是\n目前還缺少了點東西…","1","1.5"
"0","0","0","0","那個…我是…綾瀬優花…\n那個…不好意思！","1034","所以，\n先來去喝一杯了…！","1","1","綾瀬 優花梨","0","2","因為有一點緊張…","1","1.4"
"0","0","0","0","我…冰川 鏡華。","1036","所以沒有辦法…\n在跟你說話了！","1","1","冰川 鏡華","0","2","因為不可以跟陌生人說話","1","1.5"
"0","0","0","0","我是柏崎…栞。","1038","因為我身體太虛弱了，\n所以每三十分鐘，\n就得要休息一次。","1","1","柏崎 栞","0","2","……啊，鬧鐘響了。","1","1.4"
"0","0","0","0","我、我是雙葉碧。","1040","只有花朵，\n是我唯一的說話對象。","1","1","雙葉 碧","0","2","我，從來都沒有交過朋友……","1","1.4"
"0","0","0","0","我是三角千歌。","1042","我衷心這麼期望著。","1","1","三角 千歌","0","2","我一直都希望，\n能夠以我的歌聲帶給大家幸福…","1","1.4"
"0","0","0","0","我是安藝真琴。","1043","抱、抱歉，剛才懷疑了你…","1","1","安藝 真琴","0","2","什麼？\n你是那傢伙的同伴嗎？","1","1.4"
"0","0","0","0","我就是夜晚的統治者！","1044","居服在妾身偉大的力量之下吧\n哈哈哈！","1","1","伊莉亞‧奧恩斯坦","0","2","所有具有生命的東西啊！","1","1.4"
"0","0","0","0","然後騎士就對妖精粗魯的……","1045","找、找空花有什麼事情嗎!?","1","1","遠見 空花","0","2","呵呵呵呵呵……啊！","1","1.4"
"0","0","0","0","我是宮坂珠希喵♪\n當貓很好呦喵？","1046","嗯～…\n貓咪真的是太棒了～♪","1","1","宮坂 珠希","0","2","可以自由自在的睡覺玩樂♪\n吃飯打架…","1","1.4"
"0","0","0","0","我是大神美冬！","1048","…雖然想這麼講，\n不過打工的時間到了！\n下次再說吧！","1","1","大神 美冬","0","2","那麼趕快來去冒…","1","1.4"
"0","0","0","0","我是星野靜流！","1049","全～部的事情，\n都繳給姐姐吧！","1","1","星野 靜流","0","2","無論是冒險、戰鬥、\n打掃還是洗衣服","1","1.4"
"0","0","0","0","我是玉泉美咲。","1050","就是在學校裡面，\n大家會捧為偶像的存在呦♪","1","1","玉泉 美咲","0","2","正如你所見的，\n是個性感的美少女","1","1.5"
"0","0","0","0","？？？","1052","？？？？","1","1","莉瑪","0","2","？？？？","1","1.4"
"0","0","0","0","我是莫妮卡‧拜斯溫特。","1053","不、不過，你既然都這樣說了，\n那我就收下吧","1","1","莫妮卡‧拜斯溫特","0","2","居然想利用零食\n這點東西來收買我……","1","1.5"
"0","0","0","0","我是莫妮卡‧拜斯溫特。","1058","不、不過，你既然都這樣說了，\n那我就收下吧","1","1","貪吃佩可","0","2","居然想利用零食\n這點東西來收買我……","1","1.5"
"0","0","0","0","我是莫妮卡‧拜斯溫特。","1059","不、不過，你既然都這樣說了，\n那我就收下吧","1","1","可可蘿","0","2","居然想利用零食\n這點東西來收買我……","1","1.5"
"0","0","0","0","我是莫妮卡‧拜斯溫特。","1060","不、不過，你既然都這樣說了，\n那我就收下吧","1","1","凱留","0","2","居然想利用零食\n這點東西來收買我……","1","1.5"
