95e1265fa9bf6e5d48b8b49db6f66bf1e6ed96aff4b0c12bf586066ecdc2dfda,b879396992bed8837a36de53de48fb1092850b92d022510d9852902132d35596,a20ab752e52108651099aca6debdda66f8a8039afdce6796f27cf9f00211be1c,fcd827cf2dd8e6093cc2240403c2e60abdcb54b3c7e133532cc4783a8070126c,0948755b167636bcde7aec507c4859c0d794fbd4c3f2259a034987b71a59b484,17f64f81ac2afc8857abe93002b65457d6cb80987d331bb92d608ae1c1a8382a,9a32475e148fce98756ef159969c0d0ea574748bb21b135072d22a870d7c3132,ff37bd998321b731ac8eb478891b70497ed67b29f5d29456d2bf78fbfcd86d45,2295dd037b1eebd6f0368466aa57df58c40b8263a5f7fe5769662f7db2c93311,4ae21349461b880fb113fe7792c7489a1a477bcba94d0a413c1f0401e250d5dd,d0d69d71faf4871dea8cdbe25f3d4bb7900a26ed0f8ae80b3925191e1eba21b5,5abc633ba9b59c1ccf7644d6079267b221e22eabe184f4b8e038a53833d69c48,dd329f47bebc3fb2b26b973c7746a8b58e1e2079a76d8e133c01880287c70c35,82c724c9105d627f46dbe6264e2a5fb035a8885e83446675a68731821b090a85,4d378010a9e421289a951ce44992678026da5b348a6c4a43e232563986060c10
"0","0","2","我絕對不會………\n鬆開手的…!!","1","0","1027","1.4","你是我…命中注定的……\n另一半……","0","……呵呵…我是\n…倉石惠理子……","1","0","1","倉石 惠理子"
"0","0","2","…你不覺得嗎？？","1","0","1028","1.4","如果能節省那些事情的話，\n應該可以過得更悠閒一點！","0","我是佐佐木咲戀。\n你不覺得在這個世界上，\n無謂的事情太多了嗎？","1","0","1","佐佐木 咲戀"
"0","0","2","哈哈哈，\n看來我還得努力呢～","1","0","1029","1.4","那個…\n你不認識我嗎?!","0","我是櫻井望！\n請多指教","1","0","1","櫻井 望"
"0","0","2","將軍，\n跟著我一起統一天下吧！","1","0","1030","1.4","初次見面，\n我叫做妮諾‧珠貝爾！","0","鏘鏘！","1","0","1","妮諾‧珠貝爾"
"0","0","2","真是奇怪呢……","1","0","1031","1.4","然後在我隔壁的，是……\n什麼，看不到嗎？","0","我是上喜忍。\n手上拿的骷髏，是我的父親。","1","0","1","上喜 忍"
"0","0","2","沒錯，\n那就是會吐槽我的對象…！","1","0","1033","1.5","但是\n目前還缺少了點東西…","0","我的目標\n是成為有名的搞笑藝人！","1","0","1","野戶 真陽"
"0","0","2","所以，\n先來去喝一杯了…！","1","0","1034","1.4","因為有一點緊張…","0","那個…我是…綾瀬優花…\n那個…不好意思！","1","0","1","綾瀬 優花梨"
"0","0","2","所以沒有辦法…\n在跟你說話了！","1","0","1036","1.5","因為不可以跟陌生人說話","0","我…冰川 鏡華。","1","0","1","冰川 鏡華"
"0","0","2","因為我身體太虛弱了，\n所以每三十分鐘，\n就得要休息一次。","1","0","1038","1.4","……啊，鬧鐘響了。","0","我是柏崎…栞。","1","0","1","柏崎 栞"
"0","0","2","只有花朵，\n是我唯一的說話對象。","1","0","1040","1.4","我，從來都沒有交過朋友……","0","我、我是雙葉碧。","1","0","1","雙葉 碧"
"0","0","2","我衷心這麼期望著。","1","0","1042","1.4","我一直都希望，\n能夠以我的歌聲帶給大家幸福…","0","我是三角千歌。","1","0","1","三角 千歌"
"0","0","2","抱、抱歉，剛才懷疑了你…","1","0","1043","1.4","什麼？\n你是那傢伙的同伴嗎？","0","我是安藝真琴。","1","0","1","安藝 真琴"
"0","0","2","居服在妾身偉大的力量之下吧\n哈哈哈！","1","0","1044","1.4","所有具有生命的東西啊！","0","我就是夜晚的統治者！","1","0","1","伊莉亞‧奧恩斯坦"
"0","0","2","找、找空花有什麼事情嗎!?","1","0","1045","1.4","呵呵呵呵呵……啊！","0","然後騎士就對妖精粗魯的……","1","0","1","遠見 空花"
"0","0","2","嗯～…\n貓咪真的是太棒了～♪","1","0","1046","1.4","可以自由自在的睡覺玩樂♪\n吃飯打架…","0","我是宮坂珠希喵♪\n當貓很好呦喵？","1","0","1","宮坂 珠希"
"0","0","2","…雖然想這麼講，\n不過打工的時間到了！\n下次再說吧！","1","0","1048","1.4","那麼趕快來去冒…","0","我是大神美冬！","1","0","1","大神 美冬"
"0","0","2","全～部的事情，\n都繳給姐姐吧！","1","0","1049","1.4","無論是冒險、戰鬥、\n打掃還是洗衣服","0","我是星野靜流！","1","0","1","星野 靜流"
"0","0","2","就是在學校裡面，\n大家會捧為偶像的存在呦♪","1","0","1050","1.5","正如你所見的，\n是個性感的美少女","0","我是玉泉美咲。","1","0","1","玉泉 美咲"
"0","0","2","？？？？","1","0","1052","1.4","？？？？","0","？？？","1","0","1","莉瑪"
"0","0","2","不、不過，你既然都這樣說了，\n那我就收下吧","1","0","1053","1.5","居然想利用零食\n這點東西來收買我……","0","我是莫妮卡‧拜斯溫特。","1","0","1","莫妮卡‧拜斯溫特"
"0","0","2","不、不過，你既然都這樣說了，\n那我就收下吧","1","0","1058","1.5","居然想利用零食\n這點東西來收買我……","0","我是莫妮卡‧拜斯溫特。","1","0","1","貪吃佩可"
"0","0","2","不、不過，你既然都這樣說了，\n那我就收下吧","1","0","1059","1.5","居然想利用零食\n這點東西來收買我……","0","我是莫妮卡‧拜斯溫特。","1","0","1","可可蘿"
"0","0","2","不、不過，你既然都這樣說了，\n那我就收下吧","1","0","1060","1.5","居然想利用零食\n這點東西來收買我……","0","我是莫妮卡‧拜斯溫特。","1","0","1","凱留"
