156bfffc2f3113a76a03172b8a44ccb41048a65ca378cb7177c2c55bb642425d,ef4913135702f39d2255541047440a682221b21dc63a2df147d5563119a6240a,2ccf6024ce5c603ed364be53186221c259a481bdb512007da5d12d98b34efb2a,e51937cefe698ec4311aee10eed3b6664d8d03bac965ee21c1398288b3ebd30d,7841f5fde411c24151dcbea7f3347970f164f8ad213892d933ee5bf37febfd04
"73","131","30","999","56869"
"74","132","30","999","59524"
"75","133","30","999","62179"
"76","134","30","999","64834"
"77","135","30","999","68374"
"78","136","30","999","71914"
"79","137","30","999","75454"
"80","138","30","999","78994"
"81","139","30","999","82534"
"82","140","30","999","86074"
"83","141","30","999","89614"
"84","142","30","999","93154"
"85","143","30","999","96694"
"86","144","30","999","100234"
"87","145","30","999","103774"
"88","146","30","999","107314"
"89","147","30","999","110854"
"90","148","30","999","114394"
"91","149","30","999","117934"
"92","150","30","999","121474"
"93","151","30","999","125014"
"94","152","30","999","128554"
"95","153","30","999","132094"
"96","154","30","999","135634"
"97","155","30","999","139174"
"98","156","30","999","142714"
"99","157","30","999","146254"
"100","158","30","999","149794"
"101","159","30","999","153334"
"102","160","30","999","157759"
"103","161","30","999","162184"
"104","162","30","999","166609"
"105","163","30","999","171034"
"106","164","30","999","175459"
"107","165","30","999","179884"
"108","166","30","999","184309"
"109","167","30","999","188734"
"110","168","30","999","193159"
"111","169","30","999","197584"
"112","170","30","999","202009"
"113","171","30","999","206434"
"114","172","30","999","210859"
"115","173","30","999","215284"
"116","174","30","999","219709"
"117","175","30","999","224134"
"118","176","30","999","228559"
"119","177","30","999","232984"
"120","178","30","999","237409"
"121","179","30","999","241834"
"122","180","30","999","246259"
"123","181","30","999","250684"
"124","182","30","999","255109"
"125","183","30","999","259534"
"126","184","30","999","263959"
"127","185","30","999","268384"
"128","186","30","999","272809"
"129","187","30","999","277234"
"130","188","30","999","281659"
"131","189","30","999","286084"
"132","190","30","999","290509"
"133","191","30","999","294934"
"134","192","30","999","299359"
"135","193","30","999","303784"
"136","194","30","999","308209"
"137","195","30","999","312634"
"138","196","30","999","317059"
"139","197","30","999","321484"
"140","198","30","999","325909"
"141","199","30","999","330334"
"142","200","30","999","334759"
"143","201","30","999","339184"
"144","202","30","999","343609"
"145","203","30","999","348034"
"146","204","30","999","352459"
"147","205","30","999","356884"
"148","206","30","999","361309"
"149","207","30","999","365734"
"150","208","30","999","370159"
"151","209","30","999","374584"
"152","210","30","999","379009"
"153","211","30","999","383434"
"154","212","30","999","387859"
"155","213","30","999","392284"
"156","214","30","999","396709"
"157","215","30","999","401134"
"158","216","30","999","405559"
"159","217","30","999","409984"
"160","218","30","999","414409"
"161","219","30","999","418834"
"162","220","30","999","423259"
"163","221","30","999","427684"
"164","222","30","999","432109"
"165","223","30","999","436534"
"166","224","30","999","440959"
"167","225","30","999","445384"
"168","226","30","999","449809"
"169","227","30","999","454234"
"170","228","30","999","458659"
"171","229","30","999","463084"
"172","230","30","999","467509"
"173","231","30","999","471934"
"174","232","30","999","476359"
"175","233","30","999","480784"
"176","234","30","999","485209"
"177","235","30","999","489634"
"178","236","30","999","494059"
"179","237","30","999","498484"
"180","238","30","999","502909"
"181","239","30","999","507334"
"182","240","30","999","511759"
"183","241","30","999","516184"
"184","242","30","999","520609"
"185","243","30","999","525034"
"186","244","30","999","529459"
"187","245","30","999","533884"
"188","246","30","999","538309"
"189","247","30","999","542734"
"190","248","30","999","547159"
"191","249","30","999","551584"
"192","250","30","999","556009"
"193","251","30","999","560434"
"194","252","30","999","564859"
"195","253","30","999","569284"
"196","254","30","999","573709"
"197","255","30","999","578134"
"198","256","30","999","582559"
"199","257","30","999","586984"
"200","258","30","999","591409"
"201","259","30","999","595834"
"202","260","30","999","600259"
"203","261","30","999","604684"
"204","262","30","999","609109"
"205","263","30","999","613534"
"206","264","30","999","617959"
"207","265","30","999","622384"
"208","266","30","999","626809"
"209","267","30","999","631234"
"210","268","30","999","635659"
"211","269","30","999","640084"
"212","270","30","999","644509"
"213","271","30","999","648934"
"214","272","30","999","653359"
"215","273","30","999","657784"
"216","274","30","999","662209"
"217","275","30","999","666634"
"218","276","30","999","671059"
"219","277","30","999","675484"
"220","278","30","999","679909"
"221","279","30","999","684334"
"222","280","30","999","688759"
"223","281","30","999","693184"
"224","282","30","999","697609"
"225","283","30","999","702034"
"226","284","30","999","706459"
"227","285","30","999","710884"
"228","286","30","999","715309"
"229","287","30","999","719734"
"230","288","30","999","724159"
"231","289","30","999","728584"
"232","290","30","999","733009"
"233","291","30","999","737434"
"234","292","30","999","741859"
"235","293","30","999","746284"
"236","294","30","999","750709"
"237","295","30","999","755134"
"238","296","30","999","759559"
"239","297","30","999","763984"
"240","298","30","999","768409"
"241","299","30","999","772834"
"242","300","30","999","777259"
"243","301","30","999","781684"
"244","302","30","999","786109"
"245","303","30","999","790534"
"246","304","30","999","794959"
"247","305","30","999","799384"
"248","306","30","999","803809"
"249","307","30","999","808234"
"250","308","30","999","812659"
"251","309","30","999","817084"
"252","310","30","999","821509"
"253","311","30","999","825934"
"254","312","30","999","830359"
"255","313","30","999","834784"
"256","314","30","999","839209"
"257","315","30","999","843634"
"258","316","30","999","848059"
"259","317","30","999","852484"
"260","318","30","999","856909"
"261","319","30","999","861334"
"262","320","30","999","865759"
"263","321","30","999","870184"
"264","322","30","999","874609"
"265","323","30","999","879034"
"266","324","30","999","883459"
"267","325","30","999","887884"
"268","326","30","999","892309"
"269","327","30","999","896734"
"270","328","30","999","901159"
"271","329","30","999","905584"
"272","330","30","999","910009"
"273","331","30","999","914434"
"274","332","30","999","918859"
"275","333","30","999","923284"
"276","334","30","999","927709"
"277","335","30","999","932134"
"278","336","30","999","936559"
"279","337","30","999","940984"
"280","338","30","999","945409"
"281","339","30","999","949834"
"282","340","30","999","954259"
"283","341","30","999","958684"
"284","342","30","999","963109"
"285","343","30","999","967534"
"286","344","30","999","971959"
"287","345","30","999","976384"
"288","346","30","999","980809"
"289","347","30","999","985234"
"290","348","30","999","989659"
"291","349","30","999","994084"
"292","350","30","999","998509"
"293","351","30","999","1002934"
"294","352","30","999","1007359"
"295","353","30","999","1011784"
"296","354","30","999","1016209"
"297","355","30","999","1020634"
"298","356","30","999","1025059"
"299","357","30","999","1029484"
"300","358","30","999","1033909"
"301","359","30","999","1038334"
"302","360","30","999","1042759"
"303","361","30","999","1047184"
"304","362","30","999","1051609"
"305","363","30","999","1056034"
"306","364","30","999","1060459"
"307","365","30","999","1064884"
"308","366","30","999","1069309"
"309","367","30","999","1073734"
"310","368","30","999","1078159"
"311","369","30","999","1082584"
"312","370","30","999","1087009"
"313","371","30","999","1091434"
"314","372","30","999","1095859"
"315","373","30","999","1100284"
"316","374","30","999","1104709"
"317","375","30","999","1109134"
"318","376","30","999","1113559"
"319","377","30","999","1117984"
"320","378","30","999","1122409"
"321","379","30","999","1126834"
"322","380","30","999","1131259"
"323","381","30","999","1135684"
"324","382","30","999","1140109"
"325","383","30","999","1144534"
"326","384","30","999","1148959"
"327","385","30","999","1153384"
"328","386","30","999","1157809"
"329","387","30","999","1162234"
"330","388","30","999","1166659"
"331","389","30","999","1171084"
"332","390","30","999","1175509"
"333","391","30","999","1179934"
"334","392","30","999","1184359"
"335","393","30","999","1188784"
"336","394","30","999","1193209"
"337","395","30","999","1197634"
"338","396","30","999","1202059"
"339","397","30","999","1206484"
"340","398","30","999","1210909"
"341","399","30","999","1215334"
"342","400","30","999","1219759"
"343","401","30","999","1224184"
"344","402","30","999","1228609"
"345","403","30","999","1233034"
"346","404","30","999","1237459"
"347","405","30","999","1241884"
"348","406","30","999","1246309"
"349","407","30","999","1250734"
"350","408","30","999","1255159"
"351","409","30","999","1259584"
"352","410","30","999","1264009"
"353","411","30","999","1268434"
"354","412","30","999","1272859"
"355","413","30","999","1277284"
"356","414","30","999","1281709"
"357","415","30","999","1286134"
"358","416","30","999","1290559"
"359","417","30","999","1294984"
"360","418","30","999","1299409"
"361","419","30","999","1303834"
"362","420","30","999","1308259"
"363","421","30","999","1312684"
"364","422","30","999","1317109"
"365","423","30","999","1321534"
"366","424","30","999","1325959"
"367","425","30","999","1330384"
"368","426","30","999","1334809"
"369","427","30","999","1339234"
"370","428","30","999","1343659"
"371","429","30","999","1348084"
"372","430","30","999","1352509"
"373","431","30","999","1356934"
"374","432","30","999","1361359"
