bb3a6074fd2310cd9824153e69e4753196d17f512e0a98e857f3ec2ed51eaedc,98e972bb266ba8d481169b6d772a969e79f46d5426617e6c8d5b45c2b7c1bd0c,806f851e929ab7f3ed4b3a7f47441dce4c33cb0fd10c82d273b169b41532609d,276734db36ff08fd2d0598ea4f1384a67aa1d7f75fe54e25b57d35ce6ca18044,4f0b5b4a607150c8e6a3a98e3172c5753e2272c77c8a532313269c370d58434b,fbc3bc37bb8d3a91ef2ef166a0dadee44513d3f0f72d251f4601784519440806,05f5a8f77a3d9c1eb8439ca43d04786b0cf6dc7b2222517a01536c19c25492f1,6f98f033a789cc76a83956fbd69bb81aaf2c96c4943215c2c1ee4bc49fd9a334,ef315d5ada4e76fa86ad6fb67d30a19d94f027c5ed03aa76436769d3335f22da,2e712aca4f4b6ecf3244736ce7eaeb68fa825d21ab827f62585fd8f1fec4be28,292aeb5dc8e82ce24e0a8e6fa1fe50f03b1b9a0cb27ecc1621c16a3ca8debac0,8916e34ebc3bceec87fae47ea16ad39f502199f7421f0b84d345d330a12bad50,0435ee8804c63c9d1d733b6ce6737ef106bcebe7656253c87e1e7b94ebfa2517,30a615a293ce3d23935dbd8dee5bbbdb04e7b5132fdedfd8de193402e8197a8c,bc14cceccd5289ac5e153a21fe412ff55b9f157ca17048d71327b589d507b9d9,3c11044c87fa08e2fc72ba990ad3551e14c156571eb999fc06ad6e716c138f8b,60f4da212983527a0600c1f54631046b3d0d4863cba2a6fc5ecbf50b60dbdd12,9021d22405e7d390bf372baab33d998c6f0706aa1a170fd779b644c1880d9f38,eaa6ce4463af64e2126ae38639c671315282a31ac84d78dc58177739f7df0755,b7337bdd86547dce4872c031ffcd5a66be5271bb0198bb88b7922faefb81fdd1,a62142367b6fe74e1996c13a5466b49b824ffb15b98b16cec042f4c12491d48b,30b2fd7c29cd3de5ff9dae111a6c08ff9f7b989f466b1c6587fe2f354fe03a21
"10420212","8","6114","104","完成中篇活動冒險 N-3","2","1","91002","1","2","22002","601","0","202","30","2026/06/07 16:00:00","20212","0","1","9003","0","12"
"10420213","8","6114","104","完成中篇活動冒險 N-4","2","1","91002","1","2","22002","601","0","202","30","2026/06/07 16:00:00","20213","0","1","9003","0","13"
"10420214","8","6114","104","完成中篇活動冒險 N-5","2","1","91002","1","2","22002","601","0","202","30","2026/06/07 16:00:00","20214","0","1","9003","0","14"
"10420215","8","6114","104","完成中篇活動冒險 N-6","2","1","91002","1","2","22002","601","0","202","30","2026/06/07 16:00:00","20215","0","1","9003","0","15"
"10420216","8","6114","104","完成中篇活動冒險 H-1","2","1","91002","1","2","22002","601","0","202","60","2026/06/07 16:00:00","20216","0","3","9003","0","16"
"10420217","8","6114","104","完成中篇活動冒險 H-2","2","1","91002","1","2","22002","601","0","202","60","2026/06/07 16:00:00","20217","0","3","9003","0","17"
"10420218","8","6114","104","完成後篇活動冒險 N-1","2","1","91002","1","2","22002","601","0","202","30","2026/06/13 16:00:00","20218","0","1","9003","0","18"
"10420219","8","6114","104","完成後篇活動冒險 N-2","2","1","91002","1","2","22002","601","0","202","30","2026/06/13 16:00:00","20219","0","1","9003","0","19"
"10420220","8","6114","104","完成後篇活動冒險 N-3","2","1","91002","1","2","22002","601","0","202","30","2026/06/13 16:00:00","20220","0","1","9003","0","20"
"10420221","8","6114","104","完成後篇活動冒險 N-4","2","1","91002","1","2","22002","601","0","202","30","2026/06/13 16:00:00","20221","0","1","9003","0","21"
"10420222","8","6114","104","完成後篇活動冒險 N-5","2","1","91002","1","2","22002","601","0","202","30","2026/06/13 16:00:00","20222","0","1","9003","0","22"
"10420223","8","6114","104","完成後篇活動冒險 N-6","2","1","91002","1","2","22002","601","0","202","30","2026/06/13 16:00:00","20223","0","1","9003","0","23"
"10420224","8","6114","104","完成後篇活動冒險 N-7","2","1","91002","1","2","22002","601","0","202","30","2026/06/13 16:00:00","20224","0","1","9003","0","24"
"10420225","8","6114","104","完成後篇活動冒險 H-1","2","1","91002","1","2","22002","601","0","202","60","2026/06/13 16:00:00","20225","0","3","9003","0","25"
"10420226","8","6114","104","完成後篇活動冒險 H-2","2","1","91002","1","2","22002","601","0","202","60","2026/06/13 16:00:00","20226","0","3","9003","0","26"
"10420301","8","6115","104","通過前篇Boss戰（SCENARIO）","2","1","91002","1","2","90005","601","94002","203","50","2026/06/01 16:00:00","20301","12","10","9019","750000","1"
"10420401","8","6115","104","通過後篇Boss戰（SCENARIO）","2","1","91002","1","2","90005","601","94002","204","50","2026/06/13 16:00:00","20401","12","10","9028","750000","1"
"10430101","8","6116","104","通過前篇Boss戰（SPECIAL）的MODE1","2","1","91002","1","3","62001","601","0","301","50","2026/06/01 16:00:00","30101","0","200","9016","0","1"
"10430201","8","6116","104","通過前篇Boss戰（SPECIAL）的MODE2","2","1","91002","1","3","62001","601","0","302","50","2026/06/01 16:00:00","30201","0","200","9016","0","2"
"10430301","8","6116","104","通過前篇Boss戰（SPECIAL）","12","1","91002","1","3","94002","601","0","303","50","2026/06/01 16:00:00","30301","0","150000","9016","0","3"
"10430401","8","6116","104","挑戰次數5次以內通過前篇Boss戰（SPECIAL）","0","1","91002","1","3","0","601","0","304","250","2026/06/01 16:00:00","30401","0","0","9015","0","5"
"10430501","12","6117","104","通過前篇Boss戰（SPECIAL+）的MODE1","0","1","94002","1","3","0","601","0","305","400000","2026/06/01 16:00:00","30501","0","0","9026","0","1"
"10430601","12","6117","104","通過前篇Boss戰（SPECIAL+）的MODE2","0","1","94002","1","3","0","601","0","306","500000","2026/06/01 16:00:00","30601","0","0","9026","0","2"
"10430701","4","6117","104","挑戰次數5次以內通過前篇Boss戰（SPECIAL+）","12","1","140001","1","3","94002","601","0","307","30","2026/06/01 16:00:00","30701","0","1000000","9027","0","5"
"10430801","8","6116","104","通過後篇Boss戰（SPECIAL）的MODE1","2","1","91002","1","3","62001","601","0","308","50","2026/06/13 16:00:00","30801","0","200","9029","0","1"
"10430901","8","6116","104","通過後篇Boss戰（SPECIAL）的MODE2","2","1","91002","1","3","62001","601","0","309","50","2026/06/13 16:00:00","30901","0","200","9029","0","2"
"10431001","8","6116","104","通過後篇Boss戰（SPECIAL）","12","1","91002","1","3","94002","601","0","310","50","2026/06/13 16:00:00","31001","0","150000","9029","0","3"
"10431101","8","6116","104","挑戰次數5次以內通過後篇Boss戰（SPECIAL）","0","1","91002","1","3","0","601","0","311","250","2026/06/13 16:00:00","31101","0","0","9030","0","5"
"10431201","12","6117","104","通過後篇Boss戰（SPECIAL+）的MODE1","0","1","94002","1","3","0","601","0","312","400000","2026/06/13 16:00:00","31201","0","0","9031","0","1"
"10431301","12","6117","104","通過後篇Boss戰（SPECIAL+）的MODE2","0","1","94002","1","3","0","601","0","313","500000","2026/06/13 16:00:00","31301","0","0","9031","0","2"
"10431401","4","6117","104","挑戰次數5次以內通過後篇Boss戰（SPECIAL+）","12","1","140001","1","3","94002","601","0","314","30","2026/06/13 16:00:00","31401","0","1000000","9032","0","5"
"10510101","2","6114","105","完成1次活動冒險","0","1","62001","1","1","0","601","0","101","10","2026/07/01 16:00:00","10101","0","0","9004","0","0"
"10520101","2","6113","105","閱覽活動劇情序幕","12","1","62001","2","2","94002","601","0","201","50","2026/07/01 16:00:00","20101","0","100000","9002","0","1"
"10520102","2","6113","105","閱覽活動劇情 第1話","12","1","62001","2","2","94002","601","0","201","50","2026/07/01 16:00:00","20102","0","100000","9002","0","2"
"10520103","2","6113","105","閱覽活動劇情 第2話","12","1","62001","2","2","94002","601","0","201","50","2026/07/01 16:00:00","20103","0","100000","9002","0","3"
"10520104","2","6113","105","閱覽活動劇情 第3話","12","1","62001","2","2","94002","601","0","201","50","2026/07/01 16:00:00","20104","0","100000","9002","0","4"
"10520105","2","6113","105","閱覽活動劇情 第4話","12","1","62001","2","2","94002","601","0","201","50","2026/07/01 16:00:00","20105","0","100000","9002","0","5"
"10520106","2","6113","105","閱覽活動劇情 第5話","12","1","62001","2","2","94002","601","0","201","50","2026/07/01 16:00:00","20106","0","100000","9002","0","6"
"10520107","2","6113","105","閱覽活動劇情 第6話","12","1","62001","2","2","94002","601","0","201","50","2026/07/01 16:00:00","20107","0","100000","9002","0","7"
"10520108","2","6113","105","閱覽活動劇情終幕","12","1","62001","2","2","94002","601","0","201","50","2026/07/01 16:00:00","20108","0","100000","9002","0","8"
"10520201","8","6114","105","完成活動冒險 N-1","2","1","91002","1","2","22002","601","0","202","30","2026/07/01 16:00:00","20201","0","1","9003","0","1"
"10520202","8","6114","105","完成活動冒險 N-2","2","1","91002","1","2","22002","601","25201","202","30","2026/07/01 16:00:00","20202","2","1","9003","15","2"
"10520203","8","6114","105","完成活動冒險 N-3","2","1","91002","1","2","22002","601","25203","202","30","2026/07/01 16:00:00","20203","2","1","9003","15","3"
"10520204","8","6114","105","完成活動冒險 N-4","2","1","91002","1","2","22002","601","25205","202","30","2026/07/01 16:00:00","20204","2","1","9003","15","4"
"10520205","8","6114","105","完成活動冒險 N-5","2","1","91002","1","2","22002","601","25201","202","30","2026/07/01 16:00:00","20205","2","1","9003","15","5"
"10520206","8","6114","105","完成活動冒險 N-6","2","1","91002","1","2","22002","601","25203","202","30","2026/07/01 16:00:00","20206","2","1","9003","15","6"
"10520207","8","6114","105","完成活動冒險 N-7","2","1","91002","1","2","22002","601","25205","202","30","2026/07/01 16:00:00","20207","2","1","9003","15","7"
"10520208","8","6114","105","完成活動冒險 N-8","2","1","91002","1","2","22002","601","25201","202","30","2026/07/01 16:00:00","20208","2","1","9003","20","8"
"10520209","8","6114","105","完成活動冒險 N-9","2","1","91002","1","2","22002","601","25203","202","30","2026/07/01 16:00:00","20209","2","1","9003","20","9"
"10520210","8","6114","105","完成活動冒險 N-10","2","1","91002","1","2","22002","601","25205","202","30","2026/07/01 16:00:00","20210","2","1","9003","20","10"
"10520211","8","6114","105","完成活動冒險 H-1","2","1","91002","1","2","22002","601","25202","202","60","2026/07/01 16:00:00","20211","2","3","9003","30","11"
"10520212","8","6114","105","完成活動冒險 H-2","2","1","91002","1","2","22002","601","25204","202","60","2026/07/01 16:00:00","20212","2","3","9003","20","12"
"10520213","8","6114","105","完成活動冒險 H-3","2","1","91002","1","2","22002","601","25206","202","60","2026/07/01 16:00:00","20213","2","3","9003","5","13"
"10520301","8","6115","105","通過Boss戰（SCENARIO）","2","1","91002","1","2","90005","601","94002","203","50","2026/07/01 16:00:00","20301","12","10","9019","750000","1"
"10530101","8","6116","105","通過Boss戰（SPECIAL）的MODE1","2","1","91002","1","3","62001","601","25201","301","50","2026/07/01 16:00:00","30101","2","200","9016","40","1"
"10530201","8","6116","105","通過Boss戰（SPECIAL）的MODE2","2","1","91002","1","3","62001","601","25203","302","50","2026/07/01 16:00:00","30201","2","200","9016","40","2"
"10530301","8","6116","105","通過Boss戰（SPECIAL）","12","1","91002","1","3","94002","601","25205","303","50","2026/07/01 16:00:00","30301","2","150000","9016","40","3"
"10530401","8","6116","105","挑戰次數5次以內通過Boss戰（SPECIAL）","2","1","91002","1","3","25202","601","0","304","250","2026/07/01 16:00:00","30401","0","40","9015","0","5"
"10530501","12","6117","105","通過Boss戰（SPECIAL+）的MODE1","0","1","94002","1","3","0","601","0","305","500000","2026/07/01 16:00:00","30501","0","0","9026","0","1"
"10530601","12","6117","105","通過Boss戰（SPECIAL+）的MODE2","0","1","94002","1","3","0","601","0","306","500000","2026/07/01 16:00:00","30601","0","0","9026","0","2"
"10530701","2","6117","105","挑戰次數5次以內通過Boss戰（SPECIAL+）","12","1","25206","1","3","94002","601","0","307","5","2026/07/01 16:00:00","30701","0","1000000","9027","0","5"
"10610101","2","6114","106","完成1次活動冒險","0","1","62001","1","1","0","601","0","101","10","2026/09/01 16:00:00","10101","0","0","9004","0","0"
"10620101","2","6113","106","閱覽活動劇情序幕","12","1","62001","2","2","94002","601","0","201","50","2026/09/01 16:00:00","20101","0","100000","9002","0","1"
"10620102","2","6113","106","閱覽活動劇情 第1話","12","1","62001","2","2","94002","601","0","201","50","2026/09/01 16:00:00","20102","0","100000","9002","0","2"
"10620103","2","6113","106","閱覽活動劇情 第1話R","12","1","62001","2","2","94002","601","0","201","50","2026/09/01 16:00:00","20103","0","100000","9002","0","3"
"10620104","2","6113","106","閱覽活動劇情 第2話","12","1","62001","2","2","94002","601","0","201","50","2026/09/01 16:00:00","20104","0","100000","9002","0","4"
"10620105","2","6113","106","閱覽活動劇情 第3話","12","1","62001","2","2","94002","601","0","201","50","2026/09/01 16:00:00","20105","0","100000","9002","0","5"
"10620106","2","6113","106","閱覽活動劇情 第4話","12","1","62001","2","2","94002","601","0","201","50","2026/09/01 16:00:00","20106","0","100000","9002","0","6"
"10620107","2","6113","106","閱覽活動劇情 第5話","12","1","62001","2","2","94002","601","0","201","50","2026/09/01 16:00:00","20107","0","100000","9002","0","7"
"10620108","2","6113","106","閱覽活動劇情 第6話","12","1","62001","2","2","94002","601","0","201","50","2026/09/01 16:00:00","20108","0","100000","9002","0","8"
"10620109","2","6113","106","閱覽活動劇情終幕","12","1","62001","2","2","94002","601","0","201","50","2026/09/01 16:00:00","20109","0","100000","9002","0","9"
"10620201","8","6114","106","完成活動冒險 N-1","2","1","91002","1","2","22002","601","0","202","30","2026/09/01 16:00:00","20201","0","1","9003","0","1"
"10620202","8","6114","106","完成活動冒險 N-2","2","1","91002","1","2","22002","601","25201","202","30","2026/09/01 16:00:00","20202","2","1","9003","15","2"
"10620203","8","6114","106","完成活動冒險 N-3","2","1","91002","1","2","22002","601","25203","202","30","2026/09/01 16:00:00","20203","2","1","9003","15","3"
"10620204","8","6114","106","完成活動冒險 N-4","2","1","91002","1","2","22002","601","25205","202","30","2026/09/01 16:00:00","20204","2","1","9003","15","4"
"10620205","8","6114","106","完成活動冒險 N-5","2","1","91002","1","2","22002","601","25201","202","30","2026/09/01 16:00:00","20205","2","1","9003","15","5"
"10620206","8","6114","106","完成活動冒險 N-6","2","1","91002","1","2","22002","601","25203","202","30","2026/09/01 16:00:00","20206","2","1","9003","15","6"
"10620207","8","6114","106","完成活動冒險 N-7","2","1","91002","1","2","22002","601","25205","202","30","2026/09/01 16:00:00","20207","2","1","9003","15","7"
"10620208","8","6114","106","完成活動冒險 N-8","2","1","91002","1","2","22002","601","25201","202","30","2026/09/01 16:00:00","20208","2","1","9003","20","8"
"10620209","8","6114","106","完成活動冒險 N-9","2","1","91002","1","2","22002","601","25203","202","30","2026/09/01 16:00:00","20209","2","1","9003","20","9"
"10620210","8","6114","106","完成活動冒險 N-10","2","1","91002","1","2","22002","601","25205","202","30","2026/09/01 16:00:00","20210","2","1","9003","20","10"
"10620211","8","6114","106","完成活動冒險 H-1","2","1","91002","1","2","22002","601","25202","202","60","2026/09/01 16:00:00","20211","2","3","9003","30","11"
"10620212","8","6114","106","完成活動冒險 H-2","2","1","91002","1","2","22002","601","25204","202","60","2026/09/01 16:00:00","20212","2","3","9003","20","12"
"10620213","8","6114","106","完成活動冒險 H-3","2","1","91002","1","2","22002","601","25206","202","60","2026/09/01 16:00:00","20213","2","3","9003","5","13"
"10620301","8","6115","106","通過Boss戰（SCENARIO）","2","1","91002","1","2","90005","601","94002","203","50","2026/09/01 16:00:00","20301","12","10","9019","750000","1"
"10630101","8","6116","106","通過Boss戰（SPECIAL）的MODE1","2","1","91002","1","3","62001","601","25201","301","50","2026/09/01 16:00:00","30101","2","200","9016","40","1"
"10630201","8","6116","106","通過Boss戰（SPECIAL）的MODE2","2","1","91002","1","3","62001","601","25203","302","50","2026/09/01 16:00:00","30201","2","200","9016","40","2"
"10630301","8","6116","106","通過Boss戰（SPECIAL）","12","1","91002","1","3","94002","601","25205","303","50","2026/09/01 16:00:00","30301","2","150000","9016","40","3"
"10630401","8","6116","106","挑戰次數5次以內通過Boss戰（SPECIAL）","2","1","91002","1","3","25202","601","0","304","250","2026/09/01 16:00:00","30401","0","40","9015","0","5"
"10630501","12","6117","106","通過Boss戰（SPECIAL+）的MODE1","0","1","94002","1","3","0","601","0","305","500000","2026/09/01 16:00:00","30501","0","0","9026","0","1"
"10630601","12","6117","106","通過Boss戰（SPECIAL+）的MODE2","0","1","94002","1","3","0","601","0","306","500000","2026/09/01 16:00:00","30601","0","0","9026","0","2"
"10630701","2","6117","106","挑戰次數5次以內通過Boss戰（SPECIAL+）","12","1","25206","1","3","94002","601","0","307","5","2026/09/01 16:00:00","30701","0","1000000","9027","0","5"
"20110101","2","7114","201","完成1次活動冒險","0","1","62001","1","1","0","601","0","101","10","2026/08/11 16:00:00","10101","0","0","9004","0","0"
"20120201","8","7114","201","完成前篇活動冒險 N-1","2","1","91002","1","2","22002","601","0","202","30","2026/08/11 16:00:00","20201","0","1","9003","0","1"
"20120202","8","7114","201","完成前篇活動冒險 N-2","2","1","91002","1","2","22002","601","0","202","30","2026/08/11 16:00:00","20202","0","1","9003","0","2"
"20120203","8","7114","201","完成前篇活動冒險 N-3","2","1","91002","1","2","22002","601","0","202","30","2026/08/11 16:00:00","20203","0","1","9003","0","3"
"20120204","8","7114","201","完成前篇活動冒險 N-4","2","1","91002","1","2","22002","601","0","202","30","2026/08/11 16:00:00","20204","0","1","9003","0","4"
"20120205","8","7114","201","完成前篇活動冒險 N-5","2","1","91002","1","2","22002","601","0","202","30","2026/08/11 16:00:00","20205","0","1","9003","0","5"
"20120206","8","7114","201","完成前篇活動冒險 N-6","2","1","91002","1","2","22002","601","0","202","30","2026/08/11 16:00:00","20206","0","1","9003","0","6"
"20120207","8","7114","201","完成前篇活動冒險 N-7","2","1","91002","1","2","22002","601","0","202","30","2026/08/11 16:00:00","20207","0","1","9003","0","7"
"20120208","8","7114","201","完成前篇活動冒險 N-8","2","1","91002","1","2","22002","601","0","202","30","2026/08/11 16:00:00","20208","0","1","9003","0","8"
"20120209","8","7114","201","完成前篇活動冒險 N-9","2","1","91002","1","2","22002","601","0","202","30","2026/08/11 16:00:00","20209","0","1","9003","0","9"
"20120210","8","7114","201","完成前篇活動冒險 N-10","2","1","91002","1","2","22002","601","0","202","30","2026/08/11 16:00:00","20210","0","1","9003","0","10"
"20120211","8","7114","201","完成前篇活動冒險 H-1","2","1","91002","1","2","22002","601","0","202","60","2026/08/11 16:00:00","20211","0","3","9003","0","11"
"20120212","8","7114","201","完成前篇活動冒險 H-2","2","1","91002","1","2","22002","601","0","202","60","2026/08/11 16:00:00","20212","0","3","9003","0","12"
"20120213","8","7114","201","完成前篇活動冒險 H-3","2","1","91002","1","2","22002","601","0","202","60","2026/08/11 16:00:00","20213","0","3","9003","0","13"
"20120214","8","7114","201","完成後篇活動冒險 N-1","2","1","91002","1","2","22002","601","0","202","30","2026/08/11 16:00:00","20214","0","1","9003","0","14"
"20120215","8","7114","201","完成後篇活動冒險 N-2","2","1","91002","1","2","22002","601","0","202","30","2026/08/11 16:00:00","20215","0","1","9003","0","15"
"20120216","8","7114","201","完成後篇活動冒險 N-3","2","1","91002","1","2","22002","601","0","202","30","2026/08/11 16:00:00","20216","0","1","9003","0","16"
"20120217","8","7114","201","完成後篇活動冒險 N-4","2","1","91002","1","2","22002","601","0","202","30","2026/08/11 16:00:00","20217","0","1","9003","0","17"
"20120218","8","7114","201","完成後篇活動冒險 N-5","2","1","91002","1","2","22002","601","0","202","30","2026/08/11 16:00:00","20218","0","1","9003","0","18"
"20120219","8","7114","201","完成後篇活動冒險 N-6","2","1","91002","1","2","22002","601","0","202","30","2026/08/11 16:00:00","20219","0","1","9003","0","19"
"20120220","8","7114","201","完成後篇活動冒險 N-7","2","1","91002","1","2","22002","601","0","202","30","2026/08/11 16:00:00","20220","0","1","9003","0","20"
"20120221","8","7114","201","完成後篇活動冒險 N-8","2","1","91002","1","2","22002","601","0","202","30","2026/08/11 16:00:00","20221","0","1","9003","0","21"
"20120222","8","7114","201","完成後篇活動冒險 N-9","2","1","91002","1","2","22002","601","0","202","30","2026/08/11 16:00:00","20222","0","1","9003","0","22"
"20120223","8","7114","201","完成後篇活動冒險 N-10","2","1","91002","1","2","22002","601","0","202","30","2026/08/11 16:00:00","20223","0","1","9003","0","23"
"20120224","8","7114","201","完成後篇活動冒險 H-1","2","1","91002","1","2","22002","601","0","202","60","2026/08/11 16:00:00","20224","0","3","9003","0","24"
"20120225","8","7114","201","完成後篇活動冒險 H-2","2","1","91002","1","2","22002","601","0","202","60","2026/08/11 16:00:00","20225","0","3","9003","0","25"
"20120226","8","7114","201","完成後篇活動冒險 H-3","2","1","91002","1","2","22002","601","0","202","60","2026/08/11 16:00:00","20226","0","3","9003","0","26"
"20120301","8","7115","201","通過前篇Boss戰（SCENARIO）","2","1","91002","1","2","90005","601","94002","203","50","2026/08/11 16:00:00","20301","12","10","9019","750000","1"
"20120401","8","7115","201","通過後篇Boss戰（SCENARIO）","2","1","91002","1","2","90005","601","94002","204","50","2026/08/11 16:00:00","20401","12","10","9028","750000","1"
"20130101","8","7116","201","通過前篇Boss戰（SPECIAL）的MODE1","2","1","91002","1","3","62001","601","25201","301","50","2026/08/11 16:00:00","30101","2","200","9016","20","1"
"20130201","8","7116","201","通過前篇Boss戰（SPECIAL）的MODE2","2","1","91002","1","3","62001","601","25203","302","50","2026/08/11 16:00:00","30201","2","200","9016","20","2"
"20130301","8","7116","201","通過前篇Boss戰（SPECIAL）","12","1","91002","1","3","94002","601","25205","303","50","2026/08/11 16:00:00","30301","2","150000","9016","20","3"
"20130401","8","7116","201","挑戰次數5次以內通過前篇Boss戰（SPECIAL）","2","1","91002","1","3","25206","601","90005","304","250","2026/08/11 16:00:00","30401","2","5","9015","10","5"
"20130801","8","7116","201","通過後篇Boss戰（SPECIAL）的MODE1","2","1","91002","1","3","62001","601","25201","308","50","2026/08/11 16:00:00","30801","2","200","9029","20","1"
"20130901","8","7116","201","通過後篇Boss戰（SPECIAL）的MODE2","2","1","91002","1","3","62001","601","25203","309","50","2026/08/11 16:00:00","30901","2","200","9029","20","2"
"20131001","8","7116","201","通過後篇Boss戰（SPECIAL）","12","1","91002","1","3","94002","601","25205","310","50","2026/08/11 16:00:00","31001","2","150000","9029","20","3"
"20131101","8","7116","201","挑戰次數5次以內通過後篇Boss戰（SPECIAL）","2","1","91002","1","3","25206","601","90005","311","250","2026/08/11 16:00:00","31101","2","5","9030","10","5"
"20210101","2","6114","202","完成1次活動冒險","0","1","62001","1","1","0","601","0","101","10","2026/09/18 16:00:00","10101","0","0","9004","0","0"
"20220201","8","6114","202","完成活動冒險 N-1","2","1","91002","1","2","22002","601","0","202","30","2026/09/18 16:00:00","20201","0","1","9003","0","1"
"20220202","8","6114","202","完成活動冒險 N-2","2","1","91002","1","2","22002","601","0","202","30","2026/09/18 16:00:00","20202","0","1","9003","0","2"
"20220203","8","6114","202","完成活動冒險 N-3","2","1","91002","1","2","22002","601","0","202","30","2026/09/18 16:00:00","20203","0","1","9003","0","3"
"20220204","8","6114","202","完成活動冒險 N-4","2","1","91002","1","2","22002","601","0","202","30","2026/09/18 16:00:00","20204","0","1","9003","0","4"
"20220205","8","6114","202","完成活動冒險 N-5","2","1","91002","1","2","22002","601","0","202","30","2026/09/18 16:00:00","20205","0","1","9003","0","5"
"20220206","8","6114","202","完成活動冒險 N-6","2","1","91002","1","2","22002","601","0","202","30","2026/09/18 16:00:00","20206","0","1","9003","0","6"
"20220207","8","6114","202","完成活動冒險 N-7","2","1","91002","1","2","22002","601","0","202","30","2026/09/18 16:00:00","20207","0","1","9003","0","7"
"20220208","8","6114","202","完成活動冒險 N-8","2","1","91002","1","2","22002","601","0","202","30","2026/09/18 16:00:00","20208","0","1","9003","0","8"
"20220209","8","6114","202","完成活動冒險 N-9","2","1","91002","1","2","22002","601","0","202","30","2026/09/18 16:00:00","20209","0","1","9003","0","9"
"20220210","8","6114","202","完成活動冒險 N-10","2","1","91002","1","2","22002","601","0","202","30","2026/09/18 16:00:00","20210","0","1","9003","0","10"
"20220211","8","6114","202","完成活動冒險 H-1","2","1","91002","1","2","22002","601","0","202","60","2026/09/18 16:00:00","20211","0","3","9003","0","11"
"20220212","8","6114","202","完成活動冒險 H-2","2","1","91002","1","2","22002","601","0","202","60","2026/09/18 16:00:00","20212","0","3","9003","0","12"
"20220213","8","6114","202","完成活動冒險 H-3","2","1","91002","1","2","22002","601","0","202","60","2026/09/18 16:00:00","20213","0","3","9003","0","13"
"20220301","8","6115","202","通過Boss戰（SCENARIO）","2","1","91002","1","2","90005","601","94002","203","50","2026/09/18 16:00:00","20301","12","10","9019","750000","1"
"20230101","8","6116","202","通過Boss戰（SPECIAL）的MODE1","2","1","91002","1","3","62001","601","25201","301","50","2026/09/18 16:00:00","30101","2","200","9016","20","1"
"20230201","8","6116","202","通過Boss戰（SPECIAL）的MODE2","2","1","91002","1","3","62001","601","25203","302","50","2026/09/18 16:00:00","30201","2","200","9016","20","2"
"20230301","8","6116","202","通過Boss戰（SPECIAL）","12","1","91002","1","3","94002","601","25205","303","50","2026/09/18 16:00:00","30301","2","150000","9016","20","3"
"20230401","8","6116","202","挑戰次數5次以內通過Boss戰（SPECIAL）","2","1","91002","1","3","25206","601","90005","304","250","2026/09/18 16:00:00","30401","2","5","9015","10","5"
