5f9ae853b519d6b5685b8480e4777a111a83176fc69b49943bb3ad47b6c70561,7ea1461ef0defb8718075f773f786ce0460cf604d9242799e9e8edb66878dbf6,abd05a45fc86185a6ecbc647486668895a75da02dcc89890ddc7800920c0ccce,21c4218b5f7307268ca3ed1b2cdde06639af3bd64d0bf86badb28ddc10ebb3dd,7a18050ecb67204d663a435ab4743450249267879f6505e2b4c2bc97592626cc,c9dee7e29e6ab928ecd95e78625177e200953052c324e19ddbd58358e1e28027,12e5b64df69230a3ae3884f6ec3579aeded5a312b0784d3412b8e7d7a72c4154,3b1614c946d149ca590e2489f8a52866763cf2fb920954fbacca05c51c733957,1bb799f01fdc02203fc934a098cc0780171f5074c23bc540d304f33a1d185fbc,17c6af0ee68a62872177dec9eb49f651e8bdff01acbc7db24acfc27c095f23df,7430be72b85817120a57bd325a9b283b9ba28bb36e49cd50af9b08d4d4b6d377,b1549831b0e6cf5b4dcd640e92690aea2f16c880b66844d67e51ba13be69f67a,0c528954d5b2f3e01088e2cd98d17eff26d171e907340751745c13e34cef8928,34a0ad04a0002b2d805015cdd94b861eca75a151ae332e89049d4fbd92194af5,a2db4ed608660c88a3c6ab3988f882613eef7c658de85cee4c144acb10c1d298,282111374b2e0932d7dd832ffdcab7de4efb7ef0ac3ed445755f57f3f28f42df,3f6e0f262b18c3ca9dafdce1e26a63bc7757e1d59c32b3adfeb734f821aa8178,c1746f97b6e99248046726772dd6c3c5e595ffd1b1e191157752fd0a8a7ef30c,2e15072de2e8d4b45c0fbcf7134e67ad63c18940c27578082d9b6dd7c1d19d0b,1eafa7588f14577cdc26fb9357875350e5b2f27c2d9736a862c93233187550c7,d5bd57cd828dc8ce1bdb24beb700ff9bcce06804394e3ea82ef0218f8ff052c0,576a79bd216b2eca2a1748c2b0055657c4f52568e534ba5f4acf8418d3ac99e5,c7d764a0db9b2fecbd08bd0e8f16f41448c8fa862b3dcd22ee61ad6e478885af,8bb04bebf1908e398b57024cc829c957acb256fe4f151551019e4529980b0d85,f0035fbb223fc090ce170b08a24d52432eb3d28d9d9cb229a1ed0d5fb85365c0,380e1ca67550cfaa49f2504cfb1bef2394011d79d4901b48be554f7a5459f96c,b5735d2576b09f393e057cf4a1f6d5abf0f83149eb8f4f6a9521e52fec6164d6,662ac5563307645df81431bd1f485dd4a41f921f6a483821bd2467c5ea7206bf,58139338afe8708682953ab736b62f91c6b94d82911eed23efb3477b4ce1a692,ee38371b319d85321e943607583dd2b43ebdc098ea55ea926190642919577456,f75f598c2bed57f0da1a507034b7c744449c670bb3846aeb126743bb784b43ae,122c793d80e271f999a0d114eacd658fc15ff9f3905702907474c6537199cae8,ab2c85a26d1f65304cd58d0cd1661c784a2663039cffb5b9745dd37795ef5435,862e885a2e5c913cffeb7ab1f8f781531b878f617a01a4e5e68deeeb684da30b,c45935ce919b034ee2f23a5cf5b9f03699fa11d2eee699e5f8c38d9648194186
"610201036","20","20","600120022","62001","94002","bgm_M41","10201101","610201034","10201","90","0","103611","bgm_M41","112001","0","前篇活動冒險 H-2","3","300","103613","610201035","20","112011","600380122","103612","112001","2","20001","10201102","12","600420022","90007","600140022","103611","23001"
"610201039","20","20","600380123","62001","94002","bgm_M41","10201102","610201037","10201","90","0","103611","bgm_M41","112001","0","前篇活動冒險 H-3","3","300","103613","610201038","20","112011","600220023","103612","112001","2","20001","10201103","13","600240023","90007","600150023","103611","23001"
"610201003","10","10","600050001","62001","94002","bgm_M41","10201103","610201001","10201","90","2025/02/06 12:00:00","103611","bgm_M41","111001","0","後篇活動冒險 N-1","0","150","103613","610201002","10","111011","600380001","103612","111001","1","20001","10201201","14","600420001","90007","600230001","103611","23001"
"610201006","10","10","600290103","62001","94002","bgm_M41","10201201","610201004","10201","90","2025/02/06 12:00:00","103611","bgm_M41","111001","0","後篇活動冒險 N-2","0","150","103613","610201005","10","111011","600380102","103612","111001","1","20001","10201202","15","600340003","90007","600160003","103611","23001"
"610201009","10","10","600380103","62001","94002","bgm_M41","10201202","610201007","10201","90","2025/02/06 12:00:00","103611","bgm_M41","111001","0","後篇活動冒險 N-3","0","150","103613","610201008","10","111011","600270004","103612","111001","1","20001","10201203","16","600420004","90007","600160004","103611","23001"
"610201012","10","10","600330008","62001","94002","bgm_M41","10201203","610201010","10201","90","2025/02/06 12:00:00","103611","bgm_M41","111001","0","後篇活動冒險 N-4","0","150","103613","610201011","10","111011","600290210","103612","111001","1","20001","10201204","17","600250010","90007","600130110","103611","23001"
"610201015","10","10","600210111","62001","94002","bgm_M41","10201204","610201013","10201","90","2025/02/06 12:00:00","103611","bgm_M41","111001","0","後篇活動冒險 N-5","0","150","103613","610201014","10","111012","600030011","103612","111001","1","20001","10201205","18","600040010","90007","600100011","103611","23001"
"610201018","10","10","600050012","62001","94002","bgm_M41","10201205","610201016","10201","90","2025/02/06 12:00:00","103611","bgm_M41","111001","0","後篇活動冒險 N-6","0","150","103613","610201017","10","111011","600380012","103612","111001","1","20001","10201206","19","600420013","90007","600230013","103611","23001"
"610201021","10","10","600290114","62001","94002","bgm_M41","10201206","610201019","10201","90","2025/02/06 12:00:00","103611","bgm_M41","111001","0","後篇活動冒險 N-7","0","150","103613","610201020","10","111011","600380113","103612","111001","1","20001","10201207","20","600340014","90007","600160014","103611","23001"
"610201024","10","10","600380115","62001","94002","bgm_M41","10201207","610201022","10201","90","2025/02/06 12:00:00","103611","bgm_M41","111001","0","後篇活動冒險 N-8","0","150","103613","610201023","10","111011","600270016","103612","111001","1","20001","10201208","21","600420016","90007","600160016","103611","23001"
"610201027","10","10","600330015","62001","94002","bgm_M41","10201208","610201025","10201","90","2025/02/06 12:00:00","103611","bgm_M41","111001","0","後篇活動冒險 N-9","0","150","103613","610201026","10","111011","600290217","103612","111001","1","20001","10201209","22","600250017","90007","600130117","103611","23001"
"610201030","10","10","600210119","62001","94002","bgm_M41","10201209","610201028","10201","90","2025/02/06 12:00:00","103611","bgm_M41","111001","0","後篇活動冒險 N-10","0","150","103613","610201029","10","111012","600030019","103612","111001","1","20001","10201210","23","600040018","90007","600100019","103611","23001"
"610201033","20","20","600050020","62001","94002","bgm_M41","10201210","610201031","10201","90","2025/02/06 12:00:00","103611","bgm_M41","112001","0","後篇活動冒險 H-1","3","300","103613","610201032","20","112011","600040020","103612","112001","2","20001","10201301","24","600020020","90007","600130120","103611","23001"
"610201036","20","20","600120022","62001","94002","bgm_M41","10201301","610201034","10201","90","2025/02/06 12:00:00","103611","bgm_M41","112001","0","後篇活動冒險 H-2","3","300","103613","610201035","20","112011","600380122","103612","112001","2","20001","10201302","25","600420022","90007","600140022","103611","23001"
"610201039","20","20","600380123","62001","94002","bgm_M41","10201302","610201037","10201","90","2025/02/06 12:00:00","103611","bgm_M41","112001","0","後篇活動冒險 H-3","3","300","103613","610201038","20","112011","600220023","103612","112001","2","20001","10201303","26","600240023","90007","600150023","103611","23001"
"610201003","10","10","600050001","62001","94002","bgm_M41","0","610201001","10202","90","0","101831","bgm_M41","111001","0","活動冒險 N-1","0","150","101833","610201002","10","111011","600380001","101832","111001","1","20001","10202001","1","600420001","90007","600230001","101831","23001"
"610201006","10","10","600290103","62001","94002","bgm_M41","10202001","610201004","10202","90","0","101831","bgm_M41","111001","0","活動冒險 N-2","0","150","101833","610201005","10","111011","600380102","101832","111001","1","20001","10202002","2","600340003","90007","600160003","101831","23001"
"610201009","10","10","600380103","62001","94002","bgm_M41","10202002","610201007","10202","90","0","101831","bgm_M41","111001","0","活動冒險 N-3","0","150","101833","610201008","10","111011","600270004","101832","111001","1","20001","10202003","3","600420004","90007","600160004","101831","23001"
"610201012","10","10","600330008","62001","94002","bgm_M41","10202003","610201010","10202","90","0","101831","bgm_M41","111001","0","活動冒險 N-4","0","150","101833","610201011","10","111011","600290210","101832","111001","1","20001","10202004","4","600250010","90007","600130110","101831","23001"
"610201015","10","10","600210111","62001","94002","bgm_M41","10202004","610201013","10202","90","0","101831","bgm_M41","111001","0","活動冒險 N-5","0","150","101833","610201014","10","111012","600030011","101832","111001","1","20001","10202005","5","600040010","90007","600100011","101831","23001"
"610201018","10","10","600050012","62001","94002","bgm_M41","10202005","610201016","10202","90","0","101831","bgm_M41","111001","0","活動冒險 N-6","0","150","101833","610201017","10","111011","600380012","101832","111001","1","20001","10202006","6","600420013","90007","600230013","101831","23001"
"610201021","10","10","600290114","62001","94002","bgm_M41","10202006","610201019","10202","90","0","101831","bgm_M41","111001","0","活動冒險 N-7","0","150","101833","610201020","10","111011","600380113","101832","111001","1","20001","10202007","7","600340014","90007","600160014","101831","23001"
"610201024","10","10","600380115","62001","94002","bgm_M41","10202007","610201022","10202","90","0","101831","bgm_M41","111001","0","活動冒險 N-8","0","150","101833","610201023","10","111011","600270016","101832","111001","1","20001","10202008","8","600420016","90007","600160016","101831","23001"
"610201027","10","10","600330015","62001","94002","bgm_M41","10202008","610201025","10202","90","0","101831","bgm_M41","111001","0","活動冒險 N-9","0","150","101833","610201026","10","111011","600290217","101832","111001","1","20001","10202009","9","600250017","90007","600130117","101831","23001"
"610201030","10","10","600210119","62001","94002","bgm_M41","10202009","610201028","10202","90","0","101831","bgm_M41","111001","0","活動冒險 N-10","0","150","101833","610201029","10","111012","600030019","101832","111001","1","20001","10202010","10","600040018","90007","600100019","101831","23001"
"610201033","20","20","600050020","62001","94002","bgm_M41","10202010","610201031","10202","90","0","101831","bgm_M41","112001","0","活動冒險 H-1","3","300","101833","610201032","20","112011","600040020","101832","112001","2","20001","10202101","11","600020020","90007","600130120","101831","23001"
"610201036","20","20","600120022","62001","94002","bgm_M41","10202101","610201034","10202","90","0","101831","bgm_M41","112001","0","活動冒險 H-2","3","300","101833","610201035","20","112011","600380122","101832","112001","2","20001","10202102","12","600420022","90007","600140022","101831","23001"
"610201039","20","20","600380123","62001","94002","bgm_M41","10202102","610201037","10202","90","0","101831","bgm_M41","112001","0","活動冒險 H-3","3","300","101833","610201038","20","112011","600220023","101832","112001","2","20001","10202103","13","600240023","90007","600150023","101831","23001"
"610201003","10","10","600050001","62001","94002","bgm_M41","0","610201001","10203","90","0","103621","bgm_M41","111001","0","活動冒險 N-1","0","150","103623","610201002","10","111011","600380001","103622","111001","1","20001","10203001","1","600420001","90007","600230001","103621","23001"
"610201006","10","10","600290103","62001","94002","bgm_M41","10203001","610201004","10203","90","0","103621","bgm_M41","111001","0","活動冒險 N-2","0","150","103623","610201005","10","111011","600380102","103622","111001","1","20001","10203002","2","600340003","90007","600160003","103621","23001"
"610201009","10","10","600380103","62001","94002","bgm_M41","10203002","610201007","10203","90","0","103621","bgm_M41","111001","0","活動冒險 N-3","0","150","103623","610201008","10","111011","600270004","103622","111001","1","20001","10203003","3","600420004","90007","600160004","103621","23001"
"610201012","10","10","600330008","62001","94002","bgm_M41","10203003","610201010","10203","90","0","103621","bgm_M41","111001","0","活動冒險 N-4","0","150","103623","610201011","10","111011","600290210","103622","111001","1","20001","10203004","4","600250010","90007","600130110","103621","23001"
"610201015","10","10","600210111","62001","94002","bgm_M41","10203004","610201013","10203","90","0","103621","bgm_M41","111001","0","活動冒險 N-5","0","150","103623","610201014","10","111012","600030011","103622","111001","1","20001","10203005","5","600040010","90007","600100011","103621","23001"
"610201018","10","10","600050012","62001","94002","bgm_M41","10203005","610201016","10203","90","0","103621","bgm_M41","111001","0","活動冒險 N-6","0","150","103623","610201017","10","111011","600380012","103622","111001","1","20001","10203006","6","600420013","90007","600230013","103621","23001"
"610201021","10","10","600290114","62001","94002","bgm_M41","10203006","610201019","10203","90","0","103621","bgm_M41","111001","0","活動冒險 N-7","0","150","103623","610201020","10","111011","600380113","103622","111001","1","20001","10203007","7","600340014","90007","600160014","103621","23001"
"610201024","10","10","600380115","62001","94002","bgm_M41","10203007","610201022","10203","90","0","103621","bgm_M41","111001","0","活動冒險 N-8","0","150","103623","610201023","10","111011","600270016","103622","111001","1","20001","10203008","8","600420016","90007","600160016","103621","23001"
"610201027","10","10","600330015","62001","94002","bgm_M41","10203008","610201025","10203","90","0","103621","bgm_M41","111001","0","活動冒險 N-9","0","150","103623","610201026","10","111011","600290217","103622","111001","1","20001","10203009","9","600250017","90007","600130117","103621","23001"
"610201030","10","10","600210119","62001","94002","bgm_M41","10203009","610201028","10203","90","0","103621","bgm_M41","111001","0","活動冒險 N-10","0","150","103623","610201029","10","111012","600030019","103622","111001","1","20001","10203010","10","600040018","90007","600100019","103621","23001"
"610201033","20","20","600050020","62001","94002","bgm_M41","10203010","610201031","10203","90","0","103621","bgm_M41","112001","0","活動冒險 H-1","3","300","103623","610201032","20","112011","600040020","103622","112001","2","20001","10203101","11","600020020","90007","600130120","103621","23001"
"610201036","20","20","600120022","62001","94002","bgm_M41","10203101","610201034","10203","90","0","103621","bgm_M41","112001","0","活動冒險 H-2","3","300","103623","610201035","20","112011","600380122","103622","112001","2","20001","10203102","12","600420022","90007","600140022","103621","23001"
"610201039","20","20","600380123","62001","94002","bgm_M41","10203102","610201037","10203","90","0","103621","bgm_M41","112001","0","活動冒險 H-3","3","300","103623","610201038","20","112011","600220023","103622","112001","2","20001","10203103","13","600240023","90007","600150023","103621","23001"
"610201003","10","10","600050001","62001","94002","bgm_M41","0","610201001","10204","90","0","101241","bgm_M41","111001","0","活動冒險 N-1","0","150","101243","610201002","10","111011","600380001","101242","111001","1","20001","10204001","1","600420001","90007","600230001","101241","23001"
"610201006","10","10","600290103","62001","94002","bgm_M41","10204001","610201004","10204","90","0","101241","bgm_M41","111001","0","活動冒險 N-2","0","150","101243","610201005","10","111011","600380102","101242","111001","1","20001","10204002","2","600340003","90007","600160003","101241","23001"
"610201009","10","10","600380103","62001","94002","bgm_M41","10204002","610201007","10204","90","0","101241","bgm_M41","111001","0","活動冒險 N-3","0","150","101243","610201008","10","111011","600270004","101242","111001","1","20001","10204003","3","600420004","90007","600160004","101241","23001"
"610201012","10","10","600330008","62001","94002","bgm_M41","10204003","610201010","10204","90","0","101241","bgm_M41","111001","0","活動冒險 N-4","0","150","101243","610201011","10","111011","600290210","101242","111001","1","20001","10204004","4","600250010","90007","600130110","101241","23001"
"610201015","10","10","600210111","62001","94002","bgm_M41","10204004","610201013","10204","90","0","101241","bgm_M41","111001","0","活動冒險 N-5","0","150","101243","610201014","10","111012","600030011","101242","111001","1","20001","10204005","5","600040010","90007","600100011","101241","23001"
"610201018","10","10","600050012","62001","94002","bgm_M41","10204005","610201016","10204","90","0","101241","bgm_M41","111001","0","活動冒險 N-6","0","150","101243","610201017","10","111011","600380012","101242","111001","1","20001","10204006","6","600420013","90007","600230013","101241","23001"
"610201021","10","10","600290114","62001","94002","bgm_M41","10204006","610201019","10204","90","0","101241","bgm_M41","111001","0","活動冒險 N-7","0","150","101243","610201020","10","111011","600380113","101242","111001","1","20001","10204007","7","600340014","90007","600160014","101241","23001"
"610201024","10","10","600380115","62001","94002","bgm_M41","10204007","610201022","10204","90","0","101241","bgm_M41","111001","0","活動冒險 N-8","0","150","101243","610201023","10","111011","600270016","101242","111001","1","20001","10204008","8","600420016","90007","600160016","101241","23001"
"610201027","10","10","600330015","62001","94002","bgm_M41","10204008","610201025","10204","90","0","101241","bgm_M41","111001","0","活動冒險 N-9","0","150","101243","610201026","10","111011","600290217","101242","111001","1","20001","10204009","9","600250017","90007","600130117","101241","23001"
"610201030","10","10","600210119","62001","94002","bgm_M41","10204009","610201028","10204","90","0","101241","bgm_M41","111001","0","活動冒險 N-10","0","150","101243","610201029","10","111012","600030019","101242","111001","1","20001","10204010","10","600040018","90007","600100019","101241","23001"
"610201033","20","20","600050020","62001","94002","bgm_M41","10204010","610201031","10204","90","0","101241","bgm_M41","112001","0","活動冒險 H-1","3","300","101243","610201032","20","112011","600040020","101242","112001","2","20001","10204101","11","600020020","90007","600130120","101241","23001"
"610201036","20","20","600120022","62001","94002","bgm_M41","10204101","610201034","10204","90","0","101241","bgm_M41","112001","0","活動冒險 H-2","3","300","101243","610201035","20","112011","600380122","101242","112001","2","20001","10204102","12","600420022","90007","600140022","101241","23001"
"610201039","20","20","600380123","62001","94002","bgm_M41","10204102","610201037","10204","90","0","101241","bgm_M41","112001","0","活動冒險 H-3","3","300","101243","610201038","20","112011","600220023","101242","112001","2","20001","10204103","13","600240023","90007","600150023","101241","23001"
"610201003","10","10","600050001","62001","94002","bgm_MC086","0","610201001","10205","90","0","103361","bgm_MC086","111001","0","活動冒險 N-1","0","150","103363","610201002","10","111011","600380001","103362","111001","1","20001","10205001","1","600420001","90007","600230001","103361","23001"
"610201006","10","10","600290103","62001","94002","bgm_MC086","10205001","610201004","10205","90","0","103361","bgm_MC086","111001","0","活動冒險 N-2","0","150","103363","610201005","10","111011","600380102","103362","111001","1","20001","10205002","2","600340003","90007","600160003","103361","23001"
"610201009","10","10","600380103","62001","94002","bgm_MC086","10205002","610201007","10205","90","0","103361","bgm_MC086","111001","0","活動冒險 N-3","0","150","103363","610201008","10","111011","600270004","103362","111001","1","20001","10205003","3","600420004","90007","600160004","103361","23001"
"610201012","10","10","600330008","62001","94002","bgm_MC086","10205003","610201010","10205","90","0","103361","bgm_MC086","111001","0","活動冒險 N-4","0","150","103363","610201011","10","111011","600290210","103362","111001","1","20001","10205004","4","600250010","90007","600130110","103361","23001"
"610201015","10","10","600210111","62001","94002","bgm_MC086","10205004","610201013","10205","90","0","103361","bgm_MC086","111001","0","活動冒險 N-5","0","150","103363","610201014","10","111012","600030011","103362","111001","1","20001","10205005","5","600040010","90007","600100011","103361","23001"
"610201018","10","10","600050012","62001","94002","bgm_MC086","10205005","610201016","10205","90","0","103361","bgm_MC086","111001","0","活動冒險 N-6","0","150","103363","610201017","10","111011","600380012","103362","111001","1","20001","10205006","6","600420013","90007","600230013","103361","23001"
"610201021","10","10","600290114","62001","94002","bgm_MC086","10205006","610201019","10205","90","0","103361","bgm_MC086","111001","0","活動冒險 N-7","0","150","103363","610201020","10","111011","600380113","103362","111001","1","20001","10205007","7","600340014","90007","600160014","103361","23001"
"610201024","10","10","600380115","62001","94002","bgm_MC086","10205007","610201022","10205","90","0","103361","bgm_MC086","111001","0","活動冒險 N-8","0","150","103363","610201023","10","111011","600270016","103362","111001","1","20001","10205008","8","600420016","90007","600160016","103361","23001"
"610201027","10","10","600330015","62001","94002","bgm_MC086","10205008","610201025","10205","90","0","103361","bgm_MC086","111001","0","活動冒險 N-9","0","150","103363","610201026","10","111011","600290217","103362","111001","1","20001","10205009","9","600250017","90007","600130117","103361","23001"
"610201030","10","10","600210119","62001","94002","bgm_MC086","10205009","610201028","10205","90","0","103361","bgm_MC086","111001","0","活動冒險 N-10","0","150","103363","610201029","10","111012","600030019","103362","111001","1","20001","10205010","10","600040018","90007","600100019","103361","23001"
"610201033","20","20","600050020","62001","94002","bgm_MC086","10205010","610201031","10205","90","0","103361","bgm_MC086","112001","0","活動冒險 H-1","3","300","103363","610201032","20","112011","600040020","103362","112001","2","20001","10205101","11","600020020","90007","600130120","103361","23001"
"610201036","20","20","600120022","62001","94002","bgm_MC086","10205101","610201034","10205","90","0","103361","bgm_MC086","112001","0","活動冒險 H-2","3","300","103363","610201035","20","112011","600380122","103362","112001","2","20001","10205102","12","600420022","90007","600140022","103361","23001"
"610201039","20","20","600380123","62001","94002","bgm_MC086","10205102","610201037","10205","90","0","103361","bgm_MC086","112001","0","活動冒險 H-3","3","300","103363","610201038","20","112011","600220023","103362","112001","2","20001","10205103","13","600240023","90007","600150023","103361","23001"
"610201003","10","10","600050001","62001","94002","bgm_M41","0","610201001","10206","90","0","102591","bgm_M41","111001","0","活動冒險 N-1","0","150","102593","610201002","10","111011","600380001","102592","111001","1","20001","10206001","1","600420001","90007","600230001","102591","23001"
"610201006","10","10","600290103","62001","94002","bgm_M41","10206001","610201004","10206","90","0","102591","bgm_M41","111001","0","活動冒險 N-2","0","150","102593","610201005","10","111011","600380102","102592","111001","1","20001","10206002","2","600340003","90007","600160003","102591","23001"
"610201009","10","10","600380103","62001","94002","bgm_M41","10206002","610201007","10206","90","0","102591","bgm_M41","111001","0","活動冒險 N-3","0","150","102593","610201008","10","111011","600270004","102592","111001","1","20001","10206003","3","600420004","90007","600160004","102591","23001"
"610201012","10","10","600330008","62001","94002","bgm_M41","10206003","610201010","10206","90","0","102591","bgm_M41","111001","0","活動冒險 N-4","0","150","102593","610201011","10","111011","600290210","102592","111001","1","20001","10206004","4","600250010","90007","600130110","102591","23001"
"610201015","10","10","600210111","62001","94002","bgm_M41","10206004","610201013","10206","90","0","102591","bgm_M41","111001","0","活動冒險 N-5","0","150","102593","610201014","10","111012","600030011","102592","111001","1","20001","10206005","5","600040010","90007","600100011","102591","23001"
"610201018","10","10","600050012","62001","94002","bgm_M41","10206005","610201016","10206","90","0","102591","bgm_M41","111001","0","活動冒險 N-6","0","150","102593","610201017","10","111011","600380012","102592","111001","1","20001","10206006","6","600420013","90007","600230013","102591","23001"
"610201021","10","10","600290114","62001","94002","bgm_M41","10206006","610201019","10206","90","0","102591","bgm_M41","111001","0","活動冒險 N-7","0","150","102593","610201020","10","111011","600380113","102592","111001","1","20001","10206007","7","600340014","90007","600160014","102591","23001"
"610201024","10","10","600380115","62001","94002","bgm_M41","10206007","610201022","10206","90","0","102591","bgm_M41","111001","0","活動冒險 N-8","0","150","102593","610201023","10","111011","600270016","102592","111001","1","20001","10206008","8","600420016","90007","600160016","102591","23001"
"610201027","10","10","600330015","62001","94002","bgm_M41","10206008","610201025","10206","90","0","102591","bgm_M41","111001","0","活動冒險 N-9","0","150","102593","610201026","10","111011","600290217","102592","111001","1","20001","10206009","9","600250017","90007","600130117","102591","23001"
"610201030","10","10","600210119","62001","94002","bgm_M41","10206009","610201028","10206","90","0","102591","bgm_M41","111001","0","活動冒險 N-10","0","150","102593","610201029","10","111012","600030019","102592","111001","1","20001","10206010","10","600040018","90007","600100019","102591","23001"
"610201033","20","20","600050020","62001","94002","bgm_M41","10206010","610201031","10206","90","0","102591","bgm_M41","112001","0","活動冒險 H-1","3","300","102593","610201032","20","112011","600040020","102592","112001","2","20001","10206101","11","600020020","90007","600130120","102591","23001"
