e9e369c4958d82763373c0db91b148c8eeef85a2e1823697d54c4f92b65707f5,d64c4607ba4d22514b172b8fc8dbece8381904b0b0199014d5b8add217c6607b,91e0faef7c9362e7777615cdc0c4a0709d035953f3dbd8be8c95bc1aeb0a34a1,04b1eb990a5f456c15b55b43f42cabdc42294a58f9679f5ef2933f99067cea61,5cbd50b870b45b8f1a6f0b2d0733dd08e30523008be65034596173fe025d4e19,94b14e3f2692b4ccef414ade60b69e0fbab42ac0a65248c77258b13e35c3d3ba,b52e6de3e9b10ed11b4e70c1e2dafe3cacc1b75b7d32d733a9efbb73640ed9cd,c09ec8c0a828b8061f556e195de6474f93f820b7652a192e130b34563f4114d6,fce9fd2c0e334bc1f43b761d3b780d241bd16a65b2094724081f2aaa177d32e1,b9dcac4cd7598b67430494bec3e0774672e3eecce3379292c93115263a95d44e,c855548934cd00bc4aa140bb27ee611c9186246b5cacc4600f1a4744816ee281,584724c4520be05edf68c7f4ff18e94eb688cb3bfa8b26b331486db0a4bae015
"5","0","115711","游泳圈游泳（藍）","10140","10140119","0","0","102","1","1","0"
"10","0","117011","游泳圈游泳（粉）","10140","10140120","0","0","101","1","2","0"
"10","0","117111","游泳圈游泳（藍）","10140","10140121","0","0","102","1","2","0"
"10","0","117211","游泳圈游泳（藍）","10140","10140122","0","0","102","1","2","0"
"10","0","117311","游泳圈游泳（藍）","10140","10140123","0","0","102","1","2","0"
"10","0","117411","游泳圈游泳（粉）","10140","10140124","0","0","101","1","2","0"
"10","0","122411","游泳圈游泳（黃）","10140","10140125","0","0","103","1","2","0"
"5","0","122511","游泳圈游泳（藍）","10140","10140126","0","0","102","1","1","0"
"10","0","122611","游泳圈游泳（粉）","10140","10140127","0","0","101","1","2","0"
"10","0","122711","游泳圈游泳（藍）","10140","10140128","0","0","102","1","1","0"
"10","0","122811","游泳圈游泳（黃）","10140","10140129","0","0","103","1","1","0"
"10","0","122911","游泳圈游泳（粉）","10140","10140130","0","0","101","1","1","0"
"5","0","126711","游泳圈游泳（粉）","10140","10140132","0","0","101","1","1","0"
"10","0","126811","游泳圈游泳（黃）","10140","10140133","0","0","103","1","2","0"
"30","0","126911","游泳圈游泳（藍）","10140","10140134","0","0","102","1","2","0"
"5","0","127011","游泳圈游泳（粉）","10140","10140135","0","0","101","1","1","0"
"10","0","127111","游泳圈游泳（藍）","10140","10140136","0","0","102","1","2","0"
"10","0","129411","游泳圈游泳（黃）","10140","10140138","0","0","103","1","2","0"
"10","0","129511","游泳圈游泳（粉）","10140","10140139","0","0","101","1","2","0"
"10","0","107511","踢水","10140","10140151","0","0","151","1","2","0"
"10","0","107611","踢水","10140","10140152","0","0","151","1","2","0"
"10","0","107711","踢水","10140","10140153","0","0","151","1","1","0"
"10","0","108011","踢水","10140","10140156","0","0","151","1","2","0"
"10","0","110011","踢水","10140","10140157","0","0","151","1","2","0"
"3","0","110311","踢水","10140","10140159","0","0","151","1","1","0"
"10","0","110411","踢水","10140","10140160","0","0","151","1","2","0"
"10","0","110511","踢水","10140","10140161","0","0","151","1","2","0"
"5","0","113111","踢水","10140","10140163","0","0","151","1","1","0"
"5","0","113211","踢水","10140","10140164","0","0","151","1","1","0"
"5","0","113311","踢水","10140","10140165","0","0","151","1","1","0"
"10","0","113411","踢水","10140","10140166","0","0","151","1","2","0"
"10","0","113511","踢水","10140","10140167","0","0","151","1","2","0"
"10","0","113611","踢水","10140","10140168","0","0","151","1","2","0"
"5","0","115711","踢水","10140","10140169","0","0","151","1","1","0"
"10","0","117011","踢水","10140","10140170","0","0","151","1","2","0"
"10","0","117111","踢水","10140","10140171","0","0","151","1","2","0"
"10","0","117211","踢水","10140","10140172","0","0","151","1","2","0"
"10","0","117311","踢水","10140","10140173","0","0","151","1","2","0"
"10","0","117411","踢水","10140","10140174","0","0","151","1","2","0"
"10","0","122411","踢水","10140","10140175","0","0","151","1","2","0"
"5","0","122511","踢水","10140","10140176","0","0","151","1","1","0"
"10","0","122611","踢水","10140","10140177","0","0","151","1","2","0"
"10","0","122811","踢水","10140","10140179","0","0","151","1","1","0"
"10","0","122911","踢水","10140","10140180","0","0","151","1","1","0"
"5","0","126711","踢水","10140","10140182","0","0","151","1","1","0"
"10","0","126811","踢水","10140","10140183","0","0","151","1","2","0"
"5","0","127011","踢水","10140","10140185","0","0","151","1","1","0"
"10","0","129411","踢水","10140","10140188","0","0","151","1","2","0"
"10","0","129511","踢水","10140","10140189","0","0","151","1","2","0"
"10","0","107511","蛙泳","10140","10140201","0","0","201","1","2","0"
"10","0","107611","蛙泳","10140","10140202","0","0","201","1","2","0"
"10","0","107711","蛙泳","10140","10140203","0","0","201","1","1","0"
"20","0","108011","蛙泳","10140","10140206","0","0","201","1","2","0"
"10","0","110011","蛙泳","10140","10140207","0","0","201","1","2","0"
"3","0","110311","蛙泳","10140","10140209","0","0","201","1","1","0"
"10","0","110411","蛙泳","10140","10140210","0","0","201","1","2","0"
"10","0","110511","蛙泳","10140","10140211","0","0","201","1","2","0"
"5","0","113111","蛙泳","10140","10140213","0","0","201","1","1","0"
"5","0","113211","蛙泳","10140","10140214","0","0","201","1","1","0"
"10","0","113411","蛙泳","10140","10140216","0","0","201","1","2","0"
"10","0","113511","蛙泳","10140","10140217","0","0","201","1","2","0"
"10","0","113611","蛙泳","10140","10140218","0","0","201","1","2","0"
"5","0","115711","蛙泳","10140","10140219","0","0","201","1","1","0"
"10","0","117011","蛙泳","10140","10140220","0","0","201","1","2","0"
"10","0","117111","蛙泳","10140","10140221","0","0","201","1","2","0"
"10","0","117211","蛙泳","10140","10140222","0","0","201","1","2","0"
"10","0","117311","蛙泳","10140","10140223","0","0","201","1","2","0"
"10","0","117411","蛙泳","10140","10140224","0","0","201","1","2","0"
"10","0","122411","蛙泳","10140","10140225","0","0","201","1","2","0"
"5","0","122511","蛙泳","10140","10140226","0","0","201","1","1","0"
"10","0","122611","蛙泳","10140","10140227","0","0","201","1","2","0"
"5","0","126711","蛙泳","10140","10140232","0","0","201","1","1","0"
"10","0","126811","蛙泳","10140","10140233","0","0","201","1","2","0"
"5","0","127011","蛙泳","10140","10140235","0","0","201","1","1","0"
"10","0","129411","蛙泳","10140","10140238","0","0","201","1","2","0"
"10","0","129511","蛙泳","10140","10140239","0","0","201","1","2","0"
"10","0","107511","潛水","10140","10140251","0","0","251","1","2","0"
"10","0","107611","潛水","10140","10140252","0","0","251","1","2","0"
"20","0","108011","潛水","10140","10140256","0","0","251","1","2","0"
"10","0","110011","潛水","10140","10140257","0","0","251","1","2","0"
"3","0","110311","潛水","10140","10140259","0","0","251","1","1","0"
"10","0","110411","潛水","10140","10140260","0","0","251","1","2","0"
"10","0","110511","潛水","10140","10140261","0","0","251","1","2","0"
"5","0","113111","潛水","10140","10140263","0","0","251","1","1","0"
"5","0","113211","潛水","10140","10140264","0","0","251","1","1","0"
"10","0","113411","潛水","10140","10140266","0","0","251","1","2","0"
"10","0","113611","潛水","10140","10140268","0","0","251","1","2","0"
"5","0","115711","潛水","10140","10140269","0","0","251","1","1","0"
"10","0","117011","潛水","10140","10140270","0","0","251","1","2","0"
"10","0","117211","潛水","10140","10140272","0","0","251","1","2","0"
"10","0","117311","潛水","10140","10140273","0","0","251","1","2","0"
"10","0","117411","潛水","10140","10140274","0","0","251","1","2","0"
"10","0","122411","潛水","10140","10140275","0","0","251","1","2","0"
"5","0","122511","潛水","10140","10140276","0","0","251","1","1","0"
"10","0","122611","潛水","10140","10140277","0","0","251","1","2","0"
"5","0","126711","潛水","10140","10140282","0","0","251","1","1","0"
"5","0","127011","潛水","10140","10140285","0","0","251","1","1","0"
"10","0","107511","游泳圈+踢水（黃）","10140","10140301","0","0","303","1","2","0"
"15","0","107611","游泳圈+踢水（藍）","10140","10140302","0","0","302","1","2","0"
"20","0","108011","游泳圈+踢水（藍）","10140","10140306","0","0","302","1","2","0"
"10","0","110011","游泳圈+踢水（粉）","10140","10140307","0","0","301","1","2","0"
"3","0","110311","游泳圈+踢水（黃）","10140","10140309","0","0","303","1","1","0"
"10","0","110411","游泳圈+踢水（藍）","10140","10140310","0","0","302","1","2","0"
"10","0","110511","游泳圈+踢水（藍）","10140","10140311","0","0","302","1","2","0"
"5","0","113111","游泳圈+踢水（藍）","10140","10140313","0","0","302","1","1","0"
"5","0","113211","游泳圈+踢水（藍）","10140","10140314","0","0","302","1","1","0"
"5","0","113311","游泳圈+踢水（藍）","10140","10140315","0","0","302","1","1","0"
"10","0","113411","游泳圈+踢水（藍）","10140","10140316","0","0","302","1","2","0"
"10","0","113511","游泳圈+踢水（藍）","10140","10140317","0","0","302","1","2","0"
"10","0","113611","游泳圈+踢水（藍）","10140","10140318","0","0","302","1","2","0"
"5","0","115711","游泳圈+踢水（藍）","10140","10140319","0","0","302","1","1","0"
"10","0","117011","游泳圈+踢水（粉）","10140","10140320","0","0","301","1","2","0"
"10","0","117111","游泳圈+踢水（藍）","10140","10140321","0","0","302","1","2","0"
"10","0","117211","游泳圈+踢水（黃）","10140","10140322","0","0","303","1","2","0"
"10","0","117311","游泳圈+踢水（藍）","10140","10140323","0","0","302","1","2","0"
"10","0","117411","游泳圈+踢水（粉）","10140","10140324","0","0","301","1","2","0"
"10","0","122411","游泳圈+踢水（黃）","10140","10140325","0","0","303","1","2","0"
"5","0","122511","游泳圈+踢水（藍）","10140","10140326","0","0","302","1","1","0"
"10","0","122611","游泳圈+踢水（粉）","10140","10140327","0","0","301","1","2","0"
"10","0","122711","游泳圈+踢水（藍）","10140","10140328","0","0","302","1","1","0"
"10","0","122811","游泳圈+踢水（黃）","10140","10140329","0","0","303","1","1","0"
"10","0","122911","游泳圈+踢水（粉）","10140","10140330","0","0","301","1","1","0"
"5","0","126711","游泳圈+踢水（粉）","10140","10140332","0","0","301","1","1","0"
"10","0","126811","游泳圈+踢水（黃）","10140","10140333","0","0","303","1","2","0"
"5","0","127011","游泳圈+踢水（粉）","10140","10140335","0","0","301","1","1","0"
"10","0","129411","游泳圈+踢水（黃）","10140","10140338","0","0","303","1","2","0"
"10","0","129511","游泳圈+踢水（粉）","10140","10140339","0","0","301","1","2","0"
"10","0","107511","浮板+踢水（粉）","10140","10140351","0","0","351","1","2","0"
"15","0","107611","浮板+踢水（藍）","10140","10140352","0","0","352","1","2","0"
"20","0","108011","浮板+踢水（藍）","10140","10140356","0","0","352","1","2","0"
"10","0","110011","浮板+踢水（粉）","10140","10140357","0","0","351","1","2","0"
"3","0","110311","浮板+踢水（藍）","10140","10140359","0","0","352","1","1","0"
"10","0","110411","浮板+踢水（藍）","10140","10140360","0","0","352","1","2","0"
"10","0","110511","浮板+踢水（藍）","10140","10140361","0","0","352","1","2","0"
"5","0","113111","浮板+踢水（藍）","10140","10140363","0","0","352","1","1","0"
"5","0","113211","浮板+踢水（藍）","10140","10140364","0","0","352","1","1","0"
"5","0","113311","浮板+踢水（藍）","10140","10140365","0","0","352","1","1","0"
"10","0","113411","浮板+踢水（藍）","10140","10140366","0","0","352","1","2","0"
"10","0","113511","浮板+踢水（藍）","10140","10140367","0","0","352","1","2","0"
"10","0","113611","浮板+踢水（藍）","10140","10140368","0","0","352","1","2","0"
"5","0","115711","浮板+踢水（藍）","10140","10140369","0","0","352","1","1","0"
"10","0","117011","浮板+踢水（粉）","10140","10140370","0","0","351","1","2","0"
"10","0","117111","浮板+踢水（藍）","10140","10140371","0","0","352","1","2","0"
"10","0","117211","浮板+踢水（藍）","10140","10140372","0","0","352","1","2","0"
"10","0","117311","浮板+踢水（藍）","10140","10140373","0","0","352","1","2","0"
"10","0","117411","浮板+踢水（粉）","10140","10140374","0","0","351","1","2","0"
"10","0","122411","浮板+踢水（粉）","10140","10140375","0","0","351","1","2","0"
"5","0","122511","浮板+踢水（藍）","10140","10140376","0","0","352","1","1","0"
"10","0","122611","浮板+踢水（粉）","10140","10140377","0","0","351","1","2","0"
"10","0","122711","浮板+踢水（藍）","10140","10140378","0","0","352","1","1","0"
"10","0","122811","浮板+踢水（粉）","10140","10140379","0","0","351","1","1","0"
"10","0","122911","浮板+踢水（粉）","10140","10140380","0","0","351","1","1","0"
"5","0","126711","浮板+踢水（粉）","10140","10140382","0","0","351","1","1","0"
"10","0","126811","浮板+踢水（藍）","10140","10140383","0","0","352","1","2","0"
"5","0","127011","浮板+踢水（粉）","10140","10140385","0","0","351","1","1","0"
"10","0","129411","浮板+踢水（藍）","10140","10140388","0","0","352","1","2","0"
"10","0","129511","浮板+踢水（粉）","10140","10140389","0","0","351","1","2","0"
"10","0","107511","漂浮（普通）","10140","10140401","0","0","401","1","2","0"
"15","0","107611","漂浮（小孩）","10140","10140402","0","0","402","1","2","0"
"10","0","107711","漂浮（普通）","10140","10140403","0","0","401","1","1","0"
"20","0","108011","漂浮（普通）","10140","10140406","0","0","401","1","2","0"
"10","0","110011","漂浮（普通）","10140","10140407","0","0","401","1","2","0"
"10","0","110111","漂浮（普通）","10140","10140408","0","0","401","1","1","0"
"3","0","110311","漂浮（普通）","10140","10140409","0","0","401","1","1","0"
"10","0","110411","漂浮（普通）","10140","10140410","0","0","401","1","2","0"
"10","0","110511","漂浮（普通）","10140","10140411","0","0","401","1","2","0"
"50","0","110611","漂浮（普通）","10140","10140412","0","0","401","1","2","0"
"5","0","113111","漂浮（普通）","10140","10140413","0","0","401","1","1","0"
"5","0","113211","漂浮（普通）","10140","10140414","0","0","401","1","1","0"
"5","0","113311","漂浮（普通）","10140","10140415","0","0","401","1","1","0"
"10","0","113411","漂浮（普通）","10140","10140416","0","0","401","1","2","0"
"10","0","113511","漂浮（普通）","10140","10140417","0","0","401","1","2","0"
"10","0","113611","漂浮（普通）","10140","10140418","0","0","401","1","2","0"
"5","0","115711","漂浮（普通）","10140","10140419","0","0","401","1","1","0"
"10","0","117011","漂浮（普通）","10140","10140420","0","0","401","1","2","0"
"10","0","117111","漂浮（普通）","10140","10140421","0","0","401","1","2","0"
"10","0","117211","漂浮（普通）","10140","10140422","0","0","401","1","2","0"
"10","0","117311","漂浮（普通）","10140","10140423","0","0","401","1","2","0"
"10","0","117411","漂浮（普通）","10140","10140424","0","0","401","1","2","0"
"10","0","122411","漂浮（普通）","10140","10140425","0","0","401","1","2","0"
"5","0","122511","漂浮（普通）","10140","10140426","0","0","401","1","1","0"
"10","0","122611","漂浮（普通）","10140","10140427","0","0","401","1","2","0"
"10","0","122711","漂浮（小孩）","10140","10140428","0","0","402","1","1","0"
"10","0","122811","漂浮（小孩）","10140","10140429","0","0","402","1","1","0"
"10","0","122911","漂浮（小孩）","10140","10140430","0","0","402","1","1","0"
"10","0","126611","漂浮（普通）","10140","10140431","0","0","401","1","2","0"
"5","0","126711","漂浮（普通）","10140","10140432","0","0","401","1","1","0"
"10","0","126811","漂浮（普通）","10140","10140433","0","0","401","1","2","0"
"30","0","126911","漂浮（普通）","10140","10140434","0","0","401","1","2","0"
"5","0","127011","漂浮（普通）","10140","10140435","0","0","401","1","1","0"
"10","0","127111","漂浮（普通）","10140","10140436","0","0","401","1","2","0"
"30","0","129311","漂浮（小孩）","10140","10140437","0","0","402","1","2","0"
"10","0","129411","漂浮（普通）","10140","10140438","0","0","401","1","2","0"
"10","0","129511","漂浮（普通）","10140","10140439","0","0","401","1","2","0"
"10","0","107511","捷泳","10140","10140451","0","0","451","1","2","0"
"20","0","108011","捷泳","10140","10140456","0","0","451","1","2","0"
"10","0","110011","捷泳","10140","10140457","0","0","451","1","2","0"
"3","0","110311","捷泳","10140","10140459","0","0","451","1","1","0"
"10","0","110411","捷泳","10140","10140460","0","0","451","1","2","0"
"10","0","110511","捷泳","10140","10140461","0","0","451","1","2","0"
"5","0","113111","捷泳","10140","10140463","0","0","451","1","1","0"
"5","0","113211","捷泳","10140","10140464","0","0","451","1","1","0"
"10","0","113411","捷泳","10140","10140466","0","0","451","1","2","0"
"10","0","113511","捷泳","10140","10140467","0","0","451","1","2","0"
"5","0","115711","捷泳","10140","10140469","0","0","451","1","1","0"
"10","0","117011","捷泳","10140","10140470","0","0","451","1","2","0"
"10","0","117111","捷泳","10140","10140471","0","0","451","1","2","0"
"10","0","117211","捷泳","10140","10140472","0","0","451","1","2","0"
"10","0","117311","捷泳","10140","10140473","0","0","451","1","2","0"
"10","0","117411","捷泳","10140","10140474","0","0","451","1","2","0"
"10","0","122411","捷泳","10140","10140475","0","0","451","1","2","0"
"5","0","122511","捷泳","10140","10140476","0","0","451","1","1","0"
"10","0","122611","捷泳","10140","10140477","0","0","451","1","2","0"
"5","0","126711","捷泳","10140","10140482","0","0","451","1","1","0"
"10","0","126811","捷泳","10140","10140483","0","0","451","1","2","0"
"5","0","127011","捷泳","10140","10140485","0","0","451","1","1","0"
"10","0","129411","捷泳","10140","10140488","0","0","451","1","2","0"
"10","0","107511","衝浪","10140","10140501","0","0","501","1","2","0"
"20","0","107911","衝浪","10140","10140505","0","0","501","1","2","0"
"20","0","108011","衝浪","10140","10140506","0","0","501","1","2","0"
"10","0","110011","衝浪","10140","10140507","0","0","501","1","2","0"
"3","0","110311","衝浪","10140","10140509","0","0","501","1","1","0"
"10","0","110411","衝浪","10140","10140510","0","0","501","1","2","0"
"10","0","110511","衝浪","10140","10140511","0","0","501","1","2","0"
"5","0","113111","衝浪","10140","10140513","0","0","501","1","1","0"
"5","0","113211","衝浪","10140","10140514","0","0","501","1","1","0"
"5","0","113311","衝浪","10140","10140515","0","0","501","1","1","0"
"10","0","113411","衝浪","10140","10140516","0","0","501","1","2","0"
"5","0","115711","衝浪","10140","10140519","0","0","501","1","1","0"
"10","0","117111","衝浪","10140","10140521","0","0","501","1","2","0"
"10","0","117211","衝浪","10140","10140522","0","0","501","1","2","0"
"10","0","117411","衝浪","10140","10140524","0","0","501","1","2","0"
"10","0","122411","衝浪","10140","10140525","0","0","501","1","2","0"
"5","0","122511","衝浪","10140","10140526","0","0","501","1","1","0"
"10","0","122811","衝浪","10140","10140529","0","0","501","1","1","0"
"5","0","126711","衝浪","10140","10140532","0","0","501","1","1","0"
"10","0","126811","衝浪","10140","10140533","0","0","501","1","2","0"
"5","0","127011","衝浪","10140","10140535","0","0","501","1","1","0"
"10","0","129411","衝浪","10140","10140538","0","0","501","1","2","0"
"10","0","129511","衝浪","10140","10140539","0","0","501","1","2","0"
"10","0","107511","貪吃佩可 / 可可蘿 / 凱留","10140","10140851","107611","107811","851","1","2","0"
"10","0","122411","日和 / 優衣 / 怜","10140","10140852","122611","122511","852","1","2","0"
"10","0","117211","千歌 / 望 / 紡希","10140","10140853","117411","117311","853","1","2","0"
"10","0","122911","禊 / 美美 / 鏡華","10140","10140854","122711","122811","854","1","1","0"
"20","0","113411","初音 / 美里","10140","10140855","0","113511","855","1","1","0"
"20","0","110311","咲戀 / 鈴莓","10140","10140856","0","107711","856","1","1","0"
"10","0","110411","真琴 / 霞 / 真步 / 香織","10140","10140857","110611","115711","857","1","2","110511"
"10","0","126811","美冬 / 秋乃 / 珠希 / 優花梨","10140","10140858","126711","107911","858","1","2","108011"
"10","0","117011","惠理子 / 杏奈 / 七七香 / 流夏","10140","10140859","113311","113211","859","1","1","113111"
"20","0","110111","伊緒 / 鈴奈","10140","10140860","0","110011","860","1","1","0"
"10","0","129311","琪愛兒 / 優妮 / 克蘿依","10140","10140861","129511","129411","861","1","2","0"
"20","0","126611","似似花 / 秋乃 / 優花梨","10140","10140862","126811","126711","862","1","1","0"
"20","0","127111","忍 / 空花 / 蘭法","10140","10140863","126911","127011","863","1","2","0"
"20","0","107811","凱留 / 鈴奈","10140","10140864","0","110011","864","1","2","0"
"20","0","110311","咲戀 / 流夏","10140","10140865","0","113111","865","1","1","0"
"20","0","113411","初音 / 霞","10140","10140866","0","115711","866","1","1","0"
"20","0","113211","杏奈 / 忍","10140","10140867","0","127111","867","1","2","0"
"20","0","117011","惠理子 / 靜流","10140","10140868","0","117111","868","1","2","0"
"20","0","110011","鈴奈 / 香織","10140","10140869","0","110511","869","1","2","0"
"20","0","110111","伊緒 / 空花 / 靜流","10140","10140870","117111","127011","870","1","2","0"
"20","0","122511","怜 / 紡希","10140","10140871","0","117411","871","1","2","0"
"20","0","110311","咲戀 / 秋乃","10140","10140872","0","126711","872","1","1","0"
"20","0","110411","真琴 / 霞","10140","10140873","0","115711","873","1","2","0"
"20","0","122611","優衣 / 真琴","10140","10140874","0","110411","874","1","2","0"
"20","0","129411","克蘿依 / 美冬","10140","10140875","0","108011","875","1","2","0"
"20","0","129311","優妮 / 靜流","10140","10140876","0","117111","876","1","2","0"
"20","0","129511","琪愛兒 / 望 / 紡希 / 千歌","10140","10140877","117411","117211","877","1","2","117311"
"20","0","129511","琪愛兒 / 真步","10140","10140878","0","110611","878","1","2","0"
"20","0","107611","可可蘿 / 優衣","10140","10140879","0","122611","879","1","2","0"
"20","0","129311","優妮 / 咲戀","10140","10140880","0","110311","880","1","2","0"
"20","0","129311","優妮 / 美里","10140","10140881","0","113511","881","1","2","0"
"20","0","107911","珠希 / 美冬","10140","10140882","0","108011","882","1","2","0"
"20","0","110411","真琴 / 香織 / 霞 / 日和","10140","10140883","115711","110511","883","1","2","122411"
"20","0","126611","似似花 / 貪吃佩可","10140","10140884","0","107511","884","1","2","0"
"20","0","107711","鈴莓 / 可可蘿","10140","10140885","0","107611","885","1","2","0"
"20","0","113111","流夏 / 怜","10140","10140886","0","122511","886","1","1","0"
"20","0","107711","鈴莓 / 鏡華","10140","10140887","0","122711","887","1","1","0"
"10","0","122811","泳池邊奔跑的禊","10140","10140889","0","0","889","1","1","0"
"10","0","107911","泳池邊奔跑的珠希","10140","10140890","0","0","890","1","2","0"
"10","0","122411","踢水逆向的日和","10140","10140891","0","0","891","1","2","0"
"10","0","107911","小船上害怕的珠希","10140","10140892","0","0","892","1","2","0"
"10","0","107811","小船上害怕的凱留","10140","10140893","0","0","893","1","2","0"
"5","0","127011","和水母一起漂流的空花","10140","10140894","0","0","894","1","1","0"
"10","0","107811","用游泳圈漂流的凱留","10140","10140895","0","0","895","1","2","0"
"10","0","126611","用游泳圈漂流的似似花","10140","10140896","0","0","896","1","2","0"
"10","1","126811","喝麥酒也不要喝得爛醉","10140","10140901","0","0","901","2","1","0"
"10","1","126611","漂流的大妃","10140","10140902","0","0","902","2","2","0"
"10","1","113211","當她換穿上傳說","10140","10140903","0","113311","903","2","2","0"
"10","1","122911","同世代很棒吧？","10140","10140904","122711","122811","904","2","1","129311"
"30","1","117111","漂流的氣場","10140","10140905","107611","117011","905","2","1","0"
"30","1","126911","泳池內的音樂會","10140","10140906","0","117311","906","2","1","0"
"10","1","127111","色慾薰心","10140","10140907","113111","427111","907","2","2","0"
"10","1","126911","漂浮的怪奇怪靈","10140","10140908","0","107811","908","2","1","0"
"30","1","113611","她的著裝守則","10140","10140909","113411","113511","909","2","1","0"
"10","1","107911","經商精神化為泡影","10140","10140910","110411","110511","910","2","1","0"
"10","1","122911","開心的小小甜心一家","10140","10140911","122711","122811","911","2","1","129311"
"10","1","127111","您看出來了嗎","10140","10140912","122711","126911","912","2","1","0"
"5","1","127011","被虐狂水漂","10140","10140913","0","0","913","2","2","0"
"20","1","110611","出發！度假村遊船","10140","10140914","110411","110511","914","2","1","0"
"10","1","107711","泳池邊的女僕","10140","10140915","0","110311","915","2","2","0"
"5","1","113111","喜歡釣魚的天性","10140","10140916","117411","113311","916","2","2","117011"
"5","1","126711","秋乃之輪迴","10140","10140917","0","110311","917","2","2","0"
"20","1","110111","老師也是努力的孩子！","10140","10140918","0","113511","918","2","2","0"
"30","1","117211","閃亮亮☆網紅","10140","10140919","117411","110011","919","2","1","0"
"2","1","115711","名偵探霞的墨丘利度假村事件簿①","10140","10140920","0","0","920","2","2","0"
"2","1","115711","名偵探霞的墨丘利度假村事件簿②","10140","10140921","0","0","921","2","2","0"
"2","1","115711","名偵探霞的墨丘利度假村事件簿③","10140","10140922","0","0","922","2","2","0"
"2","1","115711","名偵探霞的墨丘利度假村事件簿④","10140","10140923","0","0","923","2","2","0"
"30","2","107511","享受度假村！美食殿堂♪","10140","10140941","107611","107811","941","2","1","0"
"10","2","113211","那之後的冒險故事","10140","10140942","0","127111","942","2","2","0"
"10","2","117411","了解魚心即為釣心？","10140","10140943","0","122511","943","2","2","0"
"10","2","107911","STOP！無照營業","10140","10140944","108011","126811","944","2","1","0"
"30","2","122611","請小心戀愛話題？","10140","10140945","117011","110411","945","2","1","0"
"30","2","122411","十貓十色","10140","10140946","107911","107811","946","2","1","0"
"30","2","129511","從微亮的水底處","10140","10140947","129311","129411","947","2","1","0"
"5","0","0","擲岩猴玩具","10140","10140951","0","0","951","1","2","0"
"5","0","0","雷雲長老玩具","10140","10140952","0","0","952","1","1","0"
"5","0","0","可可拉玩具","10140","10140953","0","0","953","1","2","0"
"5","0","0","魔像玩具","10140","10140954","0","0","954","1","1","0"
"5","0","0","席茲玩具","10140","10140955","0","0","955","1","2","0"
"5","0","0","沉睡之梟玩具","10140","10140956","0","0","956","1","1","0"
"5","0","0","軟泥怪玩具","10140","10140957","0","0","957","1","2","0"
"5","0","0","喵特玩具","10140","10140958","0","0","958","1","1","0"
"5","0","0","氣球鳥玩具","10140","10140959","0","0","959","1","2","0"
"5","0","0","小小格里芬玩具","10140","10140960","0","0","960","1","1","0"
"5","0","0","紅蕈菇玩具","10140","10140961","0","0","961","1","2","0"
"5","0","0","摩拉玩具","10140","10140962","0","0","962","1","1","0"
"5","0","0","鼠妖玩具","10140","10140963","0","0","963","1","2","0"
