0829a4379ca402895e24616ec0957df3e28cc0a2f2a71e967d7cfaeea9252dbd,660866dfb0dccb9448a4f7386bf4b4b7d16be9282010ffac94d39de0ef21bbd6,04baea37e3d434f3ad4a7447a9d67e2a7451bf3a8317ce0db97ef2e9f2b41ea9,87bd438d6f1c59b13f0a26f6646c8fcfafa8c74e26b9f1247d811a1882311644,30537b65e6719dde7657a0ab7fa574701e05fd6a621c87a9d9010c6f9c9b8ee0,3421041e96f8753fbdcc0e8c67e42812cc6cdea2ea6f3acfaf608fc1429c8217,e8cea818fb5093896fef434f42ed4027784d7ab5adbf5fb3bbe9aa325899438b,4cc1173b203df3988b78fd81f4e5fb830af51f3fc7138d60bbd04afb95c60ed1,08d4c0218e947d717d1da3aeb813e415e294eaf3be56713e07391f89647b87f9,a83c6d73cce0489b4982799137b791482e6def07750def27e36fad84c5c5fb75,7da228db62d3e06148f5d51e24c1d56ad6238dd4bdcafce80551b4b64966bd73
"","getDice_curious","3","1102020023","1","1","10202","0","","","0.2"
"0","vo_caravan_event_003_000","21","1102020024","vo_caravan","0","10202","","","",""
"","0","93","1102020025","1.5","","10202","","","",""
"","se_caravan_dice_get_outro_2","23","1102020026","se_caravan","0","10202","","","",""
"0","vo_caravan_event_003_001","21","1102020027","vo_caravan","0","10202","","","",""
"idle_single","spit_in","3","1102020028","100","0","10202","0","","1","0.1"
"","getDice_2","3","1102020029","2","0","10202","","","","0"
"","getDice_panic_2","3","1102020030","1","0","10202","","","","0.1"
"","0","93","1102020031","2.5","","10202","","","",""
"idle_single","joy_single","3","1102020032","100","0","10202","0","","1","0.2"
"","0","93","1102020033","0.5","","10202","","","",""
"0.1","vo_caravan_event_003_002","21","1102020034","vo_caravan","0","10202","","","",""
"","0","93","1102020035","0.1","","10202","","","",""
"","1","32","1102020036","3","","10202","","","",""
"","0","93","1102020037","1.6","","10202","","","",""
"","0","101","1102020038","1102020039","","10202","","","",""
"","1","35","1102020039","4","","10202","","","",""
"","1","32","1102020040","4","","10202","","","",""
"","1","32","1102020041","20","","10202","","","",""
"","0","32","1102020042","1","","10202","","","",""
"","0","93","1102020043","0.4","","10202","","","",""
"","","92","1102020044","","","10202","","","",""
"","1","35","1102020045","30","","10202","","","",""
"","1","32","1102020046","30","","10202","","","",""
"","0","93","1102020047","0.2","","10202","","","",""
"1","1","6","1102020048","1","1","10202","0","","0","0"
"1","1","6","1102020049","2","1","10202","0","","0","0"
"1","1","6","1102020050","100","1","10202","0","","0","0"
"","0","32","1102020051","0","","10202","","","",""
"","0","32","1102020052","2","","10202","","","",""
"","0","32","1102020053","3","","10202","","","",""
"","0","32","1102020054","4","","10202","","","",""
"","0","32","1102020055","10","","10202","","","",""
"","0","32","1102020056","20","","10202","","","",""
"","0","93","1102020057","0.3","","10202","","","",""
"0","1","5","1103010001","1","20","10301","0","magicitem_1","0","1"
"0","2","5","1103010002","2","19","10301","0","magicitem_2","0","1"
"0","3","5","1103010003","3","18","10301","0","magicitem_3","0","1"
"0","4","5","1103010004","103000","21","10301","0","magicitem_kyaru","0","1"
"0","10","31","1103010005","103000","0","10301","","","1","0"
"0","11","31","1103010006","103001","0","10301","","","1","0"
"0","12","31","1103010007","103002","0","10301","","","1","0"
"0","13","31","1103010008","103003","0","10301","","","1","0"
"0","14","31","1103010009","103007","0","10301","","","1","0"
"0","19","31","1103010010","103011","0","10301","","","1","0"
"0","15","31","1103010011","1","0","10301","","","1","1"
"0","16","31","1103010012","2","0","10301","","","1","0"
"0","17","31","1103010013","3","0","10301","","","1","0"
"0","18","31","1103010014","4","0","10301","","","1","0"
"0","0","35","1103010015","18","0","10301","","","1","1"
"","1","32","1103010016","18","","10301","","","",""
"","0","91","1103010017","0","","10301","","","",""
"","1","32","1103010018","10","","10301","","","",""
"","1","32","1103010019","11","","10301","","","",""
"","1","32","1103010020","12","","10301","","","",""
"","1","32","1103010021","13","","10301","","","",""
"","1","32","1103010022","19","","10301","","","",""
"","magicitem_1","3","1103010023","1","0","10301","","","","0"
"","magicitem_2","3","1103010024","2","0","10301","","","","0"
"","magicitem_3","3","1103010025","3","0","10301","","","","0"
"","magicitem_kyaru","3","1103010026","4","0","10301","","","","0"
"2.17","vo_caravan_event_004_000","21","1103010027","vo_caravan","0","10301","","","",""
"3.2","vo_caravan_event_004_001","21","1103010028","vo_caravan","1","10301","","","",""
"4.9","vo_caravan_event_004_002","21","1103010029","vo_caravan","2","10301","","","",""
"","0","93","1103010030","7","","10301","","","",""
"","0","32","1103010031","18","","10301","","","",""
"","0","93","1103010032","0.67","","10301","","","",""
"","1","101","1103010033","1103010034","","10301","","","",""
"","1","35","1103010034","14","","10301","","","",""
"","1","32","1103010035","14","","10301","","","",""
"","1","32","1103010036","16","","10301","","","",""
"","0","32","1103010037","19","","10301","","","",""
"","1","35","1103010038","18","","10301","","","",""
"","0","93","1103010039","0.4","","10301","","","",""
"","","92","1103010040","","","10301","","","",""
"","1","35","1103010041","17","","10301","","","",""
"","1","32","1103010042","17","","10301","","","",""
"","0","93","1103010043","0.2","","10301","","","",""
"0","0","6","1103010044","1","0","10301","0","","0","0.01"
"0","0","6","1103010045","2","0","10301","0","","0","0.01"
"0","0","6","1103010046","3","0","10301","0","","0","0.01"
"0","0","6","1103010047","4","0","10301","0","","0","0.01"
"","0","32","1103010048","10","","10301","","","",""
"","0","32","1103010049","11","","10301","","","",""
"","0","32","1103010050","12","","10301","","","",""
"","0","32","1103010051","13","","10301","","","",""
"","0","32","1103010052","14","","10301","","","",""
"","0","32","1103010053","15","","10301","","","",""
"","0","32","1103010054","16","","10301","","","",""
"","0","32","1103010055","18","","10301","","","",""
"","0","93","1103010056","0.3","","10301","","","",""
"0","1","5","1103020001","2","20","10302","0","magicitem_1","0","1"
"0","2","5","1103020002","3","19","10302","0","magicitem_2","0","1"
"0","3","5","1103020003","1","18","10302","0","magicitem_3","0","1"
"0","4","5","1103020004","103000","21","10302","0","magicitem_pekorine","0","1"
"0","10","31","1103020005","103000","0","10302","","","1","0"
"0","11","31","1103020006","103001","0","10302","","","1","0"
"0","12","31","1103020007","103002","0","10302","","","1","0"
"9","13","31","1103020008","103004","-25","10302","","","1","0"
"0","14","31","1103020009","103008","0","10302","","","1","0"
"0","19","31","1103020010","103011","0","10302","","","1","0"
"0","15","31","1103020011","1","0","10302","","","1","1"
"0","16","31","1103020012","2","0","10302","","","1","0"
"0","17","31","1103020013","3","0","10302","","","1","0"
"0","18","31","1103020014","4","0","10302","","","1","0"
"0","0","35","1103020015","18","0","10302","","","1","1"
"","1","32","1103020016","18","","10302","","","",""
"","0","91","1103020017","0","","10302","","","",""
"","1","32","1103020018","10","","10302","","","",""
"","1","32","1103020019","11","","10302","","","",""
"","1","32","1103020020","12","","10302","","","",""
"","1","32","1103020021","13","","10302","","","",""
"","1","32","1103020022","19","","10302","","","",""
"","magicitem_1","3","1103020023","1","0","10302","","","","0"
"","magicitem_2","3","1103020024","2","0","10302","","","","0"
"","magicitem_3","3","1103020025","3","0","10302","","","","0"
"","magicitem_pekorine","3","1103020026","4","0","10302","","","","0"
"2.17","vo_caravan_event_006_000","21","1103020027","vo_caravan","0","10302","","","",""
"3.2","vo_caravan_event_006_001","21","1103020028","vo_caravan","1","10302","","","",""
"4.9","vo_caravan_event_006_002","21","1103020029","vo_caravan","2","10302","","","",""
"","0","93","1103020030","7","","10302","","","",""
"","0","32","1103020031","18","","10302","","","",""
"","0","93","1103020032","0.67","","10302","","","",""
"","1","101","1103020033","1103020034","","10302","","","",""
"","1","35","1103020034","14","","10302","","","",""
"","1","32","1103020035","14","","10302","","","",""
"","1","32","1103020036","16","","10302","","","",""
"","0","32","1103020037","19","","10302","","","",""
"","1","35","1103020038","18","","10302","","","",""
"","0","93","1103020039","0.4","","10302","","","",""
"","","92","1103020040","","","10302","","","",""
"","1","35","1103020041","17","","10302","","","",""
"","1","32","1103020042","17","","10302","","","",""
"","0","93","1103020043","0.2","","10302","","","",""
"0","0","6","1103020044","1","0","10302","0","","0","0.01"
"0","0","6","1103020045","2","0","10302","0","","0","0.01"
"0","0","6","1103020046","3","0","10302","0","","0","0.01"
"0","0","6","1103020047","4","0","10302","0","","0","0.01"
"","0","32","1103020048","10","","10302","","","",""
"","0","32","1103020049","11","","10302","","","",""
"","0","32","1103020050","12","","10302","","","",""
"","0","32","1103020051","13","","10302","","","",""
"","0","32","1103020052","14","","10302","","","",""
"","0","32","1103020053","15","","10302","","","",""
"","0","32","1103020054","16","","10302","","","",""
"","0","32","1103020055","18","","10302","","","",""
"","0","93","1103020056","0.3","","10302","","","",""
"0","1","5","1103030001","3","20","10303","0","magicitem_1","0","1"
"0","2","5","1103030002","1","19","10303","0","magicitem_2","0","1"
"0","3","5","1103030003","2","18","10303","0","magicitem_3","0","1"
"0","4","5","1103030004","103000","21","10303","0","magicitem_kokkoro","0","1"
"0","10","31","1103030005","103000","0","10303","","","1","0"
"0","11","31","1103030006","103001","0","10303","","","1","0"
"0","12","31","1103030007","103002","0","10303","","","1","0"
"-35","13","31","1103030008","103005","8","10303","","","1","0"
"0","14","31","1103030009","103009","0","10303","","","1","0"
"0","19","31","1103030010","103012","0","10303","","","1","0"
"0","15","31","1103030011","1","0","10303","","","1","1"
"0","16","31","1103030012","2","0","10303","","","1","0"
"0","17","31","1103030013","3","0","10303","","","1","0"
"0","18","31","1103030014","4","0","10303","","","1","0"
"0","0","35","1103030015","18","0","10303","","","1","1"
"","1","32","1103030016","18","","10303","","","",""
"","0","91","1103030017","0","","10303","","","",""
"","1","32","1103030018","10","","10303","","","",""
"","1","32","1103030019","11","","10303","","","",""
"","1","32","1103030020","12","","10303","","","",""
"","1","32","1103030021","13","","10303","","","",""
"","1","32","1103030022","19","","10303","","","",""
"","magicitem_1","3","1103030023","1","0","10303","","","","0"
"","magicitem_2","3","1103030024","2","0","10303","","","","0"
"","magicitem_3","3","1103030025","3","0","10303","","","","0"
"","magicitem_kokkoro","3","1103030026","4","0","10303","","","","0"
"2.17","vo_caravan_event_005_000","21","1103030027","vo_caravan","0","10303","","","",""
"3.2","vo_caravan_event_005_001","21","1103030028","vo_caravan","1","10303","","","",""
"4.9","vo_caravan_event_005_002","21","1103030029","vo_caravan","2","10303","","","",""
"","0","93","1103030030","7","","10303","","","",""
"","0","32","1103030031","18","","10303","","","",""
"","0","93","1103030032","0.67","","10303","","","",""
"","1","101","1103030033","1103030034","","10303","","","",""
"","1","35","1103030034","14","","10303","","","",""
"","1","32","1103030035","14","","10303","","","",""
"","1","32","1103030036","16","","10303","","","",""
"","0","32","1103030037","19","","10303","","","",""
"","1","35","1103030038","18","","10303","","","",""
"","0","93","1103030039","0.4","","10303","","","",""
"","","92","1103030040","","","10303","","","",""
"","1","35","1103030041","17","","10303","","","",""
"","1","32","1103030042","17","","10303","","","",""
"","0","93","1103030043","0.2","","10303","","","",""
"0","0","6","1103030044","1","0","10303","0","","0","0.01"
"0","0","6","1103030045","2","0","10303","0","","0","0.01"
"0","0","6","1103030046","3","0","10303","0","","0","0.01"
"0","0","6","1103030047","4","0","10303","0","","0","0.01"
"","0","32","1103030048","10","","10303","","","",""
"","0","32","1103030049","11","","10303","","","",""
"","0","32","1103030050","12","","10303","","","",""
"","0","32","1103030051","13","","10303","","","",""
"","0","32","1103030052","14","","10303","","","",""
"","0","32","1103030053","15","","10303","","","",""
"","0","32","1103030054","16","","10303","","","",""
"","0","32","1103030055","18","","10303","","","",""
"","0","93","1103030056","0.3","","10303","","","",""
"0","1","5","1103040001","1","20","10304","0","magicitem_1","0","1"
"0","2","5","1103040002","2","19","10304","0","magicitem_2","0","1"
"0","3","5","1103040003","3","18","10304","0","magicitem_3","0","1"
"0","4","5","1103040004","103000","21","10304","0","magicitem_kyaru","0","1"
"0","10","31","1103040005","103000","0","10304","","","1","0"
"0","11","31","1103040006","103001","0","10304","","","1","0"
"0","12","31","1103040007","103002","0","10304","","","1","0"
"0","13","31","1103040008","103006","0","10304","","","1","0"
"0","14","31","1103040009","103010","0","10304","","","1","0"
"0","19","31","1103040010","103011","0","10304","","","1","0"
"0","15","31","1103040011","1","0","10304","","","1","1"
"0","16","31","1103040012","2","0","10304","","","1","0"
"0","17","31","1103040013","3","0","10304","","","1","0"
"0","18","31","1103040014","4","0","10304","","","1","0"
"0","0","35","1103040015","18","0","10304","","","1","1"
"","1","32","1103040016","18","","10304","","","",""
"","0","91","1103040017","0","","10304","","","",""
"","1","32","1103040018","10","","10304","","","",""
"","1","32","1103040019","11","","10304","","","",""
"","1","32","1103040020","12","","10304","","","",""
"","1","32","1103040021","13","","10304","","","",""
"","1","32","1103040022","19","","10304","","","",""
"","magicitem_1","3","1103040023","1","0","10304","","","","0"
"","magicitem_2","3","1103040024","2","0","10304","","","","0"
"","magicitem_3","3","1103040025","3","0","10304","","","","0"
"","magicitem_kyaru2","3","1103040026","4","0","10304","","","","0"
"2.17","vo_caravan_event_004_000","21","1103040027","vo_caravan","0","10304","","","",""
"3.2","vo_caravan_event_004_001","21","1103040028","vo_caravan","1","10304","","","",""
"4.9","vo_caravan_event_004_002","21","1103040029","vo_caravan","2","10304","","","",""
"","0","93","1103040030","7","","10304","","","",""
"","0","32","1103040031","18","","10304","","","",""
"","0","93","1103040032","0.67","","10304","","","",""
"","1","101","1103040033","1103040034","","10304","","","",""
"","1","35","1103040034","14","","10304","","","",""
"","1","32","1103040035","14","","10304","","","",""
"","1","32","1103040036","16","","10304","","","",""
"","0","32","1103040037","19","","10304","","","",""
"","1","35","1103040038","18","","10304","","","",""
"","0","93","1103040039","0.4","","10304","","","",""
"","","92","1103040040","","","10304","","","",""
"","1","35","1103040041","17","","10304","","","",""
"","1","32","1103040042","17","","10304","","","",""
"","0","93","1103040043","0.2","","10304","","","",""
"0","0","6","1103040044","1","0","10304","0","","0","0.01"
"0","0","6","1103040045","2","0","10304","0","","0","0.01"
"0","0","6","1103040046","3","0","10304","0","","0","0.01"
"0","0","6","1103040047","4","0","10304","0","","0","0.01"
"","0","32","1103040048","10","","10304","","","",""
"","0","32","1103040049","11","","10304","","","",""
"","0","32","1103040050","12","","10304","","","",""
"","0","32","1103040051","13","","10304","","","",""
"","0","32","1103040052","14","","10304","","","",""
"","0","32","1103040053","15","","10304","","","",""
"","0","32","1103040054","16","","10304","","","",""
"","0","32","1103040055","18","","10304","","","",""
"","0","93","1103040056","0.3","","10304","","","",""
"-250","1","5","1104010001","3","55","10401","0","empty","-270","0.95"
"-250","2","5","1104010002","104000","57","10401","0","empty","-270","0.95"
"150","3","5","1104010003","5","50","10401","0","empty","-260","0.95"
"150","4","5","1104010004","5","52","10401","0","empty","-260","0.95"
"0","0","31","1104010005","104000","220","10401","","","1","0"
"0","1","31","1104010006","104001","0","10401","","","1","0"
"-235","2","31","1104010007","104002","-225","10401","","","1","0"
"0","3","31","1104010008","104003","0","10401","","","1","0"
"0","4","31","1104010009","104004","0","10401","","","1","0"
"0","6","31","1104010010","104006","400","10401","","","1","0"
"0","10","31","1104010011","1","0","10401","","","1","0"
"0","20","31","1104010012","2","0","10401","","","1","0"
"0","30","31","1104010013","3","0","10401","","","1","0"
"0","50","31","1104010014","5","0","10401","","","1","0"
"","0","91","1104010015","0","","10401","","","",""
"","1","32","1104010016","50","","10401","","","",""
"","1","32","1104010017","0","","10401","","","",""
"","1","32","1104010018","10","","10401","","","",""
"","0","93","1104010019","0.5","","10401","","","",""
"","se_caravan_event_kyaru_A","23","1104010020","se_caravan","0","10401","","","",""
"0.2","vo_caravan_event_98011_000","21","1104010021","vo_caravan","0","10401","","","",""
"","1","32","1104010022","6","","10401","","","",""
"","turnSkip_1_karin","3","1104010023","3","0","10401","0","","","0"
"","turnSkip_1_pen","3","1104010024","4","0","10401","0","","","0"
"","turnSkip_1","3","1104010025","1","0","10401","0","","","0"
"","turnSkip_1","3","1104010026","2","0","10401","0","","","0"
"0.7","0","33","1104010027","0","0","10401","","","8",""
"0.7","-250","2","1104010028","3","-260","10401","","","8",""
"0.7","-250","2","1104010029","4","-260","10401","","","8",""
"0.7","0","33","1104010030","6","0","10401","","","8",""
"","0","93","1104010031","4.3","","10401","","","",""
"","se_caravan_event_kyaru_1turn_B","23","1104010032","se_caravan","0","10401","","","",""
"0.533","vo_caravan_event_98011_001","21","1104010033","vo_caravan","0","10401","","","",""
"","0","93","1104010034","0.833","","10401","","","",""
"","1","32","1104010035","3","","10401","","","",""
"","0","93","1104010036","0.3003","","10401","","","",""
"","1","32","1104010037","1","","10401","","","",""
"","0","93","1104010038","1.0337","","10401","","","",""
"","vo_caravan_event_98011_002","21","1104010039","vo_caravan","0","10401","","","",""
"","1","32","1104010040","2","","10401","","","",""
"","0","93","1104010041","0.833","","10401","","","",""
"","0","101","1104010042","1104010043","","10401","","","",""
"","1","35","1104010043","4","","10401","","","",""
"","1","32","1104010044","4","","10401","","","",""
"","1","32","1104010045","20","","10401","","","",""
"","0","93","1104010046","0.4","","10401","","","",""
"","","92","1104010047","","","10401","","","",""
"","1","35","1104010048","30","","10401","","","",""
"","1","32","1104010049","30","","10401","","","",""
"","0","93","1104010050","0.2","","10401","","","",""
"1","1","6","1104010051","1","1","10401","0","","0","0"
"1","1","6","1104010052","2","1","10401","0","","0","0"
"1","1","6","1104010053","3","1","10401","0","","0","0"
"1","1","6","1104010054","4","1","10401","0","","0","0"
"","0","32","1104010055","0","","10401","","","",""
"","0","32","1104010056","1","","10401","","","",""
"","0","32","1104010057","2","","10401","","","",""
"","0","32","1104010058","3","","10401","","","",""
"","0","32","1104010059","4","","10401","","","",""
"","0","32","1104010060","6","","10401","","","",""
"","0","32","1104010061","10","","10401","","","",""
"","0","32","1104010062","20","","10401","","","",""
"","0","32","1104010063","50","","10401","","","",""
"","0","93","1104010064","0.3","","10401","","","",""
"-250","1","5","1104020001","3","55","10402","0","empty","-270","0.95"
"-250","2","5","1104020002","104000","57","10402","0","empty","-270","0.95"
"100","3","5","1104020003","5","50","10402","0","empty","-260","0.95"
"100","4","5","1104020004","5","52","10402","0","empty","-260","0.95"
"0","0","31","1104020005","104000","220","10402","","","1","0"
"0","1","31","1104020006","104001","0","10402","","","1","0"
"-245","2","31","1104020007","104002","-205","10402","","","1","0"
"0","3","31","1104020008","104003","0","10402","","","1","0"
"0","5","31","1104020009","104005","0","10402","","","1","0"
"0","6","31","1104020010","104006","265","10402","","","1","0"
"0","10","31","1104020011","1","0","10402","","","1","0"
"0","20","31","1104020012","2","0","10402","","","1","0"
"0","30","31","1104020013","3","0","10402","","","1","0"
"0","50","31","1104020014","5","0","10402","","","1","0"
"","0","91","1104020015","0","","10402","","","",""
"","1","32","1104020016","50","","10402","","","",""
"","1","32","1104020017","0","","10402","","","",""
"","1","32","1104020018","10","","10402","","","",""
"","0","93","1104020019","0.5","","10402","","","",""
"","se_caravan_event_kyaru_A","23","1104020020","se_caravan","0","10402","","","",""
"0.2","vo_caravan_event_98012_000","21","1104020021","vo_caravan","0","10402","","","",""
"","1","32","1104020022","6","","10402","","","",""
"","turnSkip_2_karin","3","1104020023","3","0","10402","0","","","0"
"","turnSkip_2_pen","3","1104020024","4","0","10402","0","","","0"
"","turnSkip_2","3","1104020025","1","0","10402","0","","","0"
"","turnSkip_2","3","1104020026","2","0","10402","0","","","0"
"0.7","0","33","1104020027","0","0","10402","","","8",""
"0.7","-250","2","1104020028","3","-260","10402","","","8",""
"0.7","-250","2","1104020029","4","-260","10402","","","8",""
"0.7","0","33","1104020030","6","0","10402","","","8",""
"","0","93","1104020031","4.3","","10402","","","",""
"","se_caravan_event_kyaru_2turn_B","23","1104020032","se_caravan","0","10402","","","",""
"0.63","vo_caravan_event_98012_001","21","1104020033","vo_caravan","0","10402","","","",""
"2.2","vo_caravan_event_98012_002","21","1104020034","vo_caravan","0","10402","","","",""
"","0","93","1104020035","2.5","","10402","","","",""
"","1","32","1104020036","3","","10402","","","",""
"","0","93","1104020037","0.3","","10402","","","",""
"","1","32","1104020038","1","","10402","","","",""
"","0","93","1104020039","1.067","","10402","","","",""
"","vo_caravan_event_98012_003","21","1104020040","vo_caravan","0","10402","","","",""
"","1","32","1104020041","2","","10402","","","",""
"","0","93","1104020042","0.933","","10402","","","",""
"","0","101","1104020043","1104020044","","10402","","","",""
"","1","35","1104020044","5","","10402","","","",""
"","1","32","1104020045","5","","10402","","","",""
"","1","32","1104020046","20","","10402","","","",""
"","0","93","1104020047","0.4","","10402","","","",""
