33429234c0a1e43594a5a6a07e9b0888062009c16d8429c0a5185c59fd922f76,851ca2a8d905e407bab1b7a58251793980d84c778a5382861ad150841a69c588,70eacbabfb110ae2f5bc19e5c06d96d68123e8a76cb70e28d6399193554c28ef,3a2a5863103c41b89a2f6176e70cabe9bfbec315a1250a7b6ac3cb381c112680,7899db0650347c6c490e2a3f4496bbb30c8ae67a5ed2563a406ab3605d1f6bc2,c9adc799a5d64cffdc9e9ecc3c7907f384cd673cb42ca9b8d10b3602be257369,3bdf299114081e78c65f4973ff9535f16a64bcb3c0ef673362ad865954a8fa58,76deeed58241b536780bfcab915585b8718048f19523d9011a6bc3e93a854d7e,58185e9e7f7076b210240018824c539daa4ca1443522798a6b0e189f94050227,48a5f628eb26b8c3e5570864eaaea04043d3d94b1623d40872ffa0a75dfd89f4,5e511bfd2e72bbfb51c96287bb6b1613e3fc8e649f011f1d5e79f37667121bc0,05777afbc88dff6aac3c07363e7a2b3e73ec607ddbc94ff1483c64d260278c12,6c11b3b4bba2d20ef22a1803423323a47b6f154c9e8c6791a27118cf4ceac864,c1dbe3b9ca326a2c8066006971f9166406e379ba3683d5d7d89fa4e081882d05,abc3bb3550c66cbd3c6a163d5e36a0eaf69f5c2ddd0ac77e636c004254b0bbf5,93ad9f46145b27411c138d4306fadd7a586b99f7a877c05f51d02b22624cbd35,90d7e8220bb9dcbb34a8fe946200bbe15d7621618b4940e20fe2edb48de25d1b,9986f79ed526a7379aead63ea02cd7de4279eb376fc9a87cf4761ceb4e6b6299,9db0be72155c3752b9275bbfdaa2b8ba4119415af809e67ef45660fcfa775390,800ffb3408a251c8320785f801b5bdfd21e1f4d5fb3815b68b53b92f67477f5f,9b81a76f36a3d570c765fb6a1d3ac3e9ce6b3042d7cde0822eb076b93a7484b6,b6d98471393e8cc826f3f289060e396f3d15cdc7531195f81a1d439b1e317755,6729fededbac7efe7d335e246328dd7fa4c02005c6fb6188e2ae991c14849629,11cf828aca3e5503a1838ef97e04fa22f0219839d07688807f49016d03b41bdf,7dae51b628de25d2a432c8b0ae06668d003131ce0b888461a6a05f2e4e6f05a5,61cb4d38aa263265ca7f094dffb2fea954a175f9f2196bf95eb9fc5699c91b33,767e09c16620ce98848098e81fe09bb821f84112858939f14d1610f2f51c0fde,c08e2a4200ca045795cbff0c816f7c9efca14767dc617404901c180dfa4136ce,7a76dc53ef75f49cc0674a9a8076efed99739a1048df4a3fb7f81e58dcf08071,867eaa3906cbb6a85d4ef409de0c29c09219a2fc938baec6d0d351276e1ee254,5c3803dec8959309998a63b1a9b5bf752e484cb85fdf2e2d35ae4069f2ccb858,8320ae21773934fa0190ba2770c8d16fa28efc6b68c2165c318b0578f7826d9f,84f7971d02ecbbbab2f33b6656737b90c0766c354fa11e26629ac3bce0ed3c64,97f43a3738f5205d55e5c942ab8dca4bdb6bcf887d52d5cd8c2f8785275aebad,ea435e0838604e15e31571eafcb2c17ab80101bac7a155df9c0911401ee74f5b,cf55bec955e38dd6079e2ff3f55fc6271fc8ed533b6302c27bb61cc7ff87d50e,e09da73b8747ced19c4749b3ec802519fab5bb6d8e1205b959c606d7c94c3980,16e8eec15e334731d4a45ed410853c3018a86ea6cb9600c1a3d9329c406cae58,98715bd1c071b2ac191332cfeec88b9d5d86b2c67a445a270951474b47a45e7c,c32e94f3f934ed0feed26c498f9e9362092f6c42b18c3287be773908d08eefd8
"1","20","200000006","200100","1","0","0","16","20","1","20","0","10","0","20","20","20","0","0","20","20","20","20","20","20","20","0","0","20","30","20","670010020","13","1563","10","0","20","186","0","20"
"1","21","200000006","200100","1","0","0","18","21","1","21","0","10","0","21","21","21","0","0","21","21","21","21","21","21","21","0","0","21","30","21","670010021","15","1784","10","0","21","206","0","21"
"1","22","200000006","200100","1","0","0","20","22","1","22","0","10","0","22","22","22","0","0","22","22","22","22","22","22","22","0","0","22","30","22","670010022","17","2005","10","0","22","225","0","22"
"1","23","200000006","200100","1","0","0","21","23","1","23","0","10","0","23","23","23","0","0","23","23","23","23","23","23","23","0","0","23","30","23","670010023","18","2225","10","0","23","245","0","23"
"1","24","200000006","200100","1","0","0","23","24","1","24","0","10","0","24","24","24","0","0","24","24","24","24","24","24","24","0","0","24","30","24","670010024","20","2446","10","0","24","264","0","24"
"1","25","200000006","200100","1","0","0","24","25","1","25","0","10","0","25","25","25","0","0","25","25","25","25","25","25","25","0","0","25","30","25","670010025","21","2701","10","0","25","267","0","25"
"1","26","200000006","200100","1","0","0","24","26","1","26","0","10","0","26","26","26","0","0","26","26","26","26","26","26","26","0","0","26","30","26","670010026","21","2956","10","0","26","269","0","26"
"1","27","200000006","200100","1","0","0","24","27","1","27","0","10","0","27","27","27","0","0","27","27","27","27","27","27","27","0","0","27","30","27","670010027","21","3211","10","0","27","289","0","27"
"1","28","200000006","200100","1","0","0","25","28","1","28","0","10","0","28","28","28","0","0","28","28","28","28","28","28","28","0","0","28","30","28","670010028","21","3466","10","0","28","309","0","28"
"1","29","200000006","200100","1","0","0","25","29","1","29","0","10","0","29","29","29","0","0","29","29","29","29","29","29","29","0","0","29","30","29","670010029","22","3721","10","0","29","330","0","29"
"1","30","200000006","200100","1","0","0","25","30","1","30","0","10","0","30","30","30","0","0","30","30","30","30","30","30","30","0","0","30","30","30","670010030","22","3976","10","0","30","350","0","30"
"1","31","200000006","200100","1","0","0","26","31","1","31","0","10","0","31","31","31","0","0","31","31","31","31","31","31","31","0","0","31","30","31","670010031","22","4232","10","0","31","370","0","31"
"1","32","200000006","200100","1","0","0","26","32","1","32","0","10","0","32","32","32","0","0","32","32","32","32","32","32","32","0","0","32","30","32","670010032","22","4487","10","0","32","390","0","32"
"1","33","200000006","200100","1","0","0","26","33","1","33","0","10","0","33","33","33","0","0","33","33","33","33","33","33","33","0","0","33","30","33","670010033","22","4742","10","0","33","410","0","33"
"1","34","200000006","200100","1","0","0","26","34","1","34","0","10","0","34","34","34","0","0","34","34","34","34","34","34","34","0","0","34","30","34","670010034","23","4997","10","0","34","431","0","34"
"1","35","200000006","200100","1","0","0","27","35","1","35","0","10","0","35","35","35","0","0","35","35","35","35","35","35","35","0","0","35","30","35","670010035","23","5252","10","0","35","451","0","35"
"1","36","200000006","200100","1","0","0","27","36","1","36","0","10","0","36","36","36","0","0","36","36","36","36","36","36","36","0","0","36","30","36","670010036","23","5507","10","0","36","471","0","36"
"1","37","200000006","200100","1","0","0","31","37","1","37","0","10","0","37","37","37","0","0","37","37","37","37","37","37","37","0","0","37","30","37","670010037","27","5667","10","0","37","516","0","37"
"1","38","200000006","200100","1","0","0","35","38","1","38","0","10","0","38","38","38","0","0","38","38","38","38","38","38","38","0","0","38","30","38","670010038","31","5826","10","0","38","562","0","38"
"1","39","200000006","200100","1","0","0","39","39","1","39","0","10","0","39","39","39","0","0","39","39","39","39","39","39","39","0","0","39","30","39","670010039","35","5986","10","0","39","607","0","39"
"1","40","200000006","200100","1","0","0","40","40","1","40","0","10","0","40","40","40","0","0","40","40","40","40","40","40","40","0","0","40","30","40","670010040","36","7437","10","0","40","712","0","40"
"1","41","200000006","200100","1","0","0","40","41","1","41","0","10","0","41","41","41","0","0","41","41","41","41","41","41","41","0","0","41","30","41","670010041","36","8888","10","0","41","816","0","41"
"1","42","200000006","200100","1","0","0","41","42","1","42","0","10","0","42","42","42","0","0","42","42","42","42","42","42","42","0","0","42","30","42","670010042","36","9321","10","0","42","913","0","42"
"1","43","200000006","200100","1","0","0","41","43","1","43","0","10","0","43","43","43","0","0","43","43","43","43","43","43","43","0","0","43","30","43","670010043","36","9754","10","0","43","1010","0","43"
"1","44","200000006","200100","1","0","0","45","44","1","44","0","10","0","44","44","44","0","0","44","44","44","44","44","44","44","0","0","44","30","44","670010044","38","10008","10","0","44","1079","0","44"
"1","45","200000006","200100","1","0","0","49","45","1","45","0","10","0","45","45","45","0","0","45","45","45","45","45","45","45","0","0","45","30","45","670010045","41","10263","10","0","45","1148","0","45"
"1","46","200000006","200100","1","0","0","53","46","1","46","0","10","0","46","46","46","0","0","46","46","46","46","46","46","46","0","0","46","30","46","670010046","43","10517","10","0","46","1217","0","46"
"1","47","200000006","200100","1","0","0","57","47","1","47","0","10","0","47","47","47","0","0","47","47","47","47","47","47","47","0","0","47","30","47","670010047","45","10771","10","0","47","1286","0","47"
"1","48","200000006","200100","1","0","0","61","48","1","48","0","10","0","48","48","48","0","0","48","48","48","48","48","48","48","0","0","48","30","48","670010048","48","11026","10","0","48","1355","0","48"
"1","49","200000006","200100","1","0","0","65","49","1","49","0","10","0","49","49","49","0","0","49","49","49","49","49","49","49","0","0","49","30","49","670010049","50","11280","10","0","49","1424","0","49"
"1","50","200000006","200100","1","0","0","69","50","1","50","0","10","0","50","50","50","0","0","50","50","50","50","50","50","50","0","0","50","30","50","670010050","52","11534","10","0","50","1493","0","50"
"1","51","200000006","200100","1","0","0","73","51","1","51","0","10","0","51","51","51","0","0","51","51","51","51","51","51","51","0","0","51","30","51","670010051","55","11789","10","0","51","1562","0","51"
"1","52","200000006","200100","1","0","0","77","52","1","52","0","10","0","52","52","52","0","0","52","52","52","52","52","52","52","0","0","52","30","52","670010052","57","12043","10","0","52","1632","0","52"
"1","53","200000006","200100","1","0","0","81","53","1","53","0","10","0","53","53","53","0","0","53","53","53","53","53","53","53","0","0","53","30","53","670010053","59","12297","10","0","53","1701","0","53"
"1","54","200000006","200100","1","0","0","85","54","1","54","0","10","0","54","54","54","0","0","54","54","54","54","54","54","54","0","0","54","30","54","670010054","62","12552","10","0","54","1770","0","54"
"1","55","200000006","200100","1","0","0","89","55","1","55","0","10","0","55","55","55","0","0","55","55","55","55","55","55","55","0","0","55","30","55","670010055","64","12806","10","0","55","1839","0","55"
"1","56","200000006","200100","1","0","0","93","56","1","56","0","10","0","56","56","56","0","0","56","56","56","56","56","56","56","0","0","56","30","56","670010056","66","13060","10","0","56","1908","0","56"
"1","57","200000006","200100","1","0","0","97","57","1","57","0","10","0","57","57","57","0","0","57","57","57","57","57","57","57","0","0","57","30","57","670010057","69","13315","10","0","57","1977","0","57"
"1","58","200000006","200100","1","0","0","101","58","1","58","0","10","0","58","58","58","0","0","58","58","58","58","58","58","58","0","0","58","30","58","670010058","71","13569","10","0","58","2046","0","58"
"1","59","200000006","200100","1","0","0","105","59","1","59","0","10","0","59","59","59","0","0","59","59","59","59","59","59","59","0","0","59","30","59","670010059","73","13823","10","0","59","2115","0","59"
"1","60","200000006","200100","1","0","0","109","60","1","60","0","10","0","60","60","60","0","0","60","60","60","60","60","60","60","0","0","60","30","60","670010060","76","14078","10","0","60","2184","0","60"
"1","61","200000006","200100","1","0","0","113","61","1","61","0","10","0","61","61","61","0","0","61","61","61","61","61","61","61","0","0","61","30","61","670010061","78","14332","10","0","61","2253","0","61"
"1","62","200000006","200100","1","0","0","113","62","1","62","0","10","0","62","62","62","0","0","62","62","62","62","62","62","62","0","0","62","30","62","670010062","79","15514","10","0","62","2280","0","62"
"1","63","200000006","200100","1","0","0","114","63","1","63","0","10","0","63","63","63","0","0","63","63","63","63","63","63","63","0","0","63","30","63","670010063","79","16696","10","0","63","2306","0","63"
"1","64","200000006","200100","1","0","0","114","64","1","64","0","10","0","64","64","64","0","0","64","64","64","64","64","64","64","0","0","64","30","64","670010064","80","17878","10","0","64","2333","0","64"
"1","65","200000006","200100","1","0","0","114","65","1","65","0","10","0","65","65","65","0","0","65","65","65","65","65","65","65","0","0","65","30","65","670010065","81","19060","10","0","65","2359","0","65"
"1","66","200000006","200100","1","0","0","115","66","1","66","0","10","0","66","66","66","0","0","66","66","66","66","66","66","66","0","0","66","30","66","670010066","82","20242","10","0","66","2386","0","66"
"1","67","200000006","200100","1","0","0","115","67","1","67","0","10","0","67","67","67","0","0","67","67","67","67","67","67","67","0","0","67","30","67","670010067","82","21425","10","0","67","2412","0","67"
"1","68","200000006","200100","1","0","0","115","68","1","68","0","10","0","68","68","68","0","0","68","68","68","68","68","68","68","0","0","68","30","68","670010068","83","22607","10","0","68","2439","0","68"
"1","69","200000006","200100","1","0","0","116","69","1","69","0","10","0","69","69","69","0","0","69","69","69","69","69","69","69","0","0","69","30","69","670010069","84","23789","10","0","69","2466","0","69"
"1","70","200000006","200100","1","0","0","116","70","1","70","0","10","0","70","70","70","0","0","70","70","70","70","70","70","70","0","0","70","30","70","670010070","85","24971","10","0","70","2492","0","70"
"1","71","200000006","200100","1","0","0","116","71","1","71","0","10","0","71","71","71","0","0","71","71","71","71","71","71","71","0","0","71","30","71","670010071","85","26153","10","0","71","2519","0","71"
"1","1","200000001","200200","1","0","0","8","1","1","1","0","10","0","1","1","1","0","0","1","1","1","1","1","1","1","0","0","1","30","1","670020001","10","924","10","0","1","108","0","1"
"1","2","200000001","200200","1","0","0","8","2","1","2","0","10","0","2","2","2","0","0","2","2","2","2","2","2","2","0","0","2","30","2","670020002","10","927","10","0","2","111","0","2"
"1","3","200000001","200200","1","0","0","8","3","1","3","0","10","0","3","3","3","0","0","3","3","3","3","3","3","3","0","0","3","30","3","670020003","10","930","10","0","3","114","0","3"
"1","4","200000001","200200","1","0","0","9","4","1","4","0","10","0","4","4","4","0","0","4","4","4","4","4","4","4","0","0","4","30","4","670020004","11","933","10","0","4","117","0","4"
"1","5","200000001","200200","1","0","0","9","5","1","5","0","10","0","5","5","5","0","0","5","5","5","5","5","5","5","0","0","5","30","5","670020005","11","936","10","0","5","120","0","5"
"1","6","200000001","200200","1","0","0","9","6","1","6","0","10","0","6","6","6","0","0","6","6","6","6","6","6","6","0","0","6","30","6","670020006","11","939","10","0","6","123","0","6"
"1","7","200000001","200200","1","0","0","10","7","1","7","0","10","0","7","7","7","0","0","7","7","7","7","7","7","7","0","0","7","30","7","670020007","12","942","10","0","7","126","0","7"
"1","8","200000001","200200","1","0","0","10","8","1","8","0","10","0","8","8","8","0","0","8","8","8","8","8","8","8","0","0","8","30","8","670020008","12","945","10","0","8","129","0","8"
"1","9","200000001","200200","1","0","0","10","9","1","9","0","10","0","9","9","9","0","0","9","9","9","9","9","9","9","0","0","9","30","9","670020009","12","948","10","0","9","132","0","9"
"1","10","200000001","200200","1","0","0","11","10","1","10","0","10","0","10","10","10","0","0","10","10","10","10","10","10","10","0","0","10","30","10","670020010","13","951","10","0","10","135","0","10"
"1","11","200000001","200200","1","0","0","11","11","1","11","0","10","0","11","11","11","0","0","11","11","11","11","11","11","11","0","0","11","30","11","670020011","13","954","10","0","11","138","0","11"
"1","12","200000001","200200","1","0","0","11","12","1","12","0","10","0","12","12","12","0","0","12","12","12","12","12","12","12","0","0","12","30","12","670020012","13","957","10","0","12","141","0","12"
"1","13","200000001","200200","1","0","0","12","13","1","13","0","10","0","13","13","13","0","0","13","13","13","13","13","13","13","0","0","13","30","13","670020013","14","960","10","0","13","144","0","13"
"1","14","200000001","200200","1","0","0","12","14","1","14","0","10","0","14","14","14","0","0","14","14","14","14","14","14","14","0","0","14","30","14","670020014","14","963","10","0","14","147","0","14"
"1","15","200000001","200200","1","0","0","13","15","1","15","0","10","0","15","15","15","0","0","15","15","15","15","15","15","15","0","0","15","30","15","670020015","15","966","10","0","15","151","0","15"
"1","16","200000001","200200","1","0","0","13","16","1","16","0","10","0","16","16","16","0","0","16","16","16","16","16","16","16","0","0","16","30","16","670020016","15","1322","10","0","16","175","0","16"
"1","17","200000001","200200","1","0","0","13","17","1","17","0","10","0","17","17","17","0","0","17","17","17","17","17","17","17","0","0","17","30","17","670020017","15","1678","10","0","17","199","0","17"
"1","18","200000001","200200","1","0","0","13","18","1","18","0","10","0","18","18","18","0","0","18","18","18","18","18","18","18","0","0","18","30","18","670020018","15","1884","10","0","18","207","0","18"
"1","19","200000001","200200","1","0","0","14","19","1","19","0","10","0","19","19","19","0","0","19","19","19","19","19","19","19","0","0","19","30","19","670020019","16","2090","10","0","19","215","0","19"
"1","20","200000001","200200","1","0","0","14","20","1","20","0","10","0","20","20","20","0","0","20","20","20","20","20","20","20","0","0","20","30","20","670020020","16","2296","10","0","20","223","0","20"
"1","21","200000001","200200","1","0","0","14","21","1","21","0","10","0","21","21","21","0","0","21","21","21","21","21","21","21","0","0","21","30","21","670020021","17","2377","10","0","21","237","0","21"
"1","22","200000001","200200","1","0","0","14","22","1","22","0","10","0","22","22","22","0","0","22","22","22","22","22","22","22","0","0","22","30","22","670020022","17","2458","10","0","22","251","0","22"
"1","23","200000001","200200","1","0","0","14","23","1","23","0","10","0","23","23","23","0","0","23","23","23","23","23","23","23","0","0","23","30","23","670020023","17","2658","10","0","23","251","0","23"
"1","24","200000001","200200","1","0","0","16","24","1","24","0","10","0","24","24","24","0","0","24","24","24","24","24","24","24","0","0","24","30","24","670020024","19","2829","10","0","24","268","0","24"
"1","25","200000001","200200","1","0","0","18","25","1","25","0","10","0","25","25","25","0","0","25","25","25","25","25","25","25","0","0","25","30","25","670020025","21","2999","10","0","25","285","0","25"
"1","26","200000001","200200","1","0","0","19","26","1","26","0","10","0","26","26","26","0","0","26","26","26","26","26","26","26","0","0","26","30","26","670020026","24","3170","10","0","26","302","0","26"
"1","27","200000001","200200","1","0","0","21","27","1","27","0","10","0","27","27","27","0","0","27","27","27","27","27","27","27","0","0","27","30","27","670020027","26","3340","10","0","27","319","0","27"
"1","28","200000001","200200","1","0","0","23","28","1","28","0","10","0","28","28","28","0","0","28","28","28","28","28","28","28","0","0","28","30","28","670020028","28","3511","10","0","28","336","0","28"
"1","29","200000001","200200","1","0","0","23","29","1","29","0","10","0","29","29","29","0","0","29","29","29","29","29","29","29","0","0","29","30","29","670020029","29","4632","10","0","29","380","0","29"
"1","30","200000001","200200","1","0","0","23","30","1","30","0","10","0","30","30","30","0","0","30","30","30","30","30","30","30","0","0","30","30","30","670020030","29","4717","10","0","30","412","0","30"
"1","31","200000001","200200","1","0","0","23","31","1","31","0","10","0","31","31","31","0","0","31","31","31","31","31","31","31","0","0","31","30","31","670020031","28","4802","10","0","31","443","0","31"
"1","32","200000001","200200","1","0","0","23","32","1","32","0","10","0","32","32","32","0","0","32","32","32","32","32","32","32","0","0","32","30","32","670020032","28","4887","10","0","32","432","0","32"
"1","33","200000001","200200","1","0","0","23","33","1","33","0","10","0","33","33","33","0","0","33","33","33","33","33","33","33","0","0","33","30","33","670020033","28","4972","10","0","33","420","0","33"
"1","34","200000001","200200","1","0","0","24","34","1","34","0","10","0","34","34","34","0","0","34","34","34","34","34","34","34","0","0","34","30","34","670020034","28","5985","10","0","34","499","0","34"
"1","35","200000001","200200","1","0","0","27","35","1","35","0","10","0","35","35","35","0","0","35","35","35","35","35","35","35","0","0","35","30","35","670020035","32","6241","10","0","35","525","0","35"
"1","36","200000001","200200","1","0","0","30","36","1","36","0","10","0","36","36","36","0","0","36","36","36","36","36","36","36","0","0","36","30","36","670020036","36","6497","10","0","36","550","0","36"
"1","37","200000001","200200","1","0","0","32","37","1","37","0","10","0","37","37","37","0","0","37","37","37","37","37","37","37","0","0","37","30","37","670020037","39","6752","10","0","37","576","0","37"
"1","38","200000001","200200","1","0","0","35","38","1","38","0","10","0","38","38","38","0","0","38","38","38","38","38","38","38","0","0","38","30","38","670020038","43","7008","10","0","38","601","0","38"
"1","39","200000001","200200","1","0","0","33","39","1","39","0","10","0","39","39","39","0","0","39","39","39","39","39","39","39","0","0","39","30","39","670020039","42","7387","10","0","39","671","0","39"
"1","40","200000001","200200","1","0","0","35","40","1","40","0","10","0","40","40","40","0","0","40","40","40","40","40","40","40","0","0","40","30","40","670020040","44","8119","10","0","40","679","0","40"
"1","41","200000001","200200","1","0","0","37","41","1","41","0","10","0","41","41","41","0","0","41","41","41","41","41","41","41","0","0","41","30","41","670020041","46","9635","10","0","41","729","0","41"
"1","42","200000001","200200","1","0","0","38","42","1","42","0","10","0","42","42","42","0","0","42","42","42","42","42","42","42","0","0","42","30","42","670020042","47","11151","10","0","42","778","0","42"
"1","43","200000001","200200","1","0","0","38","43","1","43","0","10","0","43","43","43","0","0","43","43","43","43","43","43","43","0","0","43","30","43","670020043","47","11476","10","0","43","790","0","43"
"1","44","200000001","200200","1","0","0","39","44","1","44","0","10","0","44","44","44","0","0","44","44","44","44","44","44","44","0","0","44","30","44","670020044","47","11802","10","0","44","802","0","44"
"1","45","200000001","200200","1","0","0","39","45","1","45","0","10","0","45","45","45","0","0","45","45","45","45","45","45","45","0","0","45","30","45","670020045","47","12127","10","0","45","814","0","45"
"1","46","200000001","200200","1","0","0","40","46","1","46","0","10","0","46","46","46","0","0","46","46","46","46","46","46","46","0","0","46","30","46","670020046","48","13833","10","0","46","971","0","46"
"1","47","200000001","200200","1","0","0","40","47","1","47","0","10","0","47","47","47","0","0","47","47","47","47","47","47","47","0","0","47","30","47","670020047","49","15539","10","0","47","1128","0","47"
"1","48","200000001","200200","1","0","0","41","48","1","48","0","10","0","48","48","48","0","0","48","48","48","48","48","48","48","0","0","48","30","48","670020048","50","17245","10","0","48","1284","0","48"
"1","49","200000001","200200","1","0","0","41","49","1","49","0","10","0","49","49","49","0","0","49","49","49","49","49","49","49","0","0","49","30","49","670020049","51","18951","10","0","49","1441","0","49"
