dfb950df30d9e306b858504f1dd7fdeddb9aac557d9cbc596dd8c7ca5f306114,e1fb60b915dc1d9f26cd635fcf469ade7e3041398f9fa547bf83beb72be8e624,02b92519a1f7848e67bfd57fca0e3ab9b0dbbbd52a67f1b5822dcb776ab76e6a,da76ae9ffa84c714cc37f697fbf66293996c57c22ab84fda5e9f7a7dc1fa5ef1,640b994f7070ca0ebe6a5e252e16bedb0be425e0b1ffc66d059dee09580430e6,0197d55b6a29d28984db98bc17f1b9daee224eaa4848a93b39fc4daa36ec4f18,8d38c4a605ef8f8c5740c83ff1a9c99537822b4316913ec8096e3a13353691ac,6e81069152d449079aa00edfba4368b57c3493700af35dbdb592cd0799995c2e,68c83648dc58cd2f5e6a9fdad35794ec23be0c937fe2f68bb1fdf3a9e3d9719b,fa0610969b41b706f5e7511a9ace8494dd03e6ac244ab8c1b431cda5e8e43de0,b51bcca6edd25c73f0595cf07cb485e8c8c2e9befbe1badf70fce594d157f917,d2131fab2e859cd8261dac458dccf8acbee1abaa6e6f95a58c0ef7e7d703b7e0
"4","90","4","1","0","924093104","0","92409140","92409","92409130","924092104","924091400"
"1","90","1","1","92409220","924093201","500000000","92409210","92409","0","924092201","924092100"
"2","90","2","1","92409230","924093202","1000000000","92409220","92409","92409210","924092202","924092200"
"3","90","3","1","92409240","924093203","1500000000","92409230","92409","92409220","924092203","924092300"
"4","90","4","1","0","924093204","0","92409240","92409","92409230","924092204","924092400"
"1","90","1","1","92409320","924093301","500000000","92409310","92409","0","924092301","924093100"
"2","90","2","1","92409330","924093302","1000000000","92409320","92409","92409310","924092302","924093200"
"3","90","3","1","92409340","924093303","1500000000","92409330","92409","92409320","924092303","924093300"
"4","90","4","1","0","924093304","0","92409340","92409","92409330","924092304","924093400"
"1","90","1","1","92410120","924103101","500000000","92410110","92410","0","924102101","924101100"
"2","90","2","1","92410130","924103102","1000000000","92410120","92410","92410110","924102102","924101200"
"3","90","3","1","92410140","924103103","1500000000","92410130","92410","92410120","924102103","924101300"
"4","90","4","1","0","924103104","0","92410140","92410","92410130","924102104","924101400"
"1","90","1","1","92410220","924103201","500000000","92410210","92410","0","924102201","924102100"
"2","90","2","1","92410230","924103202","1000000000","92410220","92410","92410210","924102202","924102200"
"3","90","3","1","92410240","924103203","1500000000","92410230","92410","92410220","924102203","924102300"
"4","90","4","1","0","924103204","0","92410240","92410","92410230","924102204","924102400"
"1","90","1","1","92410320","924103301","500000000","92410310","92410","0","924102301","924103100"
"2","90","2","1","92410330","924103302","1000000000","92410320","92410","92410310","924102302","924103200"
"3","90","3","1","92410340","924103303","1500000000","92410330","92410","92410320","924102303","924103300"
"4","90","4","1","0","924103304","0","92410340","92410","92410330","924102304","924103400"
"1","90","1","1","92411120","924113101","500000000","92411110","92411","0","924112101","924111100"
"2","90","2","1","92411130","924113102","1000000000","92411120","92411","92411110","924112102","924111200"
"3","90","3","1","92411140","924113103","1500000000","92411130","92411","92411120","924112103","924111300"
"4","90","4","1","0","924113104","0","92411140","92411","92411130","924112104","924111400"
"1","90","1","1","92411220","924113201","500000000","92411210","92411","0","924112201","924112100"
"2","90","2","1","92411230","924113202","1000000000","92411220","92411","92411210","924112202","924112200"
"3","90","3","1","92411240","924113203","1500000000","92411230","92411","92411220","924112203","924112300"
"4","90","4","1","0","924113204","0","92411240","92411","92411230","924112204","924112400"
"1","90","1","1","92411320","924113301","500000000","92411310","92411","0","924112301","924113100"
"2","90","2","1","92411330","924113302","1000000000","92411320","92411","92411310","924112302","924113200"
"3","90","3","1","92411340","924113303","1500000000","92411330","92411","92411320","924112303","924113300"
"4","90","4","1","0","924113304","0","92411340","92411","92411330","924112304","924113400"
"1","90","1","1","92412120","924123101","500000000","92412110","92412","0","924122101","924121100"
"2","90","2","1","92412130","924123102","1000000000","92412120","92412","92412110","924122102","924121200"
"3","90","3","1","92412140","924123103","1500000000","92412130","92412","92412120","924122103","924121300"
"4","90","4","1","0","924123104","0","92412140","92412","92412130","924122104","924121400"
"1","90","1","1","92412220","924123201","500000000","92412210","92412","0","924122201","924122100"
"2","90","2","1","92412230","924123202","1000000000","92412220","92412","92412210","924122202","924122200"
"3","90","3","1","92412240","924123203","1500000000","92412230","92412","92412220","924122203","924122300"
"4","90","4","1","0","924123204","0","92412240","92412","92412230","924122204","924122400"
"1","90","1","1","92412320","924123301","500000000","92412310","92412","0","924122301","924123100"
"2","90","2","1","92412330","924123302","1000000000","92412320","92412","92412310","924122302","924123200"
"3","90","3","1","92412340","924123303","1500000000","92412330","92412","92412320","924122303","924123300"
"4","90","4","1","0","924123304","0","92412340","92412","92412330","924122304","924123400"
"1","90","1","1","92414120","924143101","500000000","92414110","92414","0","924142101","924141100"
"2","90","2","1","92414130","924143102","1000000000","92414120","92414","92414110","924142102","924141200"
"3","90","3","1","92414140","924143103","1500000000","92414130","92414","92414120","924142103","924141300"
"4","90","4","1","0","924143104","0","92414140","92414","92414130","924142104","924141400"
"1","90","1","1","92414220","924143201","500000000","92414210","92414","0","924142201","924142100"
"2","90","2","1","92414230","924143202","1000000000","92414220","92414","92414210","924142202","924142200"
"3","90","3","1","92414240","924143203","1500000000","92414230","92414","92414220","924142203","924142300"
"4","90","4","1","0","924143204","0","92414240","92414","92414230","924142204","924142400"
"1","90","1","1","92414320","924143301","500000000","92414310","92414","0","924142301","924143100"
"2","90","2","1","92414330","924143302","1000000000","92414320","92414","92414310","924142302","924143200"
"3","90","3","1","92414340","924143303","1500000000","92414330","92414","92414320","924142303","924143300"
"4","90","4","1","0","924143304","0","92414340","92414","92414330","924142304","924143400"
"1","90","1","1","92415120","924153101","500000000","92415110","92415","0","924152101","924151100"
"2","90","2","1","92415130","924153102","1000000000","92415120","92415","92415110","924152102","924151200"
"3","90","3","1","92415140","924153103","1500000000","92415130","92415","92415120","924152103","924151300"
"4","90","4","1","0","924153104","0","92415140","92415","92415130","924152104","924151400"
"1","90","1","1","92415220","924153201","500000000","92415210","92415","0","924152201","924152100"
"2","90","2","1","92415230","924153202","1000000000","92415220","92415","92415210","924152202","924152200"
"3","90","3","1","92415240","924153203","1500000000","92415230","92415","92415220","924152203","924152300"
"4","90","4","1","0","924153204","0","92415240","92415","92415230","924152204","924152400"
"1","90","1","1","92415320","924153301","500000000","92415310","92415","0","924152301","924153100"
"2","90","2","1","92415330","924153302","1000000000","92415320","92415","92415310","924152302","924153200"
"3","90","3","1","92415340","924153303","1500000000","92415330","92415","92415320","924152303","924153300"
"4","90","4","1","0","924153304","0","92415340","92415","92415330","924152304","924153400"
"1","90","1","1","92416120","924163101","500000000","92416110","92416","0","924162101","924161100"
"2","90","2","1","92416130","924163102","1000000000","92416120","92416","92416110","924162102","924161200"
"3","90","3","1","92416140","924163103","1500000000","92416130","92416","92416120","924162103","924161300"
"4","90","4","1","0","924163104","0","92416140","92416","92416130","924162104","924161400"
"1","90","1","1","92416220","924163201","500000000","92416210","92416","0","924162201","924162100"
"2","90","2","1","92416230","924163202","1000000000","92416220","92416","92416210","924162202","924162200"
"3","90","3","1","92416240","924163203","1500000000","92416230","92416","92416220","924162203","924162300"
"4","90","4","1","0","924163204","0","92416240","92416","92416230","924162204","924162400"
"1","90","1","1","92416320","924163301","500000000","92416310","92416","0","924162301","924163100"
"2","90","2","1","92416330","924163302","1000000000","92416320","92416","92416310","924162302","924163200"
"3","90","3","1","92416340","924163303","1500000000","92416330","92416","92416320","924162303","924163300"
"4","90","4","1","0","924163304","0","92416340","92416","92416330","924162304","924163400"
"1","90","1","1","92417120","924173101","500000000","92417110","92417","0","924172101","924171100"
"2","90","2","1","92417130","924173102","1000000000","92417120","92417","92417110","924172102","924171200"
"3","90","3","1","92417140","924173103","1500000000","92417130","92417","92417120","924172103","924171300"
"4","90","4","1","0","924173104","0","92417140","92417","92417130","924172104","924171400"
"1","90","1","1","92417220","924173201","500000000","92417210","92417","0","924172201","924172100"
"2","90","2","1","92417230","924173202","1000000000","92417220","92417","92417210","924172202","924172200"
"3","90","3","1","92417240","924173203","1500000000","92417230","92417","92417220","924172203","924172300"
"4","90","4","1","0","924173204","0","92417240","92417","92417230","924172204","924172400"
"1","90","1","1","92417320","924173301","500000000","92417310","92417","0","924172301","924173100"
"2","90","2","1","92417330","924173302","1000000000","92417320","92417","92417310","924172302","924173200"
"3","90","3","1","92417340","924173303","1500000000","92417330","92417","92417320","924172303","924173300"
"4","90","4","1","0","924173304","0","92417340","92417","92417330","924172304","924173400"
"1","90","1","1","92418120","924183101","500000000","92418110","92418","0","924182101","924181100"
"2","90","2","1","92418130","924183102","1000000000","92418120","92418","92418110","924182102","924181200"
"3","90","3","1","92418140","924183103","1500000000","92418130","92418","92418120","924182103","924181300"
"4","90","4","1","0","924183104","0","92418140","92418","92418130","924182104","924181400"
"1","90","1","1","92418220","924183201","500000000","92418210","92418","0","924182201","924182100"
"2","90","2","1","92418230","924183202","1000000000","92418220","92418","92418210","924182202","924182200"
"3","90","3","1","92418240","924183203","1500000000","92418230","92418","92418220","924182203","924182300"
"4","90","4","1","0","924183204","0","92418240","92418","92418230","924182204","924182400"
"1","90","1","1","92418320","924183301","500000000","92418310","92418","0","924182301","924183100"
"2","90","2","1","92418330","924183302","1000000000","92418320","92418","92418310","924182302","924183200"
"3","90","3","1","92418340","924183303","1500000000","92418330","92418","92418320","924182303","924183300"
"4","90","4","1","0","924183304","0","92418340","92418","92418330","924182304","924183400"
"1","90","1","1","92419120","924193101","500000000","92419110","92419","0","924192101","924191100"
"2","90","2","1","92419130","924193102","1000000000","92419120","92419","92419110","924192102","924191200"
"3","90","3","1","92419140","924193103","1500000000","92419130","92419","92419120","924192103","924191300"
"4","90","4","1","0","924193104","0","92419140","92419","92419130","924192104","924191400"
"1","90","1","1","92419220","924193201","500000000","92419210","92419","0","924192201","924192100"
"2","90","2","1","92419230","924193202","1000000000","92419220","92419","92419210","924192202","924192200"
"3","90","3","1","92419240","924193203","1500000000","92419230","92419","92419220","924192203","924192300"
"4","90","4","1","0","924193204","0","92419240","92419","92419230","924192204","924192400"
"1","90","1","1","92419320","924193301","500000000","92419310","92419","0","924192301","924193100"
"2","90","2","1","92419330","924193302","1000000000","92419320","92419","92419310","924192302","924193200"
"3","90","3","1","92419340","924193303","1500000000","92419330","92419","92419320","924192303","924193300"
"4","90","4","1","0","924193304","0","92419340","92419","92419330","924192304","924193400"
"1","90","1","1","92420120","924203101","500000000","92420110","92420","0","924202101","924201100"
"2","90","2","1","92420130","924203102","1000000000","92420120","92420","92420110","924202102","924201200"
"3","90","3","1","92420140","924203103","1500000000","92420130","92420","92420120","924202103","924201300"
"4","90","4","1","0","924203104","0","92420140","92420","92420130","924202104","924201400"
"1","90","1","1","92420220","924203201","500000000","92420210","92420","0","924202201","924202100"
"2","90","2","1","92420230","924203202","1000000000","92420220","92420","92420210","924202202","924202200"
"3","90","3","1","92420240","924203203","1500000000","92420230","92420","92420220","924202203","924202300"
"4","90","4","1","0","924203204","0","92420240","92420","92420230","924202204","924202400"
"1","90","1","1","92420320","924203301","500000000","92420310","92420","0","924202301","924203100"
"2","90","2","1","92420330","924203302","1000000000","92420320","92420","92420310","924202302","924203200"
"3","90","3","1","92420340","924203303","1500000000","92420330","92420","92420320","924202303","924203300"
"4","90","4","1","0","924203304","0","92420340","92420","92420330","924202304","924203400"
"1","90","1","1","92421120","924213101","500000000","92421110","92421","0","924212101","924211100"
"2","90","2","1","92421130","924213102","1000000000","92421120","92421","92421110","924212102","924211200"
"3","90","3","1","92421140","924213103","1500000000","92421130","92421","92421120","924212103","924211300"
"4","90","4","1","0","924213104","0","92421140","92421","92421130","924212104","924211400"
"1","90","1","1","92421220","924213201","500000000","92421210","92421","0","924212201","924212100"
"2","90","2","1","92421230","924213202","1000000000","92421220","92421","92421210","924212202","924212200"
"3","90","3","1","92421240","924213203","1500000000","92421230","92421","92421220","924212203","924212300"
"4","90","4","1","0","924213204","0","92421240","92421","92421230","924212204","924212400"
"1","90","1","1","92421320","924213301","500000000","92421310","92421","0","924212301","924213100"
"2","90","2","1","92421330","924213302","1000000000","92421320","92421","92421310","924212302","924213200"
"3","90","3","1","92421340","924213303","1500000000","92421330","92421","92421320","924212303","924213300"
"4","90","4","1","0","924213304","0","92421340","92421","92421330","924212304","924213400"
"1","90","1","1","92422120","924223101","500000000","92422110","92422","0","924222101","924221100"
"2","90","2","1","92422130","924223102","1000000000","92422120","92422","92422110","924222102","924221200"
"3","90","3","1","92422140","924223103","1500000000","92422130","92422","92422120","924222103","924221300"
"4","90","4","1","0","924223104","0","92422140","92422","92422130","924222104","924221400"
"1","90","1","1","92422220","924223201","500000000","92422210","92422","0","924222201","924222100"
"2","90","2","1","92422230","924223202","1000000000","92422220","92422","92422210","924222202","924222200"
"3","90","3","1","92422240","924223203","1500000000","92422230","92422","92422220","924222203","924222300"
"4","90","4","1","0","924223204","0","92422240","92422","92422230","924222204","924222400"
"1","90","1","1","92422320","924223301","500000000","92422310","92422","0","924222301","924223100"
"2","90","2","1","92422330","924223302","1000000000","92422320","92422","92422310","924222302","924223200"
"3","90","3","1","92422340","924223303","1500000000","92422330","92422","92422320","924222303","924223300"
"4","90","4","1","0","924223304","0","92422340","92422","92422330","924222304","924223400"
"1","90","1","1","92423120","924233101","500000000","92423110","92423","0","924232101","924231100"
"2","90","2","1","92423130","924233102","1000000000","92423120","92423","92423110","924232102","924231200"
"3","90","3","1","92423140","924233103","1500000000","92423130","92423","92423120","924232103","924231300"
"4","90","4","1","0","924233104","0","92423140","92423","92423130","924232104","924231400"
"1","90","1","1","92423220","924233201","500000000","92423210","92423","0","924232201","924232100"
"2","90","2","1","92423230","924233202","1000000000","92423220","92423","92423210","924232202","924232200"
"3","90","3","1","92423240","924233203","1500000000","92423230","92423","92423220","924232203","924232300"
"4","90","4","1","0","924233204","0","92423240","92423","92423230","924232204","924232400"
"1","90","1","1","92423320","924233301","500000000","92423310","92423","0","924232301","924233100"
"2","90","2","1","92423330","924233302","1000000000","92423320","92423","92423310","924232302","924233200"
"3","90","3","1","92423340","924233303","1500000000","92423330","92423","92423320","924232303","924233300"
"4","90","4","1","0","924233304","0","92423340","92423","92423330","924232304","924233400"
"1","90","1","1","92424120","924243101","500000000","92424110","92424","0","924242101","924241100"
"2","90","2","1","92424130","924243102","1000000000","92424120","92424","92424110","924242102","924241200"
"3","90","3","1","92424140","924243103","1500000000","92424130","92424","92424120","924242103","924241300"
"4","90","4","1","0","924243104","0","92424140","92424","92424130","924242104","924241400"
"1","90","1","1","92424220","924243201","500000000","92424210","92424","0","924242201","924242100"
"2","90","2","1","92424230","924243202","1000000000","92424220","92424","92424210","924242202","924242200"
"3","90","3","1","92424240","924243203","1500000000","92424230","92424","92424220","924242203","924242300"
"4","90","4","1","0","924243204","0","92424240","92424","92424230","924242204","924242400"
"1","90","1","1","92424320","924243301","500000000","92424310","92424","0","924242301","924243100"
"2","90","2","1","92424330","924243302","1000000000","92424320","92424","92424310","924242302","924243200"
"3","90","3","1","92424340","924243303","1500000000","92424330","92424","92424320","924242303","924243300"
"4","90","4","1","0","924243304","0","92424340","92424","92424330","924242304","924243400"
"1","90","1","1","92425120","924253101","500000000","92425110","92425","0","924252101","924251100"
"2","90","2","1","92425130","924253102","1000000000","92425120","92425","92425110","924252102","924251200"
"3","90","3","1","92425140","924253103","1500000000","92425130","92425","92425120","924252103","924251300"
"4","90","4","1","0","924253104","0","92425140","92425","92425130","924252104","924251400"
"1","90","1","1","92425220","924253201","500000000","92425210","92425","0","924252201","924252100"
"2","90","2","1","92425230","924253202","1000000000","92425220","92425","92425210","924252202","924252200"
"3","90","3","1","92425240","924253203","1500000000","92425230","92425","92425220","924252203","924252300"
"4","90","4","1","0","924253204","0","92425240","92425","92425230","924252204","924252400"
"1","90","1","1","92425320","924253301","500000000","92425310","92425","0","924252301","924253100"
"2","90","2","1","92425330","924253302","1000000000","92425320","92425","92425310","924252302","924253200"
"3","90","3","1","92425340","924253303","1500000000","92425330","92425","92425320","924252303","924253300"
"4","90","4","1","0","924253304","0","92425340","92425","92425330","924252304","924253400"
"1","90","1","1","92501120","925013101","500000000","92501110","92413","0","925012101","925011100"
"2","90","2","1","92501130","925013102","1000000000","92501120","92413","92501110","925012102","925011200"
"3","90","3","1","92501140","925013103","1500000000","92501130","92413","92501120","925012103","925011300"
"4","90","4","1","0","925013104","0","92501140","92413","92501130","925012104","925011400"
"1","90","1","1","92501220","925013201","500000000","92501210","92413","0","925012201","925012100"
"2","90","2","1","92501230","925013202","1000000000","92501220","92413","92501210","925012202","925012200"
"3","90","3","1","92501240","925013203","1500000000","92501230","92413","92501220","925012203","925012300"
"4","90","4","1","0","925013204","0","92501240","92413","92501230","925012204","925012400"
"1","90","1","1","92501320","925013301","500000000","92501310","92413","0","925012301","925013100"
"2","90","2","1","92501330","925013302","1000000000","92501320","92413","92501310","925012302","925013200"
"3","90","3","1","92501340","925013303","1500000000","92501330","92413","92501320","925012303","925013300"
"4","90","4","1","0","925013304","0","92501340","92413","92501330","925012304","925013400"
