4eec9e1a5e1ba1ebc3c42776fae0a4e5e8c26535eab4ec3de0cd838c8e7f73e1,af187009869d7953336d864de9fc62ac97779379dc13044ba50afac86e1e2d5d,09b782de5f8272ce575bcd59c003d3b012cfcb391492290dcb9432c114b8a193,78e7756f7caf3d692661a873e1f077b3bdcf0779e1e17007e93d294192b0c876,7b2611eb5d722ce37dd30ef8a2c0c684e24fb9ea24201e025ff09db0d0b0449d,4da468f36c3afd9d44e0d4f8f1b7a2201199e799a7e5166c8f2b40bec90a5506,b8c2710eb894fa064e722b3ad8dc19518992843e25b12b092a3522df64a76d67,93f3ef57351dc67d78987e6a4b9392c04a076a4b224cd1d7f38373b0da0ee03a,b681d1218794459863be3ef1db1e7fb2ec5da6d8ec17c70031f428d39475e2f5,8456e25f3c2297e098b080e5ff477c4c8d616f0430b412d8f9c4bc23aaa7adc4,617c40c6c172cf34e48e1a9ba9ea8a9ceaef594f8337febbf521ca5196a67a9e,39ba57d71a30cdf38356e92c895310c636e1cb9f936771156cd9bffa9815509b
"415","0.7","0","0","5154062","0","515406229","0","5","315","1","29"
"0","0","2","1","5154062","0","515406230","0","0","0","4","30"
"0","0","0","0","5154062","vo_abd","515406231","vo_abd_0106","0","0","2","31"
"190","1","0","0","5154062","0","515406232","0","6","0","1","32"
"0","0","1.3","1","5154062","0","515406233","0","0","0","4","33"
"415","1","0","0","5154062","0","515406234","0","6","190","1","34"
"0","0","2.3","1","5154062","0","515406235","0","0","0","4","35"
"0","0","0","0","5154062","vo_abd","515406236","vo_abd_0107","0","0","2","36"
"47","0.7","0","0","5154062","0","515406237","0","7","0","1","37"
"0","0","0.8","1","5154062","0","515406238","0","0","0","4","38"
"360","0.8","0","0","5154062","0","515406239","0","7","47","1","39"
"0","0","2","1","5154062","0","515406240","0","0","0","4","40"
"0","0","0","0","5154062","vo_abd","515406241","vo_abd_0108","0","0","2","41"
"415","2.63","0","0","5154062","0","515406242","0","8","0","1","42"
"0","0","2.63","1","5154062","0","515406243","0","0","0","4","43"
"0","0","0","0","5154062","vo_abd","515406244","vo_abd_0109","0","0","2","44"
"0","1","0","0","5154062","0","515406245","0","9","0","1","45"
"0","0","2","1","5154062","0","515406246","0","0","0","4","46"
"61","0.5","0","0","5154062","0","515406247","0","9","0","1","47"
"0","0","1.2","1","5154062","0","515406248","0","0","0","4","48"
"415","1.5","0","0","5154062","0","515406249","0","9","61","1","49"
"0","0","2.5","1","5154062","0","515406250","0","0","0","4","50"
"0","0","0","0","5154062","vo_abd","515406251","vo_abd_0110","0","0","2","51"
"28","0.2","0","0","5154062","0","515406252","0","10","0","1","52"
"0","0","0.6","1","5154062","0","515406253","0","0","0","4","53"
"400","1.3","0","0","5154062","0","515406254","0","10","28","1","54"
"0","0","2.3","1","5154062","0","515406255","0","0","0","4","55"
"0","0","0","0","5154062","vo_abd","515406256","vo_abd_0111","0","0","2","56"
"60","0.3","0","0","5154062","0","515406257","0","11","0","1","57"
"0","0","1.2","1","5154062","0","515406258","0","0","0","4","58"
"315","1","0","0","5154062","0","515406259","0","11","60","1","59"
"0","0","0.8","1","5154063","0","515406301","0","0","0","4","1"
"0","0","0","0","5154063","vo_abd","515406302","vo_abd_0201","0","0","2","2"
"350","1.5","0","0","5154063","0","515406303","0","1","0","1","3"
"0","0","2.25","1","5154063","0","515406304","0","0","0","4","4"
"0","0","0","0","5154063","vo_abd","515406305","vo_abd_0202","0","0","2","5"
"390","1.8","0","0","5154063","0","515406306","0","2","0","1","6"
"0","0","3","1","5154063","0","515406307","0","0","0","4","7"
"0","0","0","0","5154063","vo_abd","515406308","vo_abd_0203","0","0","2","8"
"330","1.5","0","0","5154063","0","515406309","0","3","0","1","9"
"0","0","1.8","1","5154063","0","515406310","0","0","0","4","10"
"0","0","0","0","5154063","vo_abd","515406311","vo_abd_0204","0","0","2","11"
"300","1.3","0","0","5154063","0","515406312","0","4","0","1","12"
"0","0","2.5","1","5154063","0","515406313","0","0","0","4","13"
"0","0","0","0","5154063","vo_abd","515406314","vo_abd_0205","0","0","2","14"
"360","1.5","0","0","5154063","0","515406315","0","5","0","1","15"
"0","0","2","1","5154063","0","515406316","0","0","0","4","16"
"0","0","0","0","5154063","vo_abd","515406317","vo_abd_0206","0","0","2","17"
"310","1.8","0","0","5154063","0","515406318","0","6","0","1","18"
"0","0","3","1","5154063","0","515406319","0","0","0","4","19"
"0","0","0","0","5154063","vo_abd","515406320","vo_abd_0207","0","0","2","20"
"138","1.2","0","0","5154063","0","515406321","0","8","0","1","21"
"0","0","1.6","1","5154063","0","515406322","0","0","0","4","22"
"400","0.45","0","0","5154063","0","515406323","0","8","138","1","23"
"0","0","0.45","1","5154063","0","515406324","0","0","0","4","24"
"0","0","0","0","5154063","vo_abd","515406325","vo_abd_0208","0","0","2","25"
"360","1.1","0","0","5154063","0","515406326","0","9","0","1","26"
"0","0","1.6","1","5154063","0","515406327","0","0","0","4","27"
"0","0","0","0","5154063","vo_abd","515406328","vo_abd_0209","0","0","2","28"
"280","0.5","0","0","5154063","0","515406329","0","10","0","1","29"
"0","0","0.5","1","5154063","0","515406330","0","0","0","4","30"
"0","0","0","0","5154063","vo_abd","515406331","vo_abd_0210","0","0","2","31"
"360","1","0","0","5154063","0","515406332","0","11","0","1","32"
"0","0","0.8","1","5154064","0","515406401","0","0","0","4","1"
"0","0","0","0","5154064","vo_abd","515406402","vo_abd_0301","0","0","2","2"
"400","2","0","0","5154064","0","515406403","0","1","0","1","3"
"0","0","2.8","1","5154064","0","515406404","0","0","0","4","4"
"0","0","0","0","5154064","vo_abd","515406405","vo_abd_0302","0","0","2","5"
"400","2","0","0","5154064","0","515406406","0","2","0","1","6"
"0","0","3.5","1","5154064","0","515406407","0","0","0","4","7"
"0","0","0","0","5154064","vo_abd","515406408","vo_abd_0303","0","0","2","8"
"425","2.8","0","0","5154064","0","515406409","0","3","0","1","9"
"0","0","3.5","1","5154064","0","515406410","0","0","0","4","10"
"0","0","0","0","5154064","vo_abd","515406411","vo_abd_0304","0","0","2","11"
"450","3","0","0","5154064","0","515406412","0","4","0","1","12"
"0","0","4","1","5154064","0","515406413","0","0","0","4","13"
"0","0","0","0","5154064","vo_abd","515406414","vo_abd_0305","0","0","2","14"
"63","0.2","0","0","5154064","0","515406415","0","5","0","1","15"
"0","0","1.05","1","5154064","0","515406416","0","0","0","4","16"
"420","2","0","0","5154064","0","515406417","0","5","63","1","17"
"0","0","3.5","1","5154064","0","515406418","0","0","0","4","18"
"0","0","0","0","5154064","vo_abd","515406419","vo_abd_0306","0","0","2","19"
"151","1","0","0","5154064","0","515406420","0","6","0","1","20"
"0","0","1.7","1","5154064","0","515406421","0","0","0","4","21"
"260","1","0","0","5154064","0","515406422","0","6","151","1","22"
"0","0","2.8","1","5154064","0","515406423","0","0","0","4","23"
"48","0.8","0","0","5154064","0","515406424","0","7","0","1","24"
"0","0","0.96","1","5154064","0","515406425","0","0","0","4","25"
"0","0","0","0","5154064","vo_abd","515406426","vo_abd_0307","0","0","2","26"
"360","1.5","0","0","5154064","0","515406427","0","7","48","1","27"
"0","0","1.7","1","5154064","0","515406428","0","0","0","4","28"
"360","0.8","0","0","5154064","0","515406429","0","7","360","1","29"
"0","0","2","1","5154064","0","515406430","0","0","0","4","30"
"0","0","0","0","5154064","vo_abd","515406431","vo_abd_0308","0","0","2","31"
"254","1","0","0","5154064","0","515406432","0","8","0","1","32"
"0","0","2","1","5154064","0","515406433","0","0","0","4","33"
"254","0.3","0","0","5154064","0","515406434","0","8","254","1","34"
"0","0","1.5","1","5154064","0","515406435","0","0","0","4","35"
"400","0.8","0","0","5154064","0","515406436","0","8","254","1","36"
"0","0","2","1","5154064","0","515406437","0","0","0","4","37"
"0","0","0","0","5154064","vo_abd","515406438","vo_abd_0309","0","0","2","38"
"96","2","0","0","5154064","0","515406439","0","9","0","1","39"
"0","0","2.65","1","5154064","0","515406440","0","0","0","4","40"
"425","1","0","0","5154064","0","515406441","0","9","96","1","41"
"0","0","2","1","5154064","0","515406442","0","0","0","4","42"
"0","0","0","0","5154064","vo_abd","515406443","vo_abd_0310","0","0","2","43"
"400","2.5","0","0","5154064","0","515406444","0","10","0","1","44"
"0","0","4","1","5154064","0","515406445","0","0","0","4","45"
"0","0","0","0","5154064","vo_abd","515406446","vo_abd_0311","0","0","2","46"
"115","1.2","0","0","5154064","0","515406447","0","11","0","1","47"
"0","0","2","1","5154064","0","515406448","0","0","0","4","48"
"295","1","0","0","5154064","0","515406449","0","11","115","1","49"
"0","0","2.5","1","5154064","0","515406450","0","0","0","4","50"
"430","0.5","0","0","5154064","0","515406451","0","11","295","1","51"
"0","0","0.8","1","5154065","0","515406501","0","0","0","4","1"
"0","0","0","0","5154065","vo_abd","515406502","vo_abd_0401","0","0","2","2"
"400","2","0","0","5154065","0","515406503","0","1","0","1","3"
"0","0","3.2","1","5154065","0","515406504","0","0","0","4","4"
"0","0","0","0","5154065","vo_abd","515406505","vo_abd_0402","0","0","2","5"
"420","2","0","0","5154065","0","515406506","0","2","0","1","6"
"0","0","3.7","1","5154065","0","515406507","0","0","0","4","7"
"0","0","0","0","5154065","vo_abd","515406508","vo_abd_0403","0","0","2","8"
"400","2","0","0","5154065","0","515406509","0","3","0","1","9"
"0","0","3","1","5154065","0","515406510","0","0","0","4","10"
"0","0","0","0","5154065","vo_abd","515406511","vo_abd_0404","0","0","2","11"
"188","1","0","0","5154065","0","515406512","0","4","0","1","12"
"0","0","1.15","1","5154065","0","515406513","0","0","0","4","13"
"425","1","0","0","5154065","0","515406514","0","4","188","1","14"
"0","0","2.5","1","5154065","0","515406515","0","0","0","4","15"
"0","0","0","0","5154065","vo_abd","515406516","vo_abd_0405","0","0","2","16"
"450","2.4","0","0","5154065","0","515406517","0","5","0","1","17"
"0","0","2.9","1","5154065","0","515406518","0","0","0","4","18"
"0","0","0","0","5154065","vo_abd","515406519","vo_abd_0407","0","0","2","19"
"300","1","0","0","5154065","0","515406520","0","6","0","1","20"
"0","0","1.5","1","5154065","0","515406521","0","0","0","4","21"
"0","0","0","0","5154065","vo_abd","515406522","vo_abd_0408","0","0","2","22"
"320","1","0","0","5154065","0","515406523","0","7","0","1","23"
"0","0","1","1","5154065","0","515406524","0","0","0","4","24"
"0","0","0","0","5154065","vo_abd","515406525","vo_abd_0409","0","0","2","25"
"320","1","0","0","5154065","0","515406526","0","7","320","1","26"
"0","0","2","1","5154065","0","515406527","0","0","0","4","27"
"0","0","0","0","5154065","vo_abd","515406528","vo_abd_0410","0","0","2","28"
"70","0.2","0","0","5154065","0","515406529","0","8","0","1","29"
"0","0","0.7","1","5154065","0","515406530","0","0","0","4","30"
"350","1.5","0","0","5154065","0","515406531","0","8","70","1","31"
"0","0","2.5","1","5154065","0","515406532","0","0","0","4","32"
"0","0","0","0","5154065","vo_abd","515406533","vo_abd_0411","0","0","2","33"
"75","0.2","0","0","5154065","0","515406534","0","9","0","1","34"
"0","0","1.08","1","5154065","0","515406535","0","0","0","4","35"
"340","0.3","0","0","5154065","0","515406536","0","9","75","1","36"
"0","0","0.9","1","5154065","0","515406537","0","0","0","4","37"
"200","1.5","0","0","5154065","0","515406538","0","10","0","1","38"
