f330cc9ddfb0efafe337ff890a625198243f5b20577093a6f47bad75e25444b6,09fbfb07fe21f1a06423525e51dfb959e881b56328e92b54da9a39143d7f863b,df4e4020ef52b957fa175ade518ff48fe74e3f9333e2549b3ffe0cc3ff68b08f,fbd6b06391e1fecbe316abaadb0f04feae03753f356aa53038174bc9648bcf6c,b1527ced9cb805a6127124350ad13368c4dc367e4889d1567ed5c9686b49ed6b,f64257a143e01f512c0f40e05eb55f2b8cfb5f43ae59daf0bc3594414874b139,217b978c1760c4cf5fdb78cfb04ad2e26658bbb247b756682f736237c1934686,97a1c634220ba40b48a1cc007ef0009f299894b66a2e68a8bb3c08e6e03a29be,12607a7533d91bd3edc9d21cc28365a55c06d288deb013089323018651bc64f3,f255ad2cbe6edee7e5267f11a3f67fc65b08227342779593becbd40a04f117f9,c70907ed8c1e6123ea8ab63154ab1d89af53c61715951b0ce03085285f413ab7,89f11a9975b88cf7a416a0591963ca4b842bc8c41144ff770329a4dbabff4ef0,787fb425e36294a38f071161e0fcfe39a9abc8d75b6b7c0a78c4856e2cce31e6,4abb3378dd8c7e2185c3400cfaefaea96b32981d941b24c0cf909a130753b1e0,d038840e50dab1c70adaad64cc88caf78354adcf03c3fc1dd8b40d814fb0da32,d4bc40e2858e222c7c162998b609e5c9562af3a08435035742017a008c4ca8e8,5b183d2d34658750d4e5e31ffc00cfcd6625af03ae4894b34c66f92d59e99f47,9760187458da8a6e7f2f1a4254d7a8da54b089593dba305b07d50d0aaccca514,9fe6c917efe8e38ac1b33395a635877939e8e16c3337c72fcebff39c7e559a5c
"41057","0","0","0","1","12","0","1105701","0","105701","2","20000000","31057","0","94000","0","0","120","0"
"41058","0","0","0","1","12","0","1105801","0","105801","2","20000000","31058","0","94000","0","0","120","0"
"41059","0","0","0","1","12","0","1105901","0","105901","2","20000000","31059","0","94000","0","0","120","0"
"41060","0","0","0","1","12","0","1106001","0","106001","2","20000000","31060","0","94000","0","0","120","0"
"41061","0","0","0","1","12","0","1106101","0","106101","2","30000000","31061","0","94000","0","0","40","0"
"41063","0","0","0","1","12","0","1106301","0","106301","2","20000000","31063","0","94000","0","0","120","0"
"41064","0","0","0","1","12","0","1106401","0","106401","2","20000000","31064","0","94000","0","0","120","0"
"41065","0","0","0","1","12","0","1106501","0","106501","2","20000000","31065","0","94000","0","0","120","0"
"41066","0","0","0","1","12","0","1106601","0","106601","2","20000000","31066","0","94000","0","0","120","0"
"41067","0","0","0","1","12","0","1106701","0","106701","2","30000000","31067","0","94000","0","0","40","0"
"41068","0","0","0","1","12","0","1106801","0","106801","2","30000000","31068","0","94000","0","0","40","0"
"41069","0","0","0","1","12","0","1106901","0","106901","2","30000000","31069","0","94000","0","0","40","0"
"41070","0","0","0","1","12","0","1107001","0","107001","2","30000000","31070","0","94000","0","0","40","0"
"41071","0","0","0","1","12","0","1107101","0","107101","2","30000000","31071","0","94000","0","0","40","0"
"41075","0","0","0","1","12","0","1107501","0","107501","2","30000000","31075","0","94000","0","0","40","0"
"41076","0","0","0","1","12","0","1107601","0","107601","2","30000000","31076","0","94000","0","0","40","0"
"41077","0","0","0","1","12","0","1107701","0","107701","2","30000000","31077","0","94000","0","0","40","0"
"41078","0","0","0","1","12","0","1107801","0","107801","2","30000000","31078","0","94000","0","0","40","0"
"41079","0","0","0","1","12","0","1107901","0","107901","2","30000000","31079","0","94000","0","0","40","0"
"41080","0","0","0","1","12","0","1108001","0","108001","2","30000000","31080","0","94000","0","0","40","0"
"41081","0","0","0","1","12","0","1108101","0","108101","2","30000000","31081","0","94000","0","0","40","0"
"41082","0","0","0","1","12","0","1108201","0","108201","2","30000000","31082","0","94000","0","0","40","0"
"41083","0","0","0","1","12","0","1108301","0","108301","2","30000000","31083","0","94000","0","0","40","0"
"41084","0","0","0","1","12","0","1108401","0","108401","2","30000000","31084","0","94000","0","0","40","0"
"41085","0","0","0","1","12","0","1108501","0","108501","2","30000000","31085","0","94000","0","0","40","0"
"41086","0","0","0","1","12","0","1108601","0","108601","2","30000000","31086","0","94000","0","0","40","0"
"41087","0","0","0","1","12","0","1108701","0","108701","2","30000000","31087","0","94000","0","0","40","0"
"41088","0","0","0","1","12","0","1108801","0","108801","2","30000000","31088","0","94000","0","0","40","0"
"41089","0","0","0","1","12","0","1108901","0","108901","2","30000000","31089","0","94000","0","0","40","0"
"41090","0","0","0","1","12","0","1109001","0","109001","2","30000000","31090","0","94000","0","0","40","0"
"41091","0","0","0","1","12","0","1109101","0","109101","2","30000000","31091","0","94000","0","0","40","0"
"41092","0","0","0","1","12","0","1109201","0","109201","2","20000000","31092","0","94000","0","0","120","0"
"41093","0","0","0","1","12","0","1109301","0","109301","2","30000000","31093","0","94000","0","0","40","0"
"41094","0","0","0","1","12","0","1109401","0","109401","2","20000000","31094","0","94000","0","0","120","0"
"41095","0","0","0","1","12","0","1109501","0","109501","2","20000000","31095","0","94000","0","0","120","0"
"41096","0","0","0","1","12","0","1109601","0","109601","2","20000000","31096","0","94000","0","0","120","0"
"41097","0","0","0","1","12","0","1109701","0","109701","2","30000000","31097","0","94000","0","0","40","0"
"41098","0","0","0","1","12","0","1109801","0","109801","2","30000000","31098","0","94000","0","0","40","0"
"41099","0","0","0","1","12","0","1109901","0","109901","2","30000000","31099","0","94000","0","0","40","0"
"41100","0","0","0","1","12","0","1110001","0","110001","2","30000000","31100","0","94000","0","0","40","0"
"41101","0","0","0","1","12","0","1110101","0","110101","2","30000000","31101","0","94000","0","0","40","0"
"41103","0","0","0","1","12","0","1110301","0","110301","2","30000000","31103","0","94000","0","0","40","0"
"41104","0","0","0","1","12","0","1110401","0","110401","2","30000000","31104","0","94000","0","0","40","0"
"41105","0","0","0","1","12","0","1110501","0","110501","2","30000000","31105","0","94000","0","0","40","0"
"41106","0","0","0","1","12","0","1110601","0","110601","2","30000000","31106","0","94000","0","0","40","0"
"41107","0","0","0","1","12","0","1110701","0","110701","2","20000000","31107","0","94000","0","0","120","0"
"41108","0","0","0","1","12","0","1110801","0","110801","2","20000000","31108","0","94000","0","0","120","0"
"41109","0","0","0","1","12","0","1110901","0","110901","2","20000000","31109","0","94000","0","0","120","0"
"41110","0","0","0","1","12","0","1111001","0","111001","2","20000000","31110","0","94000","0","0","120","0"
"41111","0","0","0","1","12","0","1111101","0","111101","2","30000000","31111","0","94000","0","0","40","0"
"41112","0","0","0","1","12","0","1111201","0","111201","2","30000000","31112","0","94000","0","0","40","0"
"41113","0","0","0","1","12","0","1111301","0","111301","2","20000000","31113","0","94000","0","0","120","0"
"41114","0","0","0","1","12","0","1111401","0","111401","2","20000000","31114","0","94000","0","0","120","0"
"41115","0","0","0","1","12","0","1111501","0","111501","2","30000000","31115","0","94000","0","0","40","0"
"41116","0","0","0","1","12","0","1111601","0","111601","2","30000000","31116","0","94000","0","0","40","0"
"41117","0","0","0","1","12","0","1111701","0","111701","2","20000000","31117","0","94000","0","0","120","0"
"41118","0","0","0","1","12","0","1111801","0","111801","2","30000000","31118","0","94000","0","0","40","0"
"41119","0","0","0","1","12","0","1111901","0","111901","2","30000000","31119","0","94000","0","0","40","0"
"41120","0","0","0","1","12","0","1112001","0","112001","2","30000000","31120","0","94000","0","0","40","0"
"41121","0","0","0","1","12","0","1112101","0","112101","2","30000000","31121","0","94000","0","0","40","0"
"41122","0","0","0","1","12","0","1112201","0","112201","2","20000000","31122","0","94000","0","0","120","0"
"41123","0","0","0","1","12","0","1112301","0","112301","2","30000000","31123","0","94000","0","0","40","0"
"41124","0","0","0","1","12","0","1112401","0","112401","2","30000000","31124","0","94000","0","0","40","0"
"41125","0","0","0","1","12","0","1112501","0","112501","2","30000000","31125","0","94000","0","0","40","0"
"41126","0","0","0","1","12","0","1112601","0","112601","2","30000000","31126","0","94000","0","0","40","0"
"41127","0","0","0","1","12","0","1112701","0","112701","2","20000000","31127","0","94000","0","0","120","0"
"41128","0","0","0","1","12","0","1112801","0","112801","2","20000000","31128","0","94000","0","0","120","0"
"41129","0","0","0","1","12","0","1112901","0","112901","2","20000000","31129","0","94000","0","0","120","0"
"41130","0","0","0","1","12","0","1113001","0","113001","2","30000000","31130","0","94000","0","0","40","0"
"41131","0","0","0","1","12","0","1113101","0","113101","2","30000000","31131","0","94000","0","0","40","0"
"41132","0","0","0","1","12","0","1113201","0","113201","2","30000000","31132","0","94000","0","0","40","0"
"41133","0","0","0","1","12","0","1113301","0","113301","2","20000000","31133","0","94000","0","0","120","0"
"41134","0","0","0","1","12","0","1113401","0","113401","2","30000000","31134","0","94000","0","0","40","0"
"41135","0","0","0","1","12","0","1113501","0","113501","2","30000000","31135","0","94000","0","0","40","0"
"41136","0","0","0","1","12","0","1113601","0","113601","2","20000000","31136","0","94000","0","0","120","0"
"41137","0","0","0","1","12","0","1113701","0","113701","2","20000000","31137","0","94000","0","0","120","0"
"41138","0","0","0","1","12","0","1113801","0","113801","2","20000000","31138","0","94000","0","0","120","0"
"41139","0","0","0","1","12","0","1113901","0","113901","2","30000000","31139","0","94000","0","0","40","0"
"41140","0","0","0","1","12","0","1114001","0","114001","2","20000000","31140","0","94000","0","0","120","0"
"41141","0","0","0","1","12","0","1114101","0","114101","2","30000000","31141","0","94000","0","0","40","0"
"41142","0","0","0","1","12","0","1114201","0","114201","2","20000000","31142","0","94000","0","0","120","0"
"41143","0","0","0","1","12","0","1114301","0","114301","2","20000000","31143","0","94000","0","0","120","0"
"41144","0","0","0","1","12","0","1114401","0","114401","2","30000000","31144","0","94000","0","0","40","0"
"41145","0","0","0","1","12","0","1114501","0","114501","2","20000000","31145","0","94000","0","0","120","0"
"41146","0","0","0","1","12","0","1114601","0","114601","2","30000000","31146","0","94000","0","0","40","0"
"41147","0","0","0","1","12","0","1114701","0","114701","2","30000000","31147","0","94000","0","0","40","0"
"41150","0","0","0","1","12","0","1115001","0","115001","2","30000000","31150","0","94000","0","0","40","0"
"41155","0","0","0","1","12","0","1115501","0","115501","2","30000000","31155","0","94000","0","0","40","0"
"41156","0","0","0","1","12","0","1115601","0","115601","2","30000000","31156","0","94000","0","0","40","0"
"41157","0","0","0","1","12","0","1115701","0","115701","2","20000000","31157","0","94000","0","0","120","0"
"41158","0","0","0","1","12","0","1115801","0","115801","2","30000000","31158","0","94000","0","0","40","0"
"41159","0","0","0","1","12","0","1115901","0","115901","2","20000000","31159","0","94000","0","0","120","0"
"41160","0","0","0","1","12","0","1116001","0","116001","2","20000000","31160","0","94000","0","0","120","0"
"41162","0","0","0","1","12","0","1116201","0","116201","2","20000000","31162","0","94000","0","0","120","0"
"41163","0","0","0","1","12","0","1116301","0","116301","2","20000000","31163","0","94000","0","0","120","0"
"41164","0","0","0","1","12","0","1116401","0","116401","2","20000000","31164","0","94000","0","0","120","0"
"41165","0","0","0","1","12","0","1116501","0","116501","2","20000000","31165","0","94000","0","0","120","0"
"41166","0","0","0","1","12","0","1116601","0","116601","2","20000000","31166","0","94000","0","0","120","0"
"41167","0","0","0","1","12","0","1116701","0","116701","2","20000000","31167","0","94000","0","0","120","0"
"41168","0","0","0","1","12","0","1116801","0","116801","2","30000000","31168","0","94000","0","0","40","0"
"41169","0","0","0","1","12","0","1116901","0","116901","2","20000000","31169","0","94000","0","0","120","0"
"41170","0","0","0","1","12","0","1117001","0","117001","2","30000000","31170","0","94000","0","0","40","0"
"41171","0","0","0","1","12","0","1117101","0","117101","2","20000000","31171","0","94000","0","0","120","0"
"41172","0","0","0","1","12","0","1117201","0","117201","2","30000000","31172","0","94000","0","0","40","0"
"41173","0","0","0","1","12","0","1117301","0","117301","2","20000000","31173","0","94000","0","0","120","0"
"41174","0","0","0","1","12","0","1117401","0","117401","2","30000000","31174","0","94000","0","0","40","0"
"41175","0","0","0","1","12","0","1117501","0","117501","2","20000000","31175","0","94000","0","0","120","0"
"41176","0","0","0","1","12","0","1117601","0","117601","2","20000000","31176","0","94000","0","0","120","0"
"41177","0","0","0","1","12","0","1117701","0","117701","2","30000000","31177","0","94000","0","0","40","0"
"41178","0","0","0","1","12","0","1117801","0","117801","2","30000000","31178","0","94000","0","0","40","0"
"41179","0","0","0","1","12","0","1117901","0","117901","2","20000000","31179","0","94000","0","0","120","0"
"41180","0","0","0","1","12","0","1118001","0","118001","2","30000000","31180","0","94000","0","0","40","0"
"41181","0","0","0","1","12","0","1118101","0","118101","2","30000000","31181","0","94000","0","0","40","0"
"41182","0","0","0","1","12","0","1118201","0","118201","2","30000000","31182","0","94000","0","0","40","0"
"41185","0","0","0","1","12","0","1118501","0","118501","2","30000000","31185","0","94000","0","0","40","0"
"41186","0","0","0","1","12","0","1118601","0","118601","2","30000000","31186","0","94000","0","0","40","0"
"41190","0","0","0","1","12","0","1119001","0","119001","2","20000000","31190","0","94000","0","0","120","0"
"41191","0","0","0","1","12","0","1119101","0","119101","2","20000000","31191","0","94000","0","0","120","0"
"41192","0","0","0","1","12","0","1119201","0","119201","2","30000000","31192","0","94000","0","0","40","0"
"41193","0","0","0","1","12","0","1119301","0","119301","2","20000000","31193","0","94000","0","0","120","0"
"41199","0","0","0","1","12","0","1119901","0","119901","2","30000000","31199","0","94000","0","0","40","0"
"41200","0","0","0","1","12","0","1120001","0","120001","2","30000000","31200","0","94000","0","0","40","0"
"41207","0","0","0","1","12","0","1120701","0","120701","2","30000000","31207","0","94000","0","0","40","0"
"41208","0","0","0","1","12","0","1120801","0","120801","2","30000000","31208","0","94000","0","0","40","0"
"41209","0","0","0","1","12","0","1120901","0","120901","2","30000000","31209","0","94000","0","0","40","0"
"41210","0","0","0","1","12","0","1121001","0","121001","2","30000000","31210","0","94000","0","0","40","0"
"41211","0","0","0","1","12","0","1121101","0","121101","2","30000000","31211","0","94000","0","0","40","0"
"41212","0","0","0","1","12","0","1121201","0","121201","2","30000000","31212","0","94000","0","0","40","0"
"41213","0","0","0","1","12","0","1121301","0","121301","2","20000000","31213","0","94000","0","0","120","0"
"41214","0","0","0","1","12","0","1121401","0","121401","2","20000000","31214","0","94000","0","0","120","0"
"41215","0","0","0","1","12","0","1121501","0","121501","2","30000000","31215","0","94000","0","0","40","0"
"41216","0","0","0","1","12","0","1121601","0","121601","2","20000000","31216","0","94000","0","0","120","0"
"41219","0","0","0","1","12","0","1121901","0","121901","2","20000000","31219","0","94000","0","0","120","0"
"41220","0","0","0","1","12","0","1122001","0","122001","2","20000000","31220","0","94000","0","0","120","0"
"41221","0","0","0","1","12","0","1122101","0","122101","2","30000000","31221","0","94000","0","0","40","0"
"41222","0","0","0","1","12","0","1122201","0","122201","2","20000000","31222","0","94000","0","0","120","0"
"41223","0","0","0","1","12","0","1122301","0","122301","2","20000000","31223","0","94000","0","0","120","0"
"41224","0","0","0","1","12","0","1122401","0","122401","2","30000000","31224","0","94000","0","0","40","0"
"41225","0","0","0","1","12","0","1122501","0","122501","2","30000000","31225","0","94000","0","0","40","0"
"41226","0","0","0","1","12","0","1122601","0","122601","2","20000000","31226","0","94000","0","0","120","0"
"41227","0","0","0","1","12","0","1122701","0","122701","2","20000000","31227","0","94000","0","0","120","0"
"41228","0","0","0","1","12","0","1122801","0","122801","2","30000000","31228","0","94000","0","0","40","0"
"41229","0","0","0","1","12","0","1122901","0","122901","2","30000000","31229","0","94000","0","0","40","0"
"41230","0","0","0","1","12","0","1123001","0","123001","2","30000000","31230","0","94000","0","0","40","0"
"41231","0","0","0","1","12","0","1123101","0","123101","2","20000000","31231","0","94000","0","0","120","0"
"41232","0","0","0","1","12","0","1123201","0","123201","2","20000000","31232","0","94000","0","0","120","0"
"41233","0","0","0","1","12","0","1123301","0","123301","2","30000000","31233","0","94000","0","0","40","0"
"41235","0","0","0","1","12","0","1123501","0","123501","2","30000000","31235","0","94000","0","0","40","0"
"41236","0","0","0","1","12","0","1123601","0","123601","2","30000000","31236","0","94000","0","0","40","0"
"41237","0","0","0","1","12","0","1123701","0","123701","2","20000000","31237","0","94000","0","0","120","0"
"41238","0","0","0","1","12","0","1123801","0","123801","2","30000000","31238","0","94000","0","0","40","0"
"41239","0","0","0","1","12","0","1123901","0","123901","2","20000000","31239","0","94000","0","0","120","0"
"41240","0","0","0","1","12","0","1124001","0","124001","2","30000000","31240","0","94000","0","0","40","0"
"41241","0","0","0","1","12","0","1124101","0","124101","2","30000000","31241","0","94000","0","0","40","0"
"41242","0","0","0","1","12","0","1124201","0","124201","2","20000000","31242","0","94000","0","0","120","0"
"41245","0","0","0","1","12","0","1124501","0","124501","2","30000000","31245","0","94000","0","0","40","0"
"41246","0","0","0","1","12","0","1124601","0","124601","2","30000000","31246","0","94000","0","0","40","0"
"41247","0","0","0","1","12","0","1124701","0","124701","2","30000000","31247","0","94000","0","0","40","0"
"41248","0","0","0","1","12","0","1124801","0","124801","2","30000000","31248","0","94000","0","0","40","0"
"41249","0","0","0","1","12","0","1124901","0","124901","2","30000000","31249","0","94000","0","0","40","0"
"41250","0","0","0","1","12","0","1125001","0","125001","2","30000000","31250","0","94000","0","0","40","0"
"41251","0","0","0","1","12","0","1125101","0","125101","2","20000000","31251","0","94000","0","0","120","0"
"41252","0","0","0","1","12","0","1125201","0","125201","2","20000000","31252","0","94000","0","0","120","0"
"41253","0","0","0","1","12","0","1125301","0","125301","2","30000000","31253","0","94000","0","0","40","0"
"41254","0","0","0","1","12","0","1125401","0","125401","2","20000000","31254","0","94000","0","0","120","0"
"41255","0","0","0","1","12","0","1125501","0","125501","2","30000000","31255","0","94000","0","0","40","0"
"41256","0","0","0","1","12","0","1125601","0","125601","2","30000000","31256","0","94000","0","0","40","0"
"41257","0","0","0","1","12","0","1125701","0","125701","2","30000000","31257","0","94000","0","0","40","0"
"41258","0","0","0","1","12","0","1125801","0","125801","2","20000000","31258","0","94000","0","0","120","0"
"41260","0","0","0","1","12","0","1126001","0","126001","2","20000000","31260","0","94000","0","0","120","0"
"41261","0","0","0","1","12","0","1126101","0","126101","2","20000000","31261","0","94000","0","0","120","0"
"41262","0","0","0","1","12","0","1126201","0","126201","2","30000000","31262","0","94000","0","0","40","0"
"41263","0","0","0","1","12","0","1126301","0","126301","2","20000000","31263","0","94000","0","0","120","0"
"41264","0","0","0","1","12","0","1126401","0","126401","2","30000000","31264","0","94000","0","0","40","0"
"41265","0","0","0","1","12","0","1126501","0","126501","2","30000000","31265","0","94000","0","0","40","0"
"41266","0","0","0","1","12","0","1126601","0","126601","2","30000000","31266","0","94000","0","0","40","0"
"41267","0","0","0","1","12","0","1126701","0","126701","2","30000000","31267","0","94000","0","0","40","0"
"41268","0","0","0","1","12","0","1126801","0","126801","2","20000000","31268","0","94000","0","0","120","0"
"41269","0","0","0","1","12","0","1126901","0","126901","2","30000000","31269","0","94000","0","0","40","0"
"41270","0","0","0","1","12","0","1127001","0","127001","2","30000000","31270","0","94000","0","0","40","0"
"41271","0","0","0","1","12","0","1127101","0","127101","2","30000000","31271","0","94000","0","0","40","0"
"41272","0","0","0","1","12","0","1127201","0","127201","2","30000000","31272","0","94000","0","0","40","0"
"41273","0","0","0","1","12","0","1127301","0","127301","2","20000000","31273","0","94000","0","0","120","0"
"41275","0","0","0","1","12","0","1127501","0","127501","2","30000000","31275","0","94000","0","0","40","0"
"41276","0","0","0","1","12","0","1127601","0","127601","2","20000000","31276","0","94000","0","0","120","0"
"41277","0","0","0","1","12","0","1127701","0","127701","2","20000000","31277","0","94000","0","0","120","0"
"41278","0","0","0","1","12","0","1127801","0","127801","2","20000000","31278","0","94000","0","0","120","0"
"41279","0","0","0","1","12","0","1127901","0","127901","2","30000000","31279","0","94000","0","0","40","0"
"41280","0","0","0","1","12","0","1128001","0","128001","2","20000000","31280","0","94000","0","0","120","0"
"41283","0","0","0","1","12","0","1128301","0","128301","2","30000000","31283","0","94000","0","0","40","0"
"41284","0","0","0","1","12","0","1128401","0","128401","2","30000000","31284","0","94000","0","0","40","0"
"41285","0","0","0","1","12","0","1128501","0","128501","2","30000000","31285","0","94000","0","0","40","0"
"41287","0","0","0","1","12","0","1128701","0","128701","2","30000000","31287","0","94000","0","0","40","0"
"41288","0","0","0","1","12","0","1128801","0","128801","2","30000000","31288","0","94000","0","0","40","0"
"41289","0","0","0","1","12","0","1128901","0","128901","2","30000000","31289","0","94000","0","0","40","0"
"41290","0","0","0","1","12","0","1129001","0","129001","2","30000000","31290","0","94000","0","0","40","0"
"41293","0","0","0","1","12","0","1129301","0","129301","2","30000000","31293","0","94000","0","0","40","0"
"41294","0","0","0","1","12","0","1129401","0","129401","2","20000000","31294","0","94000","0","0","120","0"
"41295","0","0","0","1","12","0","1129501","0","129501","2","30000000","31295","0","94000","0","0","40","0"
"41296","0","0","0","1","12","0","1129601","0","129601","2","30000000","31296","0","94000","0","0","40","0"
"41297","0","0","0","1","12","0","1129701","0","129701","2","30000000","31297","0","94000","0","0","40","0"
"41298","0","0","0","1","12","0","1129801","0","129801","2","30000000","31298","0","94000","0","0","40","0"
"41299","0","0","0","1","12","0","1129901","0","129901","2","20000000","31299","0","94000","0","0","120","0"
"41300","0","0","0","1","12","0","1130001","0","130001","2","30000000","31300","0","94000","0","0","40","0"
"41301","0","0","0","1","12","0","1130101","0","130101","2","30000000","31301","0","94000","0","0","40","0"
"41302","0","0","0","1","12","0","1130201","0","130201","2","30000000","31302","0","94000","0","0","40","0"
"41307","0","0","0","1","12","0","1130701","0","130701","2","30000000","31307","0","94000","0","0","40","0"
