71aa3726c9bcefcc84df4a57e781ae4a130bd63a3ba937615634525f3f161195,1e8b803e63ba8a5ce0d1673b76e44a30cd604e5fb0d5f9e3551368632fd9d021,1b5197eee26fe93357dda5d036f152d5f35e19838195d88b7d6ba6682e6ca480,0fcdcde5789023e573edf751e81d943fac2105c7d13969dc77dea7937f4ba5ba,0c3bf6d6f339faa50b419ede4bec9cb8464966902545437172ec3f6d9124949f,e055dd16b7f239b327e9b9f1cf704e9dec9be79d7bcf1dca0204dba0a3a46170,37f614716038de4250039034f287e6c9bf95b6824c5bc8954638ed07e91a4b3c,ec24265638288367cc9480abc85b16f9b7b9d614f91ded80914205b209dd0c42,8628a4e2174da79185bca2e70b728757054b00c0edbfc96d0cd090309ec64ace,876c983bc0468a8bab7ae8209000a5976249633addeb9ccbfbc90fe2b1d72701,d27cb4b0823e4f3e14c699697a91d80212e28921df80c84ee94c97d5ab881dd3,a4f6a5e3f6cf16b8dac44919afe612d1e1ca5d9fa6f402b7bee0f23756463791,5fdcde11d85c8f97a267409e8fb3d0ba51016b60d9f9d765e247d9170d6451f2,bf61250fa538e7e7a5d8cd292c870d8667dc41a65f3463441660fd03aaf2a8c3,a7cf6adc0bb3b28f9d19760878fb06f7a99747f4024cbe5378741c59c9c5b80d,0a87fada9ed3b84f1d8a42de1c44a78efea3fc94d8ab85f384e1da9b7399eead,bc25e8737c5a28850e1232b0fb2f0ed5ceb0a529857009608464e4c10e26a994,d74b8b9bed5030db416fee9939e16c4d3b1ce8bfc332b93e6b28d53e4838216a,323c0918340daafcdfa6b0c49e8cd3b78118f8baf22005b5a98cf5cd4bd0bd37
"0","1.5","84","610017006","0","0","5","","3","0","1","1","0","0","1","10017","90","0","0"
"610019401","1.5","-50","610019004","200","5019321","5","","1","5019322","1.25","1","0","0","4","10019","90","0","0"
"0","1.5","-50","610019005","0","0","5","","2","5019323","1.25","1","50","0","1","10019","90","0","0"
"0","1.5","-50","610019006","0","0","5","","3","0","1.25","1","0","0","1","10019","90","0","0"
"0","1.5","0","610021004","0","5021321","5","","1","5021322","1","1","60","0","1","10021","90","0","0"
"0","1.5","0","610021005","30","0","5","","2","5021323","1","1","0","0","3","10021","90","0","0"
"0","1.5","0","610021006","0","0","5","","3","0","1","1","0","0","1","10021","90","0","0"
"0","1.5","-50","610023004","0","5023321","5","","1","5023322","1.25","1","75","0","1","10023","135","0","0"
"0","1.5","-50","610023005","0","0","5","","2","5023323","1.25","1","25","0","1","10023","135","0","0"
"0","1.5","-50","610023006","0","0","5","","3","0","1.25","1","0","0","1","10023","135","0","0"
"610025401","5.5","-50","610025004","0","5025321","5","","1","5025322","1.25","1","0","600","2","10025","140","3","0"
"0","1.5","-50","610025005","0","0","5","","2","5025323","1.25","1","50","0","1","10025","140","0","0"
"0","1.5","-50","610025006","0","0","5","","3","0","1.25","1","0","0","1","10025","140","0","0"
"0","5.5","-50","610027004","0","5027321","5","","1","5027322","1.25","1","60","600","1","10027","145","3","0"
"610027501","1.5","-50","610027005","0","0","5","","2","5027323","1.25","1","0","600","2","10027","145","0","0"
"0","1.5","-50","610027006","0","0","5","","3","0","1.25","1","0","0","1","10027","145","0","0"
"610029401","5.5","0","610029004","0","5029321","5","","1","5029322","1.5","1","0","600","2","10029","145","3","0"
"0","1.5","0","610029005","0","0","5","","2","5029323","1.5","1","60","0","1","10029","145","0","0"
"0","1.5","0","610029006","0","0","5","","3","0","1.5","1","0","0","1","10029","145","0","0"
"610031401","5.5","-50","610031004","0","5031321","5","","1","5031322","1.25","1","0","600","2","10031","150","3","0"
"0","1.5","-50","610031005","0","0","5","","2","5031323","1.25","1","50","0","1","10031","150","0","0"
"0","1.5","-50","610031006","0","0","5","","3","0","1.25","1","0","0","1","10031","150","0","0"
"0","5.5","-50","610033004","0","5033321","5","","1","5033322","1.25","1","50","600","1","10033","150","3","0"
"610033402","1.5","-50","610033005","0","0","5","","2","5033323","1.25","1","0","600","2","10033","150","0","0"
"0","1.5","-50","610033006","0","0","5","","3","0","1.25","1","0","0","1","10033","150","0","0"
"0","1.5","0","610034004","0","5011321","5","","1","5011322","1.4","1","70","0","1","10034","90","0","0"
"0","1.5","0","610034005","0","0","5","","2","5011323","1.4","1","40","0","1","10034","90","0","0"
"0","1.5","0","610034006","0","0","5","","3","0","1.4","1","0","0","1","10034","90","0","0"
"610035401","5.5","5","610035004","0","5035321","5","","1","5035322","2.5","1","0","600","2","10035","155","3","0"
"610035402","1.5","5","610035005","0","0","5","","2","5035323","2.5","1","0","600","2","10035","155","0","0"
"0","1.5","5","610035006","0","0","5","","3","0","2.5","1","0","0","1","10035","155","0","0"
"0","5.5","-50","610036004","0","5036321","5","","1","5036322","0.4","1","75","600","1","10036","155","3","0"
"0","1.5","-50","610036005","0","0","5","","2","5036323","0.4","1","20","600","1","10036","155","0","0"
"0","1.5","-50","610036006","0","0","5","","3","0","0.4","1","0","0","1","10036","155","0","0"
"610037401","1.5","-50","610037004","0","0","5","","1","5012321","1.5","1","0","600","2","10037","90","3","0"
"0","1.5","-50","610037005","0","0","5","","2","5012322","1.5","1","53","0","1","10037","90","0","0"
"0","1.5","-50","610037006","0","0","5","","3","0","1.5","1","0","0","1","10037","90","0","0"
"610038401","5.5","-20","610038004","0","5038321","5","","1","5038322","1.8","1","0","600","2","10038","155","3","0"
"0","1.5","-20","610038005","0","0","5","310700_detail_idle","2","5038323","2","1","55","0","1","10038","155","0","0"
"0","1.5","-20","610038006","0","0","5","","3","0","1.8","1","0","0","1","10038","155","0","0"
"610039401","1.5","50","610039004","0","0","5","","1","5013321","0.9","1","0","600","2","10039","90","3","0"
"0","1.5","84","610039005","0","0","5","","2","5013322","1","1","50","0","1","10039","90","0","0"
"0","1.5","84","610039006","0","0","5","","3","0","1","1","0","0","1","10039","90","0","0"
"610040401","5.5","-20","610040004","0","5040321","5","","1","5040322","1.5","1","0","600","2","10040","160","3","0"
"0","1.5","-35","610040005","0","0","5","","2","5040323","1.7","1","60","0","1","10040","160","0","0"
"0","1.5","-35","610040006","0","0","5","","3","0","1.7","1","0","0","1","10040","160","0","0"
"610041401","1.5","1","610041004","0","0","5","","1","5015321","0.9","1","0","600","2","10041","90","3","0"
"0","1.5","-50","610041005","0","0","5","","2","5015322","1.3","1","42","0","1","10041","90","0","0"
"0","1.5","-50","610041006","0","0","5","","3","0","1.3","1","0","0","1","10041","90","0","0"
"0","5.5","-20","610042004","6500000","5042321","5","","1","5042322","1.7","1","60","0","5","10042","160","0","0"
"610042402","1.5","-20","610042005","0","0","5","311100_detail_idle","2","5042323","1.61","1","0","600","2","10042","160","3","0"
"0","1.5","-20","610042006","0","0","5","","3","0","1.7","1","0","0","1","10042","160","0","0"
"610043401","1.5","-50","610043004","200","5019321","5","","1","5019322","1.25","1","0","0","4","10043","90","0","0"
"0","1.5","-50","610043005","0","0","5","","2","5019323","1.25","1","67","0","1","10043","90","0","0"
"0","1.5","-50","610043006","0","0","5","","3","0","1.25","1","0","0","1","10043","90","0","0"
"0","1.5","-54","610044004","0","5044321","5","","1","5044322","1.8","1","70","600","1","10044","166","3","0"
"0","1.5","-54","610044005","0","0","5","","2","5044323","1.8","1","30","0","1","10044","166","0","0"
"0","1.5","-54","610044006","0","0","5","","3","0","1.8","1","0","0","1","10044","166","0","0"
"0","1.5","0","610045004","0","5021321","5","","1","5021322","1","1","65","0","1","10045","90","0","0"
"0","1.5","0","610045005","30","0","5","","2","5021323","1","1","0","0","3","10045","90","0","0"
"0","1.5","0","610045006","0","0","5","","3","0","1","1","0","0","1","10045","90","0","0"
"0","5.5","-35","610046004","0","5046321","5","","1","5046322","1.7","1","30","0","1","10046","169","0","0"
"610046402","1.5","-15","610046005","0","0","5","","2","5046323","1.7","1","0","600","2","10046","169","3","0"
"0","1.5","-35","610046006","0","0","5","","3","0","1.7","1","0","0","1","10046","169","0","0"
"0","1.5","-50","610047004","0","5023321","5","","1","5023322","1.25","1","75","0","1","10047","90","0","0"
"0","1.5","-50","610047005","0","0","5","","2","5023323","1.25","1","40","0","1","10047","90","0","0"
"0","1.5","-50","610047006","0","0","5","","3","0","1.25","1","0","0","1","10047","90","0","0"
"0","5.5","-35","610048004","0","5048321","5","","1","5048322","1.25","1","35","0","1","10048","172","0","0"
"610048402","1.5","-35","610048005","0","0","5","","2","5048323","1.25","1","0","600","2","10048","172","3","0"
"0","1.5","-35","610048006","0","0","5","","3","0","1.25","1","0","0","1","10048","172","0","0"
"610049401","5.5","-50","610049004","0","5025321","5","","1","5025322","1.25","1","0","600","2","10049","90","3","0"
"0","1.5","-50","610049005","0","0","5","","2","5025323","1.25","1","63","0","1","10049","90","0","0"
"0","1.5","-50","610049006","0","0","5","","3","0","1.25","1","0","0","1","10049","90","0","0"
"610050401","5.5","-35","610050004","35","5050321","5","","1","5050322","1.25","1","0","0","3","10050","175","0","0"
"0","1.5","-35","610050005","0","0","5","","2","5050323","1.25","1","75","0","1","10050","175","0","0"
"0","1.5","-35","610050006","0","0","5","","3","0","1.25","1","0","0","1","10050","175","0","0"
"0","5.5","-50","610051004","0","5027321","5","","1","5027322","1.25","1","80","600","1","10051","130","3","0"
"610051501","1.5","-50","610051005","0","0","5","","2","5027323","1.25","1","0","600","2","10051","130","0","0"
"0","1.5","-50","610051006","0","0","5","","3","0","1.25","1","0","0","1","10051","130","0","0"
"0","5.5","-75","610052004","0","5052321","5","","1","5052322","1.7","1","79","0","1","10052","178","0","0"
"0","1.5","-75","610052005","0","0","5","","2","5052323","1.7","1","36","0","1","10052","178","0","0"
"0","1.5","-75","610052006","0","0","5","","3","0","1.7","1","0","0","1","10052","178","0","0"
"610053401","1.5","50","610053004","0","0","5","","1","5017321","0.9","1","0","600","2","10053","133","3","0"
"0","1.5","84","610053005","0","0","5","","2","5017322","1","1","69","0","1","10053","133","0","0"
"0","1.5","84","610053006","0","0","5","","3","0","1","1","0","0","1","10053","133","0","0"
"0","5.5","-75","610054004","0","5054321","5","","1","5054322","1.7","1","28","0","1","10054","181","0","0"
"610054402","1.5","-40","610054005","0","0","5","","2","5054323","1.3","1","0","600","2","10054","181","0","0"
"0","1.5","-75","610054006","0","0","5","","3","0","1.7","1","0","0","1","10054","181","0","0"
"610055401","5.5","0","610055004","0","5029321","5","","1","5029322","1.5","1","0","600","2","10055","136","3","0"
"0","1.5","0","610055005","0","0","5","","2","5029323","1.5","1","73","0","1","10055","136","0","0"
"0","1.5","0","610055006","0","0","5","","3","0","1.5","1","0","0","1","10055","136","0","0"
"0","5.5","-20","610056004","0","5056321","5","","1","5056322","2","1","80","600","1","10056","175","3","0"
"0","1.5","-20","610056005","0","0","5","","2","5056323","2","1","55","0","1","10056","175","0","0"
"0","1.5","-20","610056006","0","0","5","","3","0","2","1","0","0","1","10056","175","0","0"
"610057401","5.5","-50","610057004","0","5031321","5","","1","5031322","1.25","1","0","600","2","10057","139","3","0"
"0","1.5","-50","610057005","0","0","5","","2","5031323","1.25","1","60","0","1","10057","139","0","0"
"0","1.5","-50","610057006","0","0","5","","3","0","1.25","1","0","0","1","10057","139","0","0"
"610058401","5.5","5","610058004","35","5058321","5","","1","5058322","1.75","1","0","600","3","10058","178","3","0"
"0","1.5","5","610058005","0","0","5","","2","5058323","1.75","1","68","600","1","10058","178","0","0"
"0","1.5","5","610058006","0","0","5","","3","0","1.75","1","0","0","1","10058","178","0","0"
"0","5.5","-20","610059004","0","5059321","5","","1","5059322","1.55","1","75","600","1","10059","178","3","0"
"610059402","1.5","0","610059005","0","0","5","","2","5059323","1.15","1","0","600","2","10059","178","0","0"
"0","1.5","-20","610059006","0","0","5","","3","0","1.55","1","0","0","1","10059","178","0","0"
"0","5.5","-50","610060004","0","5033321","5","","1","5033322","1.25","1","56","600","1","10060","142","3","0"
"610060402","1.5","-50","610060005","0","0","5","","2","5033323","1.25","1","0","600","2","10060","142","0","0"
"0","1.5","-50","610060006","0","0","5","","3","0","1.25","1","0","0","1","10060","142","0","0"
"610061401","5.5","-47","610061004","0","5061321","5","","1","5061322","0.83","1","0","600","2","10061","181","3","0"
"0","1.5","-47","610061005","0","0","5","","2","5061323","0.83","1","80","600","1","10061","181","0","0"
"0","1.5","-47","610061006","0","0","5","","3","0","0.83","1","0","0","1","10061","181","0","0"
"610062401","5.5","5","610062004","0","5035321","5","","1","5035322","2.5","1","0","600","2","10062","145","3","0"
"610062402","1.5","5","610062005","0","0","5","","2","5035323","2.5","1","0","600","2","10062","145","0","0"
"0","1.5","5","610062006","0","0","5","","3","0","2.5","1","0","0","1","10062","145","0","0"
"0","5.5","-50","610063004","0","5036321","5","","1","5036322","0.4","1","73","600","1","10063","145","3","0"
"0","1.5","-50","610063005","0","0","5","","2","5036323","0.4","1","37","600","1","10063","145","0","0"
"0","1.5","-50","610063006","0","0","5","","3","0","0.4","1","0","0","1","10063","145","0","0"
"0","5.5","-50","610064004","0","5064321","5","","1","5064322","1.25","1","67","600","1","10064","184","3","0"
"0","1.5","-50","610064005","0","0","5","","2","5064323","1.25","1","40","600","1","10064","184","0","0"
"0","1.5","-50","610064006","0","0","5","","3","0","1.25","1","0","0","1","10064","184","0","0"
"610065401","5.5","-20","610065004","0","5038321","5","","1","5038322","1.5","1","0","600","2","10065","148","3","0"
"0","1.5","-20","610065005","0","0","5","310700_detail_idle","2","5038323","2","1","67","0","1","10065","148","0","0"
"0","1.5","-20","610065006","0","0","5","","3","0","1.8","1","0","0","1","10065","148","0","0"
"610066401","5.5","-50","610066004","9000000","5066321","5","","1","5066322","1","1","94","600","5","10066","186","3","0"
"610066402","1.5","-50","610066005","0","0","5","","2","5066323","1","1","0","600","2","10066","186","0","0"
"0","1.5","-50","610066006","0","0","5","","3","0","1","1","0","0","1","10066","186","0","0"
"610067401","5.5","-20","610067004","0","5040321","5","","1","5040322","1.5","1","0","600","2","10067","151","3","0"
"0","1.5","-35","610067005","0","0","5","","2","5040323","1.7","1","68","0","1","10067","151","0","0"
"0","1.5","-35","610067006","0","0","5","","3","0","1.7","1","0","0","1","10067","151","0","0"
"0","5.5","-47","610068004","0","5068321","5","","1","5068322","1.7","1","56","600","1","10068","189","3","0"
"610068402","1.5","-47","610068005","0","0","5","","2","5068323","1.5","1","0","600","2","10068","189","0","0"
"0","1.5","-47","610068006","0","0","5","","3","0","1.7","1","0","0","1","10068","189","0","0"
"0","5.5","-20","610069004","2400000","5042321","5","","1","5042322","1.7","1","72","0","5","10069","154","0","0"
"610069402","1.5","-20","610069005","0","0","5","311100_detail_idle","2","5042323","1.7","1","0","600","2","10069","154","3","0"
"0","1.5","-20","610069006","0","0","5","","3","0","1.7","1","0","0","1","10069","154","0","0"
"610070401","5.5","-50","610070004","0","5070321","5","","1","5070322","2","1","0","600","2","10070","192","3","1"
"610070402","1.5","-50","610070005","0","0","5","","2","5070323","2","1","0","600","2","10070","192","0","1"
"0","1.5","-50","610070006","0","0","0","","3","0","2","1","0","0","1","10070","192","0","0"
"0","1.5","-54","610071004","0","5044321","5","","1","5044322","1.8","1","72","600","1","10071","157","3","0"
"0","1.5","-54","610071005","0","0","5","","2","5044323","1.8","1","44","0","1","10071","157","0","0"
"0","1.5","-54","610071006","0","0","5","","3","0","1.8","1","0","0","1","10071","157","0","0"
"610072401","5.5","-120","610072004","30","5072321","5","","1","5072322","1.3","1","0","600","3","10072","195","3","0"
"610072402","1.5","-80","610072005","0","0","5","","2","5072323","1","1","0","600","2","10072","195","0","0"
"0","1.5","-120","610072006","0","0","5","","3","0","1.3","1","0","0","1","10072","195","0","0"
"0","5.5","-35","610073004","0","5046321","5","","1","5046322","1.7","1","60","0","1","10073","160","0","0"
"610073402","1.5","-15","610073005","0","0","5","","2","5046323","1.7","1","0","600","2","10073","160","3","0"
"0","1.5","-35","610073006","0","0","5","","3","0","1.7","1","0","0","1","10073","160","0","0"
"610074401","5.5","-30","610074004","0","5074321","5","","1","5074322","1.18","1","0","600","2","10074","198","3","0"
"610074402","1.5","-30","610074005","40","0","5","","2","5074323","1.55","1","0","600","3","10074","198","0","0"
"0","1.5","-45","610074006","0","0","5","","3","0","1.55","1","0","0","1","10074","198","0","0"
"0","5.5","-35","610075004","0","5048321","5","","1","5048322","1.25","1","71","0","1","10075","163","0","0"
"610075402","1.5","-35","610075005","0","0","5","","2","5048323","1.25","1","0","600","2","10075","163","3","0"
"0","1.5","-35","610075006","0","0","5","","3","0","1.25","1","0","0","1","10075","163","0","0"
"610076401","5.5","-40","610076004","0","5076321","5","","1","5076322","2.2","1","0","600","2","10076","200","3","0"
"610076402","1.5","-40","610076005","0","0","5","","2","5076323","2.4","1","97","0","1","10076","200","0","0"
"0","1.5","-55","610076006","0","0","5","","3","0","2.4","1","0","0","1","10076","200","0","0"
"610077401","5.5","-35","610077004","35","5050321","5","","1","5050322","1.25","1","0","0","3","10077","166","0","0"
"0","1.5","-35","610077005","0","0","5","","2","5050323","1.25","1","49","0","1","10077","166","0","0"
"0","1.5","-35","610077006","0","0","5","","3","0","1.25","1","0","0","1","10077","166","0","0"
"0","1.5","-45","610078004","0","5078321","5","","1","5078322","1.55","1","79","0","1","10078","203","0","0"
"0","1.5","-45","610078005","490","0","5","","2","5078323","1.55","1","0","0","4","10078","203","0","0"
"0","1.5","-45","610078006","0","0","5","","3","0","1.55","1","0","0","1","10078","203","0","0"
"0","5.5","-75","610079004","0","5052321","5","","1","5052322","1.7","1","77","0","1","10079","169","0","0"
"0","1.5","-75","610079005","0","0","5","","2","5052323","1.7","1","47","0","1","10079","169","0","0"
"0","1.5","-75","610079006","0","0","5","","3","0","1.7","1","0","0","1","10079","169","0","0"
"610080401","5.5","-70","610080004","0","5080321","5","","1","5080322","1.4","1","0","600","2","10080","206","3","0"
"610080402","1.5","-70","610080005","0","0","5","","2","5080323","1.5","1","67","0","1","10080","206","0","0"
"0","1.5","-70","610080006","0","0","5","","3","0","1.5","1","0","0","1","10080","206","0","0"
"0","5.5","-75","610081004","0","5054321","5","","1","5054322","1.7","1","48","0","1","10081","172","0","0"
"610081402","1.5","-40","610081005","0","0","5","","2","5054323","1.3","1","0","600","2","10081","172","0","0"
"0","1.5","-75","610081006","0","0","5","","3","0","1.7","1","0","0","1","10081","172","0","0"
"610082401","5.5","-20","610082004","20","5082321","5","","1","5082322","2","1","0","600","3","10082","209","3","0"
"0","1.5","-20","610082005","0","0","5","","2","5082323","2","1","49","0","1","10082","209","0","0"
"0","1.5","-20","610082006","0","0","5","","3","0","2","1","0","0","1","10082","209","0","0"
"0","5.5","-20","610083004","0","5056321","5","","1","5056322","2","1","77","600","1","10083","172","3","0"
"0","1.5","-20","610083005","0","0","5","","2","5056323","2","1","45","0","1","10083","172","0","0"
"0","1.5","-20","610083006","0","0","5","","3","0","2","1","0","0","1","10083","172","0","0"
"610084401","5.5","5","610084004","0","5084321","5","","1","5084322","1.35","1","0","600","2","10084","212","3","0"
"0","1.5","5","610084005","10","0","5","","2","5084323","1.35","1","0","600","3","10084","212","0","0"
"0","1.5","5","610084006","0","0","5","","3","0","1.35","1","0","0","1","10084","212","0","0"
"610085401","5.5","-20","610085004","0","5085321","5","","1","5085322","0.95","1","0","600","2","10085","212","3","0"
"0","1.5","-20","610085005","0","0","5","","2","5085323","1.2","1","75","600","1","10085","212","0","0"
"0","1.5","-20","610085006","0","0","5","","3","0","1.2","1","0","0","1","10085","212","0","0"
"610086401","5.5","5","610086004","20","5058321","5","","1","5058322","1.75","1","0","600","3","10086","172","3","0"
"0","1.5","5","610086005","0","0","5","","2","5058323","1.75","1","70","600","1","10086","172","0","0"
"0","1.5","5","610086006","0","0","5","","3","0","1.75","1","0","0","1","10086","172","0","0"
"0","5.5","-20","610087004","0","5059321","5","","1","5059322","1.55","1","71","600","1","10087","172","3","0"
"610087402","1.5","0","610087005","0","0","5","","2","5059323","1.15","1","0","600","2","10087","172","0","0"
"0","1.5","-20","610087006","0","0","5","","3","0","1.55","1","0","0","1","10087","172","0","0"
"610088401","5.5","-70","610088004","15","5088321","5","","1","5088322","1.4","1","0","600","3","10088","215","3","0"
"610088402","1.5","-70","610088005","0","0","5","","2","5088323","1.5","1","75","0","1","10088","215","0","0"
"0","1.5","-70","610088006","0","0","5","","3","0","1.5","1","0","0","1","10088","215","0","0"
"610089401","5.5","-47","610089004","0","5061321","5","","1","5061322","0.83","1","0","600","2","10089","172","3","0"
"0","1.5","-47","610089005","0","0","5","","2","5061323","0.83","1","60","600","1","10089","172","0","0"
"0","1.5","-47","610089006","0","0","5","","3","0","0.83","1","0","0","1","10089","172","0","0"
"0","5.5","-45","610090004","0","5090321","5","","1","5090322","1.18","1","78","600","1","10090","218","3","0"
"0","1.5","-45","610090005","550","0","5","","2","5090323","1.18","1","0","0","4","10090","218","0","0"
"0","1.5","-45","610090006","0","0","5","","3","0","1.18","1","0","0","1","10090","218","0","0"
"0","5.5","-50","610091004","0","5064321","5","","1","5064322","1.25","1","76","600","1","10091","172","3","0"
"0","1.5","-50","610091005","0","0","5","","2","5064323","1.25","1","50","600","1","10091","172","0","0"
"0","1.5","-50","610091006","0","0","5","","3","0","1.25","1","0","0","1","10091","172","0","0"
"0","5.5","-50","610092004","0","5092321","5","","1","5092322","1.4","1","60","600","1","10092","220","3","0"
"610092402","1.5","-20","610092005","0","0","5","","2","5092323","1.15","1","0","600","2","10092","220","0","0"
"0","1.5","-50","610092006","0","0","5","","3","0","1.4","1","0","0","1","10092","220","0","0"
"610093401","5.5","-50","610093004","2500000","5066321","5","","1","5066322","1","1","75","600","5","10093","172","3","0"
"610093402","1.5","-50","610093005","0","0","5","","2","5066323","1","1","0","600","2","10093","172","0","0"
"0","1.5","-50","610093006","0","0","5","","3","0","1","1","0","0","1","10093","172","0","0"
"610094401","5.5","-50","610094004","10","5094321","5","","1","5094322","2.2","1","0","600","3","10094","223","3","0"
"0","1.5","-50","610094005","0","0","5","","2","5094323","2.2","1","84","0","1","10094","223","0","0"
"0","1.5","-50","610094006","0","0","5","","3","0","2.2","1","0","0","1","10094","223","0","0"
"0","5.5","-47","610095004","0","5068321","5","","1","5068322","1.7","1","66","600","1","10095","172","3","0"
"610095402","1.5","-47","610095005","0","0","5","","2","5068323","1.5","1","0","600","2","10095","172","0","0"
"0","1.5","-47","610095006","0","0","5","","3","0","1.7","1","0","0","1","10095","172","0","0"
"0","5.5","-120","610096004","0","5096321","5","","1","5096322","1.3","1","76","600","1","10096","226","3","0"
"610096402","1.5","-80","610096005","0","0","5","","2","5096323","1","1","0","600","2","10096","226","0","0"
"0","1.5","-120","610096006","0","0","5","","3","0","1.3","1","0","0","1","10096","226","0","0"
"610097401","5.5","-50","610097004","0","5070321","5","","1","5070322","2","1","0","600","2","10097","172","3","1"
"610097402","1.5","-50","610097005","0","0","5","","2","5070323","2","1","0","600","2","10097","172","0","1"
"0","1.5","-50","610097006","0","0","0","","3","0","2","1","0","0","1","10097","172","0","0"
"610098401","5.5","-120","610098004","0","5098321","5","","1","5098322","1.3","1","0","600","2","10098","229","3","0"
"610098402","1.5","-80","610098005","0","0","5","","2","5098323","1.1","1","0","600","2","10098","229","0","0"
"0","1.5","-85","610098006","0","0","5","","3","0","1.3","1","0","0","1","10098","229","0","0"
"610099401","5.5","-100","610099004","25","5072321","5","","1","5072322","1.3","1","0","600","3","10099","172","3","0"
"610099402","1.5","-80","610099005","0","0","5","","2","5072323","1","1","0","600","2","10099","172","0","0"
"0","1.5","-120","610099006","0","0","5","","3","0","1.3","1","0","0","1","10099","172","0","0"
"610100401","5.5","-50","610100004","0","5100321","5","","1","5100322","1.1","1","0","600","2","10100","232","3","0"
"0","1.5","-70","610100005","0","0","5","","2","5100323","1.5","1","70","600","1","10100","232","0","0"
"610100110","1.5","-70","610100006","0","0","5","","3","0","1.5","1","0","0","1","10100","232","0","0"
"610101401","5.5","-30","610101004","0","5074321","5","","1","5074322","1.18","1","0","600","2","10101","175","3","0"
"610101402","1.5","-30","610101005","25","0","5","","2","5074323","1.55","1","0","600","3","10101","175","0","0"
"0","1.5","-45","610101006","0","0","5","","3","0","1.55","1","0","0","1","10101","175","0","0"
"0","5.5","-85","610102004","0","5102321","5","","1","5102322","1.25","1","32","600","1","10102","235","3","0"
"610102402","1.5","-80","610102005","0","0","5","","2","5102323","1.1","1","0","600","2","10102","235","0","0"
"0","1.5","-85","610102006","0","0","5","","3","0","1.25","1","0","0","1","10102","235","0","0"
"610103401","5.5","-40","610103004","0","5076321","5","","1","5076322","2.2","1","0","600","2","10103","178","3","0"
"610103402","1.5","-40","610103005","0","0","5","","2","5076323","2.4","1","97","0","1","10103","178","0","0"
