76cd05e6a38f9a31c055e4b7429e3ff3f85ded2cc1c6e9d2c4092570b107605d,c9d67418493c478d07a8fae1ef3ebcda40ca09c21d0793eaac381a0095b2246d,d2007a24207b05365484dc4d3257f9ba02bbab0a19ab2c8d6794ab9a5d4101c0,2fe1587ba75b2a9754002f4d9d68f180b14c66a75a3f553eb4ae691e5072e960,9ecd376445305791e3024b14921c4bd32fc8f443264177986370c2a374422e98,4a2988f68f45901adad5e2ff53c63e2d3af861aaed8bee2869d6d87b6ea6b4f6,83739ebabc5ebf30cdb55e3766b1b9b4d76254d1a395e610ae83e6208f56fbca,c4cedfb9b221f64405be610ecb1d8fd0a65b3d62f42e652a3b139465efdad7d1,11992eea048f82aa4f273f01667dfd049c5b3c4d1a95042f51416f00c96d40bf,47561e7e914284ff7a2a2fed2c2df42b2d75bff69be55a9c8514a9e0646d89f4,9d78f63822ea23cadd6d05776428111e96f8c991aa99df82de990c8b4643af75
"5146061","61086","2","-278","","105811","0","","","-54","2"
"5146061","61087","2","-278","","1058","0","","","-54","2"
"5146061","61088","2","-288","","105911","0","","","-214","2"
"5146061","61089","2","-288","","1059","0","","","-214","2"
"5146061","61090","","","","1","","","","0","93"
"5146061","61091","","","","2","","","","iris_in","37"
"5146061","61092","","","","2","","","","0","93"
"5146061","61093","","1","","se_10055900","","","","se_10055900_coaster_02","23"
"5146061","61094","","","","10","","","","1","32"
"5146061","61095","","0.5","","30","","","","30","122"
"5146061","61096","0","0","","vo_apg","","","","vo_apg_0107","21"
"5146061","61097","","0","","202","","0","","0107_in","3"
"5146061","61098","","","","0.7","","","","1","93"
"5146061","61099","","0","","202","","0","","0107_mid","3"
"5146061","61100","","","","","","","","","92"
"5146061","61101","","0","","202","","0","","0107_out","3"
"5146061","61102","","","","0.2","","","","0","93"
"5146061","61103","0","-211","","202","0","","","0","2"
"5146061","61104","","0.5","","30","","","","30","122"
"5146061","61105","0","0","","vo_apg","","","","vo_apg_0108","21"
"5146061","61106","","0","","203","","0","","0108_in","3"
"5146061","61107","","","","0.8","","","","1","93"
"5146061","61108","","0","","203","","0","","0108_mid","3"
"5146061","61109","","","","","","","","","92"
"5146061","61110","","0","","203","","0","","0108_out","3"
"5146061","61111","","","","0.2","","","","0","93"
"5146061","61112","0","16","","201","0","","","315","2"
"5146061","61113","","0.5","","30","","","","30","122"
"5146061","61114","0","0","","vo_apg","","","","vo_apg_0109","21"
"5146061","61115","","0","","201","","0","","0109_in","3"
"5146061","61116","","","","1.1","","","","1","93"
"5146061","61117","","0","","201","","0","","0109_mid","3"
"5146061","61118","","","","","","","","","92"
"5146061","61119","","0","","201","","0","","0109_out","3"
"5146061","61120","","","","0.2","","","","0","93"
"5146061","61121","","0.5","","30","","","","30","122"
"5146061","61122","0","0","","vo_apg","","","","vo_apg_0110","21"
"5146061","61123","","0","","202","","0","","0107_in","3"
"5146061","61124","","0","","203","","0","","0108_in","3"
"5146061","61125","","0","","201","","0","","0109_in","3"
"5146061","61126","","","","1.1","","","","1","93"
"5146061","61127","","0","","202","","0","","0107_mid","3"
"5146061","61128","","0","","203","","0","","0108_mid","3"
"5146061","61129","","0","","201","","0","","0109_mid","3"
"5146061","61130","","","","","","","","","92"
"5146061","61131","","0","","202","","0","","0107_out","3"
"5146061","61132","","0","","203","","0","","0108_out","3"
"5146061","61133","","0","","201","","0","","0109_out","3"
"5146061","61134","","","","0.2","","","","0","93"
"5146061","61135","0","0","","201","0","","","216","2"
"5146061","61136","0","0","","vo_apg","","","","vo_apg_0111","21"
"5146061","61137","","0","","201","","0","","0111_in","3"
"5146061","61138","","","","1.8","","","","1","93"
"5146061","61139","","0","","201","","0","","0111_mid","3"
"5146061","61140","","","","","","","","","92"
"5146061","61141","","0","","201","","0","","0111_out","3"
"5146061","61142","","","","0.2","","","","0","93"
"5146061","61143","","","","0","","","","0","22"
"5146061","61144","","","","0.5","","","","","93"
"5146061","61145","","","","11","","","","1","32"
"5146061","61146","","0","","se_10055900","","","","se_10055900_camera","23"
"5146061","61147","","","","0.2","","","","0","93"
"5146061","61148","","","","10","","","","0","32"
"5146061","61149","","","","1.8","","","","0","93"
"5146061","61150","","","","se_10055900_coaster_02","","","","0.5","24"
"5146061","61151","","","","2","","","","iris_out","37"
"5146061","61152","0","-278","","106011","0","","","129","2"
"5146061","61153","0","-278","","1060","0","","","129","2"
"5146061","61154","0","-278","","105811","0","","","-34","2"
"5146061","61155","0","-278","","1058","0","","","-34","2"
"5146061","61156","0","-288","","105911","0","","","-194","2"
"5146061","61157","0","-288","","1059","0","","","-194","2"
"5146061","61158","","1","","106011","","0.2","","walk_normal_dere2","3"
"5146061","61159","","1","","1060","","0.2","","walk_normal_dere2","3"
"5146061","61160","","1","","105811","","0.2","","walk_normal_joy","3"
"5146061","61161","","1","","1058","","0.2","","walk_normal_joy","3"
"5146061","61162","","1","","105911","","0.2","","kokkoro_walk_normal_dere","3"
"5146061","61163","","1","","1059","","0.2","","kokkoro_walk_normal_dere","3"
"5146061","61164","2","-278","","106011","0","","","290","2"
"5146061","61165","2","-278","","1060","0","","","290","2"
"5146061","61166","2","-278","","105811","0","","","-225","2"
"5146061","61167","2","-278","","1058","0","","","-225","2"
"5146061","61168","2","-288","","105911","0","","","-385","2"
"5146061","61169","2","-288","","1059","0","","","-385","2"
"5146061","61170","","","","106011","","","","0","4"
"5146061","61171","","","","1060","","","","0","4"
"5146061","61172","","","","105811","","","","1","4"
"5146061","61173","","","","1058","","","","1","4"
"5146061","61174","","","","105911","","","","1","4"
"5146061","61175","","","","1059","","","","1","4"
"5146061","61176","","","","2","","","","0","93"
"5146061","61177","","","","106011","","","","1","4"
"5146061","61178","","","","1060","","","","1","4"
"5146061","61179","","","","105811","","","","0","4"
"5146061","61180","","","","1058","","","","0","4"
"5146061","61181","","","","105911","","","","0","4"
"5146061","61182","","","","1059","","","","0","4"
"5146061","61183","","1","","106011","","0.2","","joy_idle_doya_shy","3"
"5146061","61184","","1","","1060","","0.2","","joy_idle_doya_shy","3"
"5146061","61185","","1","","105811","","0.2","","idle_normal","3"
"5146061","61186","","1","","1058","","0.2","","idle_normal","3"
"5146061","61187","","1","","105911","","0.2","","kokkoro_idle_normal_joy","3"
"5146061","61188","","1","","1059","","0.2","","kokkoro_idle_normal_joy","3"
"5146061","61189","","","","0.3","","","","0","93"
"5146061","61190","guts2_talk_joy","0","","105811","1","0.2","0.2","jump_short","3"
"5146061","61191","guts2_talk_joy","0","","1058","1","0.2","0.2","jump_short","3"
"5146061","61192","0","0","","vo_apg","","","","vo_apg_0112","21"
"5146061","61193","1","9","0","105811","1","0","0","哈～♪\n玩得真開心呢──☆","11"
"5146061","61194","","","","0","","","","","91"
"5146061","61195","","1","","105811","","0.2","","idle_normal","3"
"5146061","61196","","1","","1058","","0.2","","idle_normal","3"
"5146061","61197","","1","","105911","","0.2","","kokkoro_talk_normal","3"
"5146061","61198","","1","","1059","","0.2","","kokkoro_talk_normal","3"
"5146061","61199","0","0","","vo_apg","","","","vo_apg_0113","21"
"5146061","61200","1","8","0","105911","1","0","0","各位，\n照片似乎\n已經洗出來了。","11"
"5146061","61201","","","","0","","","","","91"
"5146061","61202","","1","","105911","","0.2","","kokkoro_idle_normal_joy","3"
"5146061","61203","","1","","1059","","0.2","","kokkoro_idle_normal_joy","3"
"5146061","61204","armcrossed_talk_dere_shy","0","","106011","1","0.2","0","armcrossed_in_dere_shy","3"
"5146061","61205","armcrossed_talk_dere_shy","0","","1060","1","0.2","0","armcrossed_in_dere_shy","3"
"5146061","61206","0","0","","vo_apg","","","","vo_apg_0114","21"
"5146061","61207","1","10","0","106011","1","0","0","唉～糟透了。\n……算了，我就姑且\n看一下拍得如何吧♪","11"
"5146061","61208","","","","0","","","","","91"
"5146061","61209","","","","0","","","","0","22"
"5146061","61210","","0","","106011","","0.2","","armcrossed_idle_anger_lookup","3"
"5146061","61211","","0","","1060","","0.2","","armcrossed_idle_anger_lookup","3"
"5146061","61212","","1","","105811","","0.2","","idle_normal_lookup","3"
"5146061","61213","","1","","1058","","0.2","","idle_normal_lookup","3"
"5146061","61214","","1","","105911","","0.2","","kokkoro_wish_idle_joy_lookup","3"
"5146061","61215","","1","","1059","","0.2","","kokkoro_wish_idle_joy_lookup","3"
"5146061","61216","","0","","21","","0","","coaster_1_in","3"
"5146061","61217","","0","","se_10055900","","","","se_10055900_photo","23"
"5146061","61218","","","","2.3","","","","0","93"
"5146061","61219","","1","","105811","","0.2","","idle_normal_surprise","3"
"5146061","61220","","1","","1058","","0.2","","idle_normal_surprise","3"
"5146061","61221","","1","","105911","","0.2","","kokkoro_idle_normal_surprise","3"
"5146061","61222","","1","","1059","","0.2","","kokkoro_idle_normal_surprise","3"
"5146061","61223","pointing_loop_noface","0","","106011","1","0.2","0","pointing_in_noface","3"
"5146061","61224","pointing_loop_kyaru","0","","1060","1","0.2","0","pointing_in_kyaru","3"
"5146061","61225","0","0","","vo_apg","","","","vo_apg_0115","21"
"5146061","61226","1","8","0","106011","1","0","0","呃，這是怎樣啊──！！！\n根本沒拍到我嘛！！？","11"
"5146061","61227","","","","0.5","","","","1","93"
"5146061","61228","","0.5","","30","","","","30","122"
"5146061","61229","","","","61226","","","","","91"
"5146061","61230","","1","","105811","","0.2","","surprise_talk","3"
"5146061","61231","","1","","1058","","0.2","","surprise_talk","3"
"5146061","61232","0","0","","vo_apg","","","","vo_apg_0116","21"
"5146061","61233","1","7","0","105811","1","0","0","……咦？\n小凱留其實\n很想被拍嗎？","11"
"5146061","61234","","","","0","","","","","91"
"5146061","61235","","1","","105811","","0.2","","idle_normal_talk1R","3"
"5146061","61236","","1","","1058","","0.2","","idle_normal_talk1R","3"
"5146061","61237","","1","","105911","","0.2","","kokkoro_sad_talk","3"
"5146061","61238","","1","","1059","","0.2","","kokkoro_sad_talk","3"
"5146061","61239","0","0","","vo_apg","","","","vo_apg_0117","21"
"5146061","61240","1","8","0","105911","1","0","0","在下以為凱留小姐不想被拍，\n就把您遮住了。\n看來似乎是在下多管閒事。","11"
"5146061","61241","","","","0","","","","","91"
"5146061","61242","","1","","105911","","0.2","","kokkoro_idle_normal","3"
"5146061","61243","","1","","1059","","0.2","","kokkoro_idle_normal","3"
"5146061","61244","shock_loop_shy_red","0","","106011","1","0.2","0","shock_in_shy_red","3"
"5146061","61245","shock_loop_shy_red","0","","1060","1","0.2","0","shock_in_shy_red","3"
"5146061","61246","0","0","","vo_apg","","","","vo_apg_0118","21"
"5146061","61247","1","9","0","106011","1","0","0","不……不是，\n也不是那樣的啦！！？","11"
"5146061","61248","","","","0","","","","","91"
"5146061","61249","","0","","21","","0","","coaster_1_out","3"
"5146061","61250","","1","","105911","","0.2","0.2","kokkoro_idle_normal_joy","3"
"5146061","61251","","1","","1059","","0.2","0.2","kokkoro_idle_normal_joy","3"
"5146061","61252","","1","","105811","","0.2","0.2","joy_talk","3"
"5146061","61253","","1","","1058","","0.2","0.2","joy_talk","3"
"5146061","61254","0","0","","vo_apg","","","","vo_apg_0119","21"
"5146061","61255","1","9","0","105811","1","0","0","什麼嘛♪\n那我們就再搭一次吧──♪","11"
"5146061","61256","","","","0","","","","","91"
"5146061","61257","","1","","105811","","0.2","","joy_idle","3"
"5146061","61258","","1","","1058","","0.2","","joy_idle","3"
"5146061","61259","","1","","105911","","0.2","","kokkoro_wish_talk_normal2","3"
"5146061","61260","","1","","1059","","0.2","","kokkoro_wish_talk_normal2","3"
"5146061","61261","0","0","","vo_apg","","","","vo_apg_0120","21"
"5146061","61262","1","7","0","105911","1","0","0","好的，就這麼做吧♪","11"
"5146061","61263","","","","0","","","","","91"
"5146061","61264","","","","0","","","","0","22"
"5146061","61265","","1","","105911","","0.2","","kokkoro_wish_idle_joy","3"
"5146061","61266","","1","","1059","","0.2","","kokkoro_wish_idle_joy","3"
"5146061","61267","","1","","106011","","0.2","","anger_talk_anger2_red","3"
"5146061","61268","","1","","1060","","0.2","","anger_talk_anger2_red","3"
"5146061","61269","0","2","0","106011","0","0","0","2","12"
"5146061","61270","0","2","0","105811","0","0","0","10","12"
"5146061","61271","0","2","0","105911","0","0","0","10","12"
"5146061","61272","","","","2","","","","0","93"
"5146061","61273","","","","61274","","","","","101"
"5146061","61274","","","","0","","","","0.2","22"
"5146062","62001","-290","103","idle_normal","1","-278","1.8","0","100911","1"
"5146062","62002","-290","104","idle_normal","3","-278","1.8","0","1009","5"
"5146062","62003","290","100","idle_normal","1","-278","1.8","1","131011","1"
"5146062","62004","","","","100911","","","","203","13"
"5146062","62005","","","","131011","","","","200","13"
"5146062","62006","0","15","idle","7","-174","0.85","0","7","5"
"5146062","62007","-132","210","empty","20","71","1","0","20","5"
"5146062","62008","0","210","empty","22","-42","1","0","22","5"
"5146062","62009","0","60","empty","21","153","1","0","21","5"
"5146062","62010","0","0","","1","1","1","","1","31"
"5146062","62011","-57.7","0","","2","1","0","","2","31"
"5146062","62012","0","0","","10","1","0","","10","31"
"5146062","62013","0","0","","11","1","0","","11","31"
"5146062","62014","-278","-290","","14","1","0","","14","31"
"5146062","62015","0","0","","20","1","1","","20","31"
"5146062","62016","","","","20","","","","100911","36"
"5146062","62017","","","","20","","","","20","36"
"5146062","62018","","","","20","","","","22","36"
"5146062","62019","","","","0","","","","0","91"
"5146062","62020","","0","","0","","","","0","102"
"5146062","62021","","","","1","","","","0","93"
"5146062","62022","cool_talk_dere","0","","100911","1","0.2","0","cool_in_dere","3"
"5146062","62023","cool_talk_dere","0","","1009","1","0.2","0","cool_in_dere","3"
"5146062","62024","0","0","","vo_apg","","","","vo_apg_0201","21"
"5146062","62025","1","9","0","100911","1","0","0","出發吧，前往極滅禁斷秘儀！\n好，麻煩妳帶路了！","11"
"5146062","62026","","","","0","","","","","91"
"5146062","62027","","1","","100911","","0.2","","cool_idle","3"
"5146062","62028","","1","","1009","","0.2","","cool_idle","3"
"5146062","62029","","1","","131011","","0.2","","wish_talk_joy","3"
"5146062","62030","0","0","","vo_apg","","","","vo_apg_0202","21"
"5146062","62031","1","8","0","131011","1","0","0","杏奈小姐竟然會感興趣，\n人家很高興呢～\n人家會好好為妳帶路的。","11"
"5146062","62032","","","","0","","","","","91"
"5146062","62033","","1","","131011","","0.2","","wish_idle","3"
"5146062","62034","sad_talk","0","","100911","1","0.2","0.2","anna_armcrossed","3"
"5146062","62035","sad_talk","0","","1009","1","0.2","0.2","anna_armcrossed","3"
"5146062","62036","0","0","","vo_apg","","","","vo_apg_0203","21"
"5146062","62037","1","9","0","100911","1","0","0","嗯！吉格魯特他們也\n挑戰過的這場試煉，我冥姬也……\n呃，咦？\n這莫非，是尖叫系設施……？","11"
"5146062","62038","","","","0","","","","","91"
"5146062","62039","","1","","100911","","0.2","","sad_idle","3"
"5146062","62040","","1","","1009","","0.2","","sad_idle","3"
"5146062","62041","surprise_talk","0","","131011","1","0.2","0.2","maho_talk_normal","3"
"5146062","62042","0","0","","vo_apg","","","","vo_apg_0204","21"
"5146062","62043","1","9","0","131011","1","0","0","這是這座遊樂園\n大受歡迎的遊樂設施喔～\n奇怪？怎麼了嗎？\n妳的臉色看起來不太好……","11"
"5146062","62044","","","","0","","","","","91"
"5146062","62045","","1","","131011","","0.2","","surprise_idle","3"
"5146062","62046","","1","","100911","","0.2","","anger_talk_shy","3"
"5146062","62047","","1","","1009","","0.2","","anger_talk_shy","3"
"5146062","62048","0","0","","vo_apg","","","","vo_apg_0205","21"
"5146062","62049","1","9","0","100911","1","0","0","我我我、我才不是感、感到害怕……\n徹徹底底，完全沒問題喔？","11"
"5146062","62050","","","","0","","","","","91"
"5146062","62051","","1","","100911","","0.2","","anger_idle_shy","3"
"5146062","62052","","1","","1009","","0.2","","anger_idle_shy","3"
"5146062","62053","","1","","131011","","0.2","","worry_talk","3"
"5146062","62054","0","0","","vo_apg","","","","vo_apg_0206","21"
"5146062","62055","1","9","0","131011","1","0","0","話雖如此，最好還是不要\n勉強自己比較好吧？","11"
"5146062","62056","","","","0","","","","","91"
"5146062","62057","","1","","131011","","0.2","","wish_idle_shy","3"
"5146062","62058","","1","","100911","","0.2","","anger_talk_pain","3"
"5146062","62059","","1","","1009","","0.2","","anger_talk_pain","3"
"5146062","62060","0","0","","vo_apg","","","","vo_apg_0207","21"
"5146062","62061","1","9","0","100911","1","0","0","沒事！我、我都說沒問題了！\n妳都帶我到這裡了，怎麼能退縮……\n我要上了！突擊────！","11"
"5146062","62062","","","","0","","","","","91"
"5146062","62063","","","","0","","","","0","22"
"5146062","62064","","1","","100911","","0.2","","run_dash_anger2","3"
"5146062","62065","","1","","1009","","0.2","","run_dash_anger2","3"
"5146062","62066","","1","","131011","","0.2","","walk_surprise","3"
"5146062","62067","2","-278","","100911","0","","","-129","2"
"5146062","62068","2","-278","","1009","0","","","-129","2"
"5146062","62069","2","-278","","131011","0","","","129","2"
"5146062","62070","","","","14","","","","1","32"
"5146062","62071","","","","14","","","","left","37"
"5146062","62072","2","-278","","14","0","","","-129","33"
"5146062","62073","","","","1","","","","0","93"
"5146062","62074","","","","2","","","","1","32"
"5146062","62075","","","","1.5","","","","0","93"
"5146062","62076","","","","14","","","","0","32"
"5146062","62077","0","-331","","100911","0","","","0","2"
"5146062","62078","","","","20","","","","scale15","37"
"5146062","62079","","1","","se_10055900","","","","se_10055900_coaster_01","23"
"5146062","62080","0","0","","vo_apg","","","","vo_apg_0208","21"
"5146062","62081","","0","","22","","0","","0208_in","3"
"5146062","62082","","","","3.3","","","","1","93"
"5146062","62083","","0","","22","","0","","0208_mid","3"
"5146062","62084","","","","","","","","","92"
"5146062","62085","","0","","22","","0","","0208_out","3"
"5146062","62086","","","","0.2","","","","0","93"
"5146062","62087","","","","0.3","","","","0","93"
"5146062","62088","","","","20","","","","scale1","37"
"5146062","62089","","","","10","","","","1","32"
"5146062","62090","","","","se_10055900_coaster_01","","","","0.5","24"
"5146062","62091","","1","","se_10055900","","","","se_10055900_coaster_02","23"
"5146062","62092","0","0","","20","0","","","0","2"
"5146062","62093","","0.5","","30","","","","30","122"
"5146062","62094","0","0","","vo_apg","","","","vo_apg_0209","21"
"5146062","62095","","0","","20","","0","","0209_in","3"
"5146062","62096","","","","2.6","","","","1","93"
"5146062","62097","","0","","20","","0","","0209_mid","3"
"5146062","62098","","","","","","","","","92"
"5146062","62099","","0","","20","","0","","0209_out","3"
"5146062","62100","","","","0.2","","","","0","93"
"5146062","62101","","1","","30","","","","30","122"
"5146062","62102","0","0","","vo_apg","","","","vo_apg_0210","21"
"5146062","62103","","0","","20","","0","","0210_in","3"
"5146062","62104","","","","2.7","","","","1","93"
"5146062","62105","","0","","20","","0","","0210_mid","3"
"5146062","62106","","","","","","","","","92"
"5146062","62107","","0","","20","","0","","0210_out","3"
"5146062","62108","","","","0.2","","","","0","93"
"5146062","62109","","","","0","","","","0","22"
"5146062","62110","","1","","20","","0","","empty","3"
"5146062","62111","","","","1","","","","","93"
"5146062","62112","","","","11","","","","1","32"
"5146062","62113","","0","","se_10055900","","","","se_10055900_camera","23"
"5146062","62114","","","","0.2","","","","0","93"
"5146062","62115","","","","10","","","","0","32"
"5146062","62116","","","","1.8","","","","0","93"
"5146062","62117","","","","se_10055900_coaster_02","","","","0.5","24"
"5146062","62118","","","","2","","","","iris_out","37"
"5146062","62119","0","-278","","100911","0","","","-129","2"
"5146062","62120","0","-278","","1009","0","","","-129","2"
"5146062","62121","0","-278","","131011","0","","","129","2"
"5146062","62122","","1","","100911","","0.2","","anna_walk","3"
"5146062","62123","","1","","1009","","0.2","","anna_walk","3"
"5146062","62124","","1","","131011","","0.2","","walk_normal_joy","3"
"5146062","62125","2","-278","","100911","0","","","-290","2"
"5146062","62126","2","-278","","1009","0","","","-290","2"
"5146062","62127","2","-278","","131011","0","","","290","2"
"5146062","62128","","","","100911","","","","1","4"
"5146062","62129","","","","1009","","","","1","4"
"5146062","62130","","","","131011","","","","0","4"
"5146062","62131","","","","2","","","","0","93"
"5146062","62132","","","","100911","","","","0","4"
"5146062","62133","","","","1009","","","","0","4"
"5146062","62134","","","","131011","","","","1","4"
"5146062","62135","","1","","100911","","0.2","","anna_idle","3"
"5146062","62136","","1","","1009","0","0.2","","anna_idle","3"
"5146062","62137","","1","","131011","","0.2","","idle_normal","3"
"5146062","62138","","","","0.5","","","","0","93"
"5146062","62139","","1","","131011","","0.2","","talk_normal_surprise","3"
"5146062","62140","0","0","","vo_apg","","","","vo_apg_0211","21"
"5146062","62141","1","10","0","131011","1","0","0","妳覺得如何呢？\n發出了很響亮的喊叫聲呢。","11"
"5146062","62142","","","","0","","","","","91"
"5146062","62143","","1","","131011","","0.2","","idle_normal_surprise","3"
"5146062","62144","anna_kukuku_loop","0","","100911","1","0.2","0","anna_kukuku_in","3"
"5146062","62145","anna_kukuku_loop","0","","1009","1","0.2","0","anna_kukuku_in","3"
"5146062","62146","0","0","","vo_apg","","","","vo_apg_0212","21"
"5146062","62147","1","12","0","100911","1","20","0","呵、呵呵呵……吉格魯特啊……\n我也，看得見了……時之刻！","11"
"5146062","62148","","","","0","","","","","91"
"5146062","62149","","0","","21","","0","","coaster_2_in","3"
"5146062","62150","","0","","se_10055900","","","","se_10055900_photo","23"
"5146062","62151","","","","0.1","","","","0","93"
"5146062","62152","anna_ahaha_loop","0","","100911","1","0.2","0","anna_ahaha_in","3"
"5146062","62153","anna_ahaha_loop","0","","1009","1","0.2","0","anna_ahaha_in","3"
"5146062","62154","0","0","","vo_apg","","","","vo_apg_0213","21"
"5146062","62155","1","8","0","100911","1","-30","0","此刻，冥姬\n超越了疾風！","11"
