5479d98fba704a6f5401b1a60d2427c548dbaa516294c474dd5d874b5139488a,8af349cc68b0f5fa4509e362418cad4122967d88c7807841580aedcfd947f985,8f739d4cef248c02421f9944591786b7c314d6a046ac5ff4cb5601de1780b40f,c16cdd230db748d3dea9a6873d99b1ccf6b2e4ec9f5d3ad334f6038a65b03579,f209e26b4a93e3273b267db9bc0fd14a06a2b7e21eb12cdfb49809c3ebad53aa,227ef9f62a5454ee692b555206f7e6a5cd3bb3d83785d1f65d5da47e50b14869,5efda1fd4a02151ad66b2030bba655bf810c04a3d9cb488875fc3ddc55668109,a49be9cb46902fe4b5c3c4bbd60dfbd50b6b43a1bc57fce026153147fa46cfc4
"2","1","3","5","200","104","4","8911"
"2","1","3","5","1","102","4","9011"
"2","1","3","5","200","104","4","9111"
"2","1","3","5","250","2","4","9211"
"2","1","3","5","250","4","4","9212"
"2","1","3","5","200","104","4","9311"
"2","1","3","5","1","102","4","9411"
"2","1","3","5","1","103","4","9511"
"2","1","3","5","200","104","4","9611"
"2","1","3","5","200","104","4","9711"
"2","1","3","5","2","101","4","9811"
"2","1","3","5","200","104","4","9911"
"2","1","3","5","1","102","4","10011"
"2","1","3","5","1","103","4","10111"
"2","1","3","5","200","104","4","10211"
"2","1","3","5","250","2","4","10311"
"2","1","3","5","250","4","4","10312"
"2","1","3","5","2","100","4","10411"
"2","1","3","5","200","104","4","10511"
"2","1","3","5","1","103","4","10611"
"2","1","3","5","200","104","4","10711"
"2","1","3","5","1","103","4","10811"
"2","1","3","5","2","100","4","10911"
"2","1","3","5","200","104","4","11011"
"2","1","3","5","2","101","4","11111"
"2","1","3","5","200","104","4","11211"
"2","1","3","5","1","102","4","11311"
"2","1","3","5","200","104","4","11411"
"2","1","3","5","1","103","4","11511"
"2","1","3","5","200","104","4","11611"
"2","1","3","5","1","102","4","11711"
"2","1","3","5","200","104","4","11811"
"2","1","3","5","150","6","4","11911"
"2","1","3","5","150","7","4","11912"
"2","1","3","5","200","104","4","12011"
"2","1","3","5","1","102","4","12111"
"2","1","3","5","1","103","4","12211"
"2","1","3","5","2","100","4","12311"
"2","1","3","5","1","102","4","12411"
"2","1","3","5","200","104","4","12511"
"2","1","3","5","2","101","4","12611"
"2","1","3","5","1","100","4","12711"
"2","1","3","5","250","2","4","12811"
"2","1","3","5","250","4","4","12812"
"2","1","3","5","200","104","4","12911"
"2","1","3","5","1","101","4","13011"
"2","1","3","5","1","103","4","13111"
"2","1","3","5","200","104","4","13211"
"2","1","3","5","1","102","4","13311"
"2","1","3","5","1","100","4","13411"
"2","1","3","5","200","104","4","13511"
"2","1","3","5","200","104","4","13611"
"2","1","3","5","1","101","4","13711"
"2","1","3","5","1","100","4","13811"
"2","1","3","5","200","104","4","13911"
"2","1","3","5","1","101","4","14011"
"2","1","3","5","200","104","4","14111"
"2","1","3","5","150","6","4","14211"
"2","1","3","5","150","7","4","14212"
"2","1","3","5","1","100","4","14311"
"2","1","3","5","1","103","4","14411"
"2","1","3","5","200","104","4","14511"
"2","1","3","5","200","104","4","14611"
"2","1","3","5","1","102","4","14711"
"2","1","3","5","1","103","4","14811"
"2","1","3","5","200","104","4","14911"
"2","1","3","5","1","102","4","15011"
"2","1","3","5","1","103","4","15111"
"2","1","3","5","200","104","4","15211"
"2","1","3","5","1","102","4","15311"
"2","1","3","5","200","104","4","15411"
"2","1","3","5","1","101","4","15511"
"2","1","3","5","200","104","4","15611"
