b9025b34bed511c176e87a5623263c3a533ac47f8f98bf4504a22e255565e5e4,6ab57fc0f9264859651606e43cec206c2bc6bb4b6877a792ec046385bd78250a,d7338c515eaaef530f3882d43bcf3120720b20ef08c8d4d388974de28692cc12,e84cec91c3c315bf0dbe88ea2ed567e7e8b88347c32d3a2934f1782088de58fd,cde5b0be5d836da2e4d471f65829d2414dcd1f7c19aea06ad6712a4fa0e70de8,099d376bc4ebf516c6add9d3954c94c656f569be208f913c2d666361b5558a6b,074e80f173ac5bc9f08f6935c413947cb95931e70aefc33f4cbf2dcef625f60d,66799aeba7abfffd6ec07431b644b78adf47a2eb3d781aa24d6fa98e70f5845a,284d5a22f1e9652b364598f188273cf56a536d5e601e99277caf4bcf581d46c6,76a096a1bcb3caa957e81c5eee74a528c42c37b9b588f208f502b3d79c349d53,e5637f7936dc484cac70befac1f007ac3a21e966c5e4d006fea45f5884998ba8
"","105611","1","20052","1200520012","3","0.2","","","travel_topdrama_r_2000_idle_arm_crossed",""
"1","100911","0","20052","1200520013","3","0.2","travel_topdrama_r_2000_talk_doya_loop","","travel_topdrama_r_2000_talk_doya_in_blink",""
"","vo_travel_talk","0","20052","1200520014","21","","0","","vo_travel_talk_20005_02",""
"1","100911","10","20052","1200520015","11","0","1","0","哼，那命運的話早就已經接受了！\n……但是，那個，完全收集不全。\n可以的話能幫個忙嗎？","0"
"","0","","20052","1200520016","91","","","","",""
"","100911","1","20052","1200520017","3","0.2","","","travel_topdrama_r_2000_idle_doya",""
"","","","20052","1200520018","112","","","","",""
"","0","","20052","1200520019","91","","","","",""
"-68","1","101","20061","1200610001","1","0.8","42","travel_topdrama_r_2000_idle_kyapi","110911","1"
"-68","1","102","20061","1200610002","1","0.8","-42","travel_topdrama_r_2000_idle_doya_sad","110811","0"
"-75","0","110","20061","1200610003","5","1","0","mana","0","0"
"","0","","20061","1200610004","91","","","","",""
"","10","","20061","1200610005","93","","","","0",""
"","1200610005","","20061","1200610006","101","","","","",""
"","0","0","20061","1200610007","3","0","","","none",""
"","0","","20061","1200610008","91","","","","",""
"","110911","","20062","1200620001","13","","","","103",""
"","110811","","20062","1200620002","13","","","","104",""
"1","110911","0","20062","1200620003","3","0.2","travel_topdrama_r_2000_talk_kyapi_loop","","travel_topdrama_r_2000_talk_kyapi_in",""
"","vo_travel_talk","0","20062","1200620004","21","","0","","vo_travel_talk_20006_00",""
"1","110911","10","20062","1200620005","11","0","1","0","切嚕～☆\n切嚕切啦，切唎啪，\n切切唎啵噗！","0"
"","0","","20062","1200620006","91","","","","",""
"","110911","1","20062","1200620007","3","0.2","","","travel_topdrama_r_2000_idle_kyapi",""
"1","110811","0","20062","1200620008","3","0.2","travel_topdrama_r_2000_talk_doya_loop_sad","","travel_topdrama_r_2000_talk_doya_in_sad",""
"","vo_travel_talk","0","20062","1200620009","21","","0","","vo_travel_talk_20006_01",""
"1","110811","10","20062","1200620010","11","0","1","0","那個啊。我是不介意啦。\n你那腦筋很差的怪聲剛才引來\n了一大堆魔物的事情，已經忘掉了嗎？","0"
"","0","","20062","1200620011","91","","","","",""
"","110811","1","20062","1200620012","3","0.2","","","travel_topdrama_r_2000_idle_doya_sad",""
"1","110911","1","20062","1200620013","3","0.2","","","travel_topdrama_r_2000_talk_normal2",""
"","vo_travel_talk","0","20062","1200620014","21","","0","","vo_travel_talk_20006_02",""
"1","110911","10","20062","1200620015","11","0","1","0","……那個時候\n真的是非常的抱歉。","0"
"","0","","20062","1200620016","91","","","","",""
"","110911","1","20062","1200620017","3","0.2","","","travel_topdrama_r_2000_idle_normal",""
"","","","20062","1200620018","112","","","","",""
"","0","","20062","1200620019","91","","","","",""
"-68","1","101","20071","1200710001","1","0.8","42","travel_topdrama_r_2000_idle_smile","102911","1"
"-68","1","102","20071","1200710002","1","0.8","-42","travel_topdrama_r_2000_idle_sad","105411","0"
"-75","0","110","20071","1200710003","5","1","0","mana","0","0"
"","0","","20071","1200710004","91","","","","",""
"","10","","20071","1200710005","93","","","","0",""
"","1200710005","","20071","1200710006","101","","","","",""
"","0","0","20071","1200710007","3","0","","","none",""
"","0","","20071","1200710008","91","","","","",""
"","102911","","20072","1200720001","13","","","","103",""
"","105411","","20072","1200720002","13","","","","104",""
"1","102911","0","20072","1200720003","3","0.2","travel_topdrama_r_2000_talk_smile_loop","","travel_topdrama_r_2000_talk_smile_in",""
"","vo_travel_talk","0","20072","1200720004","21","","0","","vo_travel_talk_20007_00",""
"1","102911","10","20072","1200720005","11","0","1","0","這附近的地形，\n應該滿適合練習跳舞的吧？\n能陪我練習舞步嗎？","0"
"","0","","20072","1200720006","91","","","","",""
"","102911","1","20072","1200720007","3","0.2","","","travel_topdrama_r_2000_idle_smile",""
"1","105411","0","20072","1200720008","3","0.2","travel_topdrama_r_2000_talk_sad_loop","","travel_topdrama_r_2007_dance","0.2"
"","vo_travel_talk","0","20072","1200720009","21","","0","","vo_travel_talk_20007_01",""
"1","105411","10","20072","1200720010","11","0","1","0","咦，這樣的感覺嗎？\n……哇哇，差點失去平衡！？\n還挺困難的呢……","0"
"","0","","20072","1200720011","91","","","","",""
"","105411","1","20072","1200720012","3","0.2","","","travel_topdrama_r_2000_idle_sad",""
"1","102911","0","20072","1200720013","3","0.2","travel_topdrama_r_2000_talk_smile_loop","","travel_topdrama_r_2000_talk_smile_in",""
"","vo_travel_talk","0","20072","1200720014","21","","0","","vo_travel_talk_20007_02",""
"1","102911","10","20072","1200720015","11","0","1","0","也就是說這是不錯的練習呢！\n在去演唱會前，為了不忘記這地方，\n要把這地方寫下來呢♪","0"
"","0","","20072","1200720016","91","","","","",""
"","102911","1","20072","1200720017","3","0.2","","","travel_topdrama_r_2000_idle_smile",""
"","","","20072","1200720018","112","","","","",""
"","0","","20072","1200720019","91","","","","",""
"-68","1","101","20081","1200810001","1","0.8","42","travel_topdrama_r_2000_idle_sad","104711","1"
"-68","1","102","20081","1200810002","1","0.8","-42","travel_topdrama_r_2000_idle_doya","107111","0"
"-75","0","110","20081","1200810003","5","1","0","mana","0","0"
"","0","","20081","1200810004","91","","","","",""
"","10","","20081","1200810005","93","","","","0",""
"","1200810005","","20081","1200810006","101","","","","",""
"","0","0","20081","1200810007","3","0","","","none",""
"","0","","20081","1200810008","91","","","","",""
"","104711","","20082","1200820001","13","","","","103",""
"","107111","","20082","1200820002","13","","","","104",""
"1","104711","0","20082","1200820003","3","0.2","travel_topdrama_r_2000_talk_sad_loop","","travel_topdrama_r_2000_talk_sad_in",""
"","vo_travel_talk","0","20082","1200820004","21","","0","","vo_travel_talk_20008_00",""
"1","104711","10","20082","1200820005","11","0","1","0","雖然有幾次離開王宮的機會，\n果然還是靜不下來呢……\n發生什麼事的時候也很難對應。","0"
"","0","","20082","1200820006","91","","","","",""
"","104711","1","20082","1200820007","3","0.2","","","travel_topdrama_r_2000_idle_sad",""
"1","107111","0","20082","1200820008","3","0.2","travel_topdrama_r_2000_talk_doya_loop","","travel_topdrama_r_2000_talk_doya_in",""
"","vo_travel_talk","0","20082","1200820009","21","","0","","vo_travel_talk_20008_01",""
"1","107111","10","20082","1200820010","11","0","1","0","現在才在擔心也沒意義吧？\n放鬆心情好好享受這趟旅行吧。\n旅程還很長的呢☆","0"
"","0","","20082","1200820011","91","","","","",""
"","107111","1","20082","1200820012","3","0.2","","","travel_topdrama_r_2000_idle_doya",""
"1","104711","0","20082","1200820013","3","0.2","travel_topdrama_r_2000_talk_guts_loop","","travel_topdrama_r_2000_talk_guts_in",""
"","vo_travel_talk","0","20082","1200820014","21","","0","","vo_travel_talk_20008_02",""
"1","104711","10","20082","1200820015","11","0","1","0","謝謝妳，克莉絲。\n王宮也有優秀的部下在，\n現在還是集中在面前的工作上吧。","0"
"","0","","20082","1200820016","91","","","","",""
"","104711","1","20082","1200820017","3","0.2","","","travel_topdrama_r_2000_idle_guts",""
"","","","20082","1200820018","112","","","","",""
"","0","","20082","1200820019","91","","","","",""
"-68","1","101","20091","1200910001","1","0.8","42","travel_topdrama_r_2000_idle_guts2","104011","1"
"-68","1","102","20091","1200910002","1","0.8","-42","travel_topdrama_r_2000_idle_smile","101511","0"
"-75","0","110","20091","1200910003","5","1","0","mana","0","0"
"","0","","20091","1200910004","91","","","","",""
"","10","","20091","1200910005","93","","","","0",""
"","1200910005","","20091","1200910006","101","","","","",""
"","0","0","20091","1200910007","3","0","","","none",""
"","0","","20091","1200910008","91","","","","",""
"","104011","","20092","1200920001","13","","","","103",""
"","101511","","20092","1200920002","13","","","","104",""
"1","104011","0","20092","1200920003","3","0.2","travel_topdrama_r_2000_talk_guts2_loop","","travel_topdrama_r_2000_talk_guts2_in",""
"","vo_travel_talk","0","20092","1200920004","21","","0","","vo_travel_talk_20009_00",""
"1","104011","10","20092","1200920005","11","0","1","0","這次的冒險有許多公會\n會參加對吧……？\n難道這是，交朋友的好機會……？","0"
"","0","","20092","1200920006","91","","","","",""
"","104011","1","20092","1200920007","3","0.2","","","travel_topdrama_r_2000_idle_guts2",""
"1","101511","0","20092","1200920008","3","0.2","travel_topdrama_r_2000_talk_wish_loop_joy","","travel_topdrama_r_2000_talk_wish_in_joy",""
"","vo_travel_talk","0","20092","1200920009","21","","0","","vo_travel_talk_20009_01",""
"1","101511","10","20092","1200920010","11","0","1","0","呵呵，是啊～\n一定會有不少的邂逅，\n試著多跟人搭話如何～？","0"
"","0","","20092","1200920011","91","","","","",""
"","101511","1","20092","1200920012","3","0.2","","","travel_topdrama_r_2000_idle_wish_joy",""
"1","104011","0","20092","1200920013","3","0.2","travel_topdrama_r_2000_talk_surprise_loop_sad","","travel_topdrama_r_2000_talk_surprise_in_sad",""
"","vo_travel_talk","0","20092","1200920014","21","","0","","vo_travel_talk_20009_02",""
"1","104011","10","20092","1200920015","11","0","1","0","多……跟人搭話……！？\n一瞬間就喪失自信了……\n果然還是走在邊邊就好了……","0"
"","0","","20092","1200920016","91","","","","",""
"","104011","1","20092","1200920017","3","0.2","","","travel_topdrama_r_2000_idle_surprise_sad",""
"","","","20092","1200920018","112","","","","",""
"","0","","20092","1200920019","91","","","","",""
"-68","1","101","20101","1201010001","1","0.8","42","travel_topdrama_r_2000_idle_sad","102611","1"
"-68","1","102","20101","1201010002","1","0.8","-42","travel_topdrama_r_2000_idle_doya_sad","103311","0"
"-75","0","110","20101","1201010003","5","1","0","mana","0","0"
"","0","","20101","1201010004","91","","","","",""
"","10","","20101","1201010005","93","","","","0",""
"","1201010005","","20101","1201010006","101","","","","",""
"","0","0","20101","1201010007","3","0","","","none",""
"","0","","20101","1201010008","91","","","","",""
"","102611","","20102","1201020001","13","","","","103",""
"","103311","","20102","1201020002","13","","","","104",""
"1","102611","0","20102","1201020003","3","0.2","travel_topdrama_r_2000_talk_sad_loop","","travel_topdrama_r_2000_talk_sad_in",""
"","vo_travel_talk","0","20102","1201020004","21","","0","","vo_travel_talk_20010_00",""
"1","102611","10","20102","1201020005","11","0","1","0","呼……呼……！\n已經走了好久了啊～！\n想回家了啦～想懶懶散散地度過～！","0"
"","0","","20102","1201020006","91","","","","",""
"","102611","1","20102","1201020007","3","0.2","","","travel_topdrama_r_2000_idle_sad",""
"1","103311","0","20102","1201020008","3","0.2","travel_topdrama_r_2000_talk_doya_loop_sad","","travel_topdrama_r_2000_talk_doya_in_sad",""
"","vo_travel_talk","0","20102","1201020009","21","","0","","vo_travel_talk_20010_01",""
"1","103311","10","20102","1201020010","11","0","1","0","在說什麼呀～！\n鈴鈴最需要多走走，\n重新鍛鍊身體！","0"
"","0","","20102","1201020011","91","","","","",""
"","103311","1","20102","1201020012","3","0.2","","","travel_topdrama_r_2000_idle_doya_sad",""
"1","102611","1","20102","1201020013","3","0.2","","","travel_topdrama_r_2000_talk_dead",""
"","vo_travel_talk","0","20102","1201020014","21","","0","","vo_travel_talk_20010_02",""
"1","102611","10","20102","1201020015","11","0","1","0","那種事情完全不需要啦……！\n總之讓我休息！休息～！\n不吃個橡子的話，我的腳會開始痠痛的～！","0"
"","0","","20102","1201020016","91","","","","",""
"","102611","1","20102","1201020017","3","0.2","","","travel_topdrama_r_2000_idle_dead",""
"","","","20102","1201020018","112","","","","",""
"","0","","20102","1201020019","91","","","","",""
"-68","1","101","20111","1201110001","1","0.8","42","travel_topdrama_r_2000_idle_smile","104911","1"
"-68","1","102","20111","1201110002","1","0.8","-42","travel_topdrama_r_2000_idle_normal","101111","0"
"-75","0","110","20111","1201110003","5","1","0","mana","0","0"
"","0","","20111","1201110004","91","","","","",""
"","10","","20111","1201110005","93","","","","0",""
"","1201110005","","20111","1201110006","101","","","","",""
"","0","0","20111","1201110007","3","0","","","none",""
"","0","","20111","1201110008","91","","","","",""
"","104911","","20112","1201120001","13","","","","103",""
"","101111","","20112","1201120002","13","","","","104",""
"1","104911","0","20112","1201120003","3","0.2","travel_topdrama_r_2000_talk_smile_loop","","travel_topdrama_r_2000_talk_smile_in",""
"","vo_travel_talk","0","20112","1201120004","21","","0","","vo_travel_talk_20011_00",""
"1","104911","10","20112","1201120005","11","0","1","0","不知道路上有沒有掉什麼好東西呢～？\n能讓弟弟興奮過頭，讓他瞬間忘掉\n最喜歡姐姐以外的感情的寶物之類的。","0"
"","0","","20112","1201120006","91","","","","",""
"","104911","1","20112","1201120007","3","0.2","","","travel_topdrama_r_2000_idle_smile",""
"1","101111","0","20112","1201120008","3","0.2","travel_topdrama_r_2000_talk_shock","","travel_topdrama_r_2000_shock_in",""
"","vo_travel_talk","0","20112","1201120009","21","","0","","vo_travel_talk_20011_01",""
"1","101111","10","20112","1201120010","11","0","1","0","不不不，靜流姐？\n那根本就是受詛咒的裝備了，\n真的發現了也別帶回去喔。","0"
"","0","","20112","1201120011","91","","","","",""
"","101111","1","20112","1201120012","3","0.2","","","travel_topdrama_r_2000_idle_normal",""
"1","104911","0","20112","1201120013","3","0.2","travel_topdrama_r_2000_talk_wish_loop_joy","","travel_topdrama_r_2000_talk_wish_in_joy",""
"","vo_travel_talk","0","20112","1201120014","21","","0","","vo_travel_talk_20011_02",""
"1","104911","10","20112","1201120015","11","0","1","0","唉……算了，也行。\n就算不依靠那種東西，弟弟\n也是最喜歡姐姐的呢♪","0"
"","0","","20112","1201120016","91","","","","",""
"","104911","1","20112","1201120017","3","0.2","","","travel_topdrama_r_2000_idle_wish_joy",""
"","","","20112","1201120018","112","","","","",""
"","0","","20112","1201120019","91","","","","",""
"-68","1","101","20121","1201210001","1","0.8","42","travel_topdrama_r_2000_idle_sad","101011","1"
"-68","1","102","20121","1201210002","1","0.8","-42","travel_topdrama_r_2000_idle_guts2_joy","101711","0"
"-68","3","103","20121","1201210003","5","0.8","-42","travel_topdrama_r_2012_empty","3","0"
"-75","0","110","20121","1201210004","5","1","0","mana","0","0"
"","0","","20121","1201210005","91","","","","",""
"","10","","20121","1201210006","93","","","","0",""
"","1201210006","","20121","1201210007","101","","","","",""
"","0","0","20121","1201210008","3","0","","","none",""
"","0","","20121","1201210009","91","","","","",""
"","101011","","20122","1201220001","13","","","","104",""
"","101711","","20122","1201220002","13","","","","105",""
"1","101011","0","20122","1201220003","3","0.2","travel_topdrama_r_2000_talk_sad_loop","","travel_topdrama_r_2000_talk_sad_in",""
"","vo_travel_talk","0","20122","1201220004","21","","0","","vo_travel_talk_20012_00",""
"1","101011","10","20122","1201220005","11","0","1","0","冒險還真辛苦呢～\n人家已經有點累了，\n香織還很有精神呢～？","0"
"","0","","20122","1201220006","91","","","","",""
"","101011","1","20122","1201220007","3","0.2","","","travel_topdrama_r_2000_idle_sad",""
"1","101711","0","20122","1201220008","3","0.2","travel_topdrama_r_2012_raise_loop_talk","","travel_topdrama_r_2012_raise_in",""
"1","3","0","20122","1201220009","3","0.2","travel_topdrama_r_2012_raise_loop_talk","","travel_topdrama_r_2012_raise_in",""
"","vo_travel_talk","0","20122","1201220010","21","","0","","vo_travel_talk_20012_01",""
"1","101711","10","20122","1201220011","11","0","1","0","都是多虧開口笑呢～♪\n又甜又吃得飽肚子，\n也分一些給真步吧～","0"
"","0","","20122","1201220012","91","","","","",""
"","101711","1","20122","1201220013","3","0.2","","","travel_topdrama_r_2012_raise_loop_idle",""
"","3","1","20122","1201220014","3","0.2","","","travel_topdrama_r_2012_raise_loop_talk",""
"1","101011","0","20122","1201220015","3","0.2","travel_topdrama_r_2000_talk_smile_loop","","travel_topdrama_r_2000_talk_smile_in",""
"","vo_travel_talk","0","20122","1201220016","21","","0","","vo_travel_talk_20012_02",""
"1","101011","10","20122","1201220017","11","0","1","0","謝謝妳呀～♪\n把這給吃下去，人家也要像香織\n一樣有精神的繼續冒險～♪","0"
"","0","","20122","1201220018","91","","","","",""
"","101011","1","20122","1201220019","3","0.2","","","travel_topdrama_r_2000_idle_smile",""
"","","","20122","1201220020","112","","","","",""
"","0","","20122","1201220021","91","","","","",""
"-68","1","101","20131","1201310001","1","0.8","42","travel_topdrama_r_2000_idle_doya","104411","1"
