194039dbfa63f0a3bcc1cc30b1f4cbd2e96c749a20d384f49464e324ce3b8a9f,ce4e5d9cca776fbbaca7cf7021afac06cd099d0bb6f35a85cdb9ac867b910647,506934f730726e965e1c5466c7543c125169d3c8c54e48e9c38416ae8051497e,d3f8171e92056b35b2c64b3b7a589d2fc5692ea6393028fa57c95377411c9692,b6045beaef065419da75a6f1ceb395147af638ad2dbf71f7643314f0bc87875c,7e8e27e9d9829d363c6c64cf93ca1e4afe94ff7caad213b7f91d681e22f016f1,4627479d3d35555a3d9e5166b49202c9001e9ee178f5b6466302e13a5996c935,fd236605fcceaac6146288fa90dcf5d9516a943955e6cd9c1ceb0ce943fe9137,c974cda466f58ddeeadb5aae082fec5e42659e589efeee4d0ebe7d37698d1122,05a92bc5fb8852d09f3171f331a07a9683694277b3ef8f44580a05e7fd7cb9f7,7078e7e76c50016b70352a83d2f8c8119363fd8de5279139e950e371c733c0cd,3028ce9e4fae73b59a2e98777f48b802196b07cf2a054ee9f20eb1e77552a4a9,bb644399ff64096d86521daa1c5d485078c69a9c8aed31d862eb84cd36018c28,532b4fcfb344d48c8b0a8d2c87f40b4f3c7ecadadad27ef77138e3ce4adaf715,4165a0040de815526f10dd577cd141aa1210bf8d7af9cbfa814b88502917d4ff,2f5e829fae5ec80c3e54481a4b0fbe76b42c6748e9583015e4587d46246081b3,4333e77fb07180cb4ed2d38e20f2dc4ed195d7966083b842961479f793a0569a
"13002001","0","13002001","0","401","2099/04/01 14:59:59","301","0","0","10","1","3","0","抽 10 次一般轉蛋","0","3002","2015/04/01 15:00:00"
"14001001","0","14001001","0","205","2099/04/01 14:59:59","401","0","0","1","1","11","0","在戰鬥競技場戰鬥 1 次","0","4001","2015/04/01 15:00:00"
"14003001","0","14003001","0","205","2099/04/01 14:59:59","402","0","0","1","1","12","0","在公主競技場戰鬥 1 次","0","4003","2015/04/01 15:00:00"
"15004001","0","15004001","0","501","2026/02/28 23:59:59","107","0","0","1","1","10","0","挑戰 1 次戰隊競賽","0","5004","2026/02/24 05:00:00"
"15005001","0","15005001","0","501","2099/04/01 14:59:59","701","0","0","1","1","13","0","對戰隊成員按「讚」","0","5005","2015/04/01 15:00:00"
"16006001","0","16006001","0","301","2024/06/14 15:59:59","503","0","0","1","1","5","0","強化 1 次角色技能","0","6006","2015/04/01 15:00:00"
"16007001","0","16007001","0","304","2024/06/14 15:59:59","506","0","0","1","1","6","0","使用裝備強化來提升裝備的 1 顆★","0","6007","2015/04/01 15:00:00"
"16008001","0","16008001","0","302","2030/04/01 14:59:59","503","0","0","1","1","5","0","選擇角色技能強化、將裝備的★增加1個的強化、公主騎士強化的其中一項進行1次","0","6019","2024/06/14 16:00:00"
"18001001","0","18001001","0","106","2019/01/30 04:59:59","0","120000","0","1","1","1","45959","在 12:00～隔天早晨 04:59 之間登入遊戲","0","8001","2018/09/10 16:00:00"
"18001002","0","18001002","0","106","2019/01/30 04:59:59","0","180000","0","1","1","1","45959","在 18:00～隔天早晨 04:59 之間登入遊戲","0","8001","2018/09/10 16:00:00"
"18001003","0","18001003","0","106","2019/02/14 04:59:59","0","120000","0","1","1","1","45959","在 12:00～隔天早晨 04:59 之間登入遊戲","0","8001","2019/01/30 05:00:00"
"18001004","0","18001004","0","106","2019/02/14 04:59:59","0","180000","0","1","1","1","45959","在 18:00～隔天早晨 04:59 之間登入遊戲","0","8001","2019/01/30 05:00:00"
"18001005","0","18001001","0","106","2019/07/01 04:59:59","0","120000","0","1","1","1","45959","在 12:00～隔天早晨 04:59 之間登入遊戲","0","8001","2019/02/14 05:00:00"
"18001006","0","18001002","0","106","2019/07/01 04:59:59","0","180000","0","1","1","1","45959","在 18:00～隔天早晨 04:59 之間登入遊戲","0","8001","2019/02/14 05:00:00"
"18001007","0","18001003","0","106","2019/07/15 04:59:59","0","120000","0","1","1","1","45959","在 12:00～隔天早晨 04:59 之間登入遊戲","0","8001","2019/07/01 05:00:00"
"18001008","0","18001004","0","106","2019/07/15 04:59:59","0","180000","0","1","1","1","45959","在 18:00～隔天早晨 04:59 之間登入遊戲","0","8001","2019/07/01 05:00:00"
"18001009","0","18001001","0","106","2019/08/01 04:59:59","0","120000","0","1","1","1","45959","在 12:00～隔天早晨 04:59 之間登入遊戲","0","8001","2019/07/15 05:00:00"
"18001010","0","18001002","0","106","2019/08/01 04:59:59","0","180000","0","1","1","1","45959","在 18:00～隔天早晨 04:59 之間登入遊戲","0","8001","2019/07/15 05:00:00"
"18001011","0","18001003","0","106","2019/08/15 04:59:59","0","120000","0","1","1","1","45959","在 12:00～隔天早晨 04:59 之間登入遊戲","0","8001","2019/08/01 05:00:00"
"18001012","0","18001004","0","106","2019/08/15 04:59:59","0","180000","0","1","1","1","45959","在 18:00～隔天早晨 04:59 之間登入遊戲","0","8001","2019/08/01 05:00:00"
"18001013","0","18001001","0","106","2020/01/21 04:59:59","0","120000","0","1","1","1","45959","在 12:00～隔天早晨 04:59 之間登入遊戲","0","8001","2019/08/15 05:00:00"
"18001014","0","18001002","0","106","2020/01/21 04:59:59","0","180000","0","1","1","1","45959","在 18:00～隔天早晨 04:59 之間登入遊戲","0","8001","2019/08/15 05:00:00"
"18001015","0","18001003","0","106","2020/02/10 04:59:59","0","120000","0","1","1","1","45959","在 12:00～隔天早晨 04:59 之間登入遊戲","0","8001","2020/01/21 05:00:00"
"18001016","0","18001004","0","106","2020/02/10 04:59:59","0","180000","0","1","1","1","45959","在 18:00～隔天早晨 04:59 之間登入遊戲","0","8001","2020/01/21 05:00:00"
"18001017","0","18001001","0","106","2020/06/22 04:59:59","0","120000","0","1","1","1","45959","在 12:00～隔天早晨 04:59 之間登入遊戲","0","8001","2020/02/10 05:00:00"
"18001018","0","18001002","0","106","2020/06/22 04:59:59","0","180000","0","1","1","1","45959","在 18:00～隔天早晨 04:59 之間登入遊戲","0","8001","2020/02/10 05:00:00"
"18001019","0","18001003","0","106","2020/07/08 04:59:59","0","120000","0","1","1","1","45959","在 12:00～隔天早晨 04:59 之間登入遊戲","0","8001","2020/06/22 05:00:00"
"18001020","0","18001004","0","106","2020/07/08 04:59:59","0","180000","0","1","1","1","45959","在 18:00～隔天早晨 04:59 之間登入遊戲","0","8001","2020/06/22 05:00:00"
"18001021","0","18001001","0","106","2020/08/03 04:59:59","0","120000","0","1","1","1","45959","在 12:00～隔天早晨 04:59 之間登入遊戲","0","8001","2020/07/08 05:00:00"
"18001022","0","18001002","0","106","2020/08/03 04:59:59","0","180000","0","1","1","1","45959","在 18:00～隔天早晨 04:59 之間登入遊戲","0","8001","2020/07/08 05:00:00"
"18001023","0","18001003","0","106","2020/08/18 04:59:59","0","120000","0","1","1","1","45959","在 12:00～隔天早晨 04:59 之間登入遊戲","0","8001","2020/08/03 05:00:00"
"18001024","0","18001004","0","106","2020/08/18 04:59:59","0","180000","0","1","1","1","45959","在 18:00～隔天早晨 04:59 之間登入遊戲","0","8001","2020/08/03 05:00:00"
"18001025","0","18001001","0","106","2020/10/22 04:59:59","0","120000","0","1","1","1","45959","在 12:00～隔天早晨 04:59 之間登入遊戲","0","8001","2020/08/18 05:00:00"
"18001026","0","18001002","0","106","2020/10/22 04:59:59","0","180000","0","1","1","1","45959","在 18:00～隔天早晨 04:59 之間登入遊戲","0","8001","2020/08/18 05:00:00"
"18001027","0","18001003","0","106","2020/11/01 04:59:59","0","120000","0","1","1","1","45959","在 12:00～隔天早晨 04:59 之間登入遊戲","0","8001","2020/10/22 05:00:00"
"18001028","0","18001004","0","106","2020/11/01 04:59:59","0","180000","0","1","1","1","45959","在 18:00～隔天早晨 04:59 之間登入遊戲","0","8001","2020/10/22 05:00:00"
"18001029","0","18001001","0","106","2021/02/09 04:59:59","0","120000","0","1","1","1","45959","在 12:00～隔天早晨 04:59 之間登入遊戲","0","8001","2020/11/01 05:00:00"
"18001030","0","18001002","0","106","2021/02/09 04:59:59","0","180000","0","1","1","1","45959","在 18:00～隔天早晨 04:59 之間登入遊戲","0","8001","2020/11/01 05:00:00"
"18001031","0","18001003","0","106","2021/02/26 04:59:59","0","120000","0","1","1","1","45959","在 12:00～隔天早晨 04:59 之間登入遊戲","0","8001","2021/02/09 05:00:00"
"18001032","0","18001004","0","106","2021/02/26 04:59:59","0","180000","0","1","1","1","45959","在 18:00～隔天早晨 04:59 之間登入遊戲","0","8001","2021/02/09 05:00:00"
"18001033","0","18001001","0","106","2021/04/16 04:59:59","0","120000","0","1","1","1","45959","在 12:00～隔天早晨 04:59 之間登入遊戲","0","8001","2021/02/26 05:00:00"
"18001034","0","18001002","0","106","2021/04/16 04:59:59","0","180000","0","1","1","1","45959","在 18:00～隔天早晨 04:59 之間登入遊戲","0","8001","2021/02/26 05:00:00"
"18001035","0","18001003","0","106","2021/04/28 04:59:59","0","120000","0","1","1","1","45959","在 12:00～隔天早晨 04:59 之間登入遊戲","0","8001","2021/04/16 05:00:00"
"18001036","0","18001004","0","106","2021/04/28 04:59:59","0","180000","0","1","1","1","45959","在 18:00～隔天早晨 04:59 之間登入遊戲","0","8001","2021/04/16 05:00:00"
"18001037","0","18001001","0","106","2021/08/01 04:59:59","0","120000","0","1","1","1","45959","在 12:00～隔天早晨 04:59 之間登入遊戲","0","8001","2021/04/28 05:00:00"
"18001038","0","18001002","0","106","2021/08/01 04:59:59","0","180000","0","1","1","1","45959","在 18:00～隔天早晨 04:59 之間登入遊戲","0","8001","2021/04/28 05:00:00"
"18001039","0","18001003","0","106","2021/08/24 04:59:59","0","120000","0","1","1","1","45959","在 12:00～隔天早晨 04:59 之間登入遊戲","0","8001","2021/08/01 05:00:00"
"18001040","0","18001004","0","106","2021/08/24 04:59:59","0","180000","0","1","1","1","45959","在 18:00～隔天早晨 04:59 之間登入遊戲","0","8001","2021/08/01 05:00:00"
"18001041","0","18001001","0","106","2021/09/01 04:59:59","0","120000","0","1","1","1","45959","在 12:00～隔天早晨 04:59 之間登入遊戲","0","8001","2021/08/24 05:00:00"
"18001042","0","18001002","0","106","2021/09/01 04:59:59","0","180000","0","1","1","1","45959","在 18:00～隔天早晨 04:59 之間登入遊戲","0","8001","2021/08/24 05:00:00"
"18001043","0","18001003","0","106","2021/09/10 04:59:59","0","120000","0","1","1","1","45959","在 12:00～隔天早晨 04:59 之間登入遊戲","0","8001","2021/09/01 05:00:00"
"18001044","0","18001004","0","106","2021/09/10 04:59:59","0","180000","0","1","1","1","45959","在 18:00～隔天早晨 04:59 之間登入遊戲","0","8001","2021/09/01 05:00:00"
"18001045","0","18001001","0","106","2022/02/01 04:59:59","0","120000","0","1","1","1","45959","在 12:00～隔天早晨 04:59 之間登入遊戲","0","8001","2021/09/10 05:00:00"
"18001046","0","18001002","0","106","2022/02/01 04:59:59","0","180000","0","1","1","1","45959","在 18:00～隔天早晨 04:59 之間登入遊戲","0","8001","2021/09/10 05:00:00"
"18001047","0","18001003","0","106","2022/02/18 04:59:59","0","120000","0","1","1","1","45959","在 12:00～隔天早晨 04:59 之間登入遊戲","0","8001","2022/02/01 05:00:00"
"18001048","0","18001004","0","106","2022/02/18 04:59:59","0","180000","0","1","1","1","45959","在 18:00～隔天早晨 04:59 之間登入遊戲","0","8001","2022/02/01 05:00:00"
"18001049","0","18001001","0","106","2022/08/01 04:59:59","0","120000","0","1","1","1","45959","在 12:00～隔天早晨 04:59 之間登入遊戲","0","8001","2022/02/18 05:00:00"
"18001050","0","18001002","0","106","2022/08/01 04:59:59","0","180000","0","1","1","1","45959","在 18:00～隔天早晨 04:59 之間登入遊戲","0","8001","2022/02/18 05:00:00"
"18001055","0","18001003","0","106","2022/08/15 04:59:59","0","120000","0","1","1","1","45959","在 12:00～隔天早晨 04:59 之間登入遊戲","0","8001","2022/08/01 05:00:00"
"18001056","0","18001004","0","106","2022/08/15 04:59:59","0","180000","0","1","1","1","45959","在 18:00～隔天早晨 04:59 之間登入遊戲","0","8001","2022/08/01 05:00:00"
"18001057","0","18001001","0","106","2022/09/09 04:59:59","0","120000","0","1","1","1","45959","在 12:00～隔天早晨 04:59 之間登入遊戲","0","8001","2022/08/15 05:00:00"
"18001058","0","18001002","0","106","2022/09/09 04:59:59","0","180000","0","1","1","1","45959","在 18:00～隔天早晨 04:59 之間登入遊戲","0","8001","2022/08/15 05:00:00"
"18001059","0","18001003","0","106","2022/09/20 04:59:59","0","120000","0","1","1","1","45959","在 12:00～隔天早晨 04:59 之間登入遊戲","0","8001","2022/09/09 05:00:00"
"18001060","0","18001004","0","106","2022/09/20 04:59:59","0","180000","0","1","1","1","45959","在 18:00～隔天早晨 04:59 之間登入遊戲","0","8001","2022/09/09 05:00:00"
"18001061","0","18001001","0","106","2023/01/16 04:59:59","0","120000","0","1","1","1","45959","在 12:00～隔天早晨 04:59 之間登入遊戲","0","8001","2022/09/20 05:00:00"
"18001062","0","18001002","0","106","2023/01/16 04:59:59","0","180000","0","1","1","1","45959","在 18:00～隔天早晨 04:59 之間登入遊戲","0","8001","2022/09/20 05:00:00"
"18001063","0","18001003","0","106","2023/02/02 04:59:59","0","120000","0","1","1","1","45959","在 12:00～隔天早晨 04:59 之間登入遊戲","0","8001","2023/01/16 05:00:00"
"18001064","0","18001004","0","106","2023/02/02 04:59:59","0","180000","0","1","1","1","45959","在 18:00～隔天早晨 04:59 之間登入遊戲","0","8001","2023/01/16 05:00:00"
"18001065","0","18001001","0","106","2023/04/17 04:59:59","0","120000","0","1","1","1","45959","在 12:00～隔天早晨 04:59 之間登入遊戲","0","8001","2023/02/02 05:00:00"
"18001066","0","18001002","0","106","2023/04/17 04:59:59","0","180000","0","1","1","1","45959","在 18:00～隔天早晨 04:59 之間登入遊戲","0","8001","2023/02/02 05:00:00"
"18001071","0","18001003","0","106","2023/04/25 04:59:59","0","120000","0","1","1","1","45959","在 12:00～隔天早晨 04:59 之間登入遊戲","0","8001","2023/04/17 05:00:00"
"18001072","0","18001004","0","106","2023/04/25 04:59:59","0","180000","0","1","1","1","45959","在 18:00～隔天早晨 04:59 之間登入遊戲","0","8001","2023/04/17 05:00:00"
"18001073","0","18001001","0","106","2023/08/01 04:59:59","0","120000","0","1","1","1","45959","在 12:00～隔天早晨 04:59 之間登入遊戲","0","8001","2023/04/25 05:00:00"
"18001074","0","18001002","0","106","2023/08/01 04:59:59","0","180000","0","1","1","1","45959","在 18:00～隔天早晨 04:59 之間登入遊戲","0","8001","2023/04/25 05:00:00"
"18001075","0","18001005","0","106","2023/08/15 04:59:59","0","120000","0","1","1","1","45959","在 12:00～隔天早晨 04:59 之間登入遊戲","0","8001","2023/08/01 05:00:00"
"18001076","0","18001006","0","106","2023/08/15 04:59:59","0","180000","0","1","1","1","45959","在 18:00～隔天早晨 04:59 之間登入遊戲","0","8001","2023/08/01 05:00:00"
"18001077","0","18001003","0","106","2023/08/26 04:59:59","0","120000","0","1","1","1","45959","在 12:00～隔天早晨 04:59 之間登入遊戲","0","8001","2023/08/15 05:00:00"
"18001078","0","18001004","0","106","2023/08/26 04:59:59","0","180000","0","1","1","1","45959","在 18:00～隔天早晨 04:59 之間登入遊戲","0","8001","2023/08/15 05:00:00"
"18001079","0","18001001","0","106","2023/09/16 04:59:59","0","120000","0","1","1","1","45959","在 12:00～隔天早晨 04:59 之間登入遊戲","0","8001","2023/08/26 05:00:00"
"18001080","0","18001002","0","106","2023/09/16 04:59:59","0","180000","0","1","1","1","45959","在 18:00～隔天早晨 04:59 之間登入遊戲","0","8001","2023/08/26 05:00:00"
"18001081","0","18001003","0","106","2023/10/01 04:59:59","0","120000","0","1","1","1","45959","在 12:00～隔天早晨 04:59 之間登入遊戲","0","8001","2023/09/16 05:00:00"
"18001082","0","18001004","0","106","2023/10/01 04:59:59","0","180000","0","1","1","1","45959","在 18:00～隔天早晨 04:59 之間登入遊戲","0","8001","2023/09/16 05:00:00"
"18001083","0","18001001","0","106","2024/02/07 04:59:59","0","120000","0","1","1","1","45959","在 12:00～隔天早晨 04:59 之間登入遊戲","0","8001","2023/10/01 05:00:00"
"18001084","0","18001002","0","106","2024/02/07 04:59:59","0","180000","0","1","1","1","45959","在 18:00～隔天早晨 04:59 之間登入遊戲","0","8001","2023/10/01 05:00:00"
"18001085","0","18001003","0","106","2024/02/24 04:59:59","0","120000","0","1","1","1","45959","在 12:00～隔天早晨 04:59 之間登入遊戲","0","8001","2024/02/07 05:00:00"
"18001086","0","18001004","0","106","2024/02/24 04:59:59","0","180000","0","1","1","1","45959","在 18:00～隔天早晨 04:59 之間登入遊戲","0","8001","2024/02/07 05:00:00"
"18001087","0","18001001","0","106","2024/05/15 04:59:59","0","120000","0","1","1","1","45959","在 12:00～隔天早晨 04:59 之間登入遊戲","0","8001","2024/02/24 05:00:00"
"18001088","0","18001002","0","106","2024/05/15 04:59:59","0","180000","0","1","1","1","45959","在 18:00～隔天早晨 04:59 之間登入遊戲","0","8001","2024/02/24 05:00:00"
"18001089","0","18001003","0","106","2024/05/26 04:59:59","0","120000","0","1","1","1","45959","在 12:00～隔天早晨 04:59 之間登入遊戲","0","8001","2024/05/15 05:00:00"
"18001090","0","18001004","0","106","2024/05/26 04:59:59","0","180000","0","1","1","1","45959","在 18:00～隔天早晨 04:59 之間登入遊戲","0","8001","2024/05/15 05:00:00"
"18001091","0","18001001","0","106","2024/08/15 04:59:59","0","120000","0","1","1","1","45959","在 12:00～隔天早晨 04:59 之間登入遊戲","0","8001","2024/05/26 05:00:00"
"18001092","0","18001002","0","106","2024/08/15 04:59:59","0","180000","0","1","1","1","45959","在 18:00～隔天早晨 04:59 之間登入遊戲","0","8001","2024/05/26 05:00:00"
"18001093","0","18001003","0","106","2024/08/30 04:59:59","0","120000","0","1","1","1","45959","在 12:00～隔天早晨 04:59 之間登入遊戲","0","8001","2024/08/15 05:00:00"
"18001094","0","18001004","0","106","2024/08/30 04:59:59","0","180000","0","1","1","1","45959","在 18:00～隔天早晨 04:59 之間登入遊戲","0","8001","2024/08/15 05:00:00"
"18001095","0","18001001","0","106","2024/10/15 04:59:59","0","120000","0","1","1","1","45959","在 12:00～隔天早晨 04:59 之間登入遊戲","0","8001","2024/08/30 05:00:00"
"18001096","0","18001002","0","106","2024/10/15 04:59:59","0","180000","0","1","1","1","45959","在 18:00～隔天早晨 04:59 之間登入遊戲","0","8001","2024/08/30 05:00:00"
"18001097","0","18001003","0","106","2024/10/30 04:59:59","0","120000","0","1","1","1","45959","在 12:00～隔天早晨 04:59 之間登入遊戲","0","8001","2024/10/15 05:00:00"
"18001098","0","18001004","0","106","2024/10/30 04:59:59","0","180000","0","1","1","1","45959","在 18:00～隔天早晨 04:59 之間登入遊戲","0","8001","2024/10/15 05:00:00"
"18001099","0","18001001","0","106","2025/02/12 04:59:59","0","120000","0","1","1","1","45959","在 12:00～隔天早晨 04:59 之間登入遊戲","0","8001","2024/10/30 05:00:00"
"18001100","0","18001002","0","106","2025/02/12 04:59:59","0","180000","0","1","1","1","45959","在 18:00～隔天早晨 04:59 之間登入遊戲","0","8001","2024/10/30 05:00:00"
"18001101","0","18001003","0","106","2025/03/01 04:59:59","0","120000","0","1","1","1","45959","在 12:00～隔天早晨 04:59 之間登入遊戲","0","8001","2025/02/12 05:00:00"
"18001102","0","18001004","0","106","2025/03/01 04:59:59","0","180000","0","1","1","1","45959","在 18:00～隔天早晨 04:59 之間登入遊戲","0","8001","2025/02/12 05:00:00"
"18001103","0","18001001","0","106","2025/05/15 04:59:59","0","120000","0","1","1","1","45959","在 12:00～隔天早晨 04:59 之間登入遊戲","0","8001","2025/03/01 05:00:00"
"18001104","0","18001002","0","106","2025/05/15 04:59:59","0","180000","0","1","1","1","45959","在 18:00～隔天早晨 04:59 之間登入遊戲","0","8001","2025/03/01 05:00:00"
"18001105","0","18001003","0","106","2025/05/26 04:59:59","0","120000","0","1","1","1","45959","在 12:00～隔天早晨 04:59 之間登入遊戲","0","8001","2025/05/15 05:00:00"
"18001106","0","18001004","0","106","2025/05/26 04:59:59","0","180000","0","1","1","1","45959","在 18:00～隔天早晨 04:59 之間登入遊戲","0","8001","2025/05/15 05:00:00"
"18001107","0","18001001","0","106","2025/08/15 04:59:59","0","120000","0","1","1","1","45959","在 12:00～隔天早晨 04:59 之間登入遊戲","0","8001","2025/05/26 05:00:00"
"18001108","0","18001002","0","106","2025/08/15 04:59:59","0","180000","0","1","1","1","45959","在 18:00～隔天早晨 04:59 之間登入遊戲","0","8001","2025/05/26 05:00:00"
"18001109","0","18001003","0","106","2025/08/29 04:59:59","0","120000","0","1","1","1","45959","在 12:00～隔天早晨 04:59 之間登入遊戲","0","8001","2025/08/15 05:00:00"
"18001110","0","18001004","0","106","2025/08/29 04:59:59","0","180000","0","1","1","1","45959","在 18:00～隔天早晨 04:59 之間登入遊戲","0","8001","2025/08/15 05:00:00"
"18001111","0","18001001","0","106","2025/10/01 04:59:59","0","120000","0","1","1","1","45959","在 12:00～隔天早晨 04:59 之間登入遊戲","0","8001","2025/08/29 05:00:00"
"18001112","0","18001002","0","106","2025/10/01 04:59:59","0","180000","0","1","1","1","45959","在 18:00～隔天早晨 04:59 之間登入遊戲","0","8001","2025/08/29 05:00:00"
"18001113","0","18001003","0","106","2025/10/24 04:59:59","0","120000","0","1","1","1","45959","在 12:00～隔天早晨 04:59 之間登入遊戲","0","8001","2025/10/01 05:00:00"
"18001114","0","18001004","0","106","2025/10/24 04:59:59","0","180000","0","1","1","1","45959","在 18:00～隔天早晨 04:59 之間登入遊戲","0","8001","2025/10/01 05:00:00"
"18001115","0","18001001","0","106","2026/01/08 09:59:59","0","120000","0","1","1","1","45959","在 12:00～隔天早晨 04:59 之間登入遊戲","0","8001","2025/10/24 05:00:00"
"18001116","0","18001002","0","106","2026/01/08 09:59:59","0","180000","0","1","1","1","45959","在 18:00～隔天早晨 04:59 之間登入遊戲","0","8001","2025/10/24 05:00:00"
"18001119","0","18001007","0","106","2026/02/01 04:59:59","0","50000","0","1","1","1","45959","登入遊戲","0","8001","2026/01/08 10:00:00"
"18001120","0","18001008","0","106","2026/02/18 04:59:59","0","50000","0","1","1","1","45959","登入遊戲","0","8001","2026/02/01 05:00:00"
"18001121","0","18001007","0","106","2030/02/15 04:59:59","0","50000","0","1","1","1","45959","登入遊戲","0","8001","2026/02/18 05:00:00"
"18002001","0","18002001","0","106","2030/02/15 04:59:59","0","50000","0","1","1","1","45959","在 05:00～隔天早晨 04:59 之間登入遊戲","0","8001","2025/06/16 05:00:00"
"18004001","0","18004001","0","404","2099/04/01 14:59:59","208","0","0","1","1","4","0","購買 1 次瑪那","0","8004","2015/04/01 15:00:00"
