a77e357b8fa7899e85d670f7c15c6610e20f945a52af194f70ec1033a6975f49,0d23affe3c5948d79517ffec4ebb47606079d5c36fb3bd2c726b61969598ab8f,24ca5b34a60337339891645dbefdea89a439b402c93709280beb144bfea5658c,148030c4448dd70ff82823fc02da18125522712b663905217ef283b7e96eaaca,c7d6441953e65ff343f88328c16dbc0113ba20cf9d2199fb55f5a1700888e140,b7bfb62a9be3ece9e01dd70638e1c87ad50cf89da7591e6b3fedf286f3bd80e4,03918c3cf1eb13ba3172d66c52d9082250fb96542ad15582f56290dd156a1c7d,c143eef5724d7c9ed319b69c1e94094115d114e1a297ba39faff4482437787d0,02eef307d1035d2b75e082cec59723ca60fe341db21495e25adf02074289c1fd,303046b9e0fc3fa0e951e827a23a61b5dbf22537e5caffc9b223270c3c9fa453,7f75f2702125b954718d85a7acb6ee1e346f7671657747ab1b981ab73f178654,287fff0b7c9aa467a467bc99f6f7871627ca6bb864e1d94e280e1bbc8818d77f,7fa9e9de0b98b39f9a23bb0fa583e6fb11e97d1e36c26f649e264e89f2dc6e64,15e33f9139e83f8522ad6bc2c873b67863529c1cef2175faaff25c05ba242a32,14841b918b0c7a67c3994e8185b7bee36b6f4b76315a3f59976de2537ff6a13f,8b002b54a18d952acf6aac2ee3d5bd7f708d41e11583561e1e722463e5dfdc63,f6e767e35e0158a74a6ed72b466d5891abcfaf32e98c67db7e0cba79842d03e4,d8529aa07e5d3104f6a95852b3d87eca0c0d98915f692f45f83eab4826114b64,0f48516da505a78c35195f940e1c6ba8d54922612c1a6364e26088031b7d2aa8,b951d9013d63b64884808250cff6766d3dadc3ed772b7d2787b59484f37de1b8,1cb47b44b82abde44e9c8e28de25957be2ab50a45fa70ff1c644fab59b9f1413,2e36ab626bd147aa54237887af1cace4b4791a9c271266871bd36e9cf9582c01
"-30","-55","1","5","101042","0","1003","0","-50","0","1","bgm_M55","101042","1.8","10030105","1","1.35","150","1.1","210","5","450"
"-30","-120","1","1","101161","-30","1004","10","0","0","1","bgm_M64","101161","0.8","10040101","1","0.7","250","0.6","210","1","-480"
"-30","-120","1","2","101161","0","1004","10","0","0","1","bgm_M64","101161","1.2","10040102","1","1","0","0.75","200","2","-260"
"-30","55","1","3","101161","-10","1004","0","-30","-15","1","bgm_M64","101161","1.4","10040103","1","1","100","0.9","200","3","-20"
"-30","-30","1","4","101161","0","1004","0","-30","0","1","bgm_M64","101161","1.3","10040104","1","1","0","0.9","200","4","180"
"-30","-60","1","5","101162","-30","1004","0","-50","-40","1","bgm_M55","101162","1.2","10040105","1","0.9","200","0.9","250","5","470"
"-30","-120","1","1","101171","-30","1005","10","0","0","1","bgm_M64","101161","0.8","10050101","1","0.7","250","0.6","210","1","-480"
"-30","-120","1","2","101171","0","1005","10","0","0","1","bgm_M64","101161","1.2","10050102","1","1","0","0.75","200","2","-260"
"-30","45","1","3","101171","-10","1005","0","-30","-15","1","bgm_M64","101161","1.4","10050103","1","1","100","0.9","200","3","-20"
"-30","-70","1","4","101171","0","1005","0","0","0","1","bgm_M64","101161","1","10050104","1","1","0","0.7","200","4","190"
"-30","-25","1","5","101172","0","1005","0","-30","-40","1","bgm_M55","101162","1.3","10050105","1","1","200","1","240","5","445"
"-30","-120","1","1","101191","-30","1006","10","0","0","1","bgm_M64","101161","0.8","10060101","1","0.7","250","0.6","210","1","-480"
"-30","-100","1","2","101191","0","1006","10","0","0","1","bgm_M64","101161","1.2","10060102","1","1","0","0.75","200","2","-260"
"-30","65","1","3","101191","-10","1006","0","0","-15","1","bgm_M64","101161","1.1","10060103","1","1","100","0.8","200","3","-10"
"-30","-110","1","4","101191","0","1006","0","0","0","1","bgm_M64","101161","1.2","10060104","1","1","0","0.8","200","4","190"
"-30","-70","1","5","101192","-45","1006","-10","-50","0","1","bgm_M55","101162","1.15","10060105","1","1","270","0.9","280","5","485"
"-30","-120","1","1","101201","-30","1007","10","0","0","1","bgm_M64","101161","0.8","10070101","1","0.7","250","0.6","210","1","-480"
"-30","-120","1","2","101201","0","1007","10","0","0","1","bgm_M64","101161","1.2","10070102","1","1","120","0.9","240","2","-260"
"-30","65","1","3","101201","-10","1007","0","0","-15","1","bgm_M64","101161","1.1","10070103","1","1","100","0.8","200","3","-10"
"-30","-110","1","4","101201","0","1007","0","0","0","1","bgm_M64","101161","1.2","10070104","1","1","100","0.9","200","4","190"
"-30","-30","1","5","101202","-45","1007","10","-50","-20","1","bgm_M55","101162","1.45","10070105","1","1","270","1","250","5","475"
"-30","-120","1","1","101291","-30","1008","10","0","0","1","bgm_M64","101161","0.8","10080101","1","0.7","250","0.6","210","1","-480"
"-30","-120","1","2","101291","0","1008","10","0","0","1","bgm_M64","101161","1.2","10080102","1","1","120","0.9","240","2","-260"
"-30","65","1","3","101291","-10","1008","0","0","-15","1","bgm_M64","101161","1.1","10080103","1","1","100","0.8","200","3","-40"
"-30","-110","1","4","101291","0","1008","0","0","0","1","bgm_M64","101161","1.3","10080104","1","1.3","100","0.9","200","4","150"
"-30","-15","1","5","101292","30","1008","30","15","-20","1","bgm_M55","101162","1.45","10080105","1","1.3","45","1.1","230","5","490"
"-30","-120","1","1","101301","-30","1009","10","0","0","1","bgm_M64","101161","0.8","10090101","1","0.7","250","0.6","210","1","-480"
"-30","-120","1","2","101301","0","1009","10","0","0","1","bgm_M64","101161","1.2","10090102","1","1","120","0.75","200","2","-260"
"-30","100","1","3","101301","-10","1009","0","0","-15","1","bgm_M64","101161","2.3","10090103","1","2.2","100","1.55","200","3","-50"
"-30","-100","1","4","101301","0","1009","0","15","0","1","bgm_M64","101161","1.3","10090104","1","1.3","100","1","200","4","180"
"-30","-55","1","5","101302","-30","1009","10","-15","-20","1","bgm_M55","101162","1.2","10090105","1","1.1","200","1","270","5","470"
"-30","-130","1","1","101441","-30","1010","10","-25","0","1","bgm_M64","101161","1","10100101","1","0.9","170","0.575","210","1","-450"
"-30","-120","1","2","101441","0","1010","10","0","0","1","bgm_M64","101161","1.2","10100102","1","1","120","0.75","200","2","-250"
"-30","50","1","3","101441","-10","1010","0","0","-15","1","bgm_M64","101161","1.1","10100103","1","1","100","0.8","200","3","-10"
"-30","-100","1","4","101441","0","1010","0","-30","0","1","bgm_M64","101161","1.3","10100104","1","1","0","0.9","200","4","180"
"-30","-70","1","5","101442","-30","1010","10","-35","-20","1","bgm_M55","101162","1.2","10100105","1","1.1","200","0.95","270","5","470"
"-30","-130","1","1","101451","-30","1011","10","-25","0","1","bgm_M64","101451","1","10110101","1","0.9","170","0.575","210","1","-450"
"-30","-120","1","2","101451","0","1011","10","0","0","1","bgm_M64","101451","1.2","10110102","1","1","120","0.75","200","2","-250"
"-30","50","1","3","101451","-10","1011","0","-30","-15","1","bgm_M64","101451","1.4","10110103","1","1","100","0.9","200","3","-20"
"-30","-100","1","4","101451","0","1011","0","20","0","1","bgm_M64","101451","0.9","10110104","1","0.8","100","0.65","220","4","200"
"-30","-70","1","5","101452","-50","1011","0","-35","0","1","bgm_M55","101452","1.55","10110105","1","1.4","200","1.25","290","5","510"
"-30","-130","1","1","101561","-30","1012","10","-25","0","1","bgm_M64","101451","1","10120101","1","0.9","170","0.575","210","1","-450"
"-30","-120","1","2","101561","0","1012","0","0","0","1","bgm_M64","101451","1.2","10120102","1","1","120","0.9","240","2","-240"
"-30","60","1","3","101561","-10","1012","5","0","-5","1","bgm_M64","101451","0.9","10120103","1","0.8","100","0.6","200","3","-30"
"-30","-100","1","4","101561","0","1012","0","-30","0","1","bgm_M64","101451","1.5","10120104","1","1.2","100","0.9","200","4","180"
"-30","-70","1","5","101562","-50","1012","0","-60","0","1","bgm_M55","101452","1.55","10120105","1","1.35","400","1.25","290","5","460"
"-30","-120","1","1","101001","-30","1013","10","0","0","1","bgm_M64","101001","0.8","10130101","1","0.7","250","0.6","210","1","-480"
"-30","-120","1","2","101001","0","1013","10","0","0","1","bgm_M64","101001","1.2","10130102","1","1","0","0.75","200","2","-260"
"-30","0","1","3","101001","-10","1013","0","0","-13","1","bgm_M64","101001","1.1","10130103","1","1","100","0.7","200","3","-40"
"-30","-50","1","4","101001","0","1013","0","0","0","1","bgm_M64","101001","1.2","10130104","1","1","0","0.7","200","4","240"
"-30","-40","1","5","101011","0","1013","0","0","0","1","bgm_M55","101011","1.3","10130105","1","1","200","1.2","250","5","480"
"-30","-130","1","1","101041","-30","1014","10","-25","0","1","bgm_M64","101041","1","10140101","1","0.9","170","0.575","210","1","-450"
"-30","-120","1","2","101041","0","1014","10","0","0","1","bgm_M64","101041","1.2","10140102","1","1","120","0.75","200","2","-250"
"-30","100","1","3","101041","-10","1014","0","0","-15","1","bgm_M64","101041","2.3","10140103","1","2.2","100","1.55","200","3","-50"
"-30","-70","1","4","101041","0","1014","0","0","0","1","bgm_M64","101041","1","10140104","1","1","0","0.7","200","4","190"
"-30","0","1","5","101042","0","1014","0","0","0","1","bgm_M55","101042","1.8","10140105","1","1.6","200","1.4","250","5","440"
"-30","-125","1","1","101041","-30","1015","10","0","0","1","bgm_M64","101161","0.8","10150101","1","0.7","250","0.6","210","1","-470"
"-30","-95","1","2","101041","0","1015","10","0","0","1","bgm_M64","101161","1.2","10150102","1","1","120","0.75","200","2","-210"
"-30","-120","1","3","101041","-10","1015","0","-30","-15","1","bgm_M64","101161","1.4","10150103","1","1","100","0.9","200","3","50"
"-30","35","1","4","101041","0","1015","0","43","0","1","bgm_M64","101162","1","10150104","1","1","150","0.7","200","4","195"
"-30","-55","1","5","101042","0","1015","0","-50","0","1","bgm_M55","101161","1.8","10150105","1","1.35","150","1.1","210","5","450"
"-30","-120","1","1","101161","0","1016","10","0","0","1","bgm_M64","101451","0.8","10160101","1","0.85","250","0.6","210","1","-480"
"-30","-100","1","2","101161","0","1016","10","0","0","1","bgm_M64","101451","1.2","10160102","1","1.1","0","0.75","200","2","-260"
"-30","65","1","3","101161","-10","1016","0","0","-15","1","bgm_M64","101451","1.1","10160103","1","1","100","0.8","200","3","-10"
"-30","-110","1","4","101161","0","1016","0","0","0","1","bgm_M64","101451","1","10160104","1","0.85","0","0.8","200","4","190"
"-30","-70","1","5","101162","-45","1016","-10","-50","0","1","bgm_M55","101452","1.15","10160105","1","1","270","0.9","280","5","485"
"-30","-120","1","1","101171","-30","1017","10","0","0","1","bgm_M64","101171","0.8","10170101","1","0.7","250","0.6","210","1","-480"
"-30","-120","1","2","101171","0","1017","10","0","0","1","bgm_M64","101171","1","10170102","1","0.7","0","0.6","240","2","-260"
"-30","65","1","3","101171","-10","1017","0","-30","-15","1","bgm_M64","101171","1.4","10170103","1","1","0","0.9","200","3","-10"
"-30","-110","1","4","101171","0","1017","0","-30","0","1","bgm_M64","101171","1.3","10170104","1","1","100","0.9","200","4","190"
"-30","-30","1","5","101172","0","1017","10","-50","-20","1","bgm_M55","101172","1.45","10170105","1","1","270","1","250","5","475"
"-30","-120","1","1","101191","-30","1018","10","0","0","1","bgm_M64","101171","0.8","10180101","1","0.7","100","0.6","210","1","-480"
"-30","-100","1","2","101191","0","1018","10","0","0","1","bgm_M64","101171","1.2","10180102","1","1","100","0.75","200","2","-260"
"-30","65","1","3","101191","-10","1018","5","0","-5","1","bgm_M64","101171","0.9","10180103","1","0.8","100","0.6","200","3","-10"
"-30","-110","1","4","101191","0","1018","0","0","-30","1","bgm_M64","101171","1.2","10180104","1","1","100","0.9","200","4","190"
"-30","-70","1","5","101192","-45","1018","-10","-50","0","1","bgm_M55","101172","1.3","10180105","1","1","100","1.1","280","5","485"
"-30","-120","1","1","101201","0","1019","10","0","0","1","bgm_M64","101161","0.8","10190101","1","0.85","100","0.6","210","1","-480"
"-30","-120","1","2","101201","0","1019","10","0","0","1","bgm_M64","101161","1.2","10190102","1","1.1","100","0.75","240","2","-260"
"-30","65","1","3","101201","-10","1019","0","0","-15","1","bgm_M64","101161","1.1","10190103","1","1","100","0.8","200","3","-10"
"-30","-110","1","4","101201","0","1019","0","43","0","1","bgm_M64","101161","1","10190104","1","1","100","0.7","200","4","190"
"-30","-30","1","5","101202","-45","1019","10","-50","-20","1","bgm_M55","101162","1.45","10190105","1","1","100","1","250","5","475"
"-30","-120","1","1","101291","0","1020","10","0","0","1","bgm_M64","101161","0.8","10200101","1","0.85","100","0.6","210","1","-480"
"-30","-120","1","2","101291","0","1020","10","0","0","1","bgm_M64","101161","1.2","10200102","1","1.1","100","0.75","240","2","-260"
"-30","65","1","3","101291","-10","1020","0","0","-15","1","bgm_M64","101161","1.1","10200103","1","1","100","0.8","200","3","-40"
"-30","-110","1","4","101291","0","1020","0","-30","0","1","bgm_M64","101161","1.5","10200104","1","1","100","0.8","200","4","150"
"-30","-15","1","5","101292","30","1020","30","15","-20","1","bgm_M55","101162","1.45","10200105","1","1","100","1.1","230","5","490"
"-30","-120","1","1","101301","-30","1021","10","0","0","1","bgm_M64","101161","0.8","10210101","1","0.7","100","0.58","210","1","-480"
"-30","-120","1","2","101301","0","1021","10","0","0","1","bgm_M64","101161","1.2","10210102","1","1","100","0.9","200","2","-260"
"-30","100","1","3","101301","-10","1021","-10","-30","0","1","bgm_M64","101161","1.4","10210103","1","1","100","0.93","200","3","-50"
"-30","-100","1","4","101301","0","1021","0","15","0","1","bgm_M64","101161","1.3","10210104","1","1.3","100","0.9","200","4","180"
"-30","-55","1","5","101302","-30","1021","10","-15","-20","1","bgm_M55","101162","1.2","10210105","1","1.1","100","1","270","5","470"
"-30","-130","1","1","101441","0","1022","10","0","0","1","bgm_M64","101161","0.8","10220101","1","0.85","100","0.575","210","1","-450"
"-30","-120","1","2","101441","0","1022","10","0","0","1","bgm_M64","101161","1.2","10220102","1","1.1","100","0.75","200","2","-250"
"-30","50","1","3","101441","-10","1022","0","0","-15","1","bgm_M64","101161","1.2","10220103","1","1.1","100","0.8","200","3","-10"
"-30","-100","1","4","101441","0","1022","0","15","0","1","bgm_M64","101161","1.3","10220104","1","1.3","100","0.9","200","4","180"
"-30","-70","1","5","101442","-30","1022","10","-35","-20","1","bgm_M55","101162","1.2","10220105","1","1.1","100","0.95","230","5","470"
"-30","-130","1","1","101451","-30","1023","10","0","0","1","bgm_M64","101451","0.8","10230101","1","0.7","100","0.58","210","1","-450"
"-30","-120","1","2","101451","0","1023","10","0","0","1","bgm_M64","101451","1.2","10230102","1","1","100","0.9","200","2","-250"
"-30","50","1","3","101451","-10","1023","0","-30","-15","1","bgm_M64","101451","1.4","10230103","1","1","100","0.9","200","3","-20"
"-30","-100","1","4","101451","0","1023","0","0","0","1","bgm_M64","101451","1","10230104","1","0.85","100","0.8","200","4","200"
"-30","-70","1","5","101452","-50","1023","0","-35","0","1","bgm_M55","101452","1.55","10230105","1","1.4","100","1.25","290","5","510"
"-30","-130","1","1","101561","-30","1024","10","0","0","1","bgm_M64","101451","0.8","10240101","1","0.7","100","0.58","210","1","-450"
"-30","-120","1","2","101561","0","1024","0","0","0","1","bgm_M64","101451","1.2","10240102","1","1.1","100","0.75","240","2","-240"
"-30","60","1","3","101561","-10","1024","5","0","-5","1","bgm_M64","101451","1.1","10240103","1","1","100","0.65","200","3","-30"
"-30","-100","1","4","101561","0","1024","0","0","0","1","bgm_M64","101451","1.2","10240104","1","1","100","0.7","200","4","180"
"-30","-70","1","5","101562","-50","1024","0","-60","0","1","bgm_M55","101452","1.55","10240105","1","1.35","400","1.25","290","5","460"
"-30","-120","1","1","101001","-30","1025","10","0","0","1","bgm_M64","101451","0.8","10250101","1","0.7","100","0.58","210","1","-480"
"-30","-120","1","2","101001","0","1025","10","0","0","1","bgm_M64","101451","1.2","10250102","1","1.1","100","0.75","200","2","-260"
"-30","0","1","3","101001","-10","1025","0","0","-13","1","bgm_M64","101451","0.9","10250103","1","0.8","100","0.6","200","3","-40"
"-30","-50","1","4","101001","0","1025","0","-30","0","1","bgm_M64","101451","1.5","10250104","1","1","100","0.8","200","4","240"
"-30","-40","1","5","101011","0","1025","0","0","0","1","bgm_M55","101452","1.3","10250105","1","1","100","1.2","250","5","480"
"-30","-130","1","1","101021","-30","1026","10","-25","0","1","bgm_M64","101021","1","10260101","1","0.9","170","0.575","210","1","-450"
"-30","-120","1","2","101021","0","1026","10","0","0","1","bgm_M64","101021","1.2","10260102","1","1","120","0.75","200","2","-250"
"-30","100","1","3","101021","-10","1026","0","0","-15","1","bgm_M64","101021","2.3","10260103","1","2.2","100","1.55","200","3","-50"
"-30","-70","1","4","101021","0","1026","0","43","0","1","bgm_M64","101021","1","10260104","1","1","150","0.7","200","4","190"
"-30","0","1","5","101031","0","1026","0","0","0","1","bgm_M55","101031","1.8","10260105","1","1.6","200","1.4","220","5","440"
"-30","-125","1","1","101041","-30","1027","10","0","0","1","bgm_M64","101161","0.8","10270101","1","0.7","250","0.6","210","1","-470"
"-30","-95","1","2","101041","0","1027","10","0","0","1","bgm_M64","101161","1.2","10270102","1","1","120","0.75","200","2","-210"
"-30","-120","1","3","101041","-10","1027","10","-10","-15","1","bgm_M64","101161","1.2","10270103","1","1","100","0.75","200","3","50"
"-30","35","1","4","101041","0","1027","0","20","0","1","bgm_M64","101162","1.1","10270104","1","1","100","0.7","200","4","195"
"-30","-55","1","5","101042","0","1027","0","-50","0","1.3","bgm_M55","101161","1.8","10270105","1","1.35","150","1.1","210","5","450"
"-30","-120","1","1","101161","0","1028","10","0","0","1","bgm_M64","101161","0.8","10280101","1","0.85","250","0.6","210","1","-480"
"-30","-100","1","2","101161","0","1028","10","0","0","1","bgm_M64","101161","1.2","10280102","1","1.1","0","0.75","200","2","-260"
"-30","65","1","3","101161","-10","1028","5","0","-5","1","bgm_M64","101161","1.1","10280103","1","1","100","0.65","200","3","-10"
"-30","-110","1","4","101161","0","1028","0","0","0","1","bgm_M64","101161","1.35","10280104","1","1.3","100","0.9","200","4","190"
"-30","-70","1","5","101162","-45","1028","-10","-50","-40","1.3","bgm_M55","101162","1.15","10280105","1","1","270","0.9","280","5","485"
"-30","-120","1","1","101171","-30","1029","10","0","0","1","bgm_M64","101171","0.8","10290101","1","0.7","250","0.6","210","1","-480"
"-30","-120","1","2","101171","0","1029","10","0","0","1","bgm_M64","101171","1","10290102","1","0.7","0","0.6","240","2","-260"
"-30","65","1","3","101171","-10","1029","0","-30","-15","1","bgm_M64","101171","1.4","10290103","1","1","0","0.9","200","3","-10"
"-30","-110","1","4","101171","0","1029","0","-30","0","1","bgm_M64","101171","1.3","10290104","1","1","100","0.9","200","4","190"
"-30","-30","1","5","101172","0","1029","10","-50","-20","1","bgm_M55","101172","1.45","10290105","1","1","270","1","250","5","475"
"-30","-120","1","1","101191","-30","1030","10","0","0","1","bgm_M64","101171","0.8","10300101","1","0.7","100","0.6","210","1","-480"
"-30","-100","1","2","101191","0","1030","10","0","0","1","bgm_M64","101171","1.2","10300102","1","1","100","0.8","200","2","-260"
"-30","65","1","3","101191","-10","1030","5","0","-5","1","bgm_M64","101171","0.9","10300103","1","0.8","100","0.6","200","3","-10"
"-30","-110","1","4","101191","0","1030","0","0","0","1","bgm_M64","101171","1.2","10300104","1","1","100","0.9","200","4","190"
"-30","-70","1","5","101192","-45","1030","-10","-50","0","1","bgm_M55","101172","1.3","10300105","1.2","1","200","1.1","280","5","485"
"-30","-120","1","1","101201","0","1031","10","0","0","1","bgm_M64","101161","0.8","10310101","1","0.85","100","0.6","210","1","-480"
"-30","-120","1","2","101201","0","1031","10","0","0","1","bgm_M64","101161","1.2","10310102","1","1.1","100","0.75","240","2","-260"
"-30","65","1","3","101201","-10","1031","0","0","-15","1","bgm_M64","101161","1.1","10310103","1","1","100","0.8","200","3","-10"
"-30","-110","1","4","101201","0","1031","0","43","0","1","bgm_M64","101161","1","10310104","1","1","100","0.7","200","4","190"
"-30","-30","1","5","101202","-45","1031","10","-50","-20","1","bgm_M55","101162","1.45","10310105","1","1","100","1","250","5","475"
"-30","-120","1","1","101291","0","1032","10","0","0","1","bgm_M64","101291","0.8","10320101","1","0.85","100","0.6","210","1","-480"
"-30","-120","1","2","101291","0","1032","10","0","0","1","bgm_M64","101291","1.2","10320102","1","1.1","100","0.75","240","2","-260"
"-30","65","1","3","101291","-10","1032","0","0","-15","1","bgm_M64","101291","1.3","10320103","1","1","100","0.9","200","3","-40"
"-30","-110","1","4","101291","0","1032","0","-30","0","1","bgm_M64","101291","1.3","10320104","1","1","100","0.8","200","4","150"
"-30","-15","1","5","101292","30","1032","30","15","-20","1","bgm_M55","101292","1.45","10320105","1","1","100","1.1","230","5","490"
"-30","-120","1","1","101301","-30","1033","10","0","0","1","bgm_M64","101301","0.8","10330101","1","0.7","100","0.58","210","1","-480"
"-30","-120","1","2","101301","0","1033","10","0","0","1","bgm_M64","101301","1.2","10330102","1","1","100","0.9","200","2","-260"
"-30","100","1","3","101301","-10","1033","-10","-30","0","1","bgm_M64","101301","1.4","10330103","1","1","200","0.93","200","3","-50"
"-30","-100","1","4","101301","0","1033","0","15","0","1","bgm_M64","101301","1.3","10330104","1","1","100","0.9","200","4","100"
"-30","-55","1","5","101302","-30","1033","10","-15","-20","1","bgm_M55","101302","1.2","10330105","1","1.1","100","1","270","5","470"
"-30","-130","1","1","101441","0","1034","10","0","0","1","bgm_M64","101161","0.8","10340101","1","0.85","100","0.575","210","1","-450"
"-30","-120","1","2","101441","0","1034","10","0","0","1","bgm_M64","101161","1","10340102","1","0.7","200","0.75","200","2","-250"
"-30","50","1","3","101441","-10","1034","0","0","-15","1","bgm_M64","101161","1.2","10340103","1","1.1","100","0.8","200","3","-10"
"-30","-100","1","4","101441","0","1034","0","43","0","1","bgm_M64","101161","1","10340104","1","1","150","0.9","200","4","180"
"-30","-70","1","5","101442","-30","1034","10","-35","-20","1","bgm_M55","101162","1.2","10340105","1","1.1","100","0.95","230","5","470"
"-30","-130","1","1","101451","-30","1035","10","0","0","1","bgm_M64","101451","0.8","10350101","1","0.7","100","0.58","210","1","-450"
"-30","-120","1","2","101451","0","1035","10","0","0","1","bgm_M64","101451","1.2","10350102","1","1","100","0.9","200","2","-250"
"-30","50","1","3","101451","-10","1035","0","-30","-15","1","bgm_M64","101451","1.4","10350103","1","1","100","0.9","200","3","-20"
"-30","-100","1","4","101451","0","1035","0","0","0","1","bgm_M64","101451","1","10350104","1","0.85","100","0.8","200","4","200"
"-30","-70","1","5","101452","-50","1035","0","-35","0","1","bgm_M55","101452","1.55","10350105","1.2","1.4","100","1.25","290","5","510"
"-30","-130","1","1","101561","-30","1036","10","0","0","1","bgm_M64","101451","0.8","10360101","1","0.7","100","0.58","210","1","-450"
"-30","-120","1","2","101561","0","1036","0","0","0","1","bgm_M64","101451","1.2","10360102","1","1.1","100","0.75","240","2","-240"
"-30","60","1","3","101561","-10","1036","5","0","-5","1","bgm_M64","101451","1.1","10360103","1","1","100","0.65","200","3","-30"
"-30","-100","1","4","101561","0","1036","0","0","0","1","bgm_M64","101451","1.2","10360104","1","1","100","1.1","200","4","180"
"-30","-70","1","5","101562","-50","1036","0","-60","0","1","bgm_M55","101452","1.55","10360105","1.4","1.35","400","1.25","290","5","460"
"-30","-120","1","1","101001","-30","1037","10","0","0","1","bgm_M64","101451","0.8","10370101","1","0.7","100","0.58","210","1","-480"
"-30","-120","1","2","101001","0","1037","10","0","0","1","bgm_M64","101451","1.2","10370102","1","1.1","100","0.75","200","2","-260"
"-30","0","1","3","101001","-60","1037","0","-50","-13","1","bgm_M64","101451","0.9","10370103","1.4","0.55","150","0.6","200","3","-40"
"-30","-50","1","4","101001","0","1037","0","-30","0","1","bgm_M64","101451","1.3","10370104","1","1","100","0.8","200","4","240"
"-30","-40","1","5","101011","0","1037","0","0","0","1","bgm_M55","101452","1.3","10370105","1.2","1","100","1.2","250","5","480"
"-30","-110","1","1","101021","-30","1038","10","-25","0","1","bgm_M64","101021","1","10380101","1","0.9","170","0.575","210","1","-450"
"-30","-120","1","2","101021","0","1038","10","0","0","1","bgm_M64","101021","1.2","10380102","1","1","120","0.75","200","2","-250"
"-30","100","1","3","101021","-10","1038","0","0","-15","1","bgm_M64","101021","1.2","10380103","1","1.1","100","0.8","200","3","-50"
"-30","-70","1","4","101021","0","1038","0","-30","0","1","bgm_M64","101021","1.3","10380104","1","1","200","0.9","200","4","190"
