79183d7069354f8e1bed69b5a042467cf41b3b2a31f3d2dfc2f039ec091c4c8d,b53646cf1ef8dcc5298b590261f078e1e5f352fbd7a1da7586e1a7f9b044ff06,5bd157e08010df47a706f05c59f50b1b2b20b3cdf198f71b96c23598ebd0d8d5,f4f0f310685cfe336af506dd8694eecc2f82782869a64c735f18bb78bb12bcce,e665c0bc55f78257bd061a51a1c7dad81fa1e1f165fe66e1e54d710eea13c017,15a2044578aa738c6f2c2d0436457210252f00423992dba11ee0c2de8f2309ab,f17e495600ffa8fb9fa3b9975afee061f2d3a127e2a188b66148603af2335154,aee9a77a353090536d72d3248bf7c0a3dce6bd62d439a7adc552bae37e1399a4,baea566145a7b5626ff774877b84193ba699d779c85613976704b6cba228a283,afa40dc4bcd9c58298cf5a5bf0a09e30e6a788ef7749fde422de061ca09a2eb3,994d2df8755660cedd0fbb7b6a507fa1c4ceb7af082d659c03f73699ca9ba49e
"","","","se_10067600","23","","se_obtent_10213_drama_break_1","1021301075","","1021301","0"
"","","","3.5","93","","0","1021301076","","1021301",""
"","","","1021301078","101","","","1021301077","","1021301",""
"","","","20","37","","break_2","1021301078","","1021301",""
"","","","200","37","","break_2","1021301079","","1021301",""
"","","","300","37","","break_2","1021301080","","1021301",""
"","","","se_obtent_10213_drama_break_1","24","","0","1021301081","","1021301",""
"","","","0","22","","0","1021301082","","1021301",""
"","","0","vo_obtent_1021301","21","","vo_obtent_1021301_06","1021301083","","1021301","0"
"","","","se_10067600","23","","se_obtent_10213_drama_break_2","1021301084","","1021301","0"
"","","","4","93","","0","1021301085","","1021301",""
"","","","1021301087","101","","","1021301086","","1021301",""
"","","","20","37","","break_3","1021301087","","1021301",""
"","","","200","37","","break_3","1021301088","","1021301",""
"","","","300","37","","break_3","1021301089","","1021301",""
"","","","se_obtent_10213_drama_break_2","24","","0","1021301090","","1021301",""
"","","","0","22","","0","1021301091","","1021301",""
"","","0","vo_obtent_1021301","21","","vo_obtent_1021301_07","1021301092","","1021301","0"
"","","","se_10067600","23","","se_obtent_10213_drama_break_3","1021301093","","1021301","0"
"","","","5","93","","0","1021301094","","1021301",""
"","","","1021301096","101","","","1021301095","","1021301",""
"","","","300","37","","break_4","1021301096","","1021301",""
"","","","21","32","","1","1021301097","","1021301",""
"","","","0.2","93","","0","1021301098","","1021301",""
"","","","0","141","","","1021301099","","1021301",""
"","","","0.1","93","","0","1021301100","","1021301",""
"","","","","92","","","1021301101","","1021301",""
"","","","1021301103","101","","","1021301102","","1021301",""
"","","","se_obtent_10213_drama_break_3","24","","0","1021301103","","1021301",""
"","","","0","22","","0","1021301104","","1021301",""
"","","","22","32","","1","1021301105","","1021301",""
"","","","0.4","93","","0","1021301106","","1021301",""
"1","","0","1","31","","1","1021302001","1","1021302","0"
"1","","0","2","31","","2","1021302002","1","1021302","0"
"1","","0","5","31","","5","1021302003","1","1021302","0"
"1","","0","10","31","","10","1021302004","0","1021302","0"
"1","","0","20","31","","20","1021302005","0","1021302","0"
"1","","0","21","31","","21","1021302006","0","1021302","0"
"1","","0","22","31","","22","1021302007","0","1021302","0"
"1","","0","102","31","","100","1021302008","0","1021302","0"
"1","","0","202","31","","200","1021302009","0","1021302","0"
"1","","0","302","31","","300","1021302010","0","1021302","0"
"-14","empty","0","1","5","0","1","1021302011","1","1021302","27"
"-14","empty","0","2","5","0","2","1021302012","1","1021302","28"
"-14","empty","0","2","5","0","3","1021302013","1","1021302","26"
"-14","empty","0","11","5","0","4","1021302014","1","1021302","25"
"-14","empty","0","12","5","0","5","1021302015","1","1021302","24"
"-24","empty","-10","11","5","0","6","1021302016","1","1021302","13"
"-24","empty","-10","12","5","0","7","1021302017","1","1021302","12"
"-14","empty","0","0","5","0","8","1021302018","1","1021302","29"
"-19","empty","-5","0","5","0","9","1021302019","1","1021302","10"
"1","","0.56","6","6","0","0.23","1021302020","0","1021302","0.63"
"1","","0.56","7","6","0","0.23","1021302021","0","1021302","0.63"
"1","","0.56","9","6","0","0.23","1021302022","0","1021302","0.63"
"","","","1","141","","","1021302023","","1021302",""
"","","","0","91","","","1021302024","","1021302",""
"","","","0.033","93","","0","1021302025","","1021302",""
"","","","se_10067600","23","","se_obtent_10213_drama_cook_lyrael","1021302026","","1021302","0"
"","","","1","3","0","raira_cook","1021302027","0","1021302","0"
"","","","2","3","0","raira_cook","1021302028","0","1021302","0"
"","","","3","3","0","raira_end","1021302029","0","1021302","0"
"","","","4","3","0","raira_cook","1021302030","0","1021302","0"
"","","","5","3","0","raira_white","1021302031","0","1021302","0"
"","","","6","3","0","raira_cook","1021302032","0","1021302","0"
"","","","7","3","0","raira_white","1021302033","0","1021302","0"
"","","","8","3","0","raira_cook","1021302034","0","1021302","0"
"","","","9","3","0","raira_cook_w","1021302035","0","1021302","0"
"","","","3","93","","0","1021302036","","1021302",""
"","","0","vo_obtent_1021302","21","","vo_obtent_1021302_01","1021302037","","1021302","0"
"","","","2.366","93","","0","1021302038","","1021302",""
"","","","1021302040","101","","","1021302039","","1021302",""
"","","","se_obtent_10213_drama_cook_lyrael","24","","0","1021302040","","1021302",""
"","","","0","22","","0","1021302041","","1021302",""
"0","","1","1","6","0","1","1021302042","0","1021302","1"
"0","","1","2","6","0","1","1021302043","0","1021302","1"
"0","","1","3","6","0","1","1021302044","0","1021302","1"
"0","","1","4","6","0","1","1021302045","0","1021302","1"
"0","","1","5","6","0","1","1021302046","0","1021302","1"
"0","","1","6","6","0","1","1021302047","0","1021302","1"
"0","","1","7","6","0","1","1021302048","0","1021302","1"
"0","","1","8","6","0","1","1021302049","0","1021302","1"
"0","","1","9","6","0","1","1021302050","0","1021302","1"
"","","","1","37","","eat","1021302051","","1021302",""
"","","","2","32","","0","1021302052","","1021302",""
"","","","5","32","","0","1021302053","","1021302",""
"","","","10","32","","1","1021302054","","1021302",""
"","","","100","32","","1","1021302055","","1021302",""
"","","","se_10067600","23","","se_obtent_10213_drama_eat","1021302056","","1021302","0"
"","","","0","93","","0","1021302057","","1021302",""
"","","0","vo_obtent_1021302","21","","vo_obtent_1021302_02","1021302058","","1021302","0"
"","","","2.8","93","","0","1021302059","","1021302",""
"","","0","vo_obtent_1021302","21","","vo_obtent_1021302_03","1021302060","","1021302","0"
"","","","2.6","93","","0","1021302061","","1021302",""
"","","","2","26","","","1021302062","","1021302",""
"","","0","vo_obtent_1021302","21","","vo_obtent_1021302_04","1021302063","","1021302","0"
"","","","2.5","93","","0","1021302064","","1021302",""
"","","","1021302066","101","","","1021302065","","1021302",""
"","","","10","32","","0","1021302066","","1021302",""
"","","","100","32","","0","1021302067","","1021302",""
"","","","20","32","","1","1021302068","","1021302",""
"","","","200","32","","1","1021302069","","1021302",""
"","","","300","32","","1","1021302070","","1021302",""
"","","","se_obtent_10213_drama_eat","24","","0","1021302071","","1021302",""
"","","","0","22","","0","1021302072","","1021302",""
"","","0","vo_obtent_1021302","21","","vo_obtent_1021302_05","1021302073","","1021302","0"
"","","","bgm_MC319A","25","","bgm_MC319A","1021302074","","1021302",""
"","","","se_10067600","23","","se_obtent_10213_drama_break_1","1021302075","","1021302","0"
"","","","3.5","93","","0","1021302076","","1021302",""
"","","","1021302078","101","","","1021302077","","1021302",""
"","","","20","37","","break_2","1021302078","","1021302",""
"","","","200","37","","break_2","1021302079","","1021302",""
"","","","300","37","","break_2","1021302080","","1021302",""
"","","","se_obtent_10213_drama_break_1","24","","0","1021302081","","1021302",""
"","","","0","22","","0","1021302082","","1021302",""
"","","0","vo_obtent_1021302","21","","vo_obtent_1021302_06","1021302083","","1021302","0"
"","","","se_10067600","23","","se_obtent_10213_drama_break_2","1021302084","","1021302","0"
"","","","4","93","","0","1021302085","","1021302",""
"","","","1021302087","101","","","1021302086","","1021302",""
"","","","20","37","","break_3","1021302087","","1021302",""
"","","","200","37","","break_3_02","1021302088","","1021302",""
"","","","300","37","","break_3","1021302089","","1021302",""
"","","","se_obtent_10213_drama_break_2","24","","0","1021302090","","1021302",""
"","","","0","22","","0","1021302091","","1021302",""
"","","0","vo_obtent_1021302","21","","vo_obtent_1021302_07","1021302092","","1021302","0"
"","","","se_10067600","23","","se_obtent_10213_drama_break_3","1021302093","","1021302","0"
"","","","5","93","","0","1021302094","","1021302",""
"","","","1021302096","101","","","1021302095","","1021302",""
"","","","300","37","","break_4","1021302096","","1021302",""
"","","","21","32","","1","1021302097","","1021302",""
"","","","0.2","93","","0","1021302098","","1021302",""
"","","","0","141","","","1021302099","","1021302",""
"","","","0.1","93","","0","1021302100","","1021302",""
"","","","","92","","","1021302101","","1021302",""
"","","","1021302103","101","","","1021302102","","1021302",""
"","","","se_obtent_10213_drama_break_3","24","","0","1021302103","","1021302",""
"","","","0","22","","0","1021302104","","1021302",""
"","","","22","32","","1","1021302105","","1021302",""
"","","","0.4","93","","0","1021302106","","1021302",""
"1","","0","1","31","","1","1021303001","1","1021303","0"
"1","","0","2","31","","2","1021303002","1","1021303","0"
"1","","0","5","31","","5","1021303003","1","1021303","0"
"1","","0","10","31","","10","1021303004","0","1021303","0"
"1","","0","20","31","","20","1021303005","0","1021303","0"
"1","","0","21","31","","21","1021303006","0","1021303","0"
"1","","0","22","31","","22","1021303007","0","1021303","0"
"1","","0","103","31","","100","1021303008","0","1021303","0"
"1","","0","203","31","","200","1021303009","0","1021303","0"
"1","","0","303","31","","300","1021303010","0","1021303","0"
"-14","empty","0","1","5","0","1","1021303011","1","1021303","27"
"-14","empty","0","2","5","0","2","1021303012","1","1021303","28"
"-14","empty","0","2","5","0","3","1021303013","1","1021303","26"
"-14","empty","0","11","5","0","4","1021303014","1","1021303","25"
"-14","empty","0","12","5","0","5","1021303015","1","1021303","24"
"-24","empty","-10","11","5","0","6","1021303016","1","1021303","13"
"-24","empty","-10","12","5","0","7","1021303017","1","1021303","12"
"-14","empty","0","0","5","0","8","1021303018","1","1021303","29"
"-19","empty","-5","0","5","0","9","1021303019","1","1021303","10"
"1","","0.56","6","6","0","0.23","1021303020","0","1021303","0.63"
"1","","0.56","7","6","0","0.23","1021303021","0","1021303","0.63"
"1","","0.56","9","6","0","0.23","1021303022","0","1021303","0.63"
"","","","1","141","","","1021303023","","1021303",""
"","","","0","91","","","1021303024","","1021303",""
"","","","0.033","93","","0","1021303025","","1021303",""
"","","","se_10067600","23","","se_obtent_10213_drama_cook_lyrael","1021303026","","1021303","0"
"","","","1","3","0","raira_cook","1021303027","0","1021303","0"
"","","","2","3","0","raira_cook","1021303028","0","1021303","0"
"","","","3","3","0","raira_end","1021303029","0","1021303","0"
"","","","4","3","0","raira_cook","1021303030","0","1021303","0"
"","","","5","3","0","raira_white","1021303031","0","1021303","0"
"","","","6","3","0","raira_cook","1021303032","0","1021303","0"
"","","","7","3","0","raira_white","1021303033","0","1021303","0"
"","","","8","3","0","raira_cook","1021303034","0","1021303","0"
"","","","9","3","0","raira_cook_w","1021303035","0","1021303","0"
"","","","3","93","","0","1021303036","","1021303",""
"","","0","vo_obtent_1021303","21","","vo_obtent_1021303_01","1021303037","","1021303","0"
"","","","2.366","93","","0","1021303038","","1021303",""
"","","","1021303040","101","","","1021303039","","1021303",""
"","","","se_obtent_10213_drama_cook_lyrael","24","","0","1021303040","","1021303",""
"","","","0","22","","0","1021303041","","1021303",""
"0","","1","1","6","0","1","1021303042","0","1021303","1"
"0","","1","2","6","0","1","1021303043","0","1021303","1"
"0","","1","3","6","0","1","1021303044","0","1021303","1"
"0","","1","4","6","0","1","1021303045","0","1021303","1"
"0","","1","5","6","0","1","1021303046","0","1021303","1"
"0","","1","6","6","0","1","1021303047","0","1021303","1"
"0","","1","7","6","0","1","1021303048","0","1021303","1"
"0","","1","8","6","0","1","1021303049","0","1021303","1"
"0","","1","9","6","0","1","1021303050","0","1021303","1"
"","","","1","37","","eat","1021303051","","1021303",""
"","","","2","32","","0","1021303052","","1021303",""
"","","","5","32","","0","1021303053","","1021303",""
"","","","10","32","","1","1021303054","","1021303",""
"","","","100","32","","1","1021303055","","1021303",""
"","","","se_10067600","23","","se_obtent_10213_drama_eat","1021303056","","1021303","0"
"","","","0","93","","0","1021303057","","1021303",""
"","","0","vo_obtent_1021303","21","","vo_obtent_1021303_02","1021303058","","1021303","0"
"","","","2.8","93","","0","1021303059","","1021303",""
"","","0","vo_obtent_1021303","21","","vo_obtent_1021303_03","1021303060","","1021303","0"
"","","","2.6","93","","0","1021303061","","1021303",""
"","","","2","26","","","1021303062","","1021303",""
"","","0","vo_obtent_1021303","21","","vo_obtent_1021303_04","1021303063","","1021303","0"
"","","","2.5","93","","0","1021303064","","1021303",""
"","","","1021303066","101","","","1021303065","","1021303",""
"","","","10","32","","0","1021303066","","1021303",""
"","","","100","32","","0","1021303067","","1021303",""
"","","","20","32","","1","1021303068","","1021303",""
"","","","200","32","","1","1021303069","","1021303",""
"","","","300","32","","1","1021303070","","1021303",""
"","","","se_obtent_10213_drama_eat","24","","0","1021303071","","1021303",""
"","","","0","22","","0","1021303072","","1021303",""
"","","0","vo_obtent_1021303","21","","vo_obtent_1021303_05","1021303073","","1021303","0"
"","","","bgm_MC319A","25","","bgm_MC319A","1021303074","","1021303",""
"","","","se_10067600","23","","se_obtent_10213_drama_break_1","1021303075","","1021303","0"
"","","","3.5","93","","0","1021303076","","1021303",""
"","","","1021303078","101","","","1021303077","","1021303",""
"","","","20","37","","break_2","1021303078","","1021303",""
"","","","200","37","","break_2","1021303079","","1021303",""
"","","","300","37","","break_2","1021303080","","1021303",""
"","","","se_obtent_10213_drama_break_1","24","","0","1021303081","","1021303",""
"","","","0","22","","0","1021303082","","1021303",""
"","","0","vo_obtent_1021303","21","","vo_obtent_1021303_06","1021303083","","1021303","0"
"","","","se_10067600","23","","se_obtent_10213_drama_break_2","1021303084","","1021303","0"
"","","","4","93","","0","1021303085","","1021303",""
"","","","1021303087","101","","","1021303086","","1021303",""
"","","","20","37","","break_3","1021303087","","1021303",""
"","","","200","37","","break_3","1021303088","","1021303",""
"","","","300","37","","break_3","1021303089","","1021303",""
"","","","se_obtent_10213_drama_break_2","24","","0","1021303090","","1021303",""
"","","","0","22","","0","1021303091","","1021303",""
"","","0","vo_obtent_1021303","21","","vo_obtent_1021303_07","1021303092","","1021303","0"
"","","","se_10067600","23","","se_obtent_10213_drama_break_3","1021303093","","1021303","0"
"","","","5","93","","0","1021303094","","1021303",""
"","","","1021303096","101","","","1021303095","","1021303",""
"","","","300","37","","break_4","1021303096","","1021303",""
"","","","21","32","","1","1021303097","","1021303",""
"","","","0.2","93","","0","1021303098","","1021303",""
"","","","0","141","","","1021303099","","1021303",""
"","","","0.1","93","","0","1021303100","","1021303",""
"","","","","92","","","1021303101","","1021303",""
"","","","1021303103","101","","","1021303102","","1021303",""
"","","","se_obtent_10213_drama_break_3","24","","0","1021303103","","1021303",""
"","","","0","22","","0","1021303104","","1021303",""
"","","","22","32","","1","1021303105","","1021303",""
"","","","0.4","93","","0","1021303106","","1021303",""
"1","","0","1","31","","1","1021304001","1","1021304","0"
"1","","0","2","31","","2","1021304002","1","1021304","0"
"1","","0","5","31","","5","1021304003","1","1021304","0"
"1","","0","10","31","","10","1021304004","0","1021304","0"
"1","","0","20","31","","20","1021304005","0","1021304","0"
"1","","0","21","31","","21","1021304006","0","1021304","0"
"1","","0","22","31","","22","1021304007","0","1021304","0"
"1","","0","104","31","","100","1021304008","0","1021304","0"
"1","","0","204","31","","200","1021304009","0","1021304","0"
"1","","0","304","31","","300","1021304010","0","1021304","0"
"-14","empty","0","1","5","0","1","1021304011","1","1021304","27"
"-14","empty","0","2","5","0","2","1021304012","1","1021304","28"
"-14","empty","0","2","5","0","3","1021304013","1","1021304","26"
"-14","empty","0","11","5","0","4","1021304014","1","1021304","25"
"-14","empty","0","12","5","0","5","1021304015","1","1021304","24"
"-24","empty","-10","11","5","0","6","1021304016","1","1021304","13"
"-24","empty","-10","12","5","0","7","1021304017","1","1021304","12"
"-14","empty","0","0","5","0","8","1021304018","1","1021304","29"
"-19","empty","-5","0","5","0","9","1021304019","1","1021304","10"
"1","","0.56","6","6","0","0.23","1021304020","0","1021304","0.63"
"1","","0.56","7","6","0","0.23","1021304021","0","1021304","0.63"
"1","","0.56","9","6","0","0.23","1021304022","0","1021304","0.63"
"","","","1","141","","","1021304023","","1021304",""
"","","","0","91","","","1021304024","","1021304",""
"","","","0.033","93","","0","1021304025","","1021304",""
"","","","se_10067600","23","","se_obtent_10213_drama_cook_lyrael","1021304026","","1021304","0"
"","","","1","3","0","raira_cook","1021304027","0","1021304","0"
"","","","2","3","0","raira_cook","1021304028","0","1021304","0"
"","","","3","3","0","raira_end","1021304029","0","1021304","0"
"","","","4","3","0","raira_cook","1021304030","0","1021304","0"
"","","","5","3","0","raira_white","1021304031","0","1021304","0"
"","","","6","3","0","raira_cook","1021304032","0","1021304","0"
"","","","7","3","0","raira_white","1021304033","0","1021304","0"
"","","","8","3","0","raira_cook","1021304034","0","1021304","0"
"","","","9","3","0","raira_cook_w","1021304035","0","1021304","0"
"","","","3","93","","0","1021304036","","1021304",""
"","","0","vo_obtent_1021304","21","","vo_obtent_1021304_01","1021304037","","1021304","0"
"","","","2.366","93","","0","1021304038","","1021304",""
"","","","1021304040","101","","","1021304039","","1021304",""
"","","","se_obtent_10213_drama_cook_lyrael","24","","0","1021304040","","1021304",""
"","","","0","22","","0","1021304041","","1021304",""
"0","","1","1","6","0","1","1021304042","0","1021304","1"
"0","","1","2","6","0","1","1021304043","0","1021304","1"
"0","","1","3","6","0","1","1021304044","0","1021304","1"
"0","","1","4","6","0","1","1021304045","0","1021304","1"
"0","","1","5","6","0","1","1021304046","0","1021304","1"
"0","","1","6","6","0","1","1021304047","0","1021304","1"
"0","","1","7","6","0","1","1021304048","0","1021304","1"
"0","","1","8","6","0","1","1021304049","0","1021304","1"
"0","","1","9","6","0","1","1021304050","0","1021304","1"
"","","","1","37","","eat","1021304051","","1021304",""
"","","","2","32","","0","1021304052","","1021304",""
"","","","5","32","","0","1021304053","","1021304",""
"","","","10","32","","1","1021304054","","1021304",""
"","","","100","32","","1","1021304055","","1021304",""
"","","","se_10067600","23","","se_obtent_10213_drama_eat","1021304056","","1021304","0"
"","","","0","93","","0","1021304057","","1021304",""
"","","0","vo_obtent_1021304","21","","vo_obtent_1021304_02","1021304058","","1021304","0"
"","","","2.8","93","","0","1021304059","","1021304",""
"","","0","vo_obtent_1021304","21","","vo_obtent_1021304_03","1021304060","","1021304","0"
"","","","2.8","93","","0","1021304061","","1021304",""
"","","","2","26","","","1021304062","","1021304",""
"","","0","vo_obtent_1021304","21","","vo_obtent_1021304_04","1021304063","","1021304","0"
"","","","2.3","93","","0","1021304064","","1021304",""
"","","","1021304066","101","","","1021304065","","1021304",""
"","","","10","32","","0","1021304066","","1021304",""
"","","","100","32","","0","1021304067","","1021304",""
"","","","20","32","","1","1021304068","","1021304",""
"","","","200","32","","1","1021304069","","1021304",""
"","","","300","32","","1","1021304070","","1021304",""
"","","","se_obtent_10213_drama_eat","24","","0","1021304071","","1021304",""
"","","","0","22","","0","1021304072","","1021304",""
"","","0","vo_obtent_1021304","21","","vo_obtent_1021304_05","1021304073","","1021304","0"
"","","","bgm_MC319A","25","","bgm_MC319A","1021304074","","1021304",""
"","","","se_10067600","23","","se_obtent_10213_drama_break_1","1021304075","","1021304","0"
"","","","3.5","93","","0","1021304076","","1021304",""
"","","","1021304078","101","","","1021304077","","1021304",""
"","","","20","37","","break_2","1021304078","","1021304",""
"","","","200","37","","break_2","1021304079","","1021304",""
"","","","300","37","","break_2","1021304080","","1021304",""
"","","","se_obtent_10213_drama_break_1","24","","0","1021304081","","1021304",""
"","","","0","22","","0","1021304082","","1021304",""
"","","0","vo_obtent_1021304","21","","vo_obtent_1021304_06","1021304083","","1021304","0"
"","","","se_10067600","23","","se_obtent_10213_drama_break_2","1021304084","","1021304","0"
"","","","4","93","","0","1021304085","","1021304",""
"","","","1021304087","101","","","1021304086","","1021304",""
"","","","20","37","","break_3","1021304087","","1021304",""
"","","","200","37","","break_3","1021304088","","1021304",""
"","","","300","37","","break_3","1021304089","","1021304",""
"","","","se_obtent_10213_drama_break_2","24","","0","1021304090","","1021304",""
"","","","0","22","","0","1021304091","","1021304",""
"","","0","vo_obtent_1021304","21","","vo_obtent_1021304_07","1021304092","","1021304","0"
"","","","se_10067600","23","","se_obtent_10213_drama_break_3","1021304093","","1021304","0"
"","","","5","93","","0","1021304094","","1021304",""
"","","","1021304096","101","","","1021304095","","1021304",""
"","","","300","37","","break_4","1021304096","","1021304",""
"","","","21","32","","1","1021304097","","1021304",""
"","","","0.2","93","","0","1021304098","","1021304",""
"","","","0","141","","","1021304099","","1021304",""
"","","","0.1","93","","0","1021304100","","1021304",""
"","","","","92","","","1021304101","","1021304",""
"","","","1021304103","101","","","1021304102","","1021304",""
"","","","se_obtent_10213_drama_break_3","24","","0","1021304103","","1021304",""
"","","","0","22","","0","1021304104","","1021304",""
"","","","22","32","","1","1021304105","","1021304",""
"","","","0.4","93","","0","1021304106","","1021304",""
"1","","0","1","31","","1","1021305001","1","1021305","0"
"1","","0","2","31","","2","1021305002","1","1021305","0"
"1","","0","5","31","","5","1021305003","1","1021305","0"
"1","","0","10","31","","10","1021305004","0","1021305","0"
"1","","0","20","31","","20","1021305005","0","1021305","0"
"1","","0","21","31","","21","1021305006","0","1021305","0"
"1","","0","22","31","","22","1021305007","0","1021305","0"
"1","","0","105","31","","100","1021305008","0","1021305","0"
"1","","0","205","31","","200","1021305009","0","1021305","0"
"1","","0","305","31","","300","1021305010","0","1021305","0"
"-14","empty","0","1","5","0","1","1021305011","1","1021305","27"
"-14","empty","0","2","5","0","2","1021305012","1","1021305","28"
"-14","empty","0","2","5","0","3","1021305013","1","1021305","26"
"-14","empty","0","11","5","0","4","1021305014","1","1021305","25"
"-14","empty","0","12","5","0","5","1021305015","1","1021305","24"
"-24","empty","-10","11","5","0","6","1021305016","1","1021305","13"
"-24","empty","-10","12","5","0","7","1021305017","1","1021305","12"
"-14","empty","0","0","5","0","8","1021305018","1","1021305","29"
"-19","empty","-5","0","5","0","9","1021305019","1","1021305","10"
"1","","0.56","6","6","0","0.23","1021305020","0","1021305","0.63"
"1","","0.56","7","6","0","0.23","1021305021","0","1021305","0.63"
"1","","0.56","9","6","0","0.23","1021305022","0","1021305","0.63"
"","","","1","141","","","1021305023","","1021305",""
"","","","0","91","","","1021305024","","1021305",""
"","","","0.033","93","","0","1021305025","","1021305",""
"","","","se_10067600","23","","se_obtent_10213_drama_cook_lyrael","1021305026","","1021305","0"
