b9cea987209b483c60238a9ec952a4ab333dd1ec0a0f1a21ffe099f663a0e200,5993e25a3e05be1c0470060a0faaf24ce667aac693447a73e6bf00986ab6f9c9,f00b506b85e3700f22ad5635df0bdda785478ffa045888f609aebabea8a38ef8,501e373628278a82efddf271d9e309656e43936d290751719e8f9153ac378fb6,06017a36be07f3747f021fd85be5ffebf9d5f7937a4b63d7e59bc8ceadd9a98d,de390c1cadc52732dc00b39925954595ae78534b0f9904b260d57bfd4af01d57,7d86e86cf2aa0f605d097db1456457d8ac6c38bf4cc3955970a7b3ed94889d44,58e4e54984f00838d45ea8233a9fcbad4a63ae9bbc867dc49000405d60c4aafb,e276d493834762c33a83cae295ad95fc7523931914b1b549f56f96bc35b9e0d4,e2323e6df80f52104561da6708290766fb71d1709512f236d3bcb7529d1b4e19,07a1482e015e93a70b13c7c1f275df95b98ba9d7da853f7534483f3f2941c5db,898329cc90c1ca8304181eb95fb112954c91cb83d653ba4e9d0437a3cb2fa6ed,f53321e76e17a866804215c7f0c6cddc1c41f594628c1df3254716c18274ccf3,5bd852938fbe4b811b5e0571cdf3c64d04889eaa6d63d7624af5acca91fa57de,4b1938ae54dbc13b562aef803cf999edbd88dc74b4d2aca19370e91599fcca1b,44158a4f1779f44ee785a953f363f4d909c6ce2d9fd3af8c9f58e8d90c33fba7
"22002","40","2","1002108","2","0","0","0","0","0","90006","1","0","0","0","0"
"22002","40","2","1002109","2","0","0","0","0","0","90006","1","0","0","0","0"
"22003","40","2","1002110","2","0","0","0","0","0","90006","1","0","0","0","0"
"90006","40","2","1003101","8","0","1","0","0","0","91002","40","2","0","0","22002"
"90006","60","2","1003102","8","0","2","0","0","0","91002","50","2","0","0","22002"
"90006","80","2","1003103","8","0","3","0","0","0","91002","60","2","0","0","22002"
"90006","100","2","1003104","8","0","4","0","0","0","91002","80","2","0","0","22002"
"90006","200","2","1003105","8","0","2","0","0","0","91002","150","2","0","0","22003"
"22002","40","2","1003106","2","0","0","0","0","0","90006","1","0","0","0","0"
"22002","40","2","1003107","2","0","0","0","0","0","90006","1","0","0","0","0"
"22002","40","2","1003108","2","0","0","0","0","0","90006","1","0","0","0","0"
"22002","40","2","1003109","2","0","0","0","0","0","90006","1","0","0","0","0"
"22003","40","2","1003110","2","0","0","0","0","0","90006","1","0","0","0","0"
"90006","40","2","1004101","8","0","0","0","0","0","91002","20","2","0","0","0"
"90006","50","2","1004102","8","0","0","0","0","0","91002","30","2","0","0","0"
"90006","75","2","1004103","8","0","0","0","0","0","91002","40","2","0","0","0"
"90006","100","2","1004104","8","0","0","0","0","0","91002","50","2","0","0","0"
"90006","150","2","1004105","8","0","2","0","0","0","91002","100","2","0","0","31018"
"90006","20","2","1004106","8","0","0","0","0","0","91002","20","2","0","0","0"
"90006","25","2","1004107","8","0","0","0","0","0","91002","30","2","0","0","0"
"90006","30","2","1004108","8","0","0","0","0","0","91002","40","2","0","0","0"
"90006","40","2","1004109","8","0","0","0","0","0","91002","50","2","0","0","0"
"90006","80","2","1004110","8","0","1","0","0","0","91002","100","2","0","0","31018"
"90006","20","2","1004111","8","0","0","0","0","0","91002","30","2","0","0","0"
"90006","25","2","1004112","8","0","0","0","0","0","91002","40","2","0","0","0"
"90006","30","2","1004113","8","0","0","0","0","0","91002","50","2","0","0","0"
"90006","40","2","1004114","8","0","0","0","0","0","91002","60","2","0","0","0"
"90006","80","2","1004115","8","0","1","0","0","0","91002","100","2","0","0","31018"
"0","25000","0","1004116","12","0","0","0","0","0","94002","0","0","0","0","0"
"90006","40","2","1005101","8","0","0","0","0","0","91002","20","2","0","0","0"
"90006","50","2","1005102","8","0","0","0","0","0","91002","30","2","0","0","0"
"90006","75","2","1005103","8","0","0","0","0","0","91002","40","2","0","0","0"
"90006","100","2","1005104","8","0","0","0","0","0","91002","50","2","0","0","0"
"90006","150","2","1005105","8","0","2","0","0","0","91002","100","2","0","0","31042"
"90006","20","2","1005106","8","0","0","0","0","0","91002","20","2","0","0","0"
"90006","25","2","1005107","8","0","0","0","0","0","91002","30","2","0","0","0"
"90006","30","2","1005108","8","0","0","0","0","0","91002","40","2","0","0","0"
"90006","40","2","1005109","8","0","0","0","0","0","91002","50","2","0","0","0"
"90006","80","2","1005110","8","0","1","0","0","0","91002","100","2","0","0","31042"
"90006","20","2","1005111","8","0","0","0","0","0","91002","30","2","0","0","0"
"90006","25","2","1005112","8","0","0","0","0","0","91002","40","2","0","0","0"
"90006","30","2","1005113","8","0","0","0","0","0","91002","50","2","0","0","0"
"90006","40","2","1005114","8","0","0","0","0","0","91002","60","2","0","0","0"
"90006","80","2","1005115","8","0","1","0","0","0","91002","100","2","0","0","31042"
"0","25000","0","1005116","12","0","0","0","0","0","94002","0","0","0","0","0"
"90006","40","2","1006101","8","0","0","0","0","0","91002","20","2","0","0","0"
"90006","50","2","1006102","8","0","0","0","0","0","91002","30","2","0","0","0"
"90006","75","2","1006103","8","0","0","0","0","0","91002","40","2","0","0","0"
"90006","100","2","1006104","8","0","0","0","0","0","91002","50","2","0","0","0"
"90006","150","2","1006105","8","0","2","0","0","0","91002","100","2","0","0","31025"
"90006","20","2","1006106","8","0","0","0","0","0","91002","20","2","0","0","0"
"90006","25","2","1006107","8","0","0","0","0","0","91002","30","2","0","0","0"
"90006","30","2","1006108","8","0","0","0","0","0","91002","40","2","0","0","0"
"90006","40","2","1006109","8","0","0","0","0","0","91002","50","2","0","0","0"
"90006","80","2","1006110","8","0","1","0","0","0","91002","100","2","0","0","31025"
"90006","20","2","1006111","8","0","0","0","0","0","91002","30","2","0","0","0"
"90006","25","2","1006112","8","0","0","0","0","0","91002","40","2","0","0","0"
"90006","30","2","1006113","8","0","0","0","0","0","91002","50","2","0","0","0"
"90006","40","2","1006114","8","0","0","0","0","0","91002","60","2","0","0","0"
"90006","80","2","1006115","8","0","1","0","0","0","91002","100","2","0","0","31025"
"0","25000","0","1006116","12","0","0","0","0","0","94002","0","0","0","0","0"
"90006","40","2","1007101","8","0","0","0","0","0","91002","20","2","0","0","0"
"90006","50","2","1007102","8","0","0","0","0","0","91002","30","2","0","0","0"
"90006","75","2","1007103","8","0","0","0","0","0","91002","40","2","0","0","0"
"90006","100","2","1007104","8","0","0","0","0","0","91002","50","2","0","0","0"
"90006","150","2","1007105","8","0","2","0","0","0","91002","100","2","0","0","31018"
"90006","20","2","1007106","8","0","0","0","0","0","91002","20","2","0","0","0"
"90006","25","2","1007107","8","0","0","0","0","0","91002","30","2","0","0","0"
"90006","30","2","1007108","8","0","0","0","0","0","91002","40","2","0","0","0"
"90006","40","2","1007109","8","0","0","0","0","0","91002","50","2","0","0","0"
"90006","80","2","1007110","8","0","1","0","0","0","91002","100","2","0","0","31018"
"90006","20","2","1007111","8","0","0","0","0","0","91002","30","2","0","0","0"
"90006","25","2","1007112","8","0","0","0","0","0","91002","40","2","0","0","0"
"90006","30","2","1007113","8","0","0","0","0","0","91002","50","2","0","0","0"
"90006","40","2","1007114","8","0","0","0","0","0","91002","60","2","0","0","0"
"90006","80","2","1007115","8","0","1","0","0","0","91002","100","2","0","0","31018"
"0","25000","0","1007116","12","0","0","0","0","0","94002","0","0","0","0","0"
"90006","40","2","1008101","8","0","0","0","0","0","91002","20","2","0","0","0"
"90006","50","2","1008102","8","0","0","0","0","0","91002","30","2","0","0","0"
"90006","75","2","1008103","8","0","0","0","0","0","91002","40","2","0","0","0"
"90006","100","2","1008104","8","0","0","0","0","0","91002","50","2","0","0","0"
"90006","150","2","1008105","8","0","2","0","0","0","91002","100","2","0","0","31042"
"90006","20","2","1008106","8","0","0","0","0","0","91002","20","2","0","0","0"
"90006","25","2","1008107","8","0","0","0","0","0","91002","30","2","0","0","0"
"90006","30","2","1008108","8","0","0","0","0","0","91002","40","2","0","0","0"
"90006","40","2","1008109","8","0","0","0","0","0","91002","50","2","0","0","0"
"90006","80","2","1008110","8","0","1","0","0","0","91002","100","2","0","0","31042"
"90006","20","2","1008111","8","0","0","0","0","0","91002","30","2","0","0","0"
"90006","25","2","1008112","8","0","0","0","0","0","91002","40","2","0","0","0"
"90006","30","2","1008113","8","0","0","0","0","0","91002","50","2","0","0","0"
"90006","40","2","1008114","8","0","0","0","0","0","91002","60","2","0","0","0"
"90006","80","2","1008115","8","0","1","0","0","0","91002","100","2","0","0","31042"
"0","25000","0","1008116","12","0","0","0","0","0","94002","0","0","0","0","0"
"90006","40","2","1009101","8","0","0","0","0","0","91002","20","2","0","0","0"
"90006","50","2","1009102","8","0","0","0","0","0","91002","30","2","0","0","0"
"90006","75","2","1009103","8","0","0","0","0","0","91002","40","2","0","0","0"
"90006","100","2","1009104","8","0","0","0","0","0","91002","50","2","0","0","0"
"90006","150","2","1009105","8","0","2","0","0","0","91002","100","2","0","0","31043"
"90006","20","2","1009106","8","0","0","0","0","0","91002","20","2","0","0","0"
"90006","25","2","1009107","8","0","0","0","0","0","91002","30","2","0","0","0"
"90006","30","2","1009108","8","0","0","0","0","0","91002","40","2","0","0","0"
"90006","40","2","1009109","8","0","0","0","0","0","91002","50","2","0","0","0"
"90006","80","2","1009110","8","0","1","0","0","0","91002","100","2","0","0","31043"
"90006","20","2","1009111","8","0","0","0","0","0","91002","30","2","0","0","0"
"90006","25","2","1009112","8","0","0","0","0","0","91002","40","2","0","0","0"
"90006","30","2","1009113","8","0","0","0","0","0","91002","50","2","0","0","0"
"90006","40","2","1009114","8","0","0","0","0","0","91002","60","2","0","0","0"
"90006","80","2","1009115","8","0","1","0","0","0","91002","100","2","0","0","31043"
"0","25000","0","1009116","12","0","0","0","0","0","94002","0","0","0","0","0"
"90006","40","2","1010101","8","0","0","0","0","0","91002","20","2","0","0","0"
"90006","50","2","1010102","8","0","0","0","0","0","91002","30","2","0","0","0"
"90006","75","2","1010103","8","0","0","0","0","0","91002","40","2","0","0","0"
"90006","100","2","1010104","8","0","0","0","0","0","91002","50","2","0","0","0"
"90006","150","2","1010105","8","0","2","0","0","0","91002","100","2","0","0","31022"
"90006","20","2","1010106","8","0","0","0","0","0","91002","20","2","0","0","0"
"90006","25","2","1010107","8","0","0","0","0","0","91002","30","2","0","0","0"
"90006","30","2","1010108","8","0","0","0","0","0","91002","40","2","0","0","0"
"90006","40","2","1010109","8","0","0","0","0","0","91002","50","2","0","0","0"
"90006","80","2","1010110","8","0","1","0","0","0","91002","100","2","0","0","31022"
"90006","20","2","1010111","8","0","0","0","0","0","91002","30","2","0","0","0"
"90006","25","2","1010112","8","0","0","0","0","0","91002","40","2","0","0","0"
"90006","30","2","1010113","8","0","0","0","0","0","91002","50","2","0","0","0"
"90006","40","2","1010114","8","0","0","0","0","0","91002","60","2","0","0","0"
"90006","80","2","1010115","8","0","1","0","0","0","91002","100","2","0","0","31022"
"0","25000","0","1010116","12","0","0","0","0","0","94002","0","0","0","0","0"
"90006","40","2","1011101","8","0","0","0","0","0","91002","20","2","0","0","0"
"90006","50","2","1011102","8","0","0","0","0","0","91002","30","2","0","0","0"
"90006","75","2","1011103","8","0","0","0","0","0","91002","40","2","0","0","0"
"90006","100","2","1011104","8","0","0","0","0","0","91002","50","2","0","0","0"
"90006","150","2","1011105","8","0","2","0","0","0","91002","100","2","0","0","31025"
"90006","20","2","1011106","8","0","0","0","0","0","91002","20","2","0","0","0"
"90006","25","2","1011107","8","0","0","0","0","0","91002","30","2","0","0","0"
"90006","30","2","1011108","8","0","0","0","0","0","91002","40","2","0","0","0"
"90006","40","2","1011109","8","0","0","0","0","0","91002","50","2","0","0","0"
"90006","80","2","1011110","8","0","1","0","0","0","91002","100","2","0","0","31025"
"90006","20","2","1011111","8","0","0","0","0","0","91002","30","2","0","0","0"
"90006","25","2","1011112","8","0","0","0","0","0","91002","40","2","0","0","0"
"90006","30","2","1011113","8","0","0","0","0","0","91002","50","2","0","0","0"
"90006","40","2","1011114","8","0","0","0","0","0","91002","60","2","0","0","0"
"90006","80","2","1011115","8","0","1","0","0","0","91002","100","2","0","0","31025"
"0","25000","0","1011116","12","0","0","0","0","0","94002","0","0","0","0","0"
"90006","40","2","1012101","8","0","0","0","0","0","91002","20","2","0","0","0"
"90006","50","2","1012102","8","0","0","0","0","0","91002","30","2","0","0","0"
"90006","75","2","1012103","8","0","0","0","0","0","91002","40","2","0","0","0"
"90006","100","2","1012104","8","0","0","0","0","0","91002","50","2","0","0","0"
"90006","150","2","1012105","8","0","2","0","0","0","91002","100","2","0","0","31018"
"90006","20","2","1012106","8","0","0","0","0","0","91002","20","2","0","0","0"
"90006","25","2","1012107","8","0","0","0","0","0","91002","30","2","0","0","0"
"90006","30","2","1012108","8","0","0","0","0","0","91002","40","2","0","0","0"
"90006","40","2","1012109","8","0","0","0","0","0","91002","50","2","0","0","0"
"90006","80","2","1012110","8","0","1","0","0","0","91002","100","2","0","0","31018"
"90006","20","2","1012111","8","0","0","0","0","0","91002","30","2","0","0","0"
"90006","25","2","1012112","8","0","0","0","0","0","91002","40","2","0","0","0"
"90006","30","2","1012113","8","0","0","0","0","0","91002","50","2","0","0","0"
"90006","40","2","1012114","8","0","0","0","0","0","91002","60","2","0","0","0"
"90006","80","2","1012115","8","0","1","0","0","0","91002","100","2","0","0","31018"
"0","25000","0","1012116","12","0","0","0","0","0","94002","0","0","0","0","0"
"90006","40","2","1013101","8","0","0","0","0","0","91002","20","2","0","0","0"
"90006","50","2","1013102","8","0","0","0","0","0","91002","30","2","0","0","0"
"90006","75","2","1013103","8","0","0","0","0","0","91002","40","2","0","0","0"
"90006","100","2","1013104","8","0","0","0","0","0","91002","50","2","0","0","0"
"90006","150","2","1013105","8","0","2","0","0","0","91002","100","2","0","0","31042"
"90006","20","2","1013106","8","0","0","0","0","0","91002","20","2","0","0","0"
"90006","25","2","1013107","8","0","0","0","0","0","91002","30","2","0","0","0"
"90006","30","2","1013108","8","0","0","0","0","0","91002","40","2","0","0","0"
"90006","40","2","1013109","8","0","0","0","0","0","91002","50","2","0","0","0"
"90006","80","2","1013110","8","0","1","0","0","0","91002","100","2","0","0","31042"
"90006","20","2","1013111","8","0","0","0","0","0","91002","30","2","0","0","0"
"90006","25","2","1013112","8","0","0","0","0","0","91002","40","2","0","0","0"
"90006","30","2","1013113","8","0","0","0","0","0","91002","50","2","0","0","0"
"90006","40","2","1013114","8","0","0","0","0","0","91002","60","2","0","0","0"
"90006","80","2","1013115","8","0","1","0","0","0","91002","100","2","0","0","31042"
"0","25000","0","1013116","12","0","0","0","0","0","94002","0","0","0","0","0"
"90006","40","2","1014101","8","0","0","0","0","0","91002","20","2","0","0","0"
"90006","50","2","1014102","8","0","0","0","0","0","91002","30","2","0","0","0"
"90006","75","2","1014103","8","0","0","0","0","0","91002","40","2","0","0","0"
"90006","100","2","1014104","8","0","0","0","0","0","91002","50","2","0","0","0"
"90006","150","2","1014105","8","0","2","0","0","0","91002","100","2","0","0","31043"
"90006","20","2","1014106","8","0","0","0","0","0","91002","20","2","0","0","0"
"90006","25","2","1014107","8","0","0","0","0","0","91002","30","2","0","0","0"
"90006","30","2","1014108","8","0","0","0","0","0","91002","40","2","0","0","0"
"90006","40","2","1014109","8","0","0","0","0","0","91002","50","2","0","0","0"
"90006","80","2","1014110","8","0","1","0","0","0","91002","100","2","0","0","31043"
"90006","20","2","1014111","8","0","0","0","0","0","91002","30","2","0","0","0"
"90006","25","2","1014112","8","0","0","0","0","0","91002","40","2","0","0","0"
"90006","30","2","1014113","8","0","0","0","0","0","91002","50","2","0","0","0"
"90006","40","2","1014114","8","0","0","0","0","0","91002","60","2","0","0","0"
"90006","80","2","1014115","8","0","1","0","0","0","91002","100","2","0","0","31043"
"0","25000","0","1014116","12","0","0","0","0","0","94002","0","0","0","0","0"
"90006","40","2","1015101","8","0","0","0","0","0","91002","20","2","0","0","0"
"90006","50","2","1015102","8","0","0","0","0","0","91002","30","2","0","0","0"
"90006","75","2","1015103","8","0","0","0","0","0","91002","40","2","0","0","0"
"90006","100","2","1015104","8","0","0","0","0","0","91002","50","2","0","0","0"
"90006","150","2","1015105","8","0","2","0","0","0","91002","100","2","0","0","31025"
"90006","20","2","1015106","8","0","0","0","0","0","91002","20","2","0","0","0"
"90006","25","2","1015107","8","0","0","0","0","0","91002","30","2","0","0","0"
"90006","30","2","1015108","8","0","0","0","0","0","91002","40","2","0","0","0"
"90006","40","2","1015109","8","0","0","0","0","0","91002","50","2","0","0","0"
"90006","80","2","1015110","8","0","1","0","0","0","91002","100","2","0","0","31025"
"90006","20","2","1015111","8","0","0","0","0","0","91002","30","2","0","0","0"
"90006","25","2","1015112","8","0","0","0","0","0","91002","40","2","0","0","0"
"90006","30","2","1015113","8","0","0","0","0","0","91002","50","2","0","0","0"
"90006","40","2","1015114","8","0","0","0","0","0","91002","60","2","0","0","0"
"90006","80","2","1015115","8","0","1","0","0","0","91002","100","2","0","0","31025"
"0","25000","0","1015116","12","0","0","0","0","0","94002","0","0","0","0","0"
"90006","40","2","1016101","8","0","0","0","0","0","91002","20","2","0","0","0"
"90006","50","2","1016102","8","0","0","0","0","0","91002","30","2","0","0","0"
"90006","75","2","1016103","8","0","0","0","0","0","91002","40","2","0","0","0"
"90006","100","2","1016104","8","0","0","0","0","0","91002","50","2","0","0","0"
"90006","150","2","1016105","8","0","2","0","0","0","91002","100","2","0","0","31022"
"90006","20","2","1016106","8","0","0","0","0","0","91002","20","2","0","0","0"
"90006","25","2","1016107","8","0","0","0","0","0","91002","30","2","0","0","0"
"90006","30","2","1016108","8","0","0","0","0","0","91002","40","2","0","0","0"
"90006","40","2","1016109","8","0","0","0","0","0","91002","50","2","0","0","0"
"90006","80","2","1016110","8","0","1","0","0","0","91002","100","2","0","0","31022"
"90006","20","2","1016111","8","0","0","0","0","0","91002","30","2","0","0","0"
"90006","25","2","1016112","8","0","0","0","0","0","91002","40","2","0","0","0"
"90006","30","2","1016113","8","0","0","0","0","0","91002","50","2","0","0","0"
"90006","40","2","1016114","8","0","0","0","0","0","91002","60","2","0","0","0"
"90006","80","2","1016115","8","0","1","0","0","0","91002","100","2","0","0","31022"
"0","25000","0","1016116","12","0","0","0","0","0","94002","0","0","0","0","0"
"90006","40","2","1017101","8","0","0","0","0","0","91002","20","2","0","0","0"
"90006","50","2","1017102","8","0","0","0","0","0","91002","30","2","0","0","0"
"90006","75","2","1017103","8","0","0","0","0","0","91002","40","2","0","0","0"
"90006","100","2","1017104","8","0","0","0","0","0","91002","50","2","0","0","0"
"90006","150","2","1017105","8","0","2","0","0","0","91002","100","2","0","0","31018"
"90006","20","2","1017106","8","0","0","0","0","0","91002","20","2","0","0","0"
"90006","25","2","1017107","8","0","0","0","0","0","91002","30","2","0","0","0"
"90006","30","2","1017108","8","0","0","0","0","0","91002","40","2","0","0","0"
"90006","40","2","1017109","8","0","0","0","0","0","91002","50","2","0","0","0"
"90006","80","2","1017110","8","0","1","0","0","0","91002","100","2","0","0","31018"
"90006","20","2","1017111","8","0","0","0","0","0","91002","30","2","0","0","0"
"90006","25","2","1017112","8","0","0","0","0","0","91002","40","2","0","0","0"
"90006","30","2","1017113","8","0","0","0","0","0","91002","50","2","0","0","0"
"90006","40","2","1017114","8","0","0","0","0","0","91002","60","2","0","0","0"
"90006","80","2","1017115","8","0","1","0","0","0","91002","100","2","0","0","31018"
"0","25000","0","1017116","12","0","0","0","0","0","94002","0","0","0","0","0"
"90006","40","2","1018101","8","0","0","0","0","0","91002","20","2","0","0","0"
"90006","50","2","1018102","8","0","0","0","0","0","91002","30","2","0","0","0"
"90006","75","2","1018103","8","0","0","0","0","0","91002","40","2","0","0","0"
"90006","100","2","1018104","8","0","0","0","0","0","91002","50","2","0","0","0"
"90006","150","2","1018105","8","0","2","0","0","0","91002","100","2","0","0","31042"
"90006","20","2","1018106","8","0","0","0","0","0","91002","20","2","0","0","0"
"90006","25","2","1018107","8","0","0","0","0","0","91002","30","2","0","0","0"
"90006","30","2","1018108","8","0","0","0","0","0","91002","40","2","0","0","0"
"90006","40","2","1018109","8","0","0","0","0","0","91002","50","2","0","0","0"
"90006","80","2","1018110","8","0","1","0","0","0","91002","100","2","0","0","31042"
"90006","20","2","1018111","8","0","0","0","0","0","91002","30","2","0","0","0"
"90006","25","2","1018112","8","0","0","0","0","0","91002","40","2","0","0","0"
"90006","30","2","1018113","8","0","0","0","0","0","91002","50","2","0","0","0"
"90006","40","2","1018114","8","0","0","0","0","0","91002","60","2","0","0","0"
"90006","80","2","1018115","8","0","1","0","0","0","91002","100","2","0","0","31042"
"0","25000","0","1018116","12","0","0","0","0","0","94002","0","0","0","0","0"
"90006","40","2","1019101","8","0","0","0","0","0","91002","20","2","0","0","0"
"90006","50","2","1019102","8","0","0","0","0","0","91002","30","2","0","0","0"
"90006","75","2","1019103","8","0","0","0","0","0","91002","40","2","0","0","0"
"90006","100","2","1019104","8","0","0","0","0","0","91002","50","2","0","0","0"
"90006","150","2","1019105","8","0","2","0","0","0","91002","100","2","0","0","31043"
"90006","20","2","1019106","8","0","0","0","0","0","91002","20","2","0","0","0"
"90006","25","2","1019107","8","0","0","0","0","0","91002","30","2","0","0","0"
"90006","30","2","1019108","8","0","0","0","0","0","91002","40","2","0","0","0"
"90006","40","2","1019109","8","0","0","0","0","0","91002","50","2","0","0","0"
"90006","80","2","1019110","8","0","1","0","0","0","91002","100","2","0","0","31043"
"90006","20","2","1019111","8","0","0","0","0","0","91002","30","2","0","0","0"
"90006","25","2","1019112","8","0","0","0","0","0","91002","40","2","0","0","0"
"90006","30","2","1019113","8","0","0","0","0","0","91002","50","2","0","0","0"
"90006","40","2","1019114","8","0","0","0","0","0","91002","60","2","0","0","0"
"90006","80","2","1019115","8","0","1","0","0","0","91002","100","2","0","0","31043"
"0","25000","0","1019116","12","0","0","0","0","0","94002","0","0","0","0","0"
"90006","40","2","1020101","8","0","0","0","0","0","91002","20","2","0","0","0"
"90006","50","2","1020102","8","0","0","0","0","0","91002","30","2","0","0","0"
"90006","75","2","1020103","8","0","0","0","0","0","91002","40","2","0","0","0"
"90006","100","2","1020104","8","0","0","0","0","0","91002","50","2","0","0","0"
"90006","150","2","1020105","8","0","2","0","0","0","91002","100","2","0","0","31025"
"90006","20","2","1020106","8","0","0","0","0","0","91002","20","2","0","0","0"
"90006","25","2","1020107","8","0","0","0","0","0","91002","30","2","0","0","0"
"90006","30","2","1020108","8","0","0","0","0","0","91002","40","2","0","0","0"
"90006","40","2","1020109","8","0","0","0","0","0","91002","50","2","0","0","0"
"90006","80","2","1020110","8","0","1","0","0","0","91002","100","2","0","0","31025"
"90006","20","2","1020111","8","0","0","0","0","0","91002","30","2","0","0","0"
"90006","25","2","1020112","8","0","0","0","0","0","91002","40","2","0","0","0"
"90006","30","2","1020113","8","0","0","0","0","0","91002","50","2","0","0","0"
"90006","40","2","1020114","8","0","0","0","0","0","91002","60","2","0","0","0"
"90006","80","2","1020115","8","0","1","0","0","0","91002","100","2","0","0","31025"
"0","25000","0","1020116","12","0","0","0","0","0","94002","0","0","0","0","0"
"90006","40","2","1021101","8","0","0","0","0","0","91002","20","2","0","0","0"
"90006","50","2","1021102","8","0","0","0","0","0","91002","30","2","0","0","0"
"90006","75","2","1021103","8","0","0","0","0","0","91002","40","2","0","0","0"
"90006","100","2","1021104","8","0","0","0","0","0","91002","50","2","0","0","0"
"90006","150","2","1021105","8","0","2","0","0","0","91002","100","2","0","0","31022"
"90006","20","2","1021106","8","0","0","0","0","0","91002","20","2","0","0","0"
"90006","25","2","1021107","8","0","0","0","0","0","91002","30","2","0","0","0"
"90006","30","2","1021108","8","0","0","0","0","0","91002","40","2","0","0","0"
"90006","40","2","1021109","8","0","0","0","0","0","91002","50","2","0","0","0"
"90006","80","2","1021110","8","0","1","0","0","0","91002","100","2","0","0","31022"
"90006","20","2","1021111","8","0","0","0","0","0","91002","30","2","0","0","0"
"90006","25","2","1021112","8","0","0","0","0","0","91002","40","2","0","0","0"
"90006","30","2","1021113","8","0","0","0","0","0","91002","50","2","0","0","0"
"90006","40","2","1021114","8","0","0","0","0","0","91002","60","2","0","0","0"
"90006","80","2","1021115","8","0","1","0","0","0","91002","100","2","0","0","31022"
"0","25000","0","1021116","12","0","0","0","0","0","94002","0","0","0","0","0"
"90006","40","2","1022101","8","0","0","0","0","0","91002","20","2","0","0","0"
"90006","50","2","1022102","8","0","0","0","0","0","91002","30","2","0","0","0"
"90006","75","2","1022103","8","0","0","0","0","0","91002","40","2","0","0","0"
"90006","100","2","1022104","8","0","0","0","0","0","91002","50","2","0","0","0"
"90006","150","2","1022105","8","0","2","0","0","0","91002","100","2","0","0","31018"
"90006","20","2","1022106","8","0","0","0","0","0","91002","20","2","0","0","0"
"90006","25","2","1022107","8","0","0","0","0","0","91002","30","2","0","0","0"
"90006","30","2","1022108","8","0","0","0","0","0","91002","40","2","0","0","0"
"90006","40","2","1022109","8","0","0","0","0","0","91002","50","2","0","0","0"
"90006","80","2","1022110","8","0","1","0","0","0","91002","100","2","0","0","31018"
"90006","20","2","1022111","8","0","0","0","0","0","91002","30","2","0","0","0"
"90006","25","2","1022112","8","0","0","0","0","0","91002","40","2","0","0","0"
"90006","30","2","1022113","8","0","0","0","0","0","91002","50","2","0","0","0"
