0bec2f494229f973148803f7162b2d40d4986b80573e797328804f5ffb5bb73e,ec3f475df6eed18b450132bf52ebf00c288bf020adf4cfa02c4579b01b990067,568893f1247955141f0b82c71f40ca9b1ad1772117f90b15e865693dbfd45446,f38f6edba0796a0a8c5c9475209e6e08f16e380a3bec8398804fd62c4df4d4ef,2096729b240157e115ee8b6e113a3a4e5b417281cefc29e2b441261d34356a88,dcad3a5b6b79a30ed9bf7b0feb2db71874c4457be8b5b53c55651be0cf11e7b3,c0e9077a9f47b8c162f7adf020c03ab98f0d4348433714d9ac6d8ee19d2febfd
"2424001","0","0","0","0","924241101","924241100"
"2424002","0","0","0","0","924241201","924241200"
"2424003","0","0","0","0","924241301","924241300"
"2424004","0","0","0","0","924241401","924241400"
"2424005","0","0","0","0","924242101","924242100"
"2424006","0","0","0","0","924242201","924242200"
"2424007","0","0","0","0","924242301","924242300"
"2424008","0","0","0","0","924242401","924242400"
"2424009","0","0","0","0","924243101","924243100"
"2424010","0","0","0","0","924243201","924243200"
"2424011","0","0","0","0","924243301","924243300"
"2424012","0","0","0","0","924243401","924243400"
"2501001","925010105","925010103","925010104","925010102","925010101","925010100"
"2501002","925010205","925010203","925010204","925010202","925010201","925010200"
"2501003","925010305","925010303","925010304","925010302","925010301","925010300"
"2501004","0","0","0","0","925011101","925011100"
"2501005","0","0","0","0","925011201","925011200"
"2501006","0","0","0","0","925011301","925011300"
"2501007","0","0","0","0","925011401","925011400"
"2501008","0","0","0","0","925012101","925012100"
"2501009","0","0","0","0","925012201","925012200"
"2501010","0","0","0","0","925012301","925012300"
"2501011","0","0","0","0","925012401","925012400"
"2501012","0","0","0","0","925013101","925013100"
"2501013","0","0","0","0","925013201","925013200"
"2501014","0","0","0","0","925013301","925013300"
"2501015","0","0","0","0","925013401","925013400"
