a2f0ca9750e0e9a7f603a08979245759f89a781326217b76d9ff57298094091f,e36c6aee83a1d4b8bcb30d527b37d91cba85c14124ea3f1f6ba1405c5bfa9db1,ee2274e63e7ad471bc882cc427475f621be31d40660743e324eec99a913e4092,19fddec3633bcbc8a422d0042764ffe111e8bb38596a47b1c43f7d6bf0527f12,d6a4916ba24fc8f16af7f9bce15baaa510f1359872a1e412adb5c685a34ecf2d,927cb11710a97f37c295f238f3d1ef3728ef4b7835e44b69bead1838a75bc251,771947bc16b2f8f8f33609d1a35d6afcb77c969b7ba8ed61d709a7d043fdbcc2,691bf6980a598b41e74d7b9efe96eeeebd8de193b822d5d52d66328dd2a1e236,3f8105aeaf36d1179a6c65de9f0591ea4328b7edc9eb12bb8c0fecc99eb12044,684f40a8468e0ad710b3ff7ee3da7b152c4b1cfee524d995c0455b9d5e124a88,c6c3df54ff157b7ef260fc8b15ff5c45f88b4130da5b266267d61b612336b235,13775719540dc10010aec86e7844096fcc214bf9e86632f1981d1b63b2b5609f,71086888e74f23eca6b9ca08fba31f430219166c29600f5b7a0eafdc335c8270,bc05c3aeee7b1819e45c8964811eed4a13a84499caa86303df7a277a9972ab22,b1466ea75f64c15a4fbf81f61f97791aba9130f0810e2efc8c3f08f554ba5b6a,88073180efef1698cec28fd634de27757843cf4eb94b50a7fc12673df358050a,6381d52d44e67b0a348b63653c6278790ab041fcd27f18128f18ca6b92d990d9,a6f59a62f4c82a4c2f2285d4eabbc8c7dcb615d351537359e594e980fa174572,0ba70e3ebe5f6e70874e7fd3e1c718e0640bfe6bed0637bfac2a00ece904c4b2,db2794e4fadc4aaa26d9158eb1226fce4394b1760638ae9d0f0332e8f0dd5d08,5644a447b6fc10ee03c58bf92d2b13fed139e075080b57ec7c7997916835b9f6,a224624670583cd49ef77528ea23a44d3373c0f618226d25189b7dc66b61efe5,3fe4aef7bee344cb3807885372000bb6193586789ae6cd96e8fefe1c986a081a,0d0094c5a53258b54ba9e545c6e99e64b84ac1e58efcd9f2332f7b55fa112de0,0dea04e4d8be96603e29d868c439915aaba627e7da2496a89cbe8f798914de08,09999f3016592d0da17e4c8596d6ef34ed8eb12f26fced3dc7e5db08af7270c1,93c090e11baeace07d77559d21b9605a8b68ea416714d80ae31fed78ae810455,dbbacf557c9996fd5c0d5549e84cd96a192ddabdca3b25346599e9e802bbc2f5
"100101","0","100301","1","1003003","103101","50","100301","100304","102201","90","104401","0","100301","100301","100102","100301","100601","0","3","100301","0","100003","2025/01/01 16:00:00","13","104401","1003","100701"
"100302","0","100401","1","1003004","102701","50","100401","100202","101301","90","105601","0","100401","100401","100304","100401","105101","0","4","100401","0","100003","2025/01/01 16:00:00","14","100901","1003","105601"
"100101","0","100501","1","1003005","105301","50","100501","100303","100801","90","105301","0","100501","100501","100102","100501","105501","0","5","100501","0","100003","2025/01/01 16:00:00","13","103001","1003","104501"
"100302","0","100602","1","1003006","126901","50","100601","100202","118101","90","118201","0","100602","100601","100304","100602","131201","0","6","100602","0","100003","2025/01/01 16:00:00","14","118201","1003","123301"
"100205","0","100701","1","1003007","106601","50","100701","100202","112201","90","105201","0","100701","100701","100101","100701","102201","0","7","100701","14","100003","2025/01/01 16:00:00","13","103401","1003","105201"
"100101","0","100802","1","1003008","115001","50","100801","100303","180601","90","103401","0","100801","100801","100102","100801","123001","0","8","100801","14","100003","2025/01/01 16:00:00","13","112201","1003","103401"
"100302","0","100901","1","1003009","119201","50","100901","100202","101601","90","120001","20","100901","100901","100303","100901","105501","0","9","100901","14","100003","2025/01/01 16:00:00","13","103401","1003","120001"
"100101","0","101002","2","1003010","105301","50","101002","100302","123001","90","126101","0","101006","101001","100102","101006","105501","0","10","101002","1","100003","2025/01/01 16:00:00","8","126101","1003","103401"
"100302","0","101106","2","1003011","105501","50","101102","100202","129001","90","123001","0","101106","101101","100303","101106","123001","0","11","101102","2","100003","2025/01/01 16:00:00","9","129601","1003","108901"
"100205","0","101206","2","1003012","127901","50","101202","100202","108301","90","108301","0","101204","101201","100101","101204","131001","0","12","101206","3","100003","2025/01/01 16:00:00","10","110301","1003","100501"
"100101","0","101301","2","1003013","103401","50","101305","100302","129001","90","101101","6","101306","101301","100102","101306","101101","0","13","101302","5","100003","2025/01/02 16:00:00","4","129701","1003","120001"
"100301","0","101404","2","1003014","105401","50","101406","100203","106001","90","128801","11","101401","101401","100303","101405","110301","0","14","101402","7","100003","2025/01/02 16:00:00","6","180301","1003","128801"
"100205","0","101506","2","1003015","106601","50","101502","100202","129001","90","129001","4","101506","101501","100101","101506","126101","0","15","101502","12","100003","2025/01/02 16:00:00","11","130901","1003","105601"
"100305","0","111604","3","1003016","120001","50","111602","100302","129001","90","129601","0","111606","111601","100101","111606","110301","0","16","111605","17","100003","2025/01/03 16:00:00","13","129601","1003","108901"
"100303","0","111702","3","1003017","120001","50","111706","100203","123001","90","131101","0","111706","111701","100101","111702","100901","0","17","111705","18","100003","2025/01/03 16:00:00","14","103401","1003","131101"
"100302","0","111802","3","1003018","100501","50","111802","100203","129701","90","129701","0","111806","111801","100101","111802","105501","0","18","111802","0","100003","2025/01/03 16:00:00","19","103401","1003","108901"
"100303","0","100101","1","1004001","181201","50","100101","100203","118601","90","180401","0","100101","100101","100305","100101","180601","0","1","100101","0","100003","2025/02/01 16:00:00","13","180501","1004","180401"
"100205","0","100201","1","1004002","180301","50","100201","100203","129001","90","180101","0","100201","100201","100101","100201","180201","0","2","100201","0","100003","2025/02/01 16:00:00","14","123001","1004","180101"
"100101","0","100301","1","1004003","180801","50","100301","100304","180701","90","180901","0","100301","100301","100102","100301","181001","0","3","100301","0","100003","2025/02/01 16:00:00","13","181101","1004","180901"
"100302","0","100401","1","1004004","110301","50","100401","100202","112201","90","110301","0","100401","100401","100304","100401","101601","0","4","100401","0","100003","2025/02/01 16:00:00","14","121101","1004","103301"
"100101","0","100502","1","1004005","117301","50","100501","100303","104001","90","117301","0","100501","100501","100102","100501","106901","0","5","100501","0","100003","2025/02/01 16:00:00","13","110301","1004","105401"
"100302","0","100602","1","1004006","101801","50","100601","100202","129001","90","101401","0","100602","100601","100304","100601","123001","0","6","100601","0","100003","2025/02/01 16:00:00","14","101401","1004","103401"
"100205","0","100701","1","1004007","103001","50","100701","100202","111001","90","104901","0","100701","100701","100101","100701","102601","0","7","100701","14","100003","2025/02/01 16:00:00","13","102801","1004","104901"
"100101","0","100801","1","1004008","106601","50","100801","100303","112201","90","105201","0","100801","100801","100102","100801","102201","0","8","100801","14","100003","2025/02/01 16:00:00","13","103401","1004","105201"
"100302","0","100902","1","1004009","115001","50","100901","100202","180601","90","115001","20","100901","100901","100303","100901","123001","0","9","100901","14","100003","2025/02/01 16:00:00","13","112201","1004","103401"
"100101","0","101002","2","1004010","119201","50","101005","100302","101601","90","103401","26","101001","101001","100102","101002","105501","0","10","101005","1","100003","2025/02/01 16:00:00","8","103401","1004","120001"
"100302","0","101106","2","1004011","106601","50","101102","100202","129001","90","126101","27","101106","101101","100303","101106","126101","0","11","101102","2","100003","2025/02/01 16:00:00","9","130901","1004","105601"
"100205","0","101204","2","1004012","120001","50","101202","100202","129001","90","129601","28","101206","101201","100101","101206","110301","0","12","101205","3","100003","2025/02/01 16:00:00","10","129601","1004","108901"
"100101","0","101302","2","1004013","120001","50","101306","100302","123001","90","105501","0","101306","101301","100102","101302","105501","0","13","101305","29","100003","2025/02/02 16:00:00","11","103401","1004","131101"
"100301","0","101402","2","1004014","100501","50","101402","100203","129701","90","108901","0","101406","101401","100303","101402","105501","0","14","101402","30","100003","2025/02/02 16:00:00","12","103401","1004","108901"
"100205","0","101506","2","1004015","103401","50","101505","100202","118601","90","123001","0","101506","101501","100101","101502","123001","0","15","101502","22","100003","2025/02/02 16:00:00","4","105501","1004","120001"
"100305","0","111606","3","1004016","130901","50","111602","100302","100801","90","129001","0","111602","111601","100101","111606","129001","0","16","111606","24","100003","2025/02/03 16:00:00","6","126101","1004","100501"
"100303","0","111706","3","1004017","104901","50","111702","100203","180601","90","131701","0","111705","111701","100101","111706","123001","0","17","111701","25","100003","2025/02/03 16:00:00","7","131701","1004","108901"
"100302","0","111806","3","1004018","103401","50","111802","100203","118601","90","118601","0","111806","111801","100101","111806","129001","0","18","111802","0","100003","2025/02/03 16:00:00","19","123001","1004","100701"
"100303","0","100101","1","1005001","102001","50","100101","100203","111401","90","102101","0","100101","100101","100305","100101","126501","0","1","100101","0","100003","2025/03/01 16:00:00","13","118201","1005","102101"
"100205","0","100201","1","1005002","123301","50","100201","100203","118501","90","102301","0","100201","100201","100101","100201","107001","0","2","100201","0","100003","2025/03/01 16:00:00","14","129601","1005","102301"
"100101","0","100301","1","1005003","103701","50","100301","100304","105001","90","104301","0","100301","100301","100102","100301","101401","0","3","100301","0","100003","2025/03/01 16:00:00","13","105301","1005","104301"
"100302","0","100401","1","1005004","103001","50","100401","100202","111001","90","104901","0","100401","100401","100304","100401","102601","0","4","100401","0","100003","2025/03/01 16:00:00","14","102801","1005","104901"
"100101","0","100501","1","1005005","106601","50","100501","100303","112201","90","105201","0","100501","100501","100102","100501","102201","0","5","100501","0","100003","2025/03/01 16:00:00","13","103401","1005","105201"
"100302","0","100602","1","1005006","115001","50","100601","100202","180601","90","115001","0","100601","100601","100304","100601","123001","0","6","100601","0","100003","2025/03/01 16:00:00","14","112201","1005","103401"
"100205","0","100701","1","1005007","119201","50","100701","100202","101601","90","103401","0","100701","100701","100101","100701","105501","0","7","100701","14","100003","2025/03/01 16:00:00","13","103401","1005","120001"
"100101","0","100802","1","1005008","106601","50","100801","100303","129001","90","126101","0","100802","100801","100102","100802","126101","0","8","100801","14","100003","2025/03/01 16:00:00","13","130901","1005","105601"
"100302","0","100901","1","1005009","120001","50","100901","100202","129001","90","110301","20","100902","100901","100303","100902","110301","0","9","100901","14","100003","2025/03/01 16:00:00","13","129601","1005","108901"
"100101","0","101002","2","1005010","120001","50","101006","100302","123001","90","105501","26","101006","101001","100102","101002","105501","0","10","101005","1","100003","2025/03/01 16:00:00","8","103401","1005","131101"
"100302","0","101102","2","1005011","100501","50","101102","100202","129701","90","108901","27","101106","101101","100303","101102","105501","0","11","101102","2","100003","2025/03/01 16:00:00","9","103401","1005","108901"
"100205","0","101206","2","1005012","103401","50","101205","100202","118601","90","123001","28","101206","101201","100101","101202","123001","0","12","101202","3","100003","2025/03/01 16:00:00","10","105501","1005","120001"
"100101","0","101306","2","1005013","130901","50","101302","100302","100801","90","129001","0","101302","101301","100102","101306","129001","0","13","101306","29","100003","2025/03/02 16:00:00","11","126101","1005","100501"
"100307","0","101406","2","1005014","104901","50","101402","100203","180601","90","131701","0","101405","101401","100303","101406","123001","0","14","101401","30","100003","2025/03/02 16:00:00","12","131701","1005","108901"
"100205","0","101506","2","1005015","103401","50","101502","100202","118601","90","100701","0","101506","101501","100101","101506","129001","0","15","101502","22","100003","2025/03/02 16:00:00","4","123001","1005","100701"
"100305","0","111602","3","1005016","120001","50","111602","100302","129001","90","100501","0","111606","111601","100101","111602","104801","0","16","111605","24","100003","2025/03/03 16:00:00","6","103401","1005","100501"
"100303","0","111706","3","1005017","104901","50","111702","100203","129001","90","129601","0","111706","111701","100101","111702","129601","0","17","111701","25","100003","2025/03/03 16:00:00","7","105501","1005","108901"
"100302","0","111806","3","1005018","130901","50","111802","100203","118601","90","118601","0","111806","111801","100101","111802","123001","0","18","111806","0","100003","2025/03/03 16:00:00","19","105501","1005","100701"
"100303","0","100101","1","1006001","105901","50","100101","100203","100801","90","180801","0","100101","100101","100305","100101","104001","0","1","100101","0","100003","2025/04/01 16:00:00","13","127701","1006","180801"
"100205","0","100201","1","1006002","102501","50","100201","100203","111001","90","105401","0","100201","100201","100101","100201","100201","0","2","100201","0","100003","2025/04/01 16:00:00","14","101001","1006","105401"
"100101","0","100301","1","1006003","103401","50","100301","100304","106901","90","103301","0","100301","100301","100102","100301","105101","0","3","100301","0","100003","2025/04/01 16:00:00","13","106801","1006","103301"
"100302","0","100401","1","1006004","119201","50","100401","100202","101601","90","103401","0","100401","100401","100304","100401","105501","0","4","100401","0","100003","2025/04/01 16:00:00","14","103401","1006","120001"
"100101","0","100502","1","1006005","106601","50","100501","100303","129001","90","130901","0","100502","100501","100102","100502","126101","0","5","100501","0","100003","2025/04/01 16:00:00","13","130901","1006","105601"
"100302","0","100601","1","1006006","120001","50","100601","100202","129001","90","110301","0","100602","100601","100304","100602","110301","0","6","100601","0","100003","2025/04/01 16:00:00","14","129601","1006","108901"
"100205","0","100701","1","1006007","120001","50","100702","100202","123001","90","131101","0","100702","100701","100101","100701","105501","0","7","100701","14","100003","2025/04/01 16:00:00","13","103401","1006","131101"
"100101","0","100801","1","1006008","100501","50","100801","100303","129701","90","108901","0","100802","100801","100102","100801","105501","0","8","100801","14","100003","2025/04/01 16:00:00","13","103401","1006","108901"
"100302","0","100902","1","1006009","103401","50","100901","100202","118601","90","105501","20","100902","100901","100303","100901","123001","0","9","100901","14","100003","2025/04/01 16:00:00","13","105501","1006","120001"
"100101","0","101006","2","1006010","130901","50","101002","100302","100801","90","126101","26","101002","101001","100102","101006","129001","0","10","101006","1","100003","2025/04/01 16:00:00","8","126101","1006","100501"
"100302","0","101106","2","1006011","104901","50","101102","100202","180601","90","131701","27","101105","101101","100303","101106","123001","0","11","101101","2","100003","2025/04/01 16:00:00","9","131701","1006","108901"
"100205","0","101206","2","1006012","103401","50","101202","100202","118601","90","100701","28","101206","101201","100101","101206","129001","0","12","101202","3","100003","2025/04/01 16:00:00","10","123001","1006","100701"
"100101","0","101302","2","1006013","120001","50","101302","100302","129001","90","129001","0","101306","101301","100102","101302","104801","0","13","101305","29","100003","2025/04/02 16:00:00","11","103401","1006","100501"
"100307","0","101406","2","1006014","104901","50","101402","100203","129001","90","129601","0","101406","101401","100303","101402","129601","0","14","101401","30","100003","2025/04/02 16:00:00","12","105501","1006","108901"
"100205","0","101506","2","1006015","130901","50","101502","100202","118601","90","123001","0","101506","101501","100101","101502","123001","0","15","101506","22","100003","2025/04/02 16:00:00","4","105501","1006","100701"
"100305","0","111602","3","1006016","106601","50","111602","100302","112201","90","105201","0","111605","111601","100101","111602","102201","0","16","111602","24","100003","2025/04/03 16:00:00","6","103401","1006","105201"
"100303","0","111706","3","1006017","123001","50","111702","100203","129001","90","118501","0","111706","111701","100101","111701","118501","0","17","111706","25","100003","2025/04/03 16:00:00","7","106001","1006","101401"
"100302","0","111806","3","1006018","103401","50","111805","100203","118601","90","118601","0","111806","111801","100101","111802","129001","0","18","111802","0","100003","2025/04/03 16:00:00","19","105501","1006","120001"
"100303","0","100101","1","1007001","108901","50","100101","100203","108801","90","114701","0","100101","100101","100305","100101","115001","0","1","100101","0","100003","2025/06/01 16:00:00","13","108701","1007","114701"
"100205","0","100201","1","1007002","111801","50","100201","100203","112101","90","111901","0","100201","100201","100101","100201","112001","0","2","100201","0","100003","2025/06/01 16:00:00","14","120701","1007","111901"
"100101","0","100301","1","1007003","120901","50","100301","100304","124501","90","120801","0","100301","100301","100102","100301","124601","0","3","100301","0","100003","2025/06/01 16:00:00","13","124701","1007","120801"
"100302","0","100401","1","1007004","106601","50","100401","100202","112201","90","105201","0","100401","100401","100304","100401","102201","0","4","100401","0","100003","2025/06/01 16:00:00","14","103401","1007","105201"
"100101","0","100501","1","1007005","124501","50","100501","100303","106001","90","123701","0","100501","100501","100102","100501","123701","0","5","100501","0","100003","2025/06/01 16:00:00","13","101801","1007","110301"
"100302","0","100601","1","1007006","100501","50","100601","100202","129701","90","100501","0","100602","100601","100304","100601","105501","0","6","100601","0","100003","2025/06/01 16:00:00","14","103401","1007","108901"
"100205","0","100701","1","1007007","103401","50","100701","100202","111401","90","111401","0","100701","100701","100101","100701","101201","0","7","100701","14","100003","2025/06/01 16:00:00","13","110301","1007","104601"
"100101","0","100801","1","1007008","105401","50","100802","100303","106001","90","180301","0","100801","100801","100102","100801","110301","0","8","100801","14","100003","2025/06/01 16:00:00","13","180301","1007","128801"
"100302","0","100902","1","1007009","104901","50","100901","100202","180601","90","131701","20","100901","100901","100303","100902","123001","0","9","100901","14","100003","2025/06/01 16:00:00","13","131701","1007","108901"
"100101","0","101006","2","1007010","130901","50","101002","100302","100801","90","126101","26","101002","101001","100102","101005","129001","0","10","101006","1","100003","2025/06/01 16:00:00","8","126101","1007","100501"
"100302","0","101106","2","1007011","117301","50","101102","100202","104001","90","104001","27","101102","101101","100303","101104","106901","0","11","101105","2","100003","2025/06/01 16:00:00","9","110301","1007","105401"
"100205","0","101202","2","1007012","119201","50","101205","100202","101601","90","103401","28","101201","101201","100101","101202","105501","0","12","101205","3","100003","2025/06/01 16:00:00","10","103401","1007","120001"
"100101","0","101302","2","1007013","120001","50","101302","100302","129001","90","129001","0","101306","101301","100102","101302","104801","0","13","101305","29","100003","2025/06/02 16:00:00","11","103401","1007","100501"
"100307","0","101406","2","1007014","104901","50","101402","100203","129001","90","129601","0","101406","101401","100303","101402","129601","0","14","101401","30","100003","2025/06/02 16:00:00","12","105501","1007","108901"
"100205","0","101506","2","1007015","103401","50","101502","100202","118601","90","100701","0","101506","101501","100101","101506","129001","0","15","101502","22","100003","2025/06/02 16:00:00","4","123001","1007","100701"
"100305","0","111604","3","1007016","120001","50","111602","100302","123001","90","108901","0","111606","121601","100101","111605","110301","0","16","111605","24","100003","2025/06/03 16:00:00","6","126101","1007","108901"
"100303","0","111701","3","1007017","100501","50","111702","100203","100801","90","101101","0","111702","121701","100101","111705","101101","0","17","111702","25","100003","2025/06/03 16:00:00","7","126101","1007","100701"
"100302","0","111801","3","1007018","120001","50","111802","100203","118601","90","118601","0","111806","121801","100101","111804","101101","0","18","111805","0","100003","2025/06/03 16:00:00","19","110301","1007","108901"
"100303","0","100101","1","1008001","100301","50","100101","100203","118001","90","105801","0","100101","100101","100305","100101","101301","0","1","100101","0","100003","2025/07/01 16:00:00","13","104401","1008","105801"
"100205","0","100201","1","1008002","106401","50","100201","100203","106901","90","102701","0","100201","100201","100101","100201","130901","0","2","100201","0","100003","2025/07/01 16:00:00","14","102801","1008","102701"
"100101","0","100301","1","1008003","123301","50","100301","100304","125101","90","109601","0","100301","100301","100102","100301","104201","0","3","100301","0","100003","2025/07/01 16:00:00","13","117001","1008","109601"
"100302","0","100401","1","1008004","101401","50","100401","100202","108301","90","101001","0","100401","100401","100304","100402","101001","0","4","100401","0","100003","2025/07/01 16:00:00","14","118501","1008","126101"
"100101","0","100501","1","1008005","127901","50","100501","100303","100201","90","101201","0","100501","100501","100102","100501","101201","0","5","100501","0","100003","2025/07/01 16:00:00","13","101101","1008","108901"
