8706fe3978cfe774430d4726e338c5a58fc3af29f756f386423dc4de5042ddae,afd9e215481a04e4b72e5a691acdc48921e07249ad382130551eaf95a74396ea,a26549cb17fb2acafb42166798ebffe8c115faed81aece2297998ac5aee7705f,af61a1c70b3558f897c384c5e3619986f9ecfe341b1ada6627379c0fd7818a06,1d8718741495607379ae98d6e528ed1a75cf0b06be927753d952981702d25ae0,1ff524fe32d61aafc252e61d16320f87ee4b2b01ce4a4f4b1780ed4ae56b0988,99a276a08cb62052276224e618c7f7b0cc04d68aba2809d4cd2504a00b948dff,112f1dcb0aa8858b495dadc745dea993ac0fe99b4db13fa7727c3fbb46e6d850,c460890f91e7fe91111697c690ae7049785baf89fadc19adee5d6137f774ddcc,8faf1b5de1a8e2f5cf476bfd73caca0cb763f32d9664eb4761f1c49ec106ed18,374b7a4e4fd930fd0cac7bc63065a53d570a24ce1b3a9231769d5cca88ee575e,84dce9beaf5b7a397ed2e5e587def0d918f273df620a4d149f4834193b2d1669,14cc9c8da387ff568203ac3f141cd165ea68eb305055c006f305bbf91802df8a,ef6e862aba5f550947d98324d96f21e577506ef243b41ad327b8ab6d91ed43cb,eaa65831f088da572f25369e699cf4f9b5e9cfd74a2f6ba5e1bf1053f5297431,7b1737f8d4962733cf607de291faccddd3d7a446927a87f9fe9652f7c06a333f,f7e04f3351abf32608ec5ef807975cf36fc3d088b77a8989b65b2513b56abfe7,cb0c1ae806535eb00a670e009a4ce85783d9a234d47b3b272cae8df84f344b26,5aec5a4a105f041c2e0380a5f92788cce4e52216a44bf5c2b85c4d1d3b5abde8,d43a426ad8fa2a4bb69e911ecec9e54bedae8c49c6a3d14ac65b3bd6f65ed6b8,f63212154c2960b8142e03f3e1ef51feaa45b675fd63567602efd6e50e0b154f,607de7e3b48d6cfc6cabe57a0d1a330bcb09f0e935dc6d7b0f61a84af584f64d,c37299840803daea43d714b5d69194a2eb06cf14b6f021bba8268021542f653a,b8bab72724f95026dfc9b1e6333542a507c0f2bda269e6ca4c4bf83b6b118bff,184c450737bb572eaa34ea40f48714892b9120cf7fff75c947bb7f31964f6083,d4c2f7c386403c84ed4507740ab4e33f386a1ccd06886160ffc076a8355ac95b,efcba34ea4a4ee76a813c0dcca61f5e44e660150a4f9534adb543e40c77fc968,a3c26955614e687686941012ccc7a4d84e9fbde27a17e6848d98e1aff02b26d8,bcc6f90dfeedb5df3dfd827d7bc5555553fb1ffb328f9709c70d80da7b4e9543,92312d5cc0a8a3bbbba17b613f4585433a22397eca23d592b87ecdb6df739bcb,42d64450b76bf6bd5616e1055647f5f77c277bac2527a87005077cd73ab660ca,be95d3a7b2633d8a17bc7972df87c531c2c45560194b49db547283540f678f63,3ddfeb1a242df0037f6eeb525f0e4e4975db7d7b8df00711027ef467c60b65b6,6fad37545b52b65c8daabee2938ec9ba0bf406596311ecc03ef6534dfa75472e,3d3da56fe501a70c31939464a493c684651e3c3168183cc63e1e3581cbe64cb4,0773e09b0f140e3c1ccc75a3a56e8e6b17ad8dc13dcfad7c8ef7cac52d57dd6c,72b65ae4d740192e152524f2b5e49bb6bfa4392af9e4a432e67ece780cad43c7,41c28e420a557e7b2f3c45e7fefae969efd2f4b340c242ef64c9f4f83accb3a3,dcd5970e9ca01d72594e8fb584424e133484b836aaaac75680c1e8e88b8f4dc7
"10070105","1","1.3","401040341","0","1004203","1004101","13","1004201","1","100000","1","1004102","10070103","1","1004103","710071","0.03","1.3","401040321","0","10070104","401040331","10070101","1.5","1004202","1007","10070102","1004205","1004204","401040351","1004105","401040311","1004104","1","1001301","1","1","1"
"10070105","2","1.8","401040391","0","1004208","1004106","14","1004206","1","100000","-1","1004107","10070103","1.3","1004108","710071","0.06","1.8","401040371","0","10070104","401040381","10070101","2","1004207","1007","10070102","1004210","1004209","401040401","1004110","401040361","1004109","2","1001303","1","1","1.3"
"10080105","1","1.3","401040441","0","1004203","1004101","15","1004201","1","100000","1","1004102","10080103","1","1004103","710081","0.03","1.3","401040421","0","10080104","401040431","10080101","1.5","1004202","1008","10080102","1004205","1004204","401040451","1004105","401040411","1004104","1","1001301","1","1","1"
"10080105","2","1.8","401040491","0","1004208","1004106","16","1004206","1","100000","-1","1004107","10080103","1.3","1004108","710081","0.06","1.8","401040471","0","10080104","401040481","10080101","2","1004207","1008","10080102","1004210","1004209","401040501","1004110","401040461","1004109","2","1001303","1","1","1.3"
"10090105","1","1.3","401040541","0","1004203","1004101","17","1004201","1","100000","1","1004102","10090103","1","1004103","710091","0.03","1.3","401040521","0","10090104","401040531","10090101","1.5","1004202","1009","10090102","1004205","1004204","401040551","1004105","401040511","1004104","1","1001301","1","1","1"
"10090105","2","1.8","401040591","0","1004208","1004106","18","1004206","1","100000","5","1004107","10090103","1.4","1004108","710091","0.06","1.8","401040571","0","10090104","401040581","10090101","2","1004207","1009","10090102","1004210","1004209","401040601","1004110","401040561","1004109","2","1001303","1","1","1.4"
"10090105","6","2.5","401040641","0","1004203","1004101","19","1004201","1","100000","-1","1004102","10090103","2","1004103","710091","0.06","2.5","401040621","0","10090104","401040631","10090101","3","1004202","1009","10090102","1004205","1004204","401040651","1004105","401040611","1004104","2","1001303","1","1","2"
"10100105","1","1.3","401011004","0","1004208","1004106","20","1004206","1","100000","3","1004107","10100103","1","1004108","710101","0.03","1.3","401011002","0","10100104","401011003","10100101","1.5","1004207","1010","10100102","1004210","1004209","401011005","1004110","401011001","1004109","1","1001301","1","1","1"
"10100105","4","1.8","401021004","0","1004203","1004101","21","1004201","1","100000","10","1004102","10100103","1.4","1004103","710101","0.06","1.8","401021002","0","10100104","401021003","10100101","2","1004202","1010","10100102","1004205","1004204","401021005","1004105","401021001","1004104","2","1001303","1","1","1.4"
"10100105","11","2.5","401031004","0","1004208","1004106","22","1004206","1","100000","-1","1004107","10100103","2","1004108","710101","0.06","2.5","401031002","0","10100104","401031003","10100101","3","1004207","1010","10100102","1004210","1004209","401031005","1004110","401031001","1004109","2","1001303","1","1","2"
"10110105","1","1.3","401040691","0","1004203","1004101","23","1004201","2","100000","1","1004102","10110103","1","1004103","710111","0.03","1.3","401040671","0","10110104","401040681","10110101","1.5","1004202","1011","10110102","1004205","1004204","401040701","1004105","401040661","1004104","1","1001301","1","1","1"
"10110105","2","1.3","401040691","0","1004208","1004106","24","1004206","2","100000","3","1004107","10110103","1","1004108","710111","0.03","1.3","401040671","0","10110104","401040681","10110101","1.5","1004207","1011","10110102","1004210","1004209","401040701","1004110","401040661","1004109","1","1001303","1","1","1"
"10110105","4","1.8","401040741","0","1004203","1004101","25","1004201","5","100000","10","1004102","10110103","1.4","1004103","710111","0.06","1.8","401040721","0","10110104","401040731","10110101","2","1004202","1011","10110102","1004205","1004204","401040751","1004105","401040711","1004104","2","1001303","1","2","1.4"
"10110105","11","2.5","401040791","0","1004208","1004106","26","1004206","12","100000","-1","1004107","10110103","2","1004108","710111","0.06","2.5","401040771","0","10110104","401040781","10110101","3","1004207","1011","10110102","1004210","1004209","401040801","1004110","401040761","1004109","2","1001303","1","3","2"
"10120105","1","1.3","401040841","0","1004203","1004101","27","1004201","2","100000","1","1004102","10120103","1","1004103","710121","0.03","1.3","401040821","0","10120104","401040831","10120101","1.5","1004202","1012","10120102","1004205","1004204","401040851","1004105","401040811","1004104","1","1001301","1","1","1"
"10120105","2","1.3","401040841","0","1004208","1004106","28","1004206","2","100000","3","1004107","10120103","1","1004108","710121","0.03","1.3","401040821","0","10120104","401040831","10120101","1.5","1004207","1012","10120102","1004210","1004209","401040851","1004110","401040811","1004109","1","1001303","1","1","1"
"10120105","4","1.8","401040891","0","1004203","1004101","29","1004201","5","100000","10","1004102","10120103","1.4","1004103","710121","0.06","1.8","401040871","0","10120104","401040881","10120101","2","1004202","1012","10120102","1004205","1004204","401040901","1004105","401040861","1004104","2","1001303","1","2","1.4"
"10120105","11","2.5","401040941","0","1004208","1004106","30","1004206","12","100000","-1","1004107","10120103","2","1004108","710121","0.06","2.5","401040921","0","10120104","401040931","10120101","3","1004207","1012","10120102","1004210","1004209","401040951","1004110","401040911","1004109","2","1001303","1","3","2"
"10130105","1","1.3","401040991","0","1004203","1004101","31","1004201","2","100000","1","1004102","10130103","1","1004103","710011","0.03","1.3","401040971","0","10130104","401040981","10130101","1.5","1004202","1013","10130102","1004205","1004204","401041001","1004105","401040961","1004104","1","1001301","1","1","1"
"10130105","2","1.3","401040991","0","1004208","1004106","32","1004206","2","100000","3","1004107","10130103","1","1004108","710011","0.03","1.3","401040971","0","10130104","401040981","10130101","1.5","1004207","1013","10130102","1004210","1004209","401041001","1004110","401040961","1004109","1","1001303","1","1","1"
"10130105","4","1.8","401041041","0","1004203","1004101","33","1004201","5","100000","10","1004102","10130103","1.4","1004103","710011","0.06","1.8","401041021","0","10130104","401041031","10130101","2","1004202","1013","10130102","1004205","1004204","401041051","1004105","401041011","1004104","2","1001303","1","2","1.4"
"10130105","11","2.5","401041091","0","1004208","1004106","34","1004206","12","100000","-1","1004107","10130103","2","1004108","710011","0.06","2.5","401041071","0","10130104","401041081","10130101","3","1004207","1013","10130102","1004210","1004209","401041101","1004110","401041061","1004109","2","1001303","1","3","2"
"10140105","1","1.3","401041141","0","1004203","1004101","35","1004201","2","100000","1","1004102","10140103","1","1004103","710021","0.03","1.3","401041121","0","10140104","401041131","10140101","1.5","1004202","1014","10140102","1004205","1004204","401041151","1004105","401041111","1004104","1","1001301","1","1","1"
"10140105","2","1.3","401041141","0","1004208","1004106","36","1004206","2","100000","3","1004107","10140103","1","1004108","710021","0.03","1.3","401041121","0","10140104","401041131","10140101","1.5","1004207","1014","10140102","1004210","1004209","401041151","1004110","401041111","1004109","1","1001303","1","1","1"
"10140105","4","1.8","401041191","0","1004203","1004101","37","1004201","5","100000","10","1004102","10140103","1.4","1004103","710021","0.06","1.8","401041171","0","10140104","401041181","10140101","2","1004202","1014","10140102","1004205","1004204","401041201","1004105","401041161","1004104","2","1001303","1","2","1.4"
"10140105","11","2.5","401041241","0","1004208","1004106","38","1004206","12","100000","-1","1004107","10140103","2","1004108","710021","0.06","2.5","401041221","0","10140104","401041231","10140101","3","1004207","1014","10140102","1004210","1004209","401041251","1004110","401041211","1004109","2","1001303","1","3","2"
"10150105","1","1.3","401041291","0","1004203","1004101","39","1004201","2","100000","1","1004102","10150103","1","1004103","710031","0.03","1.3","401041271","0","10150104","401041281","10150101","1.5","1004202","1015","10150102","1004205","1004204","401041301","1004105","401041261","1004104","1","1001301","1","1","1"
"10150105","2","1.3","401041291","0","1004208","1004106","40","1004206","2","100000","3","1004107","10150103","1","1004108","710031","0.03","1.3","401041271","0","10150104","401041281","10150101","1.5","1004207","1015","10150102","1004210","1004209","401041301","1004110","401041261","1004109","1","1001303","1","1","1"
"10150105","4","1.8","401041341","0","1004203","1004101","41","1004201","5","100000","10","1004102","10150103","1.4","1004103","710031","0.06","1.8","401041321","0","10150104","401041331","10150101","2","1004202","1015","10150102","1004205","1004204","401041351","1004105","401041311","1004104","2","1001303","1","2","1.4"
"10150105","11","2.5","401041391","0","1004208","1004106","42","1004206","12","100000","-1","1004107","10150103","2","1004108","710031","0.06","2.5","401041371","0","10150104","401041381","10150101","3","1004207","1015","10150102","1004210","1004209","401041401","1004110","401041361","1004109","2","1001303","1","3","2"
"10160105","1","1.3","401041441","0","1004203","1004101","43","1004201","2","100000","1","1004102","10160103","1","1004103","710041","0.03","1.3","401041421","0","10160104","401041431","10160101","1.5","1004202","1016","10160102","1004205","1004204","401041451","1004105","401041411","1004104","1","1001301","1","1","1"
"10160105","2","1.3","401041441","0","1004208","1004106","44","1004206","2","100000","3","1004107","10160103","1","1004108","710041","0.03","1.3","401041421","0","10160104","401041431","10160101","1.5","1004207","1016","10160102","1004210","1004209","401041451","1004110","401041411","1004109","1","1001303","1","1","1"
"10160105","4","1.8","401041491","0","1004208","1004106","45","1004206","5","100000","10","1004107","10160103","1.4","1004108","710041","0.06","1.8","401041471","0","10160104","401041481","10160101","2","1004207","1016","10160102","1004210","1004209","401041501","1004110","401041461","1004109","2","1001303","1","2","1.4"
"10160105","11","2.5","401041541","0","1004208","1004106","46","1004206","12","100000","-1","1004107","10160103","2","1004108","710041","0.06","2.5","401041521","0","10160104","401041531","10160101","3","1004207","1016","10160102","1004210","1004209","401041551","1004110","401041511","1004109","2","1001303","1","3","2"
"10170105","1","1.3","401041741","0","1004203","1004101","47","1004201","2","100000","1","1004102","10170103","1","1004103","710051","0.03","1.3","401041721","0","10170104","401041731","10170101","1.5","1004202","1017","10170102","1004205","1004204","401041751","1004105","401041711","1004104","1","1001301","1","1","1"
"10170105","2","1.3","401041741","0","1004208","1004106","48","1004206","2","100000","3","1004107","10170103","1","1004108","710051","0.03","1.3","401041721","0","10170104","401041731","10170101","1.5","1004207","1017","10170102","1004210","1004209","401041751","1004110","401041711","1004109","1","1001303","1","1","1"
"10170105","4","1.8","401041791","0","1004208","1004106","49","1004206","5","100000","10","1004107","10170103","1.4","1004108","710051","0.06","1.8","401041771","0","10170104","401041781","10170101","2","1004207","1017","10170102","1004210","1004209","401041801","1004110","401041761","1004109","2","1001303","1","2","1.4"
"10170105","11","2.5","401041841","0","1004208","1004106","50","1004206","12","100000","-1","1004107","10170103","2","1004108","710051","0.06","2.5","401041821","0","10170104","401041831","10170101","3","1004207","1017","10170102","1004210","1004209","401041851","1004110","401041811","1004109","2","1001303","1","3","2"
"10180105","1","1.3","401041891","0","1004203","1004101","51","1004201","2","100000","1","1004102","10180103","1","1004103","710061","0.03","1.3","401041871","0","10180104","401041881","10180101","1.5","1004202","1018","10180102","1004205","1004204","401041901","1004105","401041861","1004104","1","1001301","1","1","1"
"10180105","2","1.3","401041891","0","1004208","1004106","52","1004206","2","100000","3","1004107","10180103","1","1004108","710061","0.03","1.3","401041871","0","10180104","401041881","10180101","1.5","1004207","1018","10180102","1004210","1004209","401041901","1004110","401041861","1004109","1","1001303","1","1","1"
"10180105","4","1.8","401041941","0","1004208","1004106","53","1004206","5","100000","10","1004107","10180103","1.4","1004108","710061","0.06","1.8","401041921","0","10180104","401041931","10180101","2","1004207","1018","10180102","1004210","1004209","401041951","1004110","401041911","1004109","2","1001303","1","2","1.4"
"10180105","11","2.5","401041991","0","1004208","1004106","54","1004206","12","100000","-1","1004107","10180103","2","1004108","710061","0.06","2.5","401041971","0","10180104","401041981","10180101","3","1004207","1018","10180102","1004210","1004209","401042001","1004110","401041961","1004109","2","1001303","1","3","2"
"10190105","1","1.3","401042191","0","1004203","1004101","55","1004201","2","1000000","1","1004102","10190103","1","1004103","710071","0.03","1.3","401042171","0","10190104","401042181","10190101","1.5","1004202","1019","10190102","1004205","1004204","401042201","1004105","401042161","1004104","1","1001301","1","1","1"
"10190105","2","1.3","401042191","0","1004208","1004106","56","1004206","2","1000000","3","1004107","10190103","1","1004108","710071","0.03","1.3","401042171","0","10190104","401042181","10190101","1.5","1004207","1019","10190102","1004210","1004209","401042201","1004110","401042161","1004109","1","1001303","1","1","1"
"10190105","4","1.8","401042241","0","1004208","1004106","57","1004206","5","1000000","10","1004107","10190103","1.4","1004108","710071","0.06","1.8","401042221","0","10190104","401042231","10190101","2","1004207","1019","10190102","1004210","1004209","401042251","1004110","401042211","1004109","2","1001303","1","2","1.4"
"10190105","11","2.5","401042291","0","1004208","1004106","58","1004206","12","1000000","-1","1004107","10190103","2","1004108","710071","0.06","2.5","401042271","0","10190104","401042281","10190101","3","1004207","1019","10190102","1004210","1004209","401042301","1004110","401042261","1004109","2","1001303","1","3","2"
"10200105","1","1.3","401042491","0","1004203","1004101","59","1004201","2","1000000","1","1004102","10200103","1","1004103","710081","0.03","1.3","401042471","0","10200104","401042481","10200101","1.5","1004202","1020","10200102","1004205","1004204","401042501","1004105","401042461","1004104","1","1001301","1","1","1"
"10200105","2","1.3","401042491","0","1004208","1004106","60","1004206","2","1000000","3","1004107","10200103","1","1004108","710081","0.03","1.3","401042471","0","10200104","401042481","10200101","1.5","1004207","1020","10200102","1004210","1004209","401042501","1004110","401042461","1004109","1","1001303","1","1","1"
"10200105","4","1.8","401042541","0","1004208","1004106","61","1004206","5","1000000","10","1004107","10200103","1.4","1004108","710081","0.06","1.8","401042521","0","10200104","401042531","10200101","2","1004207","1020","10200102","1004210","1004209","401042551","1004110","401042511","1004109","2","1001303","1","2","1.4"
"10200105","11","2.5","401042591","0","1004208","1004106","62","1004206","12","1000000","-1","1004107","10200103","2","1004108","710081","0.06","2.5","401042571","0","10200104","401042581","10200101","3","1004207","1020","10200102","1004210","1004209","401042601","1004110","401042561","1004109","2","1001303","1","3","2"
"10210105","1","1.4","401042791","0","1004203","1004101","63","1004201","2","1000000","1","1004102","10210103","1.2","1004103","710091","0.03","1.3","401042771","0","10210104","401042781","10210101","1.5","1004202","1021","10210102","1004205","1004204","401042801","1004105","401042761","1004104","1","1001301","1","1","1.2"
"10210105","2","1.4","401042791","0","1004208","1004106","64","1004206","2","1000000","3","1004107","10210103","1.2","1004108","710091","0.03","1.3","401042771","0","10210104","401042781","10210101","1.5","1004207","1021","10210102","1004210","1004209","401042801","1004110","401042761","1004109","1","1001303","1","1","1.2"
"10210105","4","1.9","401042841","0","1004208","1004106","65","1004206","5","1000000","10","1004107","10210103","1.6","1004108","710091","0.06","1.8","401042821","0","10210104","401042831","10210101","2","1004207","1021","10210102","1004210","1004209","401042851","1004110","401042811","1004109","2","1001303","1","2","1.6"
"10210105","11","2.4","401042891","0","1004208","1004106","66","1004206","12","1000000","-1","1004107","10210103","2","1004108","710091","0.06","2.4","401042871","0","10210104","401042881","10210101","2.6","1004207","1021","10210102","1004210","1004209","401042901","1004110","401042861","1004109","2","1001303","1","3","2"
"10220105","1","1.4","401043141","0","1004203","1004101","67","1004201","2","1000000","1","1004102","10220103","1.2","1004103","710101","0.03","1.3","401043121","0","10220104","401043131","10220101","1.5","1004202","1022","10220102","1004205","1004204","401043151","1004105","401043111","1004104","1","1001301","1","1","1.2"
"10220105","2","1.4","401043141","0","1004208","1004106","68","1004206","2","1000000","3","1004107","10220103","1.2","1004108","710101","0.03","1.3","401043121","0","10220104","401043131","10220101","1.5","1004207","1022","10220102","1004210","1004209","401043151","1004110","401043111","1004109","1","1001303","1","1","1.2"
"10220105","4","1.9","401043191","0","1004208","1004106","69","1004206","5","1000000","10","1004107","10220103","1.6","1004108","710101","0.06","1.8","401043171","0","10220104","401043181","10220101","2","1004207","1022","10220102","1004210","1004209","401043201","1004110","401043161","1004109","2","1001303","1","2","1.6"
"10220105","11","2.4","401043241","0","1004208","1004106","70","1004206","12","1000000","-1","1004107","10220103","2","1004108","710101","0.06","2.4","401043221","0","10220104","401043231","10220101","2.6","1004207","1022","10220102","1004210","1004209","401043251","1004110","401043211","1004109","2","1001303","1","3","2"
"10230105","1","1.4","401043491","0","1004203","1004101","71","1004201","2","1000000","1","1004102","10230103","1.2","1004103","710111","0.03","1.3","401043471","0","10230104","401043481","10230101","1.5","1004202","1023","10230102","1004205","1004204","401043501","1004105","401043461","1004104","1","1001301","1","1","1.2"
"10230105","2","1.4","401043491","0","1004208","1004106","72","1004206","2","1000000","3","1004107","10230103","1.2","1004108","710111","0.03","1.3","401043471","0","10230104","401043481","10230101","1.5","1004207","1023","10230102","1004210","1004209","401043501","1004110","401043461","1004109","1","1001303","1","1","1.2"
"10230105","4","1.9","401043541","0","1004208","1004106","73","1004206","5","1000000","10","1004107","10230103","1.6","1004108","710111","0.06","1.8","401043521","0","10230104","401043531","10230101","2","1004207","1023","10230102","1004210","1004209","401043551","1004110","401043511","1004109","2","1001303","1","2","1.6"
"10230105","11","2.4","401043591","0","1004208","1004106","74","1004206","12","1000000","-1","1004107","10230103","2","1004108","710111","0.06","2.4","401043571","0","10230104","401043581","10230101","2.6","1004207","1023","10230102","1004210","1004209","401043601","1004110","401043561","1004109","2","1001303","1","3","2"
"10240105","1","1.4","401043791","0","1004203","1004101","75","1004201","1","1000000","1","1004102","10240103","1.2","1004103","710121","0.03","1.3","401043771","0","10240104","401043781","10240101","1.5","1004202","1024","10240102","1004205","1004204","401043801","1004105","401043761","1004104","1","1001301","1","1","1.2"
"10240105","2","1.4","401043791","0","1004208","1004106","76","1004206","1","1000000","3","1004107","10240103","1.2","1004108","710121","0.03","1.3","401043771","0","10240104","401043781","10240101","1.5","1004207","1024","10240102","1004210","1004209","401043801","1004110","401043761","1004109","1","1001303","1","1","1.2"
"10240105","4","1.9","401043841","0","1004208","1004106","77","1004206","4","1000000","10","1004107","10240103","1.6","1004108","710121","0.06","1.8","401043821","0","10240104","401043831","10240101","2","1004207","1024","10240102","1004210","1004209","401043851","1004110","401043811","1004109","2","1001303","1","2","1.6"
"10240105","11","2.4","401043891","0","1004208","1004106","78","1004206","11","1000000","34","1004107","10240103","2","1004108","710121","0.06","2.4","401043871","0","10240104","401043881","10240101","2.6","1004207","1024","10240102","1004210","1004209","401043901","1004110","401043861","1004109","2","1001303","1","3","2"
"10240105","35","3.8","401043941","0","1004208","1004106","79","1004206","35","1000000","-1","1004107","10240103","3.5","1004108","710121","0.06","3.7","401043921","0","10240104","401043931","10240101","4","1004207","1024","10240102","1004210","1004209","401043951","1004110","401043911","1004109","2","1001303","1","4","3.5"
