059dd1d159ee6a66679cb6a7c87558a7d1ae7ee1bcada2bea30a618b72c3df64,5ce3d56550a2e8c1f69620436c539db673256987d1df5536e7cd6918490b1451,0fb8edfac04f70100004d48f133c0d051c5eefeb10bff3c85e27add6f73a21f8,20cb8448a3b9e62760723cbd4b84895626951fbe2323c7349bcc17635829d89a,e77a4b636896a16219f3445a9de94c1abb4e5a229f497478887c698ceead8cf6,d264f86296bb2bcb9332ce57b9ea3eab4c1bd3056eea6d8424affb6a59416cf6,35dd7351ccdfcb7b1226606019f31e82a2c25f9c27d2f8891cebaf8b011e0e72,7a684df9db25b05313b5f63a12c075d1ec866564f45d56e72e1b346c132d6770,480723e269817c88f62209b6f338a9a6a2845fb8220236216ac5f7b47032fdfd,5c568920dad8d14584c8b6c9dfc71d4cf808778b035a9fe0ae0e002bef017bd7,198783e92093bc181ff623bcb61e146f2c416eb8eb718fece0f42cfac9813d41,8aac2102e95dff134368ad169c5f5b0ca78a55a92b99964ddf8f85d647a025d2
"0","1009805","0","0","vo_lsv","vo_lsv_0501","0","100980502","2","0","2","0"
"2.115","1009805","0","1","0","0","300","100980503","1","0","3","0"
"0","1009805","3.115","0","0","0","0","100980504","4","1","4","0"
"0","1009805","0","0","vo_lsv","vo_lsv_0502","0","100980505","2","0","5","0"
"1.743","1009805","0","2","0","0","310","100980506","1","0","6","0"
"0","1009805","2.743","0","0","0","0","100980507","4","1","7","0"
"0","1009805","0","0","vo_lsv","vo_lsv_0503","0","100980508","2","0","8","0"
"1.86","1009805","0","3","0","0","300","100980509","1","0","9","0"
"0","1009805","2.26","0","0","0","0","100980510","4","1","10","0"
"1.667","1009805","0","4","0","0","350","100980511","1","0","11","0"
"0","1009805","2.324","0","0","0","0","100980512","4","1","12","0"
"2.168","1009805","0","5","0","0","310","100980513","1","0","13","0"
"0","1009805","3.168","0","0","0","0","100980514","4","1","14","0"
"0","1009805","0","0","vo_lsv","vo_lsv_0504","0","100980515","2","0","15","0"
"1.752","1009805","0","6","0","0","300","100980516","1","0","16","0"
"0","1009805","2.276","0","0","0","0","100980517","4","1","17","0"
"1.43","1009805","0","7","0","0","300","100980518","1","0","18","0"
"0","1009805","1.43","0","0","0","0","100980519","4","1","19","0"
"0.749","1009805","0","7","0","0","300","100980520","1","0","20","300"
"0","1009805","1.749","0","0","0","0","100980521","4","1","21","0"
"0","1009805","0","0","vo_lsv","vo_lsv_0505","0","100980522","2","0","22","0"
"0.65","1009805","0","8","0","0","300","100980523","1","0","23","0"
"0","1009805","0.65","0","0","0","0","100980524","4","1","24","0"
"1.753","1009805","0","8","0","0","300","100980525","1","0","25","300"
"0","1009805","1.753","0","0","0","0","100980526","4","1","26","0"
"0.929","1009805","0","9","0","0","300","100980527","1","0","27","0"
"0","1009805","1.929","0","0","0","0","100980528","4","1","28","0"
"0","1009805","0","0","vo_lsv","vo_lsv_0506","0","100980529","2","0","29","0"
"0.536","1009805","0","10","0","0","300","100980530","1","0","30","0"
"0","1009805","0.536","0","0","0","0","100980531","4","1","31","0"
"1.438","1009805","0","10","0","0","300","100980532","1","0","32","300"
"0","1009805","1.438","0","0","0","0","100980533","4","1","33","0"
"2.426","1009805","0","11","0","0","327","100980534","1","0","34","0"
"0","1009806","0.8","0","0","0","0","100980601","4","1","1","0"
"0","1009806","0","0","vo_lsv","vo_lsv_0601","0","100980602","2","0","2","0"
"2.5","1009806","0","1","0","0","330","100980603","1","0","3","0"
"0","1009806","2.5","0","0","0","0","100980604","4","1","4","0"
"1.5","1009806","0","2","0","0","350","100980605","1","0","5","0"
"0","1009806","2.5","0","0","0","0","100980606","4","1","6","0"
"0","1009806","0","0","vo_lsv","vo_lsv_0602","0","100980607","2","0","7","0"
"1.9","1009806","0","3","0","0","325","100980608","1","0","8","0"
"0","1009806","1.9","0","0","0","0","100980609","4","1","9","0"
"1.744","1009806","0","4","0","0","300","100980610","1","0","10","0"
"0","1009806","2.329","0","0","0","0","100980611","4","1","11","0"
"1.049","1009806","0","5","0","0","300","100980612","1","0","12","0"
"0","1009806","1.049","0","0","0","0","100980613","4","1","13","0"
"1.093","1009806","0","6","0","0","210","100980614","1","0","14","0"
"0","1009806","2.093","0","0","0","0","100980615","4","1","15","0"
"0","1009806","0","0","vo_lsv","vo_lsv_0603","0","100980616","2","0","16","0"
"1.9","1009806","0","7","0","0","300","100980617","1","0","17","0"
"0","1009806","1.9","0","0","0","0","100980618","4","1","18","0"
"2.4","1009806","0","8","0","0","300","100980619","1","0","19","0"
"0","1009806","2.4","0","0","0","0","100980620","4","1","20","0"
"1.65","1009806","0","9","0","0","300","100980621","1","0","21","0"
"0","1009806","2.65","0","0","0","0","100980622","4","1","22","0"
"0","1009806","0","0","vo_lsv","vo_lsv_0604","0","100980623","2","0","23","0"
"1.763","1009806","0","10","0","0","300","100980624","1","0","24","0"
"0","1009806","1.763","0","0","0","0","100980625","4","1","25","0"
"1.308","1009806","0","11","0","0","320","100980626","1","0","26","0"
"0","1009806","2.308","0","0","0","0","100980627","4","1","27","0"
"0","1009806","0","0","vo_lsv","vo_lsv_0605","0","100980628","2","0","28","0"
"1","1009806","0","12","0","0","320","100980629","1","0","29","0"
"0","1009806","1","0","0","0","0","100980630","4","1","30","0"
"1.853","1009806","0","12","0","0","320","100980631","1","0","31","320"
"0","1009807","0.8","0","0","0","0","100980701","4","1","1","0"
"0","1009807","0","0","vo_lsv","vo_lsv_0701","0","100980702","2","0","2","0"
"1.355","1009807","0","1","0","0","300","100980703","1","0","3","0"
"0","1009807","1.355","0","0","0","0","100980704","4","1","4","0"
"1.126","1009807","0","2","0","0","300","100980705","1","0","5","0"
"0","1009807","1.126","0","0","0","0","100980706","4","1","6","0"
"1.641","1009807","0","3","0","0","300","100980707","1","0","7","0"
"0","1009807","2","0","0","0","0","100980708","4","1","8","0"
"0","1009807","0","0","vo_lsv","vo_lsv_0702","0","100980709","2","0","9","0"
"1.325","1009807","0","4","0","0","300","100980710","1","0","10","0"
"0","1009807","1.325","0","0","0","0","100980711","4","1","11","0"
"1.891","1009807","0","5","0","0","327","100980712","1","0","12","0"
"0","1009807","2.437","0","0","0","0","100980713","4","1","13","0"
"1.93","1009807","0","6","0","0","327","100980714","1","0","14","0"
"0","1009807","2.93","0","0","0","0","100980715","4","1","15","0"
"0","1009807","0","0","vo_lsv","vo_lsv_0703","0","100980716","2","0","16","0"
"1.84","1009807","0","7","0","0","300","100980717","1","0","17","0"
"0","1009807","2.361","0","0","0","0","100980718","4","1","18","0"
"1.38","1009807","0","8","0","0","300","100980719","1","0","19","0"
"0","1009807","1.38","0","0","0","0","100980720","4","1","20","0"
"1.399","1009807","0","9","0","0","300","100980721","1","0","21","0"
"0","1009807","2.399","0","0","0","0","100980722","4","1","22","0"
"0","1009807","0","0","vo_lsv","vo_lsv_0704","0","100980723","2","0","23","0"
"2.268","1009807","0","10","0","0","300","100980724","1","0","24","0"
"0","1009807","2.268","0","0","0","0","100980725","4","1","25","0"
"1.299","1009807","0","11","0","0","300","100980726","1","0","26","0"
"0","1009808","0.8","0","0","0","0","100980801","4","1","1","0"
"0","1009808","0","0","vo_lsv","vo_lsv_0801","0","100980802","2","0","2","0"
"1.4","1009808","0","1","0","0","300","100980803","1","0","3","0"
"0","1009808","1.4","0","0","0","0","100980804","4","1","4","0"
"1","1009808","0","2","0","0","300","100980805","1","0","5","0"
"0","1009808","2","0","0","0","0","100980806","4","1","6","0"
"0","1009808","0","0","vo_lsv","vo_lsv_0802","0","100980807","2","0","7","0"
"1.6","1009808","0","3","0","0","300","100980808","1","0","8","0"
"0","1009808","1.8","0","0","0","0","100980809","4","1","9","0"
"1","1009808","0","4","0","0","300","100980810","1","0","10","0"
"0","1009808","1","0","0","0","0","100980811","4","1","11","0"
"1.5","1009808","0","4","0","0","300","100980812","1","0","12","300"
"0","1009808","2.5","0","0","0","0","100980813","4","1","13","0"
"0","1009808","0","0","vo_lsv","vo_lsv_0803","0","100980814","2","0","14","0"
"1.9","1009808","0","5","0","0","320","100980815","1","0","15","0"
"0","1009808","2.5","0","0","0","0","100980816","4","1","16","0"
"1.3","1009808","0","6","0","0","350","100980817","1","0","17","0"
"0","1009808","2.3","0","0","0","0","100980818","4","1","18","0"
"0","1009808","0","0","vo_lsv","vo_lsv_0804","0","100980819","2","0","19","0"
"1.3","1009808","0","7","0","0","300","100980820","1","0","20","0"
"0","1009808","1.3","0","0","0","0","100980821","4","1","21","0"
"1.5","1009808","0","8","0","0","300","100980822","1","0","22","0"
"0","1009808","2.5","0","0","0","0","100980823","4","1","23","0"
"0","1009808","0","0","vo_lsv","vo_lsv_0805","0","100980824","2","0","24","0"
"1.4","1009808","0","9","0","0","300","100980825","1","0","25","0"
"0","1009808","2.6","0","0","0","0","100980826","4","1","26","0"
"0","1009808","0","0","vo_lsv","vo_lsv_0806","0","100980827","2","0","27","0"
"1.363","1009808","0","10","0","0","327","100980828","1","0","28","15"
"0","1009809","0.8","0","0","0","0","100980901","4","1","1","0"
"0","1009809","0","0","vo_lsv","vo_lsv_0901","0","100980902","2","0","2","0"
"2.1","1009809","0","1","0","0","300","100980903","1","0","3","0"
"0","1009809","2.9","0","0","0","0","100980904","4","1","4","0"
"0","1009809","0","0","vo_lsv","vo_lsv_0902","0","100980905","2","0","5","0"
"2.46","1009809","0","2","0","0","327","100980906","1","0","6","0"
"0","1009809","2.64","0","0","0","0","100980907","4","1","7","0"
"1.845","1009809","0","2","0","0","327","100980908","1","0","8","327"
"0","1009809","1.85","0","0","0","0","100980909","4","1","9","0"
"1.735","1009809","0","3","0","0","300","100980910","1","0","10","0"
"0","1009809","2","0","0","0","0","100980911","4","1","11","0"
"0","1009809","0","0","vo_lsv","vo_lsv_0903","0","100980912","2","0","12","0"
"2.484","1009809","0","4","0","0","327","100980913","1","0","13","0"
"0","1009809","2.663","0","0","0","0","100980914","4","1","14","0"
"1.546","1009809","0","4","0","0","327","100980915","1","0","15","327"
"0","1009809","1.55","0","0","0","0","100980916","4","1","16","0"
"1.205","1009809","0","5","0","0","327","100980917","1","0","17","0"
"0","1009809","1.5","0","0","0","0","100980918","4","1","18","0"
"0","1009809","0","0","vo_lsv","vo_lsv_0904","0","100980919","2","0","19","0"
"2.079","1009809","0","6","0","0","327","100980920","1","0","20","0"
"0","1009809","2.4","0","0","0","0","100980921","4","1","21","0"
"2.05","1009809","0","7","0","0","327","100980922","1","0","22","0"
"0","1009809","2.35","0","0","0","0","100980923","4","1","23","0"
"2.55","1009809","0","8","0","0","327","100980924","1","0","24","0"
"0","1009810","0.8","0","0","0","0","100981001","4","1","1","0"
"0","1009810","0","0","vo_lsv","vo_lsv_1001","0","100981002","2","0","2","0"
"1.707","1009810","0","1","0","0","300","100981003","1","0","3","0"
"0","1009810","1.717","0","0","0","0","100981004","4","1","4","0"
"0.75","1009810","0","2","0","0","120","100981005","1","0","5","0"
"0","1009810","1.15","0","0","0","0","100981006","4","1","6","0"
"1.46","1009810","0","2","0","0","327","100981007","1","0","7","120"
"0","1009810","1.66","0","0","0","0","100981008","4","1","8","0"
"2.03","1009810","0","3","0","0","327","100981009","1","0","9","0"
"0","1009810","2.23","0","0","0","0","100981010","4","1","10","0"
"1.732","1009810","0","3","0","0","327","100981011","1","0","11","327"
"0","1009810","2.5","0","0","0","0","100981012","4","1","12","0"
"0","1009810","0","0","vo_lsv","vo_lsv_1002","0","100981013","2","0","13","0"
"1.9","1009810","0","4","0","0","300","100981014","1","0","14","0"
"0","1009810","1.949","0","0","0","0","100981015","4","1","15","0"
"2.05","1009810","0","5","0","0","327","100981016","1","0","16","0"
"0","1009810","2.08","0","0","0","0","100981017","4","1","17","0"
"0.8","1009810","0","5","0","0","327","100981018","1","0","18","327"
"0","1009810","2","0","0","0","0","100981019","4","1","19","0"
"0","1009810","0","0","vo_lsv","vo_lsv_1003","0","100981020","2","0","20","0"
"1.575","1009810","0","6","0","0","116","100981021","1","0","21","0"
"0","1009810","1.6","0","0","0","0","100981022","4","1","22","0"
"1.243","1009810","0","6","0","0","300","100981023","1","0","23","116"
"0","1009810","3","0","0","0","0","100981024","4","1","24","0"
"0","1009810","0","0","vo_lsv","vo_lsv_1004","0","100981025","2","0","25","0"
"1.867","1009810","0","7","0","0","300","100981026","1","0","26","0"
"0","1009810","2.067","0","0","0","0","100981027","4","1","27","0"
"0.956","1009810","0","8","0","0","327","100981028","1","0","28","0"
"0","1009810","1","0","0","0","0","100981029","4","1","29","0"
"1.851","1009810","0","9","0","0","160","100981030","1","0","30","0"
"0","1009810","1.88","0","0","0","0","100981031","4","1","31","0"
"1.172","1009810","0","9","0","0","160","100981032","1","0","32","160"
"0","1009810","2.5","0","0","0","0","100981033","4","1","33","0"
"0","1009810","0","0","vo_lsv","vo_lsv_1005","0","100981034","2","0","34","0"
"0.95","1009810","0","10","0","0","52","100981035","1","0","35","0"
"0","1009810","1.1","0","0","0","0","100981036","4","1","36","0"
"1.392","1009810","0","10","0","0","300","100981037","1","0","37","52"
"0","1009811","0.8","0","0","0","0","100981101","4","1","1","0"
"0","1009811","0","0","vo_lsv","vo_lsv_1101","0","100981102","2","0","2","0"
"1.813","1009811","0","1","0","0","300","100981103","1","0","3","0"
"0","1009811","2","0","0","0","0","100981104","4","1","4","0"
"1.065","1009811","0","2","0","0","280","100981105","1","0","5","0"
"0","1009811","1.095","0","0","0","0","100981106","4","1","6","0"
"2.176","1009811","0","3","0","0","327","100981107","1","0","7","0"
"0","1009811","3.1","0","0","0","0","100981108","4","1","8","0"
"0","1009811","0","0","vo_lsv","vo_lsv_1102","0","100981109","2","0","9","0"
"1.283","1009811","0","4","0","0","327","100981110","1","0","10","0"
"0","1009811","1.31","0","0","0","0","100981111","4","1","11","0"
"2.351","1009811","0","5","0","0","327","100981112","1","0","12","0"
"0","1009811","2.381","0","0","0","0","100981113","4","1","13","0"
"2.037","1009811","0","6","0","0","327","100981114","1","0","14","0"
"0","1009811","3","0","0","0","0","100981115","4","1","15","0"
"0","1009811","0","0","vo_lsv","vo_lsv_1103","0","100981116","2","0","16","0"
"2.637","1009811","0","7","0","0","327","100981117","1","0","17","0"
"0","1009811","3.23","0","0","0","0","100981118","4","1","18","0"
"1.789","1009811","0","8","0","0","327","100981119","1","0","19","0"
"0","1009811","1.81","0","0","0","0","100981120","4","1","20","0"
"0.763","1009811","0","9","0","0","167","100981121","1","0","21","0"
"0","1009811","0.893","0","0","0","0","100981122","4","1","22","0"
"1.079","1009811","0","9","0","0","327","100981123","1","0","23","167"
"0","1009811","1.1","0","0","0","0","100981124","4","1","24","0"
"1.424","1009811","0","9","0","0","327","100981125","1","0","25","327"
"0","1009811","2.5","0","0","0","0","100981126","4","1","26","0"
"0","1009811","0","0","vo_lsv","vo_lsv_1104","0","100981127","2","0","27","0"
"2.2","1009811","0","10","0","0","350","100981128","1","0","28","0"
"0","1009811","2.25","0","0","0","0","100981129","4","1","29","0"
"0.85","1009811","0","10","0","0","350","100981130","1","0","30","350"
"0","1009811","1.05","0","0","0","0","100981131","4","1","31","0"
"1.6","1009811","0","11","0","0","300","100981132","1","0","32","0"
"0","1009812","0.8","0","0","0","0","100981201","4","1","1","0"
"0","1009812","0","0","vo_lsv","vo_lsv_1201","0","100981202","2","0","2","0"
"2.379","1009812","0","1","0","0","300","100981203","1","0","3","0"
"0","1009812","3.5","0","0","0","0","100981204","4","1","4","0"
"0","1009812","0","0","vo_lsv","vo_lsv_1202","0","100981205","2","0","5","0"
"1.623","1009812","0","2","0","0","327","100981206","1","0","6","0"
"0","1009812","1.63","0","0","0","0","100981207","4","1","7","0"
"2.644","1009812","0","3","0","0","327","100981208","1","0","8","0"
"0","1009812","3.5","0","0","0","0","100981209","4","1","9","0"
"0","1009812","0","0","vo_lsv","vo_lsv_1203","0","100981210","2","0","10","0"
"1.502","1009812","0","4","0","0","300","100981211","1","0","11","0"
"0","1009812","1.51","0","0","0","0","100981212","4","1","12","0"
"2.171","1009812","0","5","0","0","327","100981213","1","0","13","0"
"0","1009812","2.2","0","0","0","0","100981214","4","1","14","0"
"1.319","1009812","0","6","0","0","155","100981215","1","0","15","0"
"0","1009812","1.8","0","0","0","0","100981216","4","1","16","0"
"0","1009812","0","0","vo_lsv","vo_lsv_1204","0","100981217","2","0","17","0"
"1.03","1009812","0","6","0","0","300","100981218","1","0","18","155"
"0","1009812","2","0","0","0","0","100981219","4","1","19","0"
"0","1009812","0","0","vo_lsv","vo_lsv_1205","0","100981220","2","0","20","0"
"3.21","1009812","0","7","0","0","300","100981221","1","0","21","0"
"0","1009812","3.25","0","0","0","0","100981222","4","1","22","0"
"0.887","1009812","0","8","0","0","327","100981223","1","0","23","0"
"0","1009812","2.25","0","0","0","0","100981224","4","1","24","0"
"0","1009812","0","0","vo_lsv","vo_lsv_1206","0","100981225","2","0","25","0"
"1.602","1009812","0","9","0","0","300","100981226","1","0","26","0"
"0","1009812","1.7","0","0","0","0","100981227","4","1","27","0"
"2.476","1009812","0","10","0","0","327","100981228","1","0","28","0"
"0","1009812","3.5","0","0","0","0","100981229","4","1","29","0"
"0","1009812","0","0","vo_lsv","vo_lsv_1207","0","100981230","2","0","30","0"
"1.155","1009812","0","11","0","0","355","100981231","1","0","31","0"
"0","1009812","1.18","0","0","0","0","100981232","4","1","32","0"
"1.28","1009812","0","11","0","0","355","100981233","1","0","33","355"
"0","1009813","0.8","0","0","0","0","100981301","4","1","1","0"
"0","1009813","0","0","vo_lsv","vo_lsv_1301","0","100981302","2","0","2","0"
"2.09","1009813","0","1","0","0","300","100981303","1","0","3","0"
"0","1009813","2.12","0","0","0","0","100981304","4","1","4","0"
"2.649","1009813","0","2","0","0","340","100981305","1","0","5","0"
"0","1009813","3.6","0","0","0","0","100981306","4","1","6","0"
"0","1009813","0","0","vo_lsv","vo_lsv_1302","0","100981307","2","0","7","0"
"2.138","1009813","0","3","0","0","300","100981308","1","0","8","0"
"0","1009813","2.17","0","0","0","0","100981309","4","1","9","0"
"2.111","1009813","0","4","0","0","327","100981310","1","0","10","0"
"0","1009813","2.45","0","0","0","0","100981311","4","1","11","0"
"2","1009813","0","5","0","0","327","100981312","1","0","12","0"
"0","1009813","2.3","0","0","0","0","100981313","4","1","13","0"
"1.354","1009813","0","6","0","0","290","100981314","1","0","14","0"
"0","1009813","3","0","0","0","0","100981315","4","1","15","0"
"0","1009813","0","0","vo_lsv","vo_lsv_1303","0","100981316","2","0","16","0"
"1.539","1009813","0","7","0","0","300","100981317","1","0","17","0"
"0","1009813","1.569","0","0","0","0","100981318","4","1","18","0"
"0.732","1009813","0","8","0","0","0","100981319","1","0","19","0"
"0","1009813","1.08","0","0","0","0","100981320","4","1","20","0"
"1.207","1009813","0","8","0","0","300","100981321","1","0","21","0"
"0","1009813","1.407","0","0","0","0","100981322","4","1","22","0"
"1.798","1009813","0","9","0","0","327","100981323","1","0","23","0"
"0","1009813","2.7","0","0","0","0","100981324","4","1","24","0"
"0","1009813","0","0","vo_lsv","vo_lsv_1304","0","100981325","2","0","25","0"
"1.633","1009813","0","10","0","0","300","100981326","1","0","26","0"
"0","1009814","0.8","0","0","0","0","100981401","4","1","1","0"
