1a1085970bc30f51a003635b0ead3d12447b111a15d726740d2c272d54292eb2,191dd6f6b7b7ee96366c240df156a2c52e26a56b2e877de262c513265e71b63f,312f25df9dd9d2a888615954990fa43183e3db4c4aeea1febbb4e1786243ca0a,4c3cd06e0448888798260195140c4338cd09f9478221a7d6e8d7beded0916c83,438c5ce1c93c8b8506461847237b39e42661909da2bc012de82aa0bf099f5c32,a8367a38611c14eccfe75aca016fbc6128ba3b5ef87b6ea5a87abbcb738b2866,8de8d50d5a3182e18711964eefe267259d678051f166b5340f24a7f7ec726caf,97c923ed4fabcf194800ebf7f44193824f00fc378302460a6b987c66056c15e6,30a84f92767687641ee92ac3d02bbf49ba0dd80a9073a02f921b848bd4005dda,10b3e5ab40ccb69ae068f1ced18c076e8b400809037e6ff9517835453970b814,bfda77b8c3e24466236b554c02441fae98b51f8d400f7edc0bfee4bb164cc569
"","","2","3","","dsb_idle_worry","","1","0.5","1010801","1010801025"
"","","1","3","","dsb_talk_worry_Ex3","","1","0.5","1010801","1010801026"
"","0","vo_dsb_1010801","21","","vo_dsb_1002","","0","","1010801","1010801027"
"0","1","1","11","1","現在別叫我老大，\n要叫我小老闆娘呀～？","0.2","10","0","1010801","1010801028"
"","","0","91","","","","","","1010801","1010801029"
"","","1","3","","dsb_idle_normal","","1","0.5","1010801","1010801030"
"0.5","dsb_talk_doya_sing_loop","2","3","1","dsb_talk_doya_sing","","0","0.5","1010801","1010801031"
"","0","vo_dsb_1010801","21","","vo_dsb_1003","","0","","1010801","1010801032"
"0","1","2","11","1","嘖。\n什～麼小老闆娘啊……\n明明就是性格扭曲的老太婆老闆娘。","0.2","10","0","1010801","1010801033"
"","","0","91","","","","","","1010801","1010801034"
"","","2","3","","dsb_idle_doya_blink","","1","0.5","1010801","1010801035"
"","","1","3","","dsb_talk_sad2_talkjoy2","","1","0.5","1010801","1010801036"
"","0","vo_dsb_1010801","21","","vo_dsb_1004","","0","","1010801","1010801037"
"0","1","1","11","1","祈梨……\n妳剛才說什麼？","0.2","10","0","1010801","1010801038"
"","","0","91","","","","","","1010801","1010801039"
"","","1","3","","dsb_idle_normal","","1","0.5","1010801","1010801040"
"0.5","dsb_talk_surprise1_2","2","3","1","dsb_surprise_inori","","0","0.2","1010801","1010801041"
"","0","vo_dsb_1010801","21","","vo_dsb_1005","","0","","1010801","1010801042"
"0","1","2","11","1","沒沒沒、沒有，我什麼都沒說喔～\n倒是這座溫泉！\n這熱度不尋常……\n裡頭肯定有危險的東西！","0.2","10","0","1010801","1010801043"
"","","0","91","","","","","","1010801","1010801044"
"","","2","3","","dsb_idle_surprise1_normal","","1","0.5","1010801","1010801045"
"","","1","3","","dsb_talk_bitter","","1","0.5","1010801","1010801046"
"","0","vo_dsb_1010801","21","","vo_dsb_1006","","0","","1010801","1010801047"
"0","1","1","11","1","說得真難聽～\n裡面沒有危險的東西哦～\n……應該說這東西\n祈梨也很熟呀。","0.2","10","0","1010801","1010801048"
"","","0","91","","","","","","1010801","1010801049"
"","","1","3","","dsb_idle_normal","","1","0.5","1010801","1010801050"
"","","2","3","","dsb_sniff","","1","0.5","1010801","1010801051"
"","0","vo_dsb_1010801","21","","vo_dsb_1007","","0","","1010801","1010801052"
"0","1","2","11","1","這麼說來……嗅嗅。\n我好像在哪裡聞過\n這泉水的味道。","0.2","10","0","1010801","1010801053"
"","","0","91","","","","","","1010801","1010801054"
"","","2","3","","dsb_idle_normal","","1","0.5","1010801","1010801055"
"","","1","3","","dsb_talk_joy3","","1","0.5","1010801","1010801056"
"","0","vo_dsb_1010801","21","","vo_dsb_1008","","0","","1010801","1010801057"
"0","1","1","11","1","對吧～？\n正確答案是……\n吃了會噴火的樹果，\n我向似龍生物拿來的～☆","0.2","10","0","1010801","1010801058"
"","","0","91","","","","","","1010801","1010801059"
"","","1","3","","dsb_idle_normal","","1","0.5","1010801","1010801060"
"0.5","dsb_talk_guts2_loop","2","3","1","dsb_talk_guts2","","0","0.5","1010801","1010801061"
"","0","vo_dsb_1010801","21","","vo_dsb_1009","","0","","1010801","1010801062"
"0","1","2","11","1","喔喔！？\n是那個火焰果實啊！\n那水這麼熱也說得通了！\n那傢伙還好嗎？","0.2","10","0","1010801","1010801063"
"","","0","91","","","","","","1010801","1010801064"
"","","2","3","","dsb_idle_guts2","","1","0.5","1010801","1010801065"
"","","1","3","","dsb_talk_normal","","1","0.5","1010801","1010801066"
"","0","vo_dsb_1010801","21","","vo_dsb_1010","","0","","1010801","1010801067"
"0","1","1","11","1","嗯☆\n牠好像還記得我呢？\n馬上就把果實分給我了～♪\n心甘情願～地喔？","0.2","10","0","1010801","1010801068"
"","","0","91","","","","","","1010801","1010801069"
"","","1","3","","dsb_hot","","1","0.5","1010801","1010801070"
"","0","vo_dsb_1010801","21","","vo_dsb_1011","","0","","1010801","1010801071"
"0","1","1","11","1","不過……\n呼。\n是我果實加太多了嗎～？\n感覺有點發熱了～","0.2","10","0","1010801","1010801072"
"","","0","91","","","","","","1010801","1010801073"
"","","1","3","","dsb_hot_loop","","1","0.5","1010801","1010801074"
"","","2","3","","dsb_talk_thinking_Ex9","","1","0.3","1010801","1010801075"
"","0","vo_dsb_1010801","21","","vo_dsb_1012","","0","","1010801","1010801076"
"0","1","2","11","1","（這、這是……好機會！\n如果老大比我先泡到頭昏，\n到時候老大就比我還遜了！\n就等於是我贏了！The‧以下犯上！）","0.2","10","0","1010801","1010801077"
"","","0","91","","","","","","1010801","1010801078"
"0.5","dsb_talk_arm_crossed_Ex10_loop","2","3","1","dsb_talk_arm_crossed_Ex10","","0","0.5","1010801","1010801079"
"","0","vo_dsb_1010801","21","","vo_dsb_1013","","0","","1010801","1010801080"
"0","1","2","11","1","呵呵呵……\n這場比賽我贏定了──！\n啊──哈哈哈哈！","0.2","10","0","1010801","1010801081"
"","","5.6","93","","1","","","","1010801","1010801082"
"0","dsb_ahaha_loop","2","3","1","dsb_ahaha_in","","0","0.5","1010801","1010801083"
"","","1010801081","91","","","","","","1010801","1010801084"
"","","40","32","","1","","","","1010801","1010801085"
"","","1.5","93","","0","","","","1010801","1010801086"
"","","2","3","","dsb_inori_dizzy","","1","0","1010801","1010801087"
"","","1","3","","dsb_idle_normal","","1","0","1010801","1010801088"
"","","0.5","93","","0","","","","1010801","1010801089"
"","","0","22","","0","","","","1010801","1010801090"
"","","1","93","","0","","","","1010801","1010801091"
"0.2","dsb_talk_joy3","1","3","1","dsb_smile4","","0","0.5","1010801","1010801092"
"","0","vo_dsb_1010801","21","","vo_dsb_1014","","0","","1010801","1010801093"
"0","1","1","11","1","嗯──♪\n終於暖和起來了～\n祈梨，對吧？","0.2","10","0","1010801","1010801094"
"","","0","91","","","","","","1010801","1010801095"
"","","1","3","","dsb_idle_normal","","1","0.5","1010801","1010801096"
"","0","vo_dsb_1010801","21","","vo_dsb_1015","","0","","1010801","1010801097"
"0","1","2","11","1","噫……\n噫噫噫噫……\n我要變成水煮龍人族了～！","0.2","10","0","1010801","1010801098"
"","","0","91","","","","","","1010801","1010801099"
"","","0","22","","0","","","","1010801","1010801100"
"","","se_10044200","23","","se_10044200_get_out_water","","0","","1010801","1010801101"
"0.2","dsb_inori_stand_up_loop","2","3","1","dsb_inori_stand_up_in","","0","0.2","1010801","1010801102"
"0.2","dsb_idle_normal","1","3","1","dsb_smile2","","0","0.3","1010801","1010801103"
"","","0.3","93","","0","","","","1010801","1010801104"
"","","se_adv_emote_sweat_02","23","","se_adv_emote_sweat_02","","0","","1010801","1010801105"
"0","0","2","12","0","2","0","1.4","0","1010801","1010801106"
"0","0","1","12","0","10","0","1.4","0","1010801","1010801107"
"","","2.5","93","","0","","","","1010801","1010801108"
"0","-165","12","5","-345","1","dsb_idle_normal","70","2","1010802","1010802001"
"1","165","6","5","-345","2","dsb_idle_normal","70","2","1010802","1010802002"
"","0","1","31","1","1","","0","1","1010802","1010802003"
"","0","3","31","1","3","","0","1","1010802","1010802004"
"","0","4","31","1","4","","0","1","1010802","1010802005"
"","0","16","31","1","10","","0","1","1010802","1010802006"
"","0","26","31","1","20","","0","1","1010802","1010802007"
"","-168","36","31","1","30","","155","1","1010802","1010802008"
"","-168","36","31","1","31","","-155","1","1010802","1010802009"
"","","1","13","","170","","","","1010802","1010802010"
"","","2","13","","170","","","","1010802","1010802011"
"","","0","91","","","","","","1010802","1010802012"
"","","se_10044200","23","","se_10044200_cmn_amb","","1","","1010802","1010802013"
"","","se_10044200","23","","se_10044200_cmn_steam","","0","","1010802","1010802014"
"","","6","93","","0","","","","1010802","1010802015"
"","","se_10044200","23","","se_10044200_hotspring_06","","1","","1010802","1010802016"
"","","1.5","93","","0","","","","1010802","1010802017"
"0.5","dsb_talk_joy1","2","3","1","dsb_smile3_joy","","0","0.5","1010802","1010802018"
"","0","vo_dsb_1010802","21","","vo_dsb_2001","","0","","1010802","1010802019"
"0","1","2","11","1","太讚了──！浴池好寬敞～☆\n「泡溫泉感」真誇張！\n而且還能見到美里妳們，超好玩！\n好嗨喔～♪","0.2","10","0","1010802","1010802020"
"","","0","91","","","","","","1010802","1010802021"
"","","2","3","","dsb_idle_joy1","","1","0.5","1010802","1010802022"
"","","1","3","","dsb_talk_normal_joy","","1","0.5","1010802","1010802023"
"","0","vo_dsb_1010802","21","","vo_dsb_2002","","0","","1010802","1010802024"
"0","1","1","11","1","好久不見～鈴奈♪\n今天我準備的溫泉\n是鮮花的香芬浴池。\n味道很香，對皮膚也很好喔～","0.2","10","0","1010802","1010802025"
"","","0","91","","","","","","1010802","1010802026"
"","","1","3","","dsb_idle_normal","","1","0.5","1010802","1010802027"
"0.5","dsb_talk_surprise1_2","2","3","1","dsb_surprise2","","0","0.5","1010802","1010802028"
"","0","vo_dsb_1010802","21","","vo_dsb_2003","","0","","1010802","1010802029"
"0","1","2","11","1","超讚，妳真是溫泉天才！\n泡了還有助於美容，嚇死了！\n要感謝小伊緒\n告訴我這個地方♪","0.2","10","0","1010802","1010802030"
"","","6.5","93","","1","","","","1010802","1010802031"
"","","2","3","","dsb_talk_joy3","","1","0.5","1010802","1010802032"
"","","1010802030","91","","","","","","1010802","1010802033"
"0.5","dsb_talk_guts2_doya_loop","2","3","1","dsb_talk_guts2_doya","","0","0.3","1010802","1010802034"
"","0","vo_dsb_1010802","21","","vo_dsb_2004","","0","","1010802","1010802035"
"0","1","2","11","1","好──！\n那我要盡～情泡──\n讓肌膚變得很光滑──\n叫秀才大吃一驚☆","0.2","10","0","1010802","1010802036"
"","","0","91","","","","","","1010802","1010802037"
"","","2","3","","dsb_talk_worry_normal2","","1","0.5","1010802","1010802038"
"","0","vo_dsb_1010802","21","","vo_dsb_2005","","0","","1010802","1010802039"
"0","1","2","11","1","啊，對了！\n說到大吃一驚──\n讓這裡再多一些\n厲害感怎麼樣？","0.2","10","0","1010802","1010802040"
"","","0","91","","","","","","1010802","1010802041"
"","","2","3","","dsb_idle_normal","","1","0.5","1010802","1010802042"
"","","1","3","","dsb_talk_surprise1","","1","0.5","1010802","1010802043"
"","0","vo_dsb_1010802","21","","vo_dsb_2006","","0","","1010802","1010802044"
"0","1","1","11","1","厲害感？","0.2","10","0","1010802","1010802045"
"","","0","91","","","","","","1010802","1010802046"
"","","1","3","","dsb_idle_wish_normal","","1","0.2","1010802","1010802047"
"","","2","3","","dsb_talk_surprise1_normal2","","1","0.5","1010802","1010802048"
"","0","vo_dsb_1010802","21","","vo_dsb_2007","","0","","1010802","1010802049"
"0","1","2","11","1","對哇！\n要一眼就讓大家明白！\n這裡超讚！","0.2","10","0","1010802","1010802050"
"","","0","91","","","","","","1010802","1010802051"
"","","2","3","","dsb_talk_surprise1_talkjoy2","","1","0.5","1010802","1010802052"
"","0","vo_dsb_1010802","21","","vo_dsb_2008","","0","","1010802","1010802053"
"0","1","2","11","1","只要氣氛調整一下搞不好就會爆紅！\n弄成超可愛的浴池，\n就會有一大堆客人唷！","0.2","10","0","1010802","1010802054"
"","","0","91","","","","","","1010802","1010802055"
"","","2","3","","dsb_idle_joy1","","1","0.5","1010802","1010802056"
"","","1","3","","dsb_talk_joy3","","1","0.5","1010802","1010802057"
"","0","vo_dsb_1010802","21","","vo_dsb_2009","","0","","1010802","1010802058"
"0","1","1","11","1","可愛的浴池……\n真好奇～♪\n會是什麼樣的呢～？","0.2","10","0","1010802","1010802059"
"","","0","91","","","","","","1010802","1010802060"
"","","1","3","","dsb_idle_sad_talkjoy2","","1","0.5","1010802","1010802061"
"","","2","3","","dsb_talk_worry_normal2","","1","0.5","1010802","1010802062"
"","0","vo_dsb_1010802","21","","vo_dsb_2010","","0","","1010802","1010802063"
"0","1","2","11","1","我想想──\n少不了要有更多花在水上漂漂吧！\n當然要有各式各樣的！\n如果變成彩色的看起來就超有feel♪","0.2","10","0","1010802","1010802064"
"","","0","91","","","","","","1010802","1010802065"
"","","2","3","","dsb_idle_normal","","1","0.5","1010802","1010802066"
"","","1","3","","dsb_talk_memory","","1","0.5","1010802","1010802067"
"","0","vo_dsb_1010802","21","","vo_dsb_2011","","0","","1010802","1010802068"
"0","1","1","11","1","就像一片溫泉裡的花海呢～♪\n在五顏六色的花圍繞下\n泡溫泉……嗯呵呵♪\n光用想像的心情就很雀躍～","0.2","10","0","1010802","1010802069"
"","","0","91","","","","","","1010802","1010802070"
"","","1","3","","dsb_talk_normal","","1","0.5","1010802","1010802071"
"","0","vo_dsb_1010802","21","","vo_dsb_2012","","0","","1010802","1010802072"
"0","1","1","11","1","對了，既然如此……\n花香的搭配也要講究一下。\n還有花語的意思。","0.2","10","0","1010802","1010802073"
"","","0","91","","","","","","1010802","1010802074"
"","","1","3","","dsb_idle_normal","","1","0.5","1010802","1010802075"
"0.5","dsb_talk_surprise1","2","3","1","dsb_surprise","","0","0.5","1010802","1010802076"
"","0","vo_dsb_1010802","21","","vo_dsb_2013","","0","","1010802","1010802077"
"0","1","2","11","1","咦？\n花語？","0.2","10","0","1010802","1010802078"
"","","0","91","","","","","","1010802","1010802079"
"","","2","3","","dsb_idle_surprise1","","1","0.5","1010802","1010802080"
"","","1","3","","dsb_talk_worry_normal2","","1","0.5","1010802","1010802081"
"","0","vo_dsb_1010802","21","","vo_dsb_2014","","0","","1010802","1010802082"
"0","1","1","11","1","每種花都有\n它各自的含義。\n送花給別人時\n也能當作訊息傳遞給對方喔～","0.2","10","0","1010802","1010802083"
"","","0","91","","","","","","1010802","1010802084"
"","","1","3","","dsb_talk_wish_dere","","1","0.3","1010802","1010802085"
"","0","vo_dsb_1010802","21","","vo_dsb_2015","","0","","1010802","1010802086"
"0","1","1","11","1","順便一提，今天的花的意義是……\n「為了我愛的你」，\n呵呵呵，很棒吧♪","0.2","10","0","1010802","1010802087"
"","","0","91","","","","","","1010802","1010802088"
"","","1","3","","dsb_idle_wish_normal","","1","0.5","1010802","1010802089"
"","","2","3","","dsb_talk_anger_shy2","","1","0.5","1010802","1010802090"
"","0","vo_dsb_1010802","21","","vo_dsb_2016","","0","","1010802","1010802091"
"0","1","2","11","1","啊，愛……！\n等等，認真嗎……？\n這麼直接……\n好像有點…………太犯規了。","0.2","10","0","1010802","1010802092"
"","","0","91","","","","","","1010802","1010802093"
"","","2","3","","dsb_talk_sad2_dead","","1","0.5","1010802","1010802094"
"","0","vo_dsb_1010802","21","","vo_dsb_2017","","0","","1010802","1010802095"
"0","1","2","11","1","呃……\n爆紅計畫，當我沒說。\n……啊──好熱。","0.2","10","0","1010802","1010802096"
"","","0","91","","","","","","1010802","1010802097"
"","","2","3","","dsb_hot_dead_loop","","1","0.2","1010802","1010802098"
"0.5","dsb_talk_normal_dere2","1","3","1","dsb_smile2_dere2","","0","0.5","1010802","1010802099"
"","0","vo_dsb_1010802","21","","vo_dsb_2018","","0","","1010802","1010802100"
"0","1","1","11","1","嗯呵呵♪\n小心別泡過頭囉。","0.2","10","0","1010802","1010802101"
"","","0","91","","","","","","1010802","1010802102"
"","","0.3","93","","0","","","","1010802","1010802103"
"0","-165","11","5","-345","1","dsb_idle_normal","70","2","1010803","1010803001"
"1","165","2","5","-345","2","dsb_idle_normal","70","2","1010803","1010803002"
"","0","1","31","1","1","","0","1","1010803","1010803003"
"","0","3","31","1","3","","0","1","1010803","1010803004"
"","0","4","31","1","4","","0","1","1010803","1010803005"
"","0","12","31","1","10","","0","1","1010803","1010803006"
"","0","22","31","1","20","","0","1","1010803","1010803007"
"","-168","32","31","1","30","","155","1","1010803","1010803008"
"","-168","32","31","1","31","","-155","1","1010803","1010803009"
"","","1","13","","170","","","","1010803","1010803010"
"","","2","13","","170","","","","1010803","1010803011"
"","","0","91","","","","","","1010803","1010803012"
"","","se_10044200","23","","se_10044200_cmn_amb","","1","","1010803","1010803013"
"","","se_10044200","23","","se_10044200_cmn_steam","","0","","1010803","1010803014"
"","","6.2","93","","0","","","","1010803","1010803015"
"","","se_10044200","23","","se_10044200_hotspring_02","","1","","1010803","1010803016"
"","","1.3","93","","0","","","","1010803","1010803017"
"0.5","dsb_talk_anger_dere2","2","3","1","dsb_smile3_kyouka","","0","0.5","1010803","1010803018"
"","0","vo_dsb_1010803","21","","vo_dsb_3001","","0","","1010803","1010803019"
"0","1","2","11","1","哇哇……\n好厲害，水在冒泡泡……！\n好像真的在泡\n哈蜜瓜汽水……♪","0.2","10","0","1010803","1010803020"
"","","0","91","","","","","","1010803","1010803021"
"","","2","3","","dsb_idle_joy1_Ex2","","1","0.5","1010803","1010803022"
"","","1","3","","dsb_talk_normal_dere","","1","0.5","1010803","1010803023"
"","0","vo_dsb_1010803","21","","vo_dsb_3002","","0","","1010803","1010803024"
"0","1","1","11","1","呵呵呵，很棒吧？\n我想要做出小孩們會喜歡的溫泉，\n所以特地打造的。","0.2","10","0","1010803","1010803025"
"","","0","91","","","","","","1010803","1010803026"
"","","1","3","","dsb_idle_normal","","1","0.5","1010803","1010803027"
"","","2","3","","dsb_talk_surprise1","","1","0.5","1010803","1010803028"
"","0","vo_dsb_1010803","21","","vo_dsb_3003","","0","","1010803","1010803029"
"0","1","2","11","1","這樣啊……","0.2","10","0","1010803","1010803030"
"","","0","91","","","","","","1010803","1010803031"
"","","2","3","","dsb_idle_surprise1_look","","1","0.5","1010803","1010803032"
"","0","vo_dsb_1010803","21","","vo_dsb_3004","","0","","1010803","1010803033"
"0","1","2","11","1","（本來以為她是個可疑的人，\n其實人很好嗎……）","0.2","10","0","1010803","1010803034"
"","","0","91","","","","","","1010803","1010803035"
"","","2","3","","dsb_talk_thinking","","1","0.3","1010803","1010803036"
"","0","vo_dsb_1010803","21","","vo_dsb_3005","","0","","1010803","1010803037"
"0","1","2","11","1","小孩的確會很高興。\n……我、我也不禁\n重返童心了。","0.2","10","0","1010803","1010803038"
"","","0","91","","","","","","1010803","1010803039"
"","","2","3","","dsb_idle_arm_crossed","","1","0.5","1010803","1010803040"
"","","1","3","","dsb_talk_thinking_normal2","","1","0.5","1010803","1010803041"
"","0","vo_dsb_1010803","21","","vo_dsb_3006","","0","","1010803","1010803042"
"0","1","1","11","1","童心……？\n啊，原來如此。\n那就好♪","0.2","10","0","1010803","1010803043"
"","","0","91","","","","","","1010803","1010803044"
"","","1","3","","dsb_idle_arm_crossed","","1","0.5","1010803","1010803045"
"","","2","3","","dsb_talk_sad2_Ex5","","1","0.5","1010803","1010803046"
"","","0","22","","0","","","","1010803","1010803047"
"","0.9","vo_dsb_1010803","21","","vo_dsb_3007","","0","","1010803","1010803048"
"0","1","2","11","1","……有什麼奇怪的嗎？","0.2","10","0","1010803","1010803049"
"","","0","91","","","","","","1010803","1010803050"
"","","2","3","","dsb_idle_sad_blink","","1","0.5","1010803","1010803051"
"","","1","3","","dsb_talk_sad_dere","","1","0.5","1010803","1010803052"
"","0","vo_dsb_1010803","21","","vo_dsb_3008","","0","","1010803","1010803053"
"0","1","1","11","1","不，沒什麼♪","0.2","10","0","1010803","1010803054"
"","","0","91","","","","","","1010803","1010803055"
"","","2","3","","dsb_idle_normal","","1","0.5","1010803","1010803056"
"","","1","3","","dsb_talk_normal_joy","","1","0.5","1010803","1010803057"
"","0","vo_dsb_1010803","21","","vo_dsb_3009","","0","","1010803","1010803058"
"0","1","1","11","1","對了……\n要是重返童心的話，\n應該會想在大浴池裡游泳吧？\n鏡華覺得如何？","0.2","10","0","1010803","1010803059"
"","","0","91","","","","","","1010803","1010803060"
"","","1","3","","dsb_idle_normal","","1","0.5","1010803","1010803061"
"","","2","3","","dsb_talk_tsun_shy","","1","0.5","1010803","1010803062"
"","0","vo_dsb_1010803","21","","vo_dsb_3010","","0","","1010803","1010803063"
"0","1","2","11","1","游泳……！\n我才不做那種事！\n太不像話了……","0.2","10","0","1010803","1010803064"
"","","0","91","","","","","","1010803","1010803065"
"","","2","3","","dsb_idle_anger","","1","0.5","1010803","1010803066"
"","","1","3","","dsb_talk_normal","","1","0.5","1010803","1010803067"
"","0","vo_dsb_1010803","21","","vo_dsb_3011","","0","","1010803","1010803068"
"0","1","1","11","1","怎麼會不像話……\n現在只有我們兩個人呀。\n我覺得在哈蜜瓜汽水裡游泳\n一定會很好玩的……","0.2","10","0","1010803","1010803069"
"","","0","91","","","","","","1010803","1010803070"
"","","1","3","","dsb_idle_normal","","1","0.5","1010803","1010803071"
"","","2","3","","dsb_talk_surprise1_shy","","1","0.5","1010803","1010803072"
"","0","vo_dsb_1010803","21","","vo_dsb_3012","","0","","1010803","1010803073"
"0","1","2","11","1","這、這個……\n雖然感覺很好玩……\n而且我現在也稍微會游了……\n可是就禮儀來說……唔……","0.2","10","0","1010803","1010803074"
"","","0","91","","","","","","1010803","1010803075"
"","","2","3","","dsb_idle_surprise1_normal","","1","0.5","1010803","1010803076"
"","","1","3","","dsb_talk_thinking_joy","","1","0.5","1010803","1010803077"
"","","0","22","","0","","","","1010803","1010803078"
"","0.9","vo_dsb_1010803","21","","vo_dsb_3013","","0","","1010803","1010803079"
"0","1","1","11","1","……呵呵呵。\n那我來游好了～？","0.2","10","0","1010803","1010803080"
"","","0","91","","","","","","1010803","1010803081"
"","","1","3","","dsb_idle_joy1","","1","0.5","1010803","1010803082"
"0.5","dsb_talk_surprise1_2","2","3","1","dsb_surprise2","","0","0.5","1010803","1010803083"
"","0","vo_dsb_1010803","21","","vo_dsb_3014","","0","","1010803","1010803084"
"0","1","2","11","1","咦咦！？\n說這種話太狡猾了。\n那……我、我也要游！","0.2","10","0","1010803","1010803085"
"","","3.5","93","","1","","","","1010803","1010803086"
"","","2","3","","dsb_talk_anger_shy2","","1","0.5","1010803","1010803087"
"","","1010803085","91","","","","","","1010803","1010803088"
"","","0","22","","0","","","","1010803","1010803089"
"","","2","3","","dsb_surprise_kyouka","","1","0.2","1010803","1010803090"
"","","1","3","","dsb_surprise_mitsuki","","1","0.2","1010803","1010803091"
"","","0.7","93","","0","","","","1010803","1010803092"
"0.2","dsb_idle_normal_Ex1","2","3","1","dsb_smile2_kyouka","","0","0.3","1010803","1010803093"
"0.2","dsb_idle_normal","1","3","1","dsb_smile2_mitsuki2","","0","0.3","1010803","1010803094"
"","","0.3","93","","0","","","","1010803","1010803095"
"","","se_adv_emote_common_01","23","","se_adv_emote_common_01","","0","","1010803","1010803096"
"0","0","2","12","0","10","0","1.4","0","1010803","1010803097"
"0","0","1","12","0","10","0","1.4","0","1010803","1010803098"
"","","2","93","","0","","","","1010803","1010803099"
"0","-475","1","1","-219","124531","dsb_idle_normal","70","2","1010804","1010804001"
"1","0","7","5","-360","2","dsb_idle_relax_Ex2","70","2","1010804","1010804002"
"0","-345","10","5","-219","99","dsb_empty","71","2","1010804","1010804003"
"","0","1","31","1","1","","0","1","1010804","1010804004"
"","0","3","31","1","3","","0","1","1010804","1010804005"
"","0","4","31","1","4","","0","1","1010804","1010804006"
"","0","17","31","1","10","","0","1","1010804","1010804007"
"","0","27","31","1","20","","0","1","1010804","1010804008"
"","-183","37","31","1","30","","-10","1","1010804","1010804009"
"","0","43","31","1","43","","0","1","1010804","1010804010"
"","0","44","31","1","44","","130","0","1010804","1010804011"
"","-141","45","31","1","45","","133","0","1010804","1010804012"
"","0","46","31","1","46","","130","0","1010804","1010804013"
"","-212","47","31","1","47","","142","0","1010804","1010804014"
"","-212","48","31","1","48","","142","0","1010804","1010804015"
"","","124531","13","","170","","","","1010804","1010804016"
"","","2","13","","170","","","","1010804","1010804017"
"","","0","91","","","","","","1010804","1010804018"
"","","se_10044200","23","","se_10044200_cmn_amb","","1","","1010804","1010804019"
"","","se_10044200","23","","se_10044200_cmn_steam","","0","","1010804","1010804020"
"","","6","93","","0","","","","1010804","1010804021"
"","","se_10044200","23","","se_10044200_hotspring_07","","1","","1010804","1010804022"
"","","1.5","93","","0","","","","1010804","1010804023"
"","","2","3","","dsb_idle_relax_blink","","1","0.5","1010804","1010804024"
"","0","vo_dsb_1010804","21","","vo_dsb_4001","","0","","1010804","1010804025"
"0","1","2","11","1","…………","0.2","10","0","1010804","1010804026"
"","","0","91","","","","","","1010804","1010804027"
"","","2","3","","dsb_idle_relax_Ex2","","1","0.5","1010804","1010804028"
"","2","3","33","12","130","","0","","1010804","1010804029"
"","2","4","33","12","130","","0","","1010804","1010804030"
"","2","20","33","12","130","","0","","1010804","1010804031"
"","2","30","33","12","120","","-183","","1010804","1010804032"
"","2","43","33","12","130","","0","","1010804","1010804033"
"","2","124531","2","12","-345","","-219","","1010804","1010804034"
