5050e881167a7b4a574786295b82caa98185824a30b75a03d2807110f08aba3d,c7b5f8926661ea52744b142eec67808238d1d345b936046960b1096a19df518c,854c6de2c88a8cc757e3e3e57e93c1737a51fcfa8bc23d8a938317512c8ec781,ee8f64ccd9c8cfaa0c8a50bcb729875491ab1eccabf732fe3e070ad0bb43ce64,3f0b12828c80cd8889718f0c72c7fd860bebc58fef1f949da6dbf6f0bd286bd4,792dad3e4fdac86d6dc9f87d1075c4c6abbfe64fe47f405dff80bea93acb8a0d,405aa28ac90950161f0632a82f9e52a05e9703fee7a7c34183ccf27c55db6d9e,002a0985668aefb556d576da8250b913e654759106dcb546258367c69dc66f72,375019c0a955016faa134dfaff4ba9fed6fafb36499ae39195b967befde17af7,0be8c55c3194d3da1a19757f207e8e6ca8ed0735926ff11e86af5de9daffe78b,9b77ffefa0fb620a5f35a2bc2eaa1d83cccf6f292dfd33387416726cd76e72bd,9da79b93cea6f44101f60eca2be8c3caf08bbff6e8452a45ba5b45e647545638,6a7864059fd424032467946c42da357dca9ec4dd9c4919851339ebd0f44c0983,0fd9a150c8f22e487a9418bc383c3c4f13a13245937d713e198946cc7cc89ec0,80c74bb2d996a5838ce05c65412825a7d9d3b877ee5f9b0206226c9dd7a47619,52d0ac3bf65296c968f5ad5906e1762c18190cdd06e49ebd15aca5a12532d246
"1","0","0","9702","9701","9703","7","0","97","8","35","9705","10075","9704","94","0"
"1","0","0","9802","9801","9803","3","0","98","2","36","9805","10032","9804","95","0"
"1","0","0","9902","9901","9903","2","0","99","5","36","9905","10023","9904","96","0"
"1","0","0","10002","10001","10003","2","0","100","8","36","10005","10024","10004","97","0"
"1","0","0","10102","10101","10103","5","0","101","2","37","10105","10051","10104","98","0"
"1","0","0","10202","10201","10203","1","0","102","5","37","10205","10012","10204","99","0"
"1","0","0","10302","10301","10303","3","0","103","8","37","10305","10035","10304","100","0"
"1","0","0","10402","10401","10403","6","0","104","2","38","10405","10063","10404","101","0"
"1","0","0","10502","10501","10503","5","0","105","5","38","10505","10055","10504","102","0"
"1","0","0","10602","10601","10603","7","0","106","8","38","10605","10071","10604","103","0"
"1","0","0","10702","10701","10703","5","0","107","2","39","10705","10052","10704","104","0"
"1","0","0","10802","10801","10803","4","0","108","5","39","10805","10043","10804","105","0"
"1","0","0","10902","10901","10903","2","0","109","8","39","10905","10025","10904","106","0"
"1","0","108","11002","11001","11003","7","109","110","5","40","11005","10076","11004","107","0"
"2","0","0","11102","11101","11103","6","0","111","2","1","11105","10062","11104","0","0"
"2","0","0","11202","11201","11203","2","0","112","5","1","11205","10024","11204","0","0"
"2","0","0","11302","11301","11303","4","0","113","8","1","11305","10045","11304","0","0"
"2","0","0","11402","11401","11403","2","0","114","2","2","11405","10022","11404","111","0"
"2","0","0","11502","11501","11503","4","0","115","5","2","11505","10043","11504","112","0"
"2","0","0","11602","11601","11603","7","0","116","8","2","11605","10074","11604","113","0"
"2","0","0","11702","11701","11703","1","0","117","2","3","11705","10012","11704","114","0"
"2","0","0","11802","11801","11803","6","0","118","5","3","11805","10063","11804","115","0"
"2","0","0","11902","11901","11903","3","0","119","8","3","11905","10035","11904","116","0"
"2","0","0","12002","12001","12003","5","0","120","2","4","12005","10051","12004","117","0"
"2","0","0","12102","12101","12103","2","0","121","5","4","12105","10023","12104","118","0"
"2","0","0","12202","12201","0","100","0","122","8","4","0","11004","0","119","0"
"2","0","0","12302","12301","12303","6","0","123","2","5","12305","10061","12304","120","0"
"2","0","0","12402","12401","12403","4","0","124","5","5","12405","10042","12404","121","0"
"2","0","0","12502","12501","12503","7","0","125","8","5","12505","10073","12504","122","0"
"2","0","0","12602","12601","12603","101","0","126","2","6","0","11015","0","123","0"
"2","0","0","12702","12701","12703","3","0","127","5","6","12705","10033","12704","124","0"
"2","0","0","12802","12801","12803","5","0","128","8","6","12805","10054","12804","125","0"
"2","0","0","12902","12901","12903","1","0","129","2","7","12905","10011","12904","126","0"
"2","0","0","13002","13001","13003","5","0","130","5","7","13005","10052","13004","127","0"
"2","0","0","13102","13101","13103","6","0","131","8","7","13105","10064","13104","128","0"
"2","0","0","13202","13201","13203","2","0","132","2","8","13205","10025","13204","129","0"
"2","0","0","13302","13301","13303","101","0","133","5","8","0","11011","0","130","0"
"2","0","0","0","13401","0","101","0","134","8","8","0","11014","0","131","0"
"2","0","0","13502","13501","13503","1","0","135","2","9","13505","10015","13504","132","0"
"2","0","0","13602","13601","13603","4","0","136","5","9","13605","10041","13604","133","0"
"2","0","0","13702","13701","13703","5","0","137","8","9","13705","10055","13704","134","0"
"2","0","136","13802","13801","13803","5","137","138","5","10","13805","10056","13804","135","0"
"2","0","0","13902","13901","13903","6","0","139","2","11","13905","10063","13904","138","0"
"2","0","0","14002","14001","14003","5","0","140","5","11","14005","10054","14004","138","0"
"2","0","0","14102","14101","14103","3","0","141","8","11","14105","10031","14104","138","0"
"2","0","0","14202","14201","14203","2","0","142","2","12","14205","10022","14204","139","0"
"2","0","0","14302","14301","14303","1","0","143","5","12","14305","10014","14304","140","0"
"2","0","0","14402","14401","14403","2","0","144","8","12","14405","10025","14404","141","0"
"2","0","0","14502","14501","14503","7","0","145","2","13","14505","10071","14504","142","0"
"2","0","0","14602","14601","14603","5","0","146","5","13","14605","10052","14604","143","0"
"2","0","0","14702","14701","0","101","0","147","8","13","0","11013","0","144","0"
"2","0","0","14802","14801","0","101","0","148","2","14","0","11014","0","145","0"
"2","0","0","14902","14901","14903","1","0","149","5","14","14905","10013","14904","146","0"
"2","0","0","15002","15001","15003","5","0","150","8","14","15005","10055","15004","147","0"
"2","0","0","15102","15101","15103","5","0","151","2","15","15105","10051","15104","148","0"
"2","0","0","0","15201","0","100","0","152","5","15","0","11001","0","149","0"
"2","0","0","15302","15301","0","101","0","153","8","15","0","11012","0","150","0"
"2","0","0","15402","15401","15403","2","0","154","2","16","15405","10023","15404","151","0"
"2","0","0","15502","15501","15503","5","0","155","5","16","15505","10054","15504","152","0"
"2","0","0","15602","15601","15603","2","0","156","8","16","15605","10021","15604","153","0"
"2","0","0","15702","15701","15703","3","0","157","2","17","15705","10034","15704","154","0"
"2","0","0","15802","15801","15803","6","0","158","5","17","15805","10065","15804","155","0"
"2","0","0","15902","15901","15903","7","0","159","8","17","15905","10072","15904","156","0"
"2","0","0","16002","16001","16003","3","0","160","2","18","16005","10033","16004","157","0"
"2","0","0","16102","16101","16103","100","0","161","5","18","0","11004","0","158","0"
"2","0","0","16202","16201","16203","1","0","162","8","18","16205","10015","16204","159","0"
"2","0","0","16302","16301","16303","3","0","163","2","19","16305","10032","16304","160","0"
"2","0","0","16402","16401","16403","5","0","164","5","19","16405","10053","16404","161","0"
"2","0","0","16502","16501","16503","5","0","165","8","19","16505","10055","16504","162","0"
"2","0","164","16602","16601","16603","3","165","166","5","20","16605","10036","16604","163","0"
"2","0","0","16702","16701","16703","6","0","167","2","21","16705","10061","16704","166","0"
"2","0","0","16802","16801","16803","5","0","168","5","21","16805","10053","16804","166","0"
"2","0","0","16902","16901","16903","4","0","169","8","21","16905","10044","16904","166","0"
"2","0","0","17002","17001","17003","6","0","170","2","22","17005","10065","17004","167","0"
"2","0","0","17102","17101","17103","5","0","171","5","22","17105","10051","17104","168","0"
"2","0","0","17202","17201","17203","4","0","172","8","22","17205","10041","17204","169","0"
"2","0","0","17302","17301","17303","1","0","173","2","23","17305","10012","17304","170","0"
"2","0","0","17402","17401","17403","7","0","174","5","23","17405","10075","17404","171","0"
"2","0","0","17502","17501","17503","3","0","175","8","23","17505","10031","17504","172","0"
"2","0","0","17602","17601","0","100","0","176","2","24","0","11003","0","173","0"
"2","0","0","17702","17701","17703","101","0","177","5","24","0","11014","0","174","0"
"2","0","0","17802","17801","17803","1","0","178","8","24","17805","10011","17804","175","0"
"2","0","0","17902","17901","17903","1","0","179","2","25","17905","10013","17904","176","0"
"2","0","0","18002","18001","18003","3","0","180","5","25","18005","10034","18004","177","0"
"2","0","0","18102","18101","0","100","0","181","8","25","0","11005","0","178","0"
"2","0","0","18202","18201","18203","6","0","182","2","26","18205","10062","18204","179","0"
"2","0","0","18302","18301","18303","4","0","183","5","26","18305","10043","18304","180","0"
"2","0","0","18402","18401","18403","5","0","184","8","26","18405","10054","18404","181","0"
"2","0","0","18502","18501","18503","1","0","185","2","27","18505","10011","18504","182","0"
"2","0","0","18602","18601","18603","1","0","186","5","27","18605","10014","18604","183","0"
"2","0","0","18702","18701","18703","4","0","187","8","27","18705","10045","18704","184","0"
"2","0","0","18802","18801","18803","1","0","188","2","28","18805","10012","18804","185","0"
"2","0","0","18902","18901","18903","101","0","189","5","28","0","11013","0","186","0"
"2","0","0","19002","19001","0","100","0","190","8","28","0","11001","0","187","0"
"2","0","0","19102","19101","19103","4","0","191","2","29","19105","10042","19104","188","0"
"2","0","0","19202","19201","19203","7","0","192","5","29","19205","10073","19204","189","0"
"2","0","0","19302","19301","19303","3","0","193","8","29","19305","10035","19304","190","0"
"2","0","192","19402","19401","19403","2","193","194","5","30","19405","10026","19404","191","0"
"2","0","0","19502","19501","19503","100","0","195","2","31","0","11001","0","194","0"
"2","0","0","19602","19601","19603","3","0","196","5","31","19605","10033","19604","194","0"
"2","0","0","19702","19701","19703","2","0","197","8","31","19705","10024","19704","194","0"
"2","0","0","19802","19801","19803","5","0","198","2","32","19805","10055","19804","195","0"
"2","0","0","19902","19901","19903","101","0","199","5","32","0","11012","0","196","0"
"2","0","0","20002","20001","20003","4","0","200","8","32","20005","10043","20004","197","0"
"2","0","0","20102","20101","20103","4","0","201","2","33","20105","10045","20104","198","0"
"2","0","0","20202","20201","20203","2","0","202","5","33","20205","10021","20204","199","0"
"2","0","0","20302","20301","20303","4","0","203","8","33","20305","10042","20304","200","0"
"2","0","0","20402","20401","20403","100","0","204","2","34","0","11005","0","201","0"
"2","0","0","20502","20501","20503","4","0","205","5","34","20505","10042","20504","202","0"
"2","0","0","20602","20601","20603","2","0","206","8","34","20605","10024","20604","203","0"
"2","0","0","20702","20701","20703","3","0","207","2","35","20705","10031","20704","204","0"
"2","0","0","20802","20801","20803","3","0","208","5","35","20805","10032","20804","205","0"
"2","0","0","20902","20901","20903","100","0","209","8","35","0","11003","0","206","0"
"2","0","0","21002","21001","21003","4","0","210","2","36","21005","10044","21004","207","0"
"2","0","0","21102","21101","21103","4","0","211","5","36","21105","10041","21104","208","0"
"2","0","0","21202","21201","21203","4","0","212","8","36","21205","10043","21204","209","0"
"2","0","0","21302","21301","21303","2","0","213","2","37","21305","10025","21304","210","0"
"2","0","0","21402","21401","21403","3","0","214","5","37","21405","10032","21404","211","0"
"2","0","0","21502","21501","21503","5","0","215","8","37","21505","10054","21504","212","0"
"2","0","0","21602","21601","21603","2","0","216","2","38","21605","10025","21604","213","0"
"2","0","0","21702","21701","21703","100","0","217","5","38","0","11002","0","214","0"
"2","0","0","21802","21801","21803","2","0","218","8","38","21805","10023","21804","215","0"
"2","0","0","21902","21901","21903","3","0","219","2","39","21905","10034","21904","216","0"
"2","0","0","22002","22001","22003","3","0","220","5","39","22005","10031","22004","217","0"
"2","0","0","22102","22101","22103","2","0","221","8","39","22105","10022","22104","218","0"
"2","0","220","22202","22201","22203","4","221","222","5","40","22205","10046","22204","219","0"
"3","0","0","0","22301","0","101","0","223","2","1","0","11012","0","0","0"
"3","0","0","22402","22401","22403","2","0","224","5","1","22405","10021","22404","0","0"
"3","0","0","22502","22501","22503","6","0","225","8","1","22505","10063","22504","0","0"
"3","0","0","22602","22601","22603","2","0","226","2","2","22605","10025","22604","223","0"
"3","0","0","22702","22701","22703","2","0","227","5","2","22705","10024","22704","224","0"
"3","0","0","22802","22801","22803","4","0","228","8","2","22805","10045","22804","225","0"
"3","0","0","0","22901","0","101","0","229","2","3","0","11013","0","226","0"
"3","0","0","23002","23001","23003","4","0","230","5","3","23005","10044","23004","227","0"
"3","0","0","23102","23101","23103","7","0","231","8","3","23105","10072","23104","228","0"
"3","0","0","0","23201","0","101","0","232","2","4","0","11015","0","229","0"
"3","0","0","0","23301","0","100","0","233","5","4","0","11003","0","230","0"
"3","0","0","23402","23401","23403","4","0","234","8","4","23405","10041","23404","231","0"
"3","0","233","23502","23501","23503","1","234","235","5","5","23505","10016","23504","232","0"
"3","0","0","23602","23601","23603","6","0","236","2","6","23605","10064","23604","235","0"
"3","0","0","23702","23701","23703","7","0","237","5","6","23705","10071","23704","235","0"
"3","0","0","23802","23801","23803","2","0","238","8","6","23805","10023","23804","235","0"
"3","0","0","23902","23901","23903","6","0","239","2","7","23905","10065","23904","236","0"
"3","0","0","0","24001","0","101","0","240","5","7","0","11013","0","237","0"
"3","0","0","0","24101","0","101","0","241","8","7","0","11011","0","238","0"
"3","0","0","24202","24201","24203","7","0","242","2","8","24205","10074","24204","239","0"
"3","0","0","0","24301","0","100","0","243","5","8","0","11002","0","240","0"
"3","0","0","24402","24401","24403","2","0","244","8","8","24405","10024","24404","241","0"
"3","0","0","24502","24501","24503","6","0","245","2","9","24505","10062","24504","242","0"
"3","0","0","0","24601","0","100","0","246","5","9","0","11005","0","243","0"
"3","0","0","24702","24701","24703","6","0","247","8","9","24705","10061","24704","244","0"
"3","0","246","24802","24801","24803","5","247","248","5","10","24805","10056","24804","245","0"
"3","0","0","24902","24901","24903","2","0","249","2","11","24905","10022","24904","248","0"
"3","0","0","25002","25001","25003","7","0","250","5","11","25005","10075","25004","248","0"
"3","0","0","25102","25101","25103","4","0","251","8","11","25105","10044","25104","248","0"
"3","0","0","0","25201","0","100","0","252","2","12","0","11003","0","249","0"
"3","0","0","25302","25301","25303","2","0","253","5","12","25305","10025","25304","250","0"
"3","0","0","25402","25401","25403","7","0","254","8","12","25405","10073","25404","251","0"
"3","0","0","0","25501","0","101","0","255","2","13","0","11014","0","252","0"
"3","0","0","25602","25601","25603","6","0","256","5","13","25605","10064","25604","253","0"
"3","0","0","25702","25701","25703","4","0","257","8","13","25705","10042","25704","254","0"
"3","0","0","0","25801","0","100","0","258","2","14","0","11002","0","255","0"
"3","0","0","25902","25901","25903","7","0","259","5","14","25905","10071","25904","256","0"
"3","0","0","0","26001","0","100","0","260","8","14","0","11004","0","257","0"
"3","0","259","26102","26101","26103","3","260","261","5","15","26105","10036","26104","258","0"
"3","0","0","26202","26201","26203","4","0","262","2","16","26205","10041","26204","261","0"
"3","0","0","26302","26301","26303","6","0","263","5","16","26305","10065","26304","261","0"
"3","0","0","0","26401","0","101","0","264","8","16","0","11012","0","261","0"
"3","0","0","26502","26501","26503","2","0","265","2","17","26505","10025","26504","262","0"
"3","0","0","0","26601","0","100","0","266","5","17","0","11001","0","263","0"
"3","0","0","26702","26701","26703","7","0","267","8","17","26705","10075","26704","264","0"
"3","0","0","26802","26801","26803","2","0","268","2","18","26805","10023","26804","265","0"
"3","0","0","0","26901","0","101","0","269","5","18","0","11014","0","266","0"
"3","0","0","27002","27001","27003","2","0","270","8","18","27005","10021","27004","267","0"
"3","0","0","0","27101","0","101","0","271","2","19","0","11011","0","268","0"
"3","0","0","27202","27201","27203","7","0","272","5","19","27205","10073","27204","269","0"
"3","0","0","27302","27301","27303","4","0","273","8","19","27305","10042","27304","270","0"
"3","0","272","27402","27401","27403","5","273","274","5","20","27405","10056","27404","271","0"
"3","0","0","0","27501","0","100","0","275","2","21","0","11005","0","274","0"
"3","0","0","27602","27601","27603","7","0","276","5","21","27605","10074","27604","274","0"
"3","0","0","27702","27701","27703","4","0","277","8","21","27705","10043","27704","274","0"
"3","0","0","0","27801","0","100","0","278","2","22","0","11001","0","275","0"
"3","0","0","27902","27901","27903","6","0","279","5","22","27905","10063","27904","276","0"
"3","0","0","28002","28001","28003","4","0","280","8","22","28005","10045","28004","277","0"
"3","0","0","28102","28101","28103","2","0","281","2","23","28105","10022","28104","278","0"
"3","0","0","0","28201","0","100","0","282","5","23","0","11004","0","279","0"
"3","0","0","0","28301","0","101","0","283","8","23","0","11015","0","280","0"
"3","0","0","28402","28401","28403","6","0","284","2","24","28405","10061","28404","281","0"
"3","0","0","0","28501","0","100","0","285","5","24","0","11005","0","282","0"
"3","0","0","28602","28601","28603","7","0","286","8","24","28605","10071","28604","283","0"
"3","0","285","28702","28701","28703","3","286","287","5","25","28705","10036","28704","284","0"
"3","0","0","28802","28801","28803","6","0","288","2","26","28805","10065","28804","287","0"
"3","0","0","0","28901","0","101","0","289","5","26","0","11011","0","287","0"
"3","0","0","29002","29001","29003","2","0","290","8","26","29005","10023","29004","287","0"
"3","0","0","29102","29101","29103","7","0","291","2","27","29105","10072","29104","288","0"
"3","0","0","0","29201","0","100","0","292","5","27","0","11003","0","289","0"
"3","0","0","29302","29301","29303","4","0","293","8","27","29305","10044","29304","290","0"
"3","0","0","29402","29401","29403","6","0","294","2","28","29405","10062","29404","291","0"
"3","0","0","29502","29501","29503","4","0","295","5","28","29505","10043","29504","292","0"
"3","0","0","29602","29601","29603","6","0","296","8","28","29605","10063","29604","293","0"
"3","0","0","29702","29701","29703","2","0","297","2","29","29705","10021","29704","294","0"
"3","0","0","29802","29801","29803","6","0","298","5","29","29805","10062","29804","295","0"
"3","0","0","0","29901","0","100","0","299","8","29","0","11004","0","296","0"
"3","0","298","30002","30001","30003","1","299","300","5","30","30005","10016","30004","297","0"
"3","0","0","30102","30101","30103","4","0","301","2","31","30105","10042","30104","300","0"
"3","0","0","0","30201","0","101","0","302","5","31","0","11013","0","300","0"
"3","0","0","30302","30301","30303","4","0","303","8","31","30305","10045","30304","300","0"
"3","0","0","30402","30401","30403","2","0","304","2","32","30405","10023","30404","301","0"
"3","0","0","30502","30501","30503","4","0","305","5","32","30505","10041","30504","302","0"
"3","0","0","30602","30601","30603","7","0","306","8","32","30605","10075","30604","303","0"
"3","0","0","0","30701","0","101","0","307","2","33","0","11012","0","304","0"
"3","0","0","30802","30801","30803","2","0","308","5","33","30805","10024","30804","305","0"
"3","0","0","30902","30901","30903","2","0","309","8","33","30905","10021","30904","306","0"
"3","0","0","31002","31001","31003","4","0","310","2","34","31005","10043","31004","307","0"
"3","0","0","31102","31101","31103","6","0","311","5","34","31105","10061","31104","308","0"
"3","0","0","0","31201","0","100","0","312","8","34","0","11002","0","309","0"
"3","0","311","31302","31301","31303","3","312","313","5","35","31305","10036","31304","310","0"
"3","0","0","31402","31401","31403","7","0","314","2","36","31405","10073","31404","313","0"
"3","0","0","31502","31501","31503","4","0","315","5","36","31505","10041","31504","313","0"
"3","0","0","0","31601","0","101","0","316","8","36","0","11014","0","313","0"
"3","0","0","31702","31701","31703","2","0","317","2","37","31705","10025","31704","314","0"
"3","0","0","31802","31801","31803","4","0","318","5","37","31805","10043","31804","315","0"
"3","0","0","0","31901","0","100","0","319","8","37","0","11001","0","316","0"
"3","0","0","32002","32001","32003","2","0","320","2","38","32005","10022","32004","317","0"
"3","0","0","32102","32101","32103","6","0","321","5","38","32105","10064","32104","318","0"
"3","0","0","32202","32201","32203","7","0","322","8","38","32205","10074","32204","319","0"
