04d458672ca120cacc4dd61aa65ff5ee1ac249c8f8606197700b81385bb09c6c,ef47081233b0167c5ab4d3d970a3fa634e0d3bd28b6942b62a5d22281396c951,33c4a87c7590f134dedbdf494ea785be7eb45318b58a417c135dbc9ddc8a69a4,79c416aca8aad1803276c098ff94fc29359b91772561ef8e87b29a6b71b36ab8,e3bb2fffd0f1a4ba518b5ebe8b4cd4a187ff7f5e547bbf6d77018e9162ce69ea,d819d9b21aa0d96ecb0b06ae376ca2e9639e515bc015ab42f1535081ae45842d
"53","11001028","1001","1","99001028","15"
"54","91002","0","30","99001028","8"
"55","11001029","1002","1","99001029","15"
"56","91002","0","30","99001029","8"
"57","11001030","1003","1","99001030","15"
"58","91002","0","30","99001030","8"
"59","11001031","1001","1","99001031","15"
"60","91002","0","30","99001031","8"
"61","11001032","1001","1","99001032","15"
"62","91002","0","30","99001032","8"
"63","11001033","1002","1","99001033","15"
"64","91002","0","30","99001033","8"
"65","11001034","1003","1","99001034","15"
"66","91002","0","30","99001034","8"
"75","11001039","1001","0","99001039","15"
"76","11001040","1002","0","99001040","15"
"77","11001041","1003","0","99001041","15"
"78","11001042","1001","1","99001042","15"
"79","91002","0","30","99001042","8"
"80","11001043","1001","1","99001043","15"
"81","91002","0","30","99001043","8"
"82","11001044","1002","1","99001044","15"
"83","91002","0","30","99001044","8"
"84","11001045","1003","1","99001045","15"
"85","91002","0","30","99001045","8"
"86","11001046","1001","1","99001046","15"
"87","11001050","1001","1","99001046","15"
"88","91002","0","30","99001046","8"
"89","11001047","1001","1","99001047","15"
"90","91002","0","30","99001047","8"
"91","11001048","1002","1","99001048","15"
"92","91002","0","30","99001048","8"
"93","11001049","1003","1","99001049","15"
"94","91002","0","30","99001049","8"
"95","11001051","1001","1","99001051","15"
"96","91002","0","30","99001051","8"
"97","11001052","1001","1","99001052","15"
"98","91002","0","30","99001052","8"
"99","11001053","1002","1","99001053","15"
"100","91002","0","30","99001053","8"
"101","11001054","1003","1","99001054","15"
"102","91002","0","30","99001054","8"
"103","11001055","1001","1","99001055","15"
"104","91002","0","30","99001055","8"
"105","11001056","1001","1","99001056","15"
"106","91002","0","30","99001056","8"
"107","11001057","1002","1","99001057","15"
"108","91002","0","30","99001057","8"
"109","11001058","1003","1","99001058","15"
"110","91002","0","30","99001058","8"
"111","11001059","1001","1","99001059","15"
"112","91002","0","30","99001059","8"
"113","11001060","1001","1","99001060","15"
"114","91002","0","30","99001060","8"
"115","11001061","1002","1","99001061","15"
"116","91002","0","30","99001061","8"
"117","11001062","1003","1","99001062","15"
"118","91002","0","30","99001062","8"
"119","11001063","1001","1","99001063","15"
"120","91002","0","30","99001063","8"
"121","11001064","1001","1","99001064","15"
"122","91002","0","30","99001064","8"
"123","11001065","1002","1","99001065","15"
"124","91002","0","30","99001065","8"
"125","11001066","1003","1","99001066","15"
"126","91002","0","30","99001066","8"
"127","11001067","1001","1","99001067","15"
"128","91002","0","30","99001067","8"
"129","11001068","1001","1","99001068","15"
"130","91002","0","30","99001068","8"
"131","11001069","1002","1","99001069","15"
"132","91002","0","30","99001069","8"
"133","11001070","1003","1","99001070","15"
"134","91002","0","30","99001070","8"
"135","11001071","1001","0","99001071","15"
"136","11001072","1002","0","99001072","15"
"137","11001073","1003","0","99001073","15"
"138","11001074","1001","1","99001074","15"
"139","91002","0","30","99001074","8"
"140","11001075","1001","1","99001075","15"
"141","91002","0","30","99001075","8"
"142","11001076","1002","1","99001076","15"
"143","91002","0","30","99001076","8"
"144","11001077","1003","1","99001077","15"
"145","91002","0","30","99001077","8"
"146","11001078","1001","1","99001078","15"
"147","91002","0","30","99001078","8"
"148","11001079","1001","1","99001079","15"
"149","91002","0","30","99001079","8"
"150","11001080","1002","1","99001080","15"
"151","91002","0","30","99001080","8"
"152","11001081","1003","1","99001081","15"
"153","91002","0","30","99001081","8"
"154","11001082","1001","1","99001082","15"
"155","91002","0","30","99001082","8"
"156","11001083","1001","1","99001083","15"
"157","91002","0","30","99001083","8"
"158","11001084","1002","1","99001084","15"
"159","91002","0","30","99001084","8"
"160","11001085","1003","1","99001085","15"
"161","91002","0","30","99001085","8"
"162","11001086","1001","0","99001086","15"
"163","11001087","1002","0","99001087","15"
"164","11001088","1002","0","99001088","15"
"165","11001089","1002","0","99001089","15"
"166","11001090","1003","0","99001090","15"
"167","11001091","1001","1","99001091","15"
"168","91002","0","30","99001091","8"
"169","11001092","1001","1","99001092","15"
"170","91002","0","30","99001092","8"
"171","11001093","1002","1","99001093","15"
"172","91002","0","30","99001093","8"
"173","11001094","1003","1","99001094","15"
"174","91002","0","30","99001094","8"
"175","11001095","1001","1","99001095","15"
"176","91002","0","30","99001095","8"
"177","11001096","1001","1","99001096","15"
"178","91002","0","30","99001096","8"
"179","11001097","1002","1","99001097","15"
"180","91002","0","30","99001097","8"
"181","11001098","1003","1","99001098","15"
"182","91002","0","30","99001098","8"
"183","11001099","1001","1","99001099","15"
"184","91002","0","30","99001099","8"
"185","11001100","1001","1","99001100","15"
"186","91002","0","30","99001100","8"
"187","11001101","1002","1","99001101","15"
"188","91002","0","30","99001101","8"
"189","11001102","1003","1","99001102","15"
"190","91002","0","30","99001102","8"
"191","11001103","1001","1","99001103","15"
"192","91002","0","30","99001103","8"
"193","11001104","1001","1","99001104","15"
"194","91002","0","30","99001104","8"
"195","11001105","1002","1","99001105","15"
"196","91002","0","30","99001105","8"
"197","11001106","1003","1","99001106","15"
"198","91002","0","30","99001106","8"
"199","11001107","1001","1","99001107","15"
"200","91002","0","30","99001107","8"
"201","11001108","1001","1","99001108","15"
"202","91002","0","30","99001108","8"
"203","11001109","1002","1","99001109","15"
"204","91002","0","30","99001109","8"
"205","11001110","1003","1","99001110","15"
"206","91002","0","30","99001110","8"
"207","11001111","1001","1","99001111","15"
"208","91002","0","30","99001111","8"
"209","11001112","1001","1","99001112","15"
"210","91002","0","30","99001112","8"
"211","11001113","1002","1","99001113","15"
"212","91002","0","30","99001113","8"
"213","11001114","1003","1","99001114","15"
"214","91002","0","30","99001114","8"
"215","11001115","1001","1","99001115","15"
"216","91002","0","30","99001115","8"
"217","11001116","1001","1","99001116","15"
"218","91002","0","30","99001116","8"
"219","11001117","1002","1","99001117","15"
"220","91002","0","30","99001117","8"
"221","11001118","1003","1","99001118","15"
"222","91002","0","30","99001118","8"
"223","11001119","1001","1","99001119","15"
"224","91002","0","30","99001119","8"
"225","11001120","1001","1","99001120","15"
"226","91002","0","30","99001120","8"
"227","11001121","1002","1","99001121","15"
"228","91002","0","30","99001121","8"
"229","11001122","1003","1","99001122","15"
"230","91002","0","30","99001122","8"
"231","11001123","1001","1","99001123","15"
"232","91002","0","30","99001123","8"
"233","11001124","1001","1","99001124","15"
"234","91002","0","30","99001124","8"
"235","11001125","1002","1","99001125","15"
"236","91002","0","30","99001125","8"
"237","11001126","1003","1","99001126","15"
"238","91002","0","30","99001126","8"
"239","11001127","1001","1","99001127","15"
"240","91002","0","30","99001127","8"
"241","11001128","1001","1","99001128","15"
"242","91002","0","30","99001128","8"
"243","11001129","1002","1","99001129","15"
"244","91002","0","30","99001129","8"
"245","11001130","1003","1","99001130","15"
"246","91002","0","30","99001130","8"
"247","11001131","1003","1","99001131","15"
"248","11001132","1001","1","99001132","15"
"249","91002","0","30","99001132","8"
"250","11001133","1001","1","99001133","15"
"251","91002","0","30","99001133","8"
"252","11001134","1002","1","99001134","15"
"253","91002","0","30","99001134","8"
"254","11001135","1003","1","99001135","15"
"255","91002","0","30","99001135","8"
"256","11001136","1001","1","99001136","15"
"257","91002","0","30","99001136","8"
"258","11001137","1001","1","99001137","15"
"259","91002","0","30","99001137","8"
"260","11001138","1002","1","99001138","15"
"261","91002","0","30","99001138","8"
"262","11001139","1003","1","99001139","15"
"263","91002","0","30","99001139","8"
"264","11001140","1003","1","99001140","15"
"265","11001142","1001","1","99001142","15"
"266","91002","0","30","99001142","8"
"267","11001143","1001","1","99001143","15"
"268","91002","0","30","99001143","8"
"269","11001144","1002","1","99001144","15"
"270","91002","0","30","99001144","8"
"271","11001145","1003","1","99001145","15"
"272","91002","0","30","99001145","8"
"273","11001146","1001","0","99001146","15"
"274","11001147","1002","0","99001147","15"
"275","11001148","1001","1","99001148","15"
"276","91002","0","30","99001148","8"
"277","11001149","1001","1","99001149","15"
"278","91002","0","30","99001149","8"
"279","11001150","1002","1","99001150","15"
"280","91002","0","30","99001150","8"
"281","11001151","1003","1","99001151","15"
"282","91002","0","30","99001151","8"
"283","11001152","1001","1","99001152","15"
"284","91002","0","30","99001152","8"
"285","11001153","1001","1","99001153","15"
"286","91002","0","30","99001153","8"
"287","11001154","1002","1","99001154","15"
"288","91002","0","30","99001154","8"
"289","11001155","1003","1","99001155","15"
"290","91002","0","30","99001155","8"
"291","11001156","1001","1","99001156","15"
"292","91002","0","30","99001156","8"
"293","11001157","1001","1","99001157","15"
"294","91002","0","30","99001157","8"
"295","11001158","1002","1","99001158","15"
"296","91002","0","30","99001158","8"
"297","11001159","1003","1","99001159","15"
"298","91002","0","30","99001159","8"
"299","11001160","1001","1","99001160","15"
"300","91002","0","30","99001160","8"
"301","11001161","1001","1","99001161","15"
"302","91002","0","30","99001161","8"
"303","11001162","1002","1","99001162","15"
"304","91002","0","30","99001162","8"
"305","11001163","1003","1","99001163","15"
"306","91002","0","30","99001163","8"
"307","11001164","1002","1","99001164","15"
"308","11001165","1003","1","99001165","15"
"309","11001166","1001","1","99001166","15"
"310","91002","0","30","99001166","8"
"311","11001167","1001","1","99001167","15"
"312","91002","0","30","99001167","8"
"313","11001168","1002","1","99001168","15"
"314","91002","0","30","99001168","8"
"315","11001169","1003","1","99001169","15"
"316","91002","0","30","99001169","8"
"317","11001170","1001","1","99001170","15"
"318","91002","0","30","99001170","8"
"319","11001171","1001","1","99001171","15"
"320","91002","0","30","99001171","8"
"321","11001172","1002","1","99001172","15"
"322","91002","0","30","99001172","8"
"323","11001173","1003","1","99001173","15"
"324","91002","0","30","99001173","8"
"325","11001174","1001","1","99001174","15"
"326","91002","0","30","99001174","8"
"327","11001175","1001","1","99001175","15"
"328","91002","0","30","99001175","8"
"329","11001176","1002","1","99001176","15"
"330","91002","0","30","99001176","8"
"331","11001177","1003","1","99001177","15"
"332","91002","0","30","99001177","8"
"333","11001178","1001","1","99001178","15"
"334","91002","0","30","99001178","8"
"335","11001179","1001","1","99001179","15"
"336","91002","0","30","99001179","8"
"337","11001180","1002","1","99001180","15"
"338","91002","0","30","99001180","8"
"339","11001181","1003","1","99001181","15"
"340","91002","0","30","99001181","8"
"341","11001182","1001","1","99001182","15"
"342","91002","0","30","99001182","8"
"343","11001183","1001","1","99001183","15"
"344","91002","0","30","99001183","8"
"345","11001184","1002","1","99001184","15"
"346","91002","0","30","99001184","8"
"347","11001185","1003","1","99001185","15"
"348","91002","0","30","99001185","8"
"349","11001186","1001","1","99001186","15"
"350","91002","0","30","99001186","8"
"351","11001187","1001","1","99001187","15"
"352","91002","0","30","99001187","8"
"353","11001188","1002","1","99001188","15"
"354","91002","0","30","99001188","8"
"355","11001189","1003","1","99001189","15"
"356","91002","0","30","99001189","8"
"357","11001190","1001","1","99001190","15"
"358","91002","0","30","99001190","8"
"359","11001191","1001","1","99001191","15"
"360","91002","0","30","99001191","8"
"361","11001192","1002","1","99001192","15"
"362","91002","0","30","99001192","8"
"363","11001193","1003","1","99001193","15"
"364","91002","0","30","99001193","8"
"365","11001194","1001","1","99001194","15"
"366","91002","0","30","99001194","8"
"367","11001195","1001","1","99001195","15"
"368","91002","0","30","99001195","8"
"369","11001196","1002","1","99001196","15"
"370","91002","0","30","99001196","8"
"371","11001197","1003","1","99001197","15"
"372","91002","0","30","99001197","8"
"373","11001198","1002","1","99001198","15"
"374","11001199","1003","1","99001199","15"
"375","11001200","1001","1","99001200","15"
"376","91002","0","30","99001200","8"
"377","11001201","1001","1","99001201","15"
"378","91002","0","30","99001201","8"
"379","11001202","1002","1","99001202","15"
"380","91002","0","30","99001202","8"
"381","11001203","1003","1","99001203","15"
"382","91002","0","30","99001203","8"
"383","11001204","1003","1","99001204","15"
"384","11001205","1001","1","99001205","15"
"385","91002","0","30","99001205","8"
"386","11001206","1001","1","99001206","15"
"387","91002","0","30","99001206","8"
"388","11001207","1002","1","99001207","15"
"389","91002","0","30","99001207","8"
"390","11001208","1003","1","99001208","15"
"391","91002","0","30","99001208","8"
"392","11001209","1001","1","99001209","15"
"393","91002","0","30","99001209","8"
"394","11001210","1001","1","99001210","15"
"395","91002","0","30","99001210","8"
"396","11001211","1002","1","99001211","15"
"397","91002","0","30","99001211","8"
"398","11001212","1003","1","99001212","15"
"399","91002","0","30","99001212","8"
"400","11001213","1001","1","99001213","15"
"401","91002","0","30","99001213","8"
"402","11001214","1001","1","99001214","15"
"403","91002","0","30","99001214","8"
"404","11001215","1002","1","99001215","15"
"405","91002","0","30","99001215","8"
"406","11001216","1003","1","99001216","15"
"407","91002","0","30","99001216","8"
"408","11001217","1001","1","99001217","15"
"409","91002","0","30","99001217","8"
"410","11001218","1001","1","99001218","15"
"411","91002","0","30","99001218","8"
"412","11001219","1002","1","99001219","15"
"413","91002","0","30","99001219","8"
"414","11001220","1003","1","99001220","15"
"415","91002","0","30","99001220","8"
"416","11001221","1001","1","99001221","15"
"417","91002","0","30","99001221","8"
"418","11001222","1001","1","99001222","15"
"419","91002","0","30","99001222","8"
"420","11001223","1002","1","99001223","15"
"421","91002","0","30","99001223","8"
"422","11001224","1003","1","99001224","15"
"423","91002","0","30","99001224","8"
"424","11001225","1001","1","99001225","15"
"425","91002","0","30","99001225","8"
"426","11001226","1001","1","99001226","15"
"427","91002","0","30","99001226","8"
"428","11001227","1002","1","99001227","15"
"429","91002","0","30","99001227","8"
"430","11001228","1003","1","99001228","15"
"431","91002","0","30","99001228","8"
"432","11001229","1001","1","99001229","15"
"433","91002","0","30","99001229","8"
"434","11001230","1001","1","99001230","15"
"435","91002","0","30","99001230","8"
"436","11001231","1002","1","99001231","15"
"437","91002","0","30","99001231","8"
"438","11001232","1003","1","99001232","15"
"439","91002","0","30","99001232","8"
"440","11001233","1001","1","99001233","15"
"441","91002","0","30","99001233","8"
"442","11001234","1001","1","99001234","15"
"443","91002","0","30","99001234","8"
"444","11001235","1002","1","99001235","15"
"445","91002","0","30","99001235","8"
"446","11001236","1003","1","99001236","15"
"447","91002","0","30","99001236","8"
"448","11001237","1001","1","99001237","15"
"449","91002","0","30","99001237","8"
"450","11001238","1001","1","99001238","15"
"451","91002","0","30","99001238","8"
"452","11001239","1002","1","99001239","15"
"453","91002","0","30","99001239","8"
"454","11001240","1003","1","99001240","15"
"455","91002","0","30","99001240","8"
"456","11001241","1001","1","99001241","15"
"457","91002","0","30","99001241","8"
"458","11001242","1001","1","99001242","15"
"459","91002","0","30","99001242","8"
"460","11001243","1002","1","99001243","15"
"461","91002","0","30","99001243","8"
"462","11001244","1003","1","99001244","15"
"463","91002","0","30","99001244","8"
"464","11001245","1001","1","99001245","15"
"465","91002","0","30","99001245","8"
"466","11001246","1001","1","99001246","15"
"467","91002","0","30","99001246","8"
"468","11001247","1002","1","99001247","15"
"469","91002","0","30","99001247","8"
"470","11001248","1003","1","99001248","15"
"471","91002","0","30","99001248","8"
"472","11001249","1003","1","99001249","15"
"473","11001250","1001","1","99001250","15"
"474","91002","0","30","99001250","8"
"475","11001251","1001","1","99001251","15"
"476","91002","0","30","99001251","8"
"477","11001252","1002","1","99001252","15"
"478","91002","0","30","99001252","8"
"479","11001253","1003","1","99001253","15"
"480","91002","0","30","99001253","8"
"481","11001254","1001","1","99001254","15"
"482","91002","0","30","99001254","8"
"483","11001255","1001","1","99001255","15"
"484","91002","0","30","99001255","8"
"485","11001256","1002","1","99001256","15"
"486","91002","0","30","99001256","8"
"487","11001257","1003","1","99001257","15"
"488","91002","0","30","99001257","8"
"489","11001258","1001","1","99001258","15"
"490","91002","0","30","99001258","8"
"491","11001259","1001","1","99001259","15"
"492","91002","0","30","99001259","8"
"493","11001260","1002","1","99001260","15"
"494","91002","0","30","99001260","8"
"495","11001261","1003","1","99001261","15"
"496","91002","0","30","99001261","8"
"497","11001262","1001","1","99001262","15"
"498","11001263","1001","1","99001263","15"
"499","11001264","1001","1","99001264","15"
"500","11001265","1002","1","99001265","15"
"501","11001266","1003","1","99001266","15"
"502","11001267","1001","1","99001267","15"
"503","91002","0","30","99001267","8"
"504","11001268","1001","1","99001268","15"
"505","91002","0","30","99001268","8"
"506","11001269","1002","1","99001269","15"
"507","91002","0","30","99001269","8"
"508","11001270","1003","1","99001270","15"
"509","91002","0","30","99001270","8"
"510","11001271","1003","1","99001271","15"
"511","11001272","1001","1","99001272","15"
"512","91002","0","30","99001272","8"
"513","11001273","1001","1","99001273","15"
"514","91002","0","30","99001273","8"
"515","11001274","1002","1","99001274","15"
"516","91002","0","30","99001274","8"
"517","11001275","1003","1","99001275","15"
"518","91002","0","30","99001275","8"
"519","11001276","1003","1","99001276","15"
"520","11001277","1001","1","99001277","15"
"521","91002","0","30","99001277","8"
"522","11001278","1001","1","99001278","15"
"523","91002","0","30","99001278","8"
"524","11001279","1002","1","99001279","15"
"525","91002","0","30","99001279","8"
"526","11001280","1003","1","99001280","15"
"527","91002","0","30","99001280","8"
"528","11001281","1001","1","99001281","15"
"529","91002","0","30","99001281","8"
"530","11001282","1001","1","99001282","15"
"531","91002","0","30","99001282","8"
"532","11001283","1002","1","99001283","15"
"533","91002","0","30","99001283","8"
"534","11001284","1003","1","99001284","15"
"535","91002","0","30","99001284","8"
"536","11001285","1003","1","99001285","15"
"537","11001286","1001","1","99001286","15"
"538","91002","0","30","99001286","8"
"539","11001287","1001","1","99001287","15"
"540","91002","0","30","99001287","8"
"541","11001288","1002","1","99001288","15"
"542","91002","0","30","99001288","8"
"543","11001289","1003","1","99001289","15"
"544","91002","0","30","99001289","8"
"545","11001290","1001","1","99001290","15"
"546","91002","0","30","99001290","8"
"547","11001291","1001","1","99001291","15"
"548","91002","0","30","99001291","8"
"549","11001292","1002","1","99001292","15"
"550","91002","0","30","99001292","8"
"551","11001293","1003","1","99001293","15"
"552","91002","0","30","99001293","8"
"553","11001294","1001","1","99001294","15"
"554","91002","0","30","99001294","8"
"555","11001295","1001","1","99001295","15"
"556","91002","0","30","99001295","8"
"557","11001296","1002","1","99001296","15"
"558","91002","0","30","99001296","8"
"559","11001297","1003","1","99001297","15"
"560","91002","0","30","99001297","8"
"561","11001298","1001","1","99001298","15"
"562","91002","0","30","99001298","8"
"563","11001299","1001","1","99001299","15"
"564","91002","0","30","99001299","8"
"565","11001300","1002","1","99001300","15"
"566","91002","0","30","99001300","8"
"567","11001301","1003","1","99001301","15"
"568","91002","0","30","99001301","8"
"569","11001302","1003","1","99001302","15"
"570","11001303","1003","1","99001303","15"
"571","11001304","1003","1","99001304","15"
"572","11001305","1001","1","99001305","15"
"573","91002","0","30","99001305","8"
"574","11001306","1001","1","99001306","15"
"575","91002","0","30","99001306","8"
"576","11001307","1002","1","99001307","15"
"577","91002","0","30","99001307","8"
"578","11001308","1003","1","99001308","15"
"579","91002","0","30","99001308","8"
"580","11001309","1001","1","99001309","15"
"581","91002","0","30","99001309","8"
"582","11001310","1001","1","99001310","15"
"583","91002","0","30","99001310","8"
"584","11001311","1002","1","99001311","15"
"585","91002","0","30","99001311","8"
"586","11001312","1003","1","99001312","15"
"587","91002","0","30","99001312","8"
"588","11001313","1003","1","99001313","15"
"589","11001314","1001","1","99001314","15"
"590","91002","0","30","99001314","8"
"591","11001315","1001","1","99001315","15"
"592","91002","0","30","99001315","8"
"593","11001316","1002","1","99001316","15"
"594","91002","0","30","99001316","8"
"595","11001317","1003","1","99001317","15"
"596","91002","0","30","99001317","8"
"597","11001318","1003","1","99001318","15"
"598","11001319","1001","1","99001319","15"
"599","91002","0","30","99001319","8"
"600","11001320","1001","1","99001320","15"
"601","91002","0","30","99001320","8"
"602","11001321","1002","1","99001321","15"
"603","91002","0","30","99001321","8"
"604","11001322","1003","1","99001322","15"
"605","91002","0","30","99001322","8"
"606","11001323","1003","1","99001323","15"
"607","11001324","1001","1","99001324","15"
"608","91002","0","30","99001324","8"
"609","11001325","1001","1","99001325","15"
"610","91002","0","30","99001325","8"
"611","11001326","1002","1","99001326","15"
"612","91002","0","30","99001326","8"
"613","11001327","1003","1","99001327","15"
"614","91002","0","30","99001327","8"
"615","11001328","1003","1","99001328","15"
"616","11001329","1001","1","99001329","15"
"617","91002","0","30","99001329","8"
"618","11001330","1001","1","99001330","15"
"619","91002","0","30","99001330","8"
"620","11001331","1002","1","99001331","15"
"621","91002","0","30","99001331","8"
"622","11001332","1003","1","99001332","15"
"623","91002","0","30","99001332","8"
"624","11001333","1001","1","99001333","15"
"625","91002","0","30","99001333","8"
"626","11001334","1001","1","99001334","15"
"627","91002","0","30","99001334","8"
"628","11001335","1002","1","99001335","15"
"629","91002","0","30","99001335","8"
"630","11001336","1003","1","99001336","15"
"631","91002","0","30","99001336","8"
"632","11001337","1002","1","99001337","15"
"633","11001338","1002","1","99001338","15"
"634","11001339","1003","1","99001339","15"
"635","11001340","1001","1","99001340","15"
"636","91002","0","30","99001340","8"
"637","11001341","1001","1","99001341","15"
"638","91002","0","30","99001341","8"
"639","11001342","1002","1","99001342","15"
"640","91002","0","30","99001342","8"
"641","11001343","1003","1","99001343","15"
"642","91002","0","30","99001343","8"
"646","11001344","1001","1","99001344","15"
"647","91002","0","30","99001344","8"
"648","11001345","1001","1","99001345","15"
"649","91002","0","30","99001345","8"
"650","11001346","1002","1","99001346","15"
"651","91002","0","30","99001346","8"
"652","11001347","1003","1","99001347","15"
"653","91002","0","30","99001347","8"
