58fa188c9734cebcdabefa6638ccdadcb02f520d69d600afb359c125c358bb4b,920c1194004a1791469e3cb791dd9286c51f4a0c3a2d3145f50aa23f6c5bec2c,e3a45f5b476183dac64b3a6a43794174a66adaac27cc247dd25044bf50fd9447,8a71d748829710bb48dd43f00d23330bbf4121ea6d770b01170e1e214a349692,4e90e0a88fa0c50b81ce21af01f37c48db47a2009ff5d88d825d4774dac351de
"22002","72003018","2","2","20003036"
"91002","72003019","8","60","20003037"
"22002","72003019","2","2","20003038"
"91002","72003020","8","300","20003039"
"22002","72003020","2","2","20003040"
"31010","72003021","2","5","20003041"
"31017","72003021","2","5","20003042"
"31010","72003022","2","5","20003043"
"31017","72003022","2","5","20003044"
"31010","72003023","2","10","20003045"
"31017","72003023","2","10","20003046"
"91002","72004001","8","30","20004001"
"22002","72004001","2","1","20004002"
"91002","72004002","8","30","20004003"
"22002","72004002","2","1","20004004"
"91002","72004003","8","30","20004005"
"22002","72004003","2","1","20004006"
"91002","72004004","8","30","20004007"
"22002","72004004","2","1","20004008"
"91002","72004005","8","30","20004009"
"22002","72004005","2","1","20004010"
"91002","72004006","8","30","20004011"
"22002","72004006","2","1","20004012"
"91002","72004007","8","30","20004013"
"22002","72004007","2","1","20004014"
"91002","72004008","8","30","20004015"
"22002","72004008","2","1","20004016"
"91002","72004009","8","30","20004017"
"22002","72004009","2","1","20004018"
"91002","72004010","8","30","20004019"
"22002","72004010","2","1","20004020"
"91002","72004011","8","30","20004021"
"22002","72004011","2","1","20004022"
"91002","72004012","8","30","20004023"
"22002","72004012","2","1","20004024"
"91002","72004013","8","30","20004025"
"22002","72004013","2","1","20004026"
"91002","72004014","8","30","20004027"
"22002","72004014","2","1","20004028"
"91002","72004015","8","200","20004029"
"22002","72004015","2","1","20004030"
"91002","72004016","8","60","20004031"
"22002","72004016","2","2","20004032"
"91002","72004017","8","60","20004033"
"22002","72004017","2","2","20004034"
"91002","72004018","8","60","20004035"
"22002","72004018","2","2","20004036"
"91002","72004019","8","60","20004037"
"22002","72004019","2","2","20004038"
"91002","72004020","8","300","20004039"
"22002","72004020","2","2","20004040"
"107601","72004021","1","1","20004041"
"31076","72004022","2","10","20004042"
"31028","72004022","2","10","20004043"
"31076","72004023","2","10","20004044"
"31028","72004023","2","10","20004045"
"91002","72005001","8","30","20005001"
"22002","72005001","2","1","20005002"
"91002","72005002","8","30","20005003"
"22002","72005002","2","1","20005004"
"91002","72005003","8","30","20005005"
"22002","72005003","2","1","20005006"
"91002","72005004","8","30","20005007"
"22002","72005004","2","1","20005008"
"91002","72005005","8","30","20005009"
"22002","72005005","2","1","20005010"
"91002","72005006","8","30","20005011"
"22002","72005006","2","1","20005012"
"91002","72005007","8","30","20005013"
"22002","72005007","2","1","20005014"
"91002","72005008","8","30","20005015"
"22002","72005008","2","1","20005016"
"91002","72005009","8","30","20005017"
"22002","72005009","2","1","20005018"
"91002","72005010","8","30","20005019"
"22002","72005010","2","1","20005020"
"91002","72005011","8","30","20005021"
"22002","72005011","2","1","20005022"
"91002","72005012","8","30","20005023"
"22002","72005012","2","1","20005024"
"91002","72005013","8","30","20005025"
"22002","72005013","2","1","20005026"
"91002","72005014","8","30","20005027"
"22002","72005014","2","1","20005028"
"91002","72005015","8","200","20005029"
"22002","72005015","2","1","20005030"
"91002","72005016","8","60","20005031"
"22002","72005016","2","2","20005032"
"91002","72005017","8","60","20005033"
"22002","72005017","2","2","20005034"
"91002","72005018","8","60","20005035"
"22002","72005018","2","2","20005036"
"91002","72005019","8","60","20005037"
"22002","72005019","2","2","20005038"
"91002","72005020","8","300","20005039"
"22002","72005020","2","2","20005040"
"108001","72005021","1","1","20005041"
"31080","72005022","2","10","20005042"
"31032","72005022","2","10","20005043"
"31080","72005023","2","10","20005044"
"31032","72005023","2","10","20005045"
"91002","72006001","8","30","20006001"
"22002","72006001","2","1","20006002"
"91002","72006002","8","30","20006003"
"22002","72006002","2","1","20006004"
"91002","72006003","8","30","20006005"
"22002","72006003","2","1","20006006"
"91002","72006004","8","30","20006007"
"22002","72006004","2","1","20006008"
"91002","72006005","8","30","20006009"
"22002","72006005","2","1","20006010"
"91002","72006006","8","30","20006011"
"22002","72006006","2","1","20006012"
"91002","72006007","8","30","20006013"
"22002","72006007","2","1","20006014"
"91002","72006008","8","30","20006015"
"22002","72006008","2","1","20006016"
"91002","72006009","8","30","20006017"
"22002","72006009","2","1","20006018"
"91002","72006010","8","30","20006019"
"22002","72006010","2","1","20006020"
"91002","72006011","8","30","20006021"
"22002","72006011","2","1","20006022"
"91002","72006012","8","30","20006023"
"22002","72006012","2","1","20006024"
"91002","72006013","8","30","20006025"
"22002","72006013","2","1","20006026"
"91002","72006014","8","30","20006027"
"22002","72006014","2","1","20006028"
"91002","72006015","8","200","20006029"
"22002","72006015","2","1","20006030"
"91002","72006016","8","60","20006031"
"22002","72006016","2","2","20006032"
"91002","72006017","8","60","20006033"
"22002","72006017","2","2","20006034"
"91002","72006018","8","60","20006035"
"22002","72006018","2","2","20006036"
"91002","72006019","8","60","20006037"
"22002","72006019","2","2","20006038"
"91002","72006020","8","300","20006039"
"22002","72006020","2","2","20006040"
"31047","72006021","2","5","20006041"
"31034","72006021","2","5","20006042"
"31047","72006022","2","5","20006043"
"31034","72006022","2","5","20006044"
"31047","72006023","2","10","20006045"
"31034","72006023","2","10","20006046"
"91002","72007001","8","30","20007001"
"22002","72007001","2","1","20007002"
"91002","72007002","8","30","20007003"
"22002","72007002","2","1","20007004"
"91002","72007003","8","30","20007005"
"22002","72007003","2","1","20007006"
"91002","72007004","8","30","20007007"
"22002","72007004","2","1","20007008"
"91002","72007005","8","30","20007009"
"22002","72007005","2","1","20007010"
"91002","72007006","8","30","20007011"
"22002","72007006","2","1","20007012"
"91002","72007007","8","30","20007013"
"22002","72007007","2","1","20007014"
"91002","72007008","8","30","20007015"
"22002","72007008","2","1","20007016"
"91002","72007009","8","30","20007017"
"22002","72007009","2","1","20007018"
"91002","72007010","8","30","20007019"
"22002","72007010","2","1","20007020"
"91002","72007011","8","30","20007021"
"22002","72007011","2","1","20007022"
"91002","72007012","8","30","20007023"
"22002","72007012","2","1","20007024"
"91002","72007013","8","30","20007025"
"22002","72007013","2","1","20007026"
"91002","72007014","8","30","20007027"
"22002","72007014","2","1","20007028"
"91002","72007015","8","200","20007029"
"22002","72007015","2","1","20007030"
"91002","72007016","8","60","20007031"
"22002","72007016","2","2","20007032"
"91002","72007017","8","60","20007033"
"22002","72007017","2","2","20007034"
"91002","72007018","8","60","20007035"
"22002","72007018","2","2","20007036"
"91002","72007019","8","60","20007037"
"22002","72007019","2","2","20007038"
"91002","72007020","8","300","20007039"
"22002","72007020","2","2","20007040"
"108201","72007021","1","1","20007041"
"31082","72007022","2","10","20007042"
"31022","72007022","2","10","20007043"
"31082","72007023","2","10","20007044"
"31022","72007023","2","10","20007045"
"91002","72008001","8","30","20008001"
"22002","72008001","2","1","20008002"
"91002","72008002","8","30","20008003"
"22002","72008002","2","1","20008004"
"91002","72008003","8","30","20008005"
"22002","72008003","2","1","20008006"
"91002","72008004","8","30","20008007"
"22002","72008004","2","1","20008008"
"91002","72008005","8","30","20008009"
"22002","72008005","2","1","20008010"
"91002","72008006","8","30","20008011"
"22002","72008006","2","1","20008012"
"91002","72008007","8","30","20008013"
"22002","72008007","2","1","20008014"
"91002","72008008","8","30","20008015"
"22002","72008008","2","1","20008016"
"91002","72008009","8","30","20008017"
"22002","72008009","2","1","20008018"
"91002","72008010","8","30","20008019"
"22002","72008010","2","1","20008020"
"91002","72008011","8","30","20008021"
"22002","72008011","2","1","20008022"
"91002","72008012","8","30","20008023"
"22002","72008012","2","1","20008024"
"91002","72008013","8","30","20008025"
"22002","72008013","2","1","20008026"
"91002","72008014","8","30","20008027"
"22002","72008014","2","1","20008028"
"91002","72008015","8","200","20008029"
"22002","72008015","2","1","20008030"
"91002","72008016","8","60","20008031"
"22002","72008016","2","2","20008032"
"91002","72008017","8","60","20008033"
"22002","72008017","2","2","20008034"
"91002","72008018","8","60","20008035"
"22002","72008018","2","2","20008036"
"91002","72008019","8","60","20008037"
"22002","72008019","2","2","20008038"
"91002","72008020","8","300","20008039"
"22002","72008020","2","2","20008040"
"31009","72008021","2","5","20008041"
"31051","72008021","2","5","20008042"
"31009","72008022","2","5","20008043"
"31051","72008022","2","5","20008044"
"31009","72008023","2","10","20008045"
"31051","72008023","2","10","20008046"
"91002","72009001","8","30","20009001"
"22002","72009001","2","1","20009002"
"91002","72009002","8","30","20009003"
"22002","72009002","2","1","20009004"
"91002","72009003","8","30","20009005"
"22002","72009003","2","1","20009006"
"91002","72009004","8","30","20009007"
"22002","72009004","2","1","20009008"
"91002","72009005","8","30","20009009"
"22002","72009005","2","1","20009010"
"91002","72009006","8","30","20009011"
"22002","72009006","2","1","20009012"
"91002","72009007","8","30","20009013"
"22002","72009007","2","1","20009014"
"91002","72009008","8","30","20009015"
"22002","72009008","2","1","20009016"
"91002","72009009","8","30","20009017"
"22002","72009009","2","1","20009018"
"91002","72009010","8","30","20009019"
"22002","72009010","2","1","20009020"
"91002","72009011","8","30","20009021"
"22002","72009011","2","1","20009022"
"91002","72009012","8","30","20009023"
"22002","72009012","2","1","20009024"
"91002","72009013","8","30","20009025"
"22002","72009013","2","1","20009026"
"91002","72009014","8","30","20009027"
"22002","72009014","2","1","20009028"
"91002","72009015","8","200","20009029"
"22002","72009015","2","1","20009030"
"91002","72009016","8","60","20009031"
"22002","72009016","2","2","20009032"
"91002","72009017","8","60","20009033"
"22002","72009017","2","2","20009034"
"91002","72009018","8","60","20009035"
"22002","72009018","2","2","20009036"
"91002","72009019","8","60","20009037"
"22002","72009019","2","2","20009038"
"91002","72009020","8","300","20009039"
"22002","72009020","2","2","20009040"
"108501","72009021","1","1","20009041"
"31085","72009022","2","10","20009042"
"31029","72009022","2","10","20009043"
"31085","72009023","2","10","20009044"
"31029","72009023","2","10","20009045"
"91002","72010001","8","30","20010001"
"22002","72010001","2","1","20010002"
"91002","72010002","8","30","20010003"
"22002","72010002","2","1","20010004"
"91002","72010003","8","30","20010005"
"22002","72010003","2","1","20010006"
"91002","72010004","8","30","20010007"
"22002","72010004","2","1","20010008"
"91002","72010005","8","30","20010009"
"22002","72010005","2","1","20010010"
"91002","72010006","8","30","20010011"
"22002","72010006","2","1","20010012"
"91002","72010007","8","30","20010013"
"22002","72010007","2","1","20010014"
"91002","72010008","8","30","20010015"
"22002","72010008","2","1","20010016"
"91002","72010009","8","30","20010017"
"22002","72010009","2","1","20010018"
"91002","72010010","8","30","20010019"
"22002","72010010","2","1","20010020"
"91002","72010011","8","30","20010021"
"22002","72010011","2","1","20010022"
"91002","72010012","8","30","20010023"
"22002","72010012","2","1","20010024"
"91002","72010013","8","30","20010025"
"22002","72010013","2","1","20010026"
"91002","72010014","8","30","20010027"
"22002","72010014","2","1","20010028"
"91002","72010015","8","200","20010029"
"22002","72010015","2","1","20010030"
"91002","72010016","8","60","20010031"
"22002","72010016","2","2","20010032"
"91002","72010017","8","60","20010033"
"22002","72010017","2","2","20010034"
"91002","72010018","8","60","20010035"
"22002","72010018","2","2","20010036"
"91002","72010019","8","60","20010037"
"22002","72010019","2","2","20010038"
"91002","72010020","8","300","20010039"
"22002","72010020","2","2","20010040"
"108901","72010021","1","1","20010041"
"31089","72010022","2","10","20010042"
"31002","72010022","2","10","20010043"
"31089","72010023","2","10","20010044"
"31002","72010023","2","10","20010045"
"91002","72011001","8","30","20011001"
"22002","72011001","2","1","20011002"
"91002","72011002","8","30","20011003"
"22002","72011002","2","1","20011004"
"91002","72011003","8","30","20011005"
"22002","72011003","2","1","20011006"
"91002","72011004","8","30","20011007"
"22002","72011004","2","1","20011008"
"91002","72011005","8","30","20011009"
"22002","72011005","2","1","20011010"
"91002","72011006","8","30","20011011"
"22002","72011006","2","1","20011012"
"91002","72011007","8","30","20011013"
"22002","72011007","2","1","20011014"
"91002","72011008","8","30","20011015"
"22002","72011008","2","1","20011016"
"91002","72011009","8","30","20011017"
"22002","72011009","2","1","20011018"
"91002","72011010","8","30","20011019"
"22002","72011010","2","1","20011020"
"91002","72011011","8","30","20011021"
"22002","72011011","2","1","20011022"
"91002","72011012","8","30","20011023"
"22002","72011012","2","1","20011024"
"91002","72011013","8","30","20011025"
"22002","72011013","2","1","20011026"
"91002","72011014","8","30","20011027"
"22002","72011014","2","1","20011028"
"91002","72011015","8","200","20011029"
"22002","72011015","2","1","20011030"
"91002","72011016","8","60","20011031"
"22002","72011016","2","2","20011032"
"91002","72011017","8","60","20011033"
"22002","72011017","2","2","20011034"
"91002","72011018","8","60","20011035"
"22002","72011018","2","2","20011036"
"91002","72011019","8","60","20011037"
"22002","72011019","2","2","20011038"
"91002","72011020","8","300","20011039"
"22002","72011020","2","2","20011040"
"109001","72011021","1","1","20011041"
"31090","72011022","2","10","20011042"
"31011","72011022","2","10","20011043"
"31090","72011023","2","10","20011044"
"31011","72011023","2","10","20011045"
"91002","72012001","8","30","20012001"
"22002","72012001","2","1","20012002"
"91002","72012002","8","30","20012003"
"22002","72012002","2","1","20012004"
"91002","72012003","8","30","20012005"
"22002","72012003","2","1","20012006"
"91002","72012004","8","30","20012007"
"22002","72012004","2","1","20012008"
"91002","72012005","8","30","20012009"
"22002","72012005","2","1","20012010"
"91002","72012006","8","30","20012011"
"22002","72012006","2","1","20012012"
"91002","72012007","8","30","20012013"
"22002","72012007","2","1","20012014"
"91002","72012008","8","30","20012015"
"22002","72012008","2","1","20012016"
"91002","72012009","8","30","20012017"
"22002","72012009","2","1","20012018"
"91002","72012010","8","30","20012019"
"22002","72012010","2","1","20012020"
"91002","72012011","8","30","20012021"
"22002","72012011","2","1","20012022"
"91002","72012012","8","30","20012023"
"22002","72012012","2","1","20012024"
"91002","72012013","8","30","20012025"
"22002","72012013","2","1","20012026"
"91002","72012014","8","30","20012027"
"22002","72012014","2","1","20012028"
"91002","72012015","8","200","20012029"
"22002","72012015","2","1","20012030"
"91002","72012016","8","60","20012031"
"22002","72012016","2","2","20012032"
"91002","72012017","8","60","20012033"
"22002","72012017","2","2","20012034"
"91002","72012018","8","60","20012035"
"22002","72012018","2","2","20012036"
"91002","72012019","8","60","20012037"
"22002","72012019","2","2","20012038"
"91002","72012020","8","300","20012039"
"22002","72012020","2","2","20012040"
"31043","72012021","2","5","20012041"
"31008","72012021","2","5","20012042"
"31043","72012022","2","5","20012043"
"31008","72012022","2","5","20012044"
"31043","72012023","2","10","20012045"
"31008","72012023","2","10","20012046"
"91002","72013001","8","30","20013001"
"22002","72013001","2","1","20013002"
"91002","72013002","8","30","20013003"
"22002","72013002","2","1","20013004"
"91002","72013003","8","30","20013005"
"22002","72013003","2","1","20013006"
"91002","72013004","8","30","20013007"
"22002","72013004","2","1","20013008"
"91002","72013005","8","30","20013009"
"22002","72013005","2","1","20013010"
"91002","72013006","8","30","20013011"
"22002","72013006","2","1","20013012"
"91002","72013007","8","30","20013013"
"22002","72013007","2","1","20013014"
"91002","72013008","8","30","20013015"
"22002","72013008","2","1","20013016"
"91002","72013009","8","30","20013017"
"22002","72013009","2","1","20013018"
"91002","72013010","8","30","20013019"
"22002","72013010","2","1","20013020"
"91002","72013011","8","30","20013021"
"22002","72013011","2","1","20013022"
"91002","72013012","8","30","20013023"
"22002","72013012","2","1","20013024"
"91002","72013013","8","30","20013025"
"22002","72013013","2","1","20013026"
"91002","72013014","8","30","20013027"
"22002","72013014","2","1","20013028"
"91002","72013015","8","200","20013029"
"22002","72013015","2","1","20013030"
"91002","72013016","8","60","20013031"
"22002","72013016","2","2","20013032"
"91002","72013017","8","60","20013033"
"22002","72013017","2","2","20013034"
"91002","72013018","8","60","20013035"
"22002","72013018","2","2","20013036"
"91002","72013019","8","60","20013037"
"22002","72013019","2","2","20013038"
"91002","72013020","8","300","20013039"
"22002","72013020","2","2","20013040"
"109301","72013021","1","1","20013041"
"31093","72013022","2","10","20013042"
"31018","72013022","2","10","20013043"
"31093","72013023","2","10","20013044"
"31018","72013023","2","10","20013045"
"91002","72014001","8","30","20014001"
"22002","72014001","2","1","20014002"
"91002","72014002","8","30","20014003"
"22002","72014002","2","1","20014004"
"91002","72014003","8","30","20014005"
"22002","72014003","2","1","20014006"
"91002","72014004","8","30","20014007"
"22002","72014004","2","1","20014008"
"91002","72014005","8","30","20014009"
"22002","72014005","2","1","20014010"
"91002","72014006","8","30","20014011"
"22002","72014006","2","1","20014012"
"91002","72014007","8","30","20014013"
"22002","72014007","2","1","20014014"
"91002","72014008","8","30","20014015"
"22002","72014008","2","1","20014016"
"91002","72014009","8","30","20014017"
"22002","72014009","2","1","20014018"
"91002","72014010","8","30","20014019"
"22002","72014010","2","1","20014020"
"91002","72014011","8","30","20014021"
"22002","72014011","2","1","20014022"
"91002","72014012","8","30","20014023"
"22002","72014012","2","1","20014024"
"91002","72014013","8","30","20014025"
"22002","72014013","2","1","20014026"
"91002","72014014","8","30","20014027"
"22002","72014014","2","1","20014028"
"91002","72014015","8","200","20014029"
"22002","72014015","2","1","20014030"
"91002","72014016","8","60","20014031"
"22002","72014016","2","2","20014032"
"91002","72014017","8","60","20014033"
"22002","72014017","2","2","20014034"
"91002","72014018","8","60","20014035"
"22002","72014018","2","2","20014036"
"91002","72014019","8","60","20014037"
"22002","72014019","2","2","20014038"
"91002","72014020","8","300","20014039"
"22002","72014020","2","2","20014040"
"31053","72014021","2","5","20014041"
"31045","72014021","2","5","20014042"
"31053","72014022","2","5","20014043"
"31045","72014022","2","5","20014044"
"31053","72014023","2","10","20014045"
"31045","72014023","2","10","20014046"
"91002","72015001","8","30","20015001"
"22002","72015001","2","1","20015002"
"91002","72015002","8","30","20015003"
"22002","72015002","2","1","20015004"
"91002","72015003","8","30","20015005"
"22002","72015003","2","1","20015006"
"91002","72015004","8","30","20015007"
"22002","72015004","2","1","20015008"
"91002","72015005","8","30","20015009"
"22002","72015005","2","1","20015010"
"91002","72015006","8","30","20015011"
"22002","72015006","2","1","20015012"
"91002","72015007","8","30","20015013"
"22002","72015007","2","1","20015014"
"91002","72015008","8","30","20015015"
"22002","72015008","2","1","20015016"
"91002","72015009","8","30","20015017"
"22002","72015009","2","1","20015018"
"91002","72015010","8","30","20015019"
"22002","72015010","2","1","20015020"
"91002","72015011","8","30","20015021"
"22002","72015011","2","1","20015022"
"91002","72015012","8","30","20015023"
"22002","72015012","2","1","20015024"
"91002","72015013","8","30","20015025"
"22002","72015013","2","1","20015026"
"91002","72015014","8","30","20015027"
"22002","72015014","2","1","20015028"
"91002","72015015","8","200","20015029"
"22002","72015015","2","1","20015030"
"91002","72015016","8","60","20015031"
"22002","72015016","2","2","20015032"
"91002","72015017","8","60","20015033"
"22002","72015017","2","2","20015034"
"91002","72015018","8","60","20015035"
"22002","72015018","2","2","20015036"
"91002","72015019","8","60","20015037"
"22002","72015019","2","2","20015038"
"91002","72015020","8","300","20015039"
"22002","72015020","2","2","20015040"
"110101","72015021","1","1","20015041"
"31101","72015022","2","10","20015042"
"31050","72015022","2","10","20015043"
"31101","72015023","2","10","20015044"
"31050","72015023","2","10","20015045"
"91002","72016001","8","30","20016001"
"22002","72016001","2","1","20016002"
"91002","72016002","8","30","20016003"
"22002","72016002","2","1","20016004"
"91002","72016003","8","30","20016005"
"22002","72016003","2","1","20016006"
"91002","72016004","8","30","20016007"
"22002","72016004","2","1","20016008"
"91002","72016005","8","30","20016009"
"22002","72016005","2","1","20016010"
"91002","72016006","8","30","20016011"
"22002","72016006","2","1","20016012"
"91002","72016007","8","30","20016013"
"22002","72016007","2","1","20016014"
"91002","72016008","8","30","20016015"
"22002","72016008","2","1","20016016"
"91002","72016009","8","30","20016017"
"22002","72016009","2","1","20016018"
"91002","72016010","8","30","20016019"
"22002","72016010","2","1","20016020"
"91002","72016011","8","30","20016021"
"22002","72016011","2","1","20016022"
"91002","72016012","8","30","20016023"
"22002","72016012","2","1","20016024"
"91002","72016013","8","30","20016025"
"22002","72016013","2","1","20016026"
"91002","72016014","8","30","20016027"
"22002","72016014","2","1","20016028"
"91002","72016015","8","200","20016029"
"22002","72016015","2","1","20016030"
"91002","72016016","8","60","20016031"
"22002","72016016","2","2","20016032"
"91002","72016017","8","60","20016033"
"22002","72016017","2","2","20016034"
"91002","72016018","8","60","20016035"
"22002","72016018","2","2","20016036"
"91002","72016019","8","60","20016037"
"22002","72016019","2","2","20016038"
"91002","72016020","8","300","20016039"
"22002","72016020","2","2","20016040"
"110501","72016021","1","1","20016041"
"31105","72016022","2","10","20016042"
"31014","72016022","2","10","20016043"
"31105","72016023","2","10","20016044"
"31014","72016023","2","10","20016045"
"1704","72016024","7","1","20016046"
"1705","72016025","7","1","20016047"
"1706","72016026","7","1","20016048"
"1707","72016027","7","1","20016049"
"91002","72017001","8","30","20017001"
"22002","72017001","2","1","20017002"
"91002","72017002","8","30","20017003"
"22002","72017002","2","1","20017004"
"91002","72017003","8","30","20017005"
"22002","72017003","2","1","20017006"
"91002","72017004","8","30","20017007"
"22002","72017004","2","1","20017008"
"91002","72017005","8","30","20017009"
"22002","72017005","2","1","20017010"
"91002","72017006","8","30","20017011"
"22002","72017006","2","1","20017012"
"91002","72017007","8","30","20017013"
"22002","72017007","2","1","20017014"
"91002","72017008","8","30","20017015"
"22002","72017008","2","1","20017016"
"91002","72017009","8","30","20017017"
"22002","72017009","2","1","20017018"
"91002","72017010","8","30","20017019"
"22002","72017010","2","1","20017020"
"91002","72017011","8","30","20017021"
"22002","72017011","2","1","20017022"
"91002","72017012","8","30","20017023"
"22002","72017012","2","1","20017024"
"91002","72017013","8","30","20017025"
"22002","72017013","2","1","20017026"
"91002","72017014","8","30","20017027"
"22002","72017014","2","1","20017028"
"91002","72017015","8","200","20017029"
"22002","72017015","2","1","20017030"
"91002","72017016","8","60","20017031"
"22002","72017016","2","2","20017032"
"91002","72017017","8","60","20017033"
"22002","72017017","2","2","20017034"
"91002","72017018","8","60","20017035"
"22002","72017018","2","2","20017036"
"91002","72017019","8","60","20017037"
"22002","72017019","2","2","20017038"
"91002","72017020","8","300","20017039"
"22002","72017020","2","2","20017040"
"31056","72017021","2","5","20017041"
"31040","72017021","2","5","20017042"
"31056","72017022","2","5","20017043"
"31040","72017022","2","5","20017044"
"31056","72017023","2","10","20017045"
"31040","72017023","2","10","20017046"
"91002","72018001","8","30","20018001"
"22002","72018001","2","1","20018002"
"91002","72018002","8","30","20018003"
"22002","72018002","2","1","20018004"
"91002","72018003","8","30","20018005"
"22002","72018003","2","1","20018006"
"91002","72018004","8","30","20018007"
"22002","72018004","2","1","20018008"
"91002","72018005","8","30","20018009"
"22002","72018005","2","1","20018010"
"91002","72018006","8","30","20018011"
"22002","72018006","2","1","20018012"
"91002","72018007","8","30","20018013"
"22002","72018007","2","1","20018014"
"91002","72018008","8","30","20018015"
"22002","72018008","2","1","20018016"
"91002","72018009","8","30","20018017"
"22002","72018009","2","1","20018018"
"91002","72018010","8","30","20018019"
"22002","72018010","2","1","20018020"
"91002","72018011","8","30","20018021"
