e59563454563bdb0397e935a43b54ffb8c5cbf7ca9d815626608ab33faeb819f,f84457148022885ae58aa48c15ab15e4281eee29bbc0e60bed6e13a7c7e40c6d,9b254b864b9c2413311115eda14d64b9f088da0979267c5512c50769de59fa7e,8feeb0ed7dc15375fac4ca7cdbc779d6774bee822f2b8e5011b9b2c9ebac3c7b,2500cfa072fd1311dada9bd0842c28658f6bb9a93f5cc7c8ec54abfe53656947,50c725a8387b1ac778a6a0205462efe2885a1a449b219f8ca056d299e484e0f2,fdd89bb3a2580e2d8991a08e691b5e4f54c443e6029103fafcff374ac4e789ca,f3fef44affc7f27919ab0acb5a136ad44e218fcb4ef3dcb7f245c24931768ad0,021fbc6f721ceae6a1231a695f510e6596be9ec8cdc06babf8aefce6a76a7fd4,6bf4bd30a901cbf5892542c5e9a597e1e86ea7195b55f0a22a197cf4547c6701,e0f052c13f89c551c7df267d16d155dc9e1fa44f3e55d0f2eb42fbbdb66b9768,a3cc9ed946a3531edaadd8ed7f3b9a72eb4dc233ec016dd75a7276757b104d90,417bb4cd12a7b0be76396fd19a99b1c0c4cf529e85f6b5c8d862982fb56a106d,7538ed11cd7e84391b701490d0be7daabc7a639097934dcce17baec8aa70f0d9
"-30","0","2","0","1.5","1.7","0","1007701","10077","10","0","30","100000","0"
"25","10077101","1","-40","1.5","1.7","0","1007701","10077","0","1","-17","100000","0.03"
"-47","0","3","-23","1.5","1.7","0","1007701","10077","10","0","-32","100000","0"
"-30","0","2","0","1.5","1.7","0","1007702","10077","10","0","30","100000","0"
"25","10077201","1","-40","1.5","1.7","0","1007702","10077","0","1","-17","100000","0.03"
"-47","0","3","-23","1.5","1.7","0","1007702","10077","10","0","-32","100000","0"
"-30","0","2","0","1.5","1.7","0","1007703","10077","10","0","30","100000","0"
"25","10077301","1","-40","1.5","1.7","0","1007703","10077","0","1","-17","100000","0.03"
"-47","0","3","-23","1.5","1.7","0","1007703","10077","10","0","-32","100000","0"
"-30","0","2","0","1.5","1.7","0","1007704","10077","10","0","30","100000","0"
"25","10077401","1","-40","1.5","1.7","0","1007704","10077","0","1","-17","100000","0.03"
"-47","0","3","-23","1.5","1.7","0","1007704","10077","10","0","-32","100000","0"
"-30","0","2","0","1.5","1.7","0","1007705","10077","10","0","30","100000","0"
"25","0","1","-40","1.5","1.7","0","1007705","10077","0","1","-17","100000","0.03"
"-47","0","3","-23","1.5","1.7","0","1007705","10077","10","0","-32","100000","0"
"-25","10088101","1","-50","0.92","0.84","0","1008801","10088","10","1","-13","100000","0.03"
"-25","0","2","-50","0.8","0.7","0","1008801","10088","0","0","13","100000","0"
"-25","10088201","1","-50","0.92","0.84","0","1008802","10088","10","1","-13","100000","0.03"
"-25","0","2","-50","0.8","0.7","0","1008802","10088","0","0","13","100000","0"
"-25","10088301","1","-50","0.92","0.84","0","1008803","10088","10","1","-13","100000","0.03"
"-25","0","2","-50","0.8","0.7","0","1008803","10088","0","0","13","100000","0"
"-30","10088401","1","-50","0.92","0.7","0","1008804","10088","10","1","-17","100000","0.03"
"-30","0","2","-50","0.8","0.6","0","1008804","10088","0","0","30","100000","0"
"-30","0","1","-50","0.92","0.7","0","1008805","10088","10","1","-17","100000","0.03"
"-30","0","2","-50","0.8","0.6","0","1008805","10088","0","0","30","100000","0"
"-30","0","2","0","1.5","1.7","0","2002901","20029","10","0","30","100000","0"
"25","20029101","1","-40","1.5","1.7","0","2002901","20029","0","1","-17","100000","0.03"
"-47","0","3","-23","1.5","1.7","0","2002901","20029","10","0","-32","100000","0"
"-30","0","2","0","1.5","1.7","0","2002902","20029","10","0","30","100000","0"
"25","0","1","-40","1.5","1.7","0","2002902","20029","0","1","-17","100000","0.03"
"-47","0","3","-23","1.5","1.7","0","2002902","20029","10","0","-32","100000","0"
"-30","0","2","0","1.5","1.7","0","2002903","20029","10","0","30","100000","0"
"25","0","1","-40","1.5","1.7","0","2002903","20029","0","1","-17","100000","0.03"
"-47","0","3","-23","1.5","1.7","0","2002903","20029","10","0","-32","100000","0"
"-30","0","2","0","1.5","1.7","0","2002904","20029","10","0","30","100000","0"
"25","0","1","-40","1.5","1.7","0","2002904","20029","0","1","-17","100000","0.03"
"-47","0","3","-23","1.5","1.7","0","2002904","20029","10","0","-32","100000","0"
"-30","0","2","0","1.5","1.7","0","2002905","20029","10","0","30","100000","0"
"25","0","1","-40","1.5","1.7","0","2002905","20029","0","1","-17","100000","0.03"
"-47","0","3","-23","1.5","1.7","0","2002905","20029","10","0","-32","100000","0"
"-25","10115101","1","-50","0.92","0.84","0","1011501","10115","10","1","-13","100000","0.03"
"-25","0","2","-50","0.8","0.7","0","1011501","10115","0","0","13","100000","0"
"-25","10115201","1","-50","0.92","0.84","0","1011502","10115","10","1","-13","100000","0.03"
"-25","0","2","-50","0.8","0.7","0","1011502","10115","0","0","13","100000","0"
"-25","10115301","1","-50","0.92","0.84","0","1011503","10115","10","1","-13","100000","0.03"
"-25","0","2","-50","0.8","0.7","0","1011503","10115","0","0","13","100000","0"
"-30","10115401","1","-50","0.92","0.7","0","1011504","10115","10","1","-17","100000","0.03"
"-30","0","2","-50","0.8","0.6","0","1011504","10115","0","0","30","100000","0"
"-30","0","1","-50","0.92","0.7","0","1011505","10115","10","1","-17","100000","0.03"
"-30","0","2","-50","0.8","0.6","0","1011505","10115","0","0","30","100000","0"
"-25","0","1","-50","0.92","0.84","0","2004801","20048","10","1","-13","100000","0.03"
"-25","0","2","-50","0.8","0.7","0","2004801","20048","0","0","13","100000","0"
"-25","0","1","-50","0.92","0.84","0","2004802","20048","10","1","-13","100000","0.03"
"-25","0","2","-50","0.8","0.7","0","2004802","20048","0","0","13","100000","0"
"-25","0","1","-50","0.92","0.84","0","2004803","20048","10","1","-13","100000","0.03"
"-25","0","2","-50","0.8","0.7","0","2004803","20048","0","0","13","100000","0"
