44c0b63099fcd28852d45071bb2982acd62b76468c9569befc06763014ff6db0,d84f16b5ef7de6e0b6aa45bf4960cf6dca39af840ad17243ed9df439988b93f6,cf75f7dfb4e46758aef77eded55e00e30b018c4dd337a1137c6aea6f97f4c789,8a2bdbe2c126c6e69557d711ecf064e988eca730e1da6847505fdccdcc61ad05,8d7b8e0b1afc227cbe5eea8ada693615fbcf87e941a994c5fa0dec1dd6d0bfdf,2fc8d1b0d06ac93c7f344850678d9561af37ce5c6f070a3fa0f2ecc7f22b489f,4cade478e0045e1beb4b057bb8e8b9cea43c71ab81e1d5941cd74da606f70c25,212f265688a018d9391daac997431da724eaca2b04f8468dbac6414dafab8900
"710000055","710005503","100","710100551","710005504","710005505","710005502","710005501"
"710000056","710005602","100","710100561","710005601","710005604","710005603","710005605"
"710000057","710005703","100","710100571","710005701","710005705","710005702","710005704"
"710000058","710005803","100","710100581","710005801","710005805","710005804","710005802"
"710000059","710005904","100","710100591","710005902","710005905","710005903","710005901"
"710000060","710006002","100","710100601","710006002","710006004","710006003","710006001"
"710000061","710006103","100","710100611","710006101","710006105","710006104","710006102"
"710000062","710006205","100","710100621","710006203","710006204","710006201","710006202"
"710000063","710006304","100","710100631","710006301","710006303","710006302","710006305"
"710000064","710006403","100","710100641","710006404","710006405","710006401","710006402"
"710000065","710006503","100","710100651","710006502","710006504","710006501","710006505"
"710000066","710006601","100","710100661","710006604","710006605","710006603","710006602"
"710000067","710006704","100","710100671","710006703","710006702","710006705","710006701"
"710000068","710006805","100","710100681","710006803","710006804","710006802","710006801"
"710000069","710006904","100","710100691","710006903","710006905","710006901","710006902"
"710000070","710007002","100","710100701","710007002","710007003","710007004","710007001"
"710000071","710007101","100","710200711","710007102","710007105","710007103","710007104"
"710000072","710007201","100","710200721","710007202","710007205","710007203","710007204"
"710000073","710007301","100","710200731","710007302","710007305","710007303","710007304"
"710000074","710007401","100","710200741","710007402","710007405","710007403","710007404"
"710000075","710007501","100","710200751","710007503","710007505","710007502","710007504"
"710000076","710007601","100","710200761","710007602","710007605","710007603","710007604"
"710000077","710007702","100","710200771","710007701","710007705","710007703","710007704"
"710000078","710007801","100","710200781","710007802","710007805","710007803","710007804"
"710000079","710007901","100","710200791","710007903","710007905","710007902","710007904"
"710000080","710008001","100","710200801","710008001","710008004","710008002","710008003"
"710000081","710008101","100","710200811","710008102","710008105","710008103","710008104"
"710000082","710008201","100","710200821","710008202","710008205","710008203","710008204"
"710000083","710008301","100","710200831","710008302","710008305","710008303","710008304"
"710000084","710008401","100","710200841","710008402","710008405","710008403","710008404"
"710000085","710008501","100","710200851","710008502","710008505","710008503","710008504"
"710000086","710008601","100","710200861","710008602","710008605","710008603","710008604"
"710000087","710008701","100","710200871","710008703","710008705","710008702","710008704"
"710000088","710008801","100","710200881","710008802","710008805","710008803","710008804"
"710000089","710008901","100","710200891","710008902","710008905","710008903","710008904"
"710000090","710009001","100","710200901","710009001","710009004","710009002","710009003"
"710000091","710009101","100","710200911","710009102","710009105","710009103","710009104"
"710000092","710009201","100","710200921","710009202","710009205","710009203","710009204"
"710000093","710009301","100","710200931","710009302","710009305","710009304","710009303"
"710000094","710009401","100","710200941","710009402","710009405","710009403","710009404"
"710000095","710009501","100","710200951","710009504","710009505","710009502","710009503"
"710000096","710009601","100","710200961","710009602","710009605","710009603","710009604"
"710000097","710009701","100","710200971","710009702","710009705","710009703","710009704"
"710000098","710009803","100","710200981","710009802","710009805","710009801","710009804"
"710000099","710009901","100","710200991","710009902","710009905","710009903","710009904"
"710000100","710010001","100","710201001","710010001","710010003","710010002","710010004"
"710000101","710010101","100","710201011","710010102","710010105","710010103","710010104"
"710000102","710010201","100","710201021","710010203","710010205","710010202","710010204"
"710000103","710010301","100","710201031","710010302","710010305","710010303","710010304"
"710000104","710010401","100","710201041","710010402","710010405","710010403","710010404"
"710000105","710010501","100","710201051","710010502","710010505","710010503","710010504"
"710000106","710010601","100","710201061","710010602","710010605","710010603","710010604"
"710000107","710010704","100","710201071","710010701","710010705","710010703","710010702"
"710000108","710010801","100","710201081","710010802","710010805","710010803","710010804"
"710000109","710010901","100","710201091","710010902","710010905","710010903","710010904"
"710000110","710011001","100","710201101","710011001","710011004","710011002","710011003"
"710000111","710011101","100","710301111","710011103","710011105","710011104","710011102"
"710000112","710011203","100","710301121","710011201","710011205","710011202","710011204"
"710000113","710011303","100","710301131","710011301","710011305","710011304","710011302"
"710000114","710011402","100","710301141","710011401","710011405","710011403","710011404"
"710000115","710011501","100","710301151","710011503","710011505","710011504","710011502"
"710000116","710011601","100","710301161","710011603","710011605","710011602","710011604"
"710000117","710011701","100","710301171","710011703","710011705","710011702","710011704"
"710000118","710011801","100","710301181","710011802","710011805","710011803","710011804"
"710000119","710011901","100","710301191","710011903","710011905","710011904","710011902"
"710000120","710012001","100","710301201","710012001","710012004","710012002","710012003"
"710000121","710012101","100","710301211","710012104","710012103","710012105","710012102"
"710000122","710012203","100","710301221","710012201","710012205","710012202","710012204"
"710000123","710012301","100","710301231","710012302","710012305","710012303","710012304"
"710000124","710012401","100","710301241","710012402","710012403","710012405","710012404"
"710000125","710012501","100","710301251","710012502","710012504","710012503","710012505"
"710000126","710012601","100","710301261","710012604","710012605","710012603","710012602"
"710000127","710012701","100","710301271","710012702","710012705","710012703","710012704"
"710000128","710012801","100","710301281","710012803","710012805","710012804","710012802"
"710000129","710012903","100","710301291","710012904","710012905","710012901","710012902"
"710000130","710013001","100","710301301","710013001","710013004","710013002","710013003"
"710000131","710013101","100","710401311","710013102","710013105","710013103","710013104"
"710000132","710013201","100","710401321","710013202","710013205","710013203","710013204"
"710000133","710013301","100","710401331","710013302","710013305","710013303","710013304"
"710000134","710013401","100","710401341","710013402","710013405","710013403","710013404"
"710000135","710013501","100","710401351","710013502","710013505","710013503","710013504"
"710000136","710013601","100","710401361","710013602","710013605","710013603","710013604"
"710000137","710013701","100","710401371","710013702","710013705","710013703","710013704"
"710000138","710013801","100","710401381","710013802","710013803","710013804","710013805"
"710000139","710013901","100","710401391","710013902","710013905","710013903","710013904"
"710000140","710014001","100","710401401","710014001","710014004","710014002","710014003"
"710000141","710014101","100","710401411","710014102","710014105","710014103","710014104"
"710000142","710014204","100","710401421","710014201","710014205","710014202","710014203"
"710000143","710014301","100","710401431","710014304","710014305","710014302","710014303"
"710000144","710014401","100","710401441","710014402","710014405","710014403","710014404"
"710000145","710014501","100","710401451","710014503","710014505","710014502","710014504"
"710000146","710014601","100","710401461","710014602","710014605","710014603","710014604"
"710000147","710014701","100","710401471","710014702","710014705","710014703","710014704"
"710000148","710014801","100","710401481","710014802","710014805","710014803","710014804"
"710000149","710014901","100","710401491","710014902","710014905","710014903","710014904"
"710000150","710015001","100","710401501","710015001","710015004","710015002","710015003"
"710000151","710015102","100","710501511","710015103","710015105","710015101","710015104"
"710000152","710015202","100","710501521","710015204","710015205","710015201","710015203"
"710000153","710015301","100","710501531","710015302","710015305","710015303","710015304"
"710000154","710015401","100","710501541","710015402","710015405","710015403","710015404"
"710000155","710015501","100","710501551","710015503","710015504","710015505","710015502"
"710000156","710015601","100","710501561","710015602","710015605","710015604","710015603"
"710000157","710015703","100","710501571","710015701","710015705","710015702","710015704"
"710000158","710015801","100","710501581","710015804","710015803","710015802","710015805"
"710000159","710015901","100","710501591","710015902","710015905","710015903","710015904"
"710000160","710016001","100","710501601","710016001","710016004","710016002","710016003"
"710000161","710016101","100","710501611","710016102","710016105","710016104","710016103"
"710000162","710016201","100","710501621","710016202","710016205","710016203","710016204"
"710000163","710016301","100","710501631","710016302","710016305","710016303","710016304"
"710000164","710016401","100","710501641","710016402","710016405","710016403","710016404"
"710000165","710016502","100","710501651","710016501","710016505","710016503","710016504"
"710000166","710016601","100","710501661","710016603","710016604","710016602","710016605"
"710000167","710016702","100","710501671","710016701","710016705","710016703","710016704"
"710000168","710016801","100","710501681","710016802","710016805","710016803","710016804"
"710000169","710016901","100","710501691","710016903","710016905","710016902","710016904"
"710000170","710017001","100","710501701","710017001","710017004","710017002","710017003"
"710000171","710017103","100","710601711","710017101","710017105","710017102","710017104"
"710000172","710017203","100","710601721","710017201","710017205","710017204","710017202"
"710000173","710017301","100","710601731","710017303","710017305","710017304","710017302"
"710000174","710017401","100","710601741","710017403","710017405","710017402","710017404"
"710000175","710017503","100","710601751","710017501","710017505","710017502","710017504"
"710000176","710017603","100","710601761","710017601","710017605","710017604","710017602"
"710000177","710017703","100","710601771","710017701","710017705","710017704","710017702"
"710000178","710017803","100","710601781","710017801","710017805","710017802","710017804"
"710000179","710017903","100","710601791","710017904","710017905","710017901","710017902"
"710000180","710018001","100","710601801","710018004","710018002","710018005","710018003"
"710000181","710018103","100","710601811","710018103","710018104","710018101","710018102"
"710000182","710018203","100","710601821","710018204","710018205","710018201","710018202"
"710000183","710018303","100","710601831","710018303","710018304","710018301","710018302"
"710000184","710018403","100","710601841","710018401","710018405","710018402","710018404"
"710000185","710018503","100","710601851","710018501","710018505","710018502","710018504"
"710000186","710018603","100","710601861","710018601","710018605","710018604","710018602"
"710000187","710018703","100","710601871","710018701","710018705","710018704","710018702"
"710000188","710018803","100","710601881","710018801","710018805","710018804","710018802"
"710000189","710018903","100","710601891","710018901","710018905","710018904","710018902"
"710000190","710019004","100","710601901","710019001","710019005","710019002","710019003"
"710000191","710019101","100","710701911","710019102","710019105","710019103","710019104"
"710000192","710019201","100","710701921","710019202","710019205","710019203","710019204"
"710000193","710019301","100","710701931","710019302","710019305","710019303","710019304"
"710000194","710019401","100","710701941","710019402","710019405","710019403","710019404"
"710000195","710019501","100","710701951","710019502","710019505","710019503","710019504"
"710000196","710019601","100","710701961","710019602","710019605","710019603","710019604"
"710000197","710019701","100","710701971","710019702","710019705","710019703","710019704"
"710000198","710019801","100","710701981","710019802","710019805","710019803","710019804"
"710000199","710019901","100","710701991","710019902","710019905","710019903","710019904"
"710000200","710020001","100","710702001","710020002","710020005","710020003","710020004"
"710000201","710020101","100","710702011","710020102","710020105","710020103","710020104"
"710000202","710020201","100","710702021","710020202","710020205","710020203","710020204"
"710000203","710020301","100","710702031","710020302","710020305","710020303","710020304"
"710000204","710020401","100","710702041","710020402","710020405","710020403","710020404"
"710000205","710020501","100","710702051","710020502","710020505","710020503","710020504"
"710000206","710020601","100","710702061","710020602","710020605","710020603","710020604"
"710000207","710020701","100","710702071","710020702","710020705","710020703","710020704"
"710000208","710020801","100","710702081","710020802","710020805","710020803","710020804"
"710000209","710020901","100","710702091","710020902","710020905","710020903","710020904"
"710000210","710021001","100","710702101","710021002","710021005","710021003","710021004"
"710000211","710021101","100","710802111","710021102","710021105","710021103","710021104"
"710000212","710021201","100","710802121","710021202","710021205","710021203","710021204"
"710000213","710021301","100","710802131","710021302","710021305","710021303","710021304"
"710000214","710021401","100","710802141","710021402","710021405","710021403","710021404"
"710000215","710021501","100","710802151","710021502","710021505","710021503","710021504"
"710000216","710021601","100","710802161","710021602","710021605","710021603","710021604"
"710000217","710021701","100","710802171","710021702","710021705","710021703","710021704"
"710000218","710021801","100","710802181","710021802","710021805","710021803","710021804"
"710000219","710021901","100","710802191","710021902","710021905","710021903","710021904"
"710000220","710022002","100","710802201","710022003","0","710022001","710022004"
"710000221","710022101","100","710802211","710022102","710022105","710022103","710022104"
"710000222","710022201","100","710802221","710022202","710022205","710022203","710022204"
"710000223","710022301","100","710802231","710022302","710022305","710022303","710022304"
"710000224","710022401","100","710802241","710022402","710022405","710022403","710022404"
"710000225","710022501","100","710802251","710022502","710022505","710022503","710022504"
"710000226","710022601","100","710802261","710022602","710022605","710022603","710022604"
"710000227","710022701","100","710802271","710022702","710022705","710022703","710022704"
"710000228","710022801","100","710802281","710022802","710022805","710022803","710022804"
"710000229","710022901","100","710802291","710022902","710022905","710022903","710022904"
"710000230","710023003","100","710802301","710023002","0","710023001","710023004"
"710000231","710023101","100","710902311","710023102","710023105","710023103","710023104"
"710000232","710023201","100","710902321","710023202","710023205","710023203","710023204"
"710000233","710023301","100","710902331","710023302","710023305","710023303","710023304"
"710000234","710023401","100","710902341","710023402","710023405","710023403","710023404"
"710000235","710023501","100","710902351","710023502","710023505","710023503","710023504"
"710000236","710023601","100","710902361","710023602","710023605","710023603","710023604"
"710000237","710023701","100","710902371","710023702","710023705","710023703","710023704"
"710000238","710023801","100","710902381","710023802","710023805","710023803","710023804"
"710000239","710023901","100","710902391","710023902","710023905","710023903","710023904"
"710000240","710024001","100","710902401","710024002","0","710024003","710024004"
"710000241","710024101","100","710902411","710024102","710024105","710024103","710024104"
"710000242","710024201","100","710902421","710024202","710024205","710024203","710024204"
"710000243","710024301","100","710902431","710024302","710024305","710024303","710024304"
"710000244","710024401","100","710902441","710024402","710024405","710024403","710024404"
"710000245","710024501","100","710902451","710024502","710024505","710024503","710024504"
"710000246","710024601","100","710902461","710024602","710024605","710024603","710024604"
"710000247","710024701","100","710902471","710024702","710024705","710024703","710024704"
"710000248","710024801","100","710902481","710024802","710024805","710024803","710024804"
"710000249","710024901","100","710902491","710024902","710024905","710024903","710024904"
"710000250","710025001","100","710902501","710025002","0","710025003","710025004"
"710000251","710025101","100","711002511","710025102","710025105","710025103","710025104"
"710000252","710025201","100","711002521","710025202","710025205","710025203","710025204"
"710000253","710025301","100","711002531","710025302","710025305","710025303","710025304"
"710000254","710025401","100","711002541","710025402","710025405","710025403","710025404"
"710000255","710025501","100","711002551","710025502","710025505","710025503","710025504"
"710000256","710025601","100","711002561","710025602","710025605","710025603","710025604"
"710000257","710025701","100","711002571","710025702","710025705","710025703","710025704"
"710000258","710025801","100","711002581","710025802","710025805","710025803","710025804"
"710000259","710025901","100","711002591","710025902","710025905","710025903","710025904"
"710000260","710026001","100","711002601","710026002","0","710026003","710026004"
"710000261","710026101","100","711002611","710026102","710026105","710026103","710026104"
"710000262","710026201","100","711002621","710026202","710026205","710026203","710026204"
"710000263","710026302","100","711002631","710026301","710026305","710026303","710026304"
"710000264","710026401","100","711002641","710026402","710026405","710026403","710026404"
"710000265","710026501","100","711002651","710026502","710026505","710026504","710026503"
"710000266","710026601","100","711002661","710026602","710026605","710026603","710026604"
"710000267","710026701","100","711002671","710026702","710026705","710026703","710026704"
"710000268","710026801","100","711002681","710026802","710026805","710026803","710026804"
"710000269","710026901","100","711002691","710026902","710026905","710026903","710026904"
"710000270","710027001","100","711002701","710027002","710027005","710027003","710027004"
"710000271","710027101","100","711102711","710027102","710027105","710027104","710027103"
"710000272","710027201","100","711102721","710027202","710027204","710027203","710027205"
"710000273","710027301","100","711102731","710027302","710027305","710027303","710027304"
"710000274","710027401","100","711102741","710027402","710027405","710027403","710027404"
"710000275","710027501","100","711102751","710027503","710027505","710027502","710027504"
"710000276","710027602","100","711102761","710027601","710027605","710027604","710027603"
"710000277","710027701","100","711102771","710027702","710027705","710027704","710027703"
"710000278","710027801","100","711102781","710027802","710027805","710027803","710027804"
"710000279","710027901","100","711102791","710027901","710027902","710027904","710027905"
"710000280","710028001","100","711102801","710028002","0","710028003","710028004"
"710000281","710028101","100","711102811","710028102","710028105","710028103","710028104"
"710000282","710028201","100","711102821","710028203","710028205","710028202","710028204"
"710000283","710028303","100","711102831","710028304","710028305","710028301","710028302"
"710000284","710028401","100","711102841","710028402","710028405","710028404","710028403"
"710000285","710028503","100","711102851","710028501","710028505","710028504","710028502"
"710000286","710028601","100","711102861","710028603","710028604","710028602","710028605"
"710000287","710028701","100","711102871","710028703","710028705","710028704","710028702"
"710000288","710028801","100","711102881","710028803","710028805","710028802","710028804"
"710000289","710028901","100","711102891","710028902","710028905","710028904","710028903"
"710000290","710029001","100","711102901","710029002","710029005","710029003","710029004"
"710000291","710029101","100","711202911","710029102","710029105","710029104","710029103"
"710000292","710029201","100","711202921","710029202","710029205","710029204","710029203"
"710000293","710029301","100","711202931","710029302","710029305","710029303","710029304"
"710000294","710029401","100","711202941","710029402","710029405","710029403","710029404"
"710000295","710029501","100","711202951","710029502","710029505","710029503","710029504"
"710000296","710029601","100","711202961","710029602","710029605","710029603","710029604"
"710000297","710029701","100","711202971","710029702","710029705","710029703","710029704"
"710000298","710029801","100","711202981","710029802","710029805","710029804","710029803"
"710000299","710029901","100","711202991","710029904","710029903","710029905","710029902"
"710000300","710030004","100","711203001","710030002","0","710030003","710030001"
"710000301","710030101","100","711203011","710030102","710030105","710030104","710030103"
"710000302","710030201","100","711203021","710030203","710030205","710030204","710030202"
"710000303","710030301","100","711203031","710030303","710030305","710030304","710030302"
"710000304","710030401","100","711203041","710030402","710030405","710030403","710030404"
"710000305","710030503","100","711203051","710030501","710030505","710030504","710030502"
"710000306","710030602","100","711203061","710030601","710030605","710030603","710030604"
"710000307","710030701","100","711203071","710030703","710030705","710030704","710030702"
"710000308","710030801","100","711203081","710030802","710030805","710030803","710030804"
"710000309","710030901","100","711203091","710030902","710030905","710030903","710030904"
"710000310","710031004","100","711203101","710031001","710031005","710031002","710031003"
"710000311","710031101","100","711303111","710031104","710031105","710031102","710031103"
"710000312","710031201","100","711303121","710031202","710031205","710031203","710031204"
"710000313","710031301","100","711303131","710031302","710031305","710031304","710031303"
"710000314","710031401","100","711303141","710031402","710031405","710031404","710031403"
"710000315","710031501","100","711303151","710031503","710031505","710031502","710031504"
"710000316","710031602","100","711303161","710031601","710031605","710031604","710031603"
"710000317","710031701","100","711303171","710031702","710031705","710031704","710031703"
"710000318","710031802","100","711303181","710031801","710031804","710031803","710031805"
"710000319","710031901","100","711303191","710031904","710031903","710031902","710031905"
"710000320","710032001","100","711303201","710032002","0","710032003","710032004"
"710000321","710032101","100","711303211","710032102","710032105","710032103","710032104"
"710000322","710032201","100","711303221","710032203","710032205","710032204","710032202"
"710000323","710032303","100","711303231","710032301","710032305","710032302","710032304"
"710000324","710032401","100","711303241","710032402","710032405","710032404","710032403"
"710000325","710032503","100","711303251","710032504","710032505","710032501","710032502"
"710000326","710032601","100","711303261","710032602","710032605","710032603","710032604"
"710000327","710032701","100","711303271","710032703","710032705","710032702","710032704"
"710000328","710032802","100","711303281","710032801","710032805","710032804","710032803"
"710000329","710032901","100","711303291","710032902","710032905","710032903","710032904"
"710000330","710033001","100","711303301","710033002","710033003","710033005","710033004"
"710000331","710033103","100","711403311","710033101","710033105","710033102","710033104"
"710000332","710033203","100","711403321","710033201","710033205","710033204","710033202"
"710000333","710033303","100","711403331","710033301","710033305","710033302","710033304"
"710000334","710033401","100","711403341","710033403","710033405","710033404","710033402"
"710000335","710033503","100","711403351","710033504","710033505","710033501","710033502"
"710000336","710033603","100","711403361","710033601","710033605","710033602","710033604"
"710000337","710033703","100","711403371","710033701","710033705","710033702","710033704"
"710000338","710033803","100","711403381","710033804","710033805","710033801","710033802"
"710000339","710033903","100","711403391","710033904","710033905","710033901","710033902"
"710000340","710034001","100","711403401","710034005","0","710034003","710034002"
"710000341","710034103","100","711403411","710034104","710034105","710034101","710034102"
"710000342","710034203","100","711403421","710034201","710034205","710034204","710034202"
"710000343","710034303","100","711403431","710034301","710034305","710034304","710034302"
"710000344","710034403","100","711403441","710034401","710034405","710034404","710034402"
"710000345","710034503","100","711403451","710034503","710034504","710034501","710034502"
"710000346","710034603","100","711403461","710034601","710034605","710034604","710034602"
"710000347","710034703","100","711403471","710034701","710034705","710034704","710034702"
"710000348","710034803","100","711403481","710034801","710034805","710034804","710034802"
"710000349","710034903","100","711403491","710034901","710034905","710034904","710034902"
"710000350","710035004","100","711403501","710035001","710035005","710035002","710035003"
"710000351","710035101","100","711503511","710035103","710035105","710035104","710035102"
"710000352","710035203","100","711503521","710035201","710035205","710035204","710035202"
"710000353","710035303","100","711503531","710035301","710035302","710035304","710035305"
"710000354","710035403","100","711503541","710035401","710035405","710035404","710035402"
"710000355","710035503","100","711503551","710035501","710035505","710035502","710035504"
"710000356","710035603","100","711503561","710035601","710035605","710035604","710035602"
"710000357","710035701","100","711503571","710035703","710035702","710035704","710035705"
"710000358","710035803","100","711503581","710035801","710035805","710035804","710035802"
"710000359","710035903","100","711503591","710035901","710035902","710035904","710035905"
"710000360","710036004","100","711503601","710036001","710036005","710036002","710036003"
"710000361","710036103","100","711603611","710036101","710036102","710036104","710036105"
"710000362","710036203","100","711603621","710036201","710036205","710036204","710036202"
"710000363","710036303","100","711603631","710036301","710036302","710036304","710036305"
"710000364","710036403","100","711603641","710036401","710036405","710036402","710036404"
"710000365","710036503","100","711603651","710036504","710036505","710036501","710036502"
"710000366","710036603","100","711603661","710036601","710036605","710036602","710036604"
"710000367","710036701","100","711603671","710036703","710036705","710036702","710036704"
"710000368","710036803","100","711603681","710036804","710036805","710036801","710036802"
"710000369","710036903","100","711603691","710036904","710036905","710036901","710036902"
"710000370","710037001","100","711603701","710037004","710037005","710037002","710037003"
"710000371","710037101","100","711703711","710037103","710037105","710037104","710037102"
"710000372","710037201","100","711703721","710037203","710037205","710037204","710037202"
"710000373","710037303","100","711703731","710037301","710037305","710037304","710037302"
"710000374","710037403","100","711703741","710037401","710037405","710037404","710037402"
"710000375","710037503","100","711703751","710037501","710037505","710037504","710037502"
"710000376","710037603","100","711703761","710037601","710037605","710037604","710037602"
"710000377","710037703","100","711703771","710037701","710037705","710037702","710037704"
"710000378","710037803","100","711703781","710037801","710037805","710037804","710037802"
"710000379","710037903","100","711703791","710037901","710037905","710037904","710037902"
"710000380","710038001","100","711703801","710038004","710038002","710038005","710038003"
"710000381","710038103","100","711803811","710038101","710038102","710038104","710038105"
"710000382","710038203","100","711803821","710038203","710038202","710038204","710038201"
"710000383","710038303","100","711803831","710038301","710038305","710038304","710038302"
"710000384","710038403","100","711803841","710038401","710038405","710038404","710038402"
"710000385","710038503","100","711803851","710038501","710038505","710038504","710038502"
"710000386","710038603","100","711803861","710038601","710038605","710038604","710038602"
"710000387","710038703","100","711803871","710038701","710038705","710038704","710038702"
"710000388","710038801","100","711803881","710038803","710038805","710038804","710038802"
"710000389","710038901","100","711803891","710038903","710038905","710038902","710038904"
"710000390","710039001","100","711803901","710039004","710039005","710039002","710039003"
"710000391","710039103","100","711903911","710039101","710039102","710039104","710039105"
"710000392","710039203","100","711903921","710039201","710039205","710039204","710039202"
"710000393","710039303","100","711903931","710039304","710039305","710039301","710039302"
"710000394","710039403","100","711903941","710039401","710039405","710039404","710039402"
"710000395","710039503","100","711903951","710039504","710039505","710039501","710039502"
"710000396","710039603","100","711903961","710039601","710039605","710039602","710039604"
"710000397","710039703","100","711903971","710039701","710039705","710039702","710039704"
"710000398","710039803","100","711903981","710039801","710039805","710039804","710039802"
"710000399","710039903","100","711903991","710039904","710039902","710039901","710039905"
"710000400","710040004","100","711904001","710040001","710040002","710040005","710040003"
"710000401","710040103","100","712004011","710040101","710040105","710040104","710040102"
"710000402","710040203","100","712004021","710040201","710040202","710040204","710040205"
"710000403","710040303","100","712004031","710040304","710040305","710040301","710040302"
"710000404","710040403","100","712004041","710040404","710040405","710040401","710040402"
"710000405","710040503","100","712004051","710040501","710040505","710040502","710040504"
"710000406","710040603","100","712004061","710040604","710040605","710040601","710040602"
"710000407","710040701","100","712004071","710040703","710040705","710040704","710040702"
"710000408","710040803","100","712004081","710040801","710040805","710040802","710040804"
"710000409","710040903","100","712004091","710040904","710040905","710040901","710040902"
"710000410","710041004","100","712004101","710041001","710041002","710041005","710041003"
"710000411","710041103","100","712104111","710041101","710041105","710041102","710041104"
"710000412","710041201","100","712104121","710041203","710041205","710041204","710041202"
"710000413","710041303","100","712104131","710041304","710041305","710041301","710041302"
"710000414","710041403","100","712104141","710041404","710041402","710041401","710041405"
"710000415","710041503","100","712104151","710041504","710041505","710041501","710041502"
"710000416","710041603","100","712104161","710041601","710041605","710041604","710041602"
"710000417","710041703","100","712104171","710041701","710041705","710041702","710041704"
