615330466b9f3ec45689e8b675a26ba799787047aed895f9ac64b58329a67c2a,75e772b1825790bfcefbca987746d5d78671609c121aa8013edc2329759aedab,43a4b7e0800cd3e2d251d7f978708832e0e39702addbf55317758b679fedfc88,5081dd8913ef575f35dfe4481cd2eac156730ce83cbef3a649125d99f310446a,3acf987f0a84d54025a48966bf66c3e6b048084ccef17291d2c0efb259b4a8a9,df4cca9e57f27be118e1923e1ddc2afc47f46e4a52938cd14ffcfbe5cb142ec1,91402431d4a87880c44f91c408702341fb2ccafc2d3e9fc912aedb6371f89773,c2e0c610e507ef5b2e5c33e3c0d053d4530e7d1e9508a94298090fadec963fdf,9f614ccd86bdd703f38c9a027f8ed0d64a6a989af728d9de418cf266c57d1f5e,7a6e34d25b21c4c7a8c8f57df75fc047f717021ab6cffd02dc8dd3c43c061397,601f79023b0e68aa8b821c6eaf6024247a272f3f6bc04f90f575e78d7d0c7748,9cb0c7de1fca0443ffd80eb9e24562d607be5552d904933b6e4d6c9984c5ea97,3e158d220ea6da6f776bec8789a0db6cf1d3684a73f6f87376e4d61edd47e9e4,4939490820dba9a2b8908aecda80d44a70e3ad507668334534d10c504a85aff0,d688ceab4ca069d4738f2c2ec54893bf5ea3cc8cbc7dcb5257ae48ba33917acf,847d7b01d2bd5d0b99ce8dfd063340ead6957d242389c68d7f175eb2683f1395
"400","2","1006003","200","10","12","25021","2","50","8","500000","2","90008","91002","25013","94002"
"400","2","1006004","200","10","12","25021","2","50","8","500000","2","90008","91002","25014","94002"
"400","2","1006005","200","10","12","25021","2","50","8","500000","2","90008","91002","25015","94002"
"400","2","1006006","200","10","12","25021","2","50","8","500000","2","90008","91002","25011","94002"
"400","2","1006007","200","10","12","25021","2","50","8","500000","2","90008","91002","25012","94002"
"400","2","1006008","200","10","12","25021","2","50","8","500000","2","90008","91002","25013","94002"
"400","2","1006009","200","10","12","25021","2","50","8","500000","2","90008","91002","25014","94002"
"400","2","1006010","200","10","12","25001","2","10","8","500000","2","90008","91002","25015","94002"
"400","2","1006011","200","10","12","25021","2","50","8","500000","2","90008","91002","25011","94002"
"400","2","1006012","200","10","12","25021","2","50","8","500000","2","90008","91002","25012","94002"
"400","2","1006013","200","10","12","25021","2","50","8","500000","2","90008","91002","25013","94002"
"400","2","1006014","200","10","12","25021","2","50","8","500000","2","90008","91002","25014","94002"
"400","2","1006015","200","10","12","25021","2","50","8","500000","2","90008","91002","25015","94002"
"0","2","1006016","200","10","12","25021","2","50","8","500000","0","90008","91002","0","94002"
"0","2","1006017","200","10","12","25021","2","50","8","500000","0","90008","91002","0","94002"
"0","2","1006018","200","10","12","25021","2","50","8","500000","0","90008","91002","0","94002"
"400","2","1007001","200","10","12","25021","2","50","8","500000","2","90008","91002","25011","94002"
"400","2","1007002","200","10","12","25021","2","50","8","500000","2","90008","91002","25012","94002"
"400","2","1007003","200","10","12","25021","2","50","8","500000","2","90008","91002","25013","94002"
"400","2","1007004","200","10","12","25021","2","50","8","500000","2","90008","91002","25014","94002"
"400","2","1007005","200","10","12","25021","2","50","8","500000","2","90008","91002","25015","94002"
"400","2","1007006","200","10","12","25021","2","50","8","500000","2","90008","91002","25011","94002"
"400","2","1007007","200","10","12","25021","2","50","8","500000","2","90008","91002","25012","94002"
"400","2","1007008","200","10","12","25021","2","50","8","500000","2","90008","91002","25013","94002"
"400","2","1007009","200","10","12","25021","2","50","8","500000","2","90008","91002","25014","94002"
"400","2","1007010","200","10","12","25001","2","10","8","500000","2","90008","91002","25015","94002"
"400","2","1007011","200","10","12","25021","2","50","8","500000","2","90008","91002","25011","94002"
"400","2","1007012","200","10","12","25021","2","50","8","500000","2","90008","91002","25012","94002"
"400","2","1007013","200","10","12","25021","2","50","8","500000","2","90008","91002","25013","94002"
"400","2","1007014","200","10","12","25021","2","50","8","500000","2","90008","91002","25014","94002"
"400","2","1007015","200","10","12","25021","2","50","8","500000","2","90008","91002","25015","94002"
"0","2","1007016","200","10","12","25021","2","50","8","500000","0","90008","91002","0","94002"
"0","2","1007017","200","10","12","25021","2","50","8","500000","0","90008","91002","0","94002"
"0","2","1007018","200","10","12","25021","2","50","8","500000","0","90008","91002","0","94002"
"400","2","1008001","200","10","12","25021","2","50","8","500000","2","90008","91002","25011","94002"
"400","2","1008002","200","10","12","25021","2","50","8","500000","2","90008","91002","25012","94002"
"400","2","1008003","200","10","12","25021","2","50","8","500000","2","90008","91002","25013","94002"
"400","2","1008004","200","10","12","25021","2","50","8","500000","2","90008","91002","25014","94002"
"400","2","1008005","200","10","12","25021","2","50","8","500000","2","90008","91002","25015","94002"
"400","2","1008006","200","10","12","25021","2","50","8","500000","2","90008","91002","25011","94002"
"400","2","1008007","200","10","12","25021","2","50","8","500000","2","90008","91002","25012","94002"
"400","2","1008008","200","10","12","25021","2","50","8","500000","2","90008","91002","25013","94002"
"400","2","1008009","200","10","12","25021","2","50","8","500000","2","90008","91002","25014","94002"
"400","2","1008010","200","10","12","25001","2","10","8","500000","2","90008","91002","25015","94002"
"400","2","1008011","200","10","12","25021","2","50","8","500000","2","90008","91002","25011","94002"
"400","2","1008012","200","10","12","25021","2","50","8","500000","2","90008","91002","25012","94002"
"400","2","1008013","200","10","12","25021","2","50","8","500000","2","90008","91002","25013","94002"
"400","2","1008014","200","10","12","25021","2","50","8","500000","2","90008","91002","25014","94002"
"400","2","1008015","200","10","12","25021","2","50","8","500000","2","90008","91002","25015","94002"
"0","2","1008016","200","10","12","25021","2","50","8","500000","0","90008","91002","0","94002"
"0","2","1008017","200","10","12","25021","2","50","8","500000","0","90008","91002","0","94002"
"0","2","1008018","200","10","12","25021","2","50","8","500000","0","90008","91002","0","94002"
