907ef5ccb7edaf3944f5615cb941bf9f7d7f44359fa084b90ae164d9a93d73af,5d630f30e3e642372226877dbd96872973afa03600301d1e6d2595361928f9a4,f6d0d389b323ba3400fdee532aaaf74c6e5f1f339e1a0592561b313c24de5a4d,946a0176187dd649cc2b51ddc7dd4b07fc24bffc29a9bcf2bca403a5071876bd,2a9661ea5597360737d7a90cc25da3fb8b74bf7e0543d21e0b42658095060cb7,667697c905ffaba96f3fecebeb729993b268ac73eea8f1f1faaccd6420b015fd,36747a3d91a22faed0310a0c7a57d0801343a1cecc4089d5b3456f191630457e,5996becf082729717fca4e7dc8a44e612716c48a8e90c65826e99214f0ea2d81,bee2d922d01ca2eab29a6d93cb7f81f19da6a17c703e81fc421f385192910f4f,5134029a51c93db56bc2c6901f7919939f2d2b7077c11e3541ba25ddff7c85f4,72b46d669f683560840ff968ff45148b2fbd461a241e6ba1be901baf0a654e14,a81574e54f94ce7575561248db33049818231c89d7cc91d8b89254136002968b,6416f7975668f56ebf242fddbcfec30c06d95bac0e11e6366a2ffdc0e1ddbe4a,7084ce24742c756fdd0b4fa489165b0e823d02bf72b47242be832872be39af64,1c1db573aa481754404c97a745a56e3f02d8e5a2763601b4519acb9e114ac9dc,a7b3cef8e8a0b9ed3f2d0a6a36b0419c614828e84d7ff442031eff7145a587b6,5f7fdf4d99c8dbdbae8f823909d54c95f86b24f92a390d3e0e4c412581585fc6,b5f173f127325c29101f2ed33cd7b891eedb71e370f894bdff1c7d3088143a8f,54d7bd5332fe34c38daf4dc01941b48cfc10e43842d7148cf175b1e21e5e5d9e,b1eac884ba5b51f9bffc61872992bf23a14e54791549873daa9541232fbccfc7,43237bd4d180d67d2842c0a8ee204a9c989af4168990d9f1ac56ff05a1f76487,2c0c83d00358ccf2bb32a2d883465e3199cf54d3dc3caf8506d7ac0c2c744930,30771c25fea0833f4fc8e4af17ab23643e6ba9edbfb6845a5e693498052eb8a7,844e55fcf0ad99cbda844c80e9b8a2d4ceed48c3850b6b57e804a0716e3ec02d,45ec8923dd891f6e3c9d69d52b44c864c5cc8857832d2c446163eef12bf35781,b83bd60db40cb95535c651954ac8c79e0ce7963341720d180f9981bfac6d599c,784e9270c0726fe13e10e6cfd7b11ba0575978224493855da91738fec84e15e8,bd59eaa7c788684ad842b633cfe018e08c2ed38a97abd696d9fcf51c981aaaee,f14dc1cba7fccd9ef7744b2e986a9b9815ee977ec8f49a9786bfcaea660e146d,f071838b6da388fecf011eeaf1cbcbd340f0e3cbd45b774dceda3dd1176acd2f,5e144e83af88468f5b471becfabf5c836dfa3a3f15c6bf7f884f1b4da9056fb4,cd8209489e27a9d17fe67da5590acee10200651ea1db22c73d4655ea361c722e,403a4edcf459f933fc1f6884dfc2d6209e28384cb256bbcf690905acba158713,6122f6fe39504431b0c4f2d47416ed3593ba21ea9e003719e1490fd536f0ed26,008c5a2d54753b920e7148630554fb59b935077edaa4d2d716340cf3b79e1b55,52189c3fbbce928a74602cf28e383a95b39510595aa78d2a0000ddb2df2b6438,8e36c252e0679b17b8d6d85e54ac9dbb77331036e64357bf05981ce4dd3cec1b,170cc4ddcdae3d19af58005cd64e42d489cc0ed76f1dff8741ac8d37043a9941,3213a332b4affe3eaa933eb4154da90be9e40004a497fa9bec98bce04d8db5f9,2ee50f0ba06a1b0d417e62636ac591fd3a474e144c61c35549004f9d3658d60f,a8ebd78cdd089b8629ccc768ae8807583f365345e2168878b5c64ddac01c767f,8a992581045256056febad428fc43711a3313013544ce413f1931b26459044da,3e4ca61f1a19189841813498bbafedf049b4e45c5061d182874093c8a5588bca
"1","10001101","-20","10","0","0","塔爾格姆地區 1-11","bgm_M41","10001111","150","100102","100101","10","2018/09/19 15:59:59","10001","610001111","0","0","0","260","bgm_M41","0","bgm_M41","0","100101","0","0","2018/08/28 16:00:00","0","bgm_M41","0","1","0","0","610001121","0","100070","bgm_M41","90","11","100103","10","bgm_M41"
"1","10001101","-130","10","0","0","塔爾格姆地區 1-12","bgm_M41","10001112","150","100062","100061","10","2018/09/19 15:59:59","10001","610001112","0","0","0","380","bgm_M41","0","bgm_M41","0","100061","0","0","2018/08/28 16:00:00","0","bgm_M41","0","1","0","0","610001121","0","100010","bgm_M41","90","12","100063","10","bgm_M41"
"1","10001101","20","10","0","0","塔爾格姆地區 1-13","bgm_M41","10001113","150","100042","100041","10","2018/09/19 15:59:59","10001","610001113","0","0","0","470","bgm_M41","0","bgm_M41","0","100041","0","0","2018/08/28 16:00:00","0","bgm_M41","0","1","0","0","610001121","0","100040","bgm_M41","90","13","100043","10","bgm_M41"
"1","10001101","-120","10","0","0","塔爾格姆地區 1-14","bgm_M41","10001114","150","100092","100091","10","2018/09/19 15:59:59","10001","610001114","0","0","0","570","bgm_M41","0","bgm_M41","0","100091","0","0","2018/08/28 16:00:00","0","bgm_M41","0","1","0","0","610001121","0","100030","bgm_M41","90","14","100093","10","bgm_M41"
"1","10001101","-10","10","0","0","塔爾格姆地區 1-15","bgm_M41","10001115","150","100092","100091","10","2018/09/19 15:59:59","10001","610001115","0","0","0","680","bgm_M41","0","bgm_M41","0","100091","0","0","2018/08/28 16:00:00","0","bgm_M41","0","1","0","0","610001123","0","100030","bgm_M41","90","15","100093","10","bgm_M41"
"2","10001201","-40","16","0","0","塔爾格姆地區 1-1","bgm_M41","10001201","240","100368","100367","16","2018/09/19 15:59:59","10001","610001116","0","0","28","-450","bgm_M41","31012","bgm_M41","1","100367","0","0","2018/08/28 16:00:00","0","bgm_M41","2","1","3","0","610001121","0","100020","bgm_M41","90","16","100369","16","bgm_M41"
"2","10001201","-120","16","0","0","塔爾格姆地區 1-2","bgm_M41","10001202","240","100772","100771","16","2018/09/19 15:59:59","10001","610001117","0","0","28","-250","bgm_M41","31038","bgm_M41","1","100771","0","0","2018/08/28 16:00:00","0","bgm_M41","2","1","3","0","610001121","0","100060","bgm_M41","90","17","100773","16","bgm_M41"
"2","10001201","-20","18","0","0","塔爾格姆地區 1-3","bgm_M41","10001203","270","100452","100451","18","2018/09/19 15:59:59","10001","610001118","0","0","29","-50","bgm_M41","31012","bgm_M41","1","100451","0","0","2018/08/28 16:00:00","0","bgm_M41","2","1","3","0","610001121","0","100090","bgm_M41","90","18","100453","18","bgm_M41"
"2","10001201","70","18","0","0","塔爾格姆地區 1-4","bgm_M41","10001204","270","100732","100731","18","2018/09/19 15:59:59","10001","610001119","0","0","29","170","bgm_M41","31038","bgm_M41","1","100731","0","0","2018/08/28 16:00:00","0","bgm_M41","2","1","3","0","610001121","0","100070","bgm_M41","90","19","100733","18","bgm_M41"
"2","10001201","-120","20","0","0","塔爾格姆地區 1-5","bgm_M41","10001205","300","100382","100381","20","2018/09/19 15:59:59","10001","610001120","0","0","30","330","bgm_M41","31012","bgm_M41","1","100381","0","0","2018/08/28 16:00:00","0","bgm_M41","2","1","3","0","610001121","0","100030","bgm_M41","90","20","100383","20","bgm_M41"
"1","10002101","-120","8","0","0","馬席納地區 1-1","bgm_M41","10002101","120","100062","100061","8","2018/10/28 15:59:59","10002","610002101","0","0","0","-820","bgm_M41","0","bgm_M41","0","100061","0","0","2018/10/03 16:00:00","0","bgm_M41","0","1","0","0","610002121","0","100010","bgm_M41","90","1","100063","8","bgm_M41"
"1","10002101","20","8","0","0","馬席納地區 1-2","bgm_M41","10002102","120","100015","100014","8","2018/10/28 15:59:59","10002","610002102","0","0","0","-710","bgm_M41","0","bgm_M41","0","100014","0","0","2018/10/03 16:00:00","0","bgm_M41","0","1","0","0","610002121","0","100020","bgm_M41","90","2","100016","8","bgm_M41"
"1","10002101","-120","8","0","0","馬席納地區 1-3","bgm_M41","10002103","120","100062","100061","8","2018/10/28 15:59:59","10002","610002103","0","0","0","-580","bgm_M41","0","bgm_M41","0","100061","0","0","2018/10/03 16:00:00","0","bgm_M41","0","1","0","0","610002121","0","100010","bgm_M41","90","3","100063","8","bgm_M41"
"1","10002101","50","8","0","0","馬席納地區 1-4","bgm_M41","10002104","120","100015","100014","8","2018/10/28 15:59:59","10002","610002104","0","0","0","-510","bgm_M41","0","bgm_M41","0","100014","0","0","2018/10/03 16:00:00","0","bgm_M41","0","1","0","0","610002121","0","100020","bgm_M41","90","4","100016","8","bgm_M41"
"1","10002101","-60","8","0","0","馬席納地區 1-5","bgm_M41","10002105","120","100042","100041","8","2018/10/28 15:59:59","10002","610002105","0","0","0","-430","bgm_M41","0","bgm_M41","0","100041","0","0","2018/10/03 16:00:00","0","bgm_M41","0","1","0","0","610002121","0","100040","bgm_M41","90","5","100043","8","bgm_M41"
"1","10002101","-150","9","0","0","馬席納地區 1-6","bgm_M41","10002106","135","100022","100021","9","2018/10/28 15:59:59","10002","610002106","0","0","0","-340","bgm_M41","0","bgm_M41","0","100021","0","0","2018/10/03 16:00:00","0","bgm_M41","0","1","0","0","610002121","0","100050","bgm_M41","90","6","100023","9","bgm_M41"
"1","10002101","-80","9","0","0","馬席納地區 1-7","bgm_M41","10002107","135","100202","100201","9","2018/10/28 15:59:59","10002","610002107","0","0","0","-215","bgm_M41","0","bgm_M41","0","100201","0","0","2018/10/03 16:00:00","0","bgm_M41","0","1","0","0","610002122","0","100110","bgm_M41","90","7","100203","9","bgm_M41"
"1","10002101","-110","9","0","0","馬席納地區 1-8","bgm_M41","10002108","135","100202","100201","9","2018/10/28 15:59:59","10002","610002108","0","0","0","-75","bgm_M41","0","bgm_M41","0","100201","0","0","2018/10/03 16:00:00","0","bgm_M41","0","1","0","0","610002121","0","100110","bgm_M41","90","8","100203","9","bgm_M41"
"1","10002101","-50","9","0","0","馬席納地區 1-9","bgm_M41","10002109","135","100202","100201","9","2018/10/28 15:59:59","10002","610002109","0","0","0","45","bgm_M41","0","bgm_M41","0","100201","0","0","2018/10/03 16:00:00","0","bgm_M41","0","1","0","0","610002121","0","100110","bgm_M41","90","9","100203","9","bgm_M41"
"1","10002101","40","9","0","0","馬席納地區 1-10","bgm_M41","10002110","135","100062","100061","9","2018/10/28 15:59:59","10002","610002110","0","0","0","150","bgm_M41","0","bgm_M41","0","100061","0","0","2018/10/03 16:00:00","0","bgm_M41","0","1","0","0","610002121","0","100010","bgm_M41","90","10","100063","9","bgm_M41"
"1","10002101","-70","10","0","0","馬席納地區 1-11","bgm_M41","10002111","150","100172","100171","10","2018/10/28 15:59:59","10002","610002111","0","0","0","260","bgm_M41","0","bgm_M41","0","100171","0","0","2018/10/03 16:00:00","0","bgm_M41","0","1","0","0","610002121","0","100070","bgm_M41","90","11","100173","10","bgm_M41"
"1","10002101","30","10","0","0","馬席納地區 1-12","bgm_M41","10002112","150","100152","100151","10","2018/10/28 15:59:59","10002","610002112","0","0","0","380","bgm_M41","0","bgm_M41","0","100151","0","0","2018/10/03 16:00:00","0","bgm_M41","0","1","0","0","610002121","0","100120","bgm_M41","90","12","100153","10","bgm_M41"
"1","10002101","-100","10","0","0","馬席納地區 1-13","bgm_M41","10002113","150","101142","101141","10","2018/10/28 15:59:59","10002","610002113","0","0","0","470","bgm_M41","0","bgm_M41","0","101141","0","0","2018/10/03 16:00:00","0","bgm_M41","0","1","0","0","610002121","0","100080","bgm_M41","90","13","101143","10","bgm_M41"
"1","10002101","40","10","0","0","馬席納地區 1-14","bgm_M41","10002114","150","101142","101141","10","2018/10/28 15:59:59","10002","610002114","0","0","0","570","bgm_M41","0","bgm_M41","0","101141","0","0","2018/10/03 16:00:00","0","bgm_M41","0","1","0","0","610002121","0","100080","bgm_M41","90","14","101143","10","bgm_M41"
"1","10002101","-70","10","0","0","馬席納地區 1-15","bgm_M41","10002115","150","101142","101141","10","2018/10/28 15:59:59","10002","610002115","0","0","0","680","bgm_M41","0","bgm_M41","0","101141","0","0","2018/10/03 16:00:00","0","bgm_M41","0","1","0","0","610002123","0","100080","bgm_M41","90","15","101143","10","bgm_M41"
"2","10002201","-10","16","0","0","馬席納地區 1-1","bgm_M41","10002201","240","100472","100471","16","2018/10/28 15:59:59","10002","610002116","0","0","28","-450","bgm_M41","31020","bgm_M41","1","100471","0","0","2018/10/03 16:00:00","0","bgm_M41","2","1","3","0","610002121","0","100110","bgm_M41","90","16","100473","16","bgm_M41"
"2","10002201","-100","16","0","0","馬席納地區 1-2","bgm_M41","10002202","240","100812","100811","16","2018/10/28 15:59:59","10002","610002117","0","0","28","-250","bgm_M41","31004","bgm_M41","1","100811","0","0","2018/10/03 16:00:00","0","bgm_M41","2","1","3","0","610002121","0","100070","bgm_M41","90","17","100813","16","bgm_M41"
"2","10002201","20","18","0","0","馬席納地區 1-3","bgm_M41","10002203","270","100792","100791","18","2018/10/28 15:59:59","10002","610002118","0","0","29","-50","bgm_M41","31020","bgm_M41","1","100791","0","0","2018/10/03 16:00:00","0","bgm_M41","2","1","3","0","610002121","0","100120","bgm_M41","90","18","100793","18","bgm_M41"
"2","10002201","-110","18","0","0","馬席納地區 1-4","bgm_M41","10002204","270","101152","101151","18","2018/10/28 15:59:59","10002","610002119","0","0","29","120","bgm_M41","31004","bgm_M41","1","101151","0","0","2018/10/03 16:00:00","0","bgm_M41","2","1","3","0","610002121","0","100080","bgm_M41","90","19","101153","18","bgm_M41"
"2","10002201","-10","20","0","0","馬席納地區 1-5","bgm_M41","10002205","300","101152","101151","20","2018/10/28 15:59:59","10002","610002120","0","0","30","290","bgm_M41","31020","bgm_M41","1","101151","0","0","2018/10/03 16:00:00","0","bgm_M41","2","1","3","0","610002121","0","100080","bgm_M41","90","20","101153","20","bgm_M41"
"1","10003101","-90","8","0","0","蘭德索爾郊外 1-1","bgm_M41","10003101","120","100065","100064","8","2018/11/25 15:59:59","10003","610003101","0","0","0","-820","bgm_M41","0","bgm_M41","0","100064","0","0","2018/11/01 15:59:59","0","bgm_M41","0","1","0","0","610003121","0","100010","bgm_M41","90","1","100066","8","bgm_M41"
"1","10003101","20","8","0","0","蘭德索爾郊外 1-2","bgm_M41","10003102","120","100022","100021","8","2018/11/25 15:59:59","10003","610003102","0","0","0","-700","bgm_M41","0","bgm_M41","0","100021","0","0","2018/11/01 15:59:59","0","bgm_M41","0","1","0","0","610003121","0","100020","bgm_M41","90","2","100023","8","bgm_M41"
"1","10003101","-120","8","0","0","蘭德索爾郊外 1-3","bgm_M41","10003103","120","100068","100067","8","2018/11/25 15:59:59","10003","610003103","0","0","0","-600","bgm_M41","0","bgm_M41","0","100067","0","0","2018/11/01 15:59:59","0","bgm_M41","0","1","0","0","610003121","0","100010","bgm_M41","90","3","100069","8","bgm_M41"
"1","10003101","40","8","0","0","蘭德索爾郊外 1-4","bgm_M41","10003104","120","100126","100125","8","2018/11/25 15:59:59","10003","610003104","0","0","0","-500","bgm_M41","0","bgm_M41","0","100125","0","0","2018/11/01 15:59:59","0","bgm_M41","0","1","0","0","610003121","0","100040","bgm_M41","90","4","100127","8","bgm_M41"
"1","10003101","-70","8","0","0","蘭德索爾郊外 1-5","bgm_M41","10003105","120","100082","100081","8","2018/11/25 15:59:59","10003","610003105","0","0","0","-400","bgm_M41","0","bgm_M41","0","100081","0","0","2018/11/01 15:59:59","0","bgm_M41","0","1","0","0","610003121","0","100050","bgm_M41","90","5","100083","8","bgm_M41"
"1","10003101","-110","9","0","0","蘭德索爾郊外 1-6","bgm_M41","10003106","135","100075","100074","9","2018/11/25 15:59:59","10003","610003106","0","0","0","-260","bgm_M41","0","bgm_M41","0","100074","0","0","2018/11/01 15:59:59","0","bgm_M41","0","1","0","0","610003121","0","100010","bgm_M41","90","6","100076","9","bgm_M41"
"1","10003101","25","9","0","0","蘭德索爾郊外 1-7","bgm_M41","10003107","135","100112","100111","9","2018/11/25 15:59:59","10003","610003107","0","0","0","-180","bgm_M41","0","bgm_M41","0","100111","0","0","2018/11/01 15:59:59","0","bgm_M41","0","1","0","0","610003122","0","100040","bgm_M41","90","7","100113","9","bgm_M41"
"1","10003101","-110","9","0","0","蘭德索爾郊外 1-8","bgm_M41","10003108","135","100078","100077","9","2018/11/25 15:59:59","10003","610003108","0","0","0","-75","bgm_M41","0","bgm_M41","0","100077","0","0","2018/11/01 15:59:59","0","bgm_M41","0","1","0","0","610003121","0","100010","bgm_M41","90","8","100079","9","bgm_M41"
"1","10003101","-50","9","0","0","蘭德索爾郊外 1-9","bgm_M41","10003109","135","100052","100051","9","2018/11/25 15:59:59","10003","610003109","0","0","0","50","bgm_M41","0","bgm_M41","0","100051","0","0","2018/11/01 15:59:59","0","bgm_M41","0","1","0","0","610003121","0","100080","bgm_M41","90","9","100053","9","bgm_M41"
"1","10003101","20","9","0","0","蘭德索爾郊外 1-10","bgm_M41","10003110","135","100052","100051","9","2018/11/25 15:59:59","10003","610003110","0","0","0","180","bgm_M41","0","bgm_M41","0","100051","0","0","2018/11/01 15:59:59","0","bgm_M41","0","1","0","0","610003121","0","100080","bgm_M41","90","10","100053","9","bgm_M41"
"1","10003101","-100","10","0","0","蘭德索爾郊外 1-11","bgm_M41","10003111","150","100032","100031","10","2018/11/25 15:59:59","10003","610003111","0","0","0","270","bgm_M41","0","bgm_M41","0","100031","0","0","2018/11/01 15:59:59","0","bgm_M41","0","1","0","0","610003121","0","100050","bgm_M41","90","11","100033","10","bgm_M41"
"1","10003101","40","10","0","0","蘭德索爾郊外 1-12","bgm_M41","10003112","150","100152","100151","10","2018/11/25 15:59:59","10003","610003112","0","0","0","390","bgm_M41","0","bgm_M41","0","100151","0","0","2018/11/01 15:59:59","0","bgm_M41","0","1","0","0","610003121","0","100120","bgm_M41","90","12","100153","10","bgm_M41"
"1","10003101","-110","10","0","0","蘭德索爾郊外 1-13","bgm_M41","10003113","150","100012","100011","10","2018/11/25 15:59:59","10003","610003113","0","0","0","490","bgm_M41","0","bgm_M41","0","100011","0","0","2018/11/01 15:59:59","0","bgm_M41","0","1","0","0","610003121","0","100020","bgm_M41","90","13","100013","10","bgm_M41"
"1","10003101","40","10","0","0","蘭德索爾郊外 1-14","bgm_M41","10003114","150","100015","100014","10","2018/11/25 15:59:59","10003","610003114","0","0","0","570","bgm_M41","0","bgm_M41","0","100014","0","0","2018/11/01 15:59:59","0","bgm_M41","0","1","0","0","610003121","0","100020","bgm_M41","90","14","100016","10","bgm_M41"
"1","10003101","-80","10","0","0","蘭德索爾郊外 1-15","bgm_M41","10003115","150","100018","100017","10","2018/11/25 15:59:59","10003","610003115","0","0","0","670","bgm_M41","0","bgm_M41","0","100017","0","0","2018/11/01 15:59:59","0","bgm_M41","0","1","0","0","610003123","0","100020","bgm_M41","90","15","100019","10","bgm_M41"
"2","10003201","-10","16","0","0","蘭德索爾郊外 1-1","bgm_M41","10003201","240","100792","100791","16","2018/11/25 15:59:59","10003","610003116","0","0","28","-450","bgm_M41","31010","bgm_M41","1","100791","0","0","2018/11/01 15:59:59","0","bgm_M41","2","1","3","0","610003121","0","100120","bgm_M41","90","16","100793","16","bgm_M41"
"2","10003201","-100","16","0","0","蘭德索爾郊外 1-2","bgm_M41","10003202","240","100772","100771","16","2018/11/25 15:59:59","10003","610003117","0","0","28","-250","bgm_M41","31017","bgm_M41","1","100771","0","0","2018/11/01 15:59:59","0","bgm_M41","2","1","3","0","610003121","0","100040","bgm_M41","90","17","100773","16","bgm_M41"
"2","10003201","20","18","0","0","蘭德索爾郊外 1-3","bgm_M41","10003203","270","100758","100757","18","2018/11/25 15:59:59","10003","610003118","0","0","29","-50","bgm_M41","31010","bgm_M41","1","100757","0","0","2018/11/01 15:59:59","0","bgm_M41","2","1","3","0","610003121","0","100050","bgm_M41","90","18","100759","18","bgm_M41"
"2","10003201","-110","18","0","0","蘭德索爾郊外 1-4","bgm_M41","10003204","270","100362","100361","18","2018/11/25 15:59:59","10003","610003119","0","0","29","120","bgm_M41","31017","bgm_M41","1","100361","0","0","2018/11/01 15:59:59","0","bgm_M41","2","1","3","0","610003121","0","100020","bgm_M41","90","19","100363","18","bgm_M41"
"2","10003201","-10","20","0","0","蘭德索爾郊外 1-5","bgm_M41","10003205","300","100365","100364","20","2018/11/25 15:59:59","10003","610003120","0","0","30","290","bgm_M41","31010","bgm_M41","1","100364","0","0","2018/11/01 15:59:59","0","bgm_M41","2","1","3","0","610003121","0","100020","bgm_M41","90","20","100366","20","bgm_M41"
"1","10004101","-70","8","0","0","塔帕斯海灘 周邊 1-1","bgm_M41","10004101","120","100202","100201","8","2018/12/24 15:59:59","10004","610004101","0","0","0","-820","bgm_M41","0","bgm_M41","0","100201","0","0","2018/12/01 16:00:00","0","bgm_M41","0","1","0","0","610004121","0","100110","bgm_M41","90","1","100203","8","bgm_M41"
"1","10004101","50","8","0","0","塔帕斯海灘 周邊 1-2","bgm_M41","10004102","120","100202","100201","8","2018/12/24 15:59:59","10004","610004102","0","0","0","-700","bgm_M41","0","bgm_M41","0","100201","0","0","2018/12/01 16:00:00","0","bgm_M41","0","1","0","0","610004121","0","100110","bgm_M41","90","2","100203","8","bgm_M41"
