e1ba478ea207948e7de245a95cac6760883dff0045ff90230b5fdf66fc237dd4,5043b397a04b15ecc09b4a13d4694afb060c8b4bed60f9af89cf31967b8f4933,56ae094018281e592903a8c7182e65b9b93b51324b79436530c41af2868d37d0,c986bba1b1340198f6892b9f6ca7e0c5564b21ca60967ab1ffc622ee0e5c7984,39782cec173d846a18184e47b401e1274f239e66c9c9838084482fc9b298de21,98c823ab9215176caa31506a52daf54e391cc4a43235c25ddfd525cbdd8564d0
"1","10011003","60000056","4","113013","2"
"1","10011003","60000057","4","113071","2"
"1","10011003","60000058","4","113101","2"
"1","10011003","60000059","4","113131","2"
"1","10011003","60000060","4","113162","2"
"1","10011003","60000061","4","113191","2"
"1","10011003","60000062","4","113221","2"
"1","10011003","60000063","4","113222","2"
"1","10011003","60000064","4","113252","2"
"1","10011003","60000065","4","113283","3"
"1","10011003","60000066","4","113342","3"
"1","10011003","60000067","4","113372","3"
"1","10011003","60000068","4","113401","3"
"1","10011003","60000069","4","113431","3"
"1","10011003","60000070","4","113521","3"
"1","10011003","60000071","4","113522","3"
"1","10011003","60000072","4","113551","3"
"1","10011003","60000073","4","113552","3"
"1","10011003","60000074","4","113553","3"
"1","10011003","60000075","4","113581","3"
"1","10011003","60000076","4","113611","3"
"1","10011003","60000077","4","113614","3"
"1","10011003","60000078","4","123041","2"
"1","10011003","60000079","4","123042","2"
"1","10011003","60000080","4","123072","2"
"1","10011003","60000081","4","123132","2"
"1","10011003","60000082","4","123161","2"
"1","10011003","60000083","4","123192","2"
"1","10011003","60000084","4","123193","2"
"1","10011003","60000085","4","123251","2"
"1","10011003","60000086","4","123281","3"
"1","10011003","60000087","4","123282","3"
"1","10011003","60000088","4","123311","3"
"1","10011003","60000089","4","123341","3"
"1","10011003","60000090","4","123343","3"
"1","10011003","60000091","4","123371","3"
"1","10011003","60000092","4","123432","3"
"1","10011003","60000093","4","123461","3"
"1","10011003","60000094","4","123491","3"
"1","10011003","60000095","4","123582","3"
"1","10011003","60000096","4","123583","3"
"1","10011003","60000097","4","123612","3"
"1","10011004","60000098","4","114011","2"
"1","10011004","60000099","4","114012","2"
"1","10011004","60000100","4","114041","2"
"1","10011004","60000101","4","114072","2"
"1","10011004","60000102","4","114102","2"
"1","10011004","60000103","4","114132","2"
"1","10011004","60000104","4","114162","2"
"1","10011004","60000105","4","114191","2"
"1","10011004","60000106","4","114221","2"
"1","10011004","60000107","4","114222","2"
"1","10011004","60000108","4","114252","2"
"1","10011004","60000109","4","114281","3"
"1","10011004","60000110","4","114282","3"
"1","10011004","60000111","4","114312","3"
"1","10011004","60000112","4","114341","3"
"1","10011004","60000113","4","114371","3"
"1","10011004","60000114","4","114372","3"
"1","10011004","60000115","4","114432","3"
"1","10011004","60000116","4","114461","3"
"1","10011004","60000117","4","114522","3"
"1","10011004","60000118","4","114551","3"
"1","10011004","60000119","4","114581","3"
"1","10011004","60000120","4","114611","2"
"1","10011004","60000121","4","124042","2"
"1","10011004","60000122","4","124071","2"
"1","10011004","60000123","4","124101","2"
"1","10011004","60000124","4","124131","2"
"1","10011004","60000125","4","124161","2"
"1","10011004","60000126","4","124192","2"
"1","10011004","60000127","4","124251","2"
"1","10011004","60000128","4","124311","3"
"1","10011004","60000129","4","124342","3"
"1","10011004","60000130","4","124401","3"
"1","10011004","60000131","4","124431","3"
"1","10011004","60000132","4","124491","3"
"1","10011004","60000133","4","124521","3"
"1","10012098","60000134","2","31012","100"
"1","10012099","60000135","2","31038","100"
"1","62001045","62001045","2","60001","100"
"3","62001046","62001046","2","60002","100"
