5f20b574504a4f13ae04e74182bb7ddc2b5afbb2a176e50a1150034537720994,0eafacadd247e379442cdcca612a76b3833b424e5c93175f69aed76087052c73,c04ec73cf53ab0f5fec339a86412b5eea6cf15d43cc54e288f9d1e63dce9c853,cfa9da8599f0d464b2d0c5b8b274c23f12e94f435c66614a2cc528b1bd4767d5,8fe1e028a4d8d9f39456f91b43c68b016ccda16dcd08fb5729b602bab3e63c90,cfef503b87c28708c4112548b6d8053de70844d896e511bd1e055ee3410de364,83481e81bb58179f4297fa921c18745a6012f5e5c3afdb07f256eb9d0a1ece63,898f9bc643dde4065218e1e2c6320a438261bb7261d4bc4dcce2fde1c0e065d6,f1419fb1ae14a56d38d8043e56b393f9f128847936763a040eda5916689d00f4,d1d8185cd18cdf2afcb7d92ef1de4277c09164c7f1f26a0aecef9851aa2ff736,91b5a2731d1e86588ed088ab1b86104c7d769a403c5d5d0a7b2958052d6cd7c6,16de73c3c5b8aac33ee2e6e87c07b077f00cbd570e3f436ebb3e1f325c46eca3,267c52d8ac785c9a7c3b62beb3fa82ce998f87e56d3f2d763811ea2176bf2f02,3ae8e90293923a702a21182f7b6b5a3b11d507cdc3c91c66ad4c37dd3b89d994,721933e53ec72ef5c9ec1018061a8904f926952fc90e7dd96310bf2af0fffe62,71beafdae7d57938ed167a55fcd04c42604e4fdd5e680e4d734ff1591fd499a7,0ba61077b6fc972f4d3dd85cd708c3007bfcaa51dea0ca3f737fe0603893d48d,c04f704b3c81b1cd218469ee5478ca47975b44da350f837381942cb02fb959dd,be0e33adaf48368b6db0c6dc2583184d09cf23e0f9c8e773b476d8856dd6fb72,53502b6419c6b11fef6aef5371ff430ca6ce0091a771eab9d6a433042090a869,0b8bc699f7cec6b620253c46e2864a4f80c4a82fe7fa3ab801df6577c82b826e,ca12dbbca49f3aa14d0fecca583115fe3f6c0c636bd2c70bbfd3ac34222a0398,9189dfb64ba261a6b2e0f0c816b2cc08e5e38e4f4df2d869ad7165e7d38b96b0,4e31e4f0ebb8bfcf75f65f73272b621cd46eec35a1a6d5720c3efd093c605056,f51b83475e88eb33c3de134eb84d4c0eb84522ca9c186c1be6824a67f8ac9bfc
"0","0","0","25001","0","101001","0","0","15","0","3","0","6","0","0","3","0","20","0","0","0","0","0","60","400000"
"0","0","0","25001","0","101001","0","0","15","0","4","0","8","0","0","3","0","25","0","0","0","0","0","80","500000"
"1","0","0","25001","0","101001","0","0","15","0","5","0","10","0","0","3","0","30","0","0","0","0","10","100","600000"
"1","0","5","32011","0","101101","0","0","18","0","1","0","0","0","0","1","0","50","160","0","0","0","0","0","100000"
"1","0","3","31011","0","101101","0","0","11","0","1","0","0","0","0","2","0","50","80","0","0","0","0","0","100000"
"0","0","0","25001","0","101101","0","0","15","0","1","0","0","0","0","3","0","10","100","0","0","0","0","0","100000"
"0","0","0","25001","0","101101","0","0","15","0","2","0","0","10","0","3","0","15","200","0","0","0","0","0","200000"
"0","0","0","25001","0","101101","0","0","15","0","3","0","0","20","0","3","0","20","300","0","0","0","0","0","400000"
"0","0","0","25001","0","101101","0","0","15","0","4","0","0","30","0","3","0","25","400","0","0","0","0","0","500000"
"1","0","2","25001","0","101101","0","0","15","0","5","0","0","40","0","3","0","30","500","2","0","0","0","0","600000"
"1","0","3","32012","0","101201","0","0","18","0","1","0","0","0","0","1","10","50","0","0","0","0","0","160","100000"
"1","0","2","31012","0","101201","0","0","11","0","1","0","0","0","0","2","5","50","0","0","0","0","0","80","100000"
"0","0","0","25001","0","101201","0","0","15","0","1","0","0","0","0","3","5","10","0","0","0","0","0","100","100000"
"0","0","0","25001","0","101201","0","0","15","0","2","0","0","0","0","3","10","15","0","0","0","0","0","200","200000"
"0","0","0","25001","0","101201","0","0","15","0","3","0","0","0","0","3","15","20","0","0","0","0","0","300","400000"
"0","0","0","25001","0","101201","0","0","15","0","4","0","0","0","0","3","20","25","0","0","0","0","0","400","500000"
"1","0","0","25001","0","101201","0","0","15","0","5","0","0","0","0","3","25","30","0","2","0","0","0","500","600000"
"1","0","3","32013","0","101301","0","0","18","0","1","0","0","0","0","1","10","50","0","0","0","0","0","160","100000"
"1","0","2","31013","0","101301","0","0","11","0","1","0","0","0","0","2","5","50","0","0","0","0","0","80","100000"
"0","0","0","25001","0","101301","0","0","15","0","1","0","0","0","0","3","5","10","0","0","0","0","0","85","100000"
"0","0","0","25001","0","101301","0","0","15","0","2","0","0","0","0","3","10","15","0","0","0","0","0","170","200000"
"0","0","0","25001","0","101301","0","0","15","0","3","0","0","0","0","3","15","20","0","0","0","0","0","255","400000"
"0","0","0","25001","0","101301","0","0","15","0","4","0","0","0","0","3","20","25","0","0","0","0","0","340","500000"
"1","0","5","25001","0","101301","0","0","15","0","5","0","0","0","0","3","25","30","0","2","0","0","0","425","600000"
"1","0","0","32014","0","101401","0","0","18","0","1","0","25","0","0","1","0","50","0","0","0","0","0","240","100000"
"1","0","0","31014","0","101401","0","0","11","0","1","0","0","0","0","2","0","50","0","0","0","25","0","120","100000"
"0","0","0","25001","0","101401","0","0","15","0","1","0","4","0","0","3","0","10","0","0","0","4","0","130","100000"
"0","0","0","25001","0","101401","0","0","15","0","2","0","8","0","0","3","0","15","0","0","0","8","0","260","200000"
"0","0","0","25001","0","101401","0","0","15","0","3","0","12","0","0","3","0","20","0","0","0","12","0","390","400000"
"0","0","0","25001","0","101401","0","0","15","0","4","0","16","0","0","3","0","25","0","0","0","16","0","520","500000"
"1","0","0","25001","0","101401","0","0","15","0","5","0","18","0","0","3","0","30","0","0","0","18","0","650","600000"
"1","0","5","32015","0","101501","0","0","18","0","1","0","0","0","0","1","0","50","0","0","0","0","0","160","100000"
"1","0","3","31015","0","101501","0","0","11","0","1","0","0","0","0","2","0","50","0","0","0","0","0","80","100000"
"0","0","0","25001","0","101501","0","0","15","0","1","0","0","0","0","3","0","10","0","0","0","0","0","100","100000"
"0","0","0","25001","0","101501","0","0","15","0","2","0","0","0","0","3","0","15","0","0","0","0","0","220","200000"
"0","0","0","25001","0","101501","0","0","15","0","3","0","0","0","0","3","0","20","0","0","0","0","0","330","400000"
"0","0","0","25001","0","101501","0","0","15","0","4","0","0","0","0","3","0","25","0","0","0","0","0","440","500000"
"1","0","2","25001","0","101501","0","0","15","0","5","0","0","0","0","3","0","30","0","0","0","0","0","550","600000"
"1","0","5","32016","0","101601","0","0","18","0","1","0","0","0","0","1","0","50","160","0","0","0","0","0","100000"
"1","0","3","31016","0","101601","0","0","11","0","1","0","0","0","0","2","0","50","80","0","0","0","0","0","100000"
"0","0","0","25001","0","101601","0","0","15","0","1","0","0","0","0","3","0","10","100","0","0","0","0","0","100000"
"0","0","0","25001","0","101601","0","0","15","0","2","0","0","0","0","3","0","15","220","0","0","0","0","0","200000"
"0","0","0","25001","0","101601","0","0","15","0","3","0","0","0","0","3","0","20","330","0","0","0","0","0","400000"
"0","0","0","25001","0","101601","0","0","15","0","4","0","0","0","0","3","0","25","440","0","0","0","0","0","500000"
"1","0","2","25001","0","101601","0","0","15","0","5","0","0","0","0","3","0","30","550","0","0","0","0","0","600000"
"1","0","5","32017","0","101701","0","0","18","0","1","0","0","0","0","1","0","50","160","0","0","0","0","0","100000"
"1","0","3","31017","0","101701","0","0","11","0","1","0","0","0","0","2","0","50","80","0","0","0","0","0","100000"
"0","0","0","25001","0","101701","0","0","15","0","1","0","0","0","0","3","0","10","100","0","0","0","0","0","100000"
"0","0","0","25001","0","101701","0","0","15","0","2","0","0","0","0","3","0","15","220","0","0","0","0","0","200000"
"0","0","0","25001","0","101701","0","0","15","0","3","0","0","0","0","3","0","20","330","0","0","0","0","0","400000"
"0","0","0","25001","0","101701","0","0","15","0","4","0","0","0","0","3","0","25","440","0","0","0","0","0","500000"
"1","0","2","25001","0","101701","0","0","15","0","5","0","0","0","0","3","0","30","500","2","0","0","0","0","600000"
"1","0","0","32018","0","101801","0","0","18","0","1","0","5","0","0","1","0","50","0","0","0","5","0","100","100000"
"1","0","0","31018","0","101801","170","0","11","0","1","0","1","0","0","2","0","50","0","0","0","2","0","60","100000"
"0","0","0","25001","0","101801","0","0","15","0","1","0","1","0","0","3","0","10","0","0","0","1","0","20","100000"
"0","0","0","25001","0","101801","0","0","15","0","2","0","2","0","0","3","0","15","0","0","0","2","0","40","200000"
"0","0","0","25001","0","101801","0","0","15","0","3","0","3","0","0","3","0","20","0","0","0","3","0","60","400000"
"0","0","0","25001","0","101801","0","0","15","0","4","0","4","0","0","3","0","25","0","0","0","4","0","80","500000"
"1","0","2","25001","0","101801","0","0","15","0","5","0","6","0","0","3","0","30","0","0","0","7","0","100","600000"
"0","0","0","0","0","101901","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","101901","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","101901","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0"
"1","0","5","32020","0","102001","0","0","18","0","1","0","0","30","0","1","0","50","160","0","0","0","0","0","100000"
"1","0","3","31020","0","102001","0","0","11","0","1","0","0","15","0","2","0","50","120","0","0","0","0","0","100000"
"0","0","0","25001","0","102001","0","0","15","0","1","0","0","0","0","3","0","10","100","0","0","0","0","0","100000"
"0","0","0","25001","0","102001","0","0","15","0","2","0","0","10","0","3","0","15","200","0","0","0","0","0","200000"
"0","0","0","25001","0","102001","0","0","15","0","3","0","0","20","0","3","0","20","300","0","0","0","0","0","400000"
"0","0","0","25001","0","102001","0","0","15","0","4","0","0","30","0","3","0","25","400","0","0","0","0","0","500000"
"1","0","2","25001","0","102001","0","0","15","10","5","0","0","50","0","3","0","30","450","0","0","0","0","0","600000"
"1","0","5","32021","0","102101","0","0","18","0","1","0","0","0","0","1","0","50","95","0","0","0","0","0","100000"
"1","0","5","31021","0","102101","0","0","11","0","1","0","0","0","0","2","0","50","55","0","0","0","0","0","100000"
"0","0","0","25001","0","102101","0","0","15","0","1","0","4","0","0","3","0","10","0","0","0","3","0","0","100000"
"0","0","0","25001","0","102101","0","0","15","0","2","0","8","0","0","3","0","15","10","0","0","6","0","0","200000"
"0","0","0","25001","0","102101","0","0","15","0","3","0","12","0","0","3","0","20","20","0","0","9","0","0","400000"
"0","0","0","25001","0","102101","0","0","15","0","4","0","16","0","0","3","0","25","30","0","0","12","0","0","500000"
"1","0","0","25001","0","102101","0","0","15","15","5","0","20","0","0","3","0","30","40","0","0","15","0","0","600000"
"1","0","3","32022","0","102201","0","0","18","0","1","0","0","0","0","1","10","50","0","0","0","0","0","160","100000"
"1","0","2","31022","0","102201","0","0","11","0","1","0","0","0","0","2","5","50","0","0","0","0","0","80","100000"
"0","0","0","25001","0","102201","0","0","15","0","1","0","0","0","0","3","0","10","0","0","0","0","0","90","100000"
"0","0","0","25001","0","102201","0","0","15","0","2","0","0","0","0","3","5","15","0","0","0","0","0","180","200000"
"0","0","0","25001","0","102201","0","0","15","0","3","0","0","0","0","3","10","20","0","0","0","0","0","270","400000"
"0","0","0","25001","0","102201","0","0","15","0","4","0","0","0","0","3","15","25","0","0","0","0","0","360","500000"
"1","0","5","25001","0","102201","0","0","15","0","5","0","0","0","0","3","20","30","0","0","0","0","0","450","600000"
"1","0","5","32023","0","102301","0","0","18","0","1","0","0","0","0","1","0","50","100","0","0","5","0","0","100000"
"1","0","5","31023","0","102301","0","0","11","0","1","0","5","0","0","2","0","50","0","0","0","0","0","0","100000"
"0","0","0","25001","0","102301","0","0","15","0","1","0","5","0","0","3","0","10","0","0","0","5","0","0","100000"
"0","0","0","25001","0","102301","0","0","15","0","2","0","10","0","0","3","0","15","0","0","0","10","0","0","200000"
"0","0","0","25001","0","102301","0","0","15","0","3","0","15","0","0","3","0","20","0","0","0","15","0","0","400000"
"0","0","0","25001","0","102301","0","0","15","0","4","0","20","0","0","3","0","25","0","0","0","20","0","0","500000"
"1","0","0","25001","0","102301","0","0","15","0","5","0","25","0","0","3","0","30","0","0","0","25","0","0","600000"
"0","0","0","0","0","102401","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","102401","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","102401","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0"
"1","0","3","32025","0","102501","0","0","18","0","1","0","0","0","0","1","10","50","0","0","0","0","0","160","100000"
"1","0","2","31025","0","102501","0","0","11","0","1","0","0","0","0","2","5","50","0","0","0","0","0","80","100000"
"0","0","0","25001","0","102501","0","0","15","0","1","0","0","0","0","3","5","10","0","0","0","0","0","100","100000"
"0","0","0","25001","0","102501","0","0","15","0","2","0","0","0","0","3","10","15","0","0","0","0","0","200","200000"
"0","0","0","25001","0","102501","0","0","15","0","3","0","0","0","0","3","15","20","0","0","0","0","0","300","400000"
"0","0","0","25001","0","102501","0","0","15","0","4","0","0","0","0","3","20","25","0","0","0","0","0","400","500000"
"1","0","0","25001","0","102501","0","0","15","0","5","0","0","0","0","3","25","30","0","2","0","0","0","500","600000"
"1","0","5","32026","0","102601","0","0","18","0","1","0","0","0","0","1","0","50","200","0","0","0","10","0","100000"
"1","0","3","31026","0","102601","0","0","11","0","1","0","0","0","0","2","0","50","100","0","0","0","10","0","100000"
"0","0","0","25001","0","102601","0","0","15","0","1","0","0","0","0","3","0","10","50","0","0","2","0","0","100000"
"0","0","0","25001","0","102601","0","0","15","0","2","0","0","0","0","3","0","15","100","0","0","4","0","0","200000"
"0","0","0","25001","0","102601","0","0","15","0","3","0","0","0","0","3","0","20","150","0","0","6","0","0","400000"
"0","0","0","25001","0","102601","0","0","15","0","4","0","0","0","0","3","0","25","200","0","0","8","0","0","500000"
"1","0","2","25001","0","102601","0","0","15","0","5","0","0","0","0","3","0","30","250","0","0","10","10","0","600000"
"1","0","0","32027","0","102701","0","0","18","0","1","0","0","100","0","1","0","50","200","0","0","0","0","0","100000"
"1","0","3","31027","0","102701","0","0","11","0","1","0","0","0","0","2","0","50","80","0","0","0","0","0","100000"
"0","0","0","25001","0","102701","0","0","15","0","1","0","0","0","0","3","0","10","100","0","0","0","0","0","100000"
"0","0","0","25001","0","102701","0","0","15","0","2","0","0","10","0","3","0","15","200","0","0","0","0","0","200000"
"0","0","0","25001","0","102701","0","0","15","0","3","0","0","20","0","3","0","20","300","0","0","0","0","0","400000"
"0","0","0","25001","0","102701","0","0","15","0","4","0","0","30","0","3","0","25","400","0","0","0","0","0","500000"
"1","0","2","25001","0","102701","0","0","15","0","5","0","0","40","0","3","0","30","500","2","0","0","0","0","600000"
"1","0","5","32028","0","102801","1500","0","18","0","1","0","5","0","0","1","0","50","0","0","0","5","0","0","100000"
"1","0","0","31028","0","102801","1000","0","11","0","1","0","10","0","0","2","0","50","0","0","0","10","0","0","100000"
"0","0","0","25001","0","102801","0","0","15","0","1","0","0","0","0","3","0","10","100","0","0","0","0","0","100000"
"0","0","0","25001","0","102801","0","0","15","0","2","0","0","0","0","3","0","15","200","0","0","0","0","0","200000"
"0","0","0","25001","0","102801","0","0","15","0","3","0","0","0","0","3","0","20","300","0","0","0","0","0","400000"
"0","0","0","25001","0","102801","0","0","15","0","4","0","0","0","0","3","0","25","400","0","0","0","0","0","500000"
"1","0","5","25001","0","102801","0","0","15","0","5","0","0","0","0","3","0","30","500","2","0","0","0","0","600000"
"1","0","0","32029","0","102901","1500","0","18","0","1","0","7","0","0","1","0","50","0","0","0","7","0","0","100000"
"1","0","0","31029","0","102901","1000","0","11","0","1","0","10","0","0","2","0","50","0","0","0","10","0","0","100000"
"0","0","0","25001","0","102901","0","0","15","0","1","0","4","0","0","3","0","10","0","0","0","4","0","0","100000"
"0","0","0","25001","0","102901","0","0","15","0","2","0","8","0","0","3","0","15","0","0","0","8","0","0","200000"
"0","0","0","25001","0","102901","0","0","15","0","3","0","12","0","0","3","0","20","0","0","0","12","0","0","400000"
"0","0","0","25001","0","102901","0","0","15","0","4","0","16","0","0","3","0","25","0","0","0","16","0","0","500000"
"1","0","5","25001","0","102901","0","0","15","20","5","0","20","0","0","3","0","30","0","0","0","20","0","0","600000"
"1","0","5","32030","0","103001","0","0","18","0","1","0","0","30","0","1","0","50","160","0","0","0","0","0","100000"
"1","0","3","31030","0","103001","0","0","11","0","1","0","0","15","0","2","0","50","120","0","0","0","0","0","100000"
"0","0","0","25001","0","103001","0","0","15","0","1","0","0","0","0","3","0","10","100","0","0","0","0","0","100000"
"0","0","0","25001","0","103001","0","0","15","0","2","0","0","10","0","3","0","15","200","0","0","0","0","0","200000"
"0","0","0","25001","0","103001","0","0","15","0","3","0","0","20","0","3","0","20","300","0","0","0","0","0","400000"
"0","0","0","25001","0","103001","0","0","15","0","4","0","0","30","0","3","0","25","400","0","0","0","0","0","500000"
"1","0","2","25001","0","103001","0","0","15","15","5","0","0","40","0","3","0","30","450","0","0","0","0","0","600000"
"1","0","5","32031","0","103101","1500","0","18","0","1","0","5","0","0","1","0","50","0","0","0","5","0","0","100000"
"1","0","0","31031","0","103101","1000","0","11","0","1","0","10","0","0","2","0","50","0","0","0","10","0","0","100000"
"0","0","0","25001","0","103101","0","0","15","0","1","0","0","0","0","3","0","10","100","0","0","0","0","0","100000"
"0","0","0","25001","0","103101","0","0","15","0","2","0","0","0","0","3","0","15","200","0","0","0","0","0","200000"
"0","0","0","25001","0","103101","0","0","15","0","3","0","0","0","0","3","0","20","300","0","0","0","0","0","400000"
"0","0","0","25001","0","103101","0","0","15","0","4","0","0","0","0","3","0","25","400","0","0","0","0","0","500000"
"1","0","5","25001","0","103101","0","0","15","0","5","0","0","0","0","3","0","30","500","2","0","0","0","0","600000"
"1","0","0","32032","0","103201","0","0","18","0","1","0","15","0","0","1","0","50","160","0","0","15","0","0","100000"
"1","0","3","31032","0","103201","0","0","11","0","1","0","10","0","0","2","0","50","80","0","0","10","0","0","100000"
"0","0","0","25001","0","103201","0","0","15","0","1","0","0","0","0","3","0","10","110","0","0","0","0","0","100000"
"0","0","0","25001","0","103201","0","0","15","0","2","0","0","0","0","3","0","15","220","0","0","0","0","0","200000"
"0","0","0","25001","0","103201","0","0","15","0","3","0","0","0","0","3","0","20","330","0","0","0","0","0","400000"
