2a0d37b889678a35794f1f5b44f29e325009cba948ff570b2d9ba7fc1149591b,4d89d63a771e7e7dbc3d203706389ed7ab67c3185d3ccc6a30d9b44cc3698204,c36a3bdbb4f33f39049fe6b9347eabdbf084650e5c842ddeb853ec6cf282b36d,d375141ad8cb2700adf5d876e9ad1fb96ac88a14a4d7ccf41546405ebb11752b,35fa6eb42ea4242d45b14c0f15bd34455839f73c77364d627391db6fbf248be6,fa2233b500bfb2b07420a678bed1f13408ebb2d77104c6b044421f3700c46c7e,e4c33bd049a9ab5eb114a306948fbe897e842ce748ea61d7b73e12a994b7b640,f9d67f3617b65e27848a32059d8c9b1c252aa6a28b5b4a81c19f164515d76175,24f81bdf33ccc2b824cd7c668b7a2acdf1843a7ab94da899ab239f461c4d9f0e,3e9d3c43858a921cac9307acb0d7a8234cd6d53d9f417687487f0e90d017b82a,309f532d767429eeaff315d62508e88cad3d31485544b9dc9cc7632ae6263b91,bd218498631f90214f55deda104411b48ecde9c087f62e124263967532c0688c,c386e90a75a6aef78dfc72df9d9e8c6f65b60fa5e267636fb514183e64500ce3,93d8e071a7fdf4afe4cf296dd9de93f18bf6fe3b3724b31cfa1bab475fd44d9a,b20343501953ccea946646287388f4ff8b6d3865e5052290050840b6f324a7cd,c94c1cb6b0dbc841f13ffaef1a51f35cd37e2317eba41085543931e5a95857fc,db60e2884bfdaf68379b051c4ab9ac581976d54409c3a287fed35bbaaf1ede34,fb07c7c8fcc2c33153347d4463097ede9831f1bf9a0c3864f99c7e0f37d58c6b
"0","0","0","0","1","500","0","8","0","33","0","91002","0","0","0","0","10008","0"
"0","0","0","0","2","400","0","8","0","34","0","91002","0","0","0","0","10008","0"
"0","0","0","0","3","300","0","8","0","35","0","91002","0","0","0","0","10008","0"
"0","0","0","0","4","250","0","8","0","36","0","91002","0","0","0","0","10008","0"
"0","0","0","0","1","500","0","8","0","37","0","91002","0","0","0","0","10009","0"
"0","0","0","0","2","400","0","8","0","38","0","91002","0","0","0","0","10009","0"
"0","0","0","0","3","300","0","8","0","39","0","91002","0","0","0","0","10009","0"
"0","0","0","0","4","250","0","8","0","40","0","91002","0","0","0","0","10009","0"
"0","0","0","0","1","500","0","8","0","41","0","91002","0","0","0","0","10010","0"
"0","0","0","0","2","400","0","8","0","42","0","91002","0","0","0","0","10010","0"
"0","0","0","0","3","300","0","8","0","43","0","91002","0","0","0","0","10010","0"
"0","0","0","0","4","250","0","8","0","44","0","91002","0","0","0","0","10010","0"
"0","0","0","0","1","500","0","8","0","45","0","91002","0","0","0","0","10011","0"
"0","0","0","0","2","400","0","8","0","46","0","91002","0","0","0","0","10011","0"
"0","0","0","0","3","300","0","8","0","47","0","91002","0","0","0","0","10011","0"
"0","0","0","0","4","250","0","8","0","48","0","91002","0","0","0","0","10011","0"
"0","0","0","0","1","500","0","8","0","49","0","91002","0","0","0","0","10012","0"
"0","0","0","0","2","400","0","8","0","50","0","91002","0","0","0","0","10012","0"
"0","0","0","0","3","300","0","8","0","51","0","91002","0","0","0","0","10012","0"
"0","0","0","0","4","250","0","8","0","52","0","91002","0","0","0","0","10012","0"
