c9be54e1e7e3333f7618f54c382f7ae5f1c19f3173c1dc830234efc73406a48f,178e0f5e73c47fa9303d81542c09dcb657b31cff7613e853c273782f048adb5b,e65f9a55a7c07860b772f260cfb1da89b929c71de23b387efcbf9a8164881a86,9c57b8b7991ec79f09c4f87717189e1c59e80c165d3b91676291a77812d0efa3,61c03892a5f27e7a6e8231f26d91b9cad4098e1a27f71cc6fed8b3000dfde4e5,61143e2d91cdd70fd985ac9e099c992a753ed9003cd25c4cede18fd933e579a7,764ea8909d17d5ac030123170478ad2e1bbf190d1ffe32326fc94e7208232bab,3020e1e7fbf1dc0ab26099efe966ae6cd0127b8b69e9a9a8bb171db8aa77ea0f,792e8eff105fe80b1f9db88d98ba4feba47e8476b042a9f903dd89b7cbf4d59c
"4101","1004","0","累積獲得39個★","100413","39","13","100400013","39"
"4101","1004","0","累積獲得42個★","100414","42","14","100400014","42"
"4101","1004","1","累積獲得45個★","100415","45","15","100400015","45"
"4101","1004","0","累積獲得48個★","100416","48","16","100400016","48"
"4101","1004","1","累積獲得51個★","100417","51","17","100400017","51"
"4101","1004","0","累積獲得54個★","100418","54","18","100400018","54"
"4101","1005","0","累積獲得3個★","100501","3","1","100500001","3"
"4101","1005","0","累積獲得6個★","100502","6","2","100500002","6"
"4101","1005","1","累積獲得9個★","100503","9","3","100500003","9"
"4101","1005","0","累積獲得12個★","100504","12","4","100500004","12"
"4101","1005","0","累積獲得15個★","100505","15","5","100500005","15"
"4101","1005","0","累積獲得18個★","100506","18","6","100500006","18"
"4101","1005","1","累積獲得21個★","100507","21","7","100500007","21"
"4101","1005","0","累積獲得24個★","100508","24","8","100500008","24"
"4101","1005","1","累積獲得27個★","100509","27","9","100500009","27"
"4101","1005","0","累積獲得30個★","100510","30","10","100500010","30"
"4101","1005","0","累積獲得33個★","100511","33","11","100500011","33"
"4101","1005","1","累積獲得36個★","100512","36","12","100500012","36"
"4101","1005","0","累積獲得39個★","100513","39","13","100500013","39"
"4101","1005","0","累積獲得42個★","100514","42","14","100500014","42"
"4101","1005","1","累積獲得45個★","100515","45","15","100500015","45"
"4101","1005","0","累積獲得48個★","100516","48","16","100500016","48"
"4101","1005","1","累積獲得51個★","100517","51","17","100500017","51"
"4101","1005","0","累積獲得54個★","100518","54","18","100500018","54"
"4101","1006","0","累積獲得3個★","100601","3","1","100600001","3"
"4101","1006","0","累積獲得6個★","100602","6","2","100600002","6"
"4101","1006","1","累積獲得9個★","100603","9","3","100600003","9"
"4101","1006","0","累積獲得12個★","100604","12","4","100600004","12"
"4101","1006","0","累積獲得15個★","100605","15","5","100600005","15"
"4101","1006","0","累積獲得18個★","100606","18","6","100600006","18"
"4101","1006","1","累積獲得21個★","100607","21","7","100600007","21"
"4101","1006","0","累積獲得24個★","100608","24","8","100600008","24"
"4101","1006","1","累積獲得27個★","100609","27","9","100600009","27"
"4101","1006","0","累積獲得30個★","100610","30","10","100600010","30"
"4101","1006","0","累積獲得33個★","100611","33","11","100600011","33"
"4101","1006","1","累積獲得36個★","100612","36","12","100600012","36"
"4101","1006","0","累積獲得39個★","100613","39","13","100600013","39"
"4101","1006","0","累積獲得42個★","100614","42","14","100600014","42"
"4101","1006","1","累積獲得45個★","100615","45","15","100600015","45"
"4101","1006","0","累積獲得48個★","100616","48","16","100600016","48"
"4101","1006","1","累積獲得51個★","100617","51","17","100600017","51"
"4101","1006","0","累積獲得54個★","100618","54","18","100600018","54"
"4101","1007","0","累積獲得3個★","100701","3","1","100700001","3"
"4101","1007","0","累積獲得6個★","100702","6","2","100700002","6"
"4101","1007","1","累積獲得9個★","100703","9","3","100700003","9"
"4101","1007","0","累積獲得12個★","100704","12","4","100700004","12"
"4101","1007","0","累積獲得15個★","100705","15","5","100700005","15"
"4101","1007","0","累積獲得18個★","100706","18","6","100700006","18"
"4101","1007","1","累積獲得21個★","100707","21","7","100700007","21"
"4101","1007","0","累積獲得24個★","100708","24","8","100700008","24"
"4101","1007","1","累積獲得27個★","100709","27","9","100700009","27"
"4101","1007","0","累積獲得30個★","100710","30","10","100700010","30"
"4101","1007","0","累積獲得33個★","100711","33","11","100700011","33"
"4101","1007","1","累積獲得36個★","100712","36","12","100700012","36"
"4101","1007","0","累積獲得39個★","100713","39","13","100700013","39"
"4101","1007","0","累積獲得42個★","100714","42","14","100700014","42"
"4101","1007","1","累積獲得45個★","100715","45","15","100700015","45"
"4101","1007","0","累積獲得48個★","100716","48","16","100700016","48"
"4101","1007","1","累積獲得51個★","100717","51","17","100700017","51"
"4101","1007","0","累積獲得54個★","100718","54","18","100700018","54"
"4101","1008","0","累積獲得3個★","100801","3","1","100800001","3"
"4101","1008","0","累積獲得6個★","100802","6","2","100800002","6"
"4101","1008","1","累積獲得9個★","100803","9","3","100800003","9"
"4101","1008","0","累積獲得12個★","100804","12","4","100800004","12"
"4101","1008","0","累積獲得15個★","100805","15","5","100800005","15"
"4101","1008","0","累積獲得18個★","100806","18","6","100800006","18"
"4101","1008","1","累積獲得21個★","100807","21","7","100800007","21"
"4101","1008","0","累積獲得24個★","100808","24","8","100800008","24"
"4101","1008","1","累積獲得27個★","100809","27","9","100800009","27"
"4101","1008","0","累積獲得30個★","100810","30","10","100800010","30"
"4101","1008","0","累積獲得33個★","100811","33","11","100800011","33"
"4101","1008","1","累積獲得36個★","100812","36","12","100800012","36"
"4101","1008","0","累積獲得39個★","100813","39","13","100800013","39"
"4101","1008","0","累積獲得42個★","100814","42","14","100800014","42"
"4101","1008","1","累積獲得45個★","100815","45","15","100800015","45"
"4101","1008","0","累積獲得48個★","100816","48","16","100800016","48"
"4101","1008","1","累積獲得51個★","100817","51","17","100800017","51"
"4101","1008","0","累積獲得54個★","100818","54","18","100800018","54"
"4101","1009","0","累積獲得3個★","100901","3","1","100900001","3"
"4101","1009","0","累積獲得6個★","100902","6","2","100900002","6"
"4101","1009","1","累積獲得9個★","100903","9","3","100900003","9"
"4101","1009","0","累積獲得12個★","100904","12","4","100900004","12"
"4101","1009","0","累積獲得15個★","100905","15","5","100900005","15"
"4101","1009","0","累積獲得18個★","100906","18","6","100900006","18"
"4101","1009","1","累積獲得21個★","100907","21","7","100900007","21"
"4101","1009","0","累積獲得24個★","100908","24","8","100900008","24"
"4101","1009","1","累積獲得27個★","100909","27","9","100900009","27"
"4101","1009","0","累積獲得30個★","100910","30","10","100900010","30"
"4101","1009","0","累積獲得33個★","100911","33","11","100900011","33"
"4101","1009","1","累積獲得36個★","100912","36","12","100900012","36"
"4101","1009","0","累積獲得39個★","100913","39","13","100900013","39"
"4101","1009","0","累積獲得42個★","100914","42","14","100900014","42"
"4101","1009","1","累積獲得45個★","100915","45","15","100900015","45"
"4101","1009","0","累積獲得48個★","100916","48","16","100900016","48"
"4101","1009","1","累積獲得51個★","100917","51","17","100900017","51"
"4101","1009","0","累積獲得54個★","100918","54","18","100900018","54"
"4101","1010","0","累積獲得3個★","101001","3","1","101000001","3"
"4101","1010","0","累積獲得6個★","101002","6","2","101000002","6"
"4101","1010","1","累積獲得9個★","101003","9","3","101000003","9"
"4101","1010","0","累積獲得12個★","101004","12","4","101000004","12"
"4101","1010","0","累積獲得15個★","101005","15","5","101000005","15"
"4101","1010","0","累積獲得18個★","101006","18","6","101000006","18"
"4101","1010","1","累積獲得21個★","101007","21","7","101000007","21"
"4101","1010","0","累積獲得24個★","101008","24","8","101000008","24"
"4101","1010","1","累積獲得27個★","101009","27","9","101000009","27"
"4101","1010","0","累積獲得30個★","101010","30","10","101000010","30"
"4101","1010","0","累積獲得33個★","101011","33","11","101000011","33"
"4101","1010","1","累積獲得36個★","101012","36","12","101000012","36"
"4101","1010","0","累積獲得39個★","101013","39","13","101000013","39"
"4101","1010","0","累積獲得42個★","101014","42","14","101000014","42"
"4101","1010","1","累積獲得45個★","101015","45","15","101000015","45"
"4101","1010","0","累積獲得48個★","101016","48","16","101000016","48"
"4101","1010","1","累積獲得51個★","101017","51","17","101000017","51"
"4101","1010","0","累積獲得54個★","101018","54","18","101000018","54"
"4101","1011","0","累積獲得3個★","101101","3","1","101100001","3"
"4101","1011","0","累積獲得6個★","101102","6","2","101100002","6"
"4101","1011","1","累積獲得9個★","101103","9","3","101100003","9"
"4101","1011","0","累積獲得12個★","101104","12","4","101100004","12"
"4101","1011","0","累積獲得15個★","101105","15","5","101100005","15"
"4101","1011","0","累積獲得18個★","101106","18","6","101100006","18"
"4101","1011","1","累積獲得21個★","101107","21","7","101100007","21"
"4101","1011","0","累積獲得24個★","101108","24","8","101100008","24"
"4101","1011","1","累積獲得27個★","101109","27","9","101100009","27"
"4101","1011","0","累積獲得30個★","101110","30","10","101100010","30"
"4101","1011","0","累積獲得33個★","101111","33","11","101100011","33"
"4101","1011","1","累積獲得36個★","101112","36","12","101100012","36"
"4101","1011","0","累積獲得39個★","101113","39","13","101100013","39"
"4101","1011","0","累積獲得42個★","101114","42","14","101100014","42"
"4101","1011","1","累積獲得45個★","101115","45","15","101100015","45"
"4101","1011","0","累積獲得48個★","101116","48","16","101100016","48"
"4101","1011","1","累積獲得51個★","101117","51","17","101100017","51"
"4101","1011","0","累積獲得54個★","101118","54","18","101100018","54"
"4101","1012","0","累積獲得3個★","101201","3","1","101200001","3"
"4101","1012","0","累積獲得6個★","101202","6","2","101200002","6"
"4101","1012","1","累積獲得9個★","101203","9","3","101200003","9"
"4101","1012","0","累積獲得12個★","101204","12","4","101200004","12"
"4101","1012","0","累積獲得15個★","101205","15","5","101200005","15"
"4101","1012","0","累積獲得18個★","101206","18","6","101200006","18"
"4101","1012","1","累積獲得21個★","101207","21","7","101200007","21"
"4101","1012","0","累積獲得24個★","101208","24","8","101200008","24"
"4101","1012","1","累積獲得27個★","101209","27","9","101200009","27"
"4101","1012","0","累積獲得30個★","101210","30","10","101200010","30"
"4101","1012","0","累積獲得33個★","101211","33","11","101200011","33"
"4101","1012","1","累積獲得36個★","101212","36","12","101200012","36"
"4101","1012","0","累積獲得39個★","101213","39","13","101200013","39"
"4101","1012","0","累積獲得42個★","101214","42","14","101200014","42"
"4101","1012","1","累積獲得45個★","101215","45","15","101200015","45"
"4101","1012","0","累積獲得48個★","101216","48","16","101200016","48"
"4101","1012","1","累積獲得51個★","101217","51","17","101200017","51"
"4101","1012","0","累積獲得54個★","101218","54","18","101200018","54"
"4101","1013","0","累積獲得3個★","101301","3","1","101300001","3"
"4101","1013","0","累積獲得6個★","101302","6","2","101300002","6"
"4101","1013","1","累積獲得9個★","101303","9","3","101300003","9"
"4101","1013","0","累積獲得12個★","101304","12","4","101300004","12"
"4101","1013","0","累積獲得15個★","101305","15","5","101300005","15"
"4101","1013","0","累積獲得18個★","101306","18","6","101300006","18"
"4101","1013","1","累積獲得21個★","101307","21","7","101300007","21"
"4101","1013","0","累積獲得24個★","101308","24","8","101300008","24"
"4101","1013","1","累積獲得27個★","101309","27","9","101300009","27"
"4101","1013","0","累積獲得30個★","101310","30","10","101300010","30"
"4101","1013","0","累積獲得33個★","101311","33","11","101300011","33"
"4101","1013","1","累積獲得36個★","101312","36","12","101300012","36"
"4101","1013","0","累積獲得39個★","101313","39","13","101300013","39"
"4101","1013","0","累積獲得42個★","101314","42","14","101300014","42"
"4101","1013","1","累積獲得45個★","101315","45","15","101300015","45"
"4101","1013","0","累積獲得48個★","101316","48","16","101300016","48"
"4101","1013","1","累積獲得51個★","101317","51","17","101300017","51"
"4101","1013","0","累積獲得54個★","101318","54","18","101300018","54"
"4101","1014","0","累積獲得3個★","101401","3","1","101400001","3"
"4101","1014","0","累積獲得6個★","101402","6","2","101400002","6"
"4101","1014","1","累積獲得9個★","101403","9","3","101400003","9"
"4101","1014","0","累積獲得12個★","101404","12","4","101400004","12"
"4101","1014","0","累積獲得15個★","101405","15","5","101400005","15"
"4101","1014","0","累積獲得18個★","101406","18","6","101400006","18"
"4101","1014","1","累積獲得21個★","101407","21","7","101400007","21"
"4101","1014","0","累積獲得24個★","101408","24","8","101400008","24"
"4101","1014","1","累積獲得27個★","101409","27","9","101400009","27"
"4101","1014","0","累積獲得30個★","101410","30","10","101400010","30"
"4101","1014","0","累積獲得33個★","101411","33","11","101400011","33"
"4101","1014","1","累積獲得36個★","101412","36","12","101400012","36"
"4101","1014","0","累積獲得39個★","101413","39","13","101400013","39"
"4101","1014","0","累積獲得42個★","101414","42","14","101400014","42"
"4101","1014","1","累積獲得45個★","101415","45","15","101400015","45"
"4101","1014","0","累積獲得48個★","101416","48","16","101400016","48"
"4101","1014","1","累積獲得51個★","101417","51","17","101400017","51"
"4101","1014","0","累積獲得54個★","101418","54","18","101400018","54"
"4101","1015","0","累積獲得3個★","101501","3","1","101500001","3"
"4101","1015","0","累積獲得6個★","101502","6","2","101500002","6"
"4101","1015","1","累積獲得9個★","101503","9","3","101500003","9"
"4101","1015","0","累積獲得12個★","101504","12","4","101500004","12"
"4101","1015","0","累積獲得15個★","101505","15","5","101500005","15"
"4101","1015","0","累積獲得18個★","101506","18","6","101500006","18"
"4101","1015","1","累積獲得21個★","101507","21","7","101500007","21"
"4101","1015","0","累積獲得24個★","101508","24","8","101500008","24"
"4101","1015","1","累積獲得27個★","101509","27","9","101500009","27"
"4101","1015","0","累積獲得30個★","101510","30","10","101500010","30"
"4101","1015","0","累積獲得33個★","101511","33","11","101500011","33"
"4101","1015","1","累積獲得36個★","101512","36","12","101500012","36"
"4101","1015","0","累積獲得39個★","101513","39","13","101500013","39"
"4101","1015","0","累積獲得42個★","101514","42","14","101500014","42"
"4101","1015","1","累積獲得45個★","101515","45","15","101500015","45"
"4101","1015","0","累積獲得48個★","101516","48","16","101500016","48"
"4101","1015","1","累積獲得51個★","101517","51","17","101500017","51"
"4101","1015","0","累積獲得54個★","101518","54","18","101500018","54"
"4101","1016","0","累積獲得3個★","101601","3","1","101600001","3"
"4101","1016","0","累積獲得6個★","101602","6","2","101600002","6"
"4101","1016","1","累積獲得9個★","101603","9","3","101600003","9"
"4101","1016","0","累積獲得12個★","101604","12","4","101600004","12"
"4101","1016","0","累積獲得15個★","101605","15","5","101600005","15"
"4101","1016","0","累積獲得18個★","101606","18","6","101600006","18"
"4101","1016","1","累積獲得21個★","101607","21","7","101600007","21"
"4101","1016","0","累積獲得24個★","101608","24","8","101600008","24"
"4101","1016","1","累積獲得27個★","101609","27","9","101600009","27"
"4101","1016","0","累積獲得30個★","101610","30","10","101600010","30"
"4101","1016","0","累積獲得33個★","101611","33","11","101600011","33"
"4101","1016","1","累積獲得36個★","101612","36","12","101600012","36"
"4101","1016","0","累積獲得39個★","101613","39","13","101600013","39"
"4101","1016","0","累積獲得42個★","101614","42","14","101600014","42"
"4101","1016","1","累積獲得45個★","101615","45","15","101600015","45"
"4101","1016","0","累積獲得48個★","101616","48","16","101600016","48"
"4101","1016","1","累積獲得51個★","101617","51","17","101600017","51"
"4101","1016","0","累積獲得54個★","101618","54","18","101600018","54"
