3cd016456b460bf4e03acdfc4f02675bb92cee30afce75eaabed2ed6daaeac22,a7056cd85c2a17d7030ae74fbf232115ee643b2d83786d2a8834949900051962,342eb5a58419e95486fac5983b3bfabf8363731d5549b1e56ec615b889327963,922a8c416ae5de1059c38c4f37b5cf91b2e634c3cc801deefb9454d11b9569e0,74dcac37523e918c2d60119e2843889be97bd427e259206221aac938dcd94b18
"22002","2","2","71004019","10004040"
"91002","60","8","71004020","10004041"
"22002","2","2","71004020","10004042"
"94002","50000","12","71004021","10004043"
"94002","100000","12","71004022","10004044"
"94002","150000","12","71004023","10004045"
"94002","200000","12","71004024","10004046"
"91002","50","8","71004025","10004047"
"31076","1","2","71004026","10004048"
"31076","1","2","71004027","10004049"
"31076","2","2","71004028","10004050"
"31076","2","2","71004029","10004051"
"31076","4","2","71004030","10004052"
"31076","10","2","71004031","10004053"
"60042","5","2","61005001","10005001"
"60042","5","2","61005002","10005002"
"91002","30","8","71005001","10005003"
"22002","1","2","71005001","10005004"
"91002","30","8","71005002","10005005"
"22002","1","2","71005002","10005006"
"91002","30","8","71005003","10005007"
"22002","1","2","71005003","10005008"
"91002","30","8","71005004","10005009"
"22002","1","2","71005004","10005010"
"91002","30","8","71005005","10005011"
"22002","1","2","71005005","10005012"
"91002","30","8","71005006","10005013"
"22002","1","2","71005006","10005014"
"91002","30","8","71005007","10005015"
"22002","1","2","71005007","10005016"
"91002","30","8","71005008","10005017"
"22002","1","2","71005008","10005018"
"91002","30","8","71005009","10005019"
"22002","1","2","71005009","10005020"
"91002","30","8","71005010","10005021"
"22002","1","2","71005010","10005022"
"91002","30","8","71005011","10005023"
"22002","1","2","71005011","10005024"
"91002","30","8","71005012","10005025"
"22002","1","2","71005012","10005026"
"91002","30","8","71005013","10005027"
"22002","1","2","71005013","10005028"
"91002","30","8","71005014","10005029"
"22002","1","2","71005014","10005030"
"91002","30","8","71005015","10005031"
"22002","1","2","71005015","10005032"
"91002","60","8","71005016","10005033"
"22002","2","2","71005016","10005034"
"91002","60","8","71005017","10005035"
"22002","2","2","71005017","10005036"
"91002","60","8","71005018","10005037"
"22002","2","2","71005018","10005038"
"91002","60","8","71005019","10005039"
"22002","2","2","71005019","10005040"
"91002","60","8","71005020","10005041"
"22002","2","2","71005020","10005042"
"94002","50000","12","71005021","10005043"
"94002","100000","12","71005022","10005044"
"94002","150000","12","71005023","10005045"
"94002","200000","12","71005024","10005046"
"91002","50","8","71005025","10005047"
"31080","1","2","71005026","10005048"
"31080","1","2","71005027","10005049"
"31080","2","2","71005028","10005050"
"31080","2","2","71005029","10005051"
"31080","4","2","71005030","10005052"
"31080","10","2","71005031","10005053"
"60052","5","2","61006001","10006001"
"60052","5","2","61006002","10006002"
"91002","30","8","71006001","10006003"
"22002","1","2","71006001","10006004"
"91002","30","8","71006002","10006005"
"22002","1","2","71006002","10006006"
"91002","30","8","71006003","10006007"
"22002","1","2","71006003","10006008"
"91002","30","8","71006004","10006009"
"22002","1","2","71006004","10006010"
"91002","30","8","71006005","10006011"
"22002","1","2","71006005","10006012"
"91002","30","8","71006006","10006013"
"22002","1","2","71006006","10006014"
"91002","30","8","71006007","10006015"
"22002","1","2","71006007","10006016"
"91002","30","8","71006008","10006017"
"22002","1","2","71006008","10006018"
"91002","30","8","71006009","10006019"
"22002","1","2","71006009","10006020"
"91002","30","8","71006010","10006021"
"22002","1","2","71006010","10006022"
"91002","30","8","71006011","10006023"
"22002","1","2","71006011","10006024"
"91002","30","8","71006012","10006025"
"22002","1","2","71006012","10006026"
"91002","30","8","71006013","10006027"
"22002","1","2","71006013","10006028"
"91002","30","8","71006014","10006029"
"22002","1","2","71006014","10006030"
"91002","30","8","71006015","10006031"
"22002","1","2","71006015","10006032"
"91002","60","8","71006016","10006033"
"22002","2","2","71006016","10006034"
"91002","60","8","71006017","10006035"
"22002","2","2","71006017","10006036"
"91002","60","8","71006018","10006037"
"22002","2","2","71006018","10006038"
"91002","60","8","71006019","10006039"
"22002","2","2","71006019","10006040"
"91002","60","8","71006020","10006041"
"22002","2","2","71006020","10006042"
"94002","50000","12","71006021","10006043"
"94002","100000","12","71006022","10006044"
"94002","150000","12","71006023","10006045"
"94002","200000","12","71006024","10006046"
"91002","50","8","71006025","10006047"
"31047","1","2","71006026","10006048"
"31047","1","2","71006027","10006049"
"31047","2","2","71006028","10006050"
"31047","2","2","71006029","10006051"
"31047","4","2","71006030","10006052"
"31047","10","2","71006031","10006053"
"60062","5","2","61007001","10007001"
"60062","5","2","61007002","10007002"
"91002","30","8","71007001","10007003"
"22002","1","2","71007001","10007004"
"91002","30","8","71007002","10007005"
"22002","1","2","71007002","10007006"
"91002","30","8","71007003","10007007"
"22002","1","2","71007003","10007008"
"91002","30","8","71007004","10007009"
"22002","1","2","71007004","10007010"
"91002","30","8","71007005","10007011"
"22002","1","2","71007005","10007012"
"91002","30","8","71007006","10007013"
"22002","1","2","71007006","10007014"
"91002","30","8","71007007","10007015"
"22002","1","2","71007007","10007016"
"91002","30","8","71007008","10007017"
"22002","1","2","71007008","10007018"
"91002","30","8","71007009","10007019"
"22002","1","2","71007009","10007020"
"91002","30","8","71007010","10007021"
"22002","1","2","71007010","10007022"
"91002","30","8","71007011","10007023"
"22002","1","2","71007011","10007024"
"91002","30","8","71007012","10007025"
"22002","1","2","71007012","10007026"
"91002","30","8","71007013","10007027"
"22002","1","2","71007013","10007028"
"91002","30","8","71007014","10007029"
"22002","1","2","71007014","10007030"
"91002","30","8","71007015","10007031"
"22002","1","2","71007015","10007032"
"91002","60","8","71007016","10007033"
"22002","2","2","71007016","10007034"
"91002","60","8","71007017","10007035"
"22002","2","2","71007017","10007036"
"91002","60","8","71007018","10007037"
"22002","2","2","71007018","10007038"
"91002","60","8","71007019","10007039"
"22002","2","2","71007019","10007040"
"91002","60","8","71007020","10007041"
"22002","2","2","71007020","10007042"
"94002","50000","12","71007021","10007043"
"94002","100000","12","71007022","10007044"
"94002","150000","12","71007023","10007045"
"94002","200000","12","71007024","10007046"
"91002","50","8","71007025","10007047"
"31082","1","2","71007026","10007048"
"31082","1","2","71007027","10007049"
"31082","2","2","71007028","10007050"
"31082","2","2","71007029","10007051"
"31082","4","2","71007030","10007052"
"108201","1","1","71007031","10007053"
"31082","10","2","71007032","10007054"
"60072","5","2","61008001","10008001"
"60072","5","2","61008002","10008002"
"91002","30","8","71008001","10008003"
"22002","1","2","71008001","10008004"
"91002","30","8","71008002","10008005"
"22002","1","2","71008002","10008006"
"91002","30","8","71008003","10008007"
"22002","1","2","71008003","10008008"
"91002","30","8","71008004","10008009"
"22002","1","2","71008004","10008010"
"91002","30","8","71008005","10008011"
"22002","1","2","71008005","10008012"
"91002","30","8","71008006","10008013"
"22002","1","2","71008006","10008014"
"91002","30","8","71008007","10008015"
"22002","1","2","71008007","10008016"
"91002","30","8","71008008","10008017"
"22002","1","2","71008008","10008018"
"91002","30","8","71008009","10008019"
"22002","1","2","71008009","10008020"
"91002","30","8","71008010","10008021"
"22002","1","2","71008010","10008022"
"91002","30","8","71008011","10008023"
"22002","1","2","71008011","10008024"
"91002","30","8","71008012","10008025"
"22002","1","2","71008012","10008026"
"91002","30","8","71008013","10008027"
"22002","1","2","71008013","10008028"
"91002","30","8","71008014","10008029"
"22002","1","2","71008014","10008030"
"91002","30","8","71008015","10008031"
"22002","1","2","71008015","10008032"
"91002","60","8","71008016","10008033"
"22002","2","2","71008016","10008034"
"91002","60","8","71008017","10008035"
"22002","2","2","71008017","10008036"
"91002","60","8","71008018","10008037"
"22002","2","2","71008018","10008038"
"91002","60","8","71008019","10008039"
"22002","2","2","71008019","10008040"
"91002","60","8","71008020","10008041"
"22002","2","2","71008020","10008042"
"94002","50000","12","71008021","10008043"
"94002","100000","12","71008022","10008044"
"94002","150000","12","71008023","10008045"
"94002","200000","12","71008024","10008046"
"91002","50","8","71008025","10008047"
"31009","1","2","71008026","10008048"
"31009","1","2","71008027","10008049"
"31009","2","2","71008028","10008050"
"31009","2","2","71008029","10008051"
"31009","4","2","71008030","10008052"
"31009","10","2","71008031","10008053"
"60082","5","2","61009001","10009001"
"60082","5","2","61009002","10009002"
"91002","30","8","71009001","10009003"
"22002","1","2","71009001","10009004"
"91002","30","8","71009002","10009005"
"22002","1","2","71009002","10009006"
"91002","30","8","71009003","10009007"
"22002","1","2","71009003","10009008"
"91002","30","8","71009004","10009009"
"22002","1","2","71009004","10009010"
"91002","30","8","71009005","10009011"
"22002","1","2","71009005","10009012"
"91002","30","8","71009006","10009013"
"22002","1","2","71009006","10009014"
"91002","30","8","71009007","10009015"
"22002","1","2","71009007","10009016"
"91002","30","8","71009008","10009017"
"22002","1","2","71009008","10009018"
"91002","30","8","71009009","10009019"
"22002","1","2","71009009","10009020"
"91002","30","8","71009010","10009021"
"22002","1","2","71009010","10009022"
"91002","30","8","71009011","10009023"
"22002","1","2","71009011","10009024"
"91002","30","8","71009012","10009025"
"22002","1","2","71009012","10009026"
"91002","30","8","71009013","10009027"
"22002","1","2","71009013","10009028"
"91002","30","8","71009014","10009029"
"22002","1","2","71009014","10009030"
"91002","30","8","71009015","10009031"
"22002","1","2","71009015","10009032"
"91002","60","8","71009016","10009033"
"22002","2","2","71009016","10009034"
"91002","60","8","71009017","10009035"
"22002","2","2","71009017","10009036"
"91002","60","8","71009018","10009037"
"22002","2","2","71009018","10009038"
"91002","60","8","71009019","10009039"
"22002","2","2","71009019","10009040"
"91002","60","8","71009020","10009041"
"22002","2","2","71009020","10009042"
"94002","50000","12","71009021","10009043"
"94002","100000","12","71009022","10009044"
"94002","150000","12","71009023","10009045"
"94002","200000","12","71009024","10009046"
"91002","50","8","71009025","10009047"
"31085","1","2","71009026","10009048"
"31085","1","2","71009027","10009049"
"31085","2","2","71009028","10009050"
"31085","2","2","71009029","10009051"
"31085","4","2","71009030","10009052"
"108501","1","1","71009031","10009053"
"31085","10","2","71009032","10009054"
"60092","5","2","61010001","10010001"
"60092","5","2","61010002","10010002"
"91002","30","8","71010001","10010003"
"22002","1","2","71010001","10010004"
"91002","30","8","71010002","10010005"
"22002","1","2","71010002","10010006"
"91002","30","8","71010003","10010007"
"22002","1","2","71010003","10010008"
"91002","30","8","71010004","10010009"
"22002","1","2","71010004","10010010"
"91002","30","8","71010005","10010011"
"22002","1","2","71010005","10010012"
"91002","30","8","71010006","10010013"
"22002","1","2","71010006","10010014"
"91002","30","8","71010007","10010015"
"22002","1","2","71010007","10010016"
"91002","30","8","71010008","10010017"
"22002","1","2","71010008","10010018"
"91002","30","8","71010009","10010019"
"22002","1","2","71010009","10010020"
"91002","30","8","71010010","10010021"
"22002","1","2","71010010","10010022"
"91002","30","8","71010011","10010023"
"22002","1","2","71010011","10010024"
"91002","30","8","71010012","10010025"
"22002","1","2","71010012","10010026"
"91002","30","8","71010013","10010027"
"22002","1","2","71010013","10010028"
"91002","30","8","71010014","10010029"
"22002","1","2","71010014","10010030"
"91002","30","8","71010015","10010031"
"22002","1","2","71010015","10010032"
"91002","60","8","71010016","10010033"
"22002","2","2","71010016","10010034"
"91002","60","8","71010017","10010035"
"22002","2","2","71010017","10010036"
"91002","60","8","71010018","10010037"
"22002","2","2","71010018","10010038"
"91002","60","8","71010019","10010039"
"22002","2","2","71010019","10010040"
"91002","60","8","71010020","10010041"
"22002","2","2","71010020","10010042"
"94002","50000","12","71010021","10010043"
"94002","100000","12","71010022","10010044"
"94002","150000","12","71010023","10010045"
"94002","200000","12","71010024","10010046"
"91002","50","8","71010025","10010047"
"31089","1","2","71010026","10010048"
"31089","1","2","71010027","10010049"
"31089","2","2","71010028","10010050"
"31089","2","2","71010029","10010051"
"31089","4","2","71010030","10010052"
"108901","1","1","71010031","10010053"
"31089","10","2","71010032","10010054"
"31089","2","2","81010001","10010055"
"91002","30","8","81010001","10010056"
"60092","100","2","81010002","10010057"
"94002","30000","12","81010002","10010058"
"60092","100","2","81010003","10010059"
"94002","30000","12","81010003","10010060"
"31089","2","2","81010004","10010061"
"91002","30","8","81010004","10010062"
"60092","100","2","81010005","10010063"
"94002","30000","12","81010005","10010064"
"60092","100","2","81010006","10010065"
"94002","30000","12","81010006","10010066"
"31089","2","2","81010007","10010067"
"91002","30","8","81010007","10010068"
"60102","5","2","61011001","10011001"
"60102","5","2","61011002","10011002"
"60104","4","2","61011003","10011003"
"60105","2","2","61011003","10011004"
"91002","30","8","71011001","10011005"
"22002","1","2","71011001","10011006"
"91002","30","8","71011002","10011007"
"22002","1","2","71011002","10011008"
"91002","30","8","71011003","10011009"
"22002","1","2","71011003","10011010"
"91002","30","8","71011004","10011011"
"22002","1","2","71011004","10011012"
"91002","30","8","71011005","10011013"
"22002","1","2","71011005","10011014"
"91002","30","8","71011006","10011015"
"22002","1","2","71011006","10011016"
"91002","30","8","71011007","10011017"
"22002","1","2","71011007","10011018"
"91002","30","8","71011008","10011019"
"22002","1","2","71011008","10011020"
"91002","30","8","71011009","10011021"
"22002","1","2","71011009","10011022"
"91002","30","8","71011010","10011023"
"22002","1","2","71011010","10011024"
"91002","30","8","71011011","10011025"
"22002","1","2","71011011","10011026"
"91002","30","8","71011012","10011027"
"22002","1","2","71011012","10011028"
"91002","30","8","71011013","10011029"
"22002","1","2","71011013","10011030"
"91002","30","8","71011014","10011031"
"22002","1","2","71011014","10011032"
"91002","30","8","71011015","10011033"
"22002","1","2","71011015","10011034"
"91002","60","8","71011016","10011035"
"22002","2","2","71011016","10011036"
"91002","60","8","71011017","10011037"
"22002","2","2","71011017","10011038"
"91002","60","8","71011018","10011039"
"22002","2","2","71011018","10011040"
"91002","60","8","71011019","10011041"
"22002","2","2","71011019","10011042"
"91002","60","8","71011020","10011043"
"22002","2","2","71011020","10011044"
"94002","50000","12","71011021","10011045"
"94002","100000","12","71011022","10011046"
"94002","150000","12","71011023","10011047"
"94002","200000","12","71011024","10011048"
"91002","50","8","71011025","10011049"
"31090","1","2","71011026","10011050"
"31090","1","2","71011027","10011051"
"31090","2","2","71011028","10011052"
"31090","2","2","71011029","10011053"
"31090","4","2","71011030","10011054"
"109001","1","1","71011031","10011055"
"31090","10","2","71011032","10011056"
"31090","2","2","81011001","10011057"
"91002","30","8","81011001","10011058"
"60102","100","2","81011002","10011059"
"94002","30000","12","81011002","10011060"
"60102","100","2","81011003","10011061"
"94002","30000","12","81011003","10011062"
"31090","2","2","81011004","10011063"
"91002","30","8","81011004","10011064"
"60102","100","2","81011005","10011065"
"94002","30000","12","81011005","10011066"
"60102","100","2","81011006","10011067"
"94002","30000","12","81011006","10011068"
"31090","2","2","81011007","10011069"
"91002","30","8","81011007","10011070"
"60112","5","2","61012001","10012001"
"60112","5","2","61012002","10012002"
"91002","30","8","71012001","10012003"
"22002","1","2","71012001","10012004"
"91002","30","8","71012002","10012005"
"22002","1","2","71012002","10012006"
"91002","30","8","71012003","10012007"
"22002","1","2","71012003","10012008"
"91002","30","8","71012004","10012009"
"22002","1","2","71012004","10012010"
"91002","30","8","71012005","10012011"
"22002","1","2","71012005","10012012"
"91002","30","8","71012006","10012013"
"22002","1","2","71012006","10012014"
"91002","30","8","71012007","10012015"
"22002","1","2","71012007","10012016"
"91002","30","8","71012008","10012017"
"22002","1","2","71012008","10012018"
"91002","30","8","71012009","10012019"
"22002","1","2","71012009","10012020"
"91002","30","8","71012010","10012021"
"22002","1","2","71012010","10012022"
"91002","30","8","71012011","10012023"
"22002","1","2","71012011","10012024"
"91002","30","8","71012012","10012025"
"22002","1","2","71012012","10012026"
"91002","30","8","71012013","10012027"
"22002","1","2","71012013","10012028"
"91002","30","8","71012014","10012029"
"22002","1","2","71012014","10012030"
"91002","30","8","71012015","10012031"
"22002","1","2","71012015","10012032"
"91002","60","8","71012016","10012033"
"22002","2","2","71012016","10012034"
"91002","60","8","71012017","10012035"
"22002","2","2","71012017","10012036"
"91002","60","8","71012018","10012037"
"22002","2","2","71012018","10012038"
"91002","60","8","71012019","10012039"
"22002","2","2","71012019","10012040"
"91002","60","8","71012020","10012041"
"22002","2","2","71012020","10012042"
"94002","50000","12","71012021","10012043"
"94002","100000","12","71012022","10012044"
"94002","150000","12","71012023","10012045"
"94002","200000","12","71012024","10012046"
"91002","50","8","71012025","10012047"
"31043","1","2","71012026","10012048"
"31043","1","2","71012027","10012049"
"31043","2","2","71012028","10012050"
"31043","2","2","71012029","10012051"
"31043","4","2","71012030","10012052"
"31043","10","2","71012031","10012053"
"31043","2","2","81012001","10012054"
"91002","30","8","81012001","10012055"
"60112","100","2","81012002","10012056"
"94002","30000","12","81012002","10012057"
"60112","100","2","81012003","10012058"
"94002","30000","12","81012003","10012059"
"31043","2","2","81012004","10012060"
"91002","30","8","81012004","10012061"
"60112","100","2","81012005","10012062"
"94002","30000","12","81012005","10012063"
"60112","100","2","81012006","10012064"
"94002","30000","12","81012006","10012065"
"31043","2","2","81012007","10012066"
"91002","30","8","81012007","10012067"
"60122","5","2","61013001","10012068"
"60122","5","2","61013002","10012069"
"91002","30","8","71013001","10013001"
"22002","1","2","71013001","10013002"
"91002","30","8","71013002","10013003"
"22002","1","2","71013002","10013004"
"91002","30","8","71013003","10013005"
"22002","1","2","71013003","10013006"
"91002","30","8","71013004","10013007"
"22002","1","2","71013004","10013008"
"91002","30","8","71013005","10013009"
"22002","1","2","71013005","10013010"
"91002","30","8","71013006","10013011"
"22002","1","2","71013006","10013012"
"91002","30","8","71013007","10013013"
"22002","1","2","71013007","10013014"
"91002","30","8","71013008","10013015"
"22002","1","2","71013008","10013016"
"91002","30","8","71013009","10013017"
"22002","1","2","71013009","10013018"
"91002","30","8","71013010","10013019"
"22002","1","2","71013010","10013020"
"91002","30","8","71013011","10013021"
"22002","1","2","71013011","10013022"
"91002","30","8","71013012","10013023"
"22002","1","2","71013012","10013024"
"91002","30","8","71013013","10013025"
"22002","1","2","71013013","10013026"
"91002","30","8","71013014","10013027"
"22002","1","2","71013014","10013028"
"91002","30","8","71013015","10013029"
"22002","1","2","71013015","10013030"
"91002","60","8","71013016","10013031"
"22002","2","2","71013016","10013032"
"91002","60","8","71013017","10013033"
"22002","2","2","71013017","10013034"
"91002","60","8","71013018","10013035"
"22002","2","2","71013018","10013036"
"91002","60","8","71013019","10013037"
"22002","2","2","71013019","10013038"
"91002","60","8","71013020","10013039"
"22002","2","2","71013020","10013040"
"94002","50000","12","71013021","10013041"
"94002","100000","12","71013022","10013042"
"94002","150000","12","71013023","10013043"
"94002","200000","12","71013024","10013044"
"91002","50","8","71013025","10013045"
"31093","1","2","71013026","10013046"
"31093","1","2","71013027","10013047"
"31093","2","2","71013028","10013048"
"31093","2","2","71013029","10013049"
"31093","4","2","71013030","10013050"
"109301","1","1","71013031","10013051"
"31093","10","2","71013032","10013052"
"31093","2","2","81013001","10013053"
"91002","30","8","81013001","10013054"
"60122","100","2","81013002","10013055"
"94002","30000","12","81013002","10013056"
"60122","100","2","81013003","10013057"
"94002","30000","12","81013003","10013058"
"31093","2","2","81013004","10013059"
"91002","30","8","81013004","10013060"
"60122","100","2","81013005","10013061"
"94002","30000","12","81013005","10013062"
"60122","100","2","81013006","10013063"
"94002","30000","12","81013006","10013064"
"31093","2","2","81013007","10013065"
"91002","30","8","81013007","10013066"
"60132","5","2","61014001","10014001"
"60132","5","2","61014002","10014002"
"91002","30","8","71014001","10014003"
"22002","1","2","71014001","10014004"
"91002","30","8","71014002","10014005"
"22002","1","2","71014002","10014006"
"91002","30","8","71014003","10014007"
"22002","1","2","71014003","10014008"
"91002","30","8","71014004","10014009"
"22002","1","2","71014004","10014010"
"91002","30","8","71014005","10014011"
"22002","1","2","71014005","10014012"
"91002","30","8","71014006","10014013"
"22002","1","2","71014006","10014014"
"91002","30","8","71014007","10014015"
"22002","1","2","71014007","10014016"
"91002","30","8","71014008","10014017"
"22002","1","2","71014008","10014018"
"91002","30","8","71014009","10014019"
"22002","1","2","71014009","10014020"
"91002","30","8","71014010","10014021"
"22002","1","2","71014010","10014022"
"91002","30","8","71014011","10014023"
"22002","1","2","71014011","10014024"
"91002","30","8","71014012","10014025"
"22002","1","2","71014012","10014026"
"91002","30","8","71014013","10014027"
"22002","1","2","71014013","10014028"
"91002","30","8","71014014","10014029"
"22002","1","2","71014014","10014030"
"91002","30","8","71014015","10014031"
"22002","1","2","71014015","10014032"
"91002","60","8","71014016","10014033"
"22002","2","2","71014016","10014034"
"91002","60","8","71014017","10014035"
"22002","2","2","71014017","10014036"
"91002","60","8","71014018","10014037"
"22002","2","2","71014018","10014038"
"91002","60","8","71014019","10014039"
"22002","2","2","71014019","10014040"
"91002","60","8","71014020","10014041"
"22002","2","2","71014020","10014042"
"94002","50000","12","71014021","10014043"
"94002","100000","12","71014022","10014044"
"94002","150000","12","71014023","10014045"
"94002","200000","12","71014024","10014046"
